Time(s),Density,CongestionFactor(1-10),ExpectedTravelTime_ETT,Weight_wij,TTL,ProactiveTriggered(0/1),MaintenanceTriggered(0/1),ReactiveTriggered(0/1),PacketsTx_cum,PacketCollisions_cum,PacketsLost_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
40,0.498,5,60.309,301.544,3,0,1,0,1743,54,0,690.42,171.976,498.743
41,0.445,5,30.22,151.098,3,1,0,0,1805,56,0,644.059,143.382,511.525
42,0.413,5,26.375,131.875,3,1,0,0,1866,58,0,622.161,128.443,523.582
43,0.503,6,45.577,273.461,3,0,0,0,1906,60,0,665.561,167.533,537.666
44,0.439,5,59.112,295.562,3,0,0,0,1943,61,0,624.436,137.2,550.318
45,0.51,6,92.621,555.727,3,0,0,0,1983,63,0,696.129,177.492,564.549
46,0.463,5,92.963,464.817,3,0,0,0,2021,64,0,646.009,149.586,577.73
47,0.483,5,89.334,446.672,3,0,0,0,2060,65,0,650.426,156.955,591.349
48,0.472,5,46.202,231.011,3,0,0,0,2098,66,0,668.693,157.764,604.727
49,0.465,5,29.4,147.001,3,0,0,0,2136,67,0,657.225,152.884,617.956
50,0.441,5,38.85,194.252,3,0,1,0,2173,68,0,657.736,145.0,630.64
51,0.516,6,66.291,397.746,3,0,0,0,2213,70,0,675.95,174.539,645.016
52,0.487,5,119.378,596.89,3,0,0,0,2252,71,0,680.295,165.5,658.723
53,0.479,5,88.013,440.066,3,0,0,0,2291,72,0,664.852,159.366,672.27
54,0.489,5,116.257,581.284,3,0,0,1,2330,73,0,661.763,161.777,686.03
55,0.512,6,116.328,697.969,3,1,0,0,2395,76,0,673.748,172.366,700.299
56,0.525,6,35.985,215.911,3,0,0,0,2436,78,0,684.833,179.787,714.868
57,0.508,6,70.109,420.657,3,1,0,0,2501,81,0,666.852,169.315,729.051
58,0.451,5,65.417,327.083,3,0,0,0,2539,82,0,635.924,143.309,741.955
59,0.45,5,54.48,272.402,3,0,0,0,2576,83,0,643.988,144.802,754.836
60,0.497,5,97.318,486.589,3,0,1,0,2615,84,0,687.443,170.83,768.777
61,0.441,5,88.26,441.3,3,0,0,0,2652,85,0,625.781,137.948,781.461
62,0.469,5,34.399,171.996,3,0,0,0,2690,86,0,673.406,157.766,794.764
63,0.463,5,64.889,324.447,3,0,0,0,2728,87,0,652.359,150.975,807.94
64,0.462,5,81.141,405.707,3,0,0,0,2766,88,0,643.196,148.491,821.091
65,0.451,5,62.805,314.024,3,0,0,0,2804,89,0,643.325,145.043,834.0
66,0.457,5,78.387,391.935,3,0,0,0,2842,90,0,640.218,146.404,847.052
67,0.477,5,116.704,583.522,3,0,0,0,2881,91,0,681.523,162.618,860.55
68,0.461,5,87.524,437.618,3,0,0,0,2919,92,0,640.886,147.702,873.683
69,0.523,6,107.292,643.75,3,0,0,0,2959,94,0,672.773,175.891,888.204
70,0.512,6,88.797,532.783,3,0,1,0,2999,96,0,677.071,173.358,902.482
71,0.477,5,70.044,350.219,3,0,0,0,3038,97,0,644.343,153.679,915.975
72,0.502,6,116.558,699.348,3,1,0,0,3103,100,0,658.501,165.162,930.02
73,0.463,5,26.672,133.361,3,0,0,0,3141,101,0,669.77,155.218,943.21
74,0.477,5,54.932,274.659,3,0,0,0,3180,102,0,678.805,162.019,956.711
75,0.452,5,82.414,412.07,3,0,0,0,3218,103,0,648.551,146.58,969.644
76,0.499,5,93.293,466.466,3,0,0,0,3257,104,0,669.096,166.898,983.627
77,0.461,5,116.461,582.305,3,0,0,0,3295,105,0,647.344,149.359,996.772
78,0.54,6,39.427,236.56,3,0,0,0,3336,107,0,710.05,191.663,1011.673
79,0.493,5,111.873,559.364,3,0,0,0,3375,108,0,667.364,164.632,1025.532
80,0.517,6,104.181,625.083,3,1,1,0,3440,111,0,679.651,175.797,1039.928
81,0.471,5,35.626,178.13,3,0,0,0,3478,112,0,647.961,152.665,1053.292
82,0.516,6,79.824,478.944,3,0,0,0,3518,114,0,694.299,179.042,1067.652
83,0.479,5,42.408,212.041,3,0,0,0,3557,115,0,682.989,163.406,1081.179
84,0.526,6,110.498,662.987,3,0,0,0,3598,117,0,676.868,178.003,1095.768
85,0.495,5,28.444,142.222,3,0,0,1,3637,118,0,662.869,164.213,1109.675
86,0.501,6,21.996,131.977,3,0,0,0,3677,120,0,660.284,165.313,1123.699
87,0.507,6,104.923,629.539,3,0,0,0,3717,122,0,694.334,175.964,1137.861
88,0.55,6,88.493,530.955,3,0,0,0,3758,124,0,700.69,192.521,1152.978
89,0.504,6,63.251,379.503,3,0,0,0,3798,126,0,677.601,170.789,1167.078
90,0.556,6,50.665,303.991,3,1,1,0,3865,129,0,708.533,196.825,1182.331
91,0.477,5,50.65,253.248,3,1,0,0,3929,132,0,644.231,153.548,1195.817
92,0.5,6,30.693,184.16,3,0,0,0,3969,134,0,675.455,168.976,1209.832
93,0.506,6,40.929,245.576,3,0,0,0,4009,136,0,668.352,169.044,1223.971
94,0.487,5,114.964,574.821,3,0,0,0,4048,137,0,656.454,159.805,1237.685
95,0.545,6,64.208,385.247,3,0,0,0,4089,139,0,690.46,188.088,1252.697
96,0.498,5,64.799,323.993,3,1,0,0,4153,142,0,685.116,170.652,1266.664
97,0.555,6,43.851,263.106,3,0,0,0,4195,144,0,704.491,195.501,1281.904
98,0.519,6,99.237,595.42,3,1,0,0,4260,147,0,671.274,174.265,1296.343
99,0.501,6,72.741,436.447,3,0,0,0,4300,149,0,665.148,166.468,1310.363
100,0.556,6,45.588,273.531,3,0,1,0,4342,151,0,713.568,198.519,1325.635
101,0.56,6,23.348,140.089,3,1,0,0,4409,154,0,718.06,201.139,1340.992
102,0.57,6,30.278,181.67,3,1,0,0,4476,157,0,729.982,207.926,1356.56
103,0.55,6,47.995,287.967,3,0,0,0,4517,159,0,710.934,195.475,1371.686
104,0.534,6,75.891,455.345,3,0,0,0,4558,161,0,695.554,185.737,1386.458
105,0.518,6,20.305,121.83,3,0,0,0,4598,163,0,698.26,180.759,1400.863
106,0.579,6,101.533,609.197,3,0,0,0,4641,165,0,700.082,202.652,1416.639
107,0.581,6,94.724,568.344,3,0,0,0,4684,167,0,705.582,205.056,1432.467
108,0.498,5,82.321,411.603,3,0,0,0,4723,168,0,685.937,170.87,1446.435
109,0.529,6,73.045,438.271,3,0,0,0,4764,170,0,708.89,187.403,1461.086
110,0.504,6,67.552,405.312,3,0,1,0,4804,172,0,685.363,172.78,1475.188
111,0.588,6,95.52,573.119,3,0,0,0,4847,174,0,717.636,210.94,1491.165
112,0.515,6,99.992,599.95,3,0,0,0,4887,176,0,669.418,172.301,1505.504
113,0.575,6,24.113,144.676,3,0,0,0,4929,178,0,697.865,200.53,1521.185
114,0.512,6,31.874,191.245,3,0,0,0,4969,180,0,664.89,170.18,1535.46
115,0.52,6,29.615,177.688,3,0,0,0,5009,182,0,692.865,180.128,1549.914
116,0.545,6,96.536,579.213,3,0,0,0,5050,184,0,694.953,189.337,1564.928
117,0.573,6,23.922,143.532,3,1,0,0,5117,187,0,727.704,208.573,1580.576
118,0.573,6,23.121,138.725,3,0,0,0,5159,189,0,711.547,203.712,1596.21
119,0.512,6,35.08,210.481,3,0,0,0,5199,191,0,684.835,175.193,1610.479
120,0.543,6,39.566,237.398,3,0,1,0,5240,193,0,713.618,193.881,1625.459
121,0.54,6,45.747,274.481,3,0,0,0,5281,195,0,712.098,192.235,1640.361
122,0.572,6,48.937,293.624,3,0,0,0,5323,197,0,732.096,209.202,1655.971
123,0.572,6,84.642,507.854,3,0,0,0,5365,199,0,725.602,207.649,1671.599
124,0.572,6,102.144,612.865,3,0,0,0,5407,201,0,721.07,206.243,1687.221
125,0.516,6,51.96,311.759,3,0,0,0,5447,203,0,674.22,174.015,1701.592
126,0.603,6,102.473,614.836,3,1,0,0,5516,207,0,718.235,216.403,1717.898
127,0.546,6,94.184,565.107,3,1,0,1,5582,210,0,693.303,189.249,1732.935
128,0.573,6,91.218,547.305,3,0,0,0,5624,212,0,715.36,205.026,1748.583
129,0.595,6,102.317,613.901,3,0,0,0,5667,214,0,707.81,210.534,1764.716
130,0.518,6,21.424,128.543,3,0,1,0,5707,216,0,669.629,173.434,1779.128
131,0.545,6,102.968,617.81,3,1,0,0,5773,219,0,683.272,186.107,1794.138
132,0.618,7,44.085,308.594,3,0,0,0,5817,221,0,753.138,232.829,1810.796
133,0.545,6,99.505,597.03,3,1,0,0,5883,224,0,701.261,191.044,1825.809
134,0.589,6,80.518,483.105,3,0,0,0,5926,226,0,739.709,217.985,1841.819
135,0.559,6,69.057,414.341,3,1,0,0,5993,229,0,703.338,196.75,1857.159
136,0.581,6,70.641,423.847,3,0,0,0,6036,231,0,730.207,212.064,1872.978
137,0.539,6,80.778,484.666,3,0,0,0,6077,233,0,686.228,184.802,1887.85
138,0.59,6,96.27,577.618,3,0,0,0,6120,235,0,708.696,209.043,1903.873
139,0.571,6,37.011,222.066,3,0,0,0,6162,237,0,727.238,207.784,1919.481
140,0.587,6,24.286,145.719,3,0,1,0,6205,239,0,720.009,211.157,1935.427
141,0.612,7,61.802,432.611,3,0,0,0,6249,241,0,747.748,228.952,1951.953
142,0.574,6,90.377,542.263,3,0,0,0,6291,243,0,726.003,208.455,1967.624
143,0.613,7,42.62,298.341,3,0,0,0,6335,245,0,745.817,228.723,1984.171
144,0.631,7,99.093,693.648,3,1,0,0,6405,249,0,735.911,232.176,2001.113
145,0.603,6,96.869,581.215,3,0,0,0,6449,251,0,731.307,220.616,2017.436
146,0.581,6,25.278,151.666,3,0,0,0,6492,253,0,712.248,206.878,2033.257
147,0.555,6,81.962,491.773,3,0,0,0,6534,255,0,686.413,190.435,2048.494
148,0.598,6,88.674,532.044,3,1,0,0,6602,259,0,722.55,216.152,2064.704
149,0.62,7,80.651,564.556,3,0,0,0,6646,261,0,753.925,233.812,2081.405
150,0.608,6,22.477,134.859,3,0,1,0,6690,263,0,717.824,218.335,2097.84
151,0.595,6,44.905,269.43,3,0,0,0,6733,265,0,746.299,222.034,2113.977
152,0.615,7,64.253,449.773,3,0,0,0,6777,267,0,727.258,223.765,2130.569
153,0.559,6,26.66,159.961,3,0,0,0,6819,269,0,714.666,199.646,2145.892
154,0.544,6,42.124,252.744,3,0,0,0,6860,271,0,683.36,185.936,2160.89
155,0.556,6,66.783,400.695,3,0,0,0,6902,273,0,708.765,196.917,2176.144
156,0.617,7,88.233,617.633,3,0,0,0,6946,275,0,753.922,232.647,2192.777
157,0.575,6,36.876,221.256,3,1,0,0,7014,278,0,699.263,201.146,2208.472
158,0.59,6,106.151,636.904,3,0,0,0,7057,280,0,707.436,208.755,2224.5
159,0.587,6,91.839,551.032,3,0,0,1,7100,282,0,724.071,212.635,2240.464
160,0.612,7,53.69,375.827,3,1,1,0,7169,286,0,739.818,226.221,2256.971
161,0.621,7,45.646,319.521,3,0,0,1,7213,288,0,738.886,229.411,2273.688
162,0.637,7,23.322,163.254,3,0,0,0,7258,290,0,753.705,240.004,2290.762
163,0.636,7,20.825,145.776,3,0,0,0,7303,292,0,730.597,232.274,2307.813
164,0.641,7,65.96,461.719,3,0,0,0,7348,294,0,732.546,234.776,2324.979
165,0.569,6,85.273,511.64,3,0,0,0,7390,296,0,715.094,203.331,2340.526
166,0.632,7,60.294,422.055,3,0,0,0,7435,298,0,752.598,238.005,2357.502
167,0.605,6,89.706,538.239,3,1,0,0,7504,302,0,743.219,224.696,2373.854
168,0.617,7,99.595,697.168,3,0,0,0,7548,304,0,729.652,224.984,2390.476
169,0.653,7,64.506,451.541,3,0,0,0,7594,307,0,776.073,253.436,2407.914
170,0.561,6,93.227,559.363,3,1,1,0,7661,310,0,709.247,199.016,2423.293
171,0.567,6,104.694,628.165,3,0,0,0,7703,312,0,709.81,201.065,2438.791
172,0.63,7,55.496,388.469,3,0,0,1,7748,314,0,747.278,235.288,2455.705
173,0.619,7,23.493,164.454,3,0,0,1,7792,316,0,736.976,228.148,2472.382
174,0.593,6,64.023,384.137,3,1,0,0,7860,320,0,713.449,211.496,2488.47
175,0.598,6,31.95,191.699,3,0,0,1,7903,322,0,709.216,212.231,2504.684
176,0.586,6,58.974,353.845,3,0,0,0,7946,324,0,709.934,207.853,2520.609
177,0.634,7,112.243,785.701,3,0,0,0,7991,326,0,754.849,239.294,2537.619
178,0.577,6,70.331,421.988,3,0,0,0,8034,328,0,700.488,201.957,2553.343
179,0.578,6,44.577,267.464,3,0,0,0,8077,330,0,702.22,203.027,2569.104
180,0.605,6,105.427,632.563,3,1,1,0,8146,334,0,745.449,225.326,2585.453
181,0.647,7,90.589,634.126,3,1,0,0,8216,338,0,756.955,244.823,2602.751
182,0.667,7,32.98,230.862,3,0,0,1,8262,341,0,761.544,253.964,2620.499
183,0.583,6,102.902,617.414,3,0,0,0,8305,343,0,724.959,211.205,2636.359
184,0.621,7,110.816,775.713,3,0,0,0,8349,345,0,745.717,231.64,2653.083
185,0.622,7,23.601,165.209,3,0,0,0,8393,347,0,728.605,226.633,2669.826
186,0.642,7,24.391,170.736,3,1,0,0,8463,351,0,751.818,241.295,2687.013
187,0.668,7,54.086,378.599,3,1,0,0,8534,355,0,784.45,262.028,2704.785
188,0.622,7,70.728,495.098,3,0,0,0,8578,357,0,751.48,233.704,2721.526
189,0.641,7,62.779,439.455,3,0,0,0,8623,359,0,742.804,238.183,2738.699
190,0.581,6,99.824,598.947,3,0,1,0,8666,361,0,735.755,213.907,2754.532
191,0.63,7,48.683,340.782,3,0,0,0,8711,363,0,753.968,237.486,2771.451
192,0.67,7,112.976,790.835,3,1,0,0,8782,367,0,771.339,258.399,2789.267
193,0.617,7,110.77,775.389,3,0,0,0,8826,369,0,752.509,232.149,2805.896
194,0.668,7,57.989,405.923,3,1,0,0,8897,373,0,757.685,252.995,2823.663
195,0.649,7,97.485,682.397,3,1,0,0,8967,377,0,737.712,239.531,2841.017
196,0.597,6,112.298,673.791,3,0,0,0,9010,379,0,713.886,213.069,2857.196
197,0.654,7,23.214,162.5,3,0,0,0,9056,382,0,776.613,253.949,2874.653
198,0.664,7,115.633,809.428,3,0,0,0,9102,385,0,763.349,253.296,2892.327
199,0.591,6,48.811,292.865,3,0,0,0,9145,387,0,734.948,217.187,2908.374
200,0.651,7,26.019,182.131,3,0,1,0,9191,389,0,776.965,253.029,2925.772
201,0.623,7,48.432,339.026,3,0,0,0,9235,391,0,759.805,236.792,2942.542
202,0.658,7,107.814,754.699,3,1,0,0,9306,395,0,753.016,247.672,2960.085
203,0.666,7,26.604,186.227,3,0,0,0,9352,398,0,756.001,251.891,2977.82
204,0.68,7,116.745,817.218,3,1,0,0,9424,402,0,774.563,263.407,2995.863
205,0.62,7,54.429,381.001,3,0,0,0,9468,404,0,760.592,235.675,3012.552
206,0.603,6,31.883,191.296,3,1,0,0,9537,408,0,739.537,222.97,3028.868
207,0.691,7,73.446,514.124,3,0,0,0,9584,411,0,795.514,274.675,3047.144
208,0.685,7,72.509,507.566,3,1,0,0,9656,415,0,774.928,265.583,3065.306
209,0.69,7,22.643,158.498,3,0,0,0,9703,418,0,766.115,264.224,3083.565
210,0.672,7,65.035,455.244,3,0,1,0,9749,421,0,756.138,254.16,3101.432
211,0.639,7,84.862,594.032,3,0,0,0,9794,423,0,743.676,237.419,3118.542
212,0.662,7,96.277,673.94,3,0,0,0,9840,426,0,772.48,255.58,3136.172
213,0.675,7,43.694,305.861,3,1,0,0,9912,430,0,784.163,264.757,3154.106
214,0.667,7,111.074,777.52,3,0,0,0,9958,433,0,754.263,251.553,3171.855
215,0.602,6,25.651,153.905,3,1,0,0,10027,437,0,721.055,217.169,3188.156
216,0.658,7,86.315,604.204,3,1,0,0,10098,441,0,780.007,256.583,3205.701
217,0.619,7,98.544,689.806,3,0,0,0,10142,443,0,740.989,229.356,3222.376
218,0.629,7,49.643,347.5,3,0,0,0,10187,445,0,750.895,236.14,3239.273
219,0.682,7,72.69,508.83,3,0,0,0,10234,448,0,771.258,262.905,3257.352
220,0.607,6,116.993,701.957,3,0,1,0,10278,450,0,722.516,219.23,3273.753
221,0.664,7,29.001,203.006,3,0,0,0,10324,453,0,756.988,251.173,3291.426
222,0.65,7,117.723,824.059,3,1,0,0,10395,457,0,742.423,241.378,3308.8
223,0.621,7,95.115,665.807,3,0,0,0,10439,459,0,750.616,233.209,3325.527
224,0.702,7,49.632,347.425,3,0,0,0,10487,462,0,784.192,275.382,3344.067
225,0.648,7,31.97,223.792,3,0,0,0,10532,464,0,762.743,247.18,3361.393
226,0.638,7,25.465,178.257,3,0,0,0,10577,466,0,734.207,234.068,3378.484
227,0.632,7,84.879,594.153,3,1,0,0,10647,470,0,758.033,239.449,3395.443
228,0.673,7,43.841,306.886,3,0,0,0,10693,473,0,779.416,262.449,3413.336
229,0.616,7,79.393,555.749,3,0,0,0,10737,475,0,740.644,227.975,3429.934
230,0.641,7,82.753,579.273,3,0,1,0,10782,477,0,752.527,241.129,3447.097
231,0.687,7,60.036,420.252,3,0,0,0,10829,480,0,794.679,272.968,3465.294
232,0.671,7,113.014,791.098,3,1,0,0,10900,484,0,763.791,256.335,3483.137
233,0.681,7,103.451,724.159,3,0,0,0,10947,487,0,792.716,269.782,3501.192
234,0.614,7,116.753,817.272,3,1,0,0,11016,491,0,748.057,229.555,3517.747
235,0.682,7,78.503,549.521,3,0,0,0,11063,494,0,778.495,265.642,3535.842
236,0.705,7,28.963,202.744,3,0,0,0,11111,497,0,797.35,281.092,3554.444
237,0.671,7,103.312,723.186,3,1,0,0,11182,501,0,754.025,253.131,3572.291
238,0.689,7,54.292,380.045,3,1,0,0,11254,505,0,778.876,268.19,3590.525
239,0.635,7,112.814,789.701,3,1,0,0,11324,509,0,742.145,235.489,3607.549
240,0.665,7,111.906,783.341,3,0,1,0,11370,512,0,777.377,258.488,3625.253
241,0.637,7,61.967,433.766,3,0,0,0,11415,514,0,755.512,240.814,3642.341
242,0.682,7,91.755,642.282,3,0,0,0,11462,517,0,771.537,263.129,3660.428
243,0.682,7,57.411,401.879,3,1,0,0,11534,521,0,760.244,259.168,3678.508
244,0.702,7,41.296,289.072,3,0,0,0,11582,524,0,805.001,282.393,3697.032
245,0.637,7,112.625,788.378,3,1,0,0,11652,528,0,752.591,239.638,3714.105
246,0.694,7,100.441,703.089,3,1,0,0,11724,533,0,763.898,265.107,3732.461
247,0.624,7,70.623,494.364,3,0,0,0,11768,535,0,742.034,231.408,3749.24
248,0.675,7,57.016,399.115,3,0,0,0,11815,538,0,775.22,261.699,3767.171
249,0.712,7,34.802,243.617,3,0,0,0,11863,541,0,800.103,284.881,3785.931
250,0.699,7,85.329,597.305,3,0,1,0,11910,544,0,775.442,270.951,3804.393
251,0.643,7,76.835,537.847,3,0,0,0,11955,546,0,748.125,240.361,3821.594
252,0.665,7,63.78,446.46,3,0,0,0,12001,549,0,784.382,260.991,3839.309
253,0.703,7,27.94,195.578,3,0,0,0,12049,552,0,805.319,283.212,3857.872
254,0.647,7,55.004,385.03,3,0,0,0,12094,554,0,736.422,238.186,3875.17
255,0.722,8,25.451,203.611,4,0,0,0,12142,557,0,793.765,286.745,3894.161
256,0.699,7,30.026,210.18,3,1,0,0,12214,562,0,768.707,268.717,3912.63
257,0.648,7,51.968,363.777,3,0,0,0,12259,564,0,748.011,242.264,3929.948
258,0.682,7,47.51,332.57,3,0,0,0,12306,567,0,783.919,267.317,3948.033
259,0.655,7,79.648,557.537,3,1,0,0,12377,571,0,740.607,242.495,3965.509
260,0.719,7,108.964,762.748,3,0,1,0,12425,574,0,784.904,282.317,3984.431
261,0.704,7,114.416,800.914,3,1,0,0,12498,579,0,769.125,270.731,4003.009
262,0.637,7,38.575,270.023,3,0,0,0,12543,581,0,757.214,241.141,4020.084
263,0.647,7,48.295,338.062,3,0,0,0,12588,583,0,774.498,250.698,4037.393
264,0.64,7,62.278,435.944,3,1,0,0,12658,587,0,737.275,236.088,4054.547
265,0.685,7,90.045,630.318,3,0,0,0,12705,590,0,780.633,267.378,4072.699
266,0.665,7,81.202,568.417,3,0,0,0,12751,593,0,761.235,253.237,4090.411
267,0.673,7,91.568,640.976,3,0,0,0,12797,596,0,790.128,265.994,4108.301
268,0.703,7,38.566,269.962,3,1,0,0,12870,601,0,797.554,280.222,4126.849
269,0.7,7,53.076,371.531,3,0,0,0,12917,604,0,801.59,280.369,4145.327
270,0.665,7,91.046,637.322,3,0,1,0,12963,607,0,756.181,251.282,4163.022
271,0.713,7,95.251,666.76,3,1,0,0,13036,612,0,782.735,278.934,4181.795
272,0.698,7,22.515,157.607,3,0,0,0,13083,615,0,794.956,277.577,4200.246
273,0.639,7,81.146,568.019,3,1,0,0,13153,619,0,738.582,235.976,4217.367
274,0.681,7,28.855,201.983,3,0,0,0,13200,622,0,762.555,259.527,4235.423
275,0.707,7,111.028,777.198,3,0,0,1,13248,625,0,807.892,285.568,4254.066
276,0.679,7,58.186,407.301,3,1,0,0,13320,629,0,770.019,261.59,4272.094
277,0.649,7,52.288,366.018,3,1,0,0,13390,633,0,761.527,247.255,4289.447
278,0.647,7,98.355,688.487,3,0,0,0,13435,635,0,738.081,238.936,4306.758
279,0.705,7,60.101,420.706,3,0,0,0,13483,638,0,781.661,275.54,4325.358
280,0.729,8,93.214,745.708,4,1,1,0,13557,643,0,820.941,299.274,4344.498
281,0.676,7,118.708,830.953,3,0,0,1,13604,646,0,783.654,264.698,4362.439
282,0.72,7,118.203,827.421,3,0,0,0,13652,649,0,810.858,291.936,4381.376
283,0.679,7,22.034,154.236,3,0,0,0,13699,652,0,754.779,256.249,4399.394
284,0.687,7,60.921,426.445,3,0,0,0,13746,655,0,769.44,264.443,4417.599
285,0.68,7,47.192,330.343,3,0,0,0,13793,658,0,782.159,266.008,4435.643
286,0.698,7,103.606,725.24,3,0,0,0,13840,661,0,767.503,267.962,4454.092
287,0.681,7,96.817,677.719,3,0,0,0,13887,664,0,786.169,267.598,4472.149
288,0.732,8,58.687,469.497,4,1,0,0,13961,669,0,811.721,297.263,4491.364
289,0.662,7,112.486,787.403,3,0,0,0,14007,672,0,745.244,246.653,4508.999
290,0.736,8,53.479,427.834,4,1,1,0,14081,677,0,823.263,303.021,4528.297
291,0.674,7,38.1,266.699,3,0,0,0,14127,680,0,789.18,266.136,4546.213
292,0.691,7,113.975,797.824,3,0,0,0,14174,683,0,772.251,267.002,4564.51
293,0.716,7,79.682,557.772,3,1,0,0,14247,688,0,791.001,283.143,4583.355
294,0.685,7,58.943,412.6,3,1,0,0,14319,692,0,766.084,262.425,4601.509
295,0.717,7,70.832,495.822,3,1,0,0,14392,697,0,812.097,291.275,4620.385
296,0.705,7,58.428,408.994,3,0,0,0,14440,700,0,785.727,277.0,4638.987
297,0.651,7,20.181,141.266,3,0,0,0,14486,702,0,745.38,242.523,4656.372
298,0.649,7,110.469,773.286,3,0,0,0,14531,704,0,760.979,246.934,4673.717
299,0.691,7,20.724,145.066,3,0,0,0,14578,707,0,772.034,266.647,4691.998
300,0.714,7,56.05,392.349,3,0,1,0,14626,710,0,780.418,278.679,4710.804
301,0.685,7,108.119,756.832,3,1,0,0,14698,714,0,777.99,266.353,4728.95
302,0.716,7,50.475,353.324,3,1,0,0,14771,719,0,811.351,290.592,4747.803
303,0.738,8,99.553,796.422,4,0,0,0,14820,722,0,788.449,290.798,4767.134
304,0.712,7,34.979,244.854,3,1,0,0,14893,727,0,776.14,276.204,4785.885
305,0.655,7,48.83,341.812,3,0,0,0,14939,730,0,747.542,244.969,4803.374
306,0.742,8,24.594,196.753,4,1,0,0,15013,735,0,814.115,301.947,4822.798
307,0.689,7,91.104,637.73,3,0,0,0,15060,738,0,797.812,274.716,4841.032
308,0.652,7,86.092,602.644,3,0,0,0,15106,741,0,759.871,247.565,4858.436
309,0.707,7,22.748,159.238,3,1,0,0,15179,746,0,800.784,283.273,4877.092
310,0.648,7,62.842,439.891,3,1,1,0,15249,750,0,758.23,245.664,4894.415
311,0.72,7,76.484,535.39,3,0,0,0,15297,753,0,798.8,287.613,4913.353
312,0.676,7,21.711,151.976,3,0,0,0,15344,756,0,762.555,257.79,4931.307
313,0.717,7,60.272,421.904,3,0,0,0,15392,759,0,784.183,281.24,4950.182
