Time(s),Density,CongestionFactor(1-10),ExpectedTravelTime_ETT,Weight_wij,TTL,ProactiveTriggered(0/1),MaintenanceTriggered(0/1),ReactiveTriggered(0/1),PacketsTx_cum,PacketCollisions_cum,PacketsLost_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
151,0.542,6,27.7,166.203,3,1,0,0,7080,285,0,709.776,192.317,1894.317
152,0.593,6,29.967,179.804,3,0,0,0,7123,287,0,734.362,217.585,1909.112
153,0.635,7,42.581,298.07,3,0,0,0,7168,289,0,759.816,241.152,1924.964
154,0.611,6,108.518,651.106,3,0,0,0,7212,291,0,741.77,226.514,1940.213
155,0.565,6,95.017,570.099,3,0,0,0,7254,293,0,715.137,201.995,1954.316
156,0.565,6,115.356,692.136,3,0,0,0,7296,295,0,728.635,205.962,1968.428
157,0.561,6,84.787,508.724,3,1,0,1,7363,298,0,715.081,200.569,1982.432
158,0.552,6,111.945,671.667,3,1,0,0,7430,301,0,716.819,197.707,1996.201
159,0.627,7,25.115,175.804,3,0,0,0,7475,303,0,757.565,237.443,2011.855
160,0.647,7,88.603,620.221,3,1,1,0,7545,307,0,762.239,246.657,2028.017
161,0.587,6,56.666,339.998,3,0,0,0,7588,309,0,722.361,212.005,2042.672
162,0.644,7,70.39,492.73,3,1,0,0,7658,313,0,773.963,249.057,2058.744
163,0.595,6,45.271,271.627,3,1,0,0,7726,317,0,711.631,211.661,2073.596
164,0.632,7,36.394,254.76,3,0,0,0,7771,319,0,763.623,241.239,2089.374
165,0.628,7,36.923,258.459,3,0,0,0,7816,321,0,743.347,233.301,2105.048
166,0.569,6,22.953,137.716,3,0,0,0,7858,323,0,717.575,204.144,2119.253
167,0.629,7,104.296,730.072,3,1,0,0,7928,327,0,729.082,229.144,2134.949
168,0.607,6,43.363,260.18,3,1,0,0,7997,331,0,747.28,226.836,2150.108
169,0.565,6,35.819,214.914,3,0,0,0,8039,333,0,691.516,195.52,2164.224
170,0.607,6,75.914,455.484,3,1,1,0,8108,337,0,719.42,218.491,2179.39
171,0.621,7,50.042,350.292,3,0,0,0,8152,339,0,722.102,224.256,2194.9
172,0.632,7,54.869,384.086,3,0,0,0,8197,341,0,755.227,238.576,2210.677
173,0.646,7,83.305,583.138,3,0,0,0,8242,343,0,773.89,250.12,2226.82
174,0.604,6,30.319,181.916,3,0,0,1,8286,345,0,717.461,216.793,2241.909
175,0.654,7,92.595,648.162,3,0,0,0,8332,348,0,765.961,250.613,2258.251
176,0.573,6,103.589,621.531,3,0,0,0,8374,350,0,731.689,209.666,2272.559
177,0.624,7,57.341,401.384,3,1,0,0,8443,354,0,736.809,229.873,2288.14
178,0.61,6,20.978,125.867,3,0,0,0,8487,356,0,715.724,218.118,2303.358
179,0.586,6,25.399,152.393,3,0,0,0,8530,358,0,702.568,205.714,2317.979
180,0.65,7,48.042,336.297,3,0,1,0,8576,360,0,763.05,248.021,2334.214
181,0.623,7,96.498,675.487,3,1,0,0,8645,364,0,733.895,228.637,2349.772
182,0.639,7,81.003,567.018,3,0,0,0,8690,366,0,768.576,245.688,2365.738
183,0.589,6,34.808,208.847,3,0,0,0,8733,368,0,727.308,214.092,2380.436
184,0.66,7,52.23,365.612,3,0,0,0,8779,371,0,748.224,246.796,2396.912
185,0.609,6,97.923,587.536,3,0,0,0,8823,373,0,741.27,225.759,2412.121
186,0.633,7,75.327,527.291,3,0,0,0,8868,375,0,743.877,235.568,2427.937
187,0.576,6,115.429,692.571,3,0,0,0,8911,377,0,700.415,201.882,2442.328
188,0.64,7,73.95,517.651,3,0,0,0,8956,379,0,744.386,238.232,2458.312
189,0.595,6,36.097,216.58,3,0,0,0,8999,381,0,725.479,215.82,2473.167
190,0.678,7,91.493,640.454,3,0,1,0,9046,384,0,765.436,259.314,2490.09
191,0.639,7,35.508,248.556,3,0,0,0,9091,386,0,750.655,239.97,2506.057
192,0.59,6,49.704,298.222,3,0,0,0,9134,388,0,731.654,215.779,2520.783
193,0.59,6,34.996,209.978,3,1,0,0,9202,392,0,715.406,211.199,2535.524
194,0.617,7,48.698,340.885,3,1,0,0,9271,396,0,726.246,224.189,2550.94
195,0.643,7,27.624,193.367,3,0,0,0,9316,398,0,746.957,240.012,2566.989
196,0.59,6,103.002,618.014,3,1,0,0,9384,402,0,709.247,209.208,2581.718
197,0.624,7,33.578,235.046,3,0,0,1,9428,404,0,747.434,233.125,2597.295
198,0.624,7,29.694,207.861,3,0,0,0,9472,406,0,742.336,231.782,2612.888
199,0.638,7,87.011,609.079,3,1,0,0,9542,410,0,732.635,233.831,2628.829
200,0.669,7,42.905,300.338,3,1,1,0,9613,414,0,768.994,257.129,2645.531
201,0.646,7,61.786,432.503,3,1,0,0,9683,418,0,736.41,237.926,2661.668
202,0.591,6,67.265,403.59,3,0,0,0,9726,420,0,730.768,215.901,2676.42
203,0.683,7,39.422,275.953,3,0,0,0,9773,423,0,770.82,263.16,2693.475
204,0.636,7,83.153,582.069,3,0,0,0,9818,425,0,754.781,239.928,2709.351
205,0.626,7,23.376,163.633,3,1,0,0,9888,429,0,743.406,232.644,2724.98
206,0.593,6,106.918,641.508,3,1,0,0,9956,433,0,744.892,221.002,2739.795
207,0.647,7,101.892,713.247,3,0,0,0,10001,435,0,754.227,244.024,2755.955
208,0.668,7,27.813,194.692,3,1,0,0,10072,439,0,760.339,254.08,2772.647
209,0.648,7,104.818,733.724,3,0,0,0,10117,441,0,763.995,247.516,2788.828
210,0.637,7,89.984,629.891,3,1,1,0,10187,445,0,758.087,241.576,2804.744
211,0.652,7,39.797,278.577,3,0,0,0,10233,448,0,771.026,251.259,2821.02
212,0.696,7,82.34,576.382,3,0,0,0,10280,451,0,769.792,267.9,2838.406
213,0.654,7,20.436,143.05,3,0,0,0,10326,454,0,751.032,245.457,2854.73
214,0.698,7,98.664,690.649,3,0,0,0,10373,457,0,773.507,269.913,2872.162
215,0.6,6,112.646,675.879,3,0,0,0,10417,459,0,734.324,220.327,2887.145
216,0.628,7,45.178,316.245,3,0,0,0,10462,461,0,738.775,231.884,2902.821
217,0.684,7,64.481,451.364,3,0,0,0,10509,464,0,763.107,260.805,2919.893
218,0.67,7,47.744,334.206,3,0,0,0,10555,467,0,785.228,262.954,2936.621
219,0.691,7,96.498,675.489,3,0,0,0,10602,470,0,780.748,269.839,2953.886
220,0.644,7,64.121,448.846,3,0,1,0,10647,472,0,763.421,245.857,2969.971
221,0.69,7,23.505,164.538,3,0,0,0,10694,475,0,767.601,265.011,2987.217
222,0.622,7,32.36,226.52,3,1,0,0,10763,479,0,727.868,226.206,3002.738
223,0.682,7,75.033,525.228,3,1,0,0,10835,483,0,768.193,261.833,3019.764
224,0.671,7,47.041,329.286,3,0,0,0,10881,486,0,760.092,255.006,3036.523
225,0.693,7,63.669,445.686,3,0,0,0,10928,489,0,786.061,272.185,3053.82
226,0.64,7,99.296,695.07,3,1,0,0,10998,493,0,738.772,236.32,3069.797
227,0.68,7,74.654,522.575,3,0,0,0,11045,496,0,756.422,257.146,3086.778
228,0.613,7,55.966,391.765,3,0,0,0,11089,498,0,738.388,226.42,3102.092
229,0.672,7,61.644,431.506,3,0,0,0,11135,501,0,778.659,261.573,3118.872
230,0.64,7,97.102,679.711,3,0,1,0,11180,503,0,758.798,242.654,3134.843
231,0.631,7,50.808,355.659,3,0,0,0,11225,505,0,743.829,234.69,3150.601
232,0.616,7,30.505,213.537,3,0,0,0,11269,507,0,731.196,225.258,3165.986
233,0.674,7,61.477,430.337,3,0,0,0,11315,510,0,786.049,265.047,3182.829
234,0.663,7,57.64,403.479,3,1,0,0,11386,514,0,752.932,249.78,3199.4
235,0.697,7,94.858,664.009,3,1,0,0,11458,519,0,794.85,276.978,3216.808
236,0.614,7,97.592,683.142,3,0,0,0,11502,521,0,723.856,222.353,3232.148
237,0.706,7,49.197,344.376,3,0,0,0,11550,524,0,806.898,284.923,3249.789
238,0.628,7,73.292,513.044,3,0,0,0,11595,526,0,752.638,236.313,3265.47
239,0.639,7,110.789,775.526,3,0,0,0,11640,528,0,744.951,237.842,3281.416
240,0.711,7,27.2,190.398,3,0,1,0,11688,531,0,779.385,277.174,3299.182
241,0.69,7,107.076,749.533,3,0,0,0,11735,534,0,787.94,271.814,3316.415
242,0.691,7,46.35,324.451,3,0,0,0,11782,537,0,774.786,267.747,3333.678
243,0.715,7,56.869,398.082,3,0,0,1,11830,540,0,781.21,279.218,3351.535
244,0.692,7,77.672,543.702,3,1,0,1,11902,545,0,783.951,271.298,3368.822
245,0.635,7,35.882,251.177,3,0,0,0,11947,547,0,744.423,236.326,3384.678
246,0.676,7,88.957,622.698,3,1,0,0,12019,551,0,762.481,257.742,3401.563
247,0.716,7,105.227,736.59,3,0,0,0,12067,554,0,806.176,288.531,3419.444
248,0.687,7,53.983,377.881,3,0,0,0,12114,557,0,784.856,269.756,3436.613
249,0.633,7,31.818,222.726,3,0,0,0,12159,559,0,739.853,233.994,3452.409
250,0.639,7,80.997,566.976,3,0,1,1,12204,561,0,766.199,244.722,3468.361
251,0.645,7,107.101,749.706,3,0,0,0,12249,563,0,749.169,241.729,3484.477
252,0.653,7,49.276,344.932,3,0,0,0,12295,566,0,768.564,250.882,3500.781
253,0.719,7,20.781,145.468,3,0,0,0,12343,569,0,805.86,289.654,3518.738
254,0.628,7,57.553,402.87,3,0,0,0,12388,571,0,757.452,237.986,3534.43
255,0.642,7,83.167,582.171,3,0,0,0,12433,573,0,745.963,239.334,3550.454
256,0.682,7,53.73,376.11,3,0,0,0,12480,576,0,759.634,259.202,3567.499
257,0.638,7,87.16,610.12,3,0,0,0,12525,578,0,764.789,244.02,3583.435
258,0.691,7,41.826,292.781,3,0,0,0,12572,581,0,781.007,269.955,3600.702
259,0.722,8,60.819,486.556,4,0,0,0,12620,584,0,789.175,284.981,3618.743
260,0.681,7,28.375,198.624,3,0,1,0,12667,587,0,769.407,262.137,3635.762
261,0.645,7,84.706,592.941,3,1,0,1,12737,591,0,762.29,245.942,3651.877
262,0.676,7,66.7,466.898,3,0,0,0,12784,594,0,789.68,266.938,3668.762
263,0.684,7,108.044,756.306,3,0,0,0,12831,597,0,769.215,263.149,3685.851
264,0.706,7,90.366,632.559,3,1,0,0,12904,602,0,787.483,277.859,3703.479
265,0.699,7,22.716,159.009,3,0,0,0,12951,605,0,798.653,279.279,3720.948
266,0.711,7,37.785,264.495,3,0,0,0,12999,608,0,771.214,274.138,3738.706
267,0.655,7,53.046,371.321,3,0,0,0,13045,611,0,756.215,247.659,3755.064
268,0.693,7,79.403,555.818,3,0,0,0,13092,614,0,792.926,274.72,3772.372
269,0.695,7,89.962,629.731,3,0,0,0,13139,617,0,793.993,276.013,3789.738
270,0.668,7,110.731,775.114,3,0,1,0,13185,620,0,748.87,250.061,3806.417
271,0.722,7,43.479,304.354,3,0,0,0,13233,623,0,794.162,286.765,3824.457
272,0.651,7,34.81,243.669,3,0,0,0,13279,625,0,741.627,241.367,3840.713
273,0.728,8,84.834,678.672,4,0,0,0,13328,628,0,812.251,295.469,3858.887
274,0.65,7,105.218,736.529,3,0,0,0,13373,630,0,765.495,248.729,3875.116
275,0.64,7,24.607,172.251,3,0,0,0,13418,632,0,758.119,242.728,3891.107
276,0.688,7,81.677,571.737,3,0,0,0,13465,635,0,764.009,262.879,3908.296
277,0.708,7,49.515,346.608,3,0,0,0,13513,638,0,797.546,282.315,3925.98
278,0.647,7,70.25,491.753,3,0,0,0,13558,640,0,743.637,240.54,3942.136
279,0.649,7,33.302,233.113,3,0,0,0,13603,642,0,774.446,251.49,3958.355
280,0.694,7,63.654,445.581,3,1,1,0,13675,647,0,801.887,278.448,3975.702
281,0.725,8,23.358,186.861,4,0,0,0,13724,650,0,787.567,285.667,3993.824
282,0.7,7,104.042,728.293,3,0,0,0,13772,653,0,776.773,271.928,4011.312
283,0.654,7,30.507,213.546,3,0,0,0,13818,656,0,749.572,245.236,4027.653
284,0.688,7,58.908,412.357,3,0,0,0,13865,659,0,777.442,267.403,4044.835
285,0.723,8,64.101,512.811,4,0,0,0,13913,662,0,815.996,294.904,4062.891
286,0.642,7,57.387,401.71,3,1,0,0,13983,666,0,753.553,242.075,4078.936
287,0.666,7,22.63,158.408,3,0,0,0,14029,669,0,756.263,251.717,4095.562
288,0.717,7,49.954,349.679,3,1,0,0,14102,674,0,793.951,284.46,4113.461
289,0.689,7,102.006,714.045,3,0,0,0,14149,677,0,785.072,270.472,4130.672
290,0.677,7,108.064,756.446,3,0,1,0,14196,680,0,787.039,266.544,4147.589
291,0.698,7,53.333,373.333,3,1,0,0,14268,685,0,768.138,268.215,4165.032
292,0.715,7,97.989,685.926,3,0,0,0,14316,688,0,787.011,281.526,4182.904
293,0.652,7,62.688,438.817,3,0,0,0,14362,691,0,754.767,246.221,4199.197
294,0.695,7,43.749,306.241,3,0,0,0,14409,694,0,779.68,271.131,4216.569
295,0.728,8,69.629,557.028,4,0,0,0,14458,697,0,807.107,293.919,4234.764
296,0.74,8,118.112,944.897,4,0,0,0,14507,700,0,798.879,295.543,4253.247
297,0.718,7,101.851,712.957,3,1,0,0,14580,705,0,781.102,280.369,4271.18
298,0.733,8,112.801,902.41,4,1,0,0,14654,710,0,809.206,296.392,4289.48
299,0.69,7,20.923,146.461,3,0,0,0,14701,713,0,775.626,267.542,4306.711
300,0.662,7,99.258,694.803,3,0,1,0,14747,716,0,773.487,256.068,4323.247
301,0.69,7,69.309,485.164,3,1,0,0,14819,721,0,763.1,263.265,4340.481
302,0.695,7,96.221,673.547,3,0,0,0,14866,724,0,797.818,277.119,4357.833
303,0.684,7,33.389,233.724,3,0,0,0,14913,727,0,765.076,261.845,4374.93
304,0.661,7,46.616,326.311,3,0,0,0,14959,730,0,780.275,257.755,4391.43
305,0.71,7,53.457,374.199,3,0,0,0,15007,733,0,798.66,283.672,4409.174
306,0.717,7,92.934,650.54,3,0,0,0,15055,736,0,802.751,287.945,4427.095
307,0.662,7,51.918,363.423,3,0,0,0,15101,739,0,759.306,251.446,4443.636
308,0.705,7,40.935,286.548,3,0,0,0,15149,742,0,799.138,281.579,4461.238
309,0.708,7,24.256,169.791,3,0,0,0,15197,745,0,799.074,282.768,4478.917
310,0.652,7,92.518,647.626,3,0,1,0,15243,748,0,767.086,250.209,4495.209
311,0.724,8,83.574,668.594,4,0,0,0,15291,751,0,813.746,294.71,4513.303
312,0.709,7,89.472,626.307,3,0,0,0,15339,754,0,794.374,281.475,4531.005
313,0.702,7,99.089,693.621,3,0,0,1,15387,757,0,767.274,269.341,4548.541
