Time(s),Density,CongestionFactor(1-10),ExpectedTravelTime_ETT,Weight_wij,TTL,ProactiveTriggered(0/1),MaintenanceTriggered(0/1),ReactiveTriggered(0/1),PacketsTx_cum,PacketCollisions_cum,PacketsLost_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
29,0.459,5,59.638,298.188,3,0,0,0,1198,35,0,670.264,153.983,300.769
30,0.434,5,104.499,522.497,3,0,1,0,1235,36,0,620.716,134.84,311.605
31,0.432,5,98.907,494.534,3,0,0,0,1272,37,0,627.522,135.67,322.389
32,0.485,5,55.518,277.591,3,1,0,0,1336,40,0,655.009,158.752,334.484
33,0.408,5,36.669,183.345,3,1,0,0,1397,42,0,638.526,130.327,344.662
34,0.431,5,119.623,598.115,3,0,0,0,1434,43,0,629.795,135.621,355.403
35,0.492,5,45.586,227.928,3,0,0,0,1473,44,0,669.637,164.85,367.689
36,0.478,5,62.482,312.41,3,0,0,0,1512,45,0,658.352,157.4,379.619
37,0.494,5,106.493,532.463,3,0,0,0,1551,46,0,690.902,170.719,391.95
38,0.491,5,56.418,282.092,3,0,0,0,1590,47,0,667.178,163.726,404.197
39,0.493,5,67.866,339.328,3,0,0,0,1629,48,0,667.242,164.459,416.497
40,0.444,5,64.555,322.774,3,0,1,0,1666,49,0,658.252,146.261,427.581
41,0.464,5,72.682,363.408,3,0,0,0,1704,50,0,659.682,153.15,439.165
42,0.459,5,92.777,463.886,3,0,0,0,1742,51,0,669.174,153.603,450.617
43,0.485,5,45.606,228.031,3,0,0,0,1781,52,0,683.334,165.702,462.718
44,0.483,5,108.645,543.227,3,0,0,0,1820,53,0,648.638,156.699,474.773
45,0.469,5,32.974,164.871,3,0,0,0,1858,54,0,644.775,151.323,486.483
46,0.467,5,88.766,443.829,3,0,0,0,1896,55,0,655.853,152.99,498.122
47,0.456,5,50.868,254.34,3,1,0,0,1959,57,0,662.932,151.112,509.494
48,0.449,5,53.769,268.847,3,0,0,0,1996,58,0,652.171,146.331,520.688
49,0.42,5,91.036,455.178,3,0,0,0,2032,59,0,612.165,128.593,531.164
50,0.449,5,48.573,242.866,3,0,1,0,2069,60,0,665.653,149.398,542.361
51,0.509,6,45.192,271.154,3,0,0,1,2109,62,0,667.234,169.732,555.057
52,0.434,5,118.118,590.588,3,0,0,0,2146,63,0,652.49,141.497,565.874
53,0.431,5,107.738,538.692,3,0,0,0,2183,64,0,637.355,137.482,576.634
54,0.467,5,101.209,506.045,3,0,0,0,2221,65,0,653.91,152.656,588.282
55,0.486,5,102.868,514.34,3,0,0,0,2260,66,0,687.19,166.972,600.407
56,0.474,5,84.447,422.234,3,1,0,0,2323,69,0,649.376,153.98,612.239
57,0.512,6,40.682,244.094,3,0,0,0,2363,71,0,695.494,178.102,625.02
58,0.477,5,98.043,490.213,3,0,0,0,2402,72,0,669.101,159.628,636.924
59,0.448,5,40.95,204.752,3,0,0,0,2439,73,0,638.025,142.907,648.098
60,0.434,5,71.339,356.695,3,1,1,0,2501,75,0,621.742,135.064,658.934
61,0.463,5,88.085,440.423,3,0,0,0,2539,76,0,656.24,151.999,670.49
62,0.483,5,62.836,314.179,3,0,0,0,2578,77,0,670.667,162.104,682.552
63,0.47,5,102.175,510.875,3,0,0,0,2616,78,0,645.022,151.588,694.278
64,0.465,5,41.957,209.786,3,0,0,0,2654,79,0,635.978,147.837,705.876
65,0.477,5,46.123,230.616,3,0,0,0,2693,80,0,680.039,162.12,717.772
66,0.468,5,22.649,113.246,3,0,0,0,2731,81,0,662.724,155.195,729.456
67,0.486,5,42.352,211.76,3,1,0,0,2795,84,0,682.538,165.846,741.582
68,0.538,6,21.023,126.136,3,0,0,0,2836,86,0,680.916,183.18,755.011
69,0.444,5,52.235,261.177,3,0,0,0,2873,87,0,631.061,140.194,766.094
70,0.531,6,23.501,141.003,3,0,1,0,2914,89,0,700.652,186.011,779.346
71,0.485,5,21.61,108.049,3,1,0,1,2978,92,0,682.644,165.471,791.442
72,0.497,5,54.47,272.35,3,0,0,0,3017,93,0,686.412,170.681,803.851
73,0.475,5,33.882,169.408,3,0,0,0,3056,94,0,662.265,157.43,815.713
74,0.513,6,115.866,695.195,3,0,0,0,3096,96,0,699.03,179.26,828.512
75,0.516,6,112.966,677.793,3,0,0,0,3136,98,0,682.166,176.163,841.402
76,0.499,5,82.428,412.14,3,0,0,0,3175,99,0,657.038,163.826,853.845
77,0.523,6,59.45,356.702,3,1,0,0,3240,102,0,704.389,184.219,866.9
78,0.548,6,68.568,411.411,3,0,0,0,3281,104,0,713.304,195.337,880.571
79,0.51,6,33.13,198.778,3,0,0,0,3321,106,0,667.686,170.221,893.295
80,0.512,6,95.27,571.618,3,0,1,0,3361,108,0,674.07,172.481,906.066
81,0.462,5,38.537,192.683,3,1,0,0,3424,110,0,662.545,153.06,917.593
82,0.547,6,98.384,590.301,3,0,0,0,3465,112,0,692.19,189.351,931.249
83,0.537,6,53.176,319.055,3,0,0,0,3506,114,0,684.196,183.568,944.642
84,0.499,5,117.129,585.647,3,0,0,0,3545,115,0,692.018,172.679,957.095
85,0.534,6,112.922,677.531,3,0,0,0,3586,117,0,688.596,183.855,970.424
86,0.472,5,77.996,389.979,3,0,0,0,3624,118,0,675.126,159.206,982.19
87,0.535,6,79.385,476.309,3,0,0,0,3665,120,0,698.557,187.015,995.554
88,0.522,6,79.539,477.235,3,0,0,0,3705,122,0,681.727,177.855,1008.576
89,0.531,6,46.461,278.767,3,0,0,0,3746,124,0,711.273,188.9,1021.833
90,0.566,6,30.299,181.796,3,0,1,0,3788,126,0,718.095,203.375,1035.973
91,0.522,6,58.004,348.024,3,0,0,0,3828,128,0,699.758,182.807,1049.013
92,0.499,5,109.073,545.367,3,1,0,0,3892,131,0,693.966,173.09,1061.461
93,0.56,6,102.714,616.281,3,0,0,0,3934,133,0,701.836,196.593,1075.446
94,0.548,6,27.567,165.401,3,0,0,1,3975,135,0,704.31,192.996,1089.126
95,0.571,6,102.689,616.135,3,1,0,0,4042,138,0,707.614,202.126,1103.387
96,0.499,5,88.089,440.443,3,1,0,0,4106,141,0,685.852,171.078,1115.836
97,0.544,6,84.412,506.473,3,1,0,0,4172,144,0,709.795,193.043,1129.413
98,0.554,6,45.036,270.218,3,1,0,0,4239,147,0,715.428,198.205,1143.244
99,0.565,6,70.286,421.717,3,0,0,0,4281,149,0,698.547,197.445,1157.356
100,0.512,6,97.468,584.81,3,0,1,0,4321,151,0,680.103,174.003,1170.126
101,0.499,5,34.922,174.612,3,0,0,0,4360,152,0,664.039,165.656,1182.576
102,0.53,6,20.585,123.508,3,1,0,0,4426,155,0,709.187,187.925,1195.803
103,0.545,6,21.833,130.996,3,0,0,0,4467,157,0,686.594,187.215,1209.416
104,0.577,6,112.792,676.75,3,0,0,0,4510,159,0,705.035,203.551,1223.831
105,0.583,6,80.895,485.369,3,0,0,0,4553,161,0,730.075,212.864,1238.389
106,0.569,6,94.171,565.027,3,0,0,0,4595,163,0,702.852,200.097,1252.604
107,0.587,6,66.228,397.365,3,0,0,0,4638,165,0,711.569,208.753,1267.253
108,0.499,5,86.941,434.703,3,0,0,0,4677,166,0,680.356,169.729,1279.703
109,0.586,6,94.039,564.232,3,0,0,0,4720,168,0,719.276,210.579,1294.321
110,0.564,6,57.579,345.473,3,1,1,0,4787,171,0,717.564,202.179,1308.388
111,0.534,6,110.203,661.218,3,1,0,0,4853,174,0,699.49,186.753,1321.716
112,0.508,6,112.115,672.693,3,0,0,0,4893,176,0,682.774,173.507,1334.399
113,0.532,6,80.046,480.274,3,0,0,0,4934,178,0,704.119,187.464,1347.689
114,0.558,6,44.822,268.933,3,0,0,0,4976,180,0,723.55,201.939,1361.623
115,0.552,6,90.398,542.388,3,0,0,0,5018,182,0,686.908,189.612,1375.404
116,0.512,6,39.659,237.956,3,0,0,0,5058,184,0,664.935,170.267,1388.184
117,0.561,6,71.509,429.056,3,0,0,0,5100,186,0,698.051,195.864,1402.193
118,0.504,6,56.436,338.619,3,0,0,0,5140,188,0,673.619,169.721,1414.767
119,0.563,6,83.507,501.043,3,0,0,0,5182,190,0,724.84,204.072,1428.824
120,0.563,6,33.98,203.877,3,0,1,0,5224,192,0,715.039,201.231,1442.874
121,0.518,6,34.781,208.684,3,1,0,0,5289,195,0,672.573,174.095,1455.794
122,0.517,6,58.126,348.757,3,1,0,0,5354,198,0,680.953,175.858,1468.685
123,0.531,6,79.341,476.044,3,0,0,0,5395,200,0,676.841,179.722,1481.939
124,0.55,6,26.897,161.385,3,0,0,1,5437,202,0,695.096,191.228,1495.674
125,0.554,6,87.108,522.645,3,0,0,0,5479,204,0,707.206,195.78,1509.494
126,0.587,6,71.703,430.217,3,0,0,0,5522,206,0,742.571,217.891,1524.146
127,0.609,6,89.862,539.173,3,1,0,0,5591,210,0,732.766,223.261,1539.361
128,0.536,6,36.612,219.67,3,1,0,0,5657,213,0,703.613,188.622,1552.743
129,0.591,6,55.075,330.45,3,0,0,0,5700,215,0,739.804,218.696,1567.504
130,0.602,6,23.021,138.125,3,1,1,0,5769,219,0,744.284,224.102,1582.54
131,0.607,6,51.865,311.188,3,1,0,0,5838,223,0,725.159,220.209,1597.705
132,0.551,6,104.954,629.722,3,0,0,0,5880,225,0,708.718,195.409,1611.47
133,0.572,6,89.692,538.152,3,1,0,0,5947,228,0,718.151,205.214,1625.737
134,0.596,6,30.34,182.043,3,1,0,0,6015,232,0,711.676,212.203,1640.626
135,0.612,7,106.883,748.182,3,0,0,0,6059,234,0,719.095,220.043,1655.908
136,0.534,6,54.701,328.206,3,0,0,0,6100,236,0,692.895,185.053,1669.239
137,0.594,6,114.475,686.851,3,0,0,0,6143,238,0,709.11,210.51,1684.063
138,0.55,6,76.507,459.044,3,0,0,0,6184,240,0,696.889,191.599,1697.789
139,0.576,6,76.328,457.969,3,0,0,0,6227,242,0,729.423,210.19,1712.177
140,0.587,6,51.044,306.266,3,0,1,0,6270,244,0,704.098,206.822,1726.844
141,0.61,6,87.336,524.013,3,0,0,0,6314,246,0,717.848,218.939,1742.075
142,0.559,6,68.998,413.991,3,0,0,0,6356,248,0,701.577,196.013,1756.023
143,0.63,7,53.256,372.789,3,1,0,0,6426,252,0,744.702,234.638,1771.759
144,0.541,6,109.608,657.646,3,1,0,0,6492,255,0,707.584,191.429,1785.265
145,0.571,6,88.071,528.425,3,1,0,0,6559,258,0,732.971,209.157,1799.512
146,0.629,7,41.287,289.007,3,0,0,0,6604,260,0,746.111,234.476,1815.207
147,0.567,6,24.92,149.52,3,0,0,0,6646,262,0,722.744,204.752,1829.351
148,0.636,7,34.76,243.322,3,0,0,0,6691,264,0,758.369,241.163,1845.234
149,0.54,6,68.784,412.704,3,0,0,0,6732,266,0,710.477,191.804,1858.71
150,0.57,6,46.834,281.004,3,0,1,0,6774,268,0,720.845,205.523,1872.946
151,0.578,6,84.797,508.782,3,1,0,0,6842,271,0,711.065,205.537,1887.378
152,0.6,6,75.675,454.05,3,0,0,0,6886,273,0,731.603,219.658,1902.371
153,0.619,7,54.075,378.527,3,0,0,0,6930,275,0,726.491,224.807,1917.825
154,0.637,7,32.754,229.278,3,1,0,0,7000,279,0,751.525,239.248,1933.725
155,0.631,7,26.054,182.379,3,0,0,0,7045,281,0,759.529,239.533,1949.475
156,0.603,6,21.226,127.355,3,0,0,0,7089,283,0,745.03,224.57,1964.527
157,0.643,7,50.405,352.835,3,0,0,0,7134,285,0,744.912,239.675,1980.597
158,0.579,6,47.703,286.219,3,0,0,0,7177,287,0,711.483,206.059,1995.058
159,0.57,6,75.987,455.919,3,1,0,0,7244,290,0,720.748,205.443,2009.29
160,0.632,7,90.356,632.493,3,0,1,0,7289,292,0,762.349,240.836,2025.068
161,0.595,6,46.093,276.558,3,0,0,0,7332,294,0,739.676,220.094,2039.926
162,0.65,7,80.82,565.739,3,0,0,0,7378,296,0,751.536,244.371,2056.167
163,0.627,7,32.925,230.475,3,1,0,0,7448,300,0,746.018,233.728,2071.814
164,0.607,6,114.619,687.712,3,0,0,0,7492,302,0,718.92,218.33,2086.98
165,0.64,7,111.721,782.044,3,1,0,0,7562,306,0,761.188,243.714,2102.971
166,0.585,6,28.502,171.011,3,0,0,0,7605,308,0,734.938,214.802,2117.565
167,0.63,7,78.805,551.638,3,0,0,0,7650,310,0,732.025,230.664,2133.302
168,0.57,6,53.572,321.429,3,0,0,0,7692,312,0,718.323,204.864,2147.541
169,0.605,6,58.31,349.862,3,0,0,0,7736,314,0,747.613,226.213,2162.651
170,0.657,7,52.734,369.138,3,0,1,0,7782,317,0,768.525,252.631,2179.071
171,0.58,6,99.566,597.395,3,0,0,0,7825,319,0,708.576,205.546,2193.555
172,0.628,7,67.827,474.786,3,0,0,0,7870,321,0,750.755,235.789,2209.24
173,0.618,7,71.797,502.581,3,0,0,0,7914,323,0,727.294,224.877,2224.682
174,0.637,7,97.008,679.059,3,0,0,0,7959,325,0,734.527,233.977,2240.591
175,0.659,7,85.586,599.103,3,0,0,0,8005,328,0,749.767,247.104,2257.053
176,0.567,6,38.122,228.731,3,0,0,0,8047,330,0,717.402,203.347,2271.205
177,0.589,6,27.235,163.412,3,0,0,0,8090,332,0,730.992,215.411,2285.919
178,0.601,6,86.288,517.727,3,0,0,0,8134,334,0,749.406,225.356,2300.936
179,0.597,6,32.356,194.138,3,0,0,0,8177,336,0,735.789,219.693,2315.846
180,0.575,6,65.888,395.327,3,0,1,0,8219,338,0,723.811,207.974,2330.192
181,0.647,7,69.908,489.358,3,0,0,0,8264,340,0,737.336,238.373,2346.339
182,0.617,7,89.247,624.726,3,1,0,0,8333,344,0,731.255,225.715,2361.754
183,0.616,7,34.442,241.092,3,0,0,0,8377,346,0,755.786,232.647,2377.126
184,0.633,7,75.616,529.309,3,0,0,0,8422,348,0,731.581,231.652,2392.941
185,0.661,7,49.686,347.805,3,1,0,0,8493,352,0,772.568,255.211,2409.441
186,0.579,6,117.828,706.97,3,0,0,0,8536,354,0,700.916,202.959,2423.899
187,0.661,7,55.529,388.702,3,0,0,0,8582,357,0,749.289,247.715,2440.412
188,0.579,6,107.93,647.578,3,0,0,0,8625,359,0,716.75,207.551,2454.871
189,0.63,7,55.525,388.674,3,0,0,0,8670,361,0,735.064,231.645,2470.61
190,0.645,7,22.038,154.268,3,0,1,0,8715,363,0,740.829,239.078,2486.728
191,0.67,7,109.423,765.964,3,0,0,0,8761,366,0,784.641,262.955,2503.468
192,0.593,6,57.308,343.846,3,1,0,0,8829,370,0,738.414,218.984,2518.277
193,0.653,7,47.661,333.625,3,0,0,0,8875,373,0,760.987,248.595,2534.593
194,0.678,7,108.191,757.334,3,0,0,0,8922,376,0,779.742,264.314,2551.526
195,0.652,7,87.262,610.832,3,0,0,0,8968,379,0,754.609,246.119,2567.817
196,0.596,6,108.09,648.543,3,0,0,0,9011,381,0,712.236,212.097,2582.687
197,0.632,7,103.299,723.092,3,0,0,0,9056,383,0,734.387,231.89,2598.457
198,0.606,6,116.886,701.314,3,0,0,0,9100,385,0,750.83,227.495,2613.588
199,0.676,7,27.571,192.994,3,0,0,0,9147,388,0,791.391,267.579,2630.477
200,0.685,7,99.096,693.672,3,1,1,0,9219,392,0,758.903,259.983,2647.59
201,0.629,7,33.927,237.491,3,0,0,0,9264,394,0,731.46,230.024,2663.296
202,0.596,6,27.538,165.226,3,1,0,0,9332,398,0,718.121,214.061,2678.181
203,0.64,7,38.729,271.104,3,0,0,0,9377,400,0,761.53,243.515,2694.152
204,0.674,7,21.035,147.247,3,0,0,0,9423,403,0,760.653,256.352,2710.986
205,0.663,7,37.672,263.707,3,0,0,0,9469,406,0,751.787,249.038,2727.532
206,0.642,7,105.393,737.754,3,1,0,0,9539,410,0,734.257,235.516,2743.553
207,0.677,7,69.586,487.101,3,0,0,1,9586,413,0,789.257,267.186,2760.463
208,0.62,7,65.44,458.079,3,0,0,0,9630,415,0,729.121,226.135,2775.952
209,0.595,6,29.559,177.355,3,0,0,0,9673,417,0,711.189,211.505,2790.802
210,0.638,7,24.377,170.636,3,0,1,0,9718,419,0,757.508,241.535,2806.727
211,0.63,7,32.756,229.295,3,0,0,0,9763,421,0,741.615,233.555,2822.456
212,0.678,7,110.876,776.133,3,1,0,0,9835,425,0,754.843,255.992,2839.396
213,0.662,7,100.156,701.093,3,0,0,0,9881,428,0,764.663,253.113,2855.93
214,0.671,7,89.846,628.92,3,0,0,0,9927,431,0,773.611,259.699,2872.699
215,0.681,7,23.721,166.049,3,1,0,0,9999,435,0,762.73,259.776,2889.712
216,0.62,7,117.696,823.871,3,0,0,0,10043,437,0,726.252,225.092,2905.191
217,0.675,7,25.097,175.678,3,1,0,0,10115,441,0,784.226,264.8,2922.057
218,0.674,7,55.156,386.094,3,1,0,0,10186,445,0,755.824,254.573,2938.882
219,0.653,7,29.841,208.888,3,0,0,0,10232,448,0,765.489,250.055,2955.198
220,0.658,7,71.761,502.325,3,0,1,0,10278,451,0,753.368,247.774,2971.625
221,0.648,7,103.564,724.95,3,0,0,0,10323,453,0,745.402,241.485,2987.806
222,0.646,7,100.917,706.417,3,1,0,0,10393,457,0,741.466,239.555,3003.943
223,0.657,7,67.879,475.153,3,0,0,0,10439,460,0,766.195,251.606,3020.345
224,0.703,7,33.105,231.735,3,0,0,0,10487,463,0,806.249,283.438,3037.908
225,0.616,7,107.47,752.293,3,0,0,0,10531,465,0,719.236,221.585,3053.293
226,0.68,7,114.998,804.988,3,0,0,0,10578,468,0,791.697,269.303,3070.285
227,0.685,7,30.869,216.08,3,0,0,0,10625,471,0,783.915,268.406,3087.389
228,0.689,7,40.679,284.754,3,0,0,0,10672,474,0,776.241,267.254,3104.588
229,0.646,7,61.01,427.069,3,1,0,0,10742,478,0,744.905,240.782,3120.733
230,0.654,7,118.554,829.879,3,1,1,0,10813,482,0,754.338,246.552,3137.058
231,0.62,7,119.829,838.802,3,0,0,0,10857,484,0,724.009,224.473,3152.542
232,0.677,7,54.693,382.853,3,1,0,0,10929,488,0,777.481,263.162,3169.45
233,0.641,7,34.405,240.836,3,1,0,0,10999,492,0,753.583,241.457,3185.453
234,0.646,7,93.357,653.501,3,0,0,0,11044,494,0,741.002,239.289,3201.582
235,0.614,7,92.452,647.165,3,0,0,0,11088,496,0,720.425,221.176,3216.913
236,0.659,7,55.614,389.295,3,1,0,0,11159,500,0,770.585,253.896,3233.371
237,0.688,7,54.494,381.458,3,0,0,1,11206,503,0,770.024,264.935,3250.558
238,0.694,7,53.361,373.525,3,0,0,0,11253,506,0,792.753,274.923,3267.882
239,0.654,7,61.588,431.113,3,1,0,0,11324,510,0,752.802,246.037,3284.207
240,0.687,7,41.925,293.472,3,0,1,0,11371,513,0,797.397,273.997,3301.372
241,0.658,7,82.776,579.433,3,0,0,0,11417,516,0,770.32,253.511,3317.81
242,0.661,7,23.738,166.163,3,0,0,0,11463,519,0,751.859,248.416,3334.313
243,0.625,7,100.889,706.224,3,0,0,1,11508,521,0,748.089,233.933,3349.93
244,0.69,7,108.613,760.289,3,0,0,1,11555,524,0,776.836,267.927,3367.16
245,0.657,7,115.122,805.852,3,0,0,0,11601,527,0,746.35,245.36,3383.58
246,0.645,7,99.764,698.349,3,1,0,0,11671,531,0,741.055,239.168,3399.7
247,0.648,7,20.533,143.73,3,0,0,0,11716,533,0,736.482,238.658,3415.885
248,0.693,7,54.926,384.481,3,1,0,0,11788,538,0,778.367,269.802,3433.201
249,0.667,7,71.775,502.425,3,1,0,0,11859,542,0,786.56,262.495,3449.87
250,0.655,7,105.469,738.28,3,1,1,0,11930,546,0,759.324,248.554,3466.22
251,0.643,7,89.407,625.852,3,1,0,0,12000,550,0,739.842,237.69,3482.266
252,0.686,7,67.101,469.71,3,0,0,0,12047,553,0,790.098,271.075,3499.405
253,0.67,7,90.153,631.07,3,0,0,0,12093,556,0,761.408,254.887,3516.126
254,0.634,7,79.679,557.753,3,0,0,0,12138,558,0,732.731,232.306,3531.961
255,0.678,7,79.787,558.512,3,1,0,0,12210,562,0,759.967,257.556,3548.89
256,0.698,7,53.957,377.699,3,0,0,0,12257,565,0,787.721,274.886,3566.323
257,0.721,7,63.597,445.18,3,0,0,1,12305,568,0,804.642,289.908,3584.323
258,0.709,7,43.504,304.527,3,0,0,0,12353,571,0,773.923,274.388,3602.035
259,0.648,7,74.712,522.986,3,0,0,0,12398,573,0,736.342,238.517,3618.214
260,0.724,8,80.496,643.966,4,0,1,0,12446,576,0,781.166,282.967,3636.312
261,0.647,7,64.935,454.546,3,0,0,0,12491,578,0,741.585,239.76,3652.46
262,0.656,7,86.211,603.477,3,0,0,0,12537,581,0,771.077,252.923,3668.843
263,0.67,7,35.299,247.096,3,0,0,0,12583,584,0,771.488,258.449,3685.577
264,0.637,7,97.081,679.567,3,0,0,0,12628,586,0,730.617,232.53,3701.472
265,0.657,7,85.823,600.759,3,1,0,0,12699,590,0,774.118,254.391,3717.887
266,0.647,7,92.703,648.919,3,0,0,0,12744,592,0,738.924,238.936,3734.037
267,0.659,7,98.68,690.763,3,1,0,0,12815,596,0,744.962,245.512,3750.498
268,0.689,7,52.511,367.575,3,0,0,0,12862,599,0,784.224,270.072,3767.702
269,0.672,7,115.073,805.51,3,0,0,0,12908,602,0,775.403,260.66,3784.494
270,0.674,7,25.295,177.067,3,0,1,0,12954,605,0,769.842,259.485,3801.33
271,0.66,7,78.891,552.237,3,1,0,0,13025,609,0,762.457,251.731,3817.822
272,0.686,7,24.217,169.516,3,1,0,0,13097,613,0,792.937,272.151,3834.967
273,0.705,7,57.26,400.818,3,0,0,0,13145,616,0,794.673,280.167,3852.58
274,0.695,7,32.365,226.557,3,1,0,0,13217,621,0,800.859,278.354,3869.943
275,0.735,8,51.496,411.972,4,1,0,0,13291,626,0,789.31,289.941,3888.296
276,0.639,7,80.774,565.415,3,0,0,0,13336,628,0,755.749,241.575,3904.26
277,0.727,8,59.291,474.331,4,0,0,0,13385,631,0,810.792,294.533,3922.41
278,0.734,8,28.166,225.331,4,1,0,0,13459,636,0,791.43,290.538,3940.751
279,0.7,7,118.423,828.962,3,1,0,0,13532,641,0,792.494,277.563,3958.248
280,0.676,7,59.969,419.784,3,0,1,1,13579,644,0,775.975,262.3,3975.133
281,0.652,7,46.765,327.354,3,0,0,0,13625,647,0,758.195,247.083,3991.41
282,0.643,7,86.855,607.983,3,0,0,0,13670,649,0,746.749,239.978,4007.461
283,0.716,7,82.246,575.722,3,0,0,0,13718,652,0,802.087,287.151,4025.346
284,0.677,7,45.938,321.567,3,0,0,0,13765,655,0,770.546,260.815,4042.254
285,0.703,7,89.509,626.566,3,0,0,0,13813,658,0,771.616,271.269,4059.817
286,0.642,7,53.922,377.452,3,1,0,0,13883,662,0,735.045,235.815,4075.841
287,0.733,8,91.35,730.798,4,1,0,0,13957,667,0,799.593,292.985,4094.148
288,0.648,7,96.744,677.207,3,0,0,0,14002,669,0,744.635,241.275,4110.331
289,0.738,8,60.259,482.071,4,0,0,0,14051,672,0,816.472,301.192,4128.762
290,0.707,7,56.205,393.432,3,1,1,0,14124,677,0,773.861,273.705,4146.432
291,0.665,7,91.745,642.218,3,0,0,0,14170,680,0,776.022,258.08,4163.044
292,0.704,7,45.419,317.934,3,1,0,0,14243,685,0,771.09,271.518,4180.635
293,0.723,8,28.063,224.502,4,0,0,0,14291,688,0,802.729,290.384,4198.708
294,0.696,7,52.241,365.688,3,0,0,0,14338,691,0,787.955,274.193,4216.091
295,0.68,7,111.497,780.479,3,0,0,0,14385,694,0,775.828,263.83,4233.078
296,0.703,7,74.516,521.614,3,0,0,0,14433,697,0,775.575,272.802,4250.65
297,0.674,7,48.95,342.653,3,1,0,0,14504,701,0,774.496,260.959,4267.481
298,0.68,7,48.169,337.184,3,0,0,0,14551,704,0,776.872,264.223,4284.471
299,0.657,7,99.184,694.291,3,0,0,0,14597,707,0,776.618,255.124,4300.879
300,0.65,7,82.257,575.798,3,0,1,0,14642,709,0,768.572,249.635,4317.102
301,0.681,7,91.941,643.587,3,0,0,0,14689,712,0,771.558,262.666,4334.108
302,0.655,7,104.867,734.072,3,1,0,0,14760,716,0,775.644,254.213,4350.478
303,0.692,7,102.253,715.774,3,0,0,0,14807,719,0,796.743,275.661,4367.762
304,0.697,7,65.559,458.915,3,1,0,0,14879,724,0,778.573,271.34,4385.172
305,0.741,8,77.957,623.659,4,1,0,0,14953,729,0,808.885,299.494,4403.671
306,0.704,7,82.16,575.121,3,0,0,0,15001,732,0,789.361,277.85,4421.256
307,0.69,7,82.69,578.832,3,0,0,0,15048,735,0,772.377,266.573,4438.497
308,0.647,7,25.866,181.064,3,1,0,0,15118,739,0,738.501,238.921,4454.656
309,0.717,7,81.157,568.102,3,0,0,0,15166,742,0,775.096,277.913,4472.569
310,0.669,7,78.045,546.312,3,0,1,0,15212,745,0,756.721,253.033,4489.271
311,0.727,8,42.595,340.758,4,0,0,0,15261,748,0,807.976,293.893,4507.444
312,0.738,8,85.939,687.51,4,0,0,0,15310,751,0,801.591,295.846,4525.884
313,0.725,8,42.291,338.326,4,0,0,0,15359,754,0,789.431,286.275,4544.002
