Time(s),Density,CongestionFactor(1-10),ExpectedTravelTime_ETT,Weight_wij,TTL,ProactiveTriggered(0/1),MaintenanceTriggered(0/1),ReactiveTriggered(0/1),PacketsTx_cum,PacketCollisions_cum,PacketsLost_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
92,0.48,5,48.083,240.417,3,0,0,0,4084,140,0,663.918,159.462,1205.796
93,0.561,6,100.057,600.341,3,0,0,0,4126,142,0,698.869,195.92,1221.163
94,0.55,6,79.048,474.287,3,1,0,0,4192,145,0,709.194,194.939,1236.286
95,0.484,5,78.966,394.832,3,1,0,0,4256,148,0,658.484,159.208,1249.926
96,0.511,6,33.383,200.299,3,0,0,0,4296,150,0,663.144,169.588,1264.19
97,0.502,6,81.112,486.675,3,0,0,0,4336,152,0,684.535,171.961,1278.253
98,0.54,6,82.015,492.091,3,1,0,0,4402,155,0,691.869,186.902,1293.163
99,0.573,6,57.441,344.647,3,0,0,0,4444,157,0,723.267,207.038,1308.795
100,0.498,5,84.142,420.708,3,1,1,0,4508,160,0,671.05,167.082,1322.758
101,0.527,6,20.461,122.766,3,0,0,0,4549,162,0,699.914,184.309,1337.363
102,0.514,6,118.365,710.189,3,1,0,0,4614,165,0,670.546,172.282,1351.681
103,0.528,6,28.526,171.154,3,0,0,0,4655,167,0,685.984,181.09,1366.316
104,0.504,6,102.438,614.628,3,0,0,0,4695,169,0,694.787,175.182,1380.42
105,0.545,6,116.073,696.438,3,0,0,0,4736,171,0,712.5,194.142,1395.435
106,0.505,6,20.223,121.34,3,0,0,0,4776,173,0,693.408,175.225,1409.564
107,0.578,6,100.176,601.054,3,0,0,0,4819,175,0,716.204,206.974,1425.318
108,0.523,6,37.26,223.561,3,0,0,0,4859,177,0,686.331,179.446,1439.84
109,0.524,6,24.057,144.344,3,1,0,0,4924,180,0,679.719,178.15,1454.389
110,0.507,6,27.596,165.577,3,0,1,0,4964,182,0,685.606,173.769,1468.552
111,0.495,5,41.103,205.516,3,1,0,0,5028,185,0,660.791,163.679,1482.457
112,0.531,6,23.338,140.03,3,0,0,0,5069,187,0,689.384,183.019,1497.159
113,0.591,6,20.238,121.428,3,0,0,0,5112,189,0,709.665,209.539,1513.194
114,0.521,6,52.229,313.374,3,0,0,0,5152,191,0,684.441,178.294,1527.673
115,0.521,6,55.435,332.607,3,0,0,0,5192,193,0,675.29,175.982,1542.156
116,0.529,6,53.248,319.486,3,0,0,0,5233,195,0,708.849,187.437,1556.81
117,0.579,6,107.385,644.308,3,1,0,0,5301,198,0,720.16,208.473,1572.587
118,0.509,6,112.457,674.74,3,0,0,0,5341,200,0,664.635,169.03,1586.788
119,0.506,6,77.634,465.805,3,0,0,0,5381,202,0,671.61,169.835,1600.925
120,0.584,6,99.388,596.326,3,0,1,0,5424,204,0,704.913,205.766,1616.81
121,0.559,6,21.85,131.099,3,0,0,0,5466,206,0,727.317,203.218,1632.136
122,0.544,6,29.194,175.163,3,0,0,0,5507,208,0,691.873,188.214,1647.131
123,0.588,6,114.499,686.994,3,0,0,1,5550,210,0,737.781,216.884,1663.109
124,0.53,6,56.134,336.806,3,0,0,0,5591,212,0,695.483,184.449,1677.798
125,0.528,6,119.92,719.521,3,0,0,0,5632,214,0,709.912,187.572,1692.443
126,0.517,6,66.077,396.459,3,0,0,0,5672,216,0,667.0,172.418,1706.832
127,0.576,6,59.553,357.319,3,0,0,0,5715,218,0,708.208,203.837,1722.534
128,0.518,6,46.894,281.364,3,0,0,0,5755,220,0,697.438,180.637,1736.945
129,0.524,6,32.584,195.501,3,1,0,0,5820,223,0,696.856,182.598,1751.492
130,0.617,7,32.486,227.404,3,0,1,0,5864,225,0,755.688,232.952,1768.111
131,0.546,6,65.284,391.706,3,0,0,0,5905,227,0,696.62,190.345,1783.16
132,0.569,6,29.898,179.391,3,0,0,0,5947,229,0,709.673,201.847,1798.71
133,0.542,6,75.595,453.572,3,0,0,0,5988,231,0,701.474,189.932,1813.648
134,0.561,6,51.079,306.474,3,0,0,0,6030,233,0,690.109,193.741,1829.033
135,0.608,6,63.802,382.811,3,0,0,0,6074,235,0,734.713,223.21,1845.452
136,0.584,6,38.235,229.411,3,0,0,0,6117,237,0,719.983,210.095,1861.333
137,0.558,6,103.329,619.977,3,1,0,0,6184,240,0,723.381,201.694,1876.632
138,0.558,6,46.868,281.206,3,0,0,0,6226,242,0,726.4,202.557,1891.932
139,0.539,6,82.695,496.167,3,0,0,0,6267,244,0,692.488,186.763,1906.823
140,0.596,6,114.253,685.517,3,0,1,0,6310,246,0,741.243,220.829,1922.978
141,0.532,6,23.271,139.623,3,0,0,0,6351,248,0,689.713,183.579,1937.71
142,0.568,6,83.146,498.878,3,0,0,1,6393,250,0,716.782,203.424,1953.232
143,0.543,6,103.442,620.652,3,0,0,0,6434,252,0,686.249,186.378,1968.207
144,0.542,6,89.153,534.918,3,0,0,0,6475,254,0,714.862,193.647,1983.151
145,0.549,6,23.307,139.84,3,0,0,0,6516,256,0,682.575,187.445,1998.262
146,0.592,6,28.277,169.661,3,1,0,0,6584,260,0,744.246,220.224,2014.326
147,0.553,6,25.772,154.634,3,0,0,0,6626,262,0,718.038,198.684,2029.531
148,0.541,6,111.734,670.401,3,1,0,0,6692,265,0,683.511,184.784,2044.45
149,0.581,6,102.084,612.505,3,0,0,0,6735,267,0,723.558,210.371,2060.284
150,0.602,6,30.527,183.162,3,0,1,0,6779,269,0,747.413,225.079,2076.583
151,0.625,7,84.841,593.885,3,1,0,0,6849,273,0,726.678,227.246,2093.401
152,0.626,7,24.11,168.771,3,0,0,0,6894,275,0,761.392,238.428,2110.238
153,0.567,6,65.472,392.832,3,0,0,0,6936,277,0,709.916,201.395,2125.755
154,0.618,7,73.131,511.916,3,0,0,0,6980,279,0,722.944,223.502,2142.413
155,0.622,7,78.001,546.009,3,0,0,0,7024,281,0,755.227,234.879,2159.154
156,0.595,6,24.109,144.653,3,0,0,0,7067,283,0,724.635,215.432,2175.281
157,0.576,6,72.791,436.749,3,0,0,0,7110,285,0,697.416,200.87,2190.992
158,0.572,6,88.187,529.122,3,0,0,0,7152,287,0,715.773,204.554,2206.603
159,0.576,6,82.833,496.999,3,0,0,0,7195,289,0,729.017,209.993,2222.316
160,0.571,6,111.803,670.82,3,0,1,0,7237,291,0,724.409,206.914,2237.92
161,0.566,6,98.866,593.195,3,1,0,0,7304,294,0,719.673,203.785,2253.414
162,0.577,6,26.65,159.902,3,0,0,0,7347,296,0,700.179,202.163,2269.157
163,0.639,7,93.858,657.008,3,0,0,0,7392,298,0,766.175,244.866,2286.283
164,0.562,6,26.218,157.307,3,0,0,0,7434,300,0,714.484,200.937,2301.69
165,0.654,7,55.002,385.013,3,0,0,0,7480,303,0,779.377,254.914,2319.151
166,0.61,6,34.395,206.371,3,0,0,0,7524,305,0,722.244,220.37,2335.628
167,0.577,6,60.25,361.503,3,0,0,0,7567,307,0,729.106,210.171,2351.35
168,0.565,6,91.322,547.929,3,0,0,0,7609,309,0,720.658,203.682,2366.82
169,0.652,7,54.034,378.238,3,0,0,0,7655,312,0,778.609,253.894,2384.237
170,0.588,6,40.975,245.848,3,1,1,0,7723,316,0,734.166,215.906,2400.22
171,0.62,7,114.524,801.669,3,0,0,0,7767,318,0,722.976,224.177,2416.919
172,0.6,6,117.0,701.997,3,0,0,0,7810,320,0,717.817,215.172,2433.157
173,0.598,6,74.891,449.347,3,1,0,0,7878,324,0,746.509,223.101,2449.354
174,0.605,6,25.511,153.064,3,0,0,0,7922,326,0,718.715,217.262,2465.704
175,0.617,7,90.362,632.533,3,1,0,0,7991,330,0,746.245,230.292,2482.338
176,0.604,6,29.413,176.476,3,0,0,0,8035,332,0,719.903,217.554,2498.684
177,0.594,6,87.711,526.266,3,1,0,0,8103,336,0,722.805,214.722,2514.801
178,0.579,6,38.932,233.589,3,1,0,0,8171,339,0,736.916,213.242,2530.573
179,0.663,7,87.196,610.373,3,0,0,0,8217,342,0,763.48,253.238,2548.24
180,0.663,7,65.552,458.862,3,0,1,0,8263,345,0,759.458,251.801,2565.902
181,0.62,7,103.968,727.776,3,1,0,0,8332,349,0,753.946,233.757,2582.6
182,0.582,6,36.608,219.646,3,1,0,0,8400,352,0,724.168,210.711,2598.443
183,0.627,7,96.587,676.111,3,0,0,0,8445,354,0,757.27,237.371,2615.294
184,0.636,7,87.663,613.643,3,0,0,0,8490,356,0,761.615,242.327,2632.356
185,0.617,7,55.152,386.065,3,0,0,0,8534,358,0,751.008,231.53,2648.976
186,0.656,7,49.087,343.607,3,0,0,0,8580,361,0,741.938,243.275,2666.473
187,0.582,6,102.841,617.049,3,0,0,0,8623,363,0,722.628,210.282,2682.318
188,0.611,6,72.686,436.113,3,0,0,0,8667,365,0,720.558,220.069,2698.809
189,0.619,7,66.156,463.09,3,1,0,0,8736,369,0,759.991,235.313,2715.488
190,0.677,7,115.884,811.186,3,0,1,0,8783,372,0,782.376,264.831,2733.46
191,0.622,7,45.961,321.725,3,1,0,0,8852,376,0,739.978,230.114,2750.2
192,0.641,7,80.397,562.781,3,0,0,0,8897,378,0,746.166,239.128,2767.365
193,0.617,7,47.781,334.468,3,0,0,0,8941,380,0,745.008,229.983,2784.003
194,0.596,6,56.435,338.611,3,0,0,0,8984,382,0,744.823,221.994,2800.164
195,0.63,7,83.674,585.717,3,0,0,0,9029,384,0,746.222,235.049,2817.083
196,0.596,6,95.614,573.682,3,1,0,0,9097,388,0,736.628,219.61,2833.247
197,0.677,7,90.554,633.88,3,0,0,0,9144,391,0,774.328,262.012,2851.214
198,0.666,7,94.837,663.857,3,0,0,0,9190,394,0,758.758,252.723,2868.944
199,0.658,7,25.442,178.092,3,0,0,0,9236,397,0,775.509,255.133,2886.491
200,0.634,7,88.137,616.956,3,0,1,0,9281,399,0,743.335,235.562,2903.496
201,0.673,7,92.595,648.162,3,0,0,0,9327,402,0,777.48,261.467,2921.37
202,0.679,7,72.966,510.765,3,0,0,0,9374,405,0,778.816,264.559,2939.396
203,0.638,7,67.356,471.493,3,0,0,0,9419,407,0,749.028,238.855,2956.49
204,0.671,7,96.488,675.414,3,0,0,0,9465,410,0,760.496,255.155,2974.329
205,0.648,7,96.541,675.79,3,0,0,0,9510,412,0,775.505,251.086,2991.642
206,0.594,6,113.095,678.569,3,0,0,0,9553,414,0,739.709,219.542,3007.747
207,0.616,7,36.074,252.52,3,1,0,0,9622,418,0,727.782,224.11,3024.35
208,0.602,6,34.246,205.477,3,0,0,0,9666,420,0,732.212,220.576,3040.654
209,0.638,7,86.24,603.677,3,0,0,0,9711,422,0,731.908,233.399,3057.748
210,0.686,7,104.61,732.269,3,1,1,0,9783,426,0,764.172,262.233,3075.93
211,0.671,7,53.239,372.671,3,0,0,0,9829,429,0,772.75,259.192,3093.765
212,0.638,7,99.157,694.099,3,0,0,0,9874,431,0,753.986,240.389,3110.856
213,0.634,7,85.641,599.484,3,0,0,0,9919,433,0,740.19,234.47,3127.855
214,0.677,7,77.942,545.593,3,1,0,0,9991,437,0,783.368,265.058,3145.822
215,0.671,7,21.543,150.798,3,1,0,0,10062,441,0,764.348,256.61,3163.67
216,0.682,7,86.961,608.727,3,0,0,0,10109,444,0,767.101,261.549,3181.753
217,0.628,7,68.593,480.152,3,0,0,0,10154,446,0,764.699,240.013,3198.622
218,0.613,7,70.673,494.709,3,0,0,0,10198,448,0,743.908,228.123,3215.168
219,0.628,7,96.494,675.459,3,0,0,1,10243,450,0,738.837,231.867,3232.036
220,0.664,7,46.829,327.806,3,0,1,0,10289,453,0,782.95,259.811,3249.71
221,0.702,7,102.722,719.052,3,0,0,0,10337,456,0,785.404,275.847,3268.252
222,0.675,7,57.918,405.424,3,0,0,0,10384,459,0,789.25,266.513,3286.188
223,0.686,7,50.026,350.184,3,1,0,0,10456,463,0,782.466,268.223,3304.354
224,0.633,7,109.808,768.657,3,1,0,0,10526,467,0,752.641,238.283,3321.345
225,0.67,7,62.089,434.621,3,0,0,0,10572,470,0,785.581,263.046,3339.154
226,0.619,7,116.506,815.543,3,1,0,0,10641,474,0,758.701,234.831,3355.828
227,0.653,7,45.369,317.58,3,0,0,0,10687,477,0,759.051,247.832,3373.264
228,0.683,7,63.452,444.161,3,1,0,0,10759,481,0,770.725,263.158,3391.368
229,0.613,7,72.535,507.746,3,0,0,1,10803,483,0,743.987,228.18,3407.916
230,0.687,7,30.856,215.992,3,0,1,0,10850,486,0,784.962,269.721,3426.118
231,0.612,7,56.992,398.944,3,1,0,0,10919,490,0,717.747,219.692,3442.639
232,0.617,7,90.342,632.393,3,1,0,0,10988,494,0,733.323,226.309,3459.272
233,0.708,7,58.45,409.149,3,0,0,0,11036,497,0,775.782,274.522,3477.933
234,0.66,7,38.72,271.038,3,1,0,0,11107,501,0,750.233,247.741,3495.535
235,0.666,7,58.035,406.243,3,1,0,0,11178,505,0,751.413,250.319,3513.268
236,0.712,7,118.419,828.931,3,0,0,0,11226,508,0,805.351,286.837,3532.032
237,0.641,7,99.905,699.338,3,1,0,0,11296,512,0,758.161,242.858,3549.19
238,0.63,7,119.713,837.989,3,0,0,0,11341,514,0,734.608,231.488,3566.116
239,0.62,7,25.86,181.023,3,0,0,0,11385,516,0,755.509,234.024,3582.801
240,0.67,7,44.087,308.608,3,0,1,0,11431,519,0,766.712,256.995,3600.625
241,0.702,7,88.15,617.048,3,0,0,0,11479,522,0,777.911,272.914,3619.15
242,0.628,7,87.331,611.314,3,1,0,0,11549,526,0,729.139,229.004,3636.029
243,0.627,7,118.744,831.208,3,0,0,0,11594,528,0,760.6,238.414,3652.88
244,0.683,7,52.473,367.313,3,0,0,0,11641,531,0,782.339,267.327,3670.996
245,0.644,7,115.745,810.216,3,1,0,0,11711,535,0,745.135,239.977,3688.232
246,0.63,7,35.681,249.766,3,1,0,0,11781,539,0,733.86,231.039,3705.144
247,0.644,7,53.884,377.188,3,0,0,0,11826,541,0,748.848,241.134,3722.378
248,0.625,7,105.898,741.284,3,1,0,0,11896,545,0,740.585,231.591,3739.196
249,0.671,7,48.312,338.182,3,0,0,0,11942,548,0,786.953,263.871,3757.026
250,0.711,7,41.785,292.496,3,0,1,0,11990,551,0,792.821,281.736,3775.754
251,0.629,7,54.015,378.106,3,0,0,0,12035,553,0,741.256,233.218,3792.657
252,0.705,7,31.837,222.862,3,0,0,0,12083,556,0,795.762,280.53,3811.258
253,0.709,7,67.22,470.54,3,1,0,0,12156,561,0,772.553,273.98,3829.954
254,0.64,7,101.772,712.405,3,0,0,0,12201,563,0,750.447,240.171,3847.1
255,0.71,7,104.016,728.11,3,0,0,0,12249,566,0,802.76,285.16,3865.822
256,0.628,7,34.464,241.251,3,1,0,0,12319,570,0,736.593,231.449,3882.707
257,0.649,7,61.467,430.268,3,0,0,0,12364,572,0,743.494,241.252,3900.052
258,0.704,7,35.314,247.196,3,0,0,0,12412,575,0,774.76,272.542,3918.619
259,0.701,7,98.667,690.667,3,0,0,0,12460,578,0,770.008,269.904,3937.131
260,0.676,7,68.884,482.191,3,0,1,0,12507,581,0,769.279,260.198,3955.092
261,0.7,7,111.817,782.717,3,0,0,0,12554,584,0,772.958,270.43,3973.574
262,0.677,7,49.495,346.463,3,0,0,0,12601,587,0,780.895,264.222,3991.54
263,0.68,7,117.983,825.883,3,0,0,0,12648,590,0,780.778,265.407,4009.577
264,0.652,7,92.989,650.923,3,0,0,0,12694,593,0,742.745,242.31,4027.0
265,0.667,7,25.946,181.622,3,1,0,0,12765,597,0,754.03,251.6,4044.757
266,0.688,7,72.576,508.03,3,0,0,0,12812,600,0,781.991,268.814,4062.965
267,0.728,8,85.135,681.082,4,0,0,0,12861,603,0,795.943,289.921,4082.091
268,0.637,7,55.169,386.185,3,0,0,0,12906,605,0,769.353,245.1,4099.172
269,0.7,7,92.113,644.789,3,1,0,0,12978,610,0,797.73,279.172,4117.658
270,0.678,7,96.31,674.172,3,0,1,0,13025,613,0,781.014,264.639,4135.646
271,0.646,7,76.604,536.23,3,1,0,0,13095,617,0,739.754,238.819,4152.917
272,0.66,7,30.642,214.493,3,1,0,0,13166,621,0,743.223,245.119,4170.5
273,0.729,8,23.001,184.004,4,0,0,0,13215,624,0,814.72,296.836,4189.631
274,0.66,7,31.382,219.674,3,0,0,0,13261,627,0,770.549,254.142,4207.215
275,0.653,7,106.509,745.565,3,0,0,0,13307,630,0,776.966,253.697,4224.651
276,0.651,7,99.276,694.932,3,0,0,0,13353,632,0,743.809,242.149,4242.044
277,0.681,7,56.691,396.839,3,0,0,0,13400,635,0,791.607,269.677,4260.114
278,0.711,7,26.124,182.868,3,0,0,0,13448,638,0,784.679,279.091,4278.856
279,0.659,7,67.61,473.272,3,0,0,0,13494,641,0,780.969,257.331,4296.425
280,0.728,8,25.277,202.216,4,0,1,0,13543,644,0,799.912,291.341,4315.55
281,0.719,7,22.836,159.852,3,0,0,0,13591,647,0,796.09,286.308,4334.47
282,0.712,7,107.367,751.571,3,0,0,0,13639,650,0,794.915,283.037,4353.23
283,0.7,7,45.261,316.828,3,0,0,0,13686,653,0,773.898,270.798,4371.714
284,0.651,7,113.572,795.007,3,0,0,1,13732,655,0,776.294,252.526,4389.095
285,0.656,7,111.334,779.338,3,1,0,0,13803,659,0,779.466,255.859,4406.609
286,0.656,7,65.94,461.578,3,0,0,0,13849,662,0,772.35,253.448,4424.118
287,0.723,8,99.319,794.551,4,0,0,0,13897,665,0,807.88,292.188,4443.129
288,0.738,8,74.926,599.405,4,0,0,0,13946,668,0,786.231,289.937,4462.458
289,0.718,7,22.301,156.104,3,0,0,1,13994,671,0,793.428,284.683,4481.34
290,0.657,7,30.699,214.896,3,1,1,0,14065,675,0,744.537,244.585,4498.865
291,0.72,7,88.257,617.797,3,0,0,0,14113,678,0,791.299,285.0,4517.809
292,0.663,7,90.877,636.142,3,0,0,0,14159,681,0,754.241,250.032,4535.468
293,0.702,7,67.871,475.095,3,0,0,0,14207,684,0,769.416,269.877,4553.99
294,0.686,7,55.745,390.212,3,0,0,0,14254,687,0,761.886,261.166,4572.155
295,0.719,7,46.261,323.828,3,0,0,0,14302,690,0,801.747,288.087,4591.06
296,0.719,7,55.679,389.753,3,1,0,0,14375,695,0,778.022,279.572,4609.967
297,0.715,7,49.951,349.658,3,0,0,0,14423,698,0,813.166,290.873,4628.8
298,0.644,7,50.916,356.414,3,0,0,0,14468,700,0,741.215,238.5,4646.023
299,0.702,7,97.202,680.414,3,0,0,0,14516,703,0,800.947,281.068,4664.552
300,0.736,8,117.713,941.705,4,0,1,0,14565,706,0,811.031,298.531,4683.851
301,0.645,7,57.816,404.709,3,1,0,1,14635,710,0,744.305,240.105,4701.111
302,0.672,7,71.337,499.356,3,0,0,0,14681,713,0,751.753,252.71,4718.979
303,0.713,7,65.039,455.276,3,0,0,0,14729,716,0,775.964,276.728,4737.763
304,0.73,8,71.937,575.499,4,0,0,0,14778,719,0,809.312,295.219,4756.913
305,0.648,7,20.598,144.189,3,0,0,0,14823,721,0,770.145,249.556,4774.238
306,0.721,7,55.713,389.994,3,0,0,0,14871,724,0,807.838,291.221,4793.196
307,0.684,7,109.145,764.018,3,0,0,0,14918,727,0,768.452,262.843,4811.328
308,0.676,7,66.343,464.399,3,1,0,1,14990,731,0,789.083,266.538,4829.269
309,0.744,8,91.743,733.942,4,0,0,0,15039,734,0,811.609,301.761,4848.733
310,0.73,8,104.51,836.076,4,0,1,0,15088,737,0,800.339,292.264,4867.901
311,0.66,7,47.397,331.782,3,1,0,1,15159,741,0,772.975,255.089,4885.494
312,0.743,8,27.447,219.577,4,0,0,0,15208,744,0,828.621,308.02,4904.955
313,0.648,7,98.434,689.036,3,0,0,0,15253,746,0,773.575,250.672,4922.28
