Time(s),Density,CongestionFactor(1-10),ExpectedTravelTime_ETT,Weight_wij,TTL,ProactiveTriggered(0/1),MaintenanceTriggered(0/1),ReactiveTriggered(0/1),PacketsTx_cum,PacketCollisions_cum,PacketsLost_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
180,0.648,7,79.759,558.31,3,0,1,0,8267,339,0,768.732,248.952,2592.845
181,0.604,6,43.012,258.075,3,0,0,0,8311,341,0,745.056,224.935,2609.178
182,0.58,6,78.794,472.764,3,1,0,0,8379,344,0,730.062,211.669,2624.975
183,0.602,6,77.076,462.453,3,0,0,0,8423,346,0,715.39,215.371,2641.271
184,0.597,6,68.387,410.319,3,1,0,0,8491,350,0,720.034,214.945,2657.452
185,0.658,7,22.934,160.536,3,0,0,1,8537,353,0,773.624,254.665,2675.008
186,0.584,6,85.567,513.401,3,1,0,0,8605,356,0,707.932,206.566,2690.888
187,0.644,7,119.22,834.54,3,0,0,0,8650,358,0,740.946,238.681,2708.127
188,0.663,7,65.223,456.564,3,0,0,1,8696,361,0,766.782,254.15,2725.784
189,0.643,7,86.358,604.505,3,0,0,0,8741,363,0,744.06,239.129,2742.99
190,0.615,7,61.893,433.25,3,0,1,0,8785,365,0,757.792,232.985,2759.572
191,0.641,7,116.703,816.92,3,1,0,0,8855,369,0,751.744,241.076,2776.747
192,0.604,6,97.622,585.734,3,1,0,0,8924,373,0,713.853,215.489,2793.079
193,0.612,7,32.454,227.177,3,0,0,0,8968,375,0,720.827,220.416,2809.586
194,0.673,7,44.562,311.935,3,0,0,0,9014,378,0,761.991,256.296,2827.462
195,0.63,7,50.987,356.911,3,0,0,0,9059,380,0,741.511,233.472,2844.376
196,0.637,7,78.926,552.48,3,0,0,0,9104,382,0,756.201,240.74,2861.446
197,0.599,6,48.597,291.582,3,0,0,0,9147,384,0,728.871,218.472,2877.683
198,0.628,7,98.908,692.356,3,0,0,0,9192,386,0,743.615,233.423,2894.553
199,0.624,7,31.555,220.884,3,1,0,0,9261,390,0,741.557,231.364,2911.339
200,0.606,6,42.557,255.344,3,1,1,0,9330,394,0,735.897,223.059,2927.726
201,0.589,6,50.906,305.437,3,0,0,0,9373,396,0,740.215,217.972,2943.727
202,0.667,7,48.155,337.084,3,0,0,0,9419,399,0,750.325,250.339,2961.482
203,0.63,7,33.241,232.688,3,0,0,0,9464,401,0,738.701,232.631,2978.398
204,0.671,7,66.888,468.218,3,0,0,1,9510,404,0,767.414,257.4,2996.233
205,0.652,7,80.379,562.652,3,1,0,0,9581,408,0,776.706,253.046,3013.636
206,0.647,7,77.373,541.613,3,1,0,0,9651,412,0,774.924,250.547,3030.929
207,0.598,6,55.168,331.009,3,0,0,1,9694,414,0,716.928,214.509,3047.141
208,0.626,7,100.7,704.897,3,1,0,0,9764,418,0,738.937,231.214,3063.967
209,0.677,7,106.746,747.221,3,0,0,0,9811,421,0,756.618,256.148,3081.942
210,0.606,6,64.909,389.453,3,0,1,0,9855,423,0,745.113,225.805,3098.326
211,0.625,7,76.378,534.645,3,0,0,0,9899,425,0,734.442,229.367,3115.126
212,0.653,7,42.351,296.46,3,0,0,0,9945,428,0,769.262,251.04,3132.554
213,0.619,7,50.564,353.95,3,0,0,0,9989,430,0,755.866,234.078,3149.235
214,0.605,6,32.56,195.361,3,0,0,0,10033,432,0,743.389,224.726,3165.586
215,0.626,7,94.717,663.019,3,0,0,0,10078,434,0,754.742,236.129,3182.41
216,0.646,7,64.503,451.518,3,1,0,0,10148,438,0,742.808,239.923,3199.689
217,0.613,7,76.259,533.81,3,1,0,0,10217,442,0,724.103,221.853,3216.223
218,0.656,7,104.905,734.335,3,0,0,0,10263,445,0,751.764,246.42,3233.716
219,0.648,7,67.939,475.572,3,0,0,0,10308,447,0,770.836,249.865,3251.045
220,0.645,7,96.633,676.43,3,0,1,0,10353,449,0,753.259,242.81,3268.294
221,0.7,7,21.075,147.522,3,1,0,0,10426,454,0,778.772,272.73,3286.792
222,0.63,7,43.689,305.823,3,1,0,0,10496,458,0,736.585,231.961,3303.708
223,0.637,7,106.474,745.32,3,0,0,0,10541,460,0,742.144,236.21,3320.775
224,0.682,7,54.804,383.629,3,1,0,0,10613,464,0,767.183,261.436,3338.849
225,0.701,7,96.281,673.968,3,0,0,0,10661,467,0,778.21,272.93,3357.369
226,0.65,7,76.196,533.371,3,0,0,0,10706,469,0,775.403,251.85,3374.728
227,0.633,7,41.351,289.458,3,1,0,0,10776,473,0,729.571,231.063,3391.725
228,0.614,7,64.837,453.858,3,0,0,0,10820,475,0,756.081,231.961,3408.277
229,0.631,7,82.699,578.895,3,0,0,0,10865,477,0,730.973,230.775,3425.229
230,0.669,7,97.945,685.614,3,0,1,0,10911,480,0,784.368,262.354,3443.022
231,0.62,7,99.212,694.485,3,0,0,0,10955,482,0,730.655,226.482,3459.717
232,0.663,7,83.961,587.724,3,1,0,0,11026,486,0,752.268,249.354,3477.374
233,0.692,7,63.016,441.115,3,0,0,0,11073,489,0,791.926,273.993,3495.683
234,0.712,7,115.182,806.271,3,0,0,0,11121,492,0,805.04,286.617,3514.441
235,0.634,7,47.159,330.11,3,1,0,0,11191,496,0,740.714,234.974,3531.46
236,0.67,7,66.046,462.32,3,0,0,0,11237,499,0,752.658,252.27,3549.284
237,0.654,7,72.202,505.415,3,1,0,0,11308,503,0,778.05,254.482,3566.745
238,0.692,7,82.882,580.172,3,1,0,0,11380,508,0,800.049,276.906,3585.059
239,0.685,7,51.945,363.616,3,1,0,0,11452,512,0,781.887,267.716,3603.206
240,0.654,7,53.878,377.148,3,0,1,0,11498,515,0,746.034,243.813,3620.655
241,0.638,7,92.019,644.134,3,1,0,0,11568,519,0,747.398,238.414,3637.754
242,0.64,7,30.26,211.818,3,1,0,0,11638,523,0,761.497,243.82,3654.907
243,0.691,7,92.31,646.171,3,0,0,0,11685,526,0,797.824,275.547,3673.187
244,0.669,7,22.326,156.279,3,0,0,0,11731,529,0,778.265,260.327,3690.981
245,0.648,7,86.771,607.397,3,1,0,0,11801,533,0,773.297,250.579,3708.306
246,0.649,7,42.814,299.698,3,0,0,0,11846,535,0,749.225,243.261,3725.66
247,0.696,7,29.574,207.02,3,0,0,0,11893,538,0,792.482,275.97,3744.068
248,0.705,7,74.395,520.768,3,0,0,0,11941,541,0,772.863,272.44,3762.669
249,0.705,7,89.064,623.447,3,0,0,0,11989,544,0,772.2,272.104,3781.263
250,0.673,7,35.29,247.03,3,0,1,0,12035,547,0,777.501,261.545,3799.142
251,0.703,7,103.853,726.97,3,0,0,0,12083,550,0,776.37,272.943,3817.7
252,0.64,7,112.749,789.246,3,0,0,0,12128,552,0,766.058,245.264,3834.851
253,0.702,7,66.926,468.482,3,1,0,0,12201,557,0,781.788,274.312,3853.378
254,0.631,7,56.234,393.637,3,0,0,0,12246,559,0,745.173,235.12,3870.322
255,0.661,7,104.483,731.383,3,0,0,0,12292,562,0,781.658,258.148,3887.925
256,0.642,7,64.928,454.496,3,0,0,0,12337,564,0,740.787,237.932,3905.122
257,0.701,7,39.483,276.384,3,0,0,0,12385,567,0,797.485,279.465,3923.63
258,0.675,7,43.89,307.227,3,0,0,0,12432,570,0,776.989,262.249,3941.559
259,0.628,7,114.439,801.072,3,1,0,0,12502,574,0,762.986,239.538,3958.432
260,0.682,7,74.644,522.511,3,0,1,0,12549,577,0,765.34,260.965,3976.515
261,0.664,7,88.043,616.3,3,1,0,0,12620,581,0,747.138,247.973,3994.192
262,0.656,7,81.525,570.676,3,0,0,0,12666,584,0,765.289,251.123,4011.701
263,0.703,7,92.577,648.041,3,1,0,0,12739,589,0,778.003,273.304,4030.247
264,0.657,7,76.628,536.394,3,1,0,0,12810,593,0,761.766,250.231,4047.771
265,0.664,7,114.063,798.443,3,0,0,0,12856,596,0,784.997,260.552,4065.449
266,0.71,7,119.235,834.645,3,0,0,0,12904,599,0,788.805,279.882,4084.153
267,0.697,7,39.421,275.947,3,1,0,0,12976,604,0,766.605,267.212,4102.577
268,0.649,7,40.905,286.333,3,1,0,0,13046,608,0,753.272,244.539,4119.928
269,0.658,7,100.156,701.093,3,0,0,0,13092,611,0,757.213,249.206,4137.48
270,0.652,7,58.835,411.848,3,0,1,0,13138,614,0,749.223,244.145,4154.887
271,0.714,7,69.995,489.962,3,0,0,0,13186,617,0,808.695,288.698,4173.688
272,0.666,7,70.687,494.809,3,0,0,0,13232,620,0,766.926,255.329,4191.411
273,0.706,7,60.861,426.025,3,0,0,0,13280,623,0,777.312,274.474,4210.039
274,0.712,7,73.258,512.803,3,0,0,0,13328,626,0,774.698,275.617,4228.785
275,0.671,7,75.273,526.911,3,0,0,0,13374,629,0,781.269,262.239,4246.631
276,0.647,7,117.557,822.901,3,1,0,0,13444,633,0,763.104,246.997,4263.939
277,0.724,8,110.004,880.03,4,1,0,0,13517,638,0,813.723,294.484,4282.96
278,0.691,7,23.665,165.652,3,0,0,0,13564,641,0,775.934,267.946,4301.239
279,0.677,7,110.478,773.347,3,0,0,0,13611,644,0,780.931,264.198,4319.203
280,0.64,7,87.683,613.78,3,0,1,0,13656,646,0,748.083,239.227,4336.337
281,0.639,7,104.059,728.415,3,0,0,0,13701,648,0,755.576,241.396,4353.458
282,0.686,7,29.929,209.502,3,0,0,0,13748,651,0,794.73,272.398,4371.622
283,0.737,8,42.2,337.604,4,0,0,0,13797,654,0,794.008,292.604,4390.939
284,0.707,7,77.284,540.991,3,0,0,0,13845,657,0,770.13,272.27,4409.586
285,0.694,7,20.519,143.63,3,0,0,0,13892,660,0,768.108,266.423,4427.933
286,0.717,7,100.175,701.228,3,1,0,0,13965,665,0,775.917,278.1,4446.798
287,0.684,7,87.458,612.209,3,0,0,0,14012,668,0,761.27,260.508,4464.937
288,0.726,8,42.888,343.107,4,0,0,0,14061,671,0,807.503,293.071,4484.004
289,0.716,7,49.785,348.496,3,0,0,0,14109,674,0,785.332,281.098,4502.848
290,0.667,7,59.437,416.057,3,0,1,0,14155,677,0,760.329,253.476,4520.591
291,0.69,7,41.322,289.252,3,0,0,0,14202,680,0,797.482,275.251,4538.862
292,0.731,8,83.806,670.446,4,0,0,0,14251,683,0,812.908,296.95,4558.035
293,0.667,7,58.743,411.201,3,0,0,0,14297,686,0,768.266,256.288,4575.788
294,0.658,7,33.274,232.917,3,1,0,0,14368,690,0,766.194,251.954,4593.328
295,0.742,8,41.466,331.725,4,0,0,0,14417,693,0,803.275,298.029,4612.757
296,0.698,7,47.125,329.872,3,1,0,0,14489,698,0,767.394,267.942,4631.207
297,0.68,7,31.344,219.407,3,1,0,0,14561,702,0,778.291,264.525,4649.242
298,0.702,7,57.612,403.281,3,0,0,0,14609,705,0,791.892,278.082,4667.782
299,0.66,7,42.574,298.019,3,0,0,0,14655,708,0,772.627,254.984,4685.375
300,0.689,7,76.96,538.723,3,0,1,0,14702,711,0,772.085,265.878,4703.611
301,0.702,7,21.602,151.216,3,0,0,0,14750,714,0,771.403,270.877,4722.15
302,0.696,7,93.875,657.125,3,0,0,0,14797,717,0,787.555,274.005,4740.545
303,0.722,7,50.16,351.123,3,0,0,0,14845,720,0,785.966,283.766,4759.527
304,0.703,7,58.414,408.895,3,1,0,0,14918,725,0,790.27,277.625,4778.074
305,0.7,7,113.816,796.709,3,0,0,0,14966,728,0,800.937,280.459,4796.569
306,0.74,8,97.702,781.614,4,1,0,0,15040,733,0,824.099,304.933,4815.954
307,0.702,7,26.625,186.378,3,1,0,0,15113,738,0,767.831,269.374,4834.479
308,0.647,7,31.98,223.862,3,0,0,0,15158,740,0,746.313,241.328,4851.773
309,0.739,8,25.852,206.812,4,0,0,0,15207,743,0,803.993,297.227,4871.143
310,0.746,8,81.342,650.734,4,0,1,0,15256,746,0,806.588,300.752,4890.656
311,0.731,8,30.487,243.898,4,0,0,0,15305,749,0,785.817,287.071,4909.83
312,0.667,7,87.842,614.897,3,0,0,0,15351,752,0,767.899,256.232,4927.587
313,0.665,7,44.187,309.312,3,0,0,0,15397,755,0,749.083,249.227,4945.3
