Time(s),Density,AvgSpeed(m/s),Alpha,CongestionScore_CD,Weight_wij,Sigma_Constrained(0/1),RerouteTriggered(0/1),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
30,0.469,8.866,0.611,0.461,0.389,0,0,1455,0,59,617.682,173.638,350.282
31,0.439,9.29,0.641,0.431,0.359,0,0,1505,0,61,596.569,157.255,362.492
32,0.45,9.137,0.63,0.442,0.37,0,0,1556,0,63,617.132,166.572,374.927
33,0.485,8.627,0.595,0.477,0.405,0,0,1609,0,66,637.901,185.632,388.114
34,0.48,8.703,0.6,0.472,0.4,0,0,1662,0,69,650.05,187.126,401.189
35,0.46,8.988,0.62,0.452,0.38,0,0,1714,0,71,649.834,179.412,413.844
36,0.49,8.555,0.59,0.482,0.41,0,0,1768,0,74,647.863,190.463,427.138
37,0.405,9.788,0.675,0.397,0.325,0,0,1816,0,76,586.844,142.601,438.612
38,0.49,8.562,0.59,0.482,0.41,0,0,1870,0,79,651.023,191.217,451.896
39,0.48,8.699,0.6,0.472,0.4,0,0,1923,0,82,615.329,177.229,464.977
40,0.424,9.513,0.656,0.416,0.344,0,0,1972,0,84,634.388,161.367,476.858
41,0.499,8.427,0.581,0.491,0.419,0,0,2026,0,87,643.802,192.697,490.341
42,0.448,9.167,0.632,0.44,0.368,0,0,2077,0,89,608.017,163.36,502.732
43,0.442,9.251,0.638,0.434,0.362,0,0,2127,0,91,641.966,170.26,514.999
44,0.46,8.983,0.62,0.452,0.38,0,0,2179,0,93,640.879,177.074,527.662
45,0.456,9.046,0.624,0.448,0.376,0,0,2230,0,95,639.046,174.884,540.231
46,0.429,9.437,0.651,0.421,0.349,0,0,2280,0,97,613.738,158.038,552.223
47,0.51,8.258,0.57,0.502,0.43,0,0,2335,0,100,657.345,201.344,565.955
48,0.492,8.524,0.588,0.484,0.412,0,0,2389,0,103,629.188,185.794,579.296
49,0.435,9.351,0.645,0.427,0.355,0,0,2439,0,105,603.198,157.464,591.414
50,0.503,8.361,0.577,0.495,0.423,0,0,2494,0,108,674.273,203.638,604.994
51,0.449,9.146,0.631,0.441,0.369,0,0,2545,0,110,606.199,163.408,617.416
52,0.491,8.535,0.589,0.483,0.411,0,0,2599,0,113,661.366,194.996,630.74
53,0.476,8.752,0.604,0.468,0.396,0,0,2652,0,116,659.838,188.609,643.743
54,0.431,9.405,0.649,0.423,0.351,0,0,2702,0,118,590.831,152.92,655.783
55,0.43,9.426,0.65,0.422,0.35,0,0,2752,0,120,636.664,164.225,667.791
56,0.484,8.649,0.596,0.476,0.404,0,0,2805,0,123,655.2,190.085,680.946
57,0.52,8.124,0.56,0.512,0.44,0,0,2861,0,126,655.242,204.318,694.876
58,0.494,8.497,0.586,0.486,0.414,0,0,2915,0,129,659.537,195.49,708.256
59,0.489,8.568,0.591,0.481,0.409,0,0,2969,0,132,629.844,184.83,721.53
60,0.518,8.142,0.562,0.51,0.438,0,0,3025,0,135,677.317,210.713,735.434
61,0.512,8.234,0.568,0.504,0.432,0,0,3080,0,138,649.678,199.631,749.202
62,0.437,9.317,0.643,0.429,0.357,0,0,3130,0,140,607.655,159.478,761.37
63,0.494,8.498,0.586,0.486,0.414,0,0,3184,0,143,654.001,193.824,774.749
64,0.522,8.092,0.558,0.514,0.442,0,0,3240,0,146,661.741,207.227,788.726
65,0.531,7.958,0.549,0.523,0.451,0,0,3297,0,149,669.768,213.451,802.901
66,0.496,8.475,0.584,0.488,0.416,0,0,3351,0,152,623.851,185.481,816.313
67,0.447,9.183,0.633,0.439,0.367,0,0,3402,0,154,637.705,170.917,828.68
68,0.454,9.078,0.626,0.446,0.374,0,0,3453,0,156,616.945,168.038,841.203
69,0.443,9.242,0.637,0.435,0.363,0,0,3503,0,158,631.221,167.634,853.483
70,0.472,8.809,0.608,0.464,0.392,0,0,3556,0,161,619.92,175.736,866.402
71,0.482,8.666,0.598,0.474,0.402,0,0,3609,0,164,657.083,190.154,879.531
72,0.544,7.777,0.536,0.536,0.464,0,0,3667,0,167,665.433,217.05,893.973
73,0.475,8.779,0.605,0.467,0.395,0,0,3720,0,170,645.103,183.678,906.936
74,0.516,8.181,0.564,0.508,0.436,0,0,3776,0,173,664.745,205.719,920.782
75,0.511,8.249,0.569,0.503,0.431,0,0,3831,0,176,642.249,196.942,934.527
76,0.504,8.351,0.576,0.496,0.424,0,0,3886,0,179,656.514,198.553,948.122
77,0.539,7.851,0.541,0.531,0.459,0,0,3943,0,182,683.162,220.759,962.455
78,0.538,7.853,0.542,0.53,0.458,0,0,4000,0,185,673.347,217.532,976.786
79,0.46,8.988,0.62,0.452,0.38,0,0,4052,0,187,625.614,172.714,989.44
80,0.555,7.617,0.525,0.547,0.475,0,0,4110,0,190,665.248,221.402,1004.119
81,0.551,7.677,0.529,0.543,0.471,0,0,4168,0,193,655.963,216.689,1018.709
82,0.547,7.733,0.533,0.539,0.467,0,0,4226,0,196,674.248,221.173,1033.216
83,0.499,8.424,0.581,0.491,0.419,0,0,4280,0,199,669.532,200.466,1046.703
84,0.55,7.691,0.53,0.542,0.47,0,0,4338,0,202,681.932,224.88,1061.273
85,0.507,8.315,0.573,0.499,0.427,0,0,4393,0,205,657.624,199.879,1074.922
86,0.534,7.916,0.546,0.526,0.454,0,0,4450,0,208,668.384,214.187,1089.159
87,0.475,8.771,0.605,0.467,0.395,0,0,4503,0,211,633.941,180.705,1102.134
88,0.482,8.664,0.598,0.474,0.402,0,0,4556,0,214,638.819,184.923,1115.267
89,0.475,8.77,0.605,0.467,0.395,0,0,4609,0,217,644.612,183.787,1128.244
90,0.5,8.41,0.58,0.492,0.42,0,0,4663,0,220,637.49,191.246,1141.752
91,0.559,7.559,0.521,0.551,0.479,0,0,4722,0,223,664.935,222.908,1156.516
92,0.496,8.462,0.584,0.488,0.416,0,0,4776,0,226,650.137,193.644,1169.948
93,0.523,8.079,0.557,0.515,0.443,0,0,4832,0,229,671.884,210.776,1183.945
94,0.478,8.729,0.602,0.47,0.398,0,0,4885,0,232,619.113,177.562,1196.982
95,0.517,8.161,0.563,0.509,0.437,0,0,4941,0,235,661.264,205.19,1210.857
96,0.567,7.434,0.513,0.559,0.487,0,0,5000,0,239,705.034,239.991,1225.806
97,0.536,7.891,0.544,0.528,0.456,0,0,5057,0,242,649.847,208.903,1240.08
98,0.508,8.297,0.572,0.5,0.428,0,0,5112,0,245,637.602,194.269,1253.755
99,0.553,7.642,0.527,0.545,0.473,0,0,5170,0,248,660.391,219.094,1268.396
100,0.515,8.189,0.565,0.507,0.435,0,0,5226,0,251,645.507,199.548,1282.229
101,0.55,7.686,0.53,0.542,0.47,0,0,5284,0,254,662.282,218.538,1296.807
102,0.543,7.784,0.537,0.535,0.463,0,0,5342,0,257,655.118,213.506,1311.239
103,0.582,7.221,0.498,0.574,0.502,1,0,5402,0,261,704.713,246.077,1326.501
104,0.509,8.278,0.571,0.501,0.429,0,0,5457,0,264,631.957,193.051,1340.204
105,0.574,7.333,0.506,0.566,0.494,0,0,5517,0,268,672.873,231.843,1355.302
106,0.587,7.142,0.493,0.579,0.507,1,0,5578,0,272,689.785,243.133,1370.681
107,0.527,8.016,0.553,0.519,0.447,0,0,5634,0,275,657.635,208.011,1384.771
108,0.59,7.103,0.49,0.582,0.51,1,0,5695,0,279,716.972,253.879,1400.208
109,0.583,7.207,0.497,0.575,0.503,1,0,5755,0,283,685.33,239.704,1415.491
110,0.502,8.382,0.578,0.494,0.422,0,0,5810,0,286,672.161,202.432,1429.041
111,0.527,8.025,0.553,0.519,0.447,0,0,5866,0,289,642.438,202.958,1443.117
112,0.58,7.246,0.5,0.572,0.5,1,1,5926,0,293,704.176,245.156,1458.342
113,0.587,7.143,0.493,0.579,0.507,1,1,5987,0,297,682.127,240.392,1473.719
114,0.582,7.22,0.498,0.574,0.502,1,0,6047,0,301,690.8,241.262,1488.984
115,0.576,7.311,0.504,0.568,0.496,0,0,6107,0,305,669.584,231.327,1504.114
116,0.559,7.558,0.521,0.551,0.479,0,0,6166,0,308,691.063,231.675,1518.879
117,0.543,7.783,0.537,0.535,0.463,0,0,6224,0,311,661.576,215.649,1533.313
118,0.51,8.268,0.57,0.502,0.43,0,0,6279,0,314,672.361,205.669,1547.031
119,0.552,7.654,0.528,0.544,0.472,0,0,6337,0,317,668.523,221.475,1561.655
120,0.53,7.973,0.55,0.522,0.45,0,0,6394,0,320,656.417,208.8,1575.808
121,0.59,7.104,0.49,0.582,0.51,1,1,6455,0,324,702.402,248.669,1591.243
122,0.569,7.413,0.511,0.561,0.489,0,0,6514,0,328,683.243,233.168,1606.223
123,0.605,6.885,0.475,0.597,0.525,1,1,6576,0,332,714.651,259.496,1621.982
124,0.518,8.154,0.562,0.51,0.438,0,0,6632,0,335,649.553,201.734,1635.867
125,0.569,7.402,0.511,0.561,0.489,0,0,6691,0,339,687.636,234.962,1650.862
126,0.587,7.149,0.493,0.579,0.507,1,0,6752,0,343,681.861,240.138,1666.231
127,0.591,7.097,0.489,0.583,0.511,1,0,6813,0,347,676.036,239.528,1681.677
128,0.516,8.175,0.564,0.508,0.436,0,0,6869,0,350,642.327,198.951,1695.532
129,0.545,7.76,0.535,0.537,0.465,0,0,6927,0,353,684.875,223.889,1709.999
130,0.521,8.11,0.559,0.513,0.441,0,0,6983,0,356,661.975,206.813,1723.95
131,0.548,7.713,0.532,0.54,0.468,0,0,7041,0,359,687.286,226.022,1738.488
132,0.55,7.681,0.53,0.542,0.47,0,0,7099,0,362,695.175,229.534,1753.072
133,0.526,8.032,0.554,0.518,0.446,0,0,7155,0,365,663.475,209.427,1767.138
134,0.581,7.232,0.499,0.573,0.501,1,0,7215,0,369,668.318,233.08,1782.385
135,0.596,7.024,0.484,0.588,0.516,1,0,7276,0,373,690.6,246.798,1797.939
136,0.525,8.05,0.555,0.517,0.445,0,0,7332,0,376,664.17,209.143,1811.979
137,0.55,7.685,0.53,0.542,0.47,0,0,7390,0,379,676.949,223.404,1826.557
138,0.53,7.968,0.55,0.522,0.45,0,0,7447,0,382,653.868,208.111,1840.717
139,0.562,7.517,0.518,0.554,0.482,0,0,7506,0,385,660.704,222.633,1855.544
140,0.541,7.822,0.539,0.533,0.461,0,0,7563,0,388,649.847,210.763,1869.919
141,0.602,6.931,0.478,0.594,0.522,1,0,7625,0,392,682.377,246.476,1885.61
142,0.55,7.684,0.53,0.542,0.47,0,0,7683,0,395,652.863,215.48,1900.19
143,0.549,7.705,0.531,0.541,0.469,0,0,7741,0,398,672.064,221.233,1914.739
144,0.539,7.846,0.541,0.531,0.459,0,0,7798,0,401,658.225,212.839,1929.08
145,0.549,7.696,0.531,0.541,0.469,0,0,7856,0,404,668.937,220.44,1943.641
146,0.553,7.644,0.527,0.545,0.473,0,0,7914,0,407,677.851,224.828,1958.279
147,0.578,7.272,0.502,0.57,0.498,0,0,7974,0,411,697.639,242.142,1973.467
148,0.602,6.936,0.478,0.594,0.522,1,1,8036,0,415,714.171,257.806,1989.15
149,0.568,7.418,0.512,0.56,0.488,0,0,8095,0,419,700.43,238.882,2004.122
150,0.62,6.669,0.46,0.612,0.54,1,0,8178,0,425,729.593,271.428,2020.199
151,0.611,6.803,0.469,0.603,0.531,1,0,8260,0,431,698.392,255.971,2036.079
152,0.632,6.502,0.448,0.624,0.552,1,1,8344,0,437,706.495,267.716,2052.403
153,0.548,7.719,0.532,0.54,0.468,0,0,8402,0,440,686.248,225.493,2066.93
154,0.606,6.868,0.474,0.598,0.526,1,0,8464,0,444,700.141,254.712,2082.714
155,0.586,7.157,0.494,0.578,0.506,1,1,8525,0,448,698.975,245.937,2098.071
156,0.643,6.337,0.437,0.635,0.563,1,1,8610,0,454,697.67,269.141,2114.638
157,0.64,6.378,0.44,0.632,0.56,1,0,8694,0,460,719.591,276.393,2131.146
158,0.603,6.914,0.477,0.595,0.523,1,1,8756,0,464,683.027,247.193,2146.862
159,0.588,7.128,0.492,0.58,0.508,1,1,8817,0,468,670.591,236.74,2162.261
160,0.64,6.384,0.44,0.632,0.56,1,1,8901,0,474,701.439,269.238,2178.76
161,0.605,6.891,0.475,0.597,0.525,1,0,8963,0,478,700.564,254.218,2194.51
162,0.582,7.222,0.498,0.574,0.502,1,0,9023,0,482,685.796,239.439,2209.771
163,0.602,6.928,0.478,0.594,0.522,1,0,9085,0,486,719.655,260.031,2225.466
164,0.578,7.279,0.502,0.57,0.498,0,0,9145,0,490,712.654,247.139,2240.643
165,0.638,6.404,0.442,0.63,0.558,1,1,9229,0,496,705.446,270.179,2257.111
166,0.641,6.363,0.439,0.633,0.561,1,0,9313,0,502,730.989,281.214,2273.64
167,0.649,6.25,0.431,0.641,0.569,1,1,9398,0,508,727.044,283.1,2290.336
168,0.652,6.209,0.428,0.644,0.572,1,0,9483,0,514,750.345,293.441,2307.092
169,0.604,6.896,0.476,0.596,0.524,1,0,9545,0,518,692.103,250.997,2322.835
170,0.655,6.161,0.425,0.647,0.575,1,0,9630,0,524,703.403,276.479,2339.662
171,0.598,6.983,0.482,0.59,0.518,1,0,9691,0,528,682.412,245.023,2355.277
172,0.569,7.404,0.511,0.561,0.489,0,0,9750,0,532,678.435,231.768,2370.269
173,0.647,6.282,0.433,0.639,0.567,1,0,9835,0,538,741.884,287.882,2386.917
174,0.632,6.497,0.448,0.624,0.552,1,0,9919,0,544,727.344,275.773,2403.248
175,0.658,6.122,0.422,0.65,0.578,1,1,10005,0,550,724.319,285.877,2420.133
176,0.633,6.487,0.447,0.625,0.553,1,1,10089,0,556,731.443,277.629,2436.479
177,0.606,6.868,0.474,0.598,0.526,1,1,10151,0,560,686.134,249.612,2452.262
178,0.665,6.023,0.415,0.657,0.585,1,1,10237,0,566,748.107,298.326,2469.293
179,0.662,6.06,0.418,0.654,0.582,1,1,10323,0,572,709.224,281.739,2486.27
180,0.66,6.088,0.42,0.652,0.58,1,0,10409,0,578,737.034,291.924,2503.205
181,0.663,6.042,0.417,0.655,0.583,1,0,10495,0,584,749.768,298.386,2520.207
182,0.62,6.673,0.46,0.612,0.54,1,1,10578,0,590,694.574,258.308,2536.279
183,0.627,6.574,0.453,0.619,0.547,1,1,10661,0,596,698.997,262.794,2552.496
184,0.591,7.097,0.489,0.583,0.511,1,1,10722,0,600,716.275,253.806,2567.943
185,0.587,7.142,0.493,0.579,0.507,1,1,10783,0,604,691.993,243.914,2583.322
186,0.639,6.401,0.441,0.631,0.559,1,1,10867,0,610,724.669,277.648,2599.796
187,0.666,6.0,0.414,0.658,0.586,1,0,10953,0,616,737.02,294.599,2616.86
188,0.628,6.548,0.452,0.62,0.548,1,1,11036,0,622,715.426,269.76,2633.117
189,0.672,5.911,0.408,0.664,0.592,1,1,11123,0,629,715.554,288.669,2650.313
190,0.579,7.27,0.501,0.571,0.499,0,0,11183,0,633,679.604,235.945,2665.504
191,0.59,7.111,0.49,0.582,0.51,1,1,11244,0,637,691.926,244.759,2680.929
192,0.662,6.056,0.418,0.654,0.582,1,0,11330,0,643,754.252,299.76,2697.912
193,0.641,6.372,0.439,0.633,0.561,1,1,11414,0,649,700.597,269.27,2714.428
194,0.6,6.955,0.48,0.592,0.52,1,0,11476,0,653,718.744,258.884,2730.083
195,0.627,6.566,0.453,0.619,0.547,1,1,11559,0,659,710.036,267.192,2746.312
196,0.636,6.441,0.444,0.628,0.556,1,1,11643,0,665,729.978,278.462,2762.726
197,0.632,6.49,0.448,0.624,0.552,1,0,11727,0,671,699.178,265.294,2779.067
198,0.64,6.382,0.44,0.632,0.56,1,0,11811,0,677,724.721,278.227,2795.568
199,0.662,6.058,0.418,0.654,0.582,1,0,11897,0,683,739.088,293.655,2812.547
200,0.684,5.745,0.396,0.676,0.604,1,1,11984,0,690,720.952,295.793,2829.988
201,0.605,6.886,0.475,0.597,0.525,1,0,12046,0,694,715.303,259.688,2845.745
202,0.615,6.744,0.465,0.607,0.535,1,1,12129,0,700,700.094,258.297,2861.712
203,0.643,6.338,0.437,0.635,0.563,1,0,12214,0,706,725.332,279.801,2878.279
204,0.601,6.946,0.479,0.593,0.521,1,1,12276,0,710,719.47,259.417,2893.947
205,0.676,5.856,0.404,0.668,0.596,1,1,12363,0,717,738.518,299.609,2911.225
206,0.671,5.932,0.409,0.663,0.591,1,0,12449,0,723,750.164,301.981,2928.39
207,0.632,6.498,0.448,0.624,0.552,1,0,12533,0,729,730.911,277.101,2944.72
208,0.666,6.007,0.414,0.658,0.586,1,0,12619,0,735,733.845,293.118,2961.774
209,0.616,6.729,0.464,0.608,0.536,1,0,12702,0,741,703.011,259.793,2977.763
210,0.629,6.539,0.451,0.621,0.549,1,1,12786,0,747,735.457,277.575,2994.032
211,0.607,6.862,0.473,0.599,0.527,1,1,12848,0,751,690.976,251.543,3009.824
212,0.66,6.095,0.42,0.652,0.58,1,1,12934,0,757,744.061,294.484,3026.748
213,0.672,5.909,0.408,0.664,0.592,1,0,13021,0,764,724.273,292.23,3043.947
214,0.667,5.994,0.413,0.659,0.587,1,1,13107,0,770,754.934,301.945,3061.02
215,0.678,5.828,0.402,0.67,0.598,1,1,13194,0,777,736.534,299.647,3078.339
216,0.695,5.582,0.385,0.687,0.615,1,0,13282,0,784,754.239,314.528,3096.02
217,0.616,6.722,0.464,0.608,0.536,1,1,13365,0,790,711.137,263.01,3112.019
218,0.613,6.778,0.467,0.605,0.533,1,1,13447,0,796,713.754,262.323,3127.936
219,0.677,5.844,0.403,0.669,0.597,1,1,13534,0,803,730.548,296.737,3145.231
220,0.626,6.59,0.454,0.618,0.546,1,0,13617,0,809,689.249,258.695,3161.426
221,0.649,6.253,0.431,0.641,0.569,1,0,13702,0,815,725.978,282.583,3178.117
222,0.704,5.458,0.376,0.696,0.624,1,1,13791,0,822,736.506,310.918,3195.981
223,0.63,6.529,0.45,0.622,0.55,1,0,13875,0,828,696.613,263.198,3212.265
224,0.629,6.538,0.451,0.621,0.549,1,0,13959,0,834,702.825,265.288,3228.536
225,0.65,6.236,0.43,0.642,0.57,1,0,14044,0,840,718.215,280.066,3245.252
226,0.609,6.836,0.471,0.601,0.529,1,1,14126,0,845,690.433,252.113,3261.084
227,0.649,6.252,0.431,0.641,0.569,1,1,14211,0,851,731.368,284.728,3277.777
228,0.612,6.783,0.468,0.604,0.532,1,1,14293,0,857,681.936,250.494,3293.687
229,0.678,5.829,0.402,0.67,0.598,1,1,14380,0,864,744.3,302.784,3311.004
230,0.691,5.637,0.389,0.683,0.611,1,0,14468,0,871,755.563,313.355,3328.604
231,0.66,6.092,0.42,0.652,0.58,1,0,14554,0,877,712.296,281.999,3345.532
232,0.617,6.707,0.463,0.609,0.537,1,1,14637,0,883,711.231,263.496,3361.554
233,0.7,5.508,0.38,0.692,0.62,1,1,14726,0,890,741.215,311.373,3379.345
234,0.704,5.458,0.376,0.696,0.624,1,1,14815,0,897,749.605,316.432,3397.209
235,0.698,5.544,0.382,0.69,0.618,1,1,14903,0,904,726.429,304.075,3414.947
236,0.633,6.486,0.447,0.625,0.553,1,1,14987,0,910,699.292,265.454,3431.294
237,0.648,6.265,0.432,0.64,0.568,1,1,15072,0,916,742.707,288.745,3447.968
238,0.655,6.157,0.425,0.647,0.575,1,1,15157,0,922,751.43,295.468,3464.801
239,0.652,6.211,0.428,0.644,0.572,1,1,15242,0,928,743.04,290.524,3481.554
240,0.677,5.85,0.403,0.669,0.597,1,1,15329,0,935,722.739,293.397,3498.841
241,0.622,6.648,0.458,0.614,0.542,1,1,15412,0,941,734.501,273.91,3514.95
242,0.645,6.311,0.435,0.637,0.565,1,1,15497,0,947,698.59,270.239,3531.555
243,0.65,6.231,0.43,0.642,0.57,1,0,15582,0,953,735.379,286.917,3548.279
244,0.692,5.626,0.388,0.684,0.612,1,1,15670,0,960,762.486,316.592,3565.896
245,0.632,6.493,0.448,0.624,0.552,1,1,15754,0,966,705.29,267.529,3582.233
246,0.718,5.256,0.362,0.71,0.638,1,0,15844,0,973,738.264,317.835,3600.396
247,0.654,6.173,0.426,0.646,0.574,1,1,15929,0,979,726.609,285.249,3617.206
248,0.626,6.577,0.454,0.618,0.546,1,1,16012,0,985,696.261,261.696,3633.42
249,0.654,6.172,0.426,0.646,0.574,1,0,16097,0,991,729.205,286.3,3650.231
250,0.643,6.341,0.437,0.635,0.563,1,0,16181,0,997,729.78,281.426,3666.793
251,0.707,5.407,0.373,0.699,0.627,1,1,16270,0,1004,733.522,311.196,3684.733
252,0.717,5.261,0.363,0.709,0.637,1,0,16360,0,1011,765.671,329.478,3702.888
253,0.624,6.613,0.456,0.616,0.544,1,0,16443,0,1017,694.329,259.939,3719.049
254,0.653,6.19,0.427,0.645,0.573,1,0,16528,0,1023,711.791,278.938,3735.834
255,0.65,6.237,0.43,0.642,0.57,1,1,16613,0,1029,743.558,289.941,3752.55
256,0.67,5.945,0.41,0.662,0.59,1,1,16699,0,1035,722.512,290.46,3769.697
257,0.677,5.844,0.403,0.669,0.597,1,1,16786,0,1042,718.751,291.956,3786.992
258,0.684,5.738,0.396,0.676,0.604,1,1,16873,0,1049,736.129,302.224,3804.444
259,0.667,5.985,0.413,0.659,0.587,1,1,16959,0,1055,730.637,292.512,3821.531
260,0.727,5.12,0.353,0.719,0.647,1,1,17049,0,1062,778.08,339.335,3839.894
261,0.726,5.137,0.354,0.718,0.646,1,0,17139,0,1069,756.034,329.205,3858.232
262,0.684,5.736,0.396,0.676,0.604,1,1,17226,0,1076,721.313,296.205,3875.687
263,0.716,5.273,0.364,0.708,0.636,1,0,17316,0,1083,738.923,317.587,3893.824
264,0.729,5.09,0.351,0.721,0.649,1,1,17407,0,1090,748.163,327.24,3912.232
265,0.652,6.201,0.428,0.644,0.572,1,1,17492,0,1096,744.625,291.449,3929.0
266,0.634,6.463,0.446,0.626,0.554,1,0,17576,0,1102,710.555,270.421,3945.382
267,0.713,5.32,0.367,0.705,0.633,1,1,17665,0,1109,778.33,333.005,3963.45
268,0.635,6.454,0.445,0.627,0.555,1,0,17749,0,1115,727.065,276.98,3979.846
269,0.691,5.637,0.389,0.683,0.611,1,0,17837,0,1122,751.158,311.545,3997.446
270,0.649,6.255,0.431,0.641,0.569,1,1,17922,0,1128,730.244,284.205,4014.136
271,0.724,5.163,0.356,0.716,0.644,1,1,18012,0,1135,785.727,341.294,4032.436
272,0.645,6.312,0.435,0.637,0.565,1,0,18097,0,1141,716.592,277.192,4049.041
273,0.684,5.747,0.396,0.676,0.604,1,0,18184,0,1148,765.709,314.087,4066.479
274,0.689,5.674,0.391,0.681,0.609,1,1,18272,0,1155,735.279,303.813,4084.024
275,0.718,5.246,0.362,0.71,0.638,1,0,18362,0,1162,753.072,324.505,4102.201
276,0.695,5.589,0.385,0.687,0.615,1,0,18450,0,1169,723.759,301.607,4119.872
277,0.696,5.574,0.384,0.688,0.616,1,0,18538,0,1176,757.135,316.007,4137.567
278,0.705,5.445,0.375,0.697,0.625,1,1,18627,0,1183,769.081,325.095,4155.451
279,0.695,5.577,0.385,0.687,0.615,1,1,18715,0,1190,751.228,313.444,4173.141
280,0.688,5.682,0.392,0.68,0.608,1,1,18803,0,1197,743.825,307.106,4190.675
281,0.698,5.543,0.382,0.69,0.618,1,0,18891,0,1204,732.409,306.621,4208.414
282,0.677,5.85,0.403,0.669,0.597,1,0,18978,0,1211,724.293,294.016,4225.701
283,0.666,6.001,0.414,0.658,0.586,1,1,19064,0,1217,747.108,298.619,4242.765
284,0.721,5.212,0.359,0.713,0.641,1,0,19154,0,1224,744.931,322.044,4260.992
285,0.716,5.284,0.364,0.708,0.636,1,0,19244,0,1231,770.921,330.994,4279.113
286,0.73,5.078,0.35,0.722,0.65,1,1,19335,0,1238,766.873,335.792,4297.539
287,0.732,5.047,0.348,0.724,0.652,1,1,19426,0,1245,771.124,338.644,4316.01
288,0.704,5.453,0.376,0.696,0.624,1,1,19515,0,1252,759.808,320.914,4333.882
289,0.718,5.249,0.362,0.71,0.638,1,0,19605,0,1259,759.339,327.139,4352.056
290,0.663,6.05,0.417,0.655,0.583,1,0,19691,0,1265,719.7,286.19,4369.047
291,0.678,5.826,0.402,0.67,0.598,1,1,19778,0,1272,728.059,296.254,4386.368
292,0.648,6.263,0.432,0.64,0.568,1,0,19863,0,1278,721.532,280.552,4403.044
293,0.684,5.742,0.396,0.676,0.604,1,1,19950,0,1285,755.921,310.231,4420.49
294,0.663,6.042,0.417,0.655,0.583,1,0,20036,0,1291,747.772,297.589,4437.492
295,0.666,5.998,0.414,0.658,0.586,1,1,20122,0,1297,740.308,295.967,4454.559
296,0.729,5.084,0.351,0.721,0.649,1,1,20213,0,1304,764.356,334.49,4472.975
297,0.682,5.764,0.398,0.674,0.602,1,1,20300,0,1311,764.262,312.947,4490.388
298,0.696,5.569,0.384,0.688,0.616,1,1,20388,0,1318,738.581,308.404,4508.089
299,0.733,5.028,0.347,0.725,0.653,1,1,20479,0,1326,786.479,345.997,4526.588
