Time(s),Density,AvgSpeed(m/s),Alpha,CongestionScore_CD,Weight_wij,Sigma_Constrained(0/1),RerouteTriggered(0/1),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
82,0.552,7.661,0.528,0.544,0.472,0,0,4233,0,193,695.59,230.239,1036.763
83,0.521,8.109,0.559,0.513,0.441,0,0,4289,0,196,661.253,206.62,1050.716
84,0.529,7.987,0.551,0.521,0.449,0,0,4346,0,199,673.93,213.966,1064.848
85,0.548,7.716,0.532,0.54,0.468,0,0,4404,0,202,667.858,219.535,1079.38
86,0.475,8.774,0.605,0.467,0.395,0,0,4457,0,205,632.458,180.212,1092.351
87,0.491,8.536,0.589,0.483,0.411,0,0,4511,0,208,634.324,186.988,1105.673
88,0.539,7.85,0.541,0.531,0.459,0,0,4568,0,211,665.29,215.005,1120.007
89,0.482,8.671,0.598,0.474,0.402,0,0,4621,0,214,644.304,186.333,1133.13
90,0.566,7.455,0.514,0.558,0.486,0,0,4680,0,218,677.645,230.067,1148.047
91,0.569,7.408,0.511,0.561,0.489,0,0,4739,0,222,693.542,236.825,1163.035
92,0.521,8.11,0.559,0.513,0.441,0,0,4795,0,225,643.381,201.012,1176.986
93,0.528,8.006,0.552,0.52,0.448,0,0,4851,0,228,651.943,206.473,1191.09
94,0.528,8.006,0.552,0.52,0.448,0,0,4907,0,231,669.098,211.928,1205.195
95,0.477,8.75,0.603,0.469,0.397,0,0,4960,0,234,626.827,179.227,1218.201
96,0.517,8.163,0.563,0.509,0.437,0,0,5016,0,237,661.324,205.147,1232.073
97,0.494,8.494,0.586,0.486,0.414,0,0,5070,0,240,629.419,186.641,1245.457
98,0.497,8.449,0.583,0.489,0.417,0,0,5124,0,243,631.191,188.331,1258.907
99,0.544,7.773,0.536,0.536,0.464,0,0,5182,0,246,695.364,226.952,1273.356
100,0.552,7.657,0.528,0.544,0.472,0,0,5240,0,249,659.607,218.424,1287.975
101,0.486,8.615,0.594,0.478,0.406,0,0,5294,0,252,624.045,181.925,1301.18
102,0.558,7.568,0.522,0.55,0.478,0,0,5353,0,255,684.578,229.217,1315.931
103,0.539,7.85,0.541,0.531,0.459,0,0,5410,0,258,691.131,223.365,1330.266
104,0.555,7.618,0.525,0.547,0.475,0,0,5468,0,261,668.071,222.326,1344.943
105,0.55,7.689,0.53,0.542,0.47,0,0,5526,0,264,693.597,228.774,1359.515
106,0.513,8.221,0.567,0.505,0.433,0,0,5581,0,267,679.809,209.256,1373.302
107,0.543,7.79,0.537,0.535,0.463,0,0,5638,0,270,659.052,214.617,1387.725
108,0.535,7.906,0.545,0.527,0.455,0,0,5695,0,273,649.888,208.528,1401.977
109,0.587,7.15,0.493,0.579,0.507,1,0,5756,0,277,697.297,245.549,1417.345
110,0.557,7.587,0.523,0.549,0.477,0,0,5814,0,280,670.496,223.977,1432.067
111,0.581,7.241,0.499,0.573,0.501,1,1,5874,0,284,671.465,233.932,1447.301
112,0.514,8.201,0.566,0.506,0.434,0,0,5930,0,287,643.162,198.5,1461.117
113,0.578,7.279,0.502,0.57,0.498,0,0,5990,0,291,709.593,246.076,1476.293
114,0.535,7.904,0.545,0.527,0.455,0,0,6047,0,294,664.491,213.264,1490.548
115,0.514,8.202,0.566,0.506,0.434,0,0,6103,0,297,641.097,197.854,1504.364
116,0.569,7.406,0.511,0.561,0.489,0,0,6162,0,301,682.232,233.02,1519.354
117,0.512,8.238,0.568,0.504,0.432,0,0,6217,0,304,633.378,194.508,1533.115
118,0.586,7.17,0.494,0.578,0.506,1,0,6277,0,308,702.482,246.793,1548.453
119,0.529,7.987,0.551,0.521,0.449,0,0,6334,0,311,684.264,217.267,1562.586
120,0.514,8.21,0.566,0.506,0.434,0,0,6389,0,314,653.764,201.532,1576.389
121,0.573,7.357,0.507,0.565,0.493,0,0,6449,0,318,678.051,232.967,1591.451
122,0.576,7.306,0.504,0.568,0.496,0,0,6509,0,322,667.164,230.635,1606.589
123,0.596,7.017,0.484,0.588,0.516,1,0,6570,0,326,683.672,244.518,1622.154
124,0.554,7.62,0.526,0.546,0.474,0,0,6628,0,329,675.703,224.796,1636.827
125,0.518,8.144,0.562,0.51,0.438,0,0,6684,0,332,664.658,206.705,1650.727
126,0.592,7.069,0.488,0.584,0.512,1,1,6745,0,336,684.981,243.494,1666.214
127,0.607,6.857,0.473,0.599,0.527,1,1,6807,0,340,724.32,263.843,1682.014
128,0.612,6.78,0.468,0.604,0.532,1,0,6889,0,346,715.356,262.869,1697.928
129,0.524,8.062,0.556,0.516,0.444,0,0,6945,0,349,679.677,213.689,1711.95
130,0.578,7.281,0.502,0.57,0.498,0,0,7005,0,353,699.116,242.396,1727.124
131,0.565,7.471,0.515,0.557,0.485,0,0,7064,0,356,690.378,233.951,1742.019
132,0.578,7.277,0.502,0.57,0.498,0,0,7124,0,360,697.816,242.069,1757.199
133,0.578,7.278,0.502,0.57,0.498,0,0,7184,0,364,701.248,243.214,1772.378
134,0.572,7.361,0.508,0.564,0.492,0,0,7244,0,368,670.473,230.238,1787.433
135,0.553,7.642,0.527,0.545,0.473,0,0,7302,0,371,673.527,223.456,1802.075
136,0.618,6.705,0.462,0.61,0.538,1,0,7385,0,377,693.774,257.069,1818.098
137,0.542,7.798,0.538,0.534,0.462,0,0,7442,0,380,656.131,213.466,1832.51
138,0.527,8.013,0.553,0.519,0.447,0,0,7498,0,383,641.544,203.009,1846.604
139,0.54,7.827,0.54,0.532,0.46,0,0,7555,0,386,678.542,219.918,1860.972
140,0.627,6.575,0.453,0.619,0.547,1,1,7638,0,392,733.594,275.783,1877.188
141,0.541,7.814,0.539,0.533,0.461,0,0,7695,0,395,661.894,214.899,1891.576
142,0.599,6.977,0.481,0.591,0.519,1,1,7756,0,399,709.102,254.789,1907.2
143,0.575,7.323,0.505,0.567,0.495,0,0,7816,0,403,694.909,239.717,1922.312
144,0.552,7.654,0.528,0.544,0.472,0,0,7874,0,406,658.914,218.277,1936.935
145,0.609,6.835,0.471,0.601,0.529,1,1,7956,0,411,712.095,260.047,1952.768
146,0.589,7.123,0.491,0.581,0.509,1,0,8017,0,415,712.022,251.526,1968.175
147,0.623,6.632,0.457,0.615,0.543,1,1,8100,0,421,689.777,257.674,1984.307
148,0.611,6.804,0.469,0.603,0.531,1,0,8182,0,427,711.142,260.608,2000.185
149,0.586,7.161,0.494,0.578,0.506,1,1,8243,0,431,676.235,237.815,2015.537
150,0.556,7.594,0.524,0.548,0.476,0,0,8301,0,434,678.454,226.45,2030.249
151,0.575,7.328,0.505,0.567,0.495,0,0,8361,0,438,680.974,234.784,2045.354
152,0.546,7.74,0.534,0.538,0.466,0,0,8419,0,441,689.655,226.023,2059.851
153,0.553,7.646,0.527,0.545,0.473,0,0,8477,0,444,699.866,232.074,2074.486
154,0.641,6.372,0.439,0.633,0.561,1,1,8561,0,450,723.445,278.04,2091.002
155,0.601,6.947,0.479,0.593,0.521,1,1,8623,0,454,717.206,258.578,2106.669
156,0.56,7.533,0.52,0.552,0.48,0,0,8682,0,457,684.239,230.09,2121.471
157,0.605,6.892,0.475,0.597,0.525,1,1,8744,0,461,702.542,254.886,2137.219
158,0.639,6.388,0.441,0.631,0.559,1,1,8828,0,467,715.347,274.469,2153.712
159,0.607,6.857,0.473,0.599,0.527,1,0,8890,0,471,700.345,255.113,2169.512
160,0.638,6.403,0.442,0.63,0.558,1,1,8974,0,477,716.611,274.485,2185.981
161,0.614,6.763,0.466,0.606,0.534,1,1,9056,0,483,686.041,252.568,2201.92
162,0.602,6.924,0.478,0.594,0.522,1,0,9118,0,487,705.543,255.044,2217.621
163,0.583,7.201,0.497,0.575,0.503,1,1,9178,0,491,687.785,240.741,2232.913
164,0.63,6.532,0.45,0.622,0.55,1,1,9262,0,497,723.031,273.101,2249.193
165,0.586,7.161,0.494,0.578,0.506,1,0,9323,0,501,714.577,251.298,2264.544
166,0.631,6.509,0.449,0.623,0.551,1,1,9407,0,507,719.305,272.362,2280.857
167,0.604,6.903,0.476,0.596,0.524,1,1,9469,0,511,714.276,258.836,2296.59
168,0.595,7.032,0.485,0.587,0.515,1,1,9530,0,515,693.374,247.548,2312.132
169,0.559,7.55,0.521,0.551,0.479,0,0,9589,0,518,669.853,224.78,2326.908
170,0.621,6.651,0.459,0.613,0.541,1,1,9672,0,524,719.112,268.078,2343.012
171,0.582,7.225,0.498,0.574,0.502,1,0,9732,0,528,710.041,247.838,2358.27
172,0.635,6.458,0.445,0.627,0.555,1,0,9816,0,534,722.087,274.955,2374.659
173,0.658,6.121,0.422,0.65,0.578,1,1,9902,0,540,717.328,283.151,2391.546
174,0.618,6.706,0.462,0.61,0.538,1,0,9985,0,546,712.732,264.083,2407.569
175,0.651,6.217,0.429,0.643,0.571,1,1,10070,0,552,742.865,290.26,2424.313
176,0.628,6.547,0.452,0.62,0.548,1,1,10153,0,558,706.092,266.263,2440.571
177,0.58,7.256,0.5,0.572,0.5,0,0,10213,0,562,698.718,242.983,2455.782
178,0.59,7.11,0.49,0.582,0.51,1,1,10274,0,566,707.095,250.163,2471.208
179,0.616,6.729,0.464,0.608,0.536,1,0,10357,0,572,708.897,261.983,2487.198
180,0.666,6.007,0.414,0.658,0.586,1,1,10443,0,578,720.568,287.827,2504.253
181,0.582,7.221,0.498,0.574,0.502,1,1,10503,0,582,690.526,241.129,2519.515
182,0.603,6.921,0.477,0.595,0.523,1,0,10565,0,586,686.494,248.25,2535.221
183,0.653,6.196,0.427,0.645,0.573,1,1,10650,0,592,706.4,276.626,2551.996
184,0.578,7.284,0.502,0.57,0.498,0,0,10710,0,596,689.4,238.928,2567.165
185,0.609,6.822,0.471,0.601,0.529,1,1,10792,0,601,711.668,260.254,2583.016
186,0.618,6.704,0.462,0.61,0.538,1,1,10875,0,607,706.357,261.778,2599.042
187,0.62,6.667,0.46,0.612,0.54,1,1,10958,0,613,705.082,262.372,2615.123
188,0.644,6.325,0.436,0.636,0.564,1,1,11043,0,619,730.773,282.295,2631.708
189,0.635,6.449,0.445,0.627,0.555,1,1,11127,0,625,697.72,265.943,2648.111
190,0.669,5.955,0.411,0.661,0.589,1,1,11213,0,631,719.528,288.965,2665.243
191,0.665,6.011,0.415,0.657,0.585,1,1,11299,0,637,709.655,283.346,2682.292
192,0.676,5.863,0.404,0.668,0.596,1,1,11386,0,644,734.728,297.859,2699.559
193,0.615,6.746,0.465,0.607,0.535,1,0,11469,0,650,701.085,258.599,2715.523
194,0.584,7.186,0.496,0.576,0.504,1,0,11529,0,654,667.922,234.199,2730.837
195,0.603,6.918,0.477,0.595,0.523,1,1,11591,0,658,710.212,256.913,2746.547
196,0.627,6.566,0.453,0.619,0.547,1,1,11674,0,664,733.774,276.115,2762.776
197,0.635,6.446,0.445,0.627,0.555,1,1,11758,0,670,731.16,278.762,2779.183
198,0.615,6.741,0.465,0.607,0.535,1,0,11841,0,676,721.795,266.379,2795.153
199,0.652,6.202,0.428,0.644,0.572,1,1,11926,0,682,721.206,282.248,2811.92
200,0.682,5.77,0.398,0.674,0.602,1,0,12013,0,689,729.745,298.635,2829.324
201,0.592,7.073,0.488,0.584,0.512,1,1,12074,0,693,703.698,250.034,2844.805
202,0.644,6.321,0.436,0.636,0.564,1,0,12159,0,699,716.237,276.782,2861.396
203,0.645,6.311,0.435,0.637,0.565,1,1,12244,0,705,707.845,273.844,2878.002
204,0.673,5.908,0.407,0.665,0.593,1,0,12331,0,712,760.823,307.015,2895.202
205,0.641,6.372,0.439,0.633,0.561,1,1,12415,0,718,709.882,272.816,2911.718
206,0.631,6.503,0.449,0.623,0.551,1,1,12499,0,724,725.314,274.819,2928.04
207,0.634,6.467,0.446,0.626,0.554,1,1,12583,0,730,722.534,274.842,2944.415
208,0.687,5.702,0.393,0.679,0.607,1,1,12671,0,737,763.373,314.536,2961.919
209,0.655,6.156,0.425,0.647,0.575,1,1,12756,0,743,716.866,281.913,2978.753
210,0.634,6.46,0.446,0.626,0.554,1,0,12840,0,749,710.636,270.522,2995.138
211,0.613,6.765,0.467,0.605,0.533,1,0,12922,0,755,713.883,262.76,3011.074
212,0.662,6.068,0.418,0.654,0.582,1,1,13008,0,761,721.002,286.181,3028.039
213,0.694,5.603,0.386,0.686,0.614,1,1,13096,0,768,727.634,302.815,3045.69
214,0.676,5.855,0.404,0.668,0.596,1,1,13183,0,775,753.634,305.779,3062.97
215,0.63,6.531,0.45,0.622,0.55,1,1,13267,0,781,701.091,264.851,3079.251
216,0.672,5.921,0.408,0.664,0.592,1,1,13354,0,788,713.899,287.69,3096.432
217,0.609,6.824,0.471,0.601,0.529,1,0,13436,0,793,722.07,263.999,3112.281
218,0.65,6.231,0.43,0.642,0.57,1,1,13521,0,799,705.73,275.351,3129.005
219,0.641,6.363,0.439,0.633,0.561,1,1,13605,0,805,719.704,276.885,3145.534
220,0.679,5.815,0.401,0.671,0.599,1,1,13692,0,812,745.521,303.711,3162.872
221,0.604,6.907,0.476,0.596,0.524,1,0,13754,0,816,715.743,259.245,3178.599
222,0.674,5.888,0.406,0.666,0.594,1,1,13841,0,823,732.511,296.184,3195.828
223,0.675,5.87,0.405,0.667,0.595,1,1,13928,0,830,752.423,304.821,3213.086
224,0.624,6.606,0.456,0.616,0.544,1,1,14011,0,836,692.661,259.493,3229.255
225,0.693,5.615,0.387,0.685,0.613,1,1,14099,0,843,767.499,319.011,3246.888
226,0.62,6.665,0.46,0.612,0.54,1,0,14182,0,849,723.022,269.102,3262.971
227,0.612,6.782,0.468,0.604,0.532,1,1,14264,0,855,705.429,259.156,3278.882
228,0.643,6.333,0.437,0.635,0.563,1,0,14349,0,861,722.459,278.838,3295.456
229,0.683,5.763,0.397,0.675,0.603,1,0,14436,0,868,764.566,313.112,3312.87
230,0.636,6.438,0.444,0.628,0.556,1,0,14520,0,874,695.259,265.297,3329.288
231,0.706,5.423,0.374,0.698,0.626,1,1,14609,0,881,733.679,310.795,3347.205
232,0.638,6.414,0.442,0.63,0.558,1,1,14693,0,887,736.427,281.746,3363.658
233,0.641,6.36,0.439,0.633,0.561,1,1,14777,0,893,712.865,274.344,3380.193
234,0.639,6.399,0.441,0.631,0.559,1,0,14861,0,899,704.767,270.09,3396.669
235,0.622,6.647,0.458,0.614,0.542,1,1,14944,0,905,688.974,256.953,3412.779
236,0.675,5.875,0.405,0.667,0.595,1,1,15031,0,912,718.758,291.027,3430.029
237,0.68,5.806,0.4,0.672,0.6,1,0,15118,0,919,754.442,307.63,3447.38
238,0.629,6.533,0.451,0.621,0.549,1,1,15202,0,925,706.077,266.665,3463.658
239,0.678,5.829,0.402,0.67,0.598,1,1,15289,0,932,738.627,300.482,3480.976
240,0.618,6.696,0.462,0.61,0.538,1,1,15372,0,938,717.139,265.993,3497.013
241,0.679,5.808,0.401,0.671,0.599,1,1,15459,0,945,752.171,306.643,3514.362
242,0.716,5.275,0.364,0.708,0.636,1,0,15549,0,952,776.903,333.856,3532.496
243,0.693,5.615,0.387,0.685,0.613,1,1,15637,0,959,747.648,310.772,3550.13
244,0.666,6.004,0.414,0.658,0.586,1,1,15723,0,965,745.492,297.857,3567.188
245,0.687,5.696,0.393,0.679,0.607,1,0,15811,0,972,757.385,312.273,3584.702
246,0.656,6.147,0.424,0.648,0.576,1,1,15896,0,978,708.885,279.042,3601.549
247,0.674,5.888,0.406,0.666,0.594,1,0,15983,0,985,743.881,300.783,3618.779
248,0.67,5.952,0.41,0.662,0.59,1,0,16069,0,991,721.71,289.931,3635.915
249,0.688,5.685,0.392,0.68,0.608,1,0,16157,0,998,749.386,309.31,3653.445
250,0.67,5.944,0.41,0.662,0.59,1,0,16243,0,1004,748.684,301.011,3670.593
251,0.64,6.379,0.44,0.632,0.56,1,0,16327,0,1010,700.639,269.063,3687.098
252,0.688,5.683,0.392,0.68,0.608,1,0,16415,0,1017,730.374,301.52,3704.63
253,0.65,6.233,0.43,0.642,0.57,1,0,16500,0,1023,747.521,291.602,3721.351
254,0.706,5.418,0.374,0.698,0.626,1,0,16589,0,1030,735.242,311.612,3739.275
255,0.682,5.769,0.398,0.674,0.602,1,1,16676,0,1037,735.589,301.067,3756.681
256,0.637,6.43,0.443,0.629,0.557,1,1,16760,0,1043,710.987,271.556,3773.112
257,0.662,6.061,0.418,0.654,0.582,1,0,16846,0,1049,717.027,284.805,3790.087
258,0.63,6.524,0.45,0.622,0.55,1,1,16930,0,1055,690.632,261.075,3806.378
259,0.661,6.082,0.419,0.653,0.581,1,0,17016,0,1061,743.433,294.658,3823.322
260,0.687,5.696,0.393,0.679,0.607,1,1,17104,0,1068,737.051,303.89,3840.836
261,0.643,6.338,0.437,0.635,0.563,1,0,17189,0,1074,697.412,269.016,3857.401
262,0.681,5.79,0.399,0.673,0.601,1,0,17276,0,1081,756.835,309.088,3874.776
263,0.717,5.257,0.363,0.709,0.637,1,0,17366,0,1088,767.99,330.583,3892.936
264,0.687,5.701,0.393,0.679,0.607,1,0,17454,0,1095,740.699,305.24,3910.443
265,0.724,5.163,0.356,0.716,0.644,1,0,17544,0,1102,784.465,340.727,3928.742
266,0.707,5.407,0.373,0.699,0.627,1,1,17633,0,1109,776.429,329.411,3946.682
267,0.639,6.394,0.441,0.631,0.559,1,1,17717,0,1115,720.547,276.282,3963.166
268,0.674,5.884,0.406,0.666,0.594,1,1,17804,0,1122,731.646,295.972,3980.402
269,0.703,5.469,0.377,0.695,0.623,1,1,17893,0,1129,767.39,323.616,3998.251
270,0.635,6.446,0.445,0.627,0.555,1,1,17977,0,1135,736.275,280.715,4014.658
271,0.661,6.072,0.419,0.653,0.581,1,1,18063,0,1141,745.035,295.576,4031.615
272,0.642,6.346,0.438,0.634,0.562,1,1,18147,0,1147,732.869,282.441,4048.169
273,0.635,6.451,0.445,0.627,0.555,1,1,18231,0,1153,741.784,282.656,4064.568
274,0.693,5.614,0.387,0.685,0.613,1,0,18319,0,1160,762.391,316.929,4082.203
275,0.657,6.137,0.423,0.649,0.577,1,1,18404,0,1166,732.139,288.51,4099.066
276,0.679,5.817,0.401,0.671,0.599,1,1,18491,0,1173,735.686,299.649,4116.401
277,0.648,6.271,0.432,0.64,0.568,1,0,18576,0,1179,715.729,278.076,4133.066
278,0.681,5.782,0.399,0.673,0.601,1,1,18663,0,1186,728.106,297.608,4150.453
279,0.637,6.418,0.443,0.629,0.557,1,0,18747,0,1192,702.932,268.817,4166.9
280,0.73,5.078,0.35,0.722,0.65,1,0,18838,0,1199,761.364,333.368,4185.325
281,0.694,5.592,0.386,0.686,0.614,1,1,18926,0,1206,739.147,307.936,4202.992
282,0.694,5.598,0.386,0.686,0.614,1,0,19014,0,1213,725.44,302.055,4220.651
283,0.655,6.167,0.425,0.647,0.575,1,1,19099,0,1219,728.749,286.272,4237.47
284,0.728,5.101,0.352,0.72,0.648,1,0,19189,0,1226,787.552,344.103,4255.861
285,0.687,5.692,0.393,0.679,0.607,1,0,19277,0,1233,729.75,301.007,4273.381
286,0.675,5.875,0.405,0.667,0.595,1,1,19364,0,1240,737.442,298.599,4290.631
287,0.715,5.291,0.365,0.707,0.635,1,1,19454,0,1247,743.028,318.798,4308.742
288,0.731,5.056,0.349,0.723,0.651,1,0,19545,0,1254,765.77,336.016,4327.2
289,0.648,6.266,0.432,0.64,0.568,1,0,19630,0,1260,723.304,281.166,4343.873
290,0.702,5.487,0.378,0.694,0.622,1,1,19719,0,1267,767.654,323.159,4361.695
291,0.731,5.065,0.349,0.723,0.651,1,0,19810,0,1274,755.941,331.403,4380.14
292,0.652,6.204,0.428,0.644,0.572,1,1,19895,0,1280,710.605,278.041,4396.903
293,0.709,5.38,0.371,0.701,0.629,1,1,19984,0,1287,764.237,325.088,4414.883
294,0.67,5.945,0.41,0.662,0.59,1,0,20070,0,1293,745.184,299.57,4432.029
295,0.662,6.061,0.418,0.654,0.582,1,0,20156,0,1299,738.63,293.395,4449.004
296,0.702,5.488,0.378,0.694,0.622,1,1,20245,0,1306,772.716,325.243,4466.825
297,0.728,5.101,0.352,0.72,0.648,1,0,20335,0,1313,778.69,340.236,4485.217
298,0.662,6.064,0.418,0.654,0.582,1,1,20421,0,1319,737.296,292.773,4502.188
299,0.646,6.295,0.434,0.638,0.566,1,0,20506,0,1325,744.039,288.326,4518.817
