Time(s),Density,AvgSpeed(m/s),Alpha,CongestionScore_CD,Weight_wij,Sigma_Constrained(0/1),RerouteTriggered(0/1),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
175,0.607,6.865,0.473,0.599,0.527,1,1,9942,0,538,702.808,255.767,2408.48
176,0.608,6.841,0.472,0.6,0.528,1,1,10024,0,543,700.474,255.623,2424.303
177,0.606,6.87,0.474,0.598,0.526,1,0,10086,0,547,716.143,260.465,2440.084
178,0.593,7.059,0.487,0.585,0.513,1,1,10147,0,551,721.07,256.627,2455.585
179,0.627,6.561,0.453,0.619,0.547,1,1,10230,0,557,731.373,275.36,2471.822
180,0.579,7.268,0.501,0.571,0.499,0,0,10290,0,561,687.88,238.876,2487.015
181,0.621,6.66,0.459,0.613,0.541,1,0,10373,0,567,698.764,260.217,2503.105
182,0.665,6.018,0.415,0.657,0.585,1,1,10459,0,573,721.312,287.774,2520.143
183,0.625,6.599,0.455,0.617,0.545,1,1,10542,0,579,726.257,272.3,2536.324
184,0.652,6.201,0.428,0.644,0.572,1,1,10627,0,585,725.752,284.076,2553.093
185,0.648,6.261,0.432,0.64,0.568,1,1,10712,0,591,730.357,284.047,2569.772
186,0.656,6.146,0.424,0.648,0.576,1,0,10797,0,597,705.095,277.578,2586.621
187,0.581,7.229,0.499,0.573,0.501,1,0,10857,0,601,697.826,243.447,2601.872
188,0.653,6.193,0.427,0.645,0.573,1,1,10942,0,607,734.279,287.647,2618.652
189,0.66,6.089,0.42,0.652,0.58,1,1,11028,0,613,731.286,289.617,2635.585
190,0.596,7.025,0.484,0.588,0.516,1,1,11089,0,617,690.033,246.564,2651.138
191,0.679,5.821,0.401,0.671,0.599,1,0,11176,0,624,754.832,307.326,2668.467
192,0.666,6.0,0.414,0.658,0.586,1,1,11262,0,630,724.807,289.725,2685.532
193,0.592,7.078,0.488,0.584,0.512,1,0,11323,0,634,674.075,239.364,2701.005
194,0.674,5.881,0.406,0.666,0.594,1,1,11410,0,641,754.483,305.306,2718.246
195,0.622,6.646,0.458,0.614,0.542,1,1,11493,0,647,707.751,263.981,2734.357
196,0.592,7.07,0.488,0.584,0.512,1,1,11554,0,651,671.633,238.718,2749.842
197,0.614,6.754,0.466,0.606,0.534,1,0,11636,0,657,691.206,254.717,2765.794
198,0.618,6.698,0.462,0.61,0.538,1,1,11719,0,663,694.202,257.437,2781.828
199,0.66,6.087,0.42,0.652,0.58,1,0,11805,0,669,726.416,287.763,2798.765
200,0.614,6.751,0.466,0.606,0.534,1,1,11888,0,675,709.035,261.39,2814.722
201,0.658,6.121,0.422,0.65,0.578,1,1,11974,0,681,727.743,287.245,2831.608
202,0.663,6.05,0.417,0.655,0.583,1,0,12060,0,687,740.366,294.419,2848.599
203,0.639,6.4,0.441,0.631,0.559,1,0,12144,0,693,721.224,276.367,2865.075
204,0.67,5.945,0.41,0.662,0.59,1,1,12230,0,699,723.969,291.049,2882.221
205,0.606,6.874,0.474,0.598,0.526,1,0,12292,0,703,727.832,264.611,2897.996
206,0.646,6.292,0.434,0.638,0.566,1,1,12377,0,709,721.742,279.786,2914.63
207,0.599,6.968,0.481,0.591,0.519,1,0,12438,0,713,686.594,246.953,2930.267
208,0.675,5.875,0.405,0.667,0.595,1,0,12525,0,720,755.186,305.78,2947.517
209,0.607,6.853,0.473,0.599,0.527,1,0,12587,0,724,728.482,265.489,2963.323
210,0.652,6.2,0.428,0.644,0.572,1,1,12672,0,730,729.759,285.66,2980.093
211,0.675,5.878,0.405,0.667,0.595,1,1,12759,0,737,743.597,300.99,2997.338
212,0.612,6.781,0.468,0.604,0.532,1,0,12841,0,743,720.726,264.801,3013.25
213,0.636,6.435,0.444,0.628,0.556,1,0,12925,0,749,725.187,276.811,3029.672
214,0.667,5.989,0.413,0.659,0.587,1,0,13011,0,755,722.377,289.092,3046.754
215,0.6,6.958,0.48,0.592,0.52,1,0,13073,0,759,712.774,256.662,3062.405
216,0.693,5.607,0.387,0.685,0.613,1,1,13161,0,766,748.928,311.558,3080.051
217,0.634,6.46,0.446,0.626,0.554,1,1,13245,0,772,704.696,268.258,3096.436
218,0.645,6.31,0.435,0.637,0.565,1,0,13330,0,778,727.41,281.43,3113.043
219,0.693,5.612,0.387,0.685,0.613,1,1,13418,0,785,736.366,306.177,3130.681
220,0.645,6.314,0.435,0.637,0.565,1,1,13503,0,791,741.305,286.68,3147.282
221,0.672,5.911,0.408,0.664,0.592,1,1,13590,0,798,740.702,298.811,3164.479
222,0.68,5.801,0.4,0.672,0.6,1,0,13677,0,805,740.708,302.176,3181.837
223,0.632,6.495,0.448,0.624,0.552,1,1,13761,0,811,722.834,274.127,3198.171
224,0.648,6.26,0.432,0.64,0.568,1,0,13846,0,817,742.922,288.964,3214.852
225,0.628,6.552,0.452,0.62,0.548,1,1,13929,0,823,694.48,261.748,3231.103
226,0.678,5.823,0.402,0.67,0.598,1,1,14016,0,830,729.572,296.969,3248.429
227,0.706,5.422,0.374,0.698,0.626,1,1,14105,0,837,737.395,312.393,3266.347
228,0.704,5.454,0.376,0.696,0.624,1,1,14194,0,844,776.569,327.964,3284.217
229,0.618,6.696,0.462,0.61,0.538,1,1,14277,0,850,714.097,264.865,3300.255
230,0.647,6.278,0.433,0.639,0.567,1,1,14362,0,856,711.501,276.22,3316.909
231,0.632,6.495,0.448,0.624,0.552,1,0,14446,0,862,695.691,263.842,3333.244
232,0.621,6.655,0.459,0.613,0.541,1,0,14529,0,868,712.878,265.64,3349.342
233,0.652,6.199,0.428,0.644,0.572,1,1,14614,0,874,708.534,277.382,3366.113
234,0.683,5.759,0.397,0.675,0.603,1,1,14701,0,881,763.725,312.896,3383.534
235,0.634,6.465,0.446,0.626,0.554,1,0,14785,0,887,730.867,278.083,3399.912
236,0.703,5.464,0.377,0.695,0.623,1,1,14874,0,894,736.239,310.614,3417.768
237,0.695,5.581,0.385,0.687,0.615,1,1,14962,0,901,725.947,302.772,3435.452
238,0.643,6.333,0.437,0.635,0.563,1,0,15047,0,907,745.97,287.918,3452.026
239,0.706,5.425,0.374,0.698,0.626,1,1,15136,0,914,773.485,327.588,3469.939
240,0.639,6.398,0.441,0.631,0.559,1,0,15220,0,920,734.218,281.387,3486.416
241,0.691,5.639,0.389,0.683,0.611,1,0,15308,0,927,760.554,315.359,3504.013
242,0.637,6.42,0.443,0.629,0.557,1,0,15392,0,933,722.025,276.064,3520.458
243,0.658,6.12,0.422,0.65,0.578,1,1,15478,0,939,737.004,290.94,3537.346
244,0.669,5.958,0.411,0.661,0.589,1,1,15564,0,945,737.218,295.972,3554.473
245,0.675,5.878,0.405,0.667,0.595,1,0,15651,0,952,738.286,298.85,3571.719
246,0.63,6.522,0.45,0.622,0.55,1,0,15735,0,958,738.517,279.261,3588.014
247,0.712,5.334,0.368,0.704,0.632,1,0,15824,0,965,752.691,321.615,3606.062
248,0.663,6.051,0.417,0.655,0.583,1,0,15910,0,971,708.644,281.767,3623.051
249,0.647,6.286,0.433,0.639,0.567,1,0,15995,0,977,698.727,271.039,3639.694
250,0.639,6.392,0.441,0.631,0.559,1,0,16079,0,983,711.528,272.859,3656.18
251,0.634,6.471,0.446,0.626,0.554,1,1,16163,0,989,709.079,269.621,3672.55
252,0.628,6.55,0.452,0.62,0.548,1,1,16246,0,995,713.231,268.868,3688.803
253,0.71,5.361,0.37,0.702,0.63,1,1,16335,0,1002,761.447,324.491,3706.811
254,0.705,5.437,0.375,0.697,0.625,1,1,16424,0,1009,741.487,313.666,3724.706
255,0.696,5.566,0.384,0.688,0.616,1,1,16512,0,1016,734.13,306.63,3742.412
256,0.634,6.471,0.446,0.626,0.554,1,1,16596,0,1022,720.047,273.784,3758.781
257,0.72,5.225,0.36,0.712,0.64,1,1,16686,0,1029,739.585,319.348,3776.99
258,0.663,6.043,0.417,0.655,0.583,1,1,16772,0,1035,717.461,285.521,3793.992
259,0.679,5.808,0.401,0.671,0.599,1,0,16859,0,1042,756.668,308.484,3811.341
260,0.707,5.412,0.373,0.699,0.627,1,1,16948,0,1049,768.439,325.848,3829.273
261,0.707,5.407,0.373,0.699,0.627,1,1,17037,0,1056,759.202,322.107,3847.213
262,0.657,6.139,0.423,0.649,0.577,1,0,17122,0,1062,731.409,288.165,3864.073
263,0.712,5.34,0.368,0.704,0.632,1,1,17211,0,1069,764.993,326.667,3882.111
264,0.64,6.385,0.44,0.632,0.56,1,0,17295,0,1075,739.55,283.83,3898.608
265,0.724,5.161,0.356,0.716,0.644,1,1,17385,0,1082,756.577,328.683,3916.911
266,0.708,5.399,0.372,0.7,0.628,1,1,17474,0,1089,756.515,321.216,3934.863
267,0.706,5.42,0.374,0.698,0.626,1,1,17563,0,1096,728.873,308.846,3952.784
268,0.642,6.349,0.438,0.634,0.562,1,1,17647,0,1102,727.718,280.366,3969.333
269,0.686,5.719,0.394,0.678,0.606,1,0,17734,0,1109,762.595,313.688,3986.812
270,0.702,5.488,0.378,0.694,0.622,1,0,17823,0,1116,727.831,306.364,4004.633
271,0.72,5.219,0.36,0.712,0.64,1,0,17913,0,1123,752.29,325.013,4022.85
272,0.68,5.795,0.4,0.672,0.6,1,0,18000,0,1130,758.722,309.705,4040.217
273,0.687,5.7,0.393,0.679,0.607,1,0,18088,0,1137,751.109,309.549,4057.724
274,0.662,6.063,0.418,0.654,0.582,1,1,18174,0,1143,736.508,292.473,4074.696
275,0.658,6.122,0.422,0.65,0.578,1,0,18260,0,1149,729.148,287.792,4091.581
276,0.681,5.779,0.399,0.673,0.601,1,1,18347,0,1156,747.695,305.708,4108.972
277,0.655,6.156,0.425,0.647,0.575,1,1,18432,0,1162,731.251,287.588,4125.807
278,0.655,6.157,0.425,0.647,0.575,1,0,18517,0,1168,708.875,278.759,4142.641
279,0.701,5.495,0.379,0.693,0.621,1,0,18606,0,1175,755.899,317.938,4160.451
280,0.668,5.979,0.412,0.66,0.588,1,0,18692,0,1181,754.349,302.197,4177.547
281,0.695,5.582,0.385,0.687,0.615,1,1,18780,0,1188,757.1,315.741,4195.229
282,0.691,5.643,0.389,0.683,0.611,1,0,18868,0,1195,748.357,310.194,4212.821
283,0.697,5.557,0.383,0.689,0.617,1,1,18956,0,1202,749.563,313.374,4230.541
284,0.645,6.307,0.435,0.637,0.565,1,1,19041,0,1208,710.56,274.987,4247.152
285,0.691,5.645,0.389,0.683,0.611,1,1,19129,0,1215,754.714,312.75,4264.74
286,0.661,6.08,0.419,0.653,0.581,1,1,19215,0,1221,739.318,293.08,4281.687
287,0.732,5.046,0.348,0.724,0.652,1,1,19306,0,1228,742.636,326.162,4300.159
288,0.722,5.194,0.358,0.714,0.642,1,1,19396,0,1235,773.735,335.083,4318.414
289,0.712,5.331,0.368,0.704,0.632,1,1,19485,0,1242,776.643,331.949,4336.466
290,0.717,5.261,0.363,0.709,0.637,1,0,19575,0,1249,771.219,331.854,4354.621
291,0.712,5.34,0.368,0.704,0.632,1,1,19664,0,1256,778.793,332.562,4372.66
292,0.682,5.768,0.398,0.674,0.602,1,1,19751,0,1263,736.947,301.665,4390.068
293,0.663,6.042,0.417,0.655,0.583,1,0,19837,0,1269,746.768,297.217,4407.071
294,0.725,5.15,0.355,0.717,0.645,1,0,19927,0,1276,775.46,337.246,4425.391
295,0.693,5.617,0.387,0.685,0.613,1,0,20015,0,1283,745.411,309.777,4443.021
296,0.675,5.872,0.405,0.667,0.595,1,0,20102,0,1290,735.475,297.876,4460.274
297,0.705,5.443,0.375,0.697,0.625,1,1,20191,0,1297,755.31,319.318,4478.161
298,0.663,6.045,0.417,0.655,0.583,1,1,20277,0,1303,721.983,287.241,4495.159
299,0.683,5.757,0.397,0.675,0.603,1,0,20364,0,1310,727.693,298.188,4512.582
