Time(s),Density,AvgSpeed(m/s),Alpha,CongestionScore_CD,Weight_wij,Sigma_Constrained(0/1),RerouteTriggered(0/1),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
104,0.539,9.038,0.541,0.531,0.459,0,0,5463,0,263,694.288,224.443,1175.4
105,0.521,9.327,0.559,0.513,0.441,0,0,5519,0,266,658.192,205.945,1187.893
106,0.523,9.296,0.557,0.515,0.443,0,0,5575,0,269,676.464,212.414,1200.431
107,0.502,9.646,0.578,0.494,0.422,0,0,5630,0,272,629.665,189.816,1212.466
108,0.518,9.38,0.562,0.51,0.438,0,0,5686,0,275,652.104,202.792,1224.883
109,0.554,8.789,0.526,0.546,0.474,0,0,5744,0,278,689.007,228.896,1238.15
110,0.5,9.685,0.58,0.492,0.42,0,0,5799,0,281,659.646,197.916,1250.128
111,0.593,8.126,0.487,0.585,0.513,1,1,5860,0,285,689.652,245.557,1264.351
112,0.565,8.598,0.515,0.557,0.485,0,0,5919,0,289,690.207,234.035,1277.894
113,0.558,8.71,0.522,0.55,0.478,0,0,5978,0,292,659.969,221.127,1291.275
114,0.513,9.462,0.567,0.505,0.433,0,0,6033,0,295,662.981,204.227,1303.574
115,0.526,9.246,0.554,0.518,0.446,0,0,6089,0,298,666.244,210.395,1316.184
116,0.596,8.083,0.484,0.588,0.516,1,1,6150,0,302,687.827,245.964,1330.468
117,0.55,8.848,0.53,0.542,0.47,0,0,6208,0,305,679.533,224.314,1343.651
118,0.535,9.104,0.545,0.527,0.455,0,0,6265,0,308,667.821,214.306,1356.466
119,0.557,8.733,0.523,0.549,0.477,0,0,6323,0,311,679.324,227.047,1369.814
120,0.562,8.657,0.518,0.554,0.482,0,0,6382,0,314,659.9,222.359,1383.271
121,0.601,7.996,0.479,0.593,0.521,1,1,6444,0,318,696.752,251.34,1397.681
122,0.541,9.006,0.539,0.533,0.461,0,0,6501,0,321,683.183,221.635,1410.636
123,0.54,9.016,0.54,0.532,0.46,0,0,6558,0,324,645.388,209.161,1423.578
124,0.557,8.727,0.523,0.549,0.477,0,0,6617,0,327,672.107,224.786,1436.935
125,0.564,8.611,0.516,0.556,0.484,0,0,6676,0,330,683.377,231.414,1450.46
126,0.564,8.611,0.516,0.556,0.484,0,0,6735,0,333,665.466,225.331,1463.984
127,0.549,8.865,0.531,0.541,0.469,0,0,6793,0,336,680.986,224.372,1477.142
128,0.598,8.046,0.482,0.59,0.518,1,1,6854,0,340,683.444,245.291,1491.479
129,0.582,8.313,0.498,0.574,0.502,1,0,6914,0,344,686.156,239.705,1505.433
130,0.549,8.875,0.531,0.541,0.469,0,0,6972,0,347,654.72,215.503,1518.577
131,0.599,8.036,0.481,0.591,0.519,1,1,7033,0,351,709.964,255.072,1532.929
132,0.594,8.112,0.486,0.586,0.514,1,0,7094,0,355,711.157,253.551,1547.171
133,0.547,8.896,0.533,0.539,0.467,0,0,7152,0,358,661.447,217.209,1560.285
134,0.553,8.802,0.527,0.545,0.473,0,0,7210,0,361,690.765,229.173,1573.535
135,0.531,9.161,0.549,0.523,0.451,0,0,7267,0,364,681.561,217.313,1586.267
136,0.622,7.648,0.458,0.614,0.542,1,1,7350,0,370,720.951,269.08,1601.178
137,0.533,9.132,0.547,0.525,0.453,0,0,7407,0,373,677.662,216.799,1613.953
138,0.54,9.012,0.54,0.532,0.46,0,0,7464,0,376,677.32,219.596,1626.899
139,0.608,7.886,0.472,0.6,0.528,1,1,7526,0,380,718.1,261.873,1641.468
140,0.552,8.82,0.528,0.544,0.472,0,0,7584,0,383,669.032,221.534,1654.691
141,0.533,9.134,0.547,0.525,0.453,0,0,7641,0,386,682.256,218.218,1667.464
142,0.629,7.529,0.451,0.621,0.549,1,1,7725,0,392,716.141,270.341,1682.545
143,0.63,7.518,0.45,0.622,0.55,1,1,7809,0,398,728.161,275.158,1697.643
144,0.63,7.514,0.45,0.622,0.55,1,0,7893,0,404,697.588,263.725,1712.747
145,0.547,8.894,0.533,0.539,0.467,0,0,7951,0,407,690.713,226.877,1725.864
146,0.594,8.115,0.486,0.586,0.514,1,1,8012,0,411,675.404,240.738,1740.102
147,0.587,8.237,0.493,0.579,0.507,1,1,8073,0,415,717.098,252.469,1754.165
148,0.608,7.88,0.472,0.6,0.528,1,0,8155,0,420,717.56,261.836,1768.742
149,0.594,8.115,0.486,0.586,0.514,1,0,8216,0,424,700.865,249.814,1782.98
150,0.59,8.182,0.49,0.582,0.51,1,1,8277,0,428,677.446,239.834,1797.122
151,0.59,8.19,0.49,0.582,0.51,1,0,8338,0,432,719.46,254.496,1811.251
152,0.584,8.28,0.496,0.576,0.504,1,0,8398,0,436,713.961,250.253,1825.252
153,0.561,8.669,0.519,0.553,0.481,0,0,8457,0,439,698.477,235.064,1838.693
154,0.569,8.538,0.511,0.561,0.489,0,0,8516,0,443,692.706,236.393,1852.323
155,0.607,7.895,0.473,0.599,0.527,1,0,8578,0,447,705.339,256.99,1866.878
156,0.632,7.48,0.448,0.624,0.552,1,0,8662,0,453,732.982,277.976,1882.03
157,0.604,7.947,0.476,0.596,0.524,1,0,8724,0,457,682.669,247.456,1896.51
158,0.587,8.237,0.493,0.579,0.507,1,1,8785,0,461,689.609,242.78,1910.572
159,0.608,7.877,0.472,0.6,0.528,1,0,8867,0,466,692.584,252.778,1925.153
160,0.639,7.358,0.441,0.631,0.559,1,0,8951,0,472,722.171,277.062,1940.481
161,0.568,8.548,0.512,0.56,0.488,0,0,9010,0,476,662.368,225.8,1954.096
162,0.571,8.496,0.509,0.563,0.491,0,0,9069,0,480,676.467,231.854,1967.786
163,0.621,7.66,0.459,0.613,0.541,1,1,9152,0,486,705.13,262.86,1982.679
164,0.589,8.203,0.491,0.581,0.509,1,0,9213,0,490,683.638,241.511,1996.79
165,0.6,8.01,0.48,0.592,0.52,1,1,9275,0,494,695.778,250.63,2011.179
166,0.6,8.017,0.48,0.592,0.52,1,0,9336,0,498,686.089,246.973,2025.559
167,0.603,7.958,0.477,0.595,0.523,1,1,9398,0,502,702.134,254.231,2040.023
168,0.619,7.705,0.461,0.611,0.539,1,0,9481,0,508,705.372,261.806,2054.851
169,0.579,8.373,0.501,0.571,0.499,0,0,9541,0,512,683.487,237.295,2068.719
170,0.64,7.35,0.44,0.632,0.56,1,0,9625,0,518,739.457,283.89,2084.058
171,0.607,7.893,0.473,0.599,0.527,1,1,9687,0,522,709.136,258.424,2098.616
172,0.618,7.715,0.462,0.61,0.538,1,1,9770,0,528,701.385,260.083,2113.43
173,0.601,7.991,0.479,0.593,0.521,1,1,9832,0,532,684.258,246.943,2127.846
174,0.621,7.666,0.459,0.613,0.541,1,0,9915,0,538,707.676,263.665,2142.731
175,0.629,7.531,0.451,0.621,0.549,1,0,9999,0,544,723.293,272.996,2157.81
176,0.57,8.523,0.51,0.562,0.49,0,0,10058,0,548,686.258,234.557,2171.462
177,0.615,7.759,0.465,0.607,0.535,1,0,10141,0,554,682.813,252.109,2186.212
178,0.605,7.935,0.475,0.597,0.525,1,0,10203,0,558,720.367,261.434,2200.71
179,0.591,8.165,0.489,0.583,0.511,1,1,10264,0,562,691.479,245.231,2214.876
180,0.63,7.519,0.45,0.622,0.55,1,0,10348,0,568,725.45,274.103,2229.972
181,0.603,7.967,0.477,0.595,0.523,1,1,10410,0,572,713.722,258.205,2244.423
182,0.67,6.845,0.41,0.662,0.59,1,0,10496,0,578,720.339,289.627,2260.49
183,0.613,7.798,0.467,0.605,0.533,1,1,10578,0,584,705.819,259.62,2275.184
184,0.628,7.554,0.452,0.62,0.548,1,0,10661,0,590,710.971,267.74,2290.229
185,0.603,7.965,0.477,0.595,0.523,1,1,10723,0,594,693.699,251.001,2304.684
186,0.623,7.631,0.457,0.615,0.543,1,0,10806,0,600,716.095,267.687,2319.618
187,0.669,6.859,0.411,0.661,0.589,1,1,10892,0,606,722.394,290.102,2335.665
188,0.582,8.323,0.498,0.574,0.502,1,0,10952,0,610,668.394,233.259,2349.604
189,0.654,7.113,0.426,0.646,0.574,1,1,11037,0,616,720.18,282.619,2365.284
190,0.664,6.953,0.416,0.656,0.584,1,0,11123,0,622,725.401,288.837,2381.195
191,0.598,8.055,0.482,0.59,0.518,1,1,11184,0,626,718.402,257.612,2395.519
192,0.671,6.83,0.409,0.663,0.591,1,0,11270,0,632,747.834,301.079,2411.607
193,0.624,7.61,0.456,0.616,0.544,1,0,11353,0,638,724.846,271.53,2426.573
194,0.667,6.897,0.413,0.659,0.587,1,1,11439,0,644,737.606,295.192,2442.564
195,0.583,8.293,0.497,0.575,0.503,1,0,11499,0,648,715.755,250.546,2456.546
196,0.674,6.774,0.406,0.666,0.594,1,0,11586,0,655,741.191,299.892,2472.714
197,0.586,8.246,0.494,0.578,0.506,1,0,11647,0,659,682.084,239.922,2486.764
198,0.633,7.458,0.447,0.625,0.553,1,1,11731,0,665,719.447,273.42,2501.948
199,0.594,8.124,0.486,0.586,0.514,1,0,11792,0,669,701.042,249.662,2516.174
200,0.626,7.585,0.454,0.618,0.546,1,0,11875,0,675,692.52,260.031,2531.175
201,0.594,8.114,0.486,0.586,0.514,1,0,11936,0,679,678.468,241.855,2545.415
202,0.646,7.246,0.434,0.638,0.566,1,0,12021,0,685,721.558,279.718,2560.904
203,0.675,6.761,0.405,0.667,0.595,1,1,12108,0,692,759.588,307.707,2577.091
204,0.67,6.844,0.41,0.662,0.59,1,1,12194,0,698,722.268,290.422,2593.159
205,0.635,7.438,0.445,0.627,0.555,1,0,12278,0,704,730.442,278.117,2608.371
206,0.597,8.061,0.483,0.589,0.517,1,0,12339,0,708,722.838,259.052,2622.687
207,0.685,6.594,0.395,0.677,0.605,1,1,12426,0,715,745.669,306.549,2639.115
208,0.681,6.667,0.399,0.673,0.601,1,1,12513,0,722,753.501,307.778,2655.438
209,0.617,7.737,0.463,0.609,0.537,1,0,12596,0,728,705.7,261.128,2670.221
210,0.612,7.821,0.468,0.604,0.532,1,1,12678,0,734,690.997,253.607,2684.882
211,0.652,7.146,0.428,0.644,0.572,1,1,12763,0,740,728.128,284.875,2700.515
212,0.67,6.85,0.41,0.662,0.59,1,1,12849,0,746,715.945,287.729,2716.574
213,0.634,7.452,0.446,0.626,0.554,1,0,12933,0,752,728.543,277.033,2731.767
214,0.694,6.454,0.386,0.686,0.614,1,1,13021,0,759,735.985,306.269,2748.397
215,0.681,6.665,0.399,0.673,0.601,1,1,13108,0,766,765.399,312.709,2764.723
216,0.663,6.967,0.417,0.655,0.583,1,0,13194,0,772,716.05,284.776,2780.614
217,0.635,7.43,0.445,0.627,0.555,1,0,13278,0,778,716.424,273.002,2795.839
218,0.674,6.774,0.406,0.666,0.594,1,0,13365,0,785,750.439,303.645,2812.008
219,0.667,6.898,0.413,0.659,0.587,1,1,13451,0,791,725.93,290.505,2827.999
220,0.654,7.114,0.426,0.646,0.574,1,1,13536,0,797,724.665,284.375,2843.678
221,0.615,7.759,0.465,0.607,0.535,1,0,13619,0,803,684.407,252.711,2858.429
222,0.642,7.317,0.438,0.634,0.562,1,0,13703,0,809,705.481,271.696,2873.817
223,0.688,6.544,0.392,0.68,0.608,1,1,13791,0,816,734.615,303.324,2890.317
224,0.605,7.924,0.475,0.597,0.525,1,1,13853,0,820,681.47,247.573,2904.83
225,0.661,6.99,0.419,0.653,0.581,1,0,13939,0,826,710.88,282.127,2920.688
226,0.705,6.263,0.375,0.697,0.625,1,1,14028,0,833,768.613,325.104,2937.592
227,0.678,6.715,0.402,0.67,0.598,1,0,14115,0,840,747.884,304.198,2953.846
228,0.682,6.64,0.398,0.674,0.602,1,1,14202,0,847,732.115,299.767,2970.208
229,0.622,7.645,0.458,0.614,0.542,1,1,14285,0,853,693.856,259.041,2985.123
230,0.645,7.258,0.435,0.637,0.565,1,0,14370,0,859,703.579,272.438,3000.594
231,0.624,7.607,0.456,0.616,0.544,1,0,14453,0,865,705.853,264.481,3015.564
232,0.655,7.097,0.425,0.647,0.575,1,1,14538,0,871,735.073,288.897,3031.268
233,0.687,6.57,0.393,0.679,0.607,1,1,14626,0,878,745.398,307.074,3047.73
234,0.665,6.926,0.415,0.657,0.585,1,1,14712,0,884,756.188,301.852,3063.681
235,0.63,7.519,0.45,0.622,0.55,1,0,14796,0,890,704.477,266.197,3078.777
236,0.629,7.526,0.451,0.621,0.549,1,1,14880,0,896,711.362,268.618,3093.864
237,0.689,6.531,0.391,0.681,0.609,1,0,14968,0,903,758.77,313.641,3110.382
238,0.638,7.381,0.442,0.63,0.558,1,0,15052,0,909,734.873,281.313,3125.677
239,0.63,7.508,0.45,0.622,0.55,1,1,15136,0,915,716.108,270.87,3140.789
240,0.631,7.499,0.449,0.623,0.551,1,0,15220,0,921,738.769,279.683,3155.914
241,0.663,6.971,0.417,0.655,0.583,1,1,15306,0,927,746.198,296.649,3171.799
242,0.682,6.638,0.398,0.674,0.602,1,1,15393,0,934,717.113,293.655,3188.163
243,0.649,7.193,0.431,0.641,0.569,1,0,15478,0,940,704.746,274.539,3203.728
244,0.65,7.175,0.43,0.642,0.57,1,1,15563,0,946,744.756,290.627,3219.32
245,0.695,6.422,0.385,0.687,0.615,1,1,15651,0,953,728.942,304.168,3235.996
246,0.669,6.858,0.411,0.661,0.589,1,1,15737,0,959,728.799,292.687,3252.044
247,0.691,6.498,0.389,0.683,0.611,1,1,15825,0,966,721.036,298.899,3268.61
248,0.624,7.622,0.456,0.616,0.544,1,1,15908,0,972,713.855,267.083,3283.557
249,0.684,6.62,0.396,0.676,0.604,1,1,15995,0,979,720.885,295.686,3299.948
250,0.661,6.996,0.419,0.653,0.581,1,0,16081,0,985,739.647,293.387,3315.798
251,0.7,6.347,0.38,0.692,0.62,1,1,16169,0,992,746.721,313.588,3332.581
252,0.722,5.972,0.358,0.714,0.642,1,1,16259,0,999,752.15,326.016,3349.904
253,0.656,7.083,0.424,0.648,0.576,1,0,16344,0,1005,727.123,286.136,3365.628
254,0.628,7.549,0.452,0.62,0.548,1,1,16427,0,1011,732.108,275.846,3380.681
255,0.657,7.063,0.423,0.649,0.577,1,1,16512,0,1017,709.638,279.774,3396.434
256,0.712,6.15,0.368,0.704,0.632,1,1,16601,0,1024,758.824,324.043,3413.501
257,0.659,7.03,0.421,0.651,0.579,1,0,16687,0,1030,749.422,296.353,3429.302
258,0.724,5.95,0.356,0.716,0.644,1,1,16777,0,1037,743.151,322.703,3446.657
259,0.692,6.482,0.388,0.684,0.612,1,1,16865,0,1044,770.405,319.815,3463.246
260,0.725,5.923,0.355,0.717,0.645,1,1,16955,0,1051,772.634,336.25,3480.64
261,0.679,6.694,0.401,0.671,0.599,1,0,17042,0,1058,763.827,311.263,3496.924
262,0.646,7.242,0.434,0.638,0.566,1,0,17127,0,1064,726.465,281.736,3512.42
263,0.644,7.279,0.436,0.636,0.564,1,1,17212,0,1070,719.722,278.161,3527.861
264,0.699,6.367,0.381,0.691,0.619,1,0,17300,0,1077,740.309,310.379,3544.616
265,0.68,6.68,0.4,0.672,0.6,1,0,17387,0,1084,748.407,305.359,3560.921
266,0.646,7.244,0.434,0.638,0.566,1,0,17472,0,1090,739.158,286.588,3576.412
267,0.699,6.355,0.381,0.691,0.619,1,1,17560,0,1097,765.049,321.066,3593.184
268,0.727,5.895,0.353,0.719,0.647,1,0,17650,0,1104,762.462,332.592,3610.618
269,0.712,6.146,0.368,0.704,0.632,1,1,17739,0,1111,741.607,316.799,3627.691
270,0.723,5.962,0.357,0.715,0.643,1,0,17829,0,1118,780.884,338.756,3645.029
271,0.723,5.968,0.357,0.715,0.643,1,1,17919,0,1125,781.5,338.847,3662.358
272,0.668,6.878,0.412,0.66,0.588,1,1,18005,0,1131,757.688,303.759,3678.377
273,0.636,7.412,0.444,0.628,0.556,1,1,18089,0,1137,724.911,276.701,3693.628
274,0.684,6.619,0.396,0.676,0.604,1,1,18176,0,1144,736.032,301.91,3710.019
275,0.647,7.229,0.433,0.639,0.567,1,1,18261,0,1150,714.313,277.343,3725.533
276,0.735,5.766,0.345,0.727,0.655,1,0,18352,0,1158,744.971,328.4,3743.152
277,0.717,6.056,0.363,0.709,0.637,1,0,18442,0,1165,754.066,324.554,3760.353
278,0.653,7.139,0.427,0.645,0.573,1,0,18527,0,1171,745.298,291.791,3775.997
279,0.68,6.676,0.4,0.672,0.6,1,0,18614,0,1178,730.248,298.051,3792.307
280,0.699,6.367,0.381,0.691,0.619,1,1,18702,0,1185,766.721,321.45,3809.062
281,0.725,5.931,0.355,0.717,0.645,1,1,18792,0,1192,769.541,334.692,3826.444
282,0.699,6.371,0.381,0.691,0.619,1,0,18880,0,1199,736.465,308.665,3843.194
283,0.681,6.656,0.399,0.673,0.601,1,0,18967,0,1206,736.848,301.265,3859.532
284,0.666,6.919,0.414,0.658,0.586,1,1,19053,0,1212,720.904,287.941,3875.492
285,0.651,7.17,0.429,0.643,0.571,1,0,19138,0,1218,740.297,289.005,3891.091
286,0.66,7.022,0.42,0.652,0.58,1,0,19224,0,1224,711.09,281.394,3906.903
287,0.646,7.253,0.434,0.638,0.566,1,1,19309,0,1230,704.849,273.063,3922.382
288,0.704,6.284,0.376,0.696,0.624,1,0,19398,0,1237,753.371,318.108,3939.256
289,0.732,5.813,0.348,0.724,0.652,1,0,19489,0,1244,780.406,342.72,3956.809
290,0.68,6.674,0.4,0.672,0.6,1,1,19576,0,1251,719.746,293.813,3973.121
291,0.68,6.687,0.4,0.672,0.6,1,0,19663,0,1258,762.976,311.11,3989.416
292,0.727,5.896,0.353,0.719,0.647,1,1,19753,0,1265,781.944,341.06,4006.848
293,0.686,6.579,0.394,0.678,0.606,1,1,19841,0,1272,760.463,313.027,4023.298
294,0.67,6.846,0.41,0.662,0.59,1,1,19927,0,1278,747.39,300.476,4039.363
295,0.661,6.994,0.419,0.653,0.581,1,1,20013,0,1284,721.282,286.143,4055.215
296,0.74,5.671,0.34,0.732,0.66,1,0,20104,0,1292,757.939,336.721,4072.971
297,0.722,5.977,0.358,0.714,0.642,1,0,20194,0,1299,745.168,322.863,4090.288
298,0.65,7.177,0.43,0.642,0.57,1,0,20279,0,1305,708.057,276.249,4105.877
299,0.718,6.048,0.362,0.71,0.638,1,1,20369,0,1312,774.59,333.624,4123.091
