Time(s),Density,AvgSpeed(m/s),Alpha,CongestionScore_CD,Weight_wij,Sigma_Constrained(0/1),RerouteTriggered(0/1),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
76,0.474,8.784,0.606,0.466,0.394,0,0,3901,0,178,631.21,179.607,953.344
77,0.53,7.974,0.55,0.522,0.45,0,0,3958,0,181,660.255,209.979,967.495
78,0.503,8.369,0.577,0.495,0.423,0,0,4013,0,184,640.153,193.141,981.064
79,0.467,8.883,0.613,0.459,0.387,0,0,4065,0,186,620.801,174.103,993.874
80,0.496,8.462,0.584,0.488,0.416,0,0,4119,0,189,639.138,190.372,1007.306
81,0.481,8.683,0.599,0.473,0.401,0,0,4172,0,192,620.484,179.128,1020.411
82,0.545,7.757,0.535,0.537,0.465,0,0,4230,0,195,657.538,215.034,1034.883
83,0.542,7.808,0.538,0.534,0.462,0,0,4287,0,198,673.561,218.848,1049.279
84,0.553,7.643,0.527,0.545,0.473,0,0,4345,0,201,655.075,217.322,1063.92
85,0.47,8.84,0.61,0.462,0.39,0,0,4397,0,203,629.22,177.557,1076.792
86,0.479,8.708,0.601,0.471,0.399,0,0,4450,0,206,653.709,188.047,1089.86
87,0.517,8.17,0.563,0.509,0.437,0,0,4506,0,209,668.18,207.102,1103.723
88,0.566,7.45,0.514,0.558,0.486,0,0,4565,0,213,691.669,234.966,1118.647
89,0.555,7.611,0.525,0.547,0.475,0,0,4623,0,216,667.901,222.464,1133.335
90,0.471,8.827,0.609,0.463,0.391,0,0,4675,0,218,658.115,186.081,1146.228
91,0.508,8.288,0.572,0.5,0.428,0,0,4730,0,221,678.384,206.95,1159.917
92,0.485,8.63,0.595,0.477,0.405,0,0,4783,0,224,630.619,183.443,1173.1
93,0.511,8.244,0.569,0.503,0.431,0,0,4838,0,227,646.979,198.527,1186.852
94,0.565,7.473,0.515,0.557,0.485,0,0,4897,0,230,679.942,230.35,1201.743
95,0.531,7.954,0.549,0.523,0.451,0,0,4954,0,233,674.749,215.168,1215.925
96,0.54,7.825,0.54,0.532,0.46,0,0,5011,0,236,674.208,218.587,1230.296
97,0.537,7.875,0.543,0.529,0.457,0,0,5068,0,239,670.318,215.943,1244.594
98,0.528,8.003,0.552,0.52,0.448,0,0,5124,0,242,663.282,210.157,1258.703
99,0.563,7.498,0.517,0.555,0.483,0,0,5183,0,245,688.067,232.389,1273.557
100,0.565,7.463,0.515,0.557,0.485,0,0,5242,0,249,697.524,236.592,1288.463
101,0.516,8.172,0.564,0.508,0.436,0,0,5298,0,252,678.776,210.31,1302.322
102,0.499,8.427,0.581,0.491,0.419,0,0,5352,0,255,672.002,201.121,1315.804
103,0.568,7.419,0.512,0.56,0.488,0,0,5411,0,259,671.18,228.878,1330.775
104,0.548,7.719,0.532,0.54,0.468,0,0,5469,0,262,688.996,226.405,1345.303
105,0.515,8.192,0.565,0.507,0.435,0,0,5525,0,265,682.373,210.875,1359.133
106,0.574,7.333,0.506,0.566,0.494,0,0,5585,0,269,702.886,242.195,1374.231
107,0.539,7.844,0.541,0.531,0.459,0,0,5642,0,272,668.089,216.076,1388.574
108,0.515,8.193,0.565,0.507,0.435,0,0,5698,0,275,650.397,200.963,1402.403
109,0.535,7.904,0.545,0.527,0.455,0,0,5755,0,278,679.692,218.15,1416.658
110,0.52,8.114,0.56,0.512,0.44,0,0,5811,0,281,678.124,211.732,1430.603
111,0.545,7.761,0.535,0.537,0.465,0,0,5869,0,284,664.256,217.106,1445.068
112,0.531,7.962,0.549,0.523,0.451,0,0,5926,0,287,648.277,206.5,1459.237
113,0.568,7.424,0.512,0.56,0.488,0,0,5985,0,291,679.145,231.45,1474.2
114,0.579,7.263,0.501,0.571,0.499,0,0,6045,0,295,681.718,236.867,1489.401
115,0.6,6.966,0.48,0.592,0.52,1,1,6106,0,299,720.439,259.165,1505.039
116,0.516,8.171,0.564,0.508,0.436,0,0,6162,0,302,678.296,210.188,1518.899
117,0.597,7.007,0.483,0.589,0.517,1,1,6223,0,306,708.633,253.725,1534.478
118,0.526,8.03,0.554,0.518,0.446,0,0,6279,0,309,677.344,213.84,1548.546
119,0.521,8.104,0.559,0.513,0.441,0,0,6335,0,312,653.583,204.342,1562.505
120,0.581,7.242,0.499,0.573,0.501,1,0,6395,0,316,683.846,238.216,1577.737
121,0.597,7.007,0.483,0.589,0.517,1,1,6456,0,320,712.045,254.952,1593.316
122,0.524,8.06,0.556,0.516,0.444,0,0,6512,0,323,674.732,212.196,1607.341
123,0.562,7.506,0.518,0.554,0.482,0,0,6571,0,326,656.66,221.558,1622.183
124,0.52,8.126,0.56,0.512,0.44,0,0,6627,0,329,641.056,199.862,1636.111
125,0.594,7.043,0.486,0.586,0.514,1,0,6688,0,333,717.139,255.71,1651.636
126,0.535,7.897,0.545,0.527,0.455,0,0,6745,0,336,681.864,219.044,1665.902
127,0.531,7.958,0.549,0.523,0.451,0,0,6802,0,339,670.328,213.645,1680.078
128,0.599,6.975,0.481,0.591,0.519,1,1,6863,0,343,679.804,244.301,1695.703
129,0.536,7.888,0.544,0.528,0.456,0,0,6920,0,346,646.902,208.04,1709.981
130,0.577,7.295,0.503,0.569,0.497,0,0,6980,0,350,687.58,237.985,1725.134
131,0.542,7.796,0.538,0.534,0.462,0,0,7037,0,353,671.047,218.352,1739.548
132,0.534,7.923,0.546,0.526,0.454,0,0,7094,0,356,661.341,211.737,1753.775
133,0.618,6.706,0.462,0.61,0.538,1,0,7177,0,362,715.588,265.136,1769.798
134,0.586,7.165,0.494,0.578,0.506,1,1,7238,0,366,691.402,243.028,1785.143
135,0.601,6.939,0.479,0.593,0.521,1,0,7300,0,370,702.131,253.369,1800.821
136,0.586,7.16,0.494,0.578,0.506,1,1,7361,0,374,714.776,251.413,1816.175
137,0.616,6.727,0.464,0.608,0.536,1,1,7444,0,380,729.464,269.636,1832.166
138,0.581,7.231,0.499,0.573,0.501,1,0,7504,0,384,706.806,246.521,1847.414
139,0.558,7.575,0.522,0.55,0.478,0,0,7563,0,387,660.167,220.863,1862.155
140,0.602,6.932,0.478,0.594,0.522,1,0,7625,0,391,683.56,246.875,1877.844
141,0.616,6.735,0.464,0.608,0.536,1,1,7708,0,397,690.965,255.185,1893.824
142,0.607,6.854,0.473,0.599,0.527,1,1,7770,0,401,728.492,265.442,1909.628
143,0.56,7.547,0.52,0.552,0.48,0,0,7829,0,404,702.576,235.861,1924.41
144,0.593,7.062,0.487,0.585,0.513,1,1,7890,0,408,689.52,245.317,1939.907
145,0.538,7.863,0.542,0.53,0.458,0,0,7947,0,411,654.885,211.283,1954.222
146,0.582,7.218,0.498,0.574,0.502,1,1,8007,0,415,698.967,244.178,1969.49
147,0.537,7.872,0.543,0.529,0.457,0,0,8064,0,418,688.934,222.012,1983.792
148,0.561,7.524,0.519,0.553,0.481,0,0,8123,0,421,679.852,228.881,1998.608
149,0.633,6.485,0.447,0.625,0.553,1,1,8207,0,427,699.104,265.424,2014.957
150,0.553,7.648,0.527,0.545,0.473,0,0,8265,0,430,677.857,224.737,2029.59
151,0.591,7.097,0.489,0.583,0.511,1,1,8326,0,434,714.096,253.035,2045.036
152,0.593,7.066,0.487,0.585,0.513,1,1,8387,0,438,684.499,243.427,2060.528
153,0.601,6.944,0.479,0.593,0.521,1,1,8449,0,442,691.805,249.503,2076.2
154,0.557,7.581,0.523,0.549,0.477,0,0,8508,0,445,703.341,235.12,2090.931
155,0.631,6.517,0.449,0.623,0.551,1,0,8592,0,451,706.683,267.354,2107.232
156,0.608,6.837,0.472,0.6,0.528,1,1,8674,0,456,705.255,257.486,2123.062
157,0.583,7.212,0.497,0.575,0.503,1,1,8734,0,460,702.356,245.513,2138.337
158,0.554,7.634,0.526,0.546,0.474,0,0,8792,0,463,701.4,232.953,2152.991
159,0.625,6.594,0.455,0.617,0.545,1,0,8875,0,469,722.513,271.043,2169.179
160,0.626,6.588,0.454,0.618,0.546,1,0,8958,0,475,713.22,267.724,2185.376
161,0.551,7.665,0.529,0.543,0.471,0,0,9016,0,478,651.013,215.361,2199.982
162,0.557,7.584,0.523,0.549,0.477,0,0,9074,0,481,673.822,225.185,2214.71
163,0.617,6.715,0.463,0.609,0.537,1,0,9157,0,487,703.348,260.329,2230.719
164,0.587,7.142,0.493,0.579,0.507,1,0,9218,0,491,711.816,250.902,2246.099
165,0.595,7.034,0.485,0.587,0.515,1,1,9279,0,495,711.803,254.072,2261.638
166,0.596,7.012,0.484,0.588,0.516,1,0,9340,0,499,677.33,242.392,2277.21
167,0.633,6.482,0.447,0.625,0.553,1,1,9424,0,505,701.382,266.367,2293.563
168,0.612,6.779,0.468,0.604,0.532,1,0,9506,0,511,726.867,267.113,2309.478
169,0.655,6.165,0.425,0.647,0.575,1,1,9591,0,517,715.134,280.969,2326.299
170,0.653,6.189,0.427,0.645,0.573,1,1,9676,0,523,720.932,282.546,2343.085
171,0.64,6.379,0.44,0.632,0.56,1,0,9760,0,529,711.004,273.062,2359.591
172,0.637,6.426,0.443,0.629,0.557,1,1,9844,0,535,695.966,265.94,2376.028
173,0.565,7.467,0.515,0.557,0.485,0,0,9903,0,539,692.927,234.922,2390.928
174,0.614,6.759,0.466,0.606,0.534,1,0,9985,0,545,719.055,264.837,2406.873
175,0.567,7.439,0.513,0.559,0.487,0,0,10044,0,549,699.326,237.893,2421.813
176,0.612,6.791,0.468,0.604,0.532,1,1,10126,0,555,697.231,255.866,2437.71
177,0.624,6.616,0.456,0.616,0.544,1,1,10209,0,561,698.898,261.548,2453.866
178,0.577,7.292,0.503,0.569,0.497,0,0,10269,0,565,676.787,234.336,2469.023
179,0.664,6.038,0.416,0.656,0.584,1,0,10355,0,571,745.543,296.84,2486.032
180,0.647,6.284,0.433,0.639,0.567,1,0,10440,0,577,728.647,282.685,2502.677
181,0.633,6.482,0.447,0.625,0.553,1,1,10524,0,583,729.454,277.021,2519.03
182,0.649,6.248,0.431,0.641,0.569,1,0,10609,0,589,738.748,287.719,2535.729
183,0.588,7.13,0.492,0.58,0.508,1,1,10670,0,593,713.145,251.723,2551.127
184,0.594,7.048,0.486,0.586,0.514,1,1,10731,0,597,688.722,245.435,2566.645
185,0.584,7.198,0.496,0.576,0.504,1,0,10791,0,601,691.717,242.21,2581.942
186,0.575,7.321,0.505,0.567,0.495,0,0,10851,0,605,672.166,231.943,2597.057
187,0.63,6.53,0.45,0.622,0.55,1,1,10935,0,611,735.126,277.714,2613.339
188,0.651,6.224,0.429,0.643,0.571,1,0,11020,0,617,727.851,284.183,2630.073
189,0.646,6.289,0.434,0.638,0.566,1,0,11105,0,623,725.144,281.172,2646.711
190,0.604,6.899,0.476,0.596,0.524,1,1,11167,0,627,718.91,260.61,2662.448
191,0.623,6.628,0.457,0.615,0.543,1,1,11250,0,633,734.248,274.415,2678.586
192,0.627,6.568,0.453,0.619,0.547,1,0,11333,0,639,719.217,270.57,2694.812
193,0.583,7.207,0.497,0.575,0.503,1,1,11393,0,643,706.693,247.181,2710.095
194,0.628,6.553,0.452,0.62,0.548,1,1,11476,0,649,710.829,267.878,2726.344
195,0.668,5.976,0.412,0.66,0.588,1,1,11562,0,655,757.275,303.456,2743.445
196,0.586,7.161,0.494,0.578,0.506,1,0,11623,0,659,699.275,245.917,2758.796
197,0.649,6.248,0.431,0.641,0.569,1,1,11708,0,665,742.197,289.072,2775.495
198,0.617,6.716,0.463,0.609,0.537,1,1,11791,0,671,725.0,268.307,2791.503
199,0.623,6.63,0.457,0.615,0.543,1,0,11874,0,677,690.822,258.126,2807.637
200,0.617,6.718,0.463,0.609,0.537,1,1,11957,0,683,705.9,261.18,2823.642
201,0.654,6.174,0.426,0.646,0.574,1,0,12042,0,689,742.905,291.613,2840.45
202,0.606,6.871,0.474,0.598,0.526,1,1,12104,0,693,717.253,260.848,2856.229
203,0.645,6.302,0.435,0.637,0.565,1,0,12189,0,699,726.938,281.478,2872.848
204,0.599,6.976,0.481,0.591,0.519,1,1,12250,0,703,691.957,248.645,2888.472
205,0.594,7.053,0.486,0.586,0.514,1,0,12311,0,707,714.391,254.423,2903.982
206,0.682,5.775,0.398,0.674,0.602,1,0,12398,0,714,753.154,308.062,2921.379
207,0.688,5.689,0.392,0.68,0.608,1,1,12486,0,721,744.478,307.168,2938.903
208,0.623,6.626,0.457,0.615,0.543,1,1,12569,0,727,732.788,273.929,2955.044
209,0.678,5.833,0.402,0.67,0.598,1,0,12656,0,734,750.781,305.303,2972.356
210,0.639,6.401,0.441,0.631,0.559,1,1,12740,0,740,737.724,282.653,2988.829
211,0.672,5.922,0.408,0.664,0.592,1,1,12827,0,747,715.956,288.496,3006.009
212,0.659,6.108,0.421,0.651,0.579,1,1,12913,0,753,729.436,288.325,3022.915
213,0.665,6.024,0.415,0.657,0.585,1,0,12999,0,759,712.891,284.266,3039.945
214,0.692,5.624,0.388,0.684,0.612,1,0,13087,0,766,737.432,306.251,3057.565
215,0.611,6.805,0.469,0.603,0.531,1,0,13169,0,772,716.273,262.44,3073.441
216,0.645,6.306,0.435,0.637,0.565,1,0,13254,0,778,740.734,286.721,3090.055
217,0.606,6.875,0.474,0.598,0.526,1,0,13316,0,782,708.689,257.617,3105.828
218,0.624,6.619,0.456,0.616,0.544,1,1,13399,0,788,698.542,261.33,3121.98
219,0.688,5.687,0.392,0.68,0.608,1,1,13487,0,795,766.205,316.185,3139.506
220,0.606,6.876,0.474,0.598,0.526,1,1,13549,0,799,700.111,254.471,3155.278
221,0.697,5.548,0.383,0.689,0.617,1,0,13637,0,806,741.016,310.076,3173.01
222,0.652,6.207,0.428,0.644,0.572,1,1,13722,0,812,728.685,285.04,3189.77
223,0.687,5.694,0.393,0.679,0.607,1,0,13810,0,819,736.869,303.865,3207.286
224,0.658,6.12,0.422,0.65,0.578,1,1,13896,0,825,715.372,282.396,3224.174
225,0.679,5.821,0.401,0.671,0.599,1,1,13983,0,832,739.872,301.236,3241.503
226,0.703,5.471,0.377,0.695,0.623,1,1,14072,0,839,754.358,318.057,3259.349
227,0.693,5.61,0.387,0.685,0.613,1,1,14160,0,846,736.802,306.417,3276.99
228,0.66,6.086,0.42,0.652,0.58,1,0,14246,0,852,710.135,281.319,3293.927
229,0.648,6.261,0.432,0.64,0.568,1,1,14331,0,858,700.798,272.565,3310.607
230,0.64,6.387,0.44,0.632,0.56,1,1,14415,0,864,736.314,282.53,3327.101
231,0.689,5.664,0.391,0.681,0.609,1,1,14503,0,871,748.227,309.487,3344.662
232,0.612,6.791,0.468,0.604,0.532,1,1,14585,0,877,694.97,255.063,3360.56
233,0.671,5.937,0.409,0.663,0.591,1,0,14671,0,883,721.001,290.086,3377.718
234,0.614,6.761,0.466,0.606,0.534,1,1,14753,0,889,697.644,256.906,3393.66
235,0.706,5.417,0.374,0.698,0.626,1,1,14842,0,896,728.696,308.858,3411.585
236,0.694,5.597,0.386,0.686,0.614,1,1,14930,0,903,722.206,300.719,3429.244
237,0.658,6.115,0.422,0.65,0.578,1,0,15016,0,909,750.899,296.587,3446.14
238,0.694,5.598,0.386,0.686,0.614,1,1,15104,0,916,738.713,307.561,3463.798
239,0.658,6.115,0.422,0.65,0.578,1,1,15190,0,922,736.34,290.826,3480.693
240,0.706,5.417,0.374,0.698,0.626,1,0,15279,0,929,740.071,313.663,3498.617
241,0.712,5.33,0.368,0.704,0.632,1,1,15368,0,936,780.107,333.444,3516.67
242,0.66,6.091,0.42,0.652,0.58,1,1,15454,0,942,715.407,283.279,3533.601
243,0.635,6.459,0.445,0.627,0.555,1,1,15538,0,948,738.182,281.045,3549.988
244,0.662,6.067,0.418,0.654,0.582,1,1,15624,0,954,727.218,288.67,3566.954
245,0.644,6.327,0.436,0.636,0.564,1,1,15709,0,960,731.864,282.655,3583.537
246,0.628,6.554,0.452,0.62,0.548,1,1,15792,0,966,731.307,275.546,3599.784
247,0.658,6.117,0.422,0.65,0.578,1,1,15878,0,972,713.973,281.921,3616.675
248,0.64,6.374,0.44,0.632,0.56,1,1,15962,0,978,734.672,282.299,3633.188
249,0.673,5.895,0.407,0.665,0.593,1,1,16049,0,985,746.962,301.834,3650.409
250,0.625,6.602,0.455,0.617,0.545,1,1,16132,0,991,725.592,271.965,3666.585
251,0.655,6.16,0.425,0.647,0.575,1,0,16217,0,997,743.429,292.229,3683.413
252,0.713,5.318,0.367,0.705,0.633,1,0,16306,0,1004,776.83,332.438,3701.484
253,0.627,6.569,0.453,0.619,0.547,1,1,16389,0,1010,714.409,268.753,3717.71
254,0.692,5.629,0.388,0.684,0.612,1,1,16477,0,1017,753.274,312.668,3735.322
255,0.689,5.67,0.391,0.681,0.609,1,1,16565,0,1024,722.581,298.699,3752.874
256,0.692,5.629,0.388,0.684,0.612,1,1,16653,0,1031,726.0,301.343,3770.486
257,0.671,5.932,0.409,0.663,0.591,1,1,16739,0,1037,754.257,303.606,3787.651
258,0.72,5.222,0.36,0.712,0.64,1,0,16829,0,1044,766.619,331.121,3805.864
259,0.646,6.299,0.434,0.638,0.566,1,0,16914,0,1050,714.231,276.66,3822.488
260,0.674,5.889,0.406,0.666,0.594,1,1,17001,0,1057,739.229,298.898,3839.717
261,0.702,5.476,0.378,0.694,0.622,1,1,17090,0,1064,759.409,320.008,3857.555
262,0.651,6.225,0.429,0.643,0.571,1,1,17175,0,1070,718.446,280.48,3874.287
263,0.665,6.02,0.415,0.657,0.585,1,1,17261,0,1076,711.971,284.005,3891.322
264,0.728,5.111,0.352,0.72,0.648,1,1,17351,0,1083,775.248,338.412,3909.7
265,0.722,5.192,0.358,0.714,0.642,1,0,17441,0,1090,752.422,325.913,3927.957
266,0.694,5.592,0.386,0.686,0.614,1,1,17529,0,1097,768.018,319.967,3945.624
267,0.724,5.157,0.356,0.716,0.644,1,1,17619,0,1104,784.899,341.125,3963.933
268,0.709,5.38,0.371,0.701,0.629,1,0,17708,0,1111,772.644,328.678,3981.913
269,0.633,6.479,0.447,0.625,0.553,1,1,17792,0,1117,705.839,268.154,3998.272
270,0.676,5.862,0.404,0.668,0.596,1,0,17879,0,1124,718.718,291.391,4015.54
271,0.634,6.467,0.446,0.626,0.554,1,0,17963,0,1130,706.027,268.569,4031.915
272,0.646,6.294,0.434,0.638,0.566,1,1,18048,0,1136,733.555,284.302,4048.547
273,0.636,6.433,0.444,0.628,0.556,1,0,18132,0,1142,701.316,267.77,4064.973
274,0.64,6.385,0.44,0.632,0.56,1,1,18216,0,1148,744.408,285.702,4081.469
275,0.718,5.252,0.362,0.71,0.638,1,1,18306,0,1155,768.476,330.96,4099.638
276,0.706,5.43,0.374,0.698,0.626,1,1,18395,0,1162,768.071,325.145,4117.545
277,0.667,5.984,0.413,0.659,0.587,1,1,18481,0,1168,758.64,303.757,4134.633
278,0.692,5.627,0.388,0.684,0.612,1,0,18569,0,1175,750.393,311.544,4152.249
279,0.682,5.768,0.398,0.674,0.602,1,1,18656,0,1182,749.871,306.953,4169.657
280,0.695,5.583,0.385,0.687,0.615,1,1,18744,0,1189,737.056,307.347,4187.338
281,0.724,5.159,0.356,0.716,0.644,1,0,18834,0,1196,752.458,326.965,4205.644
282,0.696,5.564,0.384,0.688,0.616,1,1,18922,0,1203,766.102,320.055,4223.352
283,0.735,5.009,0.345,0.727,0.655,1,0,19013,0,1211,785.777,346.304,4241.879
284,0.707,5.416,0.373,0.699,0.627,1,1,19102,0,1218,763.107,323.485,4259.807
285,0.692,5.625,0.388,0.684,0.612,1,0,19190,0,1225,733.673,304.658,4277.425
286,0.672,5.919,0.408,0.664,0.592,1,0,19277,0,1232,726.27,292.734,4294.609
287,0.726,5.134,0.354,0.718,0.646,1,0,19367,0,1239,738.773,321.775,4312.952
288,0.731,5.056,0.349,0.723,0.651,1,1,19458,0,1246,761.259,334.016,4331.409
289,0.719,5.228,0.361,0.711,0.639,1,0,19548,0,1253,749.99,323.758,4349.614
290,0.693,5.612,0.387,0.685,0.613,1,1,19636,0,1260,751.353,312.386,4367.251
291,0.736,4.988,0.344,0.728,0.656,1,0,19727,0,1268,745.307,329.14,4385.81
292,0.714,5.304,0.366,0.706,0.634,1,1,19816,0,1275,738.206,316.331,4403.902
293,0.713,5.326,0.367,0.705,0.633,1,1,19905,0,1282,757.16,323.777,4421.961
294,0.714,5.305,0.366,0.706,0.634,1,1,19994,0,1289,754.577,323.319,4440.052
295,0.683,5.758,0.397,0.675,0.603,1,0,20081,0,1296,765.749,313.741,4457.473
296,0.685,5.721,0.395,0.677,0.605,1,1,20168,0,1303,762.329,313.524,4474.95
297,0.645,6.311,0.435,0.637,0.565,1,0,20253,0,1309,728.73,281.904,4491.555
298,0.647,6.278,0.433,0.639,0.567,1,0,20338,0,1315,707.878,274.805,4508.209
299,0.725,5.148,0.355,0.717,0.645,1,0,20428,0,1322,742.79,323.103,4526.532
