Time(s),Density,AvgSpeed(m/s),Alpha,CongestionScore_CD,Weight_wij,Sigma_Constrained(0/1),RerouteTriggered(0/1),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
116,0.549,8.87,0.531,0.541,0.469,0,0,6146,0,295,684.658,225.481,1329.235
117,0.521,9.334,0.559,0.513,0.441,0,0,6202,0,298,674.429,210.852,1341.718
118,0.585,8.27,0.495,0.577,0.505,1,1,6262,0,302,685.359,240.469,1355.733
119,0.563,8.627,0.517,0.555,0.483,0,0,6321,0,305,665.805,225.068,1369.234
120,0.528,9.211,0.552,0.52,0.448,0,0,6377,0,308,677.431,214.799,1381.895
121,0.509,9.537,0.571,0.501,0.429,0,0,6432,0,311,655.356,200.113,1394.086
122,0.525,9.266,0.555,0.517,0.445,0,0,6488,0,314,663.54,209.067,1406.667
123,0.539,9.043,0.541,0.531,0.459,0,0,6545,0,317,670.189,216.54,1419.569
124,0.604,7.955,0.476,0.596,0.524,1,0,6607,0,321,684.902,248.065,1434.038
125,0.562,8.65,0.518,0.554,0.482,0,0,6666,0,324,701.332,236.504,1447.506
126,0.537,9.072,0.543,0.529,0.457,0,0,6723,0,327,659.782,212.486,1460.366
127,0.567,8.561,0.513,0.559,0.487,0,0,6782,0,331,697.988,237.611,1473.963
128,0.594,8.114,0.486,0.586,0.514,1,1,6843,0,335,672.42,239.71,1488.203
129,0.576,8.42,0.504,0.568,0.496,0,0,6903,0,339,678.593,234.453,1502.003
130,0.601,7.997,0.479,0.593,0.521,1,1,6965,0,343,683.387,246.49,1516.411
131,0.577,8.403,0.503,0.569,0.497,0,0,7025,0,347,691.546,239.342,1530.235
132,0.599,8.031,0.481,0.591,0.519,1,1,7086,0,351,681.482,244.954,1544.593
133,0.56,8.681,0.52,0.552,0.48,0,0,7145,0,354,691.71,232.49,1558.017
134,0.548,8.877,0.532,0.54,0.468,0,0,7203,0,357,689.604,226.917,1571.158
135,0.62,7.677,0.46,0.612,0.54,1,1,7286,0,363,702.656,261.526,1586.027
136,0.587,8.24,0.493,0.579,0.507,1,0,7347,0,367,713.987,251.281,1600.085
137,0.549,8.871,0.531,0.541,0.469,0,0,7405,0,370,664.093,218.666,1613.235
138,0.62,7.674,0.46,0.612,0.54,1,1,7488,0,376,724.851,269.849,1628.107
139,0.575,8.428,0.505,0.567,0.495,0,0,7548,0,380,662.971,228.86,1641.895
140,0.531,9.161,0.549,0.523,0.451,0,0,7605,0,383,661.292,210.868,1654.628
141,0.611,7.84,0.469,0.603,0.531,1,0,7687,0,389,725.809,265.87,1669.262
142,0.611,7.837,0.469,0.603,0.531,1,1,7769,0,395,711.898,260.866,1683.901
143,0.572,8.478,0.508,0.564,0.492,0,0,7829,0,399,706.159,242.489,1697.616
144,0.538,9.052,0.542,0.53,0.458,0,0,7886,0,402,666.619,215.166,1710.505
145,0.554,8.786,0.526,0.546,0.474,0,0,7944,0,405,675.784,224.578,1723.777
146,0.612,7.816,0.468,0.604,0.532,1,0,8026,0,411,730.728,268.312,1738.446
147,0.622,7.655,0.458,0.614,0.542,1,1,8109,0,417,732.227,273.09,1753.346
148,0.559,8.693,0.521,0.551,0.479,0,0,8168,0,420,670.496,225.075,1766.752
149,0.579,8.367,0.501,0.571,0.499,0,0,8228,0,424,711.728,247.255,1780.628
150,0.587,8.234,0.493,0.579,0.507,1,0,8289,0,428,711.502,250.57,1794.695
151,0.621,7.664,0.459,0.613,0.541,1,0,8372,0,434,724.877,270.127,1809.583
152,0.636,7.412,0.444,0.628,0.556,1,1,8456,0,440,706.27,269.585,1824.833
153,0.638,7.386,0.442,0.63,0.558,1,0,8540,0,446,743.102,284.342,1840.121
154,0.582,8.316,0.498,0.574,0.502,1,0,8600,0,450,672.319,234.799,1854.071
155,0.58,8.349,0.5,0.572,0.5,1,0,8660,0,454,667.422,232.281,1867.972
156,0.621,7.671,0.459,0.613,0.541,1,0,8743,0,460,725.625,270.207,1882.849
157,0.614,7.782,0.466,0.606,0.534,1,0,8825,0,466,699.261,257.609,1897.566
158,0.586,8.244,0.494,0.578,0.506,1,1,8886,0,470,704.817,247.952,1911.618
159,0.601,8.002,0.479,0.593,0.521,1,0,8948,0,474,723.127,260.689,1926.019
160,0.579,8.36,0.501,0.571,0.499,0,0,9008,0,478,674.706,234.552,1939.905
161,0.603,7.966,0.477,0.595,0.523,1,0,9070,0,482,717.952,259.743,1954.357
162,0.589,8.202,0.491,0.581,0.509,1,1,9131,0,486,716.601,253.179,1968.469
163,0.552,8.809,0.528,0.544,0.472,0,0,9189,0,489,692.816,229.666,1981.708
164,0.57,8.515,0.51,0.562,0.49,0,0,9248,0,493,685.998,234.654,1995.37
165,0.651,7.169,0.429,0.643,0.571,1,1,9333,0,499,714.641,279.019,2010.97
166,0.584,8.278,0.496,0.576,0.504,1,1,9393,0,503,710.366,249.04,2024.974
167,0.636,7.411,0.444,0.628,0.556,1,1,9477,0,509,708.706,270.536,2040.225
168,0.627,7.565,0.453,0.619,0.547,1,1,9560,0,515,711.235,267.581,2055.256
169,0.619,7.702,0.461,0.611,0.539,1,0,9643,0,521,721.923,268.033,2070.089
170,0.57,8.523,0.51,0.562,0.49,0,0,9702,0,525,673.912,230.331,2083.74
171,0.573,8.475,0.507,0.565,0.493,0,0,9762,0,529,673.059,231.198,2097.459
172,0.634,7.456,0.446,0.626,0.554,1,0,9846,0,535,696.198,264.632,2112.646
173,0.605,7.926,0.475,0.597,0.525,1,0,9908,0,539,726.161,263.773,2127.157
174,0.634,7.45,0.446,0.626,0.554,1,1,9992,0,545,736.803,280.233,2142.352
175,0.642,7.32,0.438,0.634,0.562,1,0,10076,0,551,720.183,277.27,2157.735
176,0.577,8.405,0.503,0.569,0.497,0,0,10136,0,555,688.852,238.363,2171.556
177,0.666,6.919,0.414,0.658,0.586,1,1,10222,0,561,744.471,297.349,2187.516
178,0.617,7.738,0.463,0.609,0.537,1,0,10305,0,567,692.63,256.272,2202.297
179,0.623,7.634,0.457,0.615,0.543,1,0,10388,0,573,713.105,266.507,2217.228
180,0.653,7.137,0.427,0.645,0.573,1,0,10473,0,579,715.458,280.16,2232.874
181,0.668,6.888,0.412,0.66,0.588,1,0,10559,0,585,725.043,290.409,2248.879
182,0.605,7.929,0.475,0.597,0.525,1,1,10621,0,589,707.1,256.776,2263.386
183,0.666,6.913,0.414,0.658,0.586,1,0,10707,0,595,755.061,301.752,2279.355
184,0.661,7.001,0.419,0.653,0.581,1,1,10793,0,601,732.774,290.517,2295.196
185,0.668,6.883,0.412,0.66,0.588,1,0,10879,0,607,748.367,299.877,2311.208
186,0.66,7.013,0.42,0.652,0.58,1,0,10965,0,613,712.562,282.203,2327.033
187,0.626,7.581,0.454,0.618,0.546,1,1,11048,0,619,730.908,274.541,2342.04
188,0.596,8.078,0.484,0.588,0.516,1,1,11109,0,623,702.44,251.323,2356.332
189,0.591,8.167,0.489,0.583,0.511,1,1,11170,0,627,696.804,247.059,2370.494
190,0.578,8.382,0.502,0.57,0.498,0,0,11230,0,631,685.32,237.711,2384.349
191,0.604,7.955,0.476,0.596,0.524,1,1,11292,0,635,694.868,251.672,2398.817
192,0.621,7.666,0.459,0.613,0.541,1,0,11375,0,641,699.695,260.697,2413.702
193,0.613,7.806,0.467,0.605,0.533,1,1,11457,0,647,705.081,259.162,2428.386
194,0.622,7.644,0.458,0.614,0.542,1,1,11540,0,653,704.191,262.93,2443.303
195,0.601,8.007,0.479,0.593,0.521,1,0,11602,0,657,680.441,245.19,2457.697
196,0.659,7.035,0.421,0.651,0.579,1,0,11688,0,663,714.64,282.459,2473.49
197,0.618,7.72,0.462,0.61,0.538,1,1,11771,0,669,709.901,263.111,2488.297
198,0.683,6.634,0.397,0.675,0.603,1,0,11858,0,676,724.105,296.621,2504.667
199,0.612,7.817,0.468,0.604,0.532,1,1,11940,0,682,715.528,262.701,2519.334
200,0.611,7.834,0.469,0.603,0.531,1,1,12022,0,688,723.06,265.02,2533.976
201,0.608,7.876,0.472,0.6,0.528,1,1,12104,0,693,681.462,248.754,2548.558
202,0.678,6.713,0.402,0.67,0.598,1,1,12191,0,700,744.613,302.915,2564.815
203,0.59,8.18,0.49,0.582,0.51,1,1,12252,0,704,672.687,238.212,2578.96
204,0.632,7.483,0.448,0.624,0.552,1,1,12336,0,710,702.378,266.317,2594.109
205,0.65,7.177,0.43,0.642,0.57,1,1,12421,0,716,744.078,290.309,2609.698
206,0.593,8.128,0.487,0.585,0.513,1,1,12482,0,720,707.727,251.94,2623.918
207,0.682,6.654,0.398,0.674,0.602,1,1,12569,0,727,731.968,299.332,2640.259
208,0.632,7.476,0.448,0.624,0.552,1,0,12653,0,733,707.492,268.414,2655.417
209,0.606,7.921,0.474,0.598,0.526,1,0,12715,0,737,711.44,258.543,2669.934
210,0.653,7.138,0.427,0.645,0.573,1,1,12800,0,743,703.525,275.456,2685.579
211,0.695,6.433,0.385,0.687,0.615,1,1,12888,0,750,765.694,319.19,2702.238
212,0.645,7.261,0.435,0.637,0.565,1,1,12973,0,756,703.941,272.515,2717.706
213,0.639,7.369,0.441,0.631,0.559,1,1,13057,0,762,742.241,284.45,2733.017
214,0.666,6.91,0.414,0.658,0.586,1,1,13143,0,768,728.025,291.008,2748.99
215,0.64,7.349,0.44,0.632,0.56,1,1,13227,0,774,739.345,283.889,2764.331
216,0.664,6.953,0.416,0.656,0.584,1,0,13313,0,780,753.919,300.201,2780.242
217,0.653,7.136,0.427,0.645,0.573,1,1,13398,0,786,727.96,285.09,2795.89
218,0.7,6.343,0.38,0.692,0.62,1,0,13487,0,793,741.275,311.42,2812.679
219,0.603,7.964,0.477,0.595,0.523,1,1,13549,0,797,708.75,256.473,2827.135
220,0.604,7.955,0.476,0.596,0.524,1,1,13611,0,801,687.706,249.081,2841.603
221,0.604,7.942,0.476,0.596,0.524,1,0,13673,0,805,681.73,247.233,2856.09
222,0.624,7.618,0.456,0.616,0.544,1,1,13756,0,811,694.023,259.781,2871.045
223,0.697,6.401,0.383,0.689,0.617,1,1,13844,0,818,745.715,311.715,2887.75
224,0.697,6.401,0.383,0.689,0.617,1,0,13932,0,825,731.312,305.693,2904.455
225,0.62,7.69,0.46,0.612,0.54,1,1,14015,0,831,731.068,271.741,2919.304
226,0.616,7.744,0.464,0.608,0.536,1,1,14098,0,837,691.899,255.842,2934.076
227,0.638,7.388,0.442,0.63,0.558,1,1,14182,0,843,706.108,270.133,2949.361
228,0.694,6.438,0.386,0.686,0.614,1,1,14270,0,850,756.136,315.078,2966.014
229,0.689,6.528,0.391,0.681,0.609,1,0,14358,0,857,760.757,314.554,2982.537
230,0.663,6.958,0.417,0.655,0.583,1,1,14444,0,863,727.604,289.595,2998.441
231,0.693,6.456,0.387,0.685,0.613,1,0,14532,0,870,733.521,305.185,3015.068
232,0.643,7.301,0.437,0.635,0.563,1,1,14616,0,876,707.927,273.031,3030.477
233,0.658,7.049,0.422,0.65,0.578,1,1,14702,0,882,705.132,278.351,3046.25
234,0.66,7.02,0.42,0.652,0.58,1,1,14788,0,888,731.736,289.607,3062.065
235,0.696,6.41,0.384,0.688,0.616,1,1,14876,0,895,748.686,312.74,3078.758
236,0.659,7.028,0.421,0.651,0.579,1,0,14962,0,901,718.034,283.983,3094.561
237,0.626,7.574,0.454,0.618,0.546,1,1,15045,0,907,693.501,260.669,3109.578
238,0.657,7.072,0.423,0.649,0.577,1,1,15130,0,913,748.174,294.71,3125.318
239,0.671,6.824,0.409,0.663,0.591,1,1,15216,0,919,746.62,300.755,3141.414
240,0.677,6.737,0.403,0.669,0.597,1,0,15303,0,926,739.242,300.102,3157.636
241,0.65,7.187,0.43,0.642,0.57,1,0,15388,0,932,734.453,286.282,3173.211
242,0.668,6.874,0.412,0.66,0.588,1,0,15474,0,938,742.432,297.737,3189.235
243,0.703,6.297,0.377,0.695,0.623,1,0,15563,0,945,741.036,312.545,3206.091
244,0.628,7.54,0.452,0.62,0.548,1,0,15646,0,951,719.939,271.48,3221.156
245,0.623,7.624,0.457,0.615,0.543,1,1,15729,0,957,696.222,260.434,3236.101
246,0.706,6.246,0.374,0.698,0.626,1,0,15818,0,964,754.269,319.51,3253.03
247,0.667,6.893,0.413,0.659,0.587,1,0,15904,0,970,712.48,285.237,3269.027
248,0.634,7.45,0.446,0.626,0.554,1,0,15988,0,976,697.367,265.232,3284.223
249,0.627,7.571,0.453,0.619,0.547,1,1,16071,0,982,692.701,260.449,3299.244
250,0.684,6.614,0.396,0.676,0.604,1,1,16158,0,989,732.622,300.636,3315.643
251,0.667,6.894,0.413,0.659,0.587,1,0,16244,0,995,747.204,299.115,3331.639
252,0.667,6.903,0.413,0.659,0.587,1,1,16330,0,1001,725.895,290.352,3347.622
253,0.68,6.685,0.4,0.672,0.6,1,0,16417,0,1008,742.19,302.687,3363.919
254,0.723,5.966,0.357,0.715,0.643,1,1,16507,0,1015,741.489,321.559,3381.251
255,0.703,6.299,0.377,0.695,0.623,1,0,16596,0,1022,729.207,307.508,3398.104
256,0.7,6.345,0.38,0.692,0.62,1,1,16685,0,1029,740.445,311.026,3414.891
257,0.682,6.649,0.398,0.674,0.602,1,1,16772,0,1036,739.727,302.627,3431.24
258,0.701,6.325,0.379,0.693,0.621,1,0,16861,0,1043,748.635,314.98,3448.054
259,0.643,7.291,0.437,0.635,0.563,1,0,16946,0,1049,719.032,277.59,3463.479
260,0.69,6.519,0.39,0.682,0.61,1,0,17034,0,1056,739.091,305.837,3480.015
261,0.642,7.308,0.438,0.634,0.562,1,1,17118,0,1062,740.291,285.341,3495.416
262,0.641,7.333,0.439,0.633,0.561,1,0,17202,0,1068,703.098,270.378,3510.78
263,0.641,7.324,0.439,0.633,0.561,1,1,17286,0,1074,743.724,286.233,3526.157
264,0.635,7.439,0.445,0.627,0.555,1,0,17370,0,1080,702.752,267.551,3541.368
265,0.699,6.362,0.381,0.691,0.619,1,0,17458,0,1087,729.365,305.916,3558.13
266,0.651,7.164,0.429,0.643,0.571,1,1,17543,0,1093,714.285,279.007,3573.737
267,0.662,6.987,0.418,0.654,0.582,1,1,17629,0,1099,721.804,286.547,3589.6
268,0.682,6.652,0.398,0.674,0.602,1,1,17716,0,1106,735.272,300.736,3605.945
269,0.644,7.285,0.436,0.636,0.564,1,1,17801,0,1112,746.239,288.258,3621.378
270,0.657,7.061,0.423,0.649,0.577,1,1,17887,0,1118,723.136,285.141,3637.134
271,0.708,6.205,0.372,0.7,0.628,1,1,17976,0,1125,733.675,311.87,3654.122
272,0.708,6.215,0.372,0.7,0.628,1,0,18065,0,1132,729.817,309.963,3671.096
273,0.701,6.323,0.379,0.693,0.621,1,0,18154,0,1139,746.293,314.047,3687.913
274,0.672,6.809,0.408,0.664,0.592,1,1,18241,0,1146,721.226,290.915,3704.031
275,0.712,6.153,0.368,0.704,0.632,1,1,18330,0,1153,772.997,330.014,3721.094
276,0.687,6.564,0.393,0.679,0.607,1,1,18418,0,1160,767.805,316.454,3737.564
277,0.722,5.974,0.358,0.714,0.642,1,0,18508,0,1167,765.767,331.848,3754.884
278,0.65,7.174,0.43,0.642,0.57,1,1,18593,0,1173,713.7,278.528,3770.477
279,0.653,7.13,0.427,0.645,0.573,1,0,18678,0,1179,734.775,287.902,3786.133
280,0.707,6.233,0.373,0.699,0.627,1,0,18767,0,1186,773.579,328.05,3803.081
281,0.682,6.654,0.398,0.674,0.602,1,0,18854,0,1193,754.621,308.592,3819.422
282,0.69,6.505,0.39,0.682,0.61,1,0,18942,0,1200,721.393,298.872,3835.979
283,0.7,6.353,0.38,0.692,0.62,1,0,19030,0,1207,739.8,310.527,3852.753
284,0.643,7.303,0.437,0.635,0.563,1,1,19114,0,1213,715.476,275.904,3868.161
285,0.716,6.083,0.364,0.708,0.636,1,1,19204,0,1220,748.831,321.59,3885.324
286,0.655,7.105,0.425,0.647,0.575,1,1,19289,0,1226,706.354,277.399,3901.016
287,0.708,6.204,0.372,0.7,0.628,1,1,19378,0,1233,746.956,317.528,3918.005
288,0.719,6.029,0.361,0.711,0.639,1,1,19468,0,1240,770.443,332.37,3935.247
289,0.651,7.166,0.429,0.643,0.571,1,0,19553,0,1246,719.173,280.87,3950.851
290,0.676,6.74,0.404,0.668,0.596,1,0,19640,0,1253,723.166,293.485,3967.069
291,0.696,6.41,0.384,0.688,0.616,1,1,19728,0,1260,763.212,318.783,3983.761
292,0.681,6.658,0.399,0.673,0.601,1,1,19815,0,1267,734.519,300.261,4000.096
293,0.71,6.177,0.37,0.702,0.63,1,1,19904,0,1274,770.606,328.341,4017.125
294,0.654,7.12,0.426,0.646,0.574,1,0,19989,0,1280,718.176,281.664,4032.795
295,0.661,7.003,0.419,0.653,0.581,1,0,20075,0,1286,706.261,279.967,4048.635
296,0.656,7.088,0.424,0.648,0.576,1,1,20160,0,1292,725.494,285.364,4064.351
297,0.739,5.697,0.341,0.731,0.659,1,0,20251,0,1300,759.458,336.679,4082.07
298,0.732,5.818,0.348,0.724,0.652,1,1,20342,0,1307,768.258,337.25,4099.616
299,0.73,5.84,0.35,0.722,0.65,1,1,20433,0,1314,779.574,341.581,4117.128
