Time(s),Density,AvgSpeed(m/s),Alpha,CongestionScore_CD,Weight_wij,Sigma_Constrained(0/1),RerouteTriggered(0/1),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
96,0.482,9.991,0.598,0.474,0.402,0,0,4993,0,234,653.192,188.794,1068.184
97,0.576,8.418,0.504,0.568,0.496,0,0,5053,0,238,681.521,235.494,1081.986
98,0.571,8.497,0.509,0.563,0.491,0,0,5112,0,242,698.104,239.242,1095.674
99,0.577,8.407,0.503,0.569,0.497,0,0,5172,0,246,695.498,240.602,1109.491
100,0.512,9.486,0.568,0.504,0.432,0,0,5227,0,249,680.052,208.897,1121.756
101,0.533,9.128,0.547,0.525,0.453,0,0,5284,0,252,680.232,217.699,1134.535
102,0.498,9.72,0.582,0.49,0.418,0,0,5338,0,255,629.772,188.159,1146.463
103,0.58,8.347,0.5,0.572,0.5,1,0,5398,0,259,683.214,237.825,1160.367
104,0.586,8.244,0.494,0.578,0.506,1,0,5459,0,263,697.008,245.205,1174.419
105,0.503,9.628,0.577,0.495,0.423,0,0,5514,0,266,631.885,190.887,1186.48
106,0.533,9.133,0.547,0.525,0.453,0,0,5571,0,269,675.061,215.938,1199.253
107,0.497,9.742,0.583,0.489,0.417,0,0,5625,0,272,658.967,196.358,1211.149
108,0.591,8.159,0.489,0.583,0.511,1,0,5686,0,276,674.966,239.513,1225.323
109,0.522,9.324,0.558,0.514,0.442,0,0,5742,0,279,672.383,210.454,1237.821
110,0.512,9.481,0.568,0.504,0.432,0,0,5797,0,282,676.319,207.88,1250.093
111,0.521,9.333,0.559,0.513,0.441,0,0,5853,0,285,652.991,204.178,1262.578
112,0.516,9.421,0.564,0.508,0.436,0,0,5909,0,288,650.052,201.197,1274.935
113,0.595,8.098,0.485,0.587,0.515,1,1,5970,0,292,682.04,243.521,1289.198
114,0.567,8.566,0.513,0.559,0.487,0,0,6029,0,296,659.269,224.302,1302.787
115,0.552,8.822,0.528,0.544,0.472,0,0,6087,0,299,673.151,222.847,1316.007
116,0.578,8.388,0.502,0.57,0.498,0,0,6147,0,303,689.043,238.857,1329.853
117,0.517,9.399,0.563,0.509,0.437,0,0,6203,0,306,655.997,203.568,1342.244
118,0.52,9.352,0.56,0.512,0.44,0,0,6259,0,309,682.645,212.979,1354.701
119,0.591,8.16,0.489,0.583,0.511,1,1,6320,0,313,682.56,242.183,1368.874
120,0.555,8.772,0.525,0.547,0.475,0,0,6378,0,316,694.168,231.042,1382.166
121,0.577,8.408,0.503,0.569,0.497,0,0,6438,0,320,691.858,239.334,1395.983
122,0.599,8.029,0.481,0.591,0.519,1,1,6499,0,324,696.736,250.499,1410.345
123,0.574,8.458,0.506,0.566,0.494,0,0,6559,0,328,669.838,230.509,1424.09
124,0.573,8.461,0.507,0.565,0.493,0,0,6619,0,332,675.252,232.306,1437.831
125,0.6,8.023,0.48,0.592,0.52,1,0,6680,0,336,679.033,244.293,1452.202
126,0.521,9.338,0.559,0.513,0.441,0,0,6736,0,339,654.219,204.438,1464.68
127,0.547,8.898,0.533,0.539,0.467,0,0,6794,0,342,689.318,226.31,1477.791
128,0.565,8.602,0.515,0.557,0.485,0,0,6853,0,345,685.016,232.192,1491.329
129,0.529,9.202,0.551,0.521,0.449,0,0,6910,0,348,678.835,215.455,1504.002
130,0.601,8.007,0.479,0.593,0.521,1,0,6972,0,352,700.276,252.32,1518.396
131,0.568,8.552,0.512,0.56,0.488,0,0,7031,0,356,708.325,241.359,1532.005
132,0.599,8.034,0.481,0.591,0.519,1,0,7092,0,360,711.41,255.638,1546.359
133,0.548,8.883,0.532,0.54,0.468,0,0,7150,0,363,672.927,221.29,1559.492
134,0.554,8.777,0.526,0.546,0.474,0,0,7208,0,366,664.092,220.926,1572.778
135,0.526,9.251,0.554,0.518,0.446,0,0,7264,0,369,657.198,207.421,1585.38
136,0.525,9.263,0.555,0.517,0.445,0,0,7320,0,372,665.811,209.868,1597.966
137,0.577,8.401,0.503,0.569,0.497,0,0,7380,0,376,692.345,239.656,1611.792
138,0.549,8.861,0.531,0.541,0.469,0,0,7438,0,379,668.979,220.514,1624.956
139,0.563,8.627,0.517,0.555,0.483,0,0,7497,0,382,662.698,224.027,1638.458
140,0.611,7.828,0.469,0.603,0.531,1,1,7579,0,388,700.311,256.834,1653.109
141,0.571,8.504,0.509,0.563,0.491,0,0,7638,0,392,666.949,228.404,1666.787
142,0.54,9.01,0.54,0.532,0.46,0,0,7695,0,395,662.221,214.742,1679.736
143,0.536,9.079,0.544,0.528,0.456,0,0,7752,0,398,646.738,208.127,1692.587
144,0.581,8.339,0.499,0.573,0.501,1,1,7812,0,402,714.348,248.867,1706.502
145,0.607,7.906,0.473,0.599,0.527,1,1,7874,0,406,705.048,256.594,1721.041
146,0.62,7.679,0.46,0.612,0.54,1,0,7957,0,412,690.944,257.097,1735.906
147,0.584,8.276,0.496,0.576,0.504,1,0,8017,0,416,677.874,237.7,1749.912
148,0.584,8.277,0.496,0.576,0.504,1,1,8077,0,420,711.064,249.312,1763.917
149,0.541,8.999,0.539,0.533,0.461,0,0,8134,0,423,660.694,214.506,1776.883
150,0.598,8.042,0.482,0.59,0.518,1,0,8195,0,427,717.827,257.746,1791.226
151,0.618,7.717,0.462,0.61,0.538,1,1,8278,0,433,707.863,262.433,1806.037
152,0.629,7.531,0.451,0.621,0.549,1,1,8362,0,439,722.944,272.846,1821.115
153,0.608,7.89,0.472,0.6,0.528,1,0,8424,0,443,699.001,254.806,1835.678
154,0.605,7.929,0.475,0.597,0.525,1,1,8486,0,447,681.813,247.591,1850.184
155,0.641,7.334,0.439,0.633,0.561,1,1,8570,0,453,735.146,282.666,1865.547
156,0.588,8.224,0.492,0.58,0.508,1,1,8631,0,457,709.589,250.154,1879.628
157,0.628,7.549,0.452,0.62,0.548,1,0,8714,0,463,732.33,275.93,1894.681
158,0.553,8.801,0.527,0.545,0.473,0,0,8772,0,466,688.069,228.296,1907.932
159,0.557,8.733,0.523,0.549,0.477,0,0,8830,0,469,657.672,219.826,1921.281
160,0.641,7.328,0.439,0.633,0.561,1,0,8914,0,475,733.505,282.193,1936.652
161,0.635,7.424,0.445,0.627,0.555,1,0,8998,0,481,695.776,265.272,1951.885
162,0.591,8.165,0.489,0.583,0.511,1,1,9059,0,485,687.258,243.733,1966.051
163,0.639,7.364,0.441,0.631,0.559,1,1,9143,0,491,741.039,284.133,1981.371
164,0.631,7.491,0.449,0.623,0.551,1,1,9227,0,497,721.758,273.44,1996.507
165,0.586,8.244,0.494,0.578,0.506,1,0,9288,0,501,697.01,245.214,2010.559
166,0.655,7.091,0.425,0.647,0.575,1,0,9373,0,507,727.045,285.911,2026.272
167,0.56,8.692,0.52,0.552,0.48,0,0,9432,0,510,659.421,221.386,2039.681
168,0.624,7.619,0.456,0.616,0.544,1,1,9515,0,516,708.163,265.036,2054.633
169,0.649,7.193,0.431,0.641,0.569,1,1,9600,0,522,737.74,287.403,2070.198
170,0.586,8.256,0.494,0.578,0.506,1,0,9660,0,526,688.57,241.954,2084.234
171,0.599,8.031,0.481,0.591,0.519,1,0,9721,0,530,686.237,246.675,2098.593
172,0.636,7.42,0.444,0.628,0.556,1,0,9805,0,536,725.089,276.545,2113.831
173,0.6,8.017,0.48,0.592,0.52,1,0,9866,0,540,702.319,252.806,2128.21
174,0.571,8.506,0.509,0.563,0.491,0,0,9925,0,544,676.548,231.658,2141.887
175,0.576,8.415,0.504,0.568,0.496,0,0,9985,0,548,694.512,240.075,2155.693
176,0.632,7.476,0.448,0.624,0.552,1,0,10069,0,554,728.91,276.543,2170.851
177,0.622,7.656,0.458,0.614,0.542,1,1,10152,0,560,722.395,269.402,2185.75
178,0.661,6.994,0.419,0.653,0.581,1,0,10238,0,566,752.21,298.409,2201.602
179,0.606,7.918,0.474,0.598,0.526,1,1,10300,0,570,725.6,263.78,2216.124
180,0.65,7.186,0.43,0.642,0.57,1,0,10385,0,576,737.007,287.299,2231.7
181,0.639,7.372,0.441,0.631,0.559,1,0,10469,0,582,704.024,269.735,2247.007
182,0.618,7.714,0.462,0.61,0.538,1,1,10552,0,588,707.91,262.535,2261.823
183,0.638,7.386,0.442,0.63,0.558,1,1,10636,0,594,704.441,269.534,2277.11
184,0.628,7.555,0.452,0.62,0.548,1,1,10719,0,600,709.449,267.144,2292.154
185,0.603,7.959,0.477,0.595,0.523,1,0,10781,0,604,688.072,249.118,2306.617
186,0.624,7.617,0.456,0.616,0.544,1,1,10864,0,610,727.573,272.354,2321.572
187,0.66,7.022,0.42,0.652,0.58,1,0,10950,0,616,718.19,284.206,2337.384
188,0.672,6.812,0.408,0.664,0.592,1,1,11037,0,623,729.415,294.149,2353.499
189,0.581,8.338,0.499,0.573,0.501,1,1,11097,0,627,669.618,233.325,2367.417
190,0.623,7.634,0.457,0.615,0.543,1,0,11180,0,633,722.307,269.936,2382.347
191,0.646,7.245,0.434,0.638,0.566,1,0,11265,0,639,711.483,275.835,2397.837
192,0.665,6.928,0.415,0.657,0.585,1,0,11351,0,645,752.588,300.345,2413.784
193,0.671,6.83,0.409,0.663,0.591,1,1,11437,0,651,715.675,288.132,2429.872
194,0.674,6.78,0.406,0.666,0.594,1,0,11524,0,658,726.434,293.77,2446.031
195,0.594,8.116,0.486,0.586,0.514,1,0,11585,0,662,713.075,254.154,2460.269
196,0.651,7.159,0.429,0.643,0.571,1,0,11670,0,668,738.021,288.413,2475.883
197,0.64,7.346,0.44,0.632,0.56,1,1,11754,0,674,739.368,283.967,2491.228
198,0.613,7.804,0.467,0.605,0.533,1,1,11836,0,680,698.028,256.609,2505.914
199,0.657,7.066,0.423,0.649,0.577,1,0,11921,0,686,719.774,283.679,2521.662
200,0.63,7.519,0.45,0.622,0.55,1,1,12005,0,692,692.922,261.83,2536.759
201,0.619,7.693,0.461,0.611,0.539,1,0,12088,0,698,700.638,260.363,2551.605
202,0.606,7.912,0.474,0.598,0.526,1,0,12150,0,702,703.967,256.059,2566.135
203,0.646,7.25,0.434,0.638,0.566,1,1,12235,0,708,719.132,278.687,2581.619
204,0.599,8.026,0.481,0.591,0.519,1,1,12296,0,712,706.866,254.228,2595.986
205,0.647,7.225,0.433,0.639,0.567,1,1,12381,0,718,747.775,290.46,2611.506
206,0.685,6.59,0.395,0.677,0.605,1,0,12468,0,725,766.541,315.224,2627.94
207,0.688,6.553,0.392,0.68,0.608,1,1,12556,0,732,737.665,304.324,2644.426
208,0.666,6.906,0.414,0.658,0.586,1,1,12642,0,738,725.175,289.972,2660.404
209,0.609,7.869,0.471,0.601,0.529,1,1,12724,0,743,682.011,249.138,2674.997
210,0.612,7.816,0.468,0.604,0.532,1,1,12806,0,749,719.566,264.204,2689.665
211,0.656,7.082,0.424,0.648,0.576,1,1,12891,0,755,739.708,291.106,2705.39
212,0.61,7.846,0.47,0.602,0.53,1,1,12973,0,761,724.543,265.264,2720.016
213,0.603,7.973,0.477,0.595,0.523,1,1,13035,0,765,676.783,244.697,2734.459
214,0.696,6.414,0.384,0.688,0.616,1,1,13123,0,772,754.988,315.248,2751.146
215,0.608,7.887,0.472,0.6,0.528,1,1,13185,0,776,683.555,249.244,2765.712
216,0.662,6.985,0.418,0.654,0.582,1,1,13271,0,782,722.068,286.681,2781.576
217,0.61,7.855,0.47,0.602,0.53,1,1,13353,0,787,685.45,250.731,2796.189
218,0.688,6.554,0.392,0.68,0.608,1,0,13441,0,794,743.755,306.82,2812.675
219,0.643,7.296,0.437,0.635,0.563,1,0,13526,0,800,741.58,286.151,2828.092
220,0.642,7.31,0.438,0.634,0.562,1,0,13610,0,806,716.758,276.221,2843.489
221,0.621,7.664,0.459,0.613,0.541,1,1,13693,0,812,708.529,264.025,2858.376
222,0.694,6.446,0.386,0.686,0.614,1,0,13781,0,819,724.57,301.718,2875.017
223,0.612,7.813,0.468,0.604,0.532,1,1,13863,0,825,684.916,251.57,2889.691
224,0.664,6.951,0.416,0.656,0.584,1,0,13949,0,831,733.275,292.036,2905.605
225,0.627,7.571,0.453,0.619,0.547,1,1,14032,0,837,734.149,276.02,2920.625
226,0.675,6.76,0.405,0.667,0.595,1,1,14119,0,844,712.721,288.743,2936.814
227,0.649,7.197,0.431,0.641,0.569,1,1,14204,0,850,722.703,281.435,2952.374
228,0.634,7.45,0.446,0.626,0.554,1,0,14288,0,856,694.735,264.234,2967.57
229,0.627,7.565,0.453,0.619,0.547,1,1,14371,0,862,693.886,261.037,2982.599
230,0.653,7.13,0.427,0.645,0.573,1,0,14456,0,868,737.23,288.881,2998.256
231,0.643,7.301,0.437,0.635,0.563,1,1,14540,0,874,720.679,277.963,3013.666
232,0.643,7.306,0.437,0.635,0.563,1,1,14624,0,880,735.582,283.57,3029.069
233,0.655,7.1,0.425,0.647,0.575,1,1,14709,0,886,702.628,276.082,3044.769
234,0.683,6.625,0.397,0.675,0.603,1,1,14796,0,893,755.244,309.637,3061.153
235,0.676,6.755,0.404,0.668,0.596,1,1,14883,0,900,714.012,289.405,3077.349
236,0.667,6.892,0.413,0.659,0.587,1,1,14969,0,906,726.166,290.732,3093.347
237,0.664,6.953,0.416,0.656,0.584,1,0,15055,0,912,710.584,282.939,3109.258
238,0.632,7.478,0.448,0.624,0.552,1,1,15139,0,918,710.778,269.614,3124.413
239,0.681,6.665,0.399,0.673,0.601,1,0,15226,0,925,730.979,298.626,3140.738
240,0.616,7.746,0.464,0.608,0.536,1,1,15309,0,931,686.82,253.913,3155.507
241,0.656,7.083,0.424,0.648,0.576,1,1,15394,0,937,736.352,289.772,3171.231
242,0.622,7.642,0.458,0.614,0.542,1,0,15477,0,943,718.03,268.128,3186.15
243,0.698,6.378,0.382,0.69,0.618,1,0,15565,0,950,773.385,323.935,3202.889
244,0.715,6.088,0.365,0.707,0.635,1,0,15655,0,957,732.725,314.534,3220.045
245,0.715,6.097,0.365,0.707,0.635,1,1,15745,0,964,770.178,330.371,3237.188
246,0.71,6.174,0.37,0.702,0.63,1,1,15834,0,971,772.148,329.071,3254.221
247,0.648,7.213,0.432,0.64,0.568,1,0,15919,0,977,703.943,273.739,3269.758
248,0.636,7.422,0.444,0.628,0.556,1,1,16003,0,983,694.498,264.849,3284.994
249,0.638,7.389,0.442,0.63,0.558,1,0,16087,0,989,737.095,281.949,3300.277
250,0.623,7.638,0.457,0.615,0.543,1,0,16170,0,995,692.408,258.666,3315.202
251,0.721,5.996,0.359,0.713,0.641,1,1,16260,0,1002,777.382,336.278,3332.491
252,0.664,6.942,0.416,0.656,0.584,1,1,16346,0,1008,730.154,291.024,3348.417
253,0.692,6.475,0.388,0.684,0.612,1,0,16434,0,1015,766.938,318.565,3365.016
254,0.632,7.485,0.448,0.624,0.552,1,1,16518,0,1021,704.289,266.985,3380.162
255,0.645,7.269,0.435,0.637,0.565,1,0,16603,0,1027,738.453,285.659,3395.618
256,0.657,7.06,0.423,0.649,0.577,1,1,16689,0,1033,708.597,279.443,3411.375
257,0.696,6.419,0.384,0.688,0.616,1,1,16777,0,1040,735.97,307.185,3428.056
258,0.671,6.831,0.409,0.663,0.591,1,1,16863,0,1046,716.184,288.327,3444.143
259,0.724,5.95,0.356,0.716,0.644,1,0,16953,0,1053,779.722,338.589,3461.498
260,0.698,6.377,0.382,0.69,0.618,1,0,17041,0,1060,752.427,315.182,3478.238
261,0.649,7.201,0.431,0.641,0.569,1,1,17126,0,1066,723.064,281.488,3493.793
262,0.672,6.818,0.408,0.664,0.592,1,0,17213,0,1073,728.701,293.685,3509.898
263,0.636,7.417,0.444,0.628,0.556,1,1,17297,0,1079,701.466,267.617,3525.141
264,0.715,6.091,0.365,0.707,0.635,1,1,17387,0,1086,759.568,325.98,3542.293
265,0.641,7.339,0.439,0.633,0.561,1,0,17471,0,1092,736.028,282.885,3557.649
266,0.706,6.239,0.374,0.698,0.626,1,1,17560,0,1099,760.032,322.125,3574.587
267,0.653,7.137,0.427,0.645,0.573,1,1,17645,0,1105,716.813,280.686,3590.233
268,0.682,6.644,0.398,0.674,0.602,1,0,17732,0,1112,720.031,294.695,3606.588
269,0.672,6.818,0.408,0.664,0.592,1,1,17819,0,1119,712.602,287.219,3622.694
270,0.635,7.433,0.445,0.627,0.555,1,1,17903,0,1125,723.512,275.627,3637.914
271,0.635,7.426,0.445,0.627,0.555,1,1,17987,0,1131,739.092,281.729,3653.144
272,0.709,6.194,0.371,0.701,0.629,1,1,18076,0,1138,743.454,316.313,3670.148
273,0.686,6.572,0.394,0.678,0.606,1,0,18164,0,1145,742.136,305.668,3686.607
274,0.718,6.046,0.362,0.71,0.638,1,0,18254,0,1152,747.565,322.047,3703.824
275,0.667,6.897,0.413,0.659,0.587,1,1,18340,0,1158,718.026,287.35,3719.816
276,0.681,6.66,0.399,0.673,0.601,1,0,18427,0,1165,716.1,292.689,3736.149
277,0.722,5.984,0.358,0.714,0.642,1,0,18517,0,1172,756.837,327.715,3753.455
278,0.67,6.841,0.41,0.662,0.59,1,0,18603,0,1178,740.519,297.837,3769.526
279,0.643,7.297,0.437,0.635,0.563,1,0,18688,0,1184,722.443,278.747,3784.942
280,0.73,5.848,0.35,0.722,0.65,1,0,18779,0,1191,742.692,325.226,3802.444
281,0.714,6.108,0.366,0.706,0.634,1,1,18868,0,1198,776.872,332.942,3819.572
282,0.683,6.635,0.397,0.675,0.603,1,0,18955,0,1205,727.876,298.158,3835.942
283,0.638,7.378,0.442,0.63,0.558,1,1,19039,0,1211,719.001,275.31,3851.24
284,0.668,6.873,0.412,0.66,0.588,1,1,19125,0,1217,743.289,298.1,3867.266
285,0.708,6.21,0.372,0.7,0.628,1,0,19214,0,1224,756.362,321.38,3884.247
286,0.734,5.782,0.346,0.726,0.654,1,1,19305,0,1232,767.768,338.012,3901.843
287,0.674,6.788,0.406,0.666,0.594,1,1,19392,0,1239,739.438,298.815,3917.992
288,0.717,6.063,0.363,0.709,0.637,1,0,19482,0,1246,772.754,332.421,3935.184
289,0.652,7.14,0.428,0.644,0.572,1,1,19567,0,1252,715.971,280.283,3950.826
290,0.654,7.115,0.426,0.646,0.574,1,0,19652,0,1258,717.126,281.391,3966.504
291,0.718,6.044,0.362,0.71,0.638,1,1,19742,0,1265,747.858,322.214,3983.724
292,0.704,6.286,0.376,0.696,0.624,1,1,19831,0,1272,732.284,309.133,4000.595
293,0.689,6.537,0.391,0.681,0.609,1,1,19919,0,1279,735.353,303.79,4017.104
294,0.731,5.834,0.349,0.723,0.651,1,1,20010,0,1286,787.183,345.094,4034.626
295,0.659,7.025,0.421,0.651,0.579,1,1,20096,0,1292,748.035,295.933,4050.433
296,0.666,6.908,0.414,0.658,0.586,1,1,20182,0,1298,751.035,300.259,4066.409
297,0.68,6.676,0.4,0.672,0.6,1,0,20269,0,1305,742.693,303.138,4082.719
298,0.666,6.917,0.414,0.658,0.586,1,1,20355,0,1311,728.073,290.86,4098.682
299,0.689,6.53,0.391,0.681,0.609,1,1,20443,0,1318,748.114,309.257,4115.202
