Time(s),Density,AvgSpeed(m/s),Alpha,CongestionScore_CD,Weight_wij,Sigma_Constrained(0/1),RerouteTriggered(0/1),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
39,0.477,10.072,0.603,0.469,0.397,0,0,1935,0,82,623.12,178.301,401.984
40,0.425,10.942,0.655,0.417,0.345,0,0,1984,0,84,606.011,154.455,412.152
41,0.458,10.386,0.622,0.45,0.378,0,0,2036,0,86,647.755,178.036,423.121
42,0.482,9.991,0.598,0.474,0.402,0,0,2089,0,89,646.373,186.839,434.66
43,0.423,10.977,0.657,0.415,0.343,0,0,2138,0,91,617.383,156.581,444.778
44,0.463,10.311,0.617,0.455,0.383,0,0,2190,0,93,618.195,171.573,455.855
45,0.415,11.11,0.665,0.407,0.335,0,0,2239,0,95,616.178,153.335,465.783
46,0.501,9.669,0.579,0.493,0.421,0,0,2294,0,98,663.098,199.331,477.784
47,0.45,10.514,0.63,0.442,0.37,0,0,2345,0,100,610.343,164.941,488.568
48,0.418,11.051,0.662,0.41,0.338,0,0,2394,0,102,623.597,156.5,498.58
49,0.501,9.676,0.579,0.493,0.421,0,0,2449,0,105,643.474,193.27,510.571
50,0.489,9.863,0.591,0.481,0.409,0,0,2503,0,108,652.642,191.632,522.293
51,0.518,9.389,0.562,0.51,0.438,0,0,2559,0,111,659.849,204.996,534.697
52,0.493,9.807,0.587,0.485,0.413,0,0,2613,0,114,664.879,196.577,546.5
53,0.511,9.498,0.569,0.503,0.431,0,0,2668,0,117,640.851,196.575,558.747
54,0.489,9.877,0.591,0.481,0.409,0,0,2722,0,120,660.947,193.738,570.448
55,0.477,10.069,0.603,0.469,0.397,0,0,2775,0,123,632.106,180.929,581.873
56,0.449,10.544,0.631,0.441,0.369,0,0,2826,0,125,618.537,166.5,592.615
57,0.471,10.164,0.609,0.463,0.391,0,0,2878,0,127,621.612,175.802,603.903
58,0.515,9.429,0.565,0.507,0.435,0,0,2934,0,130,634.27,196.142,616.25
59,0.488,9.883,0.592,0.48,0.408,0,0,2988,0,133,632.623,185.312,627.944
60,0.492,9.824,0.588,0.484,0.412,0,0,3042,0,136,628.388,185.392,639.721
61,0.52,9.344,0.56,0.512,0.44,0,0,3098,0,139,645.991,201.743,652.191
62,0.513,9.471,0.567,0.505,0.433,0,0,3153,0,142,646.965,199.083,664.477
63,0.505,9.608,0.575,0.497,0.425,0,0,3208,0,145,648.238,196.278,676.565
64,0.514,9.447,0.566,0.506,0.434,0,0,3264,0,148,678.876,209.502,688.887
65,0.463,10.301,0.617,0.455,0.383,0,0,3316,0,150,619.449,172.153,699.979
66,0.533,9.136,0.547,0.525,0.453,0,0,3373,0,153,646.365,206.678,712.747
67,0.476,10.081,0.604,0.468,0.396,0,0,3426,0,156,656.407,187.604,724.155
68,0.52,9.36,0.56,0.512,0.44,0,0,3482,0,159,666.896,207.874,736.601
69,0.508,9.553,0.572,0.5,0.428,0,0,3537,0,162,640.766,195.286,748.769
70,0.535,9.1,0.545,0.527,0.455,0,0,3594,0,165,649.224,208.43,761.589
71,0.475,10.106,0.605,0.467,0.395,0,0,3647,0,168,638.103,181.813,772.962
72,0.472,10.15,0.608,0.464,0.392,0,0,3700,0,171,622.515,176.387,784.271
73,0.488,9.89,0.592,0.48,0.408,0,0,3754,0,174,630.739,184.606,795.955
74,0.499,9.696,0.581,0.491,0.419,0,0,3808,0,177,624.734,187.19,807.917
75,0.483,9.971,0.597,0.475,0.403,0,0,3861,0,180,661.446,191.668,819.484
76,0.493,9.808,0.587,0.485,0.413,0,0,3915,0,183,659.927,195.087,831.285
77,0.52,9.351,0.56,0.512,0.44,0,0,3971,0,186,667.883,208.408,843.744
78,0.505,9.599,0.575,0.497,0.425,0,0,4026,0,189,653.213,197.994,855.846
79,0.493,9.81,0.587,0.485,0.413,0,0,4080,0,192,655.908,193.841,867.643
80,0.513,9.472,0.567,0.505,0.433,0,0,4135,0,195,639.181,196.675,879.929
81,0.524,9.289,0.556,0.516,0.444,0,0,4191,0,198,658.701,207.001,892.477
82,0.504,9.625,0.576,0.496,0.424,0,0,4246,0,201,658.42,198.968,904.541
83,0.528,9.225,0.552,0.52,0.448,0,0,4302,0,204,642.919,203.525,917.182
84,0.559,8.708,0.521,0.551,0.479,0,0,4361,0,207,674.304,225.975,930.566
85,0.468,10.226,0.612,0.46,0.388,0,0,4413,0,209,610.941,171.422,941.765
86,0.481,10.01,0.599,0.473,0.401,0,0,4466,0,212,623.723,179.862,953.275
87,0.534,9.112,0.546,0.526,0.454,0,0,4523,0,215,672.333,215.576,966.079
88,0.529,9.199,0.551,0.521,0.449,0,0,4580,0,218,652.808,207.273,978.758
89,0.508,9.552,0.572,0.5,0.428,0,0,4635,0,221,677.113,206.386,990.927
90,0.473,10.142,0.607,0.465,0.393,0,0,4688,0,224,652.543,185.061,1002.246
91,0.545,8.94,0.535,0.537,0.465,0,0,4746,0,227,664.112,217.042,1015.298
92,0.561,8.674,0.519,0.553,0.481,0,0,4805,0,230,682.771,229.653,1028.731
93,0.552,8.824,0.528,0.544,0.472,0,0,4863,0,233,680.296,225.156,1041.949
94,0.548,8.882,0.532,0.54,0.468,0,0,4921,0,236,692.258,227.671,1055.083
95,0.519,9.368,0.561,0.511,0.439,0,0,4977,0,239,664.608,206.977,1067.517
96,0.532,9.158,0.548,0.524,0.452,0,0,5034,0,242,687.554,219.319,1080.255
97,0.571,8.501,0.509,0.563,0.491,0,0,5093,0,246,668.129,228.878,1093.937
98,0.541,9.007,0.539,0.533,0.461,0,0,5150,0,249,676.259,219.377,1106.891
99,0.499,9.702,0.581,0.491,0.419,0,0,5204,0,252,641.607,192.11,1118.845
100,0.559,8.7,0.521,0.551,0.479,0,0,5263,0,255,678.458,227.571,1132.241
101,0.514,9.454,0.566,0.506,0.434,0,0,5318,0,258,638.095,196.746,1144.552
102,0.551,8.828,0.529,0.543,0.471,0,0,5376,0,261,652.388,215.835,1157.764
103,0.567,8.572,0.513,0.559,0.487,0,0,5435,0,265,683.248,232.323,1171.345
104,0.556,8.753,0.524,0.548,0.476,0,0,5493,0,268,694.679,231.683,1184.664
105,0.537,9.061,0.543,0.529,0.457,0,0,5550,0,271,662.563,213.651,1197.541
106,0.517,9.406,0.563,0.509,0.437,0,0,5606,0,274,640.73,198.674,1209.921
107,0.587,8.24,0.493,0.579,0.507,1,1,5667,0,278,680.239,239.406,1223.979
108,0.504,9.617,0.576,0.496,0.424,0,0,5722,0,281,663.451,200.669,1236.055
109,0.511,9.504,0.569,0.503,0.431,0,0,5777,0,284,654.839,200.734,1248.294
110,0.529,9.197,0.551,0.521,0.449,0,0,5834,0,287,646.671,205.364,1260.974
111,0.582,8.31,0.498,0.574,0.502,1,1,5894,0,291,688.251,240.512,1274.933
112,0.575,8.427,0.505,0.567,0.495,0,0,5954,0,295,674.2,232.749,1288.721
113,0.552,8.815,0.528,0.544,0.472,0,0,6012,0,298,692.59,229.438,1301.951
114,0.582,8.324,0.498,0.574,0.502,1,1,6072,0,302,715.359,249.608,1315.888
115,0.595,8.101,0.485,0.587,0.515,1,1,6133,0,306,713.934,254.831,1330.147
116,0.56,8.678,0.52,0.552,0.48,0,0,6192,0,309,671.522,225.774,1343.574
117,0.592,8.149,0.488,0.584,0.512,1,1,6253,0,313,690.094,245.134,1357.764
118,0.569,8.533,0.511,0.561,0.489,0,0,6312,0,317,701.417,239.49,1371.401
119,0.601,8.003,0.479,0.593,0.521,1,0,6374,0,321,713.987,257.377,1385.801
120,0.553,8.793,0.527,0.545,0.473,0,0,6432,0,324,677.7,225.063,1399.063
121,0.582,8.316,0.498,0.574,0.502,1,0,6492,0,328,666.725,232.842,1413.013
122,0.556,8.75,0.524,0.548,0.476,0,0,6550,0,331,676.829,225.805,1426.337
123,0.593,8.133,0.487,0.585,0.513,1,0,6611,0,335,701.495,249.593,1440.549
124,0.523,9.305,0.557,0.515,0.443,0,0,6667,0,338,644.705,202.232,1453.074
125,0.517,9.395,0.563,0.509,0.437,0,0,6723,0,341,638.977,198.371,1465.47
126,0.514,9.45,0.566,0.506,0.434,0,0,6778,0,344,634.81,195.828,1477.787
127,0.572,8.491,0.508,0.564,0.492,0,0,6838,0,348,689.572,236.479,1491.484
128,0.58,8.351,0.5,0.572,0.5,0,0,6898,0,352,693.349,241.257,1505.382
129,0.593,8.135,0.487,0.585,0.513,1,1,6959,0,356,701.476,249.537,1519.592
130,0.6,8.022,0.48,0.592,0.52,1,1,7020,0,360,706.832,254.317,1533.965
131,0.566,8.579,0.514,0.558,0.486,0,0,7079,0,364,668.334,227.093,1547.536
132,0.582,8.32,0.498,0.574,0.502,1,0,7139,0,368,690.85,241.161,1561.479
133,0.536,9.08,0.544,0.528,0.456,0,0,7196,0,371,668.576,215.13,1574.328
134,0.621,7.67,0.459,0.613,0.541,1,0,7279,0,377,731.004,272.256,1589.207
135,0.582,8.321,0.498,0.574,0.502,1,0,7339,0,381,713.856,249.178,1603.15
136,0.559,8.692,0.521,0.551,0.479,0,0,7398,0,384,673.717,226.166,1616.557
137,0.616,7.741,0.464,0.608,0.536,1,0,7481,0,390,683.806,252.931,1631.334
138,0.61,7.843,0.47,0.602,0.53,1,1,7563,0,396,681.861,249.706,1645.964
139,0.547,8.894,0.533,0.539,0.467,0,0,7621,0,399,679.547,223.198,1659.08
140,0.609,7.864,0.471,0.601,0.529,1,0,7703,0,404,724.681,264.852,1673.68
141,0.555,8.762,0.525,0.547,0.475,0,0,7761,0,407,677.112,225.604,1686.987
142,0.621,7.661,0.459,0.613,0.541,1,1,7844,0,413,727.36,271.12,1701.878
143,0.533,9.132,0.547,0.525,0.453,0,0,7901,0,416,684.897,219.1,1714.653
144,0.611,7.827,0.469,0.603,0.531,1,0,7983,0,422,695.591,255.132,1729.305
145,0.577,8.408,0.503,0.569,0.497,0,0,8043,0,426,684.384,236.741,1743.122
146,0.605,7.94,0.475,0.597,0.525,1,0,8105,0,430,711.23,257.984,1757.612
147,0.623,7.629,0.457,0.615,0.543,1,1,8188,0,436,726.118,271.486,1772.549
148,0.541,8.996,0.539,0.533,0.461,0,0,8245,0,439,650.95,211.431,1785.52
149,0.578,8.379,0.502,0.57,0.498,0,0,8305,0,443,713.221,247.468,1799.379
150,0.558,8.714,0.522,0.55,0.478,0,0,8364,0,446,699.192,234.18,1812.755
151,0.616,7.752,0.464,0.608,0.536,1,1,8447,0,452,716.914,264.884,1827.515
152,0.554,8.776,0.526,0.546,0.474,0,0,8505,0,455,683.465,227.384,1840.802
153,0.601,8.0,0.479,0.593,0.521,1,1,8567,0,459,701.969,253.105,1855.206
154,0.556,8.744,0.524,0.548,0.476,0,0,8625,0,462,673.606,224.868,1868.538
155,0.627,7.568,0.453,0.619,0.547,1,1,8708,0,468,692.19,260.34,1883.564
156,0.604,7.945,0.476,0.596,0.524,1,1,8770,0,472,693.5,251.425,1898.047
157,0.628,7.545,0.452,0.62,0.548,1,0,8853,0,478,730.069,275.189,1913.106
158,0.59,8.188,0.49,0.582,0.51,1,0,8914,0,482,714.516,252.811,1927.239
159,0.579,8.367,0.501,0.571,0.499,0,0,8974,0,486,666.27,231.459,1941.115
160,0.625,7.607,0.455,0.617,0.545,1,1,9057,0,492,731.331,274.033,1956.085
161,0.584,8.288,0.496,0.576,0.504,1,0,9117,0,496,710.607,248.862,1970.074
162,0.576,8.423,0.504,0.568,0.496,0,0,9177,0,500,703.394,242.939,1983.869
163,0.59,8.179,0.49,0.582,0.51,1,1,9238,0,504,704.694,249.57,1998.015
164,0.616,7.749,0.464,0.608,0.536,1,1,9321,0,510,725.997,268.313,2012.78
165,0.599,8.036,0.481,0.591,0.519,1,0,9382,0,514,714.558,256.721,2027.132
166,0.556,8.751,0.524,0.548,0.476,0,0,9440,0,517,676.88,225.791,2040.454
167,0.562,8.645,0.518,0.554,0.482,0,0,9499,0,520,676.422,228.233,2053.929
168,0.573,8.462,0.507,0.565,0.493,0,0,9559,0,524,684.169,235.329,2067.668
169,0.627,7.566,0.453,0.619,0.547,1,0,9642,0,530,718.707,270.364,2082.697
170,0.657,7.06,0.423,0.649,0.577,1,1,9728,0,536,749.623,295.606,2098.454
171,0.598,8.057,0.482,0.59,0.518,1,0,9789,0,540,680.707,244.049,2112.775
172,0.597,8.066,0.483,0.589,0.517,1,0,9850,0,544,682.875,244.597,2127.083
173,0.608,7.882,0.472,0.6,0.528,1,1,9932,0,549,681.527,248.64,2141.658
174,0.596,8.09,0.484,0.588,0.516,1,1,9993,0,553,717.763,256.49,2155.932
175,0.64,7.347,0.44,0.632,0.56,1,0,10077,0,559,705.15,270.798,2171.276
176,0.624,7.616,0.456,0.616,0.544,1,1,10160,0,565,689.746,258.212,2186.232
177,0.647,7.234,0.433,0.639,0.567,1,0,10245,0,571,739.046,286.824,2201.738
178,0.617,7.739,0.463,0.609,0.537,1,1,10328,0,577,687.585,254.384,2216.519
179,0.644,7.286,0.436,0.636,0.564,1,0,10413,0,583,726.543,280.606,2231.95
180,0.663,6.956,0.417,0.655,0.583,1,0,10499,0,589,746.429,297.151,2247.857
181,0.585,8.264,0.495,0.577,0.505,1,1,10559,0,593,678.72,238.29,2261.881
182,0.623,7.632,0.457,0.615,0.543,1,1,10642,0,599,713.429,266.68,2276.815
183,0.646,7.246,0.434,0.638,0.566,1,1,10727,0,605,742.929,288.008,2292.304
184,0.58,8.355,0.5,0.572,0.5,0,0,10787,0,609,709.444,246.755,2306.196
185,0.609,7.868,0.471,0.601,0.529,1,1,10869,0,614,682.628,249.371,2320.79
186,0.61,7.843,0.47,0.602,0.53,1,1,10951,0,620,693.621,254.013,2335.42
187,0.616,7.757,0.464,0.608,0.536,1,1,11034,0,626,691.454,255.361,2350.173
188,0.672,6.815,0.408,0.664,0.592,1,0,11121,0,633,759.675,306.254,2366.283
189,0.674,6.779,0.406,0.666,0.594,1,1,11208,0,640,750.115,303.392,2382.445
190,0.67,6.846,0.41,0.662,0.59,1,1,11294,0,646,758.251,304.846,2398.51
191,0.622,7.656,0.458,0.614,0.542,1,1,11377,0,652,712.653,265.771,2413.409
192,0.585,8.26,0.495,0.577,0.505,1,0,11437,0,656,675.927,237.412,2427.439
193,0.596,8.075,0.484,0.588,0.516,1,1,11498,0,660,684.941,245.132,2441.735
194,0.642,7.315,0.438,0.634,0.562,1,0,11582,0,666,725.82,279.577,2457.125
195,0.621,7.66,0.459,0.613,0.541,1,1,11665,0,672,712.163,265.499,2472.019
196,0.593,8.135,0.487,0.585,0.513,1,0,11726,0,676,688.909,245.073,2486.229
197,0.644,7.274,0.436,0.636,0.564,1,1,11811,0,682,736.642,284.828,2501.678
198,0.611,7.833,0.469,0.603,0.531,1,1,11893,0,688,716.976,262.827,2516.322
199,0.677,6.728,0.403,0.669,0.597,1,0,11980,0,695,738.095,299.861,2532.557
200,0.596,8.076,0.484,0.588,0.516,1,1,12041,0,699,688.309,246.318,2546.852
201,0.66,7.014,0.42,0.652,0.58,1,0,12127,0,705,747.76,296.105,2562.675
202,0.604,7.953,0.476,0.596,0.524,1,0,12189,0,709,679.913,246.316,2577.146
203,0.649,7.199,0.431,0.641,0.569,1,0,12274,0,715,702.38,273.481,2592.704
204,0.649,7.195,0.431,0.641,0.569,1,0,12359,0,721,716.288,278.99,2608.266
205,0.677,6.737,0.403,0.669,0.597,1,1,12446,0,728,745.513,302.638,2624.488
206,0.611,7.829,0.469,0.603,0.531,1,0,12528,0,734,691.966,253.746,2639.137
207,0.659,7.029,0.421,0.651,0.579,1,0,12614,0,740,748.721,296.085,2654.939
208,0.632,7.473,0.448,0.624,0.552,1,0,12698,0,746,727.195,275.965,2670.1
209,0.61,7.847,0.47,0.602,0.53,1,1,12780,0,752,707.446,258.978,2684.725
210,0.688,6.542,0.392,0.68,0.608,1,1,12868,0,759,762.059,314.693,2701.227
211,0.658,7.049,0.422,0.65,0.578,1,0,12954,0,765,716.758,282.938,2717.0
212,0.663,6.959,0.417,0.655,0.583,1,0,13040,0,771,709.797,282.487,2732.903
213,0.655,7.094,0.425,0.647,0.575,1,1,13125,0,777,735.284,289.052,2748.61
214,0.6,8.024,0.48,0.592,0.52,1,0,13186,0,781,715.557,257.393,2762.98
215,0.691,6.49,0.389,0.683,0.611,1,1,13274,0,788,731.68,303.531,2779.558
216,0.652,7.147,0.428,0.644,0.572,1,0,13359,0,794,702.151,274.7,2795.19
217,0.671,6.837,0.409,0.663,0.591,1,0,13445,0,800,739.221,297.445,2811.268
218,0.685,6.597,0.395,0.677,0.605,1,0,13532,0,807,739.497,303.908,2827.691
219,0.638,7.386,0.442,0.63,0.558,1,0,13616,0,813,695.888,266.281,2842.979
220,0.639,7.36,0.441,0.631,0.559,1,0,13700,0,819,707.097,271.223,2858.305
221,0.619,7.698,0.461,0.611,0.539,1,1,13783,0,825,709.874,263.653,2873.143
222,0.606,7.918,0.474,0.598,0.526,1,1,13845,0,829,713.182,259.255,2887.664
223,0.671,6.828,0.409,0.663,0.591,1,1,13931,0,835,748.045,301.228,2903.755
224,0.647,7.226,0.433,0.639,0.567,1,1,14016,0,841,739.273,287.111,2919.273
225,0.638,7.377,0.442,0.63,0.558,1,0,14100,0,847,712.294,272.782,2934.574
226,0.625,7.604,0.455,0.617,0.545,1,1,14183,0,853,734.318,275.229,2949.548
227,0.665,6.938,0.415,0.657,0.585,1,1,14269,0,859,751.004,299.439,2965.48
228,0.674,6.779,0.406,0.666,0.594,1,1,14356,0,866,715.769,289.493,2981.642
229,0.707,6.233,0.373,0.699,0.627,1,0,14445,0,873,753.843,319.681,2998.59
230,0.622,7.655,0.458,0.614,0.542,1,0,14528,0,879,730.588,272.487,3013.49
231,0.703,6.299,0.377,0.695,0.623,1,0,14617,0,886,750.084,316.306,3030.343
232,0.636,7.421,0.444,0.628,0.556,1,1,14701,0,892,730.072,278.424,3045.58
233,0.624,7.621,0.456,0.616,0.544,1,0,14784,0,898,736.23,275.484,3060.529
234,0.689,6.523,0.391,0.681,0.609,1,0,14872,0,905,731.423,302.558,3077.059
235,0.694,6.452,0.386,0.686,0.614,1,1,14960,0,912,769.216,320.138,3093.691
236,0.695,6.436,0.385,0.687,0.615,1,0,15048,0,919,734.944,306.295,3110.346
237,0.638,7.379,0.442,0.63,0.558,1,1,15132,0,925,731.519,280.085,3125.644
238,0.616,7.743,0.464,0.608,0.536,1,1,15215,0,931,709.563,262.412,3140.418
239,0.645,7.259,0.435,0.637,0.565,1,1,15300,0,937,710.035,274.933,3155.889
240,0.701,6.323,0.379,0.693,0.621,1,0,15389,0,944,771.256,324.577,3172.708
241,0.693,6.468,0.387,0.685,0.613,1,1,15477,0,951,736.805,306.24,3189.318
242,0.626,7.583,0.454,0.618,0.546,1,1,15560,0,957,727.463,273.201,3204.322
243,0.703,6.299,0.377,0.695,0.623,1,1,15649,0,964,744.191,313.812,3221.174
244,0.636,7.415,0.444,0.628,0.556,1,1,15733,0,970,714.861,272.783,3236.42
245,0.696,6.41,0.384,0.688,0.616,1,0,15821,0,977,739.871,309.056,3253.113
246,0.642,7.312,0.438,0.634,0.562,1,1,15905,0,983,696.557,268.38,3268.507
247,0.66,7.017,0.42,0.652,0.58,1,0,15991,0,989,752.412,297.883,3284.327
248,0.681,6.666,0.399,0.673,0.601,1,1,16078,0,996,730.808,298.549,3300.651
249,0.627,7.56,0.453,0.619,0.547,1,1,16161,0,1002,713.077,268.391,3315.689
250,0.709,6.191,0.371,0.701,0.629,1,1,16250,0,1009,775.167,329.886,3332.696
251,0.653,7.123,0.427,0.645,0.573,1,1,16335,0,1015,711.007,278.785,3348.363
252,0.713,6.123,0.367,0.705,0.633,1,0,16424,0,1022,756.622,323.833,3365.469
253,0.669,6.867,0.411,0.661,0.589,1,1,16510,0,1028,726.82,291.671,3381.504
254,0.637,7.393,0.443,0.629,0.557,1,1,16594,0,1034,704.091,269.226,3396.781
255,0.658,7.04,0.422,0.65,0.578,1,1,16680,0,1040,712.312,281.414,3412.567
256,0.677,6.73,0.403,0.669,0.597,1,1,16767,0,1047,731.644,297.191,3428.799
257,0.721,5.99,0.359,0.713,0.641,1,1,16857,0,1054,757.856,327.98,3446.096
258,0.685,6.597,0.395,0.677,0.605,1,0,16944,0,1061,722.376,296.886,3462.519
259,0.652,7.15,0.428,0.644,0.572,1,0,17029,0,1067,743.198,290.669,3478.146
260,0.678,6.722,0.402,0.67,0.598,1,0,17116,0,1074,746.347,303.392,3494.39
261,0.694,6.45,0.386,0.686,0.614,1,0,17204,0,1081,738.249,307.316,3511.026
262,0.69,6.52,0.39,0.682,0.61,1,1,17292,0,1088,741.382,306.755,3527.561
263,0.712,6.153,0.368,0.704,0.632,1,1,17381,0,1095,748.68,319.636,3544.623
264,0.678,6.715,0.402,0.67,0.598,1,0,17468,0,1102,752.276,305.978,3560.877
265,0.71,6.178,0.37,0.702,0.63,1,0,17557,0,1109,743.598,316.809,3577.904
266,0.678,6.709,0.402,0.67,0.598,1,0,17644,0,1116,745.694,303.477,3594.167
267,0.689,6.531,0.391,0.681,0.609,1,0,17732,0,1123,745.785,308.275,3610.685
268,0.656,7.084,0.424,0.648,0.576,1,0,17817,0,1129,720.021,283.322,3626.408
269,0.676,6.752,0.404,0.668,0.596,1,1,17904,0,1136,727.693,295.003,3642.608
270,0.639,7.369,0.441,0.631,0.559,1,1,17988,0,1142,709.35,271.848,3657.919
271,0.682,6.647,0.398,0.674,0.602,1,1,18075,0,1149,741.872,303.567,3674.271
272,0.683,6.625,0.397,0.675,0.603,1,0,18162,0,1156,754.4,309.288,3690.654
273,0.712,6.147,0.368,0.704,0.632,1,1,18251,0,1163,774.37,330.768,3707.726
274,0.651,7.156,0.429,0.643,0.571,1,1,18336,0,1169,733.624,286.76,3723.344
275,0.68,6.683,0.4,0.672,0.6,1,1,18423,0,1176,726.923,296.507,3739.643
276,0.715,6.094,0.365,0.707,0.635,1,0,18513,0,1183,752.772,322.979,3756.791
277,0.703,6.292,0.377,0.695,0.623,1,1,18602,0,1190,775.6,327.244,3773.653
278,0.641,7.326,0.439,0.633,0.561,1,1,18686,0,1196,702.192,270.19,3789.027
279,0.716,6.073,0.364,0.708,0.636,1,0,18776,0,1203,751.695,323.092,3806.205
280,0.692,6.484,0.388,0.684,0.612,1,1,18864,0,1210,748.383,310.611,3822.791
281,0.698,6.375,0.382,0.69,0.618,1,1,18952,0,1217,761.563,319.071,3839.534
282,0.638,7.388,0.442,0.63,0.558,1,0,19036,0,1223,739.865,283.047,3854.819
283,0.693,6.456,0.387,0.685,0.613,1,0,19124,0,1230,758.286,315.477,3871.445
284,0.639,7.366,0.441,0.631,0.559,1,0,19208,0,1236,738.852,283.254,3886.763
285,0.725,5.932,0.355,0.717,0.645,1,0,19298,0,1243,744.07,323.587,3904.144
286,0.703,6.288,0.377,0.695,0.623,1,1,19387,0,1250,768.016,324.171,3921.012
287,0.739,5.694,0.341,0.731,0.659,1,1,19478,0,1258,779.174,345.503,3938.736
288,0.679,6.693,0.401,0.671,0.599,1,1,19565,0,1265,761.086,310.163,3955.021
289,0.734,5.775,0.346,0.726,0.654,1,1,19656,0,1273,759.82,334.713,3972.627
290,0.728,5.883,0.352,0.72,0.648,1,1,19746,0,1280,747.88,326.544,3990.078
291,0.653,7.133,0.427,0.645,0.573,1,1,19831,0,1286,727.393,284.925,4005.73
292,0.708,6.211,0.372,0.7,0.628,1,1,19920,0,1293,731.596,310.813,4022.708
293,0.649,7.204,0.431,0.641,0.569,1,0,20005,0,1299,721.054,280.628,4038.259
294,0.693,6.455,0.387,0.685,0.613,1,1,20093,0,1306,765.637,318.572,4054.887
295,0.679,6.704,0.401,0.671,0.599,1,1,20180,0,1313,729.867,297.151,4071.156
296,0.724,5.94,0.356,0.716,0.644,1,1,20270,0,1320,750.765,326.269,4088.525
297,0.729,5.869,0.351,0.721,0.649,1,1,20360,0,1327,780.906,341.355,4105.996
298,0.663,6.963,0.417,0.655,0.583,1,1,20446,0,1333,712.194,283.332,4121.893
299,0.686,6.572,0.394,0.678,0.606,1,1,20534,0,1340,736.485,303.346,4138.352
