Time(s),Density,AvgSpeed(m/s),Alpha,CongestionScore_CD,Weight_wij,Sigma_Constrained(0/1),RerouteTriggered(0/1),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
51,0.47,10.193,0.61,0.462,0.39,0,0,2529,0,106,614.378,173.124,523.52
52,0.425,10.945,0.655,0.417,0.345,0,0,2578,0,108,614.367,156.513,533.684
53,0.454,10.451,0.626,0.446,0.374,0,0,2629,0,110,603.894,164.56,544.559
54,0.467,10.245,0.613,0.459,0.387,0,0,2681,0,112,616.41,172.551,555.731
55,0.475,10.101,0.605,0.467,0.395,0,0,2734,0,115,639.386,182.284,567.111
56,0.49,9.854,0.59,0.482,0.41,0,0,2788,0,118,628.097,184.633,578.845
57,0.441,10.663,0.639,0.433,0.361,0,0,2838,0,120,620.452,164.357,589.416
58,0.519,9.366,0.561,0.511,0.439,0,0,2894,0,123,652.994,203.399,601.853
59,0.461,10.345,0.619,0.453,0.381,0,0,2946,0,125,627.532,173.403,612.881
60,0.442,10.658,0.638,0.434,0.362,0,0,2996,0,127,606.618,160.805,623.459
61,0.511,9.51,0.569,0.503,0.431,0,0,3051,0,130,638.116,195.463,635.689
62,0.522,9.315,0.558,0.514,0.442,0,0,3107,0,133,657.783,206.093,648.199
63,0.521,9.34,0.559,0.513,0.441,0,0,3163,0,136,639.451,199.788,660.674
64,0.534,9.124,0.546,0.526,0.454,0,0,3220,0,139,671.972,215.152,673.459
65,0.482,9.984,0.598,0.474,0.402,0,0,3273,0,142,658.868,190.6,685.007
66,0.464,10.29,0.616,0.456,0.384,0,0,3325,0,144,638.032,177.574,696.115
67,0.536,9.085,0.544,0.528,0.456,0,0,3382,0,147,676.515,217.561,708.957
68,0.479,10.036,0.601,0.471,0.399,0,0,3435,0,150,637.488,183.239,720.43
69,0.463,10.303,0.617,0.455,0.383,0,0,3487,0,152,624.984,173.631,731.518
70,0.478,10.046,0.602,0.47,0.398,0,0,3540,0,155,654.008,187.747,742.977
71,0.53,9.179,0.55,0.522,0.45,0,0,3597,0,158,683.332,217.438,755.683
72,0.503,9.643,0.577,0.495,0.423,0,0,3652,0,161,645.627,194.685,767.722
73,0.456,10.42,0.624,0.448,0.376,0,0,3703,0,163,609.914,166.89,778.642
74,0.452,10.488,0.628,0.444,0.372,0,0,3754,0,165,634.495,172.062,789.464
75,0.468,10.222,0.612,0.46,0.388,0,0,3806,0,167,657.806,184.68,800.669
76,0.48,10.012,0.6,0.472,0.4,0,0,3859,0,170,618.589,178.332,812.177
77,0.524,9.291,0.556,0.516,0.444,0,0,3915,0,173,641.844,201.663,824.723
78,0.552,8.823,0.528,0.544,0.472,0,0,3973,0,176,669.505,221.606,837.941
79,0.52,9.357,0.56,0.512,0.44,0,0,4029,0,179,650.661,202.891,850.392
80,0.476,10.082,0.604,0.468,0.396,0,0,4082,0,182,654.247,186.974,861.799
81,0.524,9.291,0.556,0.516,0.444,0,0,4138,0,185,664.151,208.666,874.344
82,0.526,9.255,0.554,0.518,0.446,0,0,4194,0,188,664.415,209.615,886.942
83,0.536,9.092,0.544,0.528,0.456,0,0,4251,0,191,669.324,215.081,899.773
84,0.538,9.048,0.542,0.53,0.458,0,0,4308,0,194,647.676,209.148,912.669
85,0.468,10.229,0.612,0.46,0.388,0,0,4360,0,196,655.284,183.809,923.864
86,0.537,9.074,0.543,0.529,0.457,0,0,4417,0,199,643.805,207.296,936.722
87,0.552,8.824,0.528,0.544,0.472,0,0,4475,0,202,653.665,216.345,949.94
88,0.476,10.082,0.604,0.468,0.396,0,0,4528,0,205,618.22,176.662,961.346
89,0.469,10.208,0.611,0.461,0.389,0,0,4580,0,207,612.828,172.349,972.571
90,0.498,9.72,0.582,0.49,0.418,0,0,4634,0,210,661.122,197.527,984.499
91,0.517,9.41,0.563,0.509,0.437,0,0,4690,0,213,674.431,209.024,996.873
92,0.475,10.106,0.605,0.467,0.395,0,0,4743,0,216,653.629,186.227,1008.245
93,0.497,9.741,0.583,0.489,0.417,0,0,4797,0,219,651.363,194.12,1020.143
94,0.563,8.628,0.517,0.555,0.483,0,0,4856,0,222,676.469,228.643,1033.642
95,0.526,9.254,0.554,0.518,0.446,0,0,4912,0,225,660.571,208.423,1046.241
96,0.501,9.67,0.579,0.493,0.421,0,0,4967,0,228,642.612,193.142,1058.24
97,0.525,9.277,0.555,0.517,0.445,0,0,5023,0,231,671.687,211.388,1070.806
98,0.534,9.114,0.546,0.526,0.454,0,0,5080,0,234,681.075,218.32,1083.606
99,0.574,8.442,0.506,0.566,0.494,0,0,5140,0,238,699.395,241.077,1097.374
100,0.49,9.851,0.59,0.482,0.41,0,0,5194,0,241,661.639,194.57,1109.113
101,0.513,9.473,0.567,0.505,0.433,0,0,5249,0,244,636.923,195.959,1121.397
102,0.582,8.313,0.498,0.574,0.502,1,1,5309,0,248,684.553,239.137,1135.35
103,0.517,9.407,0.563,0.509,0.437,0,0,5365,0,251,633.359,196.348,1147.728
104,0.554,8.78,0.526,0.546,0.474,0,0,5423,0,254,679.835,226.082,1161.01
105,0.494,9.785,0.586,0.486,0.414,0,0,5477,0,257,635.961,188.518,1172.843
106,0.55,8.851,0.53,0.542,0.47,0,0,5535,0,260,682.345,225.181,1186.022
107,0.523,9.298,0.557,0.515,0.443,0,0,5591,0,263,679.123,213.208,1198.558
108,0.552,8.811,0.528,0.544,0.472,0,0,5649,0,266,684.07,226.717,1211.794
109,0.494,9.789,0.586,0.486,0.414,0,0,5703,0,269,668.627,198.122,1223.623
110,0.532,9.159,0.548,0.524,0.452,0,0,5760,0,272,680.419,217.013,1236.359
111,0.587,8.229,0.493,0.579,0.507,1,1,5821,0,276,673.321,237.25,1250.433
112,0.512,9.479,0.568,0.504,0.432,0,0,5876,0,279,634.421,195.048,1262.708
113,0.55,8.843,0.53,0.542,0.47,0,0,5934,0,282,691.844,228.496,1275.898
114,0.592,8.156,0.488,0.584,0.512,1,1,5995,0,286,720.623,255.787,1290.076
115,0.539,9.026,0.541,0.531,0.459,0,0,6052,0,289,684.812,221.673,1303.003
116,0.51,9.527,0.57,0.502,0.43,0,0,6107,0,292,674.915,206.342,1315.209
117,0.557,8.74,0.523,0.549,0.477,0,0,6165,0,295,658.68,220.003,1328.548
118,0.542,8.988,0.538,0.534,0.462,0,0,6222,0,298,671.228,218.2,1341.53
119,0.601,8.002,0.479,0.593,0.521,1,1,6284,0,302,699.322,252.118,1355.931
120,0.536,9.091,0.544,0.528,0.456,0,0,6341,0,305,655.182,210.551,1368.764
121,0.512,9.482,0.568,0.504,0.432,0,0,6396,0,308,634.88,195.126,1381.035
122,0.51,9.517,0.57,0.502,0.43,0,0,6451,0,311,632.075,193.463,1393.255
123,0.573,8.461,0.507,0.565,0.493,0,0,6511,0,315,710.165,244.308,1406.996
124,0.54,9.014,0.54,0.532,0.46,0,0,6568,0,318,667.774,216.452,1419.94
125,0.561,8.672,0.519,0.553,0.481,0,0,6627,0,321,696.672,234.382,1433.376
126,0.59,8.189,0.49,0.582,0.51,1,0,6688,0,325,697.683,246.837,1447.508
127,0.611,7.825,0.469,0.603,0.531,1,1,6770,0,331,710.031,260.493,1462.165
128,0.596,8.078,0.484,0.588,0.516,1,1,6831,0,335,712.313,254.841,1476.456
129,0.547,8.904,0.533,0.539,0.467,0,0,6889,0,338,663.926,217.841,1489.559
130,0.605,7.931,0.475,0.597,0.525,1,1,6951,0,342,720.395,261.555,1504.063
131,0.54,9.012,0.54,0.532,0.46,0,0,7008,0,345,646.389,209.574,1517.01
132,0.545,8.932,0.535,0.537,0.465,0,0,7066,0,348,675.356,220.911,1530.073
133,0.566,8.591,0.514,0.558,0.486,0,0,7125,0,352,680.608,230.953,1543.626
134,0.526,9.257,0.554,0.518,0.446,0,0,7181,0,355,664.498,209.597,1556.22
135,0.571,8.497,0.509,0.563,0.491,0,0,7240,0,359,686.927,235.428,1569.909
136,0.605,7.94,0.475,0.597,0.525,1,1,7302,0,363,716.618,259.945,1584.4
137,0.536,9.087,0.544,0.528,0.456,0,0,7359,0,366,677.842,217.943,1597.239
138,0.622,7.651,0.458,0.614,0.542,1,1,7442,0,372,709.777,264.835,1612.146
139,0.528,9.216,0.552,0.52,0.448,0,0,7498,0,375,672.478,213.101,1624.799
140,0.59,8.176,0.49,0.582,0.51,1,1,7559,0,379,672.814,238.353,1638.95
141,0.628,7.542,0.452,0.62,0.548,1,0,7642,0,385,727.703,274.364,1654.013
142,0.582,8.318,0.498,0.574,0.502,1,0,7702,0,389,671.702,234.525,1667.959
143,0.564,8.613,0.516,0.556,0.484,0,0,7761,0,392,662.178,224.177,1681.48
144,0.545,8.936,0.535,0.537,0.465,0,0,7819,0,395,670.885,219.348,1694.537
145,0.596,8.08,0.484,0.588,0.516,1,0,7880,0,399,694.35,248.378,1708.826
146,0.599,8.026,0.481,0.591,0.519,1,1,7941,0,403,676.299,243.223,1723.192
147,0.619,7.694,0.461,0.611,0.539,1,0,8024,0,409,717.302,266.532,1738.037
148,0.562,8.656,0.518,0.554,0.482,0,0,8083,0,412,675.93,227.794,1751.497
149,0.6,8.022,0.48,0.592,0.52,1,1,8144,0,416,700.7,252.104,1765.869
150,0.593,8.133,0.487,0.585,0.513,1,0,8205,0,420,679.767,241.853,1780.081
151,0.583,8.305,0.497,0.575,0.503,1,0,8265,0,424,701.95,245.401,1794.045
152,0.572,8.485,0.508,0.564,0.492,0,0,8325,0,428,687.474,235.896,1807.75
153,0.606,7.918,0.474,0.598,0.526,1,1,8387,0,432,696.109,253.049,1822.272
154,0.574,8.447,0.506,0.566,0.494,0,0,8447,0,436,703.907,242.495,1836.032
155,0.637,7.395,0.443,0.629,0.557,1,0,8531,0,442,706.454,270.085,1851.306
156,0.582,8.32,0.498,0.574,0.502,1,0,8591,0,446,692.112,241.604,1865.25
157,0.632,7.478,0.448,0.624,0.552,1,1,8675,0,452,694.856,263.591,1880.406
158,0.624,7.618,0.456,0.616,0.544,1,0,8758,0,458,689.175,257.957,1895.359
159,0.589,8.198,0.491,0.581,0.509,1,1,8819,0,462,699.806,247.343,1909.478
160,0.615,7.76,0.465,0.607,0.535,1,0,8902,0,468,690.727,255.025,1924.227
161,0.647,7.231,0.433,0.639,0.567,1,1,8987,0,474,747.455,290.152,1939.738
162,0.594,8.117,0.486,0.586,0.514,1,0,9048,0,478,673.241,239.919,1953.973
163,0.56,8.686,0.52,0.552,0.48,0,0,9107,0,481,685.02,230.116,1967.389
164,0.636,7.422,0.444,0.628,0.556,1,1,9191,0,487,700.34,267.065,1982.625
165,0.604,7.957,0.476,0.596,0.524,1,1,9253,0,491,713.262,258.297,1997.091
166,0.563,8.629,0.517,0.555,0.483,0,0,9312,0,494,684.53,231.356,2010.589
167,0.575,8.441,0.505,0.567,0.495,0,0,9372,0,498,668.41,230.41,2024.358
168,0.621,7.663,0.459,0.613,0.541,1,1,9455,0,504,718.474,267.757,2039.246
169,0.638,7.375,0.442,0.63,0.558,1,1,9539,0,510,738.48,282.858,2054.55
170,0.573,8.467,0.507,0.565,0.493,0,0,9599,0,514,664.779,228.554,2068.282
171,0.633,7.464,0.447,0.625,0.553,1,0,9683,0,520,702.267,266.753,2083.458
172,0.587,8.238,0.493,0.579,0.507,1,1,9744,0,524,685.558,241.332,2097.519
173,0.614,7.788,0.466,0.606,0.534,1,1,9826,0,530,704.715,259.46,2112.227
174,0.629,7.527,0.451,0.621,0.549,1,1,9910,0,536,695.82,262.732,2127.313
175,0.614,7.787,0.466,0.606,0.534,1,1,9992,0,542,730.492,268.979,2142.023
176,0.63,7.514,0.45,0.622,0.55,1,0,10076,0,548,708.894,267.993,2157.126
177,0.663,6.96,0.417,0.655,0.583,1,1,10162,0,554,733.561,291.912,2173.027
178,0.58,8.344,0.5,0.572,0.5,1,1,10222,0,558,714.87,248.922,2186.936
179,0.571,8.503,0.509,0.563,0.491,0,0,10281,0,562,703.184,240.855,2200.616
180,0.641,7.338,0.439,0.633,0.561,1,1,10365,0,568,735.05,282.532,2215.973
181,0.66,7.013,0.42,0.652,0.58,1,0,10451,0,574,745.752,295.349,2231.798
182,0.666,6.918,0.414,0.658,0.586,1,1,10537,0,580,743.348,296.918,2247.759
183,0.62,7.678,0.46,0.612,0.54,1,1,10620,0,586,722.477,268.872,2262.627
184,0.58,8.357,0.5,0.572,0.5,0,0,10680,0,590,712.199,247.659,2276.516
185,0.584,8.288,0.496,0.576,0.504,1,1,10740,0,594,667.426,233.762,2290.506
186,0.598,8.045,0.482,0.59,0.518,1,1,10801,0,598,717.38,257.498,2304.844
187,0.671,6.826,0.409,0.663,0.591,1,1,10887,0,604,712.162,286.833,2320.939
188,0.596,8.083,0.484,0.588,0.516,1,1,10948,0,608,676.352,241.867,2335.224
189,0.643,7.3,0.437,0.635,0.563,1,1,11033,0,614,730.81,281.893,2350.635
190,0.652,7.145,0.428,0.644,0.572,1,1,11118,0,620,727.577,284.693,2366.27
191,0.625,7.591,0.455,0.617,0.545,1,1,11201,0,626,729.902,273.899,2381.262
192,0.644,7.276,0.436,0.636,0.564,1,0,11286,0,632,737.487,285.104,2396.708
193,0.641,7.332,0.439,0.633,0.561,1,0,11370,0,638,724.567,278.647,2412.073
194,0.645,7.263,0.435,0.637,0.565,1,0,11455,0,644,745.895,288.698,2427.538
195,0.618,7.714,0.462,0.61,0.538,1,1,11538,0,650,725.808,269.176,2442.354
196,0.589,8.195,0.491,0.581,0.509,1,1,11599,0,654,687.678,243.133,2456.476
197,0.603,7.972,0.477,0.595,0.523,1,1,11661,0,658,721.861,261.009,2470.92
198,0.624,7.62,0.456,0.616,0.544,1,1,11744,0,664,687.733,257.376,2485.872
199,0.603,7.973,0.477,0.595,0.523,1,1,11806,0,668,679.782,245.773,2500.314
200,0.635,7.434,0.445,0.627,0.555,1,1,11890,0,674,723.201,275.465,2515.532
201,0.684,6.613,0.396,0.676,0.604,1,0,11977,0,681,746.1,306.208,2531.933
202,0.655,7.097,0.425,0.647,0.575,1,0,12062,0,687,719.117,282.623,2547.637
203,0.659,7.037,0.421,0.651,0.579,1,0,12148,0,693,712.769,281.658,2563.426
204,0.681,6.671,0.399,0.673,0.601,1,1,12235,0,700,749.669,306.114,2579.743
205,0.684,6.611,0.396,0.676,0.604,1,0,12322,0,707,762.559,313.02,2596.147
206,0.678,6.722,0.402,0.67,0.598,1,1,12409,0,714,744.318,302.571,2612.391
207,0.638,7.388,0.442,0.63,0.558,1,1,12493,0,720,726.515,277.926,2627.675
208,0.639,7.363,0.441,0.631,0.559,1,0,12577,0,726,702.532,269.387,2642.996
209,0.646,7.249,0.434,0.638,0.566,1,1,12662,0,732,737.622,285.874,2658.481
210,0.638,7.377,0.442,0.63,0.558,1,1,12746,0,738,697.4,267.08,2673.782
211,0.683,6.637,0.397,0.675,0.603,1,1,12833,0,745,740.615,303.312,2690.148
212,0.694,6.447,0.386,0.686,0.614,1,0,12921,0,752,745.05,310.228,2706.788
213,0.655,7.103,0.425,0.647,0.575,1,1,13006,0,758,712.012,279.684,2722.483
214,0.64,7.345,0.44,0.632,0.56,1,0,13090,0,764,743.822,285.697,2737.829
215,0.68,6.677,0.4,0.672,0.6,1,1,13177,0,771,749.354,305.804,2754.137
216,0.677,6.727,0.403,0.669,0.597,1,0,13264,0,778,762.308,309.735,2770.373
217,0.688,6.554,0.392,0.68,0.608,1,1,13352,0,785,741.967,306.087,2786.859
218,0.644,7.284,0.436,0.636,0.564,1,1,13437,0,791,719.741,278.046,2802.294
219,0.624,7.61,0.456,0.616,0.544,1,1,13520,0,797,726.713,272.219,2817.259
220,0.696,6.415,0.384,0.688,0.616,1,0,13608,0,804,744.153,310.688,2833.944
221,0.631,7.492,0.449,0.623,0.551,1,1,13692,0,810,716.519,271.427,2849.079
222,0.652,7.154,0.428,0.644,0.572,1,1,13777,0,816,703.433,275.011,2864.7
223,0.691,6.491,0.389,0.683,0.611,1,1,13865,0,823,760.814,315.572,2881.275
224,0.696,6.415,0.384,0.688,0.616,1,0,13953,0,830,763.41,318.74,2897.961
225,0.642,7.322,0.438,0.634,0.562,1,0,14037,0,836,742.687,285.893,2913.341
226,0.648,7.214,0.432,0.64,0.568,1,0,14122,0,842,706.577,274.724,2928.876
227,0.654,7.108,0.426,0.646,0.574,1,1,14207,0,848,714.545,280.55,2944.564
228,0.63,7.517,0.45,0.622,0.55,1,0,14291,0,854,698.358,263.94,2959.664
229,0.611,7.832,0.469,0.603,0.531,1,1,14373,0,860,729.709,267.531,2974.31
230,0.684,6.615,0.396,0.676,0.604,1,0,14460,0,867,732.291,300.472,2990.707
231,0.648,7.213,0.432,0.64,0.568,1,1,14545,0,873,732.535,284.835,3006.243
232,0.655,7.099,0.425,0.647,0.575,1,0,14630,0,879,714.228,280.666,3021.945
233,0.627,7.563,0.453,0.619,0.547,1,1,14713,0,885,729.601,274.53,3036.978
234,0.664,6.94,0.416,0.656,0.584,1,1,14799,0,891,745.029,297.016,3052.908
235,0.616,7.742,0.464,0.608,0.536,1,1,14882,0,897,692.828,256.25,3067.684
236,0.616,7.756,0.464,0.608,0.536,1,0,14965,0,903,696.311,257.179,3082.439
237,0.625,7.599,0.455,0.617,0.545,1,0,15048,0,909,695.927,260.967,3097.42
238,0.635,7.439,0.445,0.627,0.555,1,1,15132,0,915,728.009,277.175,3112.632
239,0.681,6.657,0.399,0.673,0.601,1,0,15219,0,922,752.079,307.477,3128.969
240,0.706,6.248,0.374,0.698,0.626,1,1,15308,0,929,773.144,327.447,3145.895
241,0.658,7.05,0.422,0.65,0.578,1,1,15394,0,935,706.994,279.05,3161.666
242,0.703,6.298,0.377,0.695,0.623,1,1,15483,0,942,752.88,317.508,3178.52
243,0.623,7.625,0.457,0.615,0.543,1,0,15566,0,948,725.633,271.413,3193.463
244,0.635,7.44,0.445,0.627,0.555,1,0,15650,0,954,696.225,265.06,3208.674
245,0.674,6.778,0.406,0.666,0.594,1,1,15737,0,961,759.632,307.256,3224.837
246,0.663,6.959,0.417,0.655,0.583,1,0,15823,0,967,748.582,297.905,3240.739
247,0.658,7.049,0.422,0.65,0.578,1,0,15909,0,973,705.915,278.654,3256.511
248,0.72,6.019,0.36,0.712,0.64,1,1,15999,0,980,774.885,334.552,3273.767
249,0.675,6.757,0.405,0.667,0.595,1,1,16086,0,987,750.415,304.096,3289.96
250,0.712,6.153,0.368,0.704,0.632,1,1,16175,0,994,731.452,312.286,3307.023
251,0.652,7.151,0.428,0.644,0.572,1,1,16260,0,1000,701.159,274.21,3322.649
252,0.701,6.336,0.379,0.693,0.621,1,1,16349,0,1007,756.343,317.939,3339.448
253,0.651,7.159,0.429,0.643,0.571,1,1,16434,0,1013,717.999,280.574,3355.062
254,0.651,7.165,0.429,0.643,0.571,1,1,16519,0,1019,738.852,288.576,3370.668
255,0.628,7.542,0.452,0.62,0.548,1,0,16602,0,1025,730.914,275.572,3385.731
256,0.673,6.799,0.407,0.665,0.593,1,0,16689,0,1032,739.051,298.371,3401.863
257,0.631,7.504,0.449,0.623,0.551,1,1,16773,0,1038,736.975,278.866,3416.981
258,0.685,6.595,0.395,0.677,0.605,1,1,16860,0,1045,725.659,298.293,3433.408
259,0.71,6.173,0.37,0.702,0.63,1,0,16949,0,1052,735.592,313.525,3450.442
260,0.628,7.55,0.452,0.62,0.548,1,1,17032,0,1058,695.328,261.955,3465.493
261,0.635,7.424,0.445,0.627,0.555,1,1,17116,0,1064,705.544,269.011,3480.727
262,0.707,6.228,0.373,0.699,0.627,1,1,17205,0,1071,734.984,311.811,3497.682
263,0.698,6.378,0.382,0.69,0.618,1,0,17293,0,1078,743.274,311.32,3514.42
264,0.675,6.758,0.405,0.667,0.595,1,0,17380,0,1085,741.592,300.488,3530.612
265,0.65,7.175,0.43,0.642,0.57,1,1,17465,0,1091,749.652,292.525,3546.203
266,0.689,6.533,0.391,0.681,0.609,1,0,17553,0,1098,724.007,299.229,3562.72
267,0.635,7.438,0.445,0.627,0.555,1,0,17637,0,1104,731.891,278.676,3577.932
268,0.712,6.138,0.368,0.704,0.632,1,1,17726,0,1111,746.253,319.011,3595.017
269,0.66,7.012,0.42,0.652,0.58,1,1,17812,0,1117,753.413,298.409,3610.843
270,0.709,6.2,0.371,0.701,0.629,1,1,17901,0,1124,762.643,324.324,3627.839
271,0.726,5.904,0.354,0.718,0.646,1,1,17991,0,1131,760.802,331.623,3645.26
272,0.671,6.834,0.409,0.663,0.591,1,1,18077,0,1137,745.76,300.134,3661.342
273,0.653,7.124,0.427,0.645,0.573,1,1,18162,0,1143,739.782,290.035,3677.007
274,0.684,6.609,0.396,0.676,0.604,1,1,18249,0,1150,737.072,302.611,3693.414
275,0.717,6.064,0.363,0.709,0.637,1,0,18339,0,1157,768.775,330.679,3710.604
276,0.697,6.402,0.383,0.689,0.617,1,0,18427,0,1164,724.055,302.652,3727.309
277,0.722,5.984,0.358,0.714,0.642,1,0,18517,0,1171,770.41,333.606,3744.616
278,0.688,6.553,0.392,0.68,0.608,1,1,18605,0,1178,746.014,307.778,3761.102
279,0.732,5.811,0.348,0.724,0.652,1,0,18696,0,1185,781.267,343.163,3778.658
280,0.69,6.506,0.39,0.682,0.61,1,1,18784,0,1192,725.57,300.576,3795.213
281,0.687,6.561,0.393,0.679,0.607,1,0,18872,0,1199,767.504,316.419,3811.688
282,0.676,6.754,0.404,0.668,0.596,1,0,18959,0,1206,738.484,299.327,3827.885
283,0.64,7.34,0.44,0.632,0.56,1,1,19043,0,1212,731.033,280.931,3843.239
284,0.678,6.712,0.402,0.67,0.598,1,1,19130,0,1219,723.635,294.413,3859.497
285,0.647,7.224,0.433,0.639,0.567,1,1,19215,0,1225,736.592,286.128,3875.018
286,0.65,7.175,0.43,0.642,0.57,1,1,19300,0,1231,704.779,275.016,3890.609
287,0.66,7.019,0.42,0.652,0.58,1,1,19386,0,1237,742.786,294.009,3906.425
288,0.684,6.615,0.396,0.676,0.604,1,0,19473,0,1244,744.381,305.442,3922.823
289,0.664,6.952,0.416,0.656,0.584,1,1,19559,0,1250,707.85,281.876,3938.734
290,0.67,6.847,0.41,0.662,0.59,1,0,19645,0,1256,713.787,286.933,3954.798
291,0.723,5.957,0.357,0.715,0.643,1,1,19735,0,1263,756.733,328.399,3972.142
292,0.678,6.708,0.402,0.67,0.598,1,0,19822,0,1270,718.807,292.54,3988.405
293,0.653,7.138,0.427,0.645,0.573,1,1,19907,0,1276,739.808,289.676,4004.05
294,0.723,5.966,0.357,0.715,0.643,1,0,19997,0,1283,774.532,335.882,4021.382
295,0.643,7.29,0.437,0.635,0.563,1,0,20082,0,1289,698.785,269.781,4036.808
296,0.73,5.847,0.35,0.722,0.65,1,0,20173,0,1296,770.901,337.599,4054.311
297,0.704,6.282,0.376,0.696,0.624,1,0,20262,0,1303,769.141,324.801,4071.187
298,0.733,5.789,0.347,0.725,0.653,1,0,20353,0,1311,763.038,335.745,4088.774
299,0.736,5.741,0.344,0.728,0.656,1,1,20444,0,1319,766.006,338.359,4106.429
