# FCR baseline synthetic trace (formula-consistent template)
# Scenario=Manhattan | Seed=802 | Duration=3600s | UpdateInterval=300s | α=0.8 | β=1.3 | δ=0.5
# Generated=2026-02-14T11:34:25.865799Z
"# NOTE: This is a synthetic, equation-constrained trace for comparison formatting. Use real simulator outputs for publication claims."

Time(s),Scenario,SegmentID,K_t (density),K_max,v_t (m/s),v_max (m/s),F_t (flow),F_cap (capacity),ResidualCap,F_exc (excess),Congested(0/1),CongestionExpansion_beta,Compliance_alpha,UpdateStep(0/1),ReroutedVolume_Ek,DetourPriority_L,TravelTimeLoss_Ck_Path1,TravelTimeLoss_Ck_Path2,TravelTimeLoss_Ck_Path3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
21,Manhattan,M24-31,0.4394,0.8978,8.8848,16.5716,3.9042,1.8597,-2.0445,2.0445,1,1.3,0.8,0,0.0,0.3178,92.021,128.067,150.98,0,1303,0,83,806.516,254.921,489.909
22,Manhattan,M45-52,0.4527,0.9851,8.3313,15.9695,3.7714,1.9665,-1.8049,1.8049,1,1.3,0.8,0,0.0,0.478,96.524,111.032,134.496,0,1369,0,88,787.109,255.968,514.711
23,Manhattan,M70-78,0.4584,0.9908,8.7701,17.3604,4.0206,2.15,-1.8706,1.8706,1,1.3,0.8,0,0.0,0.4075,97.727,111.376,145.238,0,1435,0,93,785.369,258.028,538.999
24,Manhattan,M12-19,0.4924,0.9323,8.352,17.6118,4.1126,2.0524,-2.0602,2.0602,1,1.3,0.8,0,0.0,0.0503,106.192,121.672,136.088,0,1504,0,99,811.395,279.746,564.014
25,Manhattan,M45-52,0.4937,0.9851,7.2891,15.9695,3.5987,1.9665,-1.6323,1.6323,1,1.3,0.8,0,0.0,0.478,104.249,128.475,156.717,0,1573,0,105,848.403,290.379,590.365
26,Manhattan,M12-19,0.414,0.9323,10.0652,17.6118,4.1669,2.0524,-2.1145,2.1145,1,1.3,0.8,0,0.0,0.0503,87.063,103.704,128.014,0,1636,0,109,800.211,242.203,612.767
27,Manhattan,M61-70,0.4551,0.9503,8.4111,16.6036,3.8276,1.9722,-1.8554,1.8554,1,1.3,0.8,0,0.0,0.07,100.051,125.896,154.719,0,1702,0,114,775.108,254.001,637.484
28,Manhattan,M31-37,0.4042,0.8967,8.1218,15.0055,3.2827,1.682,-1.6008,1.6008,1,1.3,0.8,0,0.0,0.5273,86.519,107.26,121.459,0,1764,0,118,771.468,231.5,662.257
29,Manhattan,M70-78,0.4898,0.9908,7.6353,17.3604,3.7401,2.15,-1.59,1.59,1,1.3,0.8,0,0.0,0.4075,106.264,133.25,155.049,0,1833,0,124,815.322,279.656,688.151
30,Manhattan,M78-85,0.4945,0.9211,8.3124,17.7069,4.1108,2.0387,-2.072,2.072,1,1.3,0.8,0,0.0,0.0912,113.819,124.304,145.247,0,1902,0,130,853.604,292.176,713.228
31,Manhattan,M52-61,0.3896,0.9494,11.0405,17.9482,4.3017,2.1299,-2.1717,2.1717,1,1.3,0.8,0,0.0,0.7742,95.053,117.016,111.035,0,1963,0,134,752.72,221.303,734.265
32,Manhattan,M37-45,0.4116,0.8777,10.5408,18.2517,4.339,2.0025,-2.3365,2.3365,1,1.3,0.8,0,0.0,0.9027,90.929,120.82,147.568,0,2025,0,138,807.043,242.715,756.059
33,Manhattan,M24-31,0.4192,0.8978,9.5127,16.5716,3.9874,1.8597,-2.1277,2.1277,1,1.3,0.8,0,0.0,0.3178,104.761,104.557,122.647,0,2088,0,142,753.806,233.784,779.183
34,Manhattan,M78-85,0.3928,0.9211,9.7863,17.7069,3.8445,2.0387,-1.8057,1.8057,1,1.3,0.8,0,0.0,0.0912,100.191,110.769,118.594,0,2149,0,146,781.841,228.928,801.807
35,Manhattan,M61-70,0.4982,0.9503,7.7902,16.6036,3.8812,1.9722,-1.9089,1.9089,1,1.3,0.8,0,0.0,0.07,103.282,129.286,141.08,0,2218,0,152,807.155,281.175,827.559
36,Manhattan,M12-19,0.4026,0.9323,10.3537,17.6118,4.1688,2.0524,-2.1164,2.1164,1,1.3,0.8,0,0.0,0.0503,95.233,109.548,130.167,0,2280,0,156,782.991,233.394,849.533
37,Manhattan,M24-31,0.4258,0.8978,8.7667,16.5716,3.7331,1.8597,-1.8734,1.8734,1,1.3,0.8,0,0.0,0.3178,97.003,109.568,143.371,0,2344,0,160,814.99,250.874,873.629
38,Manhattan,M24-31,0.4946,0.8978,7.5288,16.5716,3.7235,1.8597,-1.8638,1.8638,1,1.3,0.8,0,0.0,0.3178,117.974,117.584,145.002,0,2413,0,166,808.271,279.856,899.686
39,Manhattan,M12-19,0.4604,0.9323,8.8097,17.6118,4.0556,2.0524,-2.0032,2.0032,1,1.3,0.8,0,0.0,0.0503,102.24,112.879,149.221,0,2479,0,171,835.245,271.482,923.936
40,Manhattan,M45-52,0.5054,0.9851,6.8396,15.9695,3.4565,1.9665,-1.49,1.49,1,1.3,0.8,0,0.0,0.478,105.89,130.277,135.898,0,2549,0,177,807.516,284.451,950.918
41,Manhattan,M12-19,0.4033,0.9323,9.5159,17.6118,3.8377,2.0524,-1.7852,1.7852,1,1.3,0.8,0,0.0,0.0503,92.585,105.885,131.567,0,2611,0,181,794.044,236.125,973.943
42,Manhattan,M12-19,0.4788,0.9323,8.0015,17.6118,3.8311,2.0524,-1.7787,1.7787,1,1.3,0.8,0,0.0,0.0503,116.061,133.15,136.047,0,2679,0,186,823.736,276.925,999.314
43,Manhattan,M12-19,0.401,0.9323,9.9163,17.6118,3.9767,2.0524,-1.9243,1.9243,1,1.3,0.8,0,0.0,0.0503,101.166,115.452,121.436,0,2741,0,190,758.574,227.315,1021.825
44,Manhattan,M19-24,0.4068,0.9326,8.8586,15.7995,3.6035,1.8418,-1.7617,1.7617,1,1.3,0.8,0,0.0,0.9259,94.068,116.969,120.207,0,2803,0,194,747.993,227.35,1045.692
45,Manhattan,M12-19,0.4811,0.9323,8.7526,17.6118,4.2112,2.0524,-2.1587,2.1587,1,1.3,0.8,0,0.0,0.0503,110.4,121.793,150.021,0,2871,0,199,798.84,271.392,1070.138
46,Manhattan,M52-61,0.4678,0.9494,9.1648,17.9482,4.2873,2.1299,-2.1574,2.1574,1,1.3,0.8,0,0.0,0.7742,108.117,114.695,146.269,0,2938,0,204,832.933,274.308,1093.989
47,Manhattan,M52-61,0.464,0.9494,8.8823,17.9482,4.1209,2.1299,-1.991,1.991,1,1.3,0.8,0,0.0,0.7742,96.782,133.148,135.741,0,3005,0,209,797.074,263.392,1118.17
48,Manhattan,M45-52,0.5159,0.9851,6.3798,15.9695,3.2911,1.9665,-1.3246,1.3246,1,1.3,0.8,0,0.0,0.478,111.304,140.562,166.397,0,3076,0,215,844.175,299.51,1145.79
49,Manhattan,M19-24,0.5253,0.9326,7.0601,15.7995,3.7088,1.8418,-1.867,1.867,1,1.3,0.8,0,0.0,0.9259,115.732,129.705,156.915,0,3148,0,221,821.214,297.27,1172.617
50,Manhattan,M61-70,0.4203,0.9503,8.727,16.6036,3.6679,1.9722,-1.6957,1.6957,1,1.3,0.8,0,0.0,0.07,91.228,121.447,118.501,0,3211,0,225,757.927,235.205,1196.73
51,Manhattan,M78-85,0.4689,0.9211,8.0929,17.7069,3.7951,2.0387,-1.7564,1.7564,1,1.3,0.8,0,0.0,0.0912,103.526,133.408,129.146,0,3278,0,230,825.337,272.872,1221.928
52,Manhattan,M31-37,0.4648,0.8967,7.839,15.0055,3.6433,1.682,-1.9614,1.9614,1,1.3,0.8,0,0.0,0.5273,103.38,129.417,130.841,0,3345,0,235,798.663,264.157,1247.418
53,Manhattan,M70-78,0.4859,0.9908,8.3798,17.3604,4.0716,2.15,-1.9215,1.9215,1,1.3,0.8,0,0.0,0.4075,104.079,125.066,134.178,0,3413,0,240,832.573,282.491,1272.358
54,Manhattan,M24-31,0.4545,0.8978,8.761,16.5716,3.9817,1.8597,-2.122,2.122,1,1.3,0.8,0,0.0,0.3178,106.175,114.051,121.348,0,3479,0,245,786.936,256.704,1296.634
55,Manhattan,M45-52,0.4953,0.9851,7.6444,15.9695,3.7862,1.9665,-1.8198,1.8198,1,1.3,0.8,0,0.0,0.478,115.312,119.702,138.833,0,3548,0,251,845.458,290.313,1322.55
56,Manhattan,M45-52,0.4673,0.9851,8.3491,15.9695,3.9018,1.9665,-1.9353,1.9353,1,1.3,0.8,0,0.0,0.478,107.218,112.213,123.955,0,3615,0,256,821.65,271.192,1347.418
57,Manhattan,M45-52,0.4975,0.9851,7.2466,15.9695,3.6054,1.9665,-1.6389,1.6389,1,1.3,0.8,0,0.0,0.478,112.627,131.958,134.354,0,3684,0,262,849.414,292.434,1373.845
58,Manhattan,M45-52,0.4293,0.9851,8.102,15.9695,3.4781,1.9665,-1.5116,1.5116,1,1.3,0.8,0,0.0,0.478,103.301,122.247,152.237,0,3748,0,266,804.783,250.017,1398.793
59,Manhattan,M37-45,0.5101,0.8777,8.5644,18.2517,4.3686,2.0025,-2.3661,2.3661,1,1.3,0.8,0,0.0,0.9027,106.999,127.552,132.689,0,3818,0,272,817.821,289.439,1423.648
60,Manhattan,M61-70,0.4284,0.9503,8.5175,16.6036,3.6493,1.9722,-1.677,1.677,1,1.3,0.8,0,0.0,0.07,100.467,113.3,130.657,0,3882,0,276,788.702,245.854,1448.072
61,Manhattan,M52-61,0.4403,0.9494,9.8578,17.9482,4.3403,2.1299,-2.2104,2.2104,1,1.3,0.8,0,0.0,0.7742,102.412,115.617,143.148,0,3947,0,281,790.253,251.37,1470.891
62,Manhattan,M70-78,0.5166,0.9908,6.9463,17.3604,3.5884,2.15,-1.4383,1.4383,1,1.3,0.8,0,0.0,0.4075,115.535,135.947,163.427,0,4018,0,287,816.077,291.865,1497.808
63,Manhattan,M12-19,0.4558,0.9323,9.0909,17.6118,4.1432,2.0524,-2.0908,2.0908,1,1.3,0.8,0,0.0,0.0503,100.354,114.364,122.377,0,4084,0,292,792.697,258.7,1521.679
64,Manhattan,M61-70,0.5047,0.9503,7.5222,16.6036,3.7962,1.9722,-1.824,1.824,1,1.3,0.8,0,0.0,0.07,110.349,131.297,143.941,0,4154,0,298,849.79,295.877,1547.804
65,Manhattan,M12-19,0.4387,0.9323,9.8058,17.6118,4.3022,2.0524,-2.2498,2.2498,1,1.3,0.8,0,0.0,0.0503,106.155,113.214,117.954,0,4219,0,303,802.969,253.765,1570.68
66,Manhattan,M45-52,0.535,0.9851,6.1985,15.9695,3.3161,1.9665,-1.3496,1.3496,1,1.3,0.8,0,0.0,0.478,112.086,141.479,136.004,0,4291,0,309,869.679,315.891,1598.641
67,Manhattan,M52-61,0.4863,0.9494,8.3303,17.9482,4.0513,2.1299,-1.9213,1.9213,1,1.3,0.8,0,0.0,0.7742,112.046,137.26,156.048,0,4359,0,314,823.409,280.248,1623.646
68,Manhattan,M52-61,0.5427,0.9494,6.9284,17.9482,3.7598,2.1299,-1.6299,1.6299,1,1.3,0.8,0,0.0,0.7742,126.274,141.483,140.46,0,4432,0,321,856.668,315.69,1650.742
69,Manhattan,M12-19,0.4912,0.9323,8.5509,17.6118,4.2001,2.0524,-2.1477,2.1477,1,1.3,0.8,0,0.0,0.0503,110.493,128.752,140.375,0,4501,0,327,810.268,278.896,1675.501
70,Manhattan,M12-19,0.4634,0.9323,8.2345,17.6118,3.8159,2.0524,-1.7634,1.7634,1,1.3,0.8,0,0.0,0.0503,95.653,119.036,131.853,0,4568,0,332,823.759,269.951,1700.488
71,Manhattan,M19-24,0.5381,0.9326,6.7309,15.7995,3.6222,1.8418,-1.7804,1.7804,1,1.3,0.8,0,0.0,0.9259,112.165,136.977,144.867,0,4641,0,339,858.677,314.15,1727.803
72,Manhattan,M52-61,0.465,0.9494,8.5287,17.9482,3.9659,2.1299,-1.836,1.836,1,1.3,0.8,0,0.0,0.7742,96.016,112.765,143.839,0,4708,0,344,791.947,262.544,1752.432
73,Manhattan,M31-37,0.539,0.8967,5.7304,15.0055,3.0885,1.682,-1.4066,1.4066,1,1.3,0.8,0,0.0,0.5273,125.325,145.319,167.771,0,4781,0,351,857.035,314.056,1781.003
74,Manhattan,M12-19,0.4966,0.9323,8.0807,17.6118,4.013,2.0524,-1.9606,1.9606,1,1.3,0.8,0,0.0,0.0503,105.724,120.765,157.203,0,4850,0,357,816.592,283.044,1806.382
75,Manhattan,M78-85,0.5534,0.9211,6.6375,17.7069,3.6729,2.0387,-1.6342,1.6342,1,1.3,0.8,0,0.0,0.0912,111.979,133.11,168.457,0,4924,0,364,832.351,313.324,1833.905
76,Manhattan,M19-24,0.4746,0.9326,7.832,15.7995,3.7168,1.8418,-1.875,1.875,1,1.3,0.8,0,0.0,0.9259,111.022,121.759,157.892,0,4991,0,369,812.675,272.118,1859.463
77,Manhattan,M45-52,0.492,0.9851,7.7237,15.9695,3.8001,1.9665,-1.8337,1.8337,1,1.3,0.8,0,0.0,0.478,115.692,129.643,137.517,0,5060,0,375,847.472,289.33,1885.26
78,Manhattan,M78-85,0.4726,0.9211,8.435,17.7069,3.9862,2.0387,-1.9474,1.9474,1,1.3,0.8,0,0.0,0.0912,107.664,113.143,156.432,0,5127,0,380,832.01,276.255,1910.052
79,Manhattan,M12-19,0.5488,0.9323,6.4866,17.6118,3.5601,2.0524,-1.5077,1.5077,1,1.3,0.8,0,0.0,0.0503,118.755,131.735,163.082,0,5200,0,387,861.737,320.125,1937.737
80,Manhattan,M61-70,0.4543,0.9503,8.3756,16.6036,3.805,1.9722,-1.8328,1.8328,1,1.3,0.8,0,0.0,0.07,104.362,127.107,143.423,0,5266,0,392,804.585,261.036,1962.493
81,Manhattan,M61-70,0.5679,0.9503,6.0913,16.6036,3.4594,1.9722,-1.4872,1.4872,1,1.3,0.8,0,0.0,0.07,123.98,133.875,143.121,0,5341,0,399,849.847,325.461,1990.786
82,Manhattan,M52-61,0.4633,0.9494,9.1318,17.9482,4.231,2.1299,-2.101,2.101,1,1.3,0.8,0,0.0,0.7742,99.003,124.839,148.954,0,5408,0,404,802.584,264.521,2014.652
83,Manhattan,M19-24,0.5141,0.9326,6.6823,15.7995,3.4351,1.8418,-1.5933,1.5933,1,1.3,0.8,0,0.0,0.9259,112.392,136.716,161.78,0,5479,0,410,809.075,288.752,2041.883
84,Manhattan,M37-45,0.4539,0.8777,9.0343,18.2517,4.1002,2.0025,-2.0977,2.0977,1,1.3,0.8,0,0.0,0.9027,110.044,118.514,154.827,0,5545,0,415,787.588,256.596,2065.813
85,Manhattan,M31-37,0.5667,0.8967,5.3587,15.0055,3.0366,1.682,-1.3547,1.3547,1,1.3,0.8,0,0.0,0.5273,115.743,133.302,167.767,0,5620,0,422,897.001,339.568,2095.015
86,Manhattan,M52-61,0.545,0.9494,6.8887,17.9482,3.7543,2.1299,-1.6244,1.6244,1,1.3,0.8,0,0.0,0.7742,127.618,129.377,145.528,0,5693,0,429,858.169,317.237,2122.174
87,Manhattan,M52-61,0.5635,0.9494,7.2538,17.9482,4.0872,2.1299,-1.9572,1.9572,1,1.3,0.8,0,0.0,0.7742,130.785,135.487,150.88,0,5768,0,436,851.235,323.796,2148.988
88,Manhattan,M70-78,0.5702,0.9908,6.9244,17.3604,3.9483,2.15,-1.7983,1.7983,1,1.3,0.8,0,0.0,0.4075,118.805,143.075,159.418,0,5843,0,443,857.035,328.776,2176.253
89,Manhattan,M19-24,0.5173,0.9326,7.3732,15.7995,3.8143,1.8418,-1.9725,1.9725,1,1.3,0.8,0,0.0,0.9259,121.129,139.371,166.738,0,5914,0,449,842.256,299.646,2202.641
90,Manhattan,M61-70,0.496,0.9503,7.4875,16.6036,3.7138,1.9722,-1.7416,1.7416,1,1.3,0.8,0,0.0,0.07,113.817,131.791,151.009,0,5983,0,455,816.637,282.783,2228.758
91,Manhattan,M78-85,0.4872,0.9211,8.2431,17.7069,4.016,2.0387,-1.9773,1.9773,1,1.3,0.8,0,0.0,0.0912,114.764,137.636,132.79,0,6051,0,460,811.82,277.533,2253.877
92,Manhattan,M61-70,0.4898,0.9503,7.27,16.6036,3.561,1.9722,-1.5887,1.5887,1,1.3,0.8,0,0.0,0.07,104.225,132.373,139.55,0,6120,0,466,850.11,289.019,2280.228
93,Manhattan,M45-52,0.5347,0.9851,6.3391,15.9695,3.3892,1.9665,-1.4228,1.4228,1,1.3,0.8,0,0.0,0.478,124.67,132.702,145.874,0,6192,0,472,827.982,303.478,2308.012
94,Manhattan,M78-85,0.5268,0.9211,6.9244,17.7069,3.6475,2.0387,-1.6087,1.6087,1,1.3,0.8,0,0.0,0.0912,121.969,125.421,134.891,0,6264,0,478,826.121,299.34,2335.017
95,Manhattan,M12-19,0.5446,0.9323,7.1008,17.6118,3.867,2.0524,-1.8146,1.8146,1,1.3,0.8,0,0.0,0.0503,110.425,132.503,152.413,0,6337,0,485,848.584,314.168,2361.909
96,Manhattan,M31-37,0.5444,0.8967,5.8339,15.0055,3.1758,1.682,-1.4939,1.4939,1,1.3,0.8,0,0.0,0.5273,111.804,126.404,145.689,0,6410,0,492,877.136,322.619,2390.383
97,Manhattan,M78-85,0.5524,0.9211,6.6144,17.7069,3.6541,2.0387,-1.6153,1.6153,1,1.3,0.8,0,0.0,0.0912,118.563,140.465,172.93,0,6484,0,499,881.098,327.715,2417.929
98,Manhattan,M45-52,0.5015,0.9851,7.3902,15.9695,3.7059,1.9665,-1.7394,1.7394,1,1.3,0.8,0,0.0,0.478,109.708,132.651,141.098,0,6554,0,505,825.2,287.589,2444.2
99,Manhattan,M12-19,0.5398,0.9323,7.2199,17.6118,3.8972,2.0524,-1.8448,1.8448,1,1.3,0.8,0,0.0,0.0503,112.86,146.868,143.978,0,6627,0,512,880.646,321.448,2470.914
100,Manhattan,M37-45,0.5104,0.8777,7.9009,18.2517,4.0323,2.0025,-2.0298,2.0298,1,1.3,0.8,0,0.0,0.9027,114.358,123.13,131.972,0,6697,0,518,832.422,293.662,2496.6
101,Manhattan,M31-37,0.5082,0.8967,6.3692,15.0055,3.2369,1.682,-1.5549,1.5549,1,1.3,0.8,0,0.0,0.5273,109.054,124.401,137.252,0,6767,0,524,810.161,286.451,2524.188
102,Manhattan,M12-19,0.5583,0.9323,6.1607,17.6118,3.4397,2.0524,-1.3873,1.3873,1,1.3,0.8,0,0.0,0.0503,128.602,134.436,147.44,0,6841,0,531,848.873,320.673,2552.337
103,Manhattan,M12-19,0.5755,0.9323,6.474,17.6118,3.7257,2.0524,-1.6733,1.6733,1,1.3,0.8,0,0.0,0.0503,126.045,133.875,158.036,0,6917,0,538,857.181,331.312,2580.197
104,Manhattan,M61-70,0.5645,0.9503,5.6931,16.6036,3.2137,1.9722,-1.2414,1.2414,1,1.3,0.8,0,0.0,0.07,122.183,139.923,145.515,0,6992,0,545,837.413,319.99,2608.968
105,Manhattan,M12-19,0.5016,0.9323,8.0858,17.6118,4.0555,2.0524,-2.0031,2.0031,1,1.3,0.8,0,0.0,0.0503,112.086,137.232,141.758,0,7062,0,551,819.494,286.062,2634.37
106,Manhattan,M19-24,0.5346,0.9326,6.7057,15.7995,3.5846,1.8418,-1.7428,1.7428,1,1.3,0.8,0,0.0,0.9259,123.092,132.459,168.435,0,7134,0,557,827.569,303.315,2661.695
107,Manhattan,M78-85,0.5218,0.9211,6.9742,17.7069,3.6391,2.0387,-1.6003,1.6003,1,1.3,0.8,0,0.0,0.0912,108.727,136.205,133.448,0,7205,0,563,833.219,299.12,2688.608
108,Manhattan,M31-37,0.5666,0.8967,5.1868,15.0055,2.9386,1.682,-1.2566,1.2566,1,1.3,0.8,0,0.0,0.5273,120.206,149.855,143.471,0,7280,0,570,868.517,330.636,2718.024
109,Manhattan,M78-85,0.4845,0.9211,8.7759,17.7069,4.2517,2.0387,-2.213,2.213,1,1.3,0.8,0,0.0,0.0912,108.478,117.764,151.706,0,7348,0,575,840.983,284.089,2742.461
110,Manhattan,M78-85,0.4963,0.9211,7.7367,17.7069,3.8395,2.0387,-1.8007,1.8007,1,1.3,0.8,0,0.0,0.0912,116.461,119.141,152.7,0,7417,0,581,853.244,292.889,2768.268
111,Manhattan,M24-31,0.548,0.8978,6.1616,16.5716,3.3763,1.8597,-1.5166,1.5166,1,1.3,0.8,0,0.0,0.3178,119.431,135.371,151.809,0,7490,0,588,865.184,320.75,2796.354
112,Manhattan,M52-61,0.5372,0.9494,7.2743,17.9482,3.9079,2.1299,-1.7779,1.7779,1,1.3,0.8,0,0.0,0.7742,125.447,126.234,169.39,0,7562,0,594,864.83,315.528,2822.984
113,Manhattan,M70-78,0.508,0.9908,7.3419,17.3604,3.7299,2.15,-1.5799,1.5799,1,1.3,0.8,0,0.0,0.4075,116.511,132.671,155.076,0,7632,0,600,843.908,295.802,2849.355
114,Manhattan,M52-61,0.4995,0.9494,8.1637,17.9482,4.0781,2.1299,-1.9481,1.9481,1,1.3,0.8,0,0.0,0.7742,112.122,129.718,150.416,0,7701,0,606,813.182,283.419,2874.647
115,Manhattan,M12-19,0.561,0.9323,6.6287,17.6118,3.7188,2.0524,-1.6664,1.6664,1,1.3,0.8,0,0.0,0.0503,117.559,147.506,164.816,0,7775,0,613,855.377,323.936,2902.228
116,Manhattan,M19-24,0.5825,0.9326,5.4041,15.7995,3.1477,1.8418,-1.3059,1.3059,1,1.3,0.8,0,0.0,0.9259,117.025,149.999,176.647,0,7851,0,620,859.57,335.367,2931.467
117,Manhattan,M78-85,0.5349,0.9211,7.3271,17.7069,3.9195,2.0387,-1.8808,1.8808,1,1.3,0.8,0,0.0,0.0912,126.08,144.59,149.586,0,7923,0,626,851.156,310.421,2958.018
118,Manhattan,M37-45,0.547,0.8777,7.2986,18.2517,3.9925,2.0025,-1.99,1.99,1,1.3,0.8,0,0.0,0.9027,123.71,139.789,165.991,0,7996,0,633,834.929,311.201,2984.677
119,Manhattan,M78-85,0.5605,0.9211,6.9751,17.7069,3.9092,2.0387,-1.8705,1.8705,1,1.3,0.8,0,0.0,0.0912,122.716,128.911,170.404,0,8070,0,640,855.498,323.709,3011.821
120,Manhattan,M70-78,0.5004,0.9908,7.4869,17.3604,3.7468,2.15,-1.5968,1.5968,1,1.3,0.8,0,0.0,0.4075,109.426,135.193,153.835,0,8140,0,646,847.335,293.224,3037.965
121,Manhattan,M31-37,0.5326,0.8967,6.7374,15.0055,3.5885,1.682,-1.9066,1.9066,1,1.3,0.8,0,0.0,0.5273,110.75,140.634,140.791,0,8212,0,652,859.222,311.705,3065.239
122,Manhattan,M45-52,0.5315,0.9851,6.9063,15.9695,3.6705,1.9665,-1.7041,1.7041,1,1.3,0.8,0,0.0,0.478,118.808,135.218,162.833,0,8284,0,658,825.909,301.421,3092.295
