# FCR baseline synthetic trace (formula-consistent template)
# Scenario=Manhattan | Seed=804 | Duration=3600s | UpdateInterval=300s | α=0.8 | β=1.3 | δ=0.5
# Generated=2026-02-14T11:34:25.970050Z
"# NOTE: This is a synthetic, equation-constrained trace for comparison formatting. Use real simulator outputs for publication claims."

Time(s),Scenario,SegmentID,K_t (density),K_max,v_t (m/s),v_max (m/s),F_t (flow),F_cap (capacity),ResidualCap,F_exc (excess),Congested(0/1),CongestionExpansion_beta,Compliance_alpha,UpdateStep(0/1),ReroutedVolume_Ek,DetourPriority_L,TravelTimeLoss_Ck_Path1,TravelTimeLoss_Ck_Path2,TravelTimeLoss_Ck_Path3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
32,Manhattan,M12-19,0.4812,0.9218,7.3056,15.939,3.5157,1.8366,-1.6791,1.6791,1,1.3,0.8,0,0.0,0.7061,103.832,116.723,161.295,0,2035,0,141,811.275,274.726,776.054
33,Manhattan,M70-78,0.4882,0.9749,7.0633,15.4547,3.4481,1.8834,-1.5648,1.5648,1,1.3,0.8,0,0.0,0.0235,102.055,130.735,141.282,0,2104,0,147,844.52,286.75,802.654
34,Manhattan,M52-61,0.5025,0.9664,7.2411,16.9454,3.6385,2.047,-1.5914,1.5914,1,1.3,0.8,0,0.0,0.8233,111.166,118.511,143.372,0,2174,0,153,801.62,281.535,829.117
35,Manhattan,M24-31,0.4042,0.9938,9.1925,16.4041,3.7157,2.0378,-1.6779,1.6779,1,1.3,0.8,0,0.0,0.8617,91.835,111.05,145.7,0,2236,0,157,802.129,238.326,852.552
36,Manhattan,M37-45,0.4881,0.8596,7.4783,15.3994,3.6501,1.6547,-1.9954,1.9954,1,1.3,0.8,0,0.0,0.3555,111.147,124.805,136.383,0,2305,0,163,815.557,278.937,878.633
37,Manhattan,M70-78,0.4382,0.9749,7.9754,15.4547,3.4951,1.8834,-1.6117,1.6117,1,1.3,0.8,0,0.0,0.0235,107.743,113.15,153.837,0,2370,0,168,784.285,249.034,903.793
38,Manhattan,M52-61,0.4496,0.9664,8.1749,16.9454,3.6752,2.047,-1.6282,1.6282,1,1.3,0.8,0,0.0,0.8233,93.49,112.35,148.915,0,2435,0,173,803.906,258.778,928.772
39,Manhattan,M61-70,0.4742,0.9058,7.9297,16.9946,3.7603,1.9241,-1.8362,1.8362,1,1.3,0.8,0,0.0,0.6238,105.46,116.34,125.665,0,2502,0,178,842.188,279.656,954.205
40,Manhattan,M61-70,0.5123,0.9058,7.5481,16.9946,3.867,1.9241,-1.9429,1.9429,1,1.3,0.8,0,0.0,0.6238,118.03,138.997,150.697,0,2572,0,184,840.609,296.862,980.344
41,Manhattan,M70-78,0.4332,0.9749,8.1529,15.4547,3.5323,1.8834,-1.6489,1.6489,1,1.3,0.8,0,0.0,0.0235,102.054,126.146,121.515,0,2636,0,188,791.909,248.702,1005.252
42,Manhattan,M70-78,0.4245,0.9749,8.8754,15.4547,3.7672,1.8834,-1.8839,1.8839,1,1.3,0.8,0,0.0,0.0235,104.506,105.844,147.238,0,2699,0,192,770.788,239.941,1029.204
43,Manhattan,M37-45,0.4599,0.8596,8.1549,15.3994,3.7501,1.6547,-2.0955,2.0955,1,1.3,0.8,0,0.0,0.3555,110.996,128.548,139.492,0,2765,0,197,825.717,268.844,1054.27
44,Manhattan,M45-52,0.4849,0.9754,7.8047,16.5454,3.7842,2.0174,-1.7669,1.7669,1,1.3,0.8,0,0.0,0.3691,106.311,116.505,150.208,0,2833,0,202,836.502,283.075,1079.923
45,Manhattan,M31-37,0.4832,0.9753,7.1416,16.1199,3.451,1.9652,-1.4858,1.4858,1,1.3,0.8,0,0.0,0.0389,99.996,127.749,133.492,0,2901,0,207,791.422,270.337,1106.395
46,Manhattan,M52-61,0.5061,0.9664,7.3862,16.9454,3.7381,2.047,-1.691,1.691,1,1.3,0.8,0,0.0,0.8233,114.789,135.734,156.457,0,2971,0,213,815.533,287.001,1132.699
47,Manhattan,M78-85,0.4038,0.9644,8.747,15.1212,3.5323,1.8229,-1.7093,1.7093,1,1.3,0.8,0,0.0,0.7158,92.097,101.299,141.427,0,3033,0,217,752.6,227.156,1156.688
48,Manhattan,M70-78,0.5223,0.9749,6.6301,15.4547,3.4627,1.8834,-1.5794,1.5794,1,1.3,0.8,0,0.0,0.0235,112.701,131.235,135.032,0,3104,0,223,846.177,303.064,1184.034
49,Manhattan,M24-31,0.4904,0.9938,6.9846,16.4041,3.4251,2.0378,-1.3873,1.3873,1,1.3,0.8,0,0.0,0.8617,104.128,135.975,131.847,0,3173,0,229,847.821,288.661,1210.746
50,Manhattan,M31-37,0.4732,0.9753,7.4516,16.1199,3.5261,1.9652,-1.5609,1.5609,1,1.3,0.8,0,0.0,0.0389,111.551,118.029,155.735,0,3240,0,234,828.411,275.606,1236.771
51,Manhattan,M52-61,0.4404,0.9664,8.7122,16.9454,3.8372,2.047,-1.7901,1.7901,1,1.3,0.8,0,0.0,0.8233,91.982,127.71,139.953,0,3305,0,239,804.637,254.916,1261.023
52,Manhattan,M37-45,0.4659,0.8596,6.9841,15.3994,3.2538,1.6547,-1.5991,1.5991,1,1.3,0.8,0,0.0,0.3555,102.448,130.577,153.968,0,3372,0,244,826.242,271.713,1287.588
53,Manhattan,M52-61,0.434,0.9664,8.8745,16.9454,3.8514,2.047,-1.8044,1.8044,1,1.3,0.8,0,0.0,0.8233,94.262,121.035,139.435,0,3436,0,248,820.3,255.799,1311.599
54,Manhattan,M52-61,0.5043,0.9664,7.233,16.9454,3.6475,2.047,-1.6004,1.6004,1,1.3,0.8,0,0.0,0.8233,115.41,128.726,138.791,0,3506,0,254,809.681,284.567,1338.083
55,Manhattan,M52-61,0.4866,0.9664,7.699,16.9454,3.7465,2.047,-1.6995,1.6995,1,1.3,0.8,0,0.0,0.8233,107.217,122.455,135.681,0,3574,0,259,806.278,275.796,1363.879
56,Manhattan,M19-24,0.4381,0.919,8.1075,16.1358,3.5515,1.8537,-1.6978,1.6978,1,1.3,0.8,0,0.0,0.0381,97.058,107.207,145.533,0,3639,0,264,780.436,248.029,1388.873
57,Manhattan,M70-78,0.5011,0.9749,6.4505,15.4547,3.2325,1.8834,-1.3491,1.3491,1,1.3,0.8,0,0.0,0.0235,106.208,125.433,157.146,0,3709,0,270,845.234,292.962,1416.317
58,Manhattan,M24-31,0.5307,0.9938,6.4999,16.4041,3.4495,2.0378,-1.4117,1.4117,1,1.3,0.8,0,0.0,0.8617,117.079,126.946,152.159,0,3781,0,276,839.11,304.921,1443.876
59,Manhattan,M24-31,0.4984,0.9938,7.2847,16.4041,3.6307,2.0378,-1.593,1.593,1,1.3,0.8,0,0.0,0.8617,111.862,124.517,127.896,0,3850,0,282,856.229,294.712,1470.261
60,Manhattan,M78-85,0.5063,0.9644,6.4815,15.1212,3.2815,1.8229,-1.4586,1.4586,1,1.3,0.8,0,0.0,0.7158,110.709,120.695,163.438,0,3920,0,288,815.602,287.114,1497.697
61,Manhattan,M19-24,0.5161,0.919,7.4633,16.1358,3.8517,1.8537,-1.998,1.998,1,1.3,0.8,0,0.0,0.0381,109.624,129.667,137.403,0,3991,0,294,847.504,300.561,1523.964
62,Manhattan,M31-37,0.5002,0.9753,6.966,16.1199,3.4841,1.9652,-1.5189,1.5189,1,1.3,0.8,0,0.0,0.0389,118.513,131.571,163.2,0,4061,0,300,855.987,295.47,1550.757
63,Manhattan,M61-70,0.4256,0.9058,8.6099,16.9946,3.6642,1.9241,-1.74,1.74,1,1.3,0.8,0,0.0,0.6238,100.154,119.521,120.788,0,4125,0,304,761.861,238.327,1575.049
64,Manhattan,M52-61,0.4762,0.9664,8.5078,16.9454,4.0512,2.047,-2.0041,2.0041,1,1.3,0.8,0,0.0,0.8233,106.055,128.743,146.193,0,4193,0,309,823.834,275.758,1599.771
65,Manhattan,M45-52,0.4298,0.9754,9.208,16.5454,3.9574,2.0174,-1.9401,1.9401,1,1.3,0.8,0,0.0,0.3691,92.571,107.571,146.85,0,4257,0,313,809.31,251.305,1623.34
66,Manhattan,M19-24,0.4451,0.919,8.7982,16.1358,3.9158,1.8537,-2.0621,2.0621,1,1.3,0.8,0,0.0,0.0381,106.909,117.592,146.815,0,4322,0,318,774.791,249.66,1647.512
67,Manhattan,M70-78,0.4668,0.9749,7.5163,15.4547,3.5089,1.8834,-1.6255,1.6255,1,1.3,0.8,0,0.0,0.0235,103.119,116.566,150.55,0,4389,0,323,821.337,270.885,1673.418
68,Manhattan,M31-37,0.4881,0.9753,7.0047,16.1199,3.4187,1.9652,-1.4535,1.4535,1,1.3,0.8,0,0.0,0.0389,110.863,132.436,128.406,0,4458,0,329,815.573,278.929,1700.09
69,Manhattan,M24-31,0.4586,0.9938,7.9663,16.4041,3.6535,2.0378,-1.6158,1.6158,1,1.3,0.8,0,0.0,0.8617,108.258,124.208,127.65,0,4524,0,334,797.729,261.222,1725.384
70,Manhattan,M78-85,0.4376,0.9644,7.9091,15.1212,3.4608,1.8229,-1.6379,1.6379,1,1.3,0.8,0,0.0,0.7158,97.521,109.911,119.282,0,4589,0,339,774.319,246.351,1750.623
71,Manhattan,M12-19,0.5175,0.9218,6.4696,15.939,3.348,1.8366,-1.5113,1.5113,1,1.3,0.8,0,0.0,0.7061,115.386,136.087,144.99,0,4660,0,345,856.369,303.741,1778.141
72,Manhattan,M52-61,0.4627,0.9664,8.4168,16.9454,3.894,2.047,-1.847,1.847,1,1.3,0.8,0,0.0,0.8233,106.269,122.319,139.421,0,4727,0,350,800.398,263.667,1802.896
73,Manhattan,M37-45,0.5512,0.8596,6.1186,15.3994,3.3724,1.6547,-1.7177,1.7177,1,1.3,0.8,0,0.0,0.3555,119.083,130.697,171.691,0,4801,0,357,873.951,324.931,1831.055
74,Manhattan,M37-45,0.4558,0.8596,7.519,15.3994,3.4269,1.6547,-1.7722,1.7722,1,1.3,0.8,0,0.0,0.3555,101.448,111.387,121.277,0,4867,0,362,811.184,263.337,1856.891
75,Manhattan,M24-31,0.5079,0.9938,7.4048,16.4041,3.7608,2.0378,-1.723,1.723,1,1.3,0.8,0,0.0,0.8617,108.507,119.721,144.731,0,4937,0,368,810.464,286.39,1883.182
76,Manhattan,M61-70,0.4929,0.9058,7.2598,16.9946,3.5785,1.9241,-1.6543,1.6543,1,1.3,0.8,0,0.0,0.6238,116.639,128.893,156.804,0,5006,0,374,844.721,289.007,1909.565
77,Manhattan,M61-70,0.5539,0.9058,6.7595,16.9946,3.7444,1.9241,-1.8202,1.8202,1,1.3,0.8,0,0.0,0.6238,122.313,130.855,150.591,0,5080,0,381,866.163,323.89,1936.939
78,Manhattan,M78-85,0.4566,0.9644,7.4443,15.1212,3.3988,1.8229,-1.5758,1.5758,1,1.3,0.8,0,0.0,0.7158,99.638,129.336,128.18,0,5146,0,386,801.875,261.358,1962.873
79,Manhattan,M70-78,0.4541,0.9749,8.1853,15.4547,3.7168,1.8834,-1.8334,1.8334,1,1.3,0.8,0,0.0,0.0235,94.833,115.913,131.893,0,5212,0,391,809.499,262.167,1987.866
80,Manhattan,M52-61,0.47,0.9664,8.6886,16.9454,4.0836,2.047,-2.0366,2.0366,1,1.3,0.8,0,0.0,0.8233,103.787,127.808,153.593,0,5279,0,396,840.753,277.331,2012.325
81,Manhattan,M45-52,0.536,0.9754,7.2365,16.5454,3.8787,2.0174,-1.8613,1.8613,1,1.3,0.8,0,0.0,0.3691,124.082,145.991,143.12,0,5351,0,402,875.046,317.957,2038.995
82,Manhattan,M78-85,0.4695,0.9644,6.82,15.1212,3.2021,1.8229,-1.3791,1.3791,1,1.3,0.8,0,0.0,0.7158,104.873,120.05,123.682,0,5418,0,407,822.854,272.487,2065.787
83,Manhattan,M31-37,0.5316,0.9753,6.5279,16.1199,3.4703,1.9652,-1.5051,1.5051,1,1.3,0.8,0,0.0,0.0389,118.591,128.376,166.253,0,5490,0,413,828.108,302.122,2093.317
84,Manhattan,M12-19,0.5424,0.9218,6.9433,15.939,3.7663,1.8366,-1.9297,1.9297,1,1.3,0.8,0,0.0,0.7061,115.148,133.018,165.565,0,5563,0,420,843.409,311.625,2120.392
85,Manhattan,M19-24,0.5663,0.919,6.2462,16.1358,3.5372,1.8537,-1.6835,1.6835,1,1.3,0.8,0,0.0,0.0381,114.684,150.521,169.658,0,5638,0,427,888.869,336.849,2148.482
86,Manhattan,M70-78,0.5337,0.9749,6.4897,15.4547,3.4638,1.8834,-1.5804,1.5804,1,1.3,0.8,0,0.0,0.0235,120.757,131.957,143.55,0,5710,0,433,870.692,315.593,2176.073
87,Manhattan,M24-31,0.5178,0.9938,7.4506,16.4041,3.8582,2.0378,-1.8205,1.8205,1,1.3,0.8,0,0.0,0.8617,121.269,123.976,165.728,0,5781,0,439,857.253,304.158,2202.367
88,Manhattan,M52-61,0.5307,0.9664,6.903,16.9454,3.6636,2.047,-1.6166,1.6166,1,1.3,0.8,0,0.0,0.8233,113.082,137.531,159.142,0,5853,0,445,858.209,310.51,2229.422
89,Manhattan,M78-85,0.4653,0.9644,7.6216,15.1212,3.5465,1.8229,-1.7235,1.7235,1,1.3,0.8,0,0.0,0.7158,106.065,131.062,146.802,0,5920,0,450,784.463,260.763,2255.187
90,Manhattan,M19-24,0.5343,0.919,7.0306,16.1358,3.7563,1.8537,-1.9026,1.9026,1,1.3,0.8,0,0.0,0.0381,124.69,133.465,160.888,0,5992,0,456,875.12,317.159,2282.105
91,Manhattan,M45-52,0.492,0.9754,7.3941,16.5454,3.6381,2.0174,-1.6208,1.6208,1,1.3,0.8,0,0.0,0.3691,111.881,128.946,144.323,0,6061,0,462,817.377,281.197,2308.314
92,Manhattan,M12-19,0.5421,0.9218,6.768,15.939,3.6692,1.8366,-1.8326,1.8326,1,1.3,0.8,0,0.0,0.7061,124.33,147.564,166.005,0,6134,0,469,859.504,316.284,2335.607
93,Manhattan,M70-78,0.4987,0.9749,6.5084,15.4547,3.2455,1.8834,-1.3621,1.3621,1,1.3,0.8,0,0.0,0.0235,114.452,125.052,144.947,0,6203,0,475,850.924,293.376,2362.963
94,Manhattan,M24-31,0.5578,0.9938,6.1928,16.4041,3.4542,2.0378,-1.4165,1.4165,1,1.3,0.8,0,0.0,0.8617,125.762,133.009,157.363,0,6277,0,482,875.307,328.526,2391.069
95,Manhattan,M70-78,0.5439,0.9749,5.634,15.4547,3.0646,1.8834,-1.1812,1.1812,1,1.3,0.8,0,0.0,0.0235,120.533,144.765,163.758,0,6350,0,489,838.161,310.754,2419.79
96,Manhattan,M52-61,0.467,0.9664,8.8484,16.9454,4.1322,2.047,-2.0852,2.0852,1,1.3,0.8,0,0.0,0.8233,102.862,120.532,139.077,0,6417,0,494,785.711,261.81,2444.032
97,Manhattan,M52-61,0.571,0.9664,6.5257,16.9454,3.7265,2.047,-1.6794,1.6794,1,1.3,0.8,0,0.0,0.8233,123.199,146.329,146.727,0,6492,0,501,848.615,326.527,2471.801
98,Manhattan,M12-19,0.4985,0.9218,6.9336,15.939,3.4561,1.8366,-1.6194,1.6194,1,1.3,0.8,0,0.0,0.7061,109.839,139.681,133.837,0,6561,0,507,853.186,293.9,2498.624
99,Manhattan,M31-37,0.573,0.9753,5.6661,16.1199,3.2465,1.9652,-1.2813,1.2813,1,1.3,0.8,0,0.0,0.0389,117.909,147.807,143.283,0,6636,0,514,851.84,328.444,2527.48
100,Manhattan,M37-45,0.5771,0.8596,5.93,15.3994,3.4222,1.6547,-1.7675,1.7675,1,1.3,0.8,0,0.0,0.3555,133.54,148.846,149.18,0,6712,0,521,876.36,338.156,2556.03
101,Manhattan,M70-78,0.5672,0.9749,5.718,15.4547,3.2433,1.8834,-1.3599,1.3599,1,1.3,0.8,0,0.0,0.0235,127.371,146.971,152.42,0,6787,0,528,896.365,339.635,2584.785
102,Manhattan,M52-61,0.5677,0.9664,5.6854,16.9454,3.2274,2.047,-1.1804,1.1804,1,1.3,0.8,0,0.0,0.8233,131.651,140.942,152.677,0,6862,0,535,878.909,334.413,2613.585
103,Manhattan,M45-52,0.5706,0.9754,5.6088,16.5454,3.2003,2.0174,-1.1829,1.1829,1,1.3,0.8,0,0.0,0.3691,115.92,152.703,164.066,0,6937,0,542,850.148,326.793,2642.497
104,Manhattan,M12-19,0.5125,0.9218,7.4963,15.939,3.8415,1.8366,-2.0049,2.0049,1,1.3,0.8,0,0.0,0.7061,106.467,135.548,150.256,0,7007,0,548,843.102,297.628,2668.702
105,Manhattan,M31-37,0.5874,0.9753,5.374,16.1199,3.1568,1.9652,-1.1916,1.1916,1,1.3,0.8,0,0.0,0.0389,133.236,142.181,151.633,0,7083,0,556,900.469,350.92,2698.008
106,Manhattan,M12-19,0.5552,0.9218,5.7759,15.939,3.2067,1.8366,-1.3701,1.3701,1,1.3,0.8,0,0.0,0.7061,128.782,141.823,159.729,0,7157,0,563,885.859,330.5,2726.62
107,Manhattan,M19-24,0.495,0.919,7.5457,16.1358,3.7353,1.8537,-1.8816,1.8816,1,1.3,0.8,0,0.0,0.0381,115.782,119.492,133.22,0,7226,0,569,814.904,281.869,2752.658
108,Manhattan,M45-52,0.5184,0.9754,6.6783,16.5454,3.4617,2.0174,-1.4443,1.4443,1,1.3,0.8,0,0.0,0.3691,107.744,141.7,134.717,0,7297,0,575,838.593,299.078,2779.92
109,Manhattan,M24-31,0.5625,0.9938,5.7363,16.4041,3.2268,2.0378,-1.1891,1.1891,1,1.3,0.8,0,0.0,0.8617,121.057,129.917,164.276,0,7372,0,582,843.17,320.869,2808.625
110,Manhattan,M31-37,0.563,0.9753,5.5915,16.1199,3.1478,1.9652,-1.1826,1.1826,1,1.3,0.8,0,0.0,0.0389,125.492,134.284,168.823,0,7447,0,589,861.994,326.898,2837.513
111,Manhattan,M70-78,0.5756,0.9749,5.4097,15.4547,3.1141,1.8834,-1.2307,1.2307,1,1.3,0.8,0,0.0,0.0235,124.144,142.337,178.118,0,7523,0,596,847.303,328.257,2866.705
112,Manhattan,M37-45,0.5363,0.8596,6.1064,15.3994,3.275,1.6547,-1.6203,1.6203,1,1.3,0.8,0,0.0,0.3555,116.836,126.184,167.979,0,7595,0,602,860.957,313.965,2894.79
113,Manhattan,M70-78,0.549,0.9749,5.5219,15.4547,3.0318,1.8834,-1.1484,1.1484,1,1.3,0.8,0,0.0,0.0235,125.796,140.807,171.472,0,7668,0,609,844.615,315.051,2923.682
114,Manhattan,M19-24,0.5014,0.919,7.2704,16.1358,3.6454,1.8537,-1.7917,1.7917,1,1.3,0.8,0,0.0,0.0381,114.922,137.905,142.327,0,7738,0,615,830.39,288.996,2950.102
115,Manhattan,M78-85,0.5686,0.9644,6.1352,15.1212,3.4886,1.8229,-1.6657,1.6657,1,1.3,0.8,0,0.0,0.7158,116.297,134.277,170.416,0,7813,0,622,892.94,339.26,2978.345
116,Manhattan,M24-31,0.5913,0.9938,5.0306,16.4041,2.9748,2.0378,-0.9371,0.9371,1,1.3,0.8,0,0.0,0.8617,126.763,142.258,149.718,0,7890,0,630,874.148,344.31,3008.105
117,Manhattan,M19-24,0.5865,0.919,5.2761,16.1358,3.0943,1.8537,-1.2406,1.2406,1,1.3,0.8,0,0.0,0.0381,124.045,154.443,162.243,0,7966,0,638,881.491,344.338,3037.528
118,Manhattan,M61-70,0.6028,0.9058,5.8966,16.9946,3.5542,1.9241,-1.63,1.63,1,1.3,0.8,0,0.0,0.6238,125.959,150.87,169.709,0,8044,0,646,893.716,356.28,3066.274
119,Manhattan,M45-52,0.5988,0.9754,5.0499,16.5454,3.0238,2.0174,-1.0064,1.0064,1,1.3,0.8,0,0.0,0.3691,137.046,136.133,155.877,0,8121,0,654,898.953,356.054,3096.055
120,Manhattan,M52-61,0.5555,0.9664,6.005,16.9454,3.3358,2.047,-1.2888,1.2888,1,1.3,0.8,0,0.0,0.8233,120.351,137.916,166.346,0,8195,0,661,886.661,330.9,3124.381
121,Manhattan,M52-61,0.5659,0.9664,6.748,16.9454,3.819,2.047,-1.772,1.772,1,1.3,0.8,0,0.0,0.8233,122.34,147.188,153.605,0,8270,0,668,888.744,336.641,3151.842
122,Manhattan,M12-19,0.5351,0.9218,6.6143,15.939,3.5395,1.8366,-1.7029,1.7029,1,1.3,0.8,0,0.0,0.7061,121.776,139.496,166.377,0,8342,0,674,878.321,318.51,3179.285
