# FCR baseline synthetic trace (formula-consistent template)
# Scenario=Delhi | Seed=903 | Duration=3600s | UpdateInterval=300s | α=0.8 | β=1.3 | δ=0.5
# Generated=2026-02-14T11:34:26.233991Z
"# NOTE: This is a synthetic, equation-constrained trace for comparison formatting. Use real simulator outputs for publication claims."

Time(s),Scenario,SegmentID,K_t (density),K_max,v_t (m/s),v_max (m/s),F_t (flow),F_cap (capacity),ResidualCap,F_exc (excess),Congested(0/1),CongestionExpansion_beta,Compliance_alpha,UpdateStep(0/1),ReroutedVolume_Ek,DetourPriority_L,TravelTimeLoss_Ck_Path1,TravelTimeLoss_Ck_Path2,TravelTimeLoss_Ck_Path3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
55,Delhi,D12-19,0.4331,0.8563,7.1731,14.2104,3.1068,1.6732,-1.4337,1.4337,1,1.3,0.8,0,0.0,0.6464,101.638,118.825,132.808,0,3548,0,251,786.732,247.415,1417.144
56,Delhi,D31-37,0.5072,0.8777,5.5595,13.6559,2.8197,1.648,-1.1717,1.1717,1,1.3,0.8,0,0.0,0.7631,105.938,122.884,141.152,0,3618,0,257,828.682,291.161,1445.737
57,Delhi,D70-78,0.4517,0.8878,8.0659,14.8361,3.6437,1.8112,-1.8325,1.8325,1,1.3,0.8,0,0.0,0.5544,105.147,125.844,140.828,0,3684,0,262,816.305,262.815,1470.865
58,Delhi,D52-61,0.4193,0.8623,8.1634,14.7486,3.4228,1.7487,-1.6741,1.6741,1,1.3,0.8,0,0.0,0.344,101.249,112.87,137.224,0,3747,0,266,811.203,247.067,1495.677
59,Delhi,D24-31,0.4857,0.8936,6.3187,14.4454,3.0687,1.7748,-1.2939,1.2939,1,1.3,0.8,0,0.0,0.7249,106.355,123.307,136.931,0,3815,0,271,810.685,276.542,1523.192
60,Delhi,D19-24,0.5301,0.948,5.5687,14.8237,2.9518,1.9323,-1.0195,1.0195,1,1.3,0.8,0,0.0,0.8848,117.052,124.868,141.246,0,3887,0,277,845.983,306.636,1551.912
61,Delhi,D19-24,0.4514,0.948,7.1523,14.8237,3.2283,1.9323,-1.2961,1.2961,1,1.3,0.8,0,0.0,0.8848,109.246,128.631,150.22,0,3953,0,282,809.128,260.869,1578.18
62,Delhi,D61-70,0.5186,0.8874,5.9968,14.1868,3.1101,1.731,-1.3791,1.3791,1,1.3,0.8,0,0.0,0.2162,116.625,134.413,133.584,0,4024,0,288,859.911,305.287,1606.295
63,Delhi,D31-37,0.5154,0.8777,6.3874,13.6559,3.292,1.648,-1.644,1.644,1,1.3,0.8,0,0.0,0.7631,113.608,140.701,146.282,0,4095,0,294,823.989,293.573,1633.904
64,Delhi,D31-37,0.543,0.8777,5.0714,13.6559,2.7537,1.648,-1.1057,1.1057,1,1.3,0.8,0,0.0,0.7631,118.192,137.298,164.483,0,4168,0,301,866.676,318.825,1663.322
65,Delhi,D37-45,0.4459,0.8791,7.2324,14.856,3.2246,1.7956,-1.429,1.429,1,1.3,0.8,0,0.0,0.9396,100.146,125.14,146.852,0,4233,0,306,793.917,254.688,1689.457
66,Delhi,D78-85,0.4748,0.9835,6.189,13.4248,2.9385,1.8155,-1.123,1.123,1,1.3,0.8,0,0.0,0.7492,110.256,123.419,144.767,0,4300,0,311,790.746,266.49,1717.069
67,Delhi,D37-45,0.4325,0.8791,7.774,14.856,3.362,1.7956,-1.5663,1.5663,1,1.3,0.8,0,0.0,0.9396,105.868,120.091,146.692,0,4364,0,315,796.776,249.518,1742.447
68,Delhi,D70-78,0.4893,0.8878,6.4445,14.8361,3.153,1.8112,-1.3418,1.3418,1,1.3,0.8,0,0.0,0.5544,110.734,124.829,146.606,0,4433,0,321,847.946,288.174,1769.827
69,Delhi,D19-24,0.4596,0.948,7.5957,14.8237,3.4908,1.9323,-1.5585,1.5585,1,1.3,0.8,0,0.0,0.8848,99.479,116.127,155.038,0,4499,0,326,825.494,268.659,1795.59
70,Delhi,D45-52,0.4497,0.9101,7.2885,14.4677,3.2774,1.8104,-1.4669,1.4669,1,1.3,0.8,0,0.0,0.9514,107.909,116.352,131.598,0,4564,0,331,802.014,258.349,1821.677
71,Delhi,D61-70,0.4895,0.8874,6.2663,14.1868,3.0673,1.731,-1.3363,1.3363,1,1.3,0.8,0,0.0,0.2162,102.593,124.986,126.606,0,4633,0,337,818.427,280.34,1849.281
72,Delhi,D78-85,0.4451,0.9835,7.0505,13.4248,3.1381,1.8155,-1.3226,1.3226,1,1.3,0.8,0,0.0,0.7492,93.828,127.136,131.546,0,4698,0,342,781.51,251.316,1875.639
73,Delhi,D31-37,0.5244,0.8777,5.2171,13.6559,2.7359,1.648,-1.088,1.088,1,1.3,0.8,0,0.0,0.7631,110.491,140.873,140.823,0,4769,0,348,855.793,306.838,1904.764
74,Delhi,D52-61,0.4883,0.8623,6.4967,14.7486,3.1723,1.7487,-1.4236,1.4236,1,1.3,0.8,0,0.0,0.344,100.522,134.26,147.758,0,4838,0,354,793.735,273.165,1932.073
75,Delhi,D70-78,0.4817,0.8878,6.5467,14.8361,3.1534,1.8112,-1.3422,1.3422,1,1.3,0.8,0,0.0,0.5544,113.027,133.364,152.716,0,4906,0,359,833.138,280.717,1959.279
76,Delhi,D45-52,0.5071,0.9101,6.6556,14.4677,3.375,1.8104,-1.5645,1.5645,1,1.3,0.8,0,0.0,0.9514,111.942,137.623,155.401,0,4976,0,365,829.877,291.45,1986.502
77,Delhi,D78-85,0.449,0.9835,7.336,13.4248,3.2935,1.8155,-1.478,1.478,1,1.3,0.8,0,0.0,0.7492,100.94,110.419,127.168,0,5041,0,370,790.742,255.253,2012.526
78,Delhi,D31-37,0.4676,0.8777,7.025,13.6559,3.285,1.648,-1.637,1.637,1,1.3,0.8,0,0.0,0.7631,105.106,112.769,155.109,0,5108,0,375,835.606,274.909,2039.05
79,Delhi,D31-37,0.4859,0.8777,6.0319,13.6559,2.931,1.648,-1.2831,1.2831,1,1.3,0.8,0,0.0,0.7631,114.385,124.312,131.569,0,5176,0,380,845.196,285.885,2066.926
80,Delhi,D78-85,0.5323,0.9835,5.4104,13.4248,2.8799,1.8155,-1.0644,1.0644,1,1.3,0.8,0,0.0,0.7492,123.91,139.693,139.278,0,5248,0,386,852.074,309.448,2095.857
81,Delhi,D19-24,0.4822,0.948,6.7359,14.8237,3.2479,1.9323,-1.3156,1.3156,1,1.3,0.8,0,0.0,0.8848,109.129,135.345,139.48,0,5316,0,391,815.178,276.18,2122.83
82,Delhi,D78-85,0.5435,0.9835,5.5266,13.4248,3.0035,1.8155,-1.188,1.188,1,1.3,0.8,0,0.0,0.7492,119.578,139.738,146.435,0,5389,0,398,857.497,316.308,2151.682
83,Delhi,D19-24,0.4952,0.948,6.1837,14.8237,3.0619,1.9323,-1.1296,1.1296,1,1.3,0.8,0,0.0,0.8848,113.192,122.071,154.358,0,5458,0,404,799.66,277.778,2179.424
84,Delhi,D24-31,0.5058,0.8936,6.2766,14.4454,3.1748,1.7748,-1.3999,1.3999,1,1.3,0.8,0,0.0,0.7249,119.128,126.592,138.04,0,5528,0,410,836.535,292.719,2207.113
85,Delhi,D31-37,0.4607,0.8777,6.4281,13.6559,2.9613,1.648,-1.3133,1.3133,1,1.3,0.8,0,0.0,0.7631,98.007,128.64,142.273,0,5594,0,415,792.806,260.878,2234.342
86,Delhi,D12-19,0.4854,0.8563,7.0814,14.2104,3.4375,1.6732,-1.7643,1.7643,1,1.3,0.8,0,0.0,0.6464,113.602,117.187,136.464,0,5662,0,420,796.101,272.548,2260.903
87,Delhi,D70-78,0.5489,0.8878,6.2213,14.8361,3.4151,1.8112,-1.6039,1.6039,1,1.3,0.8,0,0.0,0.5544,120.212,140.655,153.496,0,5735,0,427,833.228,311.564,2288.92
88,Delhi,D19-24,0.4936,0.948,6.2609,14.8237,3.0905,1.9323,-1.1582,1.1582,1,1.3,0.8,0,0.0,0.8848,103.475,131.004,147.95,0,5804,0,433,853.531,291.724,2316.555
89,Delhi,D31-37,0.4889,0.8777,6.3945,13.6559,3.126,1.648,-1.478,1.478,1,1.3,0.8,0,0.0,0.7631,109.306,128.893,130.559,0,5873,0,439,826.381,282.191,2343.995
90,Delhi,D31-37,0.5528,0.8777,4.8824,13.6559,2.699,1.648,-1.051,1.051,1,1.3,0.8,0,0.0,0.7631,128.582,133.723,140.928,0,5947,0,446,889.25,330.365,2373.709
91,Delhi,D31-37,0.5759,0.8777,5.3377,13.6559,3.0738,1.648,-1.4258,1.4258,1,1.3,0.8,0,0.0,0.7631,121.996,131.785,172.095,0,6023,0,453,887.595,341.122,2402.992
92,Delhi,D19-24,0.5209,0.948,5.8068,14.8237,3.0246,1.9323,-1.0923,1.0923,1,1.3,0.8,0,0.0,0.8848,110.613,130.068,154.687,0,6094,0,459,863.643,307.416,2431.359
93,Delhi,D52-61,0.5274,0.8623,6.2486,14.7486,3.2958,1.7487,-1.5471,1.5471,1,1.3,0.8,0,0.0,0.344,113.162,126.401,156.732,0,6166,0,465,827.571,300.075,2459.213
94,Delhi,D31-37,0.5342,0.8777,5.0773,13.6559,2.7124,1.648,-1.0644,1.0644,1,1.3,0.8,0,0.0,0.7631,125.174,140.873,170.315,0,6238,0,471,878.736,318.194,2488.571
95,Delhi,D31-37,0.4777,0.8777,5.9264,13.6559,2.8313,1.648,-1.1833,1.1833,1,1.3,0.8,0,0.0,0.7631,111.225,121.401,143.056,0,6306,0,476,832.41,278.726,2516.53
96,Delhi,D78-85,0.4935,0.9835,6.4902,13.4248,3.2027,1.8155,-1.3872,1.3872,1,1.3,0.8,0,0.0,0.7492,109.805,125.716,134.274,0,6375,0,482,811.971,280.377,2543.878
97,Delhi,D24-31,0.4764,0.8936,6.6326,14.4454,3.1595,1.7748,-1.3847,1.3847,1,1.3,0.8,0,0.0,0.7249,108.916,124.147,141.143,0,6443,0,487,809.608,272.116,2570.945
98,Delhi,D12-19,0.4791,0.8563,6.4584,14.2104,3.0942,1.6732,-1.421,1.421,1,1.3,0.8,0,0.0,0.6464,105.392,123.619,143.339,0,6511,0,492,824.572,277.275,2598.247
99,Delhi,D24-31,0.4974,0.8936,5.9732,14.4454,2.9709,1.7748,-1.1961,1.1961,1,1.3,0.8,0,0.0,0.7249,102.198,137.452,146.395,0,6580,0,498,812.598,282.289,2626.265
100,Delhi,D52-61,0.5063,0.8623,6.2341,14.7486,3.1564,1.7487,-1.4077,1.4077,1,1.3,0.8,0,0.0,0.344,118.846,122.308,138.555,0,6650,0,504,807.719,284.929,2654.01
101,Delhi,D37-45,0.5185,0.8791,6.0118,14.856,3.1173,1.7956,-1.3216,1.3216,1,1.3,0.8,0,0.0,0.9396,122.065,126.051,160.611,0,6721,0,510,829.802,296.65,2682.106
102,Delhi,D24-31,0.521,0.8936,6.298,14.4454,3.2815,1.7748,-1.5067,1.5067,1,1.3,0.8,0,0.0,0.7249,113.763,132.341,134.598,0,6792,0,516,829.715,297.77,2709.86
103,Delhi,D37-45,0.4881,0.8791,6.31,14.856,3.08,1.7956,-1.2843,1.2843,1,1.3,0.8,0,0.0,0.9396,109.612,119.553,144.225,0,6861,0,522,840.76,285.709,2737.401
104,Delhi,D37-45,0.5661,0.8791,5.6852,14.856,3.2183,1.7956,-1.4226,1.4226,1,1.3,0.8,0,0.0,0.9396,114.611,141.196,172.845,0,6936,0,529,842.831,322.412,2766.191
105,Delhi,D52-61,0.5131,0.8623,6.4376,14.7486,3.303,1.7487,-1.5544,1.5544,1,1.3,0.8,0,0.0,0.344,115.485,126.544,130.581,0,7007,0,535,813.505,289.567,2793.723
106,Delhi,D24-31,0.4845,0.8936,7.0256,14.4454,3.4036,1.7748,-1.6288,1.6288,1,1.3,0.8,0,0.0,0.7249,112.269,116.629,155.533,0,7075,0,540,821.059,278.775,2820.347
107,Delhi,D19-24,0.5647,0.948,5.393,14.8237,3.0453,1.9323,-1.113,1.113,1,1.3,0.8,0,0.0,0.8848,115.459,135.454,171.807,0,7150,0,547,873.838,331.387,2849.494
108,Delhi,D52-61,0.5824,0.8623,5.7342,14.7486,3.3397,1.7487,-1.591,1.591,1,1.3,0.8,0,0.0,0.344,126.257,132.992,166.748,0,7226,0,554,891.309,345.515,2878.321
109,Delhi,D24-31,0.5677,0.8936,4.8716,14.4454,2.7655,1.7748,-0.9907,0.9907,1,1.3,0.8,0,0.0,0.7249,115.895,151.404,176.547,0,7301,0,561,893.717,339.039,2908.138
110,Delhi,D37-45,0.5202,0.8791,6.1914,14.856,3.2209,1.7956,-1.4252,1.4252,1,1.3,0.8,0,0.0,0.9396,120.003,131.701,159.077,0,7372,0,567,844.555,301.643,2936.02
111,Delhi,D52-61,0.5633,0.8623,5.7311,14.7486,3.2285,1.7487,-1.4798,1.4798,1,1.3,0.8,0,0.0,0.344,123.653,129.77,152.686,0,7447,0,574,863.127,327.423,2964.736
112,Delhi,D78-85,0.5189,0.9835,5.5463,13.4248,2.8778,1.8155,-1.0623,1.0623,1,1.3,0.8,0,0.0,0.7492,116.082,127.01,136.56,0,7518,0,580,861.477,305.843,2993.416
113,Delhi,D24-31,0.5266,0.8936,6.4508,14.4454,3.397,1.7748,-1.6221,1.6221,1,1.3,0.8,0,0.0,0.7249,116.38,124.402,149.048,0,7590,0,586,823.314,298.456,3021.012
114,Delhi,D19-24,0.5637,0.948,6.0544,14.8237,3.4128,1.9323,-1.4805,1.4805,1,1.3,0.8,0,0.0,0.8848,121.924,136.079,164.428,0,7665,0,593,864.892,328.137,3049.326
115,Delhi,D24-31,0.5305,0.8936,5.7033,14.4454,3.0254,1.7748,-1.2506,1.2506,1,1.3,0.8,0,0.0,0.7249,123.347,134.914,163.883,0,7737,0,599,828.227,301.642,3077.88
116,Delhi,D37-45,0.5287,0.8791,5.9545,14.856,3.148,1.7956,-1.3523,1.3523,1,1.3,0.8,0,0.0,0.9396,118.744,133.766,164.688,0,7809,0,605,854.299,308.404,3106.109
117,Delhi,D45-52,0.5798,0.9101,5.5439,14.4677,3.2145,1.8104,-1.4041,1.4041,1,1.3,0.8,0,0.0,0.9514,119.52,141.626,156.649,0,7885,0,612,887.575,343.048,3135.158
118,Delhi,D24-31,0.5438,0.8936,5.7995,14.4454,3.1536,1.7748,-1.3788,1.3788,1,1.3,0.8,0,0.0,0.7249,121.877,133.487,142.753,0,7958,0,619,841.497,311.671,3163.671
119,Delhi,D31-37,0.5691,0.8777,4.4821,13.6559,2.5508,1.648,-0.9028,0.9028,1,1.3,0.8,0,0.0,0.7631,118.807,145.207,173.886,0,8033,0,626,861.402,329.625,3193.983
120,Delhi,D19-24,0.6127,0.948,4.8745,14.8237,2.9864,1.9323,-1.0541,1.0541,1,1.3,0.8,0,0.0,0.8848,127.501,158.579,174.348,0,8112,0,634,911.479,367.13,3224.066
121,Delhi,D78-85,0.573,0.9835,5.0891,13.4248,2.9158,1.8155,-1.1003,1.1003,1,1.3,0.8,0,0.0,0.7492,115.742,141.662,152.708,0,8187,0,641,865.873,332.859,3253.642
122,Delhi,D37-45,0.5707,0.8791,5.1526,14.856,2.9404,1.7956,-1.1447,1.1447,1,1.3,0.8,0,0.0,0.9396,124.51,149.011,164.521,0,8262,0,648,889.653,339.227,3283.125
123,Delhi,D52-61,0.5982,0.8623,4.7806,14.7486,2.8599,1.7487,-1.1112,1.1112,1,1.3,0.8,0,0.0,0.344,125.292,142.704,166.283,0,8339,0,656,860.973,343.281,3313.239
