# FCR baseline synthetic trace (formula-consistent template)
# Scenario=Manhattan | Seed=805 | Duration=3600s | UpdateInterval=300s | α=0.8 | β=1.3 | δ=0.5
# Generated=2026-02-14T11:34:26.032420Z
"# NOTE: This is a synthetic, equation-constrained trace for comparison formatting. Use real simulator outputs for publication claims."

Time(s),Scenario,SegmentID,K_t (density),K_max,v_t (m/s),v_max (m/s),F_t (flow),F_cap (capacity),ResidualCap,F_exc (excess),Congested(0/1),CongestionExpansion_beta,Compliance_alpha,UpdateStep(0/1),ReroutedVolume_Ek,DetourPriority_L,TravelTimeLoss_Ck_Path1,TravelTimeLoss_Ck_Path2,TravelTimeLoss_Ck_Path3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
19,Manhattan,M12-19,0.3821,0.9241,10.0147,16.6345,3.827,1.9215,-1.9055,1.9055,1,1.3,0.8,0,0.0,0.5744,86.344,112.349,119.087,0,1183,0,79,791.323,226.316,447.035
20,Manhattan,M45-52,0.4648,0.9198,8.4766,17.5668,3.9403,2.0197,-1.9206,1.9206,1,1.3,0.8,0,0.0,0.1895,109.281,132.657,136.97,0,1250,0,84,837.279,274.064,471.728
21,Manhattan,M37-45,0.4422,0.9853,8.8339,16.1309,3.9066,1.9867,-1.9199,1.9199,1,1.3,0.8,0,0.0,0.7931,92.816,124.743,120.423,0,1315,0,89,796.975,253.846,495.839
22,Manhattan,M70-78,0.3706,0.9624,10.3504,17.3238,3.8359,2.0841,-1.7519,1.7519,1,1.3,0.8,0,0.0,0.2917,89.539,99.286,105.65,0,1374,0,92,738.605,210.553,517.625
23,Manhattan,M61-70,0.457,0.9818,7.8502,16.1171,3.5873,1.9779,-1.6093,1.6093,1,1.3,0.8,0,0.0,0.0852,94.841,111.727,121.154,0,1440,0,97,824.776,267.291,543.054
24,Manhattan,M37-45,0.3809,0.9853,9.292,16.1309,3.5397,1.9867,-1.553,1.553,1,1.3,0.8,0,0.0,0.7931,83.854,116.551,107.389,0,1500,0,101,755.078,218.201,566.225
25,Manhattan,M61-70,0.4092,0.9818,8.5475,16.1171,3.4975,1.9779,-1.5196,1.5196,1,1.3,0.8,0,0.0,0.0852,99.453,107.134,119.782,0,1562,0,105,770.361,233.37,590.496
26,Manhattan,M37-45,0.4423,0.9853,8.1654,16.1309,3.6119,1.9867,-1.6252,1.6252,1,1.3,0.8,0,0.0,0.7931,91.651,121.563,153.069,0,1627,0,110,810.349,257.144,615.443
27,Manhattan,M19-24,0.4726,0.9774,8.8475,17.1296,4.1817,2.0929,-2.0888,2.0888,1,1.3,0.8,0,0.0,0.0011,113.6,121.496,138.909,0,1694,0,115,810.023,270.568,639.719
28,Manhattan,M31-37,0.4144,0.8922,9.8725,17.0154,4.0908,1.8976,-2.1933,2.1933,1,1.3,0.8,0,0.0,0.8221,94.553,111.041,146.988,0,1757,0,119,790.884,240.243,662.365
29,Manhattan,M70-78,0.4045,0.9624,9.3,17.3238,3.7622,2.0841,-1.6782,1.6782,1,1.3,0.8,0,0.0,0.2917,98.338,103.961,119.367,0,1819,0,123,776.922,232.863,685.667
30,Manhattan,M78-85,0.4075,0.918,9.0217,16.6987,3.6765,1.9161,-1.7604,1.7604,1,1.3,0.8,0,0.0,0.6835,86.542,113.983,131.121,0,1881,0,127,778.572,234.504,709.335
31,Manhattan,M19-24,0.4991,0.9774,7.2669,17.1296,3.6265,2.0929,-1.5336,1.5336,1,1.3,0.8,0,0.0,0.0011,116.064,132.555,158.372,0,1950,0,133,807.302,281.587,735.746
32,Manhattan,M61-70,0.4416,0.9818,8.3534,16.1171,3.6891,1.9779,-1.7112,1.7112,1,1.3,0.8,0,0.0,0.0852,95.132,120.232,134.255,0,2015,0,138,823.135,259.933,760.454
33,Manhattan,M78-85,0.4636,0.918,8.1424,16.6987,3.7749,1.9161,-1.8589,1.8589,1,1.3,0.8,0,0.0,0.6835,104.415,130.918,156.649,0,2082,0,143,787.542,260.812,785.557
34,Manhattan,M70-78,0.4256,0.9624,9.6185,17.3238,4.0934,2.0841,-2.0093,2.0093,1,1.3,0.8,0,0.0,0.2917,94.085,121.642,150.063,0,2146,0,147,805.232,248.476,808.587
35,Manhattan,M45-52,0.4413,0.9198,9.5457,17.5668,4.213,2.0197,-2.1933,2.1933,1,1.3,0.8,0,0.0,0.1895,100.305,115.569,118.564,0,2211,0,152,794.902,252.956,831.803
36,Manhattan,M70-78,0.4395,0.9624,9.1686,17.3238,4.0294,2.0841,-1.9453,1.9453,1,1.3,0.8,0,0.0,0.2917,103.568,127.856,138.303,0,2276,0,157,800.097,253.393,855.48
37,Manhattan,M31-37,0.4744,0.8922,7.8484,17.0154,3.7232,1.8976,-1.8256,1.8256,1,1.3,0.8,0,0.0,0.8221,114.852,133.865,143.46,0,2343,0,162,828.933,276.279,881.015
38,Manhattan,M45-52,0.4927,0.9198,8.3204,17.5668,4.0991,2.0197,-2.0794,2.0794,1,1.3,0.8,0,0.0,0.1895,106.277,130.858,156.59,0,2412,0,168,836.934,286.777,906.071
39,Manhattan,M52-61,0.4447,0.9589,7.9847,16.4006,3.5508,1.9658,-1.585,1.585,1,1.3,0.8,0,0.0,0.9361,93.04,113.38,150.827,0,2477,0,173,784.026,251.76,931.258
40,Manhattan,M70-78,0.4409,0.9624,9.5951,17.3238,4.2306,2.0841,-2.1466,2.1466,1,1.3,0.8,0,0.0,0.2917,99.664,111.781,144.057,0,2542,0,178,769.325,246.565,954.41
41,Manhattan,M52-61,0.4492,0.9589,8.571,16.4006,3.8504,1.9658,-1.8846,1.8846,1,1.3,0.8,0,0.0,0.9361,94.787,129.944,141.937,0,2607,0,183,787.078,254.468,978.891
42,Manhattan,M52-61,0.4774,0.9589,7.8187,16.4006,3.7323,1.9658,-1.7665,1.7665,1,1.3,0.8,0,0.0,0.9361,103.343,126.405,147.352,0,2675,0,188,799.895,270.008,1004.482
43,Manhattan,M78-85,0.4542,0.918,7.9476,16.6987,3.6095,1.9161,-1.6935,1.6935,1,1.3,0.8,0,0.0,0.6835,97.144,111.521,144.685,0,2741,0,193,821.196,265.127,1029.773
44,Manhattan,M37-45,0.4306,0.9853,9.0218,16.1309,3.8844,1.9867,-1.8978,1.8978,1,1.3,0.8,0,0.0,0.7931,104.393,116.215,149.724,0,2805,0,197,779.09,244.495,1053.579
45,Manhattan,M37-45,0.4136,0.9853,8.8455,16.1309,3.6584,1.9867,-1.6717,1.6717,1,1.3,0.8,0,0.0,0.7931,98.509,116.96,129.168,0,2868,0,201,790.783,239.88,1077.503
46,Manhattan,M31-37,0.4764,0.8922,7.8455,17.0154,3.738,1.8976,-1.8404,1.8404,1,1.3,0.8,0,0.0,0.8221,111.125,125.018,151.86,0,2936,0,206,791.678,267.455,1103.055
47,Manhattan,M45-52,0.4239,0.9198,9.3823,17.5668,3.9767,2.0197,-1.957,1.957,1,1.3,0.8,0,0.0,0.1895,95.433,120.615,126.978,0,2999,0,210,782.012,242.302,1126.37
48,Manhattan,M61-70,0.4994,0.9818,6.7182,16.1171,3.3549,1.9779,-1.377,1.377,1,1.3,0.8,0,0.0,0.0852,111.829,130.943,145.586,0,3068,0,216,834.115,289.093,1153.469
49,Manhattan,M19-24,0.4724,0.9774,8.0716,17.1296,3.8129,2.0929,-1.72,1.72,1,1.3,0.8,0,0.0,0.0011,113.333,132.416,126.304,0,3135,0,221,827.126,274.898,1178.713
50,Manhattan,M24-31,0.5113,0.861,6.3873,15.6688,3.2656,1.6863,-1.5793,1.5793,1,1.3,0.8,0,0.0,0.806,106.047,124.51,146.086,0,3205,0,227,808.657,287.389,1206.297
51,Manhattan,M45-52,0.5256,0.9198,7.6703,17.5668,4.0313,2.0197,-2.0116,2.0116,1,1.3,0.8,0,0.0,0.1895,107.429,135.835,139.456,0,3277,0,233,856.195,307.494,1232.362
52,Manhattan,M37-45,0.4736,0.9853,7.2682,16.1309,3.4419,1.9867,-1.4552,1.4552,1,1.3,0.8,0,0.0,0.7931,115.196,120.955,144.559,0,3344,0,238,809.943,270.953,1258.619
53,Manhattan,M31-37,0.5031,0.8922,7.4422,17.0154,3.7442,1.8976,-1.8466,1.8466,1,1.3,0.8,0,0.0,0.8221,104.823,132.756,165.366,0,3414,0,244,822.651,287.633,1284.834
54,Manhattan,M61-70,0.4682,0.9818,7.6148,16.1171,3.5654,1.9779,-1.5875,1.5875,1,1.3,0.8,0,0.0,0.0852,109.317,128.276,145.038,0,3481,0,249,810.736,268.782,1310.625
55,Manhattan,M45-52,0.5173,0.9198,7.3319,17.5668,3.793,2.0197,-1.7733,1.7733,1,1.3,0.8,0,0.0,0.1895,117.757,132.673,154.443,0,3552,0,255,848.072,301.301,1337.064
56,Manhattan,M24-31,0.5307,0.861,6.4942,15.6688,3.4464,1.6863,-1.7601,1.7601,1,1.3,0.8,0,0.0,0.806,112.888,141.357,152.053,0,3624,0,261,848.355,307.617,1364.631
57,Manhattan,M24-31,0.4367,0.861,8.5298,15.6688,3.7254,1.6863,-2.0391,2.0391,1,1.3,0.8,0,0.0,0.806,99.763,119.391,129.704,0,3688,0,266,796.611,251.354,1389.089
58,Manhattan,M70-78,0.4537,0.9624,8.6587,17.3238,3.928,2.0841,-1.844,1.844,1,1.3,0.8,0,0.0,0.2917,102.282,113.699,127.11,0,3754,0,271,827.697,266.517,1413.487
59,Manhattan,M52-61,0.4703,0.9589,8.2385,16.4006,3.8747,1.9658,-1.9089,1.9089,1,1.3,0.8,0,0.0,0.9361,99.244,119.154,157.232,0,3821,0,276,817.354,271.427,1438.511
60,Manhattan,M37-45,0.4393,0.9853,8.1672,16.1309,3.5879,1.9867,-1.6012,1.6012,1,1.3,0.8,0,0.0,0.7931,95.582,123.097,121.489,0,3886,0,281,817.48,257.52,1463.438
61,Manhattan,M70-78,0.5122,0.9624,7.6988,17.3238,3.9431,2.0841,-1.859,1.859,1,1.3,0.8,0,0.0,0.2917,118.654,126.705,151.163,0,3956,0,287,809.898,288.143,1489.388
62,Manhattan,M52-61,0.4891,0.9589,7.7115,16.4006,3.7715,1.9658,-1.8057,1.8057,1,1.3,0.8,0,0.0,0.9361,104.554,124.525,130.1,0,4025,0,293,844.608,287.19,1515.183
63,Manhattan,M12-19,0.5417,0.9241,6.8597,16.6345,3.7158,1.9215,-1.7943,1.7943,1,1.3,0.8,0,0.0,0.5744,123.028,146.516,140.788,0,4098,0,300,880.339,322.275,1542.358
64,Manhattan,M70-78,0.4269,0.9624,9.8686,17.3238,4.2126,2.0841,-2.1285,2.1285,1,1.3,0.8,0,0.0,0.2917,106.671,115.991,148.7,0,4162,0,304,764.413,239.467,1565.084
65,Manhattan,M19-24,0.4857,0.9774,8.2015,17.1296,3.9834,2.0929,-1.8905,1.8905,1,1.3,0.8,0,0.0,0.0011,115.348,125.354,126.768,0,4230,0,309,823.229,279.913,1590.246
66,Manhattan,M31-37,0.4945,0.8922,7.7389,17.0154,3.8267,1.8976,-1.9291,1.9291,1,1.3,0.8,0,0.0,0.8221,109.375,118.141,154.416,0,4299,0,315,843.53,289.405,1616.039
67,Manhattan,M12-19,0.5433,0.9241,6.4221,16.6345,3.489,1.9215,-1.5675,1.5675,1,1.3,0.8,0,0.0,0.5744,115.056,136.162,144.753,0,4372,0,322,874.465,321.294,1643.771
68,Manhattan,M12-19,0.521,0.9241,6.7093,16.6345,3.4957,1.9215,-1.5742,1.5742,1,1.3,0.8,0,0.0,0.5744,114.808,139.493,152.26,0,4443,0,328,817.205,294.181,1671.011
69,Manhattan,M37-45,0.4911,0.9853,7.5721,16.1309,3.7189,1.9867,-1.7322,1.7322,1,1.3,0.8,0,0.0,0.7931,116.054,125.579,141.163,0,4512,0,334,827.638,283.562,1696.992
70,Manhattan,M45-52,0.5144,0.9198,8.053,17.5668,4.1422,2.0197,-2.1225,2.1225,1,1.3,0.8,0,0.0,0.1895,116.914,122.949,156.877,0,4583,0,340,810.328,289.243,1722.512
71,Manhattan,M24-31,0.5488,0.861,6.4042,15.6688,3.5147,1.6863,-1.8284,1.8284,1,1.3,0.8,0,0.0,0.806,128.193,140.593,142.427,0,4656,0,347,839.895,313.519,1750.3
72,Manhattan,M24-31,0.5332,0.861,6.6621,15.6688,3.5524,1.6863,-1.8661,1.8661,1,1.3,0.8,0,0.0,0.806,119.946,142.206,167.791,0,4728,0,353,864.3,313.474,1777.672
73,Manhattan,M70-78,0.4954,0.9624,7.7215,17.3238,3.8253,2.0841,-1.7412,1.7412,1,1.3,0.8,0,0.0,0.2917,114.663,135.842,146.944,0,4797,0,359,823.89,284.488,1803.492
74,Manhattan,M45-52,0.5199,0.9198,7.6941,17.5668,4.0003,2.0197,-1.9806,1.9806,1,1.3,0.8,0,0.0,0.1895,116.8,138.392,167.942,0,4868,0,365,825.63,296.092,1829.494
75,Manhattan,M78-85,0.5257,0.918,7.5635,16.6987,3.9761,1.9161,-2.06,2.06,1,1.3,0.8,0,0.0,0.6835,117.387,127.35,168.261,0,4940,0,371,819.476,296.937,1855.694
76,Manhattan,M70-78,0.4742,0.9624,7.8009,17.3238,3.6992,2.0841,-1.6151,1.6151,1,1.3,0.8,0,0.0,0.2917,113.144,132.663,152.151,0,5007,0,376,806.226,270.272,1881.288
77,Manhattan,M19-24,0.4998,0.9774,7.5133,17.1296,3.7551,2.0929,-1.6622,1.6622,1,1.3,0.8,0,0.0,0.0011,110.114,136.579,158.054,0,5076,0,382,816.671,284.49,1907.395
78,Manhattan,M61-70,0.4667,0.9818,8.355,16.1171,3.8997,1.9779,-1.9218,1.9218,1,1.3,0.8,0,0.0,0.0852,102.847,115.943,154.953,0,5143,0,387,784.667,261.433,1932.252
79,Manhattan,M19-24,0.4861,0.9774,8.4396,17.1296,4.1024,2.0929,-2.0095,2.0095,1,1.3,0.8,0,0.0,0.0011,109.885,129.537,162.075,0,5211,0,392,836.238,283.567,1957.119
80,Manhattan,M61-70,0.5256,0.9818,7.2556,16.1171,3.8135,1.9779,-1.8356,1.8356,1,1.3,0.8,0,0.0,0.0852,110.925,126.425,155.302,0,5283,0,398,863.753,309.695,1983.703
81,Manhattan,M70-78,0.5346,0.9624,7.328,17.3238,3.9172,2.0841,-1.8331,1.8331,1,1.3,0.8,0,0.0,0.2917,117.239,131.347,140.756,0,5355,0,404,879.122,318.465,2010.25
82,Manhattan,M12-19,0.4701,0.9241,7.9443,16.6345,3.7347,1.9215,-1.8132,1.8132,1,1.3,0.8,0,0.0,0.5744,99.429,116.124,138.203,0,5422,0,409,841.669,277.625,2035.641
83,Manhattan,M19-24,0.4603,0.9774,8.5304,17.1296,3.9263,2.0929,-1.8334,1.8334,1,1.3,0.8,0,0.0,0.0011,99.096,129.035,124.234,0,5488,0,414,808.923,264.78,2060.239
84,Manhattan,M12-19,0.4996,0.9241,7.9228,16.6345,3.958,1.9215,-2.0365,2.0365,1,1.3,0.8,0,0.0,0.5744,109.63,131.469,130.951,0,5557,0,420,820.135,285.346,2085.833
85,Manhattan,M19-24,0.5456,0.9774,6.655,17.1296,3.6309,2.0929,-1.538,1.538,1,1.3,0.8,0,0.0,0.0011,118.975,137.683,143.089,0,5630,0,427,884.056,325.284,2113.288
86,Manhattan,M52-61,0.572,0.9589,6.4818,16.4006,3.7077,1.9658,-1.7419,1.7419,1,1.3,0.8,0,0.0,0.9361,124.829,131.983,173.765,0,5705,0,434,865.007,332.139,2141.118
87,Manhattan,M19-24,0.4556,0.9774,8.7154,17.1296,3.9708,2.0929,-1.8778,1.8778,1,1.3,0.8,0,0.0,0.0011,96.16,128.704,137.129,0,5771,0,439,801.14,260.751,2165.457
88,Manhattan,M70-78,0.551,0.9624,6.3219,17.3238,3.4831,2.0841,-1.3991,1.3991,1,1.3,0.8,0,0.0,0.2917,113.127,131.361,170.901,0,5845,0,446,840.444,314.679,2193.361
89,Manhattan,M31-37,0.4657,0.8922,7.8552,17.0154,3.6581,1.8976,-1.7606,1.7606,1,1.3,0.8,0,0.0,0.8221,110.92,129.036,134.886,0,5912,0,451,807.544,266.837,2218.836
90,Manhattan,M78-85,0.4778,0.918,7.8882,16.6987,3.769,1.9161,-1.8529,1.8529,1,1.3,0.8,0,0.0,0.6835,98.913,121.731,141.413,0,5980,0,456,789.863,267.569,2244.342
91,Manhattan,M37-45,0.5559,0.9853,6.2285,16.1309,3.4623,1.9867,-1.4756,1.4756,1,1.3,0.8,0,0.0,0.7931,113.234,129.839,174.531,0,6054,0,463,891.923,332.687,2272.392
92,Manhattan,M19-24,0.5762,0.9774,6.3262,17.1296,3.645,2.0929,-1.5521,1.5521,1,1.3,0.8,0,0.0,0.0011,125.929,150.296,166.956,0,6130,0,470,871.356,336.13,2300.441
93,Manhattan,M24-31,0.4719,0.861,7.5033,15.6688,3.5411,1.6863,-1.8548,1.8548,1,1.3,0.8,0,0.0,0.806,105.175,133.192,126.992,0,6197,0,475,787.034,264.287,2326.394
94,Manhattan,M37-45,0.5161,0.9853,6.4958,16.1309,3.3522,1.9867,-1.3656,1.3656,1,1.3,0.8,0,0.0,0.7931,106.741,141.354,144.9,0,6268,0,481,814.259,291.116,2353.87
95,Manhattan,M12-19,0.5217,0.9241,6.5438,16.6345,3.4141,1.9215,-1.4926,1.4926,1,1.3,0.8,0,0.0,0.5744,117.162,124.047,138.025,0,6339,0,487,822.818,296.109,2381.321
96,Manhattan,M19-24,0.4964,0.9774,7.1922,17.1296,3.5701,2.0929,-1.4771,1.4771,1,1.3,0.8,0,0.0,0.0011,107.066,124.306,150.727,0,6408,0,493,848.382,291.615,2407.809
97,Manhattan,M61-70,0.5324,0.9818,6.6973,16.1171,3.5657,1.9779,-1.5877,1.5877,1,1.3,0.8,0,0.0,0.0852,108.753,144.134,137.049,0,6480,0,499,826.017,301.876,2435.132
98,Manhattan,M31-37,0.5476,0.8922,6.3882,17.0154,3.4982,1.8976,-1.6006,1.6006,1,1.3,0.8,0,0.0,0.8221,113.924,140.141,138.077,0,6553,0,506,882.878,325.906,2462.932
99,Manhattan,M31-37,0.5694,0.8922,5.7845,17.0154,3.2937,1.8976,-1.3961,1.3961,1,1.3,0.8,0,0.0,0.8221,120.926,136.239,154.166,0,6628,0,513,862.744,330.182,2491.618
100,Manhattan,M52-61,0.5068,0.9589,7.8327,16.4006,3.9698,1.9658,-2.004,2.004,1,1.3,0.8,0,0.0,0.9361,112.529,138.363,159.997,0,6698,0,519,831.989,291.916,2517.368
101,Manhattan,M78-85,0.5582,0.918,5.8156,16.6987,3.2462,1.9161,-1.3301,1.3301,1,1.3,0.8,0,0.0,0.6835,117.002,150.302,168.967,0,6772,0,526,853.628,322.064,2545.947
102,Manhattan,M45-52,0.4854,0.9198,7.7715,17.5668,3.7723,2.0197,-1.7526,1.7526,1,1.3,0.8,0,0.0,0.1895,104.083,120.535,144.218,0,6840,0,531,802.383,274.212,2571.646
103,Manhattan,M19-24,0.5886,0.9774,6.3243,17.1296,3.7224,2.0929,-1.6295,1.6295,1,1.3,0.8,0,0.0,0.0011,118.502,135.461,171.588,0,6917,0,539,900.978,351.669,2599.772
104,Manhattan,M24-31,0.5595,0.861,5.9503,15.6688,3.3294,1.6863,-1.6431,1.6431,1,1.3,0.8,0,0.0,0.806,119.72,141.948,152.915,0,6991,0,546,869.293,327.522,2628.191
105,Manhattan,M37-45,0.5382,0.9853,6.8996,16.1309,3.7136,1.9867,-1.7269,1.7269,1,1.3,0.8,0,0.0,0.7931,115.937,130.964,143.417,0,7064,0,553,841.259,309.035,2655.296
106,Manhattan,M12-19,0.521,0.9241,7.3019,16.6345,3.804,1.9215,-1.8825,1.8825,1,1.3,0.8,0,0.0,0.5744,111.595,129.599,153.124,0,7135,0,559,832.988,298.675,2681.794
107,Manhattan,M24-31,0.5655,0.861,6.3478,15.6688,3.5896,1.6863,-1.9033,1.9033,1,1.3,0.8,0,0.0,0.806,131.006,130.517,170.954,0,7210,0,566,889.534,336.66,2709.753
108,Manhattan,M52-61,0.5514,0.9589,6.0294,16.4006,3.3248,1.9658,-1.359,1.359,1,1.3,0.8,0,0.0,0.9361,112.447,133.226,141.162,0,7284,0,573,850.408,317.916,2738.024
109,Manhattan,M19-24,0.563,0.9774,6.3311,17.1296,3.5642,2.0929,-1.4713,1.4713,1,1.3,0.8,0,0.0,0.0011,115.509,144.094,143.308,0,7359,0,580,860.964,326.585,2765.988
110,Manhattan,M31-37,0.5876,0.8922,6.3469,17.0154,3.7293,1.8976,-1.8318,1.8318,1,1.3,0.8,0,0.0,0.8221,130.812,152.21,165.977,0,7436,0,588,864.877,339.504,2794.08
111,Manhattan,M70-78,0.5363,0.9624,6.51,17.3238,3.4912,2.0841,-1.4072,1.4072,1,1.3,0.8,0,0.0,0.2917,117.702,136.821,139.168,0,7508,0,594,836.638,306.774,2821.661
112,Manhattan,M19-24,0.4902,0.9774,8.3733,17.1296,4.1049,2.0929,-2.012,2.012,1,1.3,0.8,0,0.0,0.0011,115.341,128.188,140.686,0,7577,0,600,817.581,280.446,2846.635
113,Manhattan,M24-31,0.5691,0.861,5.3673,15.6688,3.0547,1.6863,-1.3684,1.3684,1,1.3,0.8,0,0.0,0.806,132.321,148.776,161.135,0,7652,0,607,872.317,333.055,2875.841
114,Manhattan,M45-52,0.6012,0.9198,5.986,17.5668,3.5989,2.0197,-1.5792,1.5792,1,1.3,0.8,0,0.0,0.1895,125.5,137.447,180.199,0,7730,0,615,902.35,358.378,2904.466
115,Manhattan,M12-19,0.509,0.9241,7.5806,16.6345,3.8586,1.9215,-1.9371,1.9371,1,1.3,0.8,0,0.0,0.5744,111.899,141.267,144.326,0,7800,0,621,854.297,299.168,2930.544
116,Manhattan,M52-61,0.543,0.9589,6.2751,16.4006,3.4077,1.9658,-1.4419,1.4419,1,1.3,0.8,0,0.0,0.9361,116.069,139.705,165.717,0,7873,0,628,846.854,312.935,2958.459
117,Manhattan,M78-85,0.6094,0.918,4.9119,16.6987,2.9932,1.9161,-1.0771,1.0771,1,1.3,0.8,0,0.0,0.6835,128.896,145.708,174.086,0,7951,0,636,872.626,352.468,2988.475
118,Manhattan,M31-37,0.5483,0.8922,7.1397,17.0154,3.9149,1.8976,-2.0174,2.0174,1,1.3,0.8,0,0.0,0.8221,115.878,133.97,172.015,0,8024,0,643,880.78,325.628,3015.34
119,Manhattan,M61-70,0.5866,0.9818,5.7486,16.1171,3.3723,1.9779,-1.3944,1.3944,1,1.3,0.8,0,0.0,0.0852,134.175,154.294,153.185,0,8100,0,651,891.416,347.614,3044.175
120,Manhattan,M52-61,0.5491,0.9589,5.8537,16.4006,3.2144,1.9658,-1.2487,1.2487,1,1.3,0.8,0,0.0,0.9361,126.732,137.143,151.799,0,8173,0,658,846.603,315.693,3072.652
121,Manhattan,M37-45,0.565,0.9853,5.6875,16.1309,3.2133,1.9867,-1.2266,1.2266,1,1.3,0.8,0,0.0,0.7931,123.061,151.349,146.069,0,8248,0,665,857.509,326.459,3101.433
122,Manhattan,M24-31,0.5222,0.861,6.3726,15.6688,3.3277,1.6863,-1.6414,1.6414,1,1.3,0.8,0,0.0,0.806,112.717,131.262,156.296,0,8319,0,671,863.241,307.928,3129.1
