# FCR baseline synthetic trace (formula-consistent template)
# Scenario=Delhi | Seed=901 | Duration=3600s | UpdateInterval=300s | α=0.8 | β=1.3 | δ=0.5
# Generated=2026-02-14T11:34:26.083340Z
"# NOTE: This is a synthetic, equation-constrained trace for comparison formatting. Use real simulator outputs for publication claims."

Time(s),Scenario,SegmentID,K_t (density),K_max,v_t (m/s),v_max (m/s),F_t (flow),F_cap (capacity),ResidualCap,F_exc (excess),Congested(0/1),CongestionExpansion_beta,Compliance_alpha,UpdateStep(0/1),ReroutedVolume_Ek,DetourPriority_L,TravelTimeLoss_Ck_Path1,TravelTimeLoss_Ck_Path2,TravelTimeLoss_Ck_Path3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
20,Delhi,D37-45,0.4274,0.964,7.8777,14.0794,3.3673,1.8661,-1.5011,1.5011,1,1.3,0.8,0,0.0,0.5313,100.366,126.817,132.541,0,1265,0,88,809.238,250.247,507.694
21,Delhi,D19-24,0.4792,0.8942,7.5655,15.1633,3.6251,1.8643,-1.7607,1.7607,1,1.3,0.8,0,0.0,0.0172,116.18,114.875,139.129,0,1333,0,93,825.9,277.655,533.612
22,Delhi,D37-45,0.4514,0.964,7.2367,14.0794,3.2665,1.8661,-1.4003,1.4003,1,1.3,0.8,0,0.0,0.5313,99.554,125.443,149.874,0,1399,0,98,774.698,252.325,559.775
23,Delhi,D70-78,0.4451,0.898,8.0895,15.227,3.6007,1.8803,-1.7205,1.7205,1,1.3,0.8,0,0.0,0.9293,109.946,128.41,122.417,0,1464,0,103,824.728,261.903,584.834
24,Delhi,D37-45,0.4736,0.964,6.8773,14.0794,3.2573,1.8661,-1.3911,1.3911,1,1.3,0.8,0,0.0,0.5313,113.012,125.733,139.762,0,1531,0,108,809.574,270.89,611.579
25,Delhi,D31-37,0.491,0.9079,5.6041,13.4378,2.7514,1.6775,-1.0739,1.0739,1,1.3,0.8,0,0.0,0.5473,115.101,118.32,137.454,0,1600,0,114,818.432,280.998,640.019
26,Delhi,D19-24,0.4738,0.8942,6.838,15.1633,3.2398,1.8643,-1.3755,1.3755,1,1.3,0.8,0,0.0,0.0172,110.095,123.066,124.555,0,1667,0,119,831.0,276.547,666.814
27,Delhi,D70-78,0.3904,0.898,8.3343,15.227,3.2533,1.8803,-1.3731,1.3731,1,1.3,0.8,0,0.0,0.9293,97.689,109.289,138.751,0,1728,0,123,767.335,224.743,691.239
28,Delhi,D45-52,0.4832,0.8899,6.0191,13.3933,2.9086,1.6389,-1.2697,1.2697,1,1.3,0.8,0,0.0,0.2969,99.645,133.135,152.734,0,1796,0,128,843.273,284.123,719.114
29,Delhi,D37-45,0.4435,0.964,7.6057,14.0794,3.3732,1.8661,-1.5071,1.5071,1,1.3,0.8,0,0.0,0.5313,106.062,112.52,140.903,0,1861,0,133,808.815,257.296,744.768
30,Delhi,D12-19,0.4256,0.9147,7.8914,13.7159,3.3587,1.725,-1.6337,1.6337,1,1.3,0.8,0,0.0,0.1043,103.796,112.148,148.454,0,1925,0,137,805.23,248.496,769.958
31,Delhi,D78-85,0.4609,0.9458,7.1894,15.0906,3.3136,1.9625,-1.351,1.351,1,1.3,0.8,0,0.0,0.3813,107.925,125.079,157.475,0,1991,0,142,829.655,270.312,796.236
32,Delhi,D78-85,0.4747,0.9458,7.1219,15.0906,3.3805,1.9625,-1.4179,1.4179,1,1.3,0.8,0,0.0,0.3813,113.144,127.861,138.447,0,2058,0,147,845.181,280.646,822.682
33,Delhi,D37-45,0.4686,0.964,7.3667,14.0794,3.452,1.8661,-1.5858,1.5858,1,1.3,0.8,0,0.0,0.5313,109.439,113.569,153.417,0,2125,0,152,788.588,263.238,848.785
34,Delhi,D31-37,0.4857,0.9079,6.2058,13.4378,3.0144,1.6775,-1.3369,1.3369,1,1.3,0.8,0,0.0,0.5473,108.295,117.603,145.235,0,2193,0,157,850.035,287.091,876.442
35,Delhi,D19-24,0.4008,0.8942,8.2957,15.1633,3.325,1.8643,-1.4607,1.4607,1,1.3,0.8,0,0.0,0.0172,93.614,119.961,123.342,0,2255,0,161,768.944,229.513,900.977
36,Delhi,D45-52,0.4177,0.8899,6.8971,13.3933,2.8809,1.6389,-1.2421,1.2421,1,1.3,0.8,0,0.0,0.2969,104.076,104.515,149.424,0,2318,0,165,775.096,238.068,927.362
37,Delhi,D70-78,0.4295,0.898,8.7031,15.227,3.7377,1.8803,-1.8575,1.8575,1,1.3,0.8,0,0.0,0.9293,95.415,121.187,134.051,0,2382,0,169,790.313,246.679,951.56
38,Delhi,D78-85,0.447,0.9458,7.2495,15.0906,3.2407,1.9625,-1.2782,1.2782,1,1.3,0.8,0,0.0,0.3813,105.649,130.437,153.274,0,2447,0,174,775.978,250.785,977.681
39,Delhi,D37-45,0.5057,0.964,5.934,14.0794,3.0009,1.8661,-1.1348,1.1348,1,1.3,0.8,0,0.0,0.5313,107.972,140.748,158.152,0,2517,0,180,826.307,289.832,1005.797
40,Delhi,D24-31,0.3966,0.9375,7.444,13.7584,2.952,1.7736,-1.1784,1.1784,1,1.3,0.8,0,0.0,0.8356,99.961,117.382,133.524,0,2578,0,184,769.416,227.815,1031.372
41,Delhi,D45-52,0.4567,0.8899,6.2577,13.3933,2.8576,1.6389,-1.2188,1.2188,1,1.3,0.8,0,0.0,0.2969,103.031,116.791,132.352,0,2644,0,189,780.346,255.995,1058.79
42,Delhi,D78-85,0.4766,0.9458,6.6906,15.0906,3.1884,1.9625,-1.2259,1.2259,1,1.3,0.8,0,0.0,0.3813,107.982,125.657,132.501,0,2712,0,194,802.472,270.332,1085.786
43,Delhi,D24-31,0.4254,0.9375,7.5419,13.7584,3.2085,1.7736,-1.4349,1.4349,1,1.3,0.8,0,0.0,0.8356,88.677,106.885,131.762,0,2776,0,198,807.958,249.05,1111.411
44,Delhi,D37-45,0.4459,0.964,7.5369,14.0794,3.361,1.8661,-1.4948,1.4948,1,1.3,0.8,0,0.0,0.5313,94.176,114.149,133.271,0,2841,0,203,819.288,260.941,1137.165
45,Delhi,D70-78,0.4212,0.898,7.7805,15.227,3.277,1.8803,-1.3967,1.3967,1,1.3,0.8,0,0.0,0.9293,90.752,115.836,128.44,0,2904,0,207,758.145,235.624,1162.467
46,Delhi,D19-24,0.4695,0.8942,7.3953,15.1633,3.4723,1.8643,-1.608,1.608,1,1.3,0.8,0,0.0,0.0172,113.63,116.664,133.731,0,2971,0,212,823.719,272.718,1188.54
47,Delhi,D61-70,0.4241,0.9954,8.5847,15.1483,3.6409,2.0732,-1.5677,1.5677,1,1.3,0.8,0,0.0,0.4362,96.522,113.754,119.127,0,3034,0,216,783.326,242.724,1212.854
48,Delhi,D52-61,0.4546,0.9569,8.1658,15.2226,3.7124,2.003,-1.7094,1.7094,1,1.3,0.8,0,0.0,0.7128,99.07,113.427,124.623,0,3100,0,221,781.096,255.307,1237.874
49,Delhi,D52-61,0.4255,0.9569,8.3113,15.2226,3.5368,2.003,-1.5338,1.5338,1,1.3,0.8,0,0.0,0.7128,90.073,122.131,121.59,0,3164,0,225,770.063,240.23,1262.538
50,Delhi,D70-78,0.4484,0.898,7.4328,15.227,3.333,1.8803,-1.4527,1.4527,1,1.3,0.8,0,0.0,0.9293,109.25,113.548,124.089,0,3229,0,230,805.319,258.616,1288.438
51,Delhi,D37-45,0.4596,0.964,7.056,14.0794,3.2427,1.8661,-1.3765,1.3765,1,1.3,0.8,0,0.0,0.5313,108.739,128.757,143.661,0,3295,0,235,795.347,261.031,1314.875
52,Delhi,D61-70,0.4635,0.9954,7.4626,15.1483,3.4589,2.0732,-1.3857,1.3857,1,1.3,0.8,0,0.0,0.4362,112.544,127.926,144.609,0,3362,0,240,834.328,272.692,1340.828
53,Delhi,D45-52,0.5227,0.8899,5.6324,13.3933,2.9438,1.6389,-1.305,1.305,1,1.3,0.8,0,0.0,0.2969,123.955,127.577,154.452,0,3433,0,246,833.521,299.607,1369.424
54,Delhi,D12-19,0.5276,0.9147,5.9925,13.7159,3.1619,1.725,-1.4369,1.4369,1,1.3,0.8,0,0.0,0.1043,111.203,128.751,146.849,0,3505,0,252,818.792,297.615,1397.599
55,Delhi,D31-37,0.4698,0.9079,6.0879,13.4378,2.8601,1.6775,-1.1826,1.1826,1,1.3,0.8,0,0.0,0.5473,105.355,119.774,150.54,0,3572,0,257,827.339,273.772,1425.308
56,Delhi,D31-37,0.4353,0.9079,7.1664,13.4378,3.1193,1.6775,-1.4418,1.4418,1,1.3,0.8,0,0.0,0.5473,101.841,119.222,146.225,0,3636,0,262,808.233,253.489,1451.461
57,Delhi,D70-78,0.4647,0.898,7.1323,15.227,3.3142,1.8803,-1.4339,1.4339,1,1.3,0.8,0,0.0,0.9293,110.368,114.983,135.164,0,3703,0,267,834.102,273.17,1477.834
58,Delhi,D52-61,0.4254,0.9569,8.5823,15.2226,3.6512,2.003,-1.6482,1.6482,1,1.3,0.8,0,0.0,0.7128,96.026,111.763,133.412,0,3767,0,271,802.433,247.758,1502.159
59,Delhi,D61-70,0.4591,0.9954,8.0183,15.1483,3.6808,2.0732,-1.6076,1.6076,1,1.3,0.8,0,0.0,0.4362,106.345,114.592,141.205,0,3833,0,276,811.705,264.938,1527.39
60,Delhi,D61-70,0.5085,0.9954,6.8103,15.1483,3.4633,2.0732,-1.3901,1.3901,1,1.3,0.8,0,0.0,0.4362,116.021,125.919,135.332,0,3903,0,282,805.873,285.397,1554.428
61,Delhi,D52-61,0.4558,0.9569,7.2783,15.2226,3.3175,2.003,-1.3145,1.3145,1,1.3,0.8,0,0.0,0.7128,106.002,126.155,122.363,0,3969,0,287,802.373,261.146,1580.565
62,Delhi,D24-31,0.5013,0.9375,6.1745,13.7584,3.0954,1.7736,-1.3218,1.3218,1,1.3,0.8,0,0.0,0.8356,105.627,129.1,131.782,0,4039,0,293,835.243,290.294,1608.355
63,Delhi,D70-78,0.4848,0.898,6.6157,15.227,3.2074,1.8803,-1.3272,1.3272,1,1.3,0.8,0,0.0,0.9293,115.067,119.867,159.638,0,4107,0,298,844.388,285.16,1635.494
64,Delhi,D61-70,0.4683,0.9954,7.332,15.1483,3.4334,2.0732,-1.3602,1.3602,1,1.3,0.8,0,0.0,0.4362,105.743,122.896,152.188,0,4174,0,303,786.421,262.541,1661.639
65,Delhi,D52-61,0.5057,0.9569,6.1844,15.2226,3.1275,2.003,-1.1246,1.1246,1,1.3,0.8,0,0.0,0.7128,110.809,138.412,129.591,0,4244,0,309,853.16,297.3,1689.443
66,Delhi,D45-52,0.529,0.8899,5.5951,13.3933,2.9598,1.6389,-1.321,1.321,1,1.3,0.8,0,0.0,0.2969,118.026,123.956,149.436,0,4316,0,315,826.389,300.438,1718.123
67,Delhi,D78-85,0.5441,0.9458,5.8846,15.0906,3.2018,1.9625,-1.2392,1.2392,1,1.3,0.8,0,0.0,0.3813,124.881,140.474,144.501,0,4389,0,322,876.31,322.239,1746.531
68,Delhi,D31-37,0.4813,0.9079,5.9723,13.4378,2.8744,1.6775,-1.197,1.197,1,1.3,0.8,0,0.0,0.5473,114.014,120.972,137.727,0,4457,0,327,826.901,278.89,1774.454
69,Delhi,D61-70,0.4938,0.9954,7.4218,15.1483,3.665,2.0732,-1.5918,1.5918,1,1.3,0.8,0,0.0,0.4362,102.479,127.904,137.752,0,4526,0,333,843.34,289.052,1800.64
70,Delhi,D37-45,0.5126,0.964,5.8673,14.0794,3.0076,1.8661,-1.1415,1.1415,1,1.3,0.8,0,0.0,0.5313,114.449,136.383,162.591,0,4597,0,339,855.126,301.088,1828.881
71,Delhi,D70-78,0.5133,0.898,6.039,15.227,3.0997,1.8803,-1.2194,1.2194,1,1.3,0.8,0,0.0,0.9293,120.072,125.384,153.834,0,4668,0,345,858.543,302.37,1856.912
72,Delhi,D78-85,0.52,0.9458,6.98,15.0906,3.6294,1.9625,-1.6668,1.6668,1,1.3,0.8,0,0.0,0.3813,119.594,130.945,134.777,0,4739,0,351,865.699,307.574,1883.807
73,Delhi,D31-37,0.4762,0.9079,6.0818,13.4378,2.896,1.6775,-1.2185,1.2185,1,1.3,0.8,0,0.0,0.5473,104.848,124.6,134.36,0,4807,0,356,796.52,268.606,1911.562
74,Delhi,D78-85,0.5501,0.9458,5.9994,15.0906,3.3001,1.9625,-1.3376,1.3376,1,1.3,0.8,0,0.0,0.3813,124.315,145.515,138.26,0,4881,0,363,834.424,312.447,1939.863
75,Delhi,D19-24,0.5454,0.8942,6.3157,15.1633,3.4448,1.8643,-1.5804,1.5804,1,1.3,0.8,0,0.0,0.0172,114.67,145.872,170.667,0,4954,0,370,862.749,318.812,1967.741
76,Delhi,D37-45,0.5159,0.964,5.7114,14.0794,2.9467,1.8661,-1.0805,1.0805,1,1.3,0.8,0,0.0,0.5313,121.055,133.166,138.655,0,5025,0,376,811.712,290.331,1996.197
77,Delhi,D61-70,0.5146,0.9954,7.0253,15.1483,3.6151,2.0732,-1.5419,1.5419,1,1.3,0.8,0,0.0,0.4362,119.067,128.425,151.293,0,5096,0,382,844.359,298.972,2023.003
78,Delhi,D52-61,0.5347,0.9569,5.689,15.2226,3.0417,2.003,-1.0388,1.0388,1,1.3,0.8,0,0.0,0.7128,115.052,135.235,163.325,0,5168,0,388,861.79,313.426,2051.6
79,Delhi,D78-85,0.4857,0.9458,7.5661,15.0906,3.6746,1.9625,-1.7121,1.7121,1,1.3,0.8,0,0.0,0.3813,110.938,117.861,142.903,0,5236,0,393,841.817,284.863,2077.556
80,Delhi,D37-45,0.448,0.964,6.714,14.0794,3.008,1.8661,-1.1418,1.1418,1,1.3,0.8,0,0.0,0.5313,96.642,126.615,133.534,0,5301,0,398,801.868,257.588,2104.352
81,Delhi,D31-37,0.5145,0.9079,6.3444,13.4378,3.2641,1.6775,-1.5866,1.5866,1,1.3,0.8,0,0.0,0.5473,114.278,141.989,148.393,0,5372,0,404,861.376,303.74,2132.008
82,Delhi,D31-37,0.5631,0.9079,5.0499,13.4378,2.8435,1.6775,-1.166,1.166,1,1.3,0.8,0,0.0,0.5473,115.392,135.026,160.521,0,5447,0,411,843.878,321.344,2161.574
83,Delhi,D24-31,0.5225,0.9375,6.1199,13.7584,3.1977,1.7736,-1.4241,1.4241,1,1.3,0.8,0,0.0,0.8356,114.066,130.568,134.409,0,5518,0,417,818.649,295.263,2189.559
84,Delhi,D78-85,0.4983,0.9458,6.6141,15.0906,3.2958,1.9625,-1.3332,1.3332,1,1.3,0.8,0,0.0,0.3813,113.565,128.581,129.121,0,5587,0,423,807.494,281.303,2216.781
85,Delhi,D45-52,0.5183,0.8899,6.2328,13.3933,3.2307,1.6389,-1.5918,1.5918,1,1.3,0.8,0,0.0,0.2969,109.814,138.298,140.195,0,5658,0,429,841.014,299.763,2244.601
86,Delhi,D19-24,0.4838,0.8942,7.2697,15.1633,3.517,1.8643,-1.6527,1.6527,1,1.3,0.8,0,0.0,0.0172,101.816,136.295,131.55,0,5726,0,434,825.219,279.578,2270.916
87,Delhi,D24-31,0.5151,0.9375,5.7423,13.7584,2.958,1.7736,-1.1844,1.1844,1,1.3,0.8,0,0.0,0.8356,120.167,124.099,165.493,0,5797,0,440,847.537,300.121,2299.329
88,Delhi,D45-52,0.4775,0.8899,6.4274,13.3933,3.0688,1.6389,-1.43,1.43,1,1.3,0.8,0,0.0,0.2969,110.018,128.691,134.819,0,5865,0,445,828.125,277.47,2326.66
89,Delhi,D52-61,0.5094,0.9569,6.4122,15.2226,3.2666,2.003,-1.2637,1.2637,1,1.3,0.8,0,0.0,0.7128,109.884,141.271,143.867,0,5935,0,451,863.313,301.894,2354.201
90,Delhi,D37-45,0.5141,0.964,6.2272,14.0794,3.2016,1.8661,-1.3354,1.3354,1,1.3,0.8,0,0.0,0.5313,119.187,126.683,138.511,0,6006,0,457,842.419,298.21,2382.002
91,Delhi,D45-52,0.5598,0.8899,5.2031,13.3933,2.9125,1.6389,-1.2737,1.2737,1,1.3,0.8,0,0.0,0.2969,125.904,136.045,147.737,0,6080,0,464,865.838,326.566,2411.356
92,Delhi,D37-45,0.5796,0.964,5.4953,14.0794,3.185,1.8661,-1.3189,1.3189,1,1.3,0.8,0,0.0,0.5313,130.442,140.907,160.005,0,6156,0,471,849.241,330.716,2440.465
93,Delhi,D52-61,0.5183,0.9569,6.3618,15.2226,3.2972,2.003,-1.2943,1.2943,1,1.3,0.8,0,0.0,0.7128,113.853,126.584,161.412,0,6227,0,477,828.243,296.095,2468.122
94,Delhi,D78-85,0.5771,0.9458,5.5828,15.0906,3.222,1.9625,-1.2595,1.2595,1,1.3,0.8,0,0.0,0.3813,116.076,140.259,142.04,0,6303,0,484,900.133,345.724,2497.106
95,Delhi,D24-31,0.4884,0.9375,6.2424,13.7584,3.0491,1.7736,-1.2755,1.2755,1,1.3,0.8,0,0.0,0.8356,103.229,129.573,132.437,0,6372,0,490,849.588,288.239,2524.734
96,Delhi,D70-78,0.4963,0.898,6.8358,15.227,3.3923,1.8803,-1.512,1.512,1,1.3,0.8,0,0.0,0.9293,102.738,134.933,134.458,0,6441,0,496,837.696,288.641,2551.667
97,Delhi,D12-19,0.5607,0.9147,4.7821,13.7159,2.6815,1.725,-0.9564,0.9564,1,1.3,0.8,0,0.0,0.1043,130.526,141.786,169.684,0,6515,0,503,871.224,328.687,2581.554
98,Delhi,D19-24,0.5665,0.8942,5.4899,15.1633,3.1101,1.8643,-1.2458,1.2458,1,1.3,0.8,0,0.0,0.0172,115.53,141.045,158.056,0,6590,0,510,850.758,325.086,2610.59
99,Delhi,D78-85,0.5276,0.9458,6.8678,15.0906,3.6237,1.9625,-1.6611,1.6611,1,1.3,0.8,0,0.0,0.3813,124.577,125.201,144.955,0,6662,0,516,829.819,300.811,2637.672
100,Delhi,D31-37,0.5021,0.9079,6.1808,13.4378,3.1031,1.6775,-1.4256,1.4256,1,1.3,0.8,0,0.0,0.5473,106.089,131.873,143.433,0,6732,0,522,841.456,292.349,2665.458
101,Delhi,D52-61,0.5852,0.9569,5.7558,15.2226,3.3684,2.003,-1.3654,1.3654,1,1.3,0.8,0,0.0,0.7128,130.696,142.377,144.571,0,6808,0,530,872.248,340.748,2694.274
102,Delhi,D37-45,0.5283,0.964,6.0394,14.0794,3.1907,1.8661,-1.3246,1.3246,1,1.3,0.8,0,0.0,0.5313,108.587,135.996,135.443,0,6880,0,536,841.524,304.526,2722.395
103,Delhi,D78-85,0.492,0.9458,7.1856,15.0906,3.5354,1.9625,-1.5728,1.5728,1,1.3,0.8,0,0.0,0.3813,113.458,127.313,140.877,0,6949,0,542,804.678,277.749,2748.865
104,Delhi,D70-78,0.5746,0.898,5.2959,15.227,3.043,1.8803,-1.1627,1.1627,1,1.3,0.8,0,0.0,0.9293,116.602,151.876,172.648,0,7024,0,549,859.916,331.757,2778.193
105,Delhi,D45-52,0.5526,0.8899,5.6691,13.3933,3.1326,1.6389,-1.4937,1.4937,1,1.3,0.8,0,0.0,0.2969,129.251,128.341,167.185,0,7098,0,556,842.837,316.15,2806.922
106,Delhi,D52-61,0.5482,0.9569,5.8202,15.2226,3.1906,2.003,-1.1877,1.1877,1,1.3,0.8,0,0.0,0.7128,112.459,136.76,170.757,0,7171,0,563,881.095,325.658,2835.436
107,Delhi,D70-78,0.5185,0.898,6.4356,15.227,3.3367,1.8803,-1.4564,1.4564,1,1.3,0.8,0,0.0,0.9293,114.109,131.866,131.471,0,7242,0,569,810.926,291.243,2863.002
108,Delhi,D37-45,0.5586,0.964,5.038,14.0794,2.8144,1.8661,-0.9483,0.9483,1,1.3,0.8,0,0.0,0.5313,113.526,134.488,141.749,0,7316,0,576,858.28,323.708,2892.556
109,Delhi,D52-61,0.588,0.9569,5.487,15.2226,3.2265,2.003,-1.2236,1.2236,1,1.3,0.8,0,0.0,0.7128,128.004,147.076,168.193,0,7393,0,584,864.568,339.616,2921.726
110,Delhi,D78-85,0.5801,0.9458,5.0652,15.0906,2.9382,1.9625,-0.9757,0.9757,1,1.3,0.8,0,0.0,0.3813,126.45,148.592,165.764,0,7469,0,591,900.618,347.336,2951.375
111,Delhi,D31-37,0.5731,0.9079,5.4678,13.4378,3.1337,1.6775,-1.4562,1.4562,1,1.3,0.8,0,0.0,0.5473,118.293,142.155,147.955,0,7544,0,598,851.594,328.432,2980.479
112,Delhi,D78-85,0.5321,0.9458,6.7766,15.0906,3.6058,1.9625,-1.6433,1.6433,1,1.3,0.8,0,0.0,0.3813,114.29,130.611,165.749,0,7616,0,604,831.727,303.409,3007.701
113,Delhi,D24-31,0.5167,0.9375,5.8596,13.7584,3.0277,1.7736,-1.2541,1.2541,1,1.3,0.8,0,0.0,0.8356,118.123,124.136,144.271,0,7687,0,610,863.377,305.361,3035.976
114,Delhi,D52-61,0.5874,0.9569,4.9241,15.2226,2.8924,2.003,-0.8895,0.8895,1,1.3,0.8,0,0.0,0.7128,127.134,155.045,151.479,0,7763,0,618,894.461,348.977,3065.846
115,Delhi,D45-52,0.496,0.8899,6.0458,13.3933,2.9988,1.6389,-1.3599,1.3599,1,1.3,0.8,0,0.0,0.2969,104.015,135.418,136.814,0,7832,0,624,822.057,284.264,3093.764
116,Delhi,D61-70,0.5827,0.9954,5.0312,15.1483,2.9315,2.0732,-0.8583,0.8583,1,1.3,0.8,0,0.0,0.4362,121.065,136.377,157.759,0,7908,0,631,867.396,337.969,3123.471
117,Delhi,D19-24,0.5301,0.8942,5.9213,15.1633,3.1391,1.8643,-1.2748,1.2748,1,1.3,0.8,0,0.0,0.0172,109.15,136.439,165.588,0,7980,0,637,859.298,310.55,3151.751
118,Delhi,D37-45,0.5246,0.964,6.236,14.0794,3.2711,1.8661,-1.405,1.405,1,1.3,0.8,0,0.0,0.5313,109.669,141.962,159.243,0,8051,0,643,863.643,309.166,3179.603
119,Delhi,D45-52,0.5562,0.8899,5.2545,13.3933,2.9224,1.6389,-1.2835,1.2835,1,1.3,0.8,0,0.0,0.2969,117.873,128.858,155.733,0,8125,0,650,870.709,326.343,3208.872
120,Delhi,D31-37,0.5662,0.9079,5.0397,13.4378,2.8537,1.6775,-1.1762,1.1762,1,1.3,0.8,0,0.0,0.5473,128.154,144.171,143.781,0,8200,0,657,893.849,338.375,3238.47
121,Delhi,D70-78,0.5734,0.898,5.2119,15.227,2.9884,1.8803,-1.1081,1.1081,1,1.3,0.8,0,0.0,0.9293,121.034,139.005,174.532,0,8275,0,664,856.018,329.951,3267.895
122,Delhi,D31-37,0.5565,0.9079,5.035,13.4378,2.8021,1.6775,-1.1246,1.1246,1,1.3,0.8,0,0.0,0.5473,115.138,139.122,162.151,0,8349,0,671,875.48,327.973,3297.44
123,Delhi,D78-85,0.6098,0.9458,4.6289,15.0906,2.8226,1.9625,-0.8601,0.8601,1,1.3,0.8,0,0.0,0.3813,133.12,139.26,175.63,0,8427,0,679,899.046,361.523,3327.813
