# FCR baseline synthetic trace (formula-consistent template)
# Scenario=Delhi | Seed=904 | Duration=3600s | UpdateInterval=300s | α=0.8 | β=1.3 | δ=0.5
# Generated=2026-02-14T11:34:26.287272Z
"# NOTE: This is a synthetic, equation-constrained trace for comparison formatting. Use real simulator outputs for publication claims."

Time(s),Scenario,SegmentID,K_t (density),K_max,v_t (m/s),v_max (m/s),F_t (flow),F_cap (capacity),ResidualCap,F_exc (excess),Congested(0/1),CongestionExpansion_beta,Compliance_alpha,UpdateStep(0/1),ReroutedVolume_Ek,DetourPriority_L,TravelTimeLoss_Ck_Path1,TravelTimeLoss_Ck_Path2,TravelTimeLoss_Ck_Path3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
14,Delhi,D31-37,0.3739,0.9095,8.7968,15.2821,3.2891,1.9112,-1.378,1.378,1,1.3,0.8,0,0.0,0.0756,91.488,99.686,108.647,0,871,0,59,759.912,216.272,342.651
15,Delhi,D61-70,0.4251,0.8582,7.4624,14.5458,3.1724,1.7164,-1.456,1.456,1,1.3,0.8,0,0.0,0.2092,101.629,120.774,130.04,0,935,0,63,798.855,246.782,368.374
16,Delhi,D61-70,0.4159,0.8582,8.4704,14.5458,3.5224,1.7164,-1.8061,1.8061,1,1.3,0.8,0,0.0,0.2092,95.259,123.141,119.753,0,998,0,67,786.692,239.932,392.781
17,Delhi,D31-37,0.4453,0.9095,7.6293,15.2821,3.3976,1.9112,-1.4865,1.4865,1,1.3,0.8,0,0.0,0.0756,102.695,116.128,123.098,0,1063,0,72,778.745,250.742,418.416
18,Delhi,D31-37,0.4363,0.9095,8.2893,15.2821,3.6165,1.9112,-1.7053,1.7053,1,1.3,0.8,0,0.0,0.0756,93.258,125.316,133.867,0,1127,0,77,809.882,254.336,443.172
19,Delhi,D70-78,0.3987,0.9234,9.2183,15.1183,3.6757,1.9196,-1.7561,1.7561,1,1.3,0.8,0,0.0,0.1184,87.398,100.889,129.915,0,1188,0,81,801.006,235.666,466.542
20,Delhi,D37-45,0.4832,0.9855,5.9984,13.8166,2.8983,1.8722,-1.0262,1.0262,1,1.3,0.8,0,0.0,0.8247,108.152,128.507,134.175,0,1256,0,86,814.336,276.411,494.443
21,Delhi,D45-52,0.4343,0.9989,7.952,16.0452,3.4536,2.2038,-1.2497,1.2497,1,1.3,0.8,0,0.0,0.6582,93.161,115.18,127.373,0,1320,0,91,795.25,249.958,519.609
22,Delhi,D24-31,0.3809,0.8926,8.1553,13.6676,3.1066,1.6774,-1.4292,1.4292,1,1.3,0.8,0,0.0,0.8725,94.996,98.497,125.234,0,1380,0,95,745.073,216.101,544.201
23,Delhi,D52-61,0.3985,0.9742,8.213,13.9656,3.2731,1.8708,-1.4023,1.4023,1,1.3,0.8,0,0.0,0.0518,84.471,106.461,142.85,0,1441,0,99,767.919,228.317,568.825
24,Delhi,D52-61,0.4192,0.9742,7.5282,13.9656,3.1556,1.8708,-1.2848,1.2848,1,1.3,0.8,0,0.0,0.0518,94.633,115.115,142.456,0,1504,0,103,802.444,245.0,594.43
25,Delhi,D52-61,0.411,0.9742,8.3752,13.9656,3.4426,1.8708,-1.5718,1.5718,1,1.3,0.8,0,0.0,0.0518,92.55,106.641,144.75,0,1566,0,107,753.519,230.352,618.927
26,Delhi,D45-52,0.3907,0.9989,9.5788,16.0452,3.7428,2.2038,-1.5389,1.5389,1,1.3,0.8,0,0.0,0.6582,99.064,105.728,130.21,0,1627,0,111,789.377,229.64,641.798
27,Delhi,D37-45,0.4941,0.9855,6.515,13.8166,3.2193,1.8722,-1.3471,1.3471,1,1.3,0.8,0,0.0,0.8247,106.514,132.216,153.133,0,1696,0,117,798.319,276.962,669.119
28,Delhi,D37-45,0.423,0.9855,8.002,13.8166,3.3845,1.8722,-1.5123,1.5123,1,1.3,0.8,0,0.0,0.8247,98.716,117.414,139.3,0,1759,0,121,811.501,248.775,694.154
29,Delhi,D31-37,0.4339,0.9095,8.6846,15.2821,3.7686,1.9112,-1.8574,1.8574,1,1.3,0.8,0,0.0,0.0756,102.264,111.275,148.599,0,1823,0,125,796.6,250.12,718.402
30,Delhi,D19-24,0.4653,0.9855,6.5789,14.4246,3.0609,1.9547,-1.1062,1.1062,1,1.3,0.8,0,0.0,0.5978,97.583,117.971,125.935,0,1890,0,130,814.302,268.372,745.47
31,Delhi,D78-85,0.412,0.9963,8.19,14.0425,3.3745,1.9237,-1.4508,1.4508,1,1.3,0.8,0,0.0,0.0107,101.154,122.077,136.851,0,1952,0,134,797.965,240.832,770.205
32,Delhi,D12-19,0.4876,0.9567,6.7789,13.3384,3.3056,1.7547,-1.5509,1.5509,1,1.3,0.8,0,0.0,0.1916,100.628,127.468,146.516,0,2021,0,140,809.645,277.146,797.157
33,Delhi,D70-78,0.3885,0.9234,9.2317,15.1183,3.5868,1.9196,-1.6672,1.6672,1,1.3,0.8,0,0.0,0.1184,93.8,114.833,142.598,0,2082,0,144,789.391,228.684,820.449
34,Delhi,D45-52,0.4793,0.9989,7.643,16.0452,3.6636,2.2038,-1.4598,1.4598,1,1.3,0.8,0,0.0,0.6582,110.439,117.151,152.751,0,2150,0,149,793.802,269.276,846.271
35,Delhi,D31-37,0.4119,0.9095,8.162,15.2821,3.3618,1.9112,-1.4506,1.4506,1,1.3,0.8,0,0.0,0.0756,95.36,118.1,143.179,0,2212,0,153,807.502,242.929,871.04
36,Delhi,D61-70,0.4429,0.8582,7.3913,14.5458,3.2738,1.7164,-1.5574,1.5574,1,1.3,0.8,0,0.0,0.2092,94.588,122.517,133.453,0,2277,0,158,783.044,250.757,896.958
37,Delhi,D70-78,0.5053,0.9234,7.1659,15.1183,3.6209,1.9196,-1.7013,1.7013,1,1.3,0.8,0,0.0,0.1184,115.468,135.466,158.427,0,2347,0,164,849.794,296.171,923.533
38,Delhi,D12-19,0.4208,0.9567,7.2022,13.3384,3.0309,1.7547,-1.2763,1.2763,1,1.3,0.8,0,0.0,0.1916,103.901,113.928,134.039,0,2410,0,168,790.255,242.912,949.555
39,Delhi,D45-52,0.42,0.9989,8.8839,16.0452,3.7314,2.2038,-1.5276,1.5276,1,1.3,0.8,0,0.0,0.6582,104.156,111.748,123.324,0,2473,0,172,788.823,242.227,973.47
40,Delhi,D24-31,0.4489,0.8926,7.289,13.6676,3.2718,1.6774,-1.5944,1.5944,1,1.3,0.8,0,0.0,0.8725,94.703,119.927,150.166,0,2538,0,177,797.814,256.96,999.552
41,Delhi,D61-70,0.43,0.8582,7.5077,14.5458,3.2283,1.7164,-1.5119,1.5119,1,1.3,0.8,0,0.0,0.2092,105.755,105.73,137.877,0,2602,0,181,813.747,252.448,1025.247
42,Delhi,D37-45,0.5052,0.9855,5.6879,13.8166,2.8734,1.8722,-1.0012,1.0012,1,1.3,0.8,0,0.0,0.8247,115.885,130.534,152.138,0,2672,0,187,805.679,283.854,1053.669
43,Delhi,D70-78,0.4454,0.9234,7.8179,15.1183,3.4818,1.9196,-1.5622,1.5622,1,1.3,0.8,0,0.0,0.1184,93.396,123.767,148.057,0,2737,0,192,796.451,255.093,1079.068
44,Delhi,D19-24,0.4656,0.9855,7.4714,14.4246,3.4787,1.9547,-1.524,1.524,1,1.3,0.8,0,0.0,0.5978,101.653,118.893,138.847,0,2804,0,197,830.937,272.788,1105.023
45,Delhi,D70-78,0.5148,0.9234,6.9941,15.1183,3.6008,1.9196,-1.6812,1.6812,1,1.3,0.8,0,0.0,0.1184,107.909,133.174,166.097,0,2875,0,203,815.588,290.943,1131.869
46,Delhi,D31-37,0.4854,0.9095,6.9331,15.2821,3.3653,1.9112,-1.4541,1.4541,1,1.3,0.8,0,0.0,0.0756,108.063,125.264,128.946,0,2943,0,208,794.582,272.125,1158.615
47,Delhi,D24-31,0.4497,0.8926,6.8864,13.6676,3.0971,1.6774,-1.4197,1.4197,1,1.3,0.8,0,0.0,0.8725,94.249,120.104,139.755,0,3008,0,213,805.638,259.282,1185.206
48,Delhi,D24-31,0.4052,0.8926,8.1742,13.6676,3.3125,1.6774,-1.6351,1.6351,1,1.3,0.8,0,0.0,0.8725,86.985,117.283,116.02,0,3070,0,217,784.095,234.758,1209.919
49,Delhi,D37-45,0.4208,0.9855,6.9505,13.8166,2.925,1.8722,-1.0529,1.0529,1,1.3,0.8,0,0.0,0.8247,105.432,106.969,127.432,0,3133,0,221,760.532,236.034,1236.256
50,Delhi,D12-19,0.4445,0.9567,6.621,13.3384,2.9428,1.7547,-1.1882,1.1882,1,1.3,0.8,0,0.0,0.1916,98.361,128.438,127.265,0,3198,0,226,821.046,260.712,1263.147
51,Delhi,D37-45,0.4758,0.9855,6.4888,13.8166,3.0875,1.8722,-1.2153,1.2153,1,1.3,0.8,0,0.0,0.8247,101.371,118.21,142.842,0,3266,0,231,811.579,272.39,1290.391
52,Delhi,D45-52,0.4397,0.9989,7.9665,16.0452,3.5027,2.2038,-1.2989,1.2989,1,1.3,0.8,0,0.0,0.6582,105.51,110.528,139.834,0,3331,0,236,818.678,257.976,1315.571
53,Delhi,D31-37,0.4133,0.9095,7.9698,15.2821,3.2943,1.9112,-1.3832,1.3832,1,1.3,0.8,0,0.0,0.0756,89.886,120.935,143.427,0,3394,0,240,769.292,234.892,1340.589
54,Delhi,D70-78,0.5307,0.9234,6.0134,15.1183,3.1914,1.9196,-1.2718,1.2718,1,1.3,0.8,0,0.0,0.1184,120.131,127.919,141.689,0,3466,0,246,876.107,315.728,1368.756
55,Delhi,D24-31,0.4217,0.8926,7.4613,13.6676,3.1461,1.6774,-1.4688,1.4688,1,1.3,0.8,0,0.0,0.8725,98.158,120.25,117.885,0,3529,0,250,796.877,244.806,1394.46
56,Delhi,D31-37,0.4729,0.9095,7.4296,15.2821,3.5133,1.9112,-1.6022,1.6022,1,1.3,0.8,0,0.0,0.0756,102.266,121.152,127.018,0,3596,0,255,829.279,275.682,1420.51
57,Delhi,D61-70,0.5221,0.8582,6.0214,14.5458,3.1438,1.7164,-1.4274,1.4274,1,1.3,0.8,0,0.0,0.2092,107.934,141.039,145.964,0,3667,0,261,821.993,296.041,1448.616
58,Delhi,D45-52,0.5137,0.9989,6.7854,16.0452,3.4854,2.2038,-1.2815,1.2815,1,1.3,0.8,0,0.0,0.6582,120.865,135.647,164.281,0,3738,0,267,808.036,288.279,1475.716
59,Delhi,D19-24,0.5161,0.9855,6.6265,14.4246,3.4198,1.9547,-1.4651,1.4651,1,1.3,0.8,0,0.0,0.5978,111.921,136.408,138.834,0,3809,0,273,810.789,290.136,1503.029
60,Delhi,D31-37,0.5193,0.9095,6.3212,15.2821,3.2826,1.9112,-1.3714,1.3714,1,1.3,0.8,0,0.0,0.0756,119.136,143.135,140.89,0,3880,0,279,812.578,292.082,1530.743
61,Delhi,D12-19,0.4467,0.9567,6.7944,13.3384,3.0348,1.7547,-1.2801,1.2801,1,1.3,0.8,0,0.0,0.1916,93.319,128.788,147.707,0,3945,0,284,806.975,258.244,1557.43
62,Delhi,D37-45,0.4342,0.9855,7.5235,13.8166,3.2664,1.8722,-1.3943,1.3943,1,1.3,0.8,0,0.0,0.8247,107.743,112.06,120.81,0,4009,0,289,804.504,252.109,1583.131
63,Delhi,D24-31,0.4631,0.8926,6.4609,13.6676,2.992,1.6774,-1.3147,1.3147,1,1.3,0.8,0,0.0,0.8725,100.049,127.35,126.137,0,4076,0,294,813.515,267.206,1610.334
64,Delhi,D12-19,0.4679,0.9567,6.6638,13.3384,3.1181,1.7547,-1.3634,1.3634,1,1.3,0.8,0,0.0,0.1916,103.4,115.379,133.458,0,4143,0,299,793.463,264.202,1637.311
65,Delhi,D19-24,0.4484,0.9855,7.8181,14.4246,3.5054,1.9547,-1.5507,1.5507,1,1.3,0.8,0,0.0,0.5978,97.915,121.671,136.378,0,4208,0,304,771.321,250.208,1662.729
66,Delhi,D31-37,0.4875,0.9095,7.2364,15.2821,3.5277,1.9112,-1.6166,1.6166,1,1.3,0.8,0,0.0,0.0756,108.098,130.264,141.46,0,4277,0,310,816.365,278.888,1689.108
67,Delhi,D12-19,0.4677,0.9567,6.125,13.3384,2.8646,1.7547,-1.1099,1.1099,1,1.3,0.8,0,0.0,0.1916,106.841,128.021,125.827,0,4344,0,315,806.282,267.398,1716.758
68,Delhi,D12-19,0.5299,0.9567,5.3013,13.3384,2.8093,1.7547,-1.0546,1.0546,1,1.3,0.8,0,0.0,0.1916,121.072,144.754,143.438,0,4416,0,321,857.307,309.874,1745.811
69,Delhi,D19-24,0.5517,0.9855,5.957,14.4246,3.2865,1.9547,-1.3318,1.3318,1,1.3,0.8,0,0.0,0.5978,112.114,149.158,153.636,0,4490,0,328,831.501,312.307,1774.175
70,Delhi,D78-85,0.4898,0.9963,7.0562,14.0425,3.4562,1.9237,-1.5324,1.5324,1,1.3,0.8,0,0.0,0.0107,103.677,116.548,143.279,0,4559,0,334,846.405,288.016,1800.794
71,Delhi,D31-37,0.4442,0.9095,8.3491,15.2821,3.7086,1.9112,-1.7974,1.7974,1,1.3,0.8,0,0.0,0.0756,103.403,109.275,146.756,0,4624,0,339,777.233,249.88,1825.522
72,Delhi,D37-45,0.4864,0.9855,6.4214,13.8166,3.1231,1.8722,-1.251,1.251,1,1.3,0.8,0,0.0,0.8247,112.688,134.513,157.286,0,4692,0,344,804.602,275.23,1852.914
73,Delhi,D37-45,0.4981,0.9855,6.6486,13.8166,3.3118,1.8722,-1.4396,1.4396,1,1.3,0.8,0,0.0,0.8247,117.186,120.083,130.441,0,4761,0,350,846.032,291.782,1880.092
74,Delhi,D19-24,0.4833,0.9855,6.9945,14.4246,3.3807,1.9547,-1.426,1.426,1,1.3,0.8,0,0.0,0.5978,101.971,120.571,141.571,0,4829,0,355,813.654,276.295,1906.749
75,Delhi,D31-37,0.4538,0.9095,7.3597,15.2821,3.3401,1.9112,-1.429,1.429,1,1.3,0.8,0,0.0,0.0756,101.797,127.713,133.589,0,4895,0,360,803.128,260.469,1932.772
76,Delhi,D45-52,0.5204,0.9989,6.8881,16.0452,3.5849,2.2038,-1.3811,1.3811,1,1.3,0.8,0,0.0,0.6582,114.312,124.193,168.401,0,4966,0,366,843.85,301.549,1959.784
77,Delhi,D78-85,0.4981,0.9963,5.8346,14.0425,2.9062,1.9237,-0.9825,0.9825,1,1.3,0.8,0,0.0,0.0107,104.762,117.788,137.101,0,5035,0,372,853.705,293.877,1987.98
78,Delhi,D31-37,0.5215,0.9095,6.5967,15.2821,3.4401,1.9112,-1.5289,1.5289,1,1.3,0.8,0,0.0,0.0756,111.996,124.529,162.822,0,5106,0,378,849.755,303.722,2015.363
79,Delhi,D78-85,0.5358,0.9963,5.7764,14.0425,3.0953,1.9237,-1.1715,1.1715,1,1.3,0.8,0,0.0,0.0107,113.142,133.451,142.054,0,5178,0,384,870.245,316.475,2043.857
80,Delhi,D61-70,0.5356,0.8582,5.4682,14.5458,2.9286,1.7164,-1.2122,1.2122,1,1.3,0.8,0,0.0,0.2092,119.648,135.479,134.933,0,5250,0,390,864.655,314.694,2072.735
81,Delhi,D12-19,0.4725,0.9567,5.9969,13.3384,2.8335,1.7547,-1.0788,1.0788,1,1.3,0.8,0,0.0,0.1916,108.322,117.113,154.328,0,5317,0,395,797.426,267.228,2100.574
82,Delhi,D70-78,0.4811,0.9234,6.6645,15.1183,3.2064,1.9196,-1.2868,1.2868,1,1.3,0.8,0,0.0,0.1184,102.824,130.551,150.38,0,5385,0,400,825.642,278.473,2127.63
83,Delhi,D24-31,0.5262,0.8926,5.5605,13.6676,2.9258,1.6774,-1.2484,1.2484,1,1.3,0.8,0,0.0,0.8725,107.151,130.587,134.318,0,5457,0,406,871.566,312.224,2156.337
84,Delhi,D45-52,0.4757,0.9989,7.8591,16.0452,3.7385,2.2038,-1.5347,1.5347,1,1.3,0.8,0,0.0,0.6582,108.825,121.959,146.554,0,5525,0,411,797.838,268.739,2181.867
85,Delhi,D37-45,0.5703,0.9855,5.3927,13.8166,3.0754,1.8722,-1.2033,1.2033,1,1.3,0.8,0,0.0,0.8247,129.381,150.356,168.982,0,5600,0,418,855.21,328.25,2211.048
86,Delhi,D45-52,0.5377,0.9989,6.3626,16.0452,3.4214,2.2038,-1.2176,1.2176,1,1.3,0.8,0,0.0,0.6582,123.887,136.546,162.388,0,5673,0,425,825.721,304.214,2238.821
87,Delhi,D31-37,0.5505,0.9095,6.535,15.2821,3.5978,1.9112,-1.6867,1.6867,1,1.3,0.8,0,0.0,0.0756,120.688,148.516,159.684,0,5747,0,432,881.85,327.024,2266.456
88,Delhi,D52-61,0.5043,0.9742,6.4301,13.9656,3.2428,1.8708,-1.372,1.372,1,1.3,0.8,0,0.0,0.0518,118.204,139.94,131.416,0,5817,0,438,857.864,297.952,2293.944
89,Delhi,D70-78,0.5773,0.9234,4.9301,15.1183,2.8461,1.9196,-0.9265,0.9265,1,1.3,0.8,0,0.0,0.1184,131.932,133.21,162.139,0,5893,0,445,891.764,343.143,2323.745
90,Delhi,D61-70,0.4872,0.8582,6.2972,14.5458,3.0682,1.7164,-1.3518,1.3518,1,1.3,0.8,0,0.0,0.2092,107.088,131.283,141.088,0,5961,0,450,811.546,277.475,2351.297
91,Delhi,D12-19,0.5346,0.9567,5.3942,13.3384,2.8837,1.7547,-1.129,1.129,1,1.3,0.8,0,0.0,0.1916,112.795,137.838,165.398,0,6033,0,456,829.518,303.902,2380.262
92,Delhi,D52-61,0.4625,0.9742,6.7957,13.9656,3.1432,1.8708,-1.2724,1.2724,1,1.3,0.8,0,0.0,0.0518,104.473,129.93,149.945,0,6100,0,461,817.774,268.034,2407.042
93,Delhi,D19-24,0.5221,0.9855,5.9854,14.4246,3.1252,1.9547,-1.1706,1.1706,1,1.3,0.8,0,0.0,0.5978,114.404,136.457,149.411,0,6171,0,467,845.096,302.693,2435.193
94,Delhi,D12-19,0.4792,0.9567,6.1886,13.3384,2.9655,1.7547,-1.2109,1.2109,1,1.3,0.8,0,0.0,0.1916,108.963,121.526,156.13,0,6239,0,472,808.752,273.151,2462.833
95,Delhi,D45-52,0.4697,0.9989,7.6424,16.0452,3.5898,2.2038,-1.386,1.386,1,1.3,0.8,0,0.0,0.6582,113.927,132.48,146.821,0,6306,0,477,809.25,269.069,2488.598
96,Delhi,D31-37,0.5036,0.9095,6.5569,15.2821,3.302,1.9112,-1.3908,1.3908,1,1.3,0.8,0,0.0,0.0756,115.127,140.326,137.495,0,6376,0,483,841.359,293.036,2515.923
97,Delhi,D45-52,0.4702,0.9989,7.8598,16.0452,3.6957,2.2038,-1.4918,1.4918,1,1.3,0.8,0,0.0,0.6582,113.378,129.592,156.541,0,6443,0,488,817.551,271.426,2541.42
98,Delhi,D78-85,0.4708,0.9963,7.3736,14.0425,3.4716,1.9237,-1.5478,1.5478,1,1.3,0.8,0,0.0,0.0107,108.931,113.752,128.574,0,6510,0,493,821.625,272.756,2567.528
99,Delhi,D24-31,0.5792,0.8926,4.2635,13.6676,2.4697,1.6774,-0.7923,0.7923,1,1.3,0.8,0,0.0,0.8725,125.509,145.144,170.009,0,6586,0,500,854.42,332.207,2598.174
100,Delhi,D24-31,0.5597,0.8926,4.9713,13.6676,2.7823,1.6774,-1.1049,1.1049,1,1.3,0.8,0,0.0,0.8725,113.811,133.54,145.572,0,6660,0,507,854.014,322.88,2627.818
101,Delhi,D24-31,0.562,0.8926,5.1266,13.6676,2.881,1.6774,-1.2036,1.2036,1,1.3,0.8,0,0.0,0.8725,129.492,140.296,171.984,0,6734,0,514,886.116,333.888,2657.281
102,Delhi,D61-70,0.584,0.8582,4.6336,14.5458,2.7062,1.7164,-0.9898,0.9898,1,1.3,0.8,0,0.0,0.2092,131.827,146.012,145.329,0,6810,0,521,859.021,335.937,2687.494
103,Delhi,D19-24,0.5523,0.9855,5.5047,14.4246,3.0405,1.9547,-1.0859,1.0859,1,1.3,0.8,0,0.0,0.5978,117.803,129.439,147.172,0,6884,0,528,877.186,326.482,2716.427
104,Delhi,D19-24,0.57,0.9855,5.3384,14.4246,3.0427,1.9547,-1.0881,1.0881,1,1.3,0.8,0,0.0,0.5978,123.806,136.963,141.656,0,6959,0,535,892.777,339.869,2745.674
105,Delhi,D19-24,0.5909,0.9855,4.858,14.4246,2.8706,1.9547,-0.916,0.916,1,1.3,0.8,0,0.0,0.5978,126.667,148.703,174.168,0,7036,0,543,899.252,352.251,2775.646
106,Delhi,D37-45,0.5904,0.9855,4.6581,13.8166,2.7501,1.8722,-0.878,0.878,1,1.3,0.8,0,0.0,0.8247,131.856,148.982,147.318,0,7113,0,551,864.685,340.779,2805.866
107,Delhi,D31-37,0.5996,0.9095,5.179,15.2821,3.1052,1.9112,-1.194,1.194,1,1.3,0.8,0,0.0,0.0756,126.071,148.776,154.815,0,7190,0,559,895.281,355.234,2835.49
108,Delhi,D19-24,0.5723,0.9855,5.13,14.4246,2.9358,1.9547,-0.9812,0.9812,1,1.3,0.8,0,0.0,0.5978,121.707,142.963,150.909,0,7265,0,566,875.602,335.603,2865.011
109,Delhi,D12-19,0.5804,0.9567,4.2261,13.3384,2.453,1.7547,-0.6983,0.6983,1,1.3,0.8,0,0.0,0.1916,128.07,141.332,163.87,0,7341,0,573,901.358,347.748,2895.711
110,Delhi,D61-70,0.5493,0.8582,5.2191,14.5458,2.867,1.7164,-1.1506,1.1506,1,1.3,0.8,0,0.0,0.2092,112.142,144.316,151.633,0,7414,0,580,869.769,322.778,2924.983
111,Delhi,D31-37,0.6018,0.9095,4.9077,15.2821,2.9535,1.9112,-1.0423,1.0423,1,1.3,0.8,0,0.0,0.0756,125.936,144.238,166.882,0,7492,0,588,891.381,355.038,2954.959
112,Delhi,D78-85,0.582,0.9963,4.5438,14.0425,2.6447,1.9237,-0.7209,0.7209,1,1.3,0.8,0,0.0,0.0107,122.255,138.549,159.999,0,7568,0,595,899.276,347.881,2985.272
113,Delhi,D31-37,0.5719,0.9095,6.1144,15.2821,3.497,1.9112,-1.5858,1.5858,1,1.3,0.8,0,0.0,0.0756,128.249,150.273,152.942,0,7643,0,602,856.34,329.37,3013.56
114,Delhi,D61-70,0.5862,0.8582,5.2815,14.5458,3.096,1.7164,-1.3796,1.3796,1,1.3,0.8,0,0.0,0.2092,119.853,148.958,165.805,0,7719,0,610,877.384,342.871,3042.976
115,Delhi,D19-24,0.5025,0.9855,6.5244,14.4246,3.2785,1.9547,-1.3239,1.3239,1,1.3,0.8,0,0.0,0.5978,104.923,137.235,131.052,0,7789,0,616,823.034,287.465,3070.335
116,Delhi,D24-31,0.5198,0.8926,5.458,13.6676,2.8373,1.6774,-1.16,1.16,1,1.3,0.8,0,0.0,0.8725,112.358,135.147,137.392,0,7860,0,622,830.918,297.571,3099.132
117,Delhi,D70-78,0.5064,0.9234,6.4147,15.1183,3.2485,1.9196,-1.329,1.329,1,1.3,0.8,0,0.0,0.1184,114.203,130.686,147.379,0,7930,0,628,826.674,290.255,3126.652
118,Delhi,D45-52,0.5393,0.9989,6.674,16.0452,3.5996,2.2038,-1.3958,1.3958,1,1.3,0.8,0,0.0,0.6582,110.883,133.22,153.649,0,8003,0,635,841.428,309.601,3154.045
119,Delhi,D78-85,0.5312,0.9963,5.5982,14.0425,2.9739,1.9237,-1.0502,1.0502,1,1.3,0.8,0,0.0,0.0107,118.479,143.953,137.496,0,8075,0,641,854.241,309.589,3182.735
120,Delhi,D31-37,0.5541,0.9095,6.4408,15.2821,3.5685,1.9112,-1.6574,1.6574,1,1.3,0.8,0,0.0,0.0756,115.211,131.384,142.441,0,8149,0,648,886.939,330.276,3210.508
121,Delhi,D24-31,0.555,0.8926,4.7363,13.6676,2.6287,1.6774,-0.9513,0.9513,1,1.3,0.8,0,0.0,0.8725,123.403,131.151,142.693,0,8223,0,655,881.56,329.096,3240.418
122,Delhi,D37-45,0.5602,0.9855,5.1097,13.8166,2.8622,1.8722,-0.9901,0.9901,1,1.3,0.8,0,0.0,0.8247,120.111,130.587,172.466,0,8297,0,662,861.806,325.512,3269.892
