# FCR baseline synthetic trace (formula-consistent template)
# Scenario=Delhi | Seed=905 | Duration=3600s | UpdateInterval=300s | α=0.8 | β=1.3 | δ=0.5
# Generated=2026-02-14T11:34:26.347760Z
"# NOTE: This is a synthetic, equation-constrained trace for comparison formatting. Use real simulator outputs for publication claims."

Time(s),Scenario,SegmentID,K_t (density),K_max,v_t (m/s),v_max (m/s),F_t (flow),F_cap (capacity),ResidualCap,F_exc (excess),Congested(0/1),CongestionExpansion_beta,Compliance_alpha,UpdateStep(0/1),ReroutedVolume_Ek,DetourPriority_L,TravelTimeLoss_Ck_Path1,TravelTimeLoss_Ck_Path2,TravelTimeLoss_Ck_Path3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
17,Delhi,D12-19,0.4635,0.9526,7.4835,15.6346,3.4689,2.0479,-1.421,1.421,1,1.3,0.8,0,0.0,0.9294,108.866,133.409,138.873,0,1060,0,67,808.791,266.197,423.848
18,Delhi,D24-31,0.4483,0.9307,7.6681,15.4069,3.4373,1.9717,-1.4656,1.4656,1,1.3,0.8,0,0.0,0.6364,95.574,114.049,123.449,0,1125,0,72,822.032,262.665,449.452
19,Delhi,D78-85,0.3963,0.9019,8.2907,13.7065,3.286,1.6998,-1.5862,1.5862,1,1.3,0.8,0,0.0,0.2804,100.031,109.143,126.913,0,1186,0,76,756.418,224.892,473.967
20,Delhi,D45-52,0.408,0.8709,7.5323,14.1421,3.0734,1.6935,-1.3799,1.3799,1,1.3,0.8,0,0.0,0.9332,96.824,103.024,111.76,0,1248,0,80,787.676,236.768,499.5
21,Delhi,D52-61,0.3797,0.9895,8.7707,14.0174,3.3306,1.9071,-1.4236,1.4236,1,1.3,0.8,0,0.0,0.1128,96.895,104.142,113.412,0,1308,0,84,758.704,218.464,523.315
22,Delhi,D37-45,0.4738,0.8704,6.2742,12.1744,2.9727,1.4571,-1.5156,1.5156,1,1.3,0.8,0,0.0,0.2502,98.462,130.823,145.917,0,1375,0,89,787.367,265.179,550.815
23,Delhi,D31-37,0.4661,0.9428,6.8995,13.3618,3.2162,1.7322,-1.484,1.484,1,1.3,0.8,0,0.0,0.0426,106.058,119.917,145.206,0,1442,0,94,820.979,270.484,577.487
24,Delhi,D12-19,0.4068,0.9526,8.4579,15.6346,3.4404,2.0479,-1.3925,1.3925,1,1.3,0.8,0,0.0,0.9294,98.387,101.343,121.984,0,1504,0,98,772.946,232.924,601.856
25,Delhi,D19-24,0.3966,0.9021,8.5336,13.8638,3.3846,1.7196,-1.665,1.665,1,1.3,0.8,0,0.0,0.2454,94.606,111.667,138.774,0,1565,0,102,741.207,221.689,626.068
26,Delhi,D78-85,0.3767,0.9019,7.7682,13.7065,2.9261,1.6998,-1.2263,1.2263,1,1.3,0.8,0,0.0,0.2804,85.557,112.594,123.747,0,1625,0,106,770.771,219.68,651.118
27,Delhi,D37-45,0.488,0.8704,5.3144,12.1744,2.5935,1.4571,-1.1364,1.1364,1,1.3,0.8,0,0.0,0.2502,111.219,117.264,126.987,0,1694,0,112,847.258,287.406,679.903
28,Delhi,D31-37,0.4681,0.9428,6.4583,13.3618,3.0234,1.7322,-1.2912,1.2912,1,1.3,0.8,0,0.0,0.0426,109.931,129.003,157.962,0,1761,0,117,802.345,266.585,707.139
29,Delhi,D78-85,0.484,0.9019,6.2903,13.7065,3.0446,1.6998,-1.3448,1.3448,1,1.3,0.8,0,0.0,0.2804,108.94,119.098,131.059,0,1829,0,122,840.853,283.838,734.68
30,Delhi,D19-24,0.4284,0.9021,7.0803,13.8638,3.0333,1.7196,-1.3137,1.3137,1,1.3,0.8,0,0.0,0.2454,95.5,121.003,129.898,0,1893,0,126,810.271,250.92,760.9
31,Delhi,D31-37,0.4411,0.9428,6.4735,13.3618,2.8557,1.7322,-1.1234,1.1234,1,1.3,0.8,0,0.0,0.0426,91.877,122.819,117.564,0,1958,0,131,783.24,250.032,787.955
32,Delhi,D45-52,0.4977,0.8709,6.4403,14.1421,3.2052,1.6935,-1.5117,1.5117,1,1.3,0.8,0,0.0,0.9332,118.659,129.86,150.613,0,2027,0,137,811.722,282.188,815.391
33,Delhi,D52-61,0.3963,0.9895,7.8255,14.0174,3.101,1.9071,-1.1939,1.1939,1,1.3,0.8,0,0.0,0.1128,83.478,103.061,132.299,0,2088,0,141,793.242,232.887,840.487
34,Delhi,D45-52,0.4254,0.8709,7.7803,14.1421,3.3094,1.6935,-1.6159,1.6159,1,1.3,0.8,0,0.0,0.9332,101.85,114.536,149.534,0,2152,0,145,765.488,239.085,865.814
35,Delhi,D31-37,0.4914,0.9428,5.8624,13.3618,2.8805,1.7322,-1.1483,1.1483,1,1.3,0.8,0,0.0,0.0426,100.606,128.862,150.872,0,2221,0,151,800.634,276.368,893.934
36,Delhi,D19-24,0.4098,0.9021,7.4913,13.8638,3.0697,1.7196,-1.3501,1.3501,1,1.3,0.8,0,0.0,0.2454,99.266,117.472,116.887,0,2283,0,155,764.491,232.296,919.528
37,Delhi,D78-85,0.4345,0.9019,7.3794,13.7065,3.2062,1.6998,-1.5064,1.5064,1,1.3,0.8,0,0.0,0.2804,104.596,120.211,151.583,0,2347,0,160,772.445,244.584,945.411
38,Delhi,D37-45,0.4288,0.8704,6.9871,12.1744,2.9958,1.4571,-1.5387,1.5387,1,1.3,0.8,0,0.0,0.2502,95.904,109.685,122.921,0,2411,0,164,774.552,242.655,971.75
39,Delhi,D31-37,0.4826,0.9428,6.4298,13.3618,3.1028,1.7322,-1.3706,1.3706,1,1.3,0.8,0,0.0,0.0426,106.92,130.231,141.938,0,2479,0,169,811.991,275.513,999.108
40,Delhi,D52-61,0.48,0.9895,6.0748,14.0174,2.9159,1.9071,-1.0088,1.0088,1,1.3,0.8,0,0.0,0.1128,105.392,126.242,150.628,0,2547,0,174,798.422,270.78,1026.894
41,Delhi,D45-52,0.4437,0.8709,7.4349,14.1421,3.2986,1.6935,-1.6051,1.6051,1,1.3,0.8,0,0.0,0.9332,92.239,111.849,137.406,0,2612,0,179,793.481,253.624,1052.763
42,Delhi,D24-31,0.4478,0.9307,7.7944,15.4069,3.4905,1.9717,-1.5188,1.5188,1,1.3,0.8,0,0.0,0.6364,93.265,129.466,139.123,0,2677,0,184,810.457,259.616,1078.207
43,Delhi,D52-61,0.4147,0.9895,7.9112,14.0174,3.2809,1.9071,-1.3738,1.3738,1,1.3,0.8,0,0.0,0.1128,95.9,122.699,113.114,0,2740,0,188,809.309,244.598,1103.306
44,Delhi,D31-37,0.4004,0.9428,7.87,13.3618,3.1513,1.7322,-1.419,1.419,1,1.3,0.8,0,0.0,0.0426,95.923,101.652,122.751,0,2802,0,192,744.982,224.065,1128.371
45,Delhi,D24-31,0.4885,0.9307,7.1466,15.4069,3.491,1.9717,-1.5192,1.5192,1,1.3,0.8,0,0.0,0.6364,100.812,129.541,134.822,0,2871,0,198,801.237,275.264,1154.868
46,Delhi,D24-31,0.519,0.9307,7.0764,15.4069,3.6724,1.9717,-1.7006,1.7006,1,1.3,0.8,0,0.0,0.6364,106.191,126.947,138.35,0,2942,0,204,849.016,302.332,1181.637
47,Delhi,D61-70,0.5142,0.856,6.8034,14.6443,3.498,1.7237,-1.7743,1.7743,1,1.3,0.8,0,0.0,0.8147,107.338,138.252,159.683,0,3013,0,210,837.407,296.805,1208.717
48,Delhi,D45-52,0.4759,0.8709,6.5768,14.1421,3.1301,1.6935,-1.4366,1.4366,1,1.3,0.8,0,0.0,0.9332,104.571,117.937,135.301,0,3081,0,215,801.247,269.738,1235.852
49,Delhi,D31-37,0.4451,0.9428,7.1274,13.3618,3.1728,1.7322,-1.4405,1.4405,1,1.3,0.8,0,0.0,0.0426,108.539,114.588,140.581,0,3146,0,220,788.706,253.1,1262.114
50,Delhi,D70-78,0.4978,0.9833,7.3531,15.499,3.6603,2.0956,-1.5647,1.5647,1,1.3,0.8,0,0.0,0.8111,107.842,132.841,138.483,0,3215,0,226,802.087,279.597,1288.409
51,Delhi,D61-70,0.4793,0.856,6.8904,14.6443,3.3027,1.7237,-1.579,1.579,1,1.3,0.8,0,0.0,0.8147,113.337,123.218,129.549,0,3283,0,231,806.829,272.697,1315.172
52,Delhi,D24-31,0.4775,0.9307,7.2186,15.4069,3.4466,1.9717,-1.4749,1.4749,1,1.3,0.8,0,0.0,0.6364,105.527,116.228,146.055,0,3351,0,236,838.78,280.27,1341.513
53,Delhi,D19-24,0.5025,0.9021,5.8643,13.8638,2.9465,1.7196,-1.227,1.227,1,1.3,0.8,0,0.0,0.2454,116.119,136.657,141.992,0,3421,0,242,835.347,290.849,1369.698
54,Delhi,D70-78,0.5255,0.9833,6.0118,15.499,3.1589,2.0956,-1.0633,1.0633,1,1.3,0.8,0,0.0,0.8111,124.533,134.679,154.344,0,3493,0,248,819.432,296.815,1397.835
55,Delhi,D61-70,0.4819,0.856,6.4719,14.6443,3.1186,1.7237,-1.395,1.395,1,1.3,0.8,0,0.0,0.8147,104.431,128.174,160.689,0,3561,0,253,833.95,281.022,1425.137
56,Delhi,D61-70,0.4267,0.856,7.3987,14.6443,3.1572,1.7237,-1.4335,1.4335,1,1.3,0.8,0,0.0,0.8147,99.852,117.012,151.65,0,3625,0,257,798.107,247.314,1450.949
57,Delhi,D52-61,0.5006,0.9895,6.3805,14.0174,3.1938,1.9071,-1.2868,1.2868,1,1.3,0.8,0,0.0,0.1128,116.509,126.529,140.838,0,3695,0,263,847.014,293.19,1478.477
58,Delhi,D19-24,0.4191,0.9021,7.6963,13.8638,3.2254,1.7196,-1.5058,1.5058,1,1.3,0.8,0,0.0,0.2454,99.645,110.878,115.655,0,3758,0,267,806.794,245.962,1503.871
59,Delhi,D78-85,0.5021,0.9019,6.156,13.7065,3.0907,1.6998,-1.391,1.391,1,1.3,0.8,0,0.0,0.2804,114.733,134.791,144.018,0,3828,0,273,830.893,289.441,1531.688
60,Delhi,D24-31,0.5321,0.9307,5.9677,15.4069,3.1754,1.9717,-1.2037,1.2037,1,1.3,0.8,0,0.0,0.6364,112.544,123.966,147.514,0,3900,0,279,822.354,300.668,1559.921
61,Delhi,D24-31,0.5325,0.9307,6.1393,15.4069,3.2693,1.9717,-1.2975,1.2975,1,1.3,0.8,0,0.0,0.6364,125.687,137.109,138.898,0,3972,0,285,859.42,311.71,1587.942
62,Delhi,D31-37,0.4833,0.9428,6.6348,13.3618,3.2068,1.7322,-1.4745,1.4745,1,1.3,0.8,0,0.0,0.0426,115.304,122.492,129.425,0,4040,0,290,847.889,285.394,1615.049
63,Delhi,D31-37,0.5165,0.9428,6.2651,13.3618,3.236,1.7322,-1.5038,1.5038,1,1.3,0.8,0,0.0,0.0426,109.735,125.465,149.07,0,4111,0,296,852.003,302.038,1642.816
64,Delhi,D70-78,0.4485,0.9833,8.495,15.499,3.8096,2.0956,-1.714,1.714,1,1.3,0.8,0,0.0,0.8111,96.499,126.234,131.147,0,4176,0,301,783.43,253.231,1667.388
65,Delhi,D31-37,0.495,0.9428,6.4334,13.3618,3.1843,1.7322,-1.4521,1.4521,1,1.3,0.8,0,0.0,0.0426,112.094,117.873,157.603,0,4245,0,307,842.141,289.259,1694.816
66,Delhi,D52-61,0.4465,0.9895,6.8437,14.0174,3.0559,1.9071,-1.1489,1.1489,1,1.3,0.8,0,0.0,0.1128,97.063,111.749,128.396,0,4310,0,312,789.259,253.837,1721.441
67,Delhi,D37-45,0.4707,0.8704,6.4238,12.1744,3.0235,1.4571,-1.5664,1.5664,1,1.3,0.8,0,0.0,0.2502,98.992,124.506,152.638,0,4377,0,317,822.411,272.893,1748.735
68,Delhi,D24-31,0.5076,0.9307,6.7339,15.4069,3.4178,1.9717,-1.4461,1.4461,1,1.3,0.8,0,0.0,0.6364,106.439,121.512,153.481,0,4447,0,323,823.604,289.913,1775.863
69,Delhi,D37-45,0.4373,0.8704,6.7697,12.1744,2.9602,1.4571,-1.5031,1.5031,1,1.3,0.8,0,0.0,0.2502,91.611,108.361,117.961,0,4511,0,328,764.677,243.904,1802.524
70,Delhi,D52-61,0.5049,0.9895,6.1038,14.0174,3.0816,1.9071,-1.1745,1.1745,1,1.3,0.8,0,0.0,0.1128,117.951,134.681,153.135,0,4581,0,334,862.019,299.363,1830.424
71,Delhi,D24-31,0.5167,0.9307,6.9807,15.4069,3.607,1.9717,-1.6352,1.6352,1,1.3,0.8,0,0.0,0.6364,116.671,121.775,149.878,0,4652,0,340,838.02,298.156,1857.298
72,Delhi,D37-45,0.4886,0.8704,5.2549,12.1744,2.5677,1.4571,-1.1106,1.1106,1,1.3,0.8,0,0.0,0.2502,116.228,121.646,158.255,0,4721,0,346,803.417,275.918,1886.161
73,Delhi,D12-19,0.5422,0.9526,6.6915,15.6346,3.6279,2.0479,-1.58,1.58,1,1.3,0.8,0,0.0,0.9294,117.67,146.088,154.015,0,4794,0,353,878.345,321.913,1913.55
74,Delhi,D19-24,0.4882,0.9021,6.0901,13.8638,2.9733,1.7196,-1.2537,1.2537,1,1.3,0.8,0,0.0,0.2454,113.542,122.166,157.235,0,4863,0,359,848.522,287.845,1941.367
75,Delhi,D37-45,0.4631,0.8704,6.4325,12.1744,2.9791,1.4571,-1.522,1.522,1,1.3,0.8,0,0.0,0.2502,101.442,126.622,144.819,0,4930,0,364,800.798,263.982,1968.605
76,Delhi,D45-52,0.4515,0.8709,7.558,14.1421,3.4127,1.6935,-1.7191,1.7191,1,1.3,0.8,0,0.0,0.9332,93.519,123.891,154.59,0,4996,0,369,801.892,259.145,1994.367
77,Delhi,D45-52,0.5049,0.8709,6.4266,14.1421,3.2445,1.6935,-1.5509,1.5509,1,1.3,0.8,0,0.0,0.9332,113.886,132.176,133.295,0,5066,0,375,857.849,298.197,2021.862
78,Delhi,D61-70,0.492,0.856,6.4909,14.6443,3.1933,1.7237,-1.4696,1.4696,1,1.3,0.8,0,0.0,0.8147,112.65,128.137,126.57,0,5135,0,381,854.43,291.193,2049.201
79,Delhi,D37-45,0.5347,0.8704,4.5621,12.1744,2.4392,1.4571,-0.9821,0.9821,1,1.3,0.8,0,0.0,0.2502,124.188,133.772,135.692,0,5207,0,387,855.841,311.674,2079.206
80,Delhi,D70-78,0.485,0.9833,7.1796,15.499,3.4822,2.0956,-1.3866,1.3866,1,1.3,0.8,0,0.0,0.8111,114.276,125.169,146.179,0,5275,0,392,836.229,283.073,2105.642
81,Delhi,D37-45,0.4885,0.8704,5.4902,12.1744,2.6822,1.4571,-1.2251,1.2251,1,1.3,0.8,0,0.0,0.2502,109.585,137.712,134.009,0,5344,0,398,819.003,280.067,2134.21
82,Delhi,D37-45,0.4907,0.8704,5.4497,12.1744,2.6742,1.4571,-1.2172,1.2172,1,1.3,0.8,0,0.0,0.2502,104.056,126.051,133.465,0,5413,0,404,813.907,279.666,2162.842
83,Delhi,D12-19,0.5663,0.9526,5.2897,15.6346,2.9954,2.0479,-0.9476,0.9476,1,1.3,0.8,0,0.0,0.9294,130.454,145.81,157.788,0,5488,0,411,888.138,336.616,2192.128
84,Delhi,D24-31,0.4712,0.9307,8.0584,15.4069,3.7969,1.9717,-1.8251,1.8251,1,1.3,0.8,0,0.0,0.6364,113.86,113.964,135.391,0,5555,0,416,802.108,267.86,2217.382
85,Delhi,D70-78,0.5401,0.9833,6.4037,15.499,3.4587,2.0956,-1.3631,1.3631,1,1.3,0.8,0,0.0,0.8111,114.016,129.03,156.564,0,5628,0,423,843.802,310.664,2245.118
86,Delhi,D45-52,0.4728,0.8709,7.3849,14.1421,3.4918,1.6935,-1.7982,1.7982,1,1.3,0.8,0,0.0,0.9332,100.905,124.788,151.866,0,5695,0,428,807.076,269.883,2271.224
87,Delhi,D78-85,0.4827,0.9019,6.8694,13.7065,3.3162,1.6998,-1.6164,1.6164,1,1.3,0.8,0,0.0,0.2804,112.978,132.73,125.183,0,5763,0,433,816.051,276.668,2298.033
88,Delhi,D45-52,0.5754,0.8709,5.5873,14.1421,3.215,1.6935,-1.5214,1.5214,1,1.3,0.8,0,0.0,0.9332,116.358,136.553,162.178,0,5839,0,440,878.66,338.076,2327.002
89,Delhi,D37-45,0.4619,0.8704,6.1293,12.1744,2.831,1.4571,-1.3739,1.3739,1,1.3,0.8,0,0.0,0.2502,110.108,119.292,139.474,0,5905,0,445,787.577,260.07,2354.611
90,Delhi,D61-70,0.5299,0.856,6.3546,14.6443,3.3674,1.7237,-1.6437,1.6437,1,1.3,0.8,0,0.0,0.8147,108.324,135.653,156.021,0,5977,0,451,844.467,306.119,2382.348
91,Delhi,D78-85,0.5707,0.9019,4.5921,13.7065,2.6206,1.6998,-0.9208,0.9208,1,1.3,0.8,0,0.0,0.2804,120.61,137.899,171.727,0,6052,0,458,876.529,335.116,2412.532
92,Delhi,D24-31,0.5363,0.9307,6.7905,15.4069,3.6418,1.9717,-1.6701,1.6701,1,1.3,0.8,0,0.0,0.6364,124.648,137.37,151.672,0,6124,0,464,828.153,304.28,2439.761
93,Delhi,D45-52,0.5569,0.8709,5.8028,14.1421,3.2313,1.6935,-1.5378,1.5378,1,1.3,0.8,0,0.0,0.9332,117.975,140.906,162.616,0,6198,0,471,876.091,328.322,2468.349
94,Delhi,D78-85,0.4921,0.9019,6.0381,13.7065,2.9716,1.6998,-1.2718,1.2718,1,1.3,0.8,0,0.0,0.2804,101.136,136.12,126.654,0,6267,0,477,824.853,283.267,2496.254
95,Delhi,D70-78,0.469,0.9833,7.8881,15.499,3.6998,2.0956,-1.6042,1.6042,1,1.3,0.8,0,0.0,0.8111,107.602,113.332,158.13,0,6334,0,482,798.949,266.106,2521.708
96,Delhi,D45-52,0.5867,0.8709,4.7866,14.1421,2.8086,1.6935,-1.115,1.115,1,1.3,0.8,0,0.0,0.9332,126.164,136.866,151.948,0,6410,0,490,873.294,341.823,2551.745
97,Delhi,D19-24,0.5222,0.9021,5.6936,13.8638,2.9734,1.7196,-1.2538,1.2538,1,1.3,0.8,0,0.0,0.2454,111.079,125.204,157.744,0,6481,0,496,824.702,296.876,2580.262
98,Delhi,D45-52,0.5858,0.8709,5.0428,14.1421,2.9538,1.6935,-1.2603,1.2603,1,1.3,0.8,0,0.0,0.9332,132.633,142.914,164.015,0,6557,0,504,885.924,345.414,2609.973
99,Delhi,D70-78,0.5295,0.9833,6.393,15.499,3.3851,2.0956,-1.2895,1.2895,1,1.3,0.8,0,0.0,0.8111,117.392,128.38,164.416,0,6629,0,510,872.118,313.985,2637.659
100,Delhi,D70-78,0.5797,0.9833,5.5897,15.499,3.2404,2.0956,-1.1448,1.1448,1,1.3,0.8,0,0.0,0.8111,120.656,142.936,144.009,0,6705,0,517,892.437,344.545,2666.65
101,Delhi,D37-45,0.5803,0.8704,4.3411,12.1744,2.519,1.4571,-1.062,1.062,1,1.3,0.8,0,0.0,0.2502,118.858,153.218,145.856,0,6781,0,524,854.145,332.605,2697.205
102,Delhi,D12-19,0.4921,0.9526,7.2014,15.6346,3.5439,2.0479,-1.496,1.496,1,1.3,0.8,0,0.0,0.9294,103.679,134.878,143.23,0,6850,0,530,835.137,286.039,2723.656
103,Delhi,D70-78,0.5309,0.9833,6.9914,15.499,3.712,2.0956,-1.6164,1.6164,1,1.3,0.8,0,0.0,0.8111,119.368,132.18,152.69,0,6922,0,536,855.656,309.867,2750.602
104,Delhi,D37-45,0.4933,0.8704,5.557,12.1744,2.7411,1.4571,-1.284,1.284,1,1.3,0.8,0,0.0,0.2502,104.104,126.224,141.096,0,6991,0,542,824.319,283.634,2779.116
105,Delhi,D37-45,0.5256,0.8704,5.6219,12.1744,2.9547,1.4571,-1.4976,1.4976,1,1.3,0.8,0,0.0,0.2502,121.671,143.514,162.844,0,7063,0,548,849.288,305.503,2807.742
106,Delhi,D45-52,0.4823,0.8709,6.1134,14.1421,2.9488,1.6935,-1.2552,1.2552,1,1.3,0.8,0,0.0,0.9332,105.935,127.186,138.239,0,7131,0,553,805.36,273.655,2835.494
107,Delhi,D45-52,0.4866,0.8709,6.4131,14.1421,3.1205,1.6935,-1.4269,1.4269,1,1.3,0.8,0,0.0,0.9332,113.462,121.984,128.261,0,7199,0,558,833.326,283.014,2862.897
108,Delhi,D37-45,0.4925,0.8704,5.2501,12.1744,2.5858,1.4571,-1.1287,1.1287,1,1.3,0.8,0,0.0,0.2502,102.945,124.221,137.024,0,7268,0,564,811.455,279.812,2891.79
109,Delhi,D12-19,0.539,0.9526,5.9761,15.6346,3.2213,2.0479,-1.1734,1.1734,1,1.3,0.8,0,0.0,0.9294,113.226,140.818,155.667,0,7341,0,571,873.721,319.029,2920.054
110,Delhi,D61-70,0.5083,0.856,6.5406,14.6443,3.3245,1.7237,-1.6008,1.6008,1,1.3,0.8,0,0.0,0.8147,117.993,131.883,135.099,0,7411,0,577,813.311,287.368,2947.428
111,Delhi,D61-70,0.5982,0.856,4.8395,14.6443,2.8949,1.7237,-1.1713,1.1713,1,1.3,0.8,0,0.0,0.8147,122.214,136.746,152.061,0,7488,0,585,869.45,346.052,2977.468
112,Delhi,D19-24,0.5821,0.9021,4.7687,13.8638,2.7758,1.7196,-1.0562,1.0562,1,1.3,0.8,0,0.0,0.2454,116.948,143.172,151.927,0,7564,0,592,857.006,334.367,3007.499
113,Delhi,D19-24,0.5795,0.9021,5.2943,13.8638,3.0682,1.7196,-1.3486,1.3486,1,1.3,0.8,0,0.0,0.2454,121.229,148.016,175.348,0,7640,0,599,877.01,339.535,3036.858
114,Delhi,D31-37,0.5301,0.9428,5.3048,13.3618,2.8121,1.7322,-1.0799,1.0799,1,1.3,0.8,0,0.0,0.0426,109.883,145.333,165.798,0,7712,0,605,836.077,303.765,3065.908
115,Delhi,D12-19,0.5252,0.9526,7.106,15.6346,3.7322,2.0479,-1.6843,1.6843,1,1.3,0.8,0,0.0,0.9294,120.548,129.265,163.296,0,7784,0,611,836.554,301.656,3092.677
116,Delhi,D61-70,0.5706,0.856,5.3688,14.6443,3.0635,1.7237,-1.3398,1.3398,1,1.3,0.8,0,0.0,0.8147,121.368,135.141,163.139,0,7859,0,618,885.477,337.892,3121.89
117,Delhi,D24-31,0.5039,0.9307,7.0719,15.4069,3.5634,1.9717,-1.5917,1.5917,1,1.3,0.8,0,0.0,0.6364,103.738,124.132,157.625,0,7929,0,624,836.75,291.895,3148.573
118,Delhi,D52-61,0.6108,0.9895,4.319,14.0174,2.6382,1.9071,-0.7311,0.7311,1,1.3,0.8,0,0.0,0.1128,138.022,144.394,166.708,0,8007,0,632,877.71,354.874,3179.339
119,Delhi,D12-19,0.6048,0.9526,4.8423,15.6346,2.9286,2.0479,-0.8807,0.8807,1,1.3,0.8,0,0.0,0.9294,122.036,153.06,172.951,0,8085,0,640,881.773,353.31,3209.415
120,Delhi,D19-24,0.5902,0.9021,5.247,13.8638,3.0969,1.7196,-1.3773,1.3773,1,1.3,0.8,0,0.0,0.2454,127.704,150.498,165.511,0,8162,0,648,871.532,342.92,3238.898
121,Delhi,D12-19,0.5619,0.9526,5.8533,15.6346,3.2891,2.0479,-1.2412,1.2412,1,1.3,0.8,0,0.0,0.9294,124.114,151.092,168.035,0,8236,0,655,884.496,333.357,3267.453
122,Delhi,D70-78,0.6138,0.9833,4.6896,15.499,2.8784,2.0956,-0.7828,0.7828,1,1.3,0.8,0,0.0,0.8111,133.736,146.751,184.916,0,8315,0,663,868.981,353.353,3297.774
123,Delhi,D24-31,0.5181,0.9307,6.8382,15.4069,3.5432,1.9717,-1.5714,1.5714,1,1.3,0.8,0,0.0,0.6364,110.296,139.247,145.56,0,8386,0,669,837.766,298.745,3324.835
