# FCR baseline synthetic trace (formula-consistent template)
# Scenario=Manhattan | Seed=803 | Duration=3600s | UpdateInterval=300s | α=0.8 | β=1.3 | δ=0.5
# Generated=2026-02-14T11:34:25.920503Z
"# NOTE: This is a synthetic, equation-constrained trace for comparison formatting. Use real simulator outputs for publication claims."

Time(s),Scenario,SegmentID,K_t (density),K_max,v_t (m/s),v_max (m/s),F_t (flow),F_cap (capacity),ResidualCap,F_exc (excess),Congested(0/1),CongestionExpansion_beta,Compliance_alpha,UpdateStep(0/1),ReroutedVolume_Ek,DetourPriority_L,TravelTimeLoss_Ck_Path1,TravelTimeLoss_Ck_Path2,TravelTimeLoss_Ck_Path3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
15,Manhattan,M24-31,0.4612,0.911,9.601,18.6291,4.4279,2.1214,-2.3065,2.3065,1,1.3,0.8,0,0.0,0.4594,104.825,111.324,126.27,0,937,0,62,836.137,272.093,352.586
16,Manhattan,M45-52,0.4338,0.886,8.645,16.0365,3.7501,1.7761,-1.974,1.974,1,1.3,0.8,0,0.0,0.9687,101.919,126.657,135.968,0,1001,0,66,779.708,246.024,376.882
17,Manhattan,M61-70,0.3896,0.8715,10.0522,17.0192,3.9164,1.854,-2.0623,2.0623,1,1.3,0.8,0,0.0,0.0498,86.167,100.717,110.573,0,1062,0,70,751.908,221.121,399.154
18,Manhattan,M45-52,0.3834,0.886,9.6572,16.0365,3.7029,1.7761,-1.9268,1.9268,1,1.3,0.8,0,0.0,0.9687,81.528,109.574,132.106,0,1122,0,74,772.961,223.011,421.884
19,Manhattan,M12-19,0.3802,0.8664,10.4187,17.0272,3.9609,1.844,-2.1169,2.1169,1,1.3,0.8,0,0.0,0.4439,97.909,112.681,133.373,0,1182,0,78,788.41,224.853,443.641
20,Manhattan,M61-70,0.4193,0.8715,9.8497,17.0192,4.13,1.854,-2.2759,2.2759,1,1.3,0.8,0,0.0,0.0498,95.475,114.685,114.332,0,1245,0,82,770.698,237.734,466.345
21,Manhattan,M31-37,0.433,0.8869,8.6114,17.007,3.7289,1.8855,-1.8434,1.8434,1,1.3,0.8,0,0.0,0.7566,101.453,111.95,137.896,0,1309,0,86,796.76,249.757,490.679
22,Manhattan,M24-31,0.3712,0.911,10.7079,18.6291,3.9752,2.1214,-1.8538,1.8538,1,1.3,0.8,0,0.0,0.4594,94.484,99.26,118.283,0,1368,0,89,730.345,209.124,512.021
23,Manhattan,M78-85,0.481,0.859,7.4128,15.6085,3.5656,1.6759,-1.8896,1.8896,1,1.3,0.8,0,0.0,0.4497,106.515,130.266,136.31,0,1436,0,94,845.915,283.788,538.141
24,Manhattan,M37-45,0.4208,0.9972,9.5949,16.6353,4.0372,2.0737,-1.9636,1.9636,1,1.3,0.8,0,0.0,0.3087,94.82,115.207,125.048,0,1499,0,98,790.911,243.035,561.172
25,Manhattan,M37-45,0.3955,0.9972,9.7317,16.6353,3.8491,2.0737,-1.7754,1.7754,1,1.3,0.8,0,0.0,0.3087,99.999,121.122,140.213,0,1560,0,102,768.883,227.258,583.881
26,Manhattan,M70-78,0.4641,0.8518,8.4189,17.9577,3.9074,1.912,-1.9954,1.9954,1,1.3,0.8,0,0.0,0.1156,112.626,122.444,149.007,0,1627,0,107,813.839,267.748,608.642
27,Manhattan,M19-24,0.3943,0.9232,9.9416,17.1491,3.9201,1.9791,-1.941,1.941,1,1.3,0.8,0,0.0,0.2438,95.117,102.473,113.034,0,1688,0,111,789.133,231.14,631.081
28,Manhattan,M31-37,0.403,0.8869,9.2416,17.007,3.7246,1.8855,-1.8392,1.8392,1,1.3,0.8,0,0.0,0.7566,93.632,118.231,116.02,0,1750,0,115,749.534,226.146,654.447
29,Manhattan,M61-70,0.4652,0.8715,8.9302,17.0192,4.1544,1.854,-2.3004,2.3004,1,1.3,0.8,0,0.0,0.0498,113.078,126.429,153.277,0,1817,0,120,814.586,268.424,678.576
30,Manhattan,M31-37,0.4085,0.8869,9.5648,17.007,3.9073,1.8855,-2.0218,2.0218,1,1.3,0.8,0,0.0,0.7566,100.068,118.267,131.608,0,1879,0,124,780.514,235.363,701.571
31,Manhattan,M19-24,0.3921,0.9232,9.9645,17.1491,3.9068,1.9791,-1.9277,1.9277,1,1.3,0.8,0,0.0,0.2438,97.699,114.529,131.678,0,1940,0,128,743.835,220.401,723.967
32,Manhattan,M19-24,0.481,0.9232,7.8106,17.1491,3.7566,1.9791,-1.7775,1.7775,1,1.3,0.8,0,0.0,0.2438,100.734,133.594,145.292,0,2008,0,133,809.45,274.124,749.59
33,Manhattan,M12-19,0.418,0.8664,9.2304,17.0272,3.8582,1.844,-2.0142,2.0142,1,1.3,0.8,0,0.0,0.4439,89.502,108.47,150.131,0,2071,0,137,769.607,236.93,773.06
34,Manhattan,M78-85,0.4461,0.859,7.5243,15.6085,3.3566,1.6759,-1.6807,1.6807,1,1.3,0.8,0,0.0,0.4497,98.295,109.857,150.239,0,2136,0,142,800.728,256.462,798.831
35,Manhattan,M19-24,0.4342,0.9232,9.5933,17.1491,4.1654,1.9791,-2.1863,2.1863,1,1.3,0.8,0,0.0,0.2438,96.392,125.779,151.674,0,2200,0,147,799.755,250.991,821.945
36,Manhattan,M31-37,0.3933,0.8869,9.2705,17.007,3.6464,1.8855,-1.761,1.761,1,1.3,0.8,0,0.0,0.7566,96.061,113.561,109.709,0,2261,0,151,785.661,229.967,845.217
37,Manhattan,M52-61,0.4011,0.9403,8.5886,15.1964,3.4452,1.7862,-1.659,1.659,1,1.3,0.8,0,0.0,0.3513,86.583,118.901,125.216,0,2323,0,155,771.961,230.315,869.388
38,Manhattan,M61-70,0.4371,0.8715,8.9332,17.0192,3.9047,1.854,-2.0506,2.0506,1,1.3,0.8,0,0.0,0.0498,107.801,121.332,141.872,0,2387,0,160,772.57,245.727,893.344
39,Manhattan,M70-78,0.4592,0.8518,9.5435,17.9577,4.3827,1.912,-2.4707,2.4707,1,1.3,0.8,0,0.0,0.1156,96.802,125.68,123.377,0,2453,0,165,810.946,264.828,916.67
40,Manhattan,M70-78,0.4038,0.8518,9.845,17.9577,3.9754,1.912,-2.0634,2.0634,1,1.3,0.8,0,0.0,0.1156,98.328,119.161,141.698,0,2515,0,169,784.733,234.281,939.286
41,Manhattan,M12-19,0.5091,0.8664,8.0649,17.0272,4.1059,1.844,-2.2619,2.2619,1,1.3,0.8,0,0.0,0.4439,107.914,127.759,165.409,0,2585,0,175,848.146,297.489,964.76
42,Manhattan,M78-85,0.5127,0.859,6.7182,15.6085,3.4442,1.6759,-1.7683,1.7683,1,1.3,0.8,0,0.0,0.4497,112.877,140.413,140.914,0,2656,0,181,851.533,300.103,991.938
43,Manhattan,M24-31,0.4382,0.911,10.1828,18.6291,4.4621,2.1214,-2.3407,2.3407,1,1.3,0.8,0,0.0,0.4594,91.277,118.833,132.061,0,2721,0,186,802.449,253.4,1014.339
44,Manhattan,M52-61,0.4323,0.9403,8.5766,15.1964,3.708,1.7862,-1.9217,1.9217,1,1.3,0.8,0,0.0,0.3513,93.724,118.924,150.153,0,2785,0,190,776.325,244.597,1038.712
45,Manhattan,M45-52,0.4276,0.886,8.6196,16.0365,3.6858,1.7761,-1.9097,1.9097,1,1.3,0.8,0,0.0,0.9687,91.602,106.633,125.434,0,2849,0,194,801.696,248.546,1063.003
46,Manhattan,M70-78,0.497,0.8518,8.6579,17.9577,4.3033,1.912,-2.3913,2.3913,1,1.3,0.8,0,0.0,0.1156,101.747,120.897,143.536,0,2918,0,200,822.235,284.772,1087.663
47,Manhattan,M78-85,0.4458,0.859,7.7775,15.6085,3.4673,1.6759,-1.7914,1.7914,1,1.3,0.8,0,0.0,0.4497,105.413,129.068,142.99,0,2983,0,205,791.561,254.088,1113.116
48,Manhattan,M12-19,0.437,0.8664,8.5942,17.0272,3.7558,1.844,-1.9118,1.9118,1,1.3,0.8,0,0.0,0.4439,98.823,114.007,118.11,0,3047,0,210,783.769,248.384,1137.495
49,Manhattan,M19-24,0.4963,0.9232,7.8507,17.1491,3.8966,1.9791,-1.9175,1.9175,1,1.3,0.8,0,0.0,0.2438,115.094,138.544,161.887,0,3116,0,216,827.784,285.97,1163.16
50,Manhattan,M12-19,0.4758,0.8664,8.6952,17.0272,4.1376,1.844,-2.2936,2.2936,1,1.3,0.8,0,0.0,0.4439,103.071,126.969,127.195,0,3184,0,221,805.634,270.848,1187.646
51,Manhattan,M37-45,0.4449,0.9972,8.0892,16.6353,3.5993,2.0737,-1.5256,1.5256,1,1.3,0.8,0,0.0,0.3087,95.652,117.822,143.745,0,3249,0,226,788.058,252.854,1212.704
52,Manhattan,M37-45,0.4971,0.9972,7.2996,16.6353,3.6286,2.0737,-1.555,1.555,1,1.3,0.8,0,0.0,0.3087,113.624,125.981,144.802,0,3318,0,232,811.187,281.782,1239.062
53,Manhattan,M78-85,0.4946,0.859,7.456,15.6085,3.6874,1.6759,-2.0115,2.0115,1,1.3,0.8,0,0.0,0.4497,101.042,137.171,150.602,0,3387,0,238,806.371,279.336,1265.21
54,Manhattan,M61-70,0.4399,0.8715,9.2436,17.0192,4.0659,1.854,-2.2119,2.2119,1,1.3,0.8,0,0.0,0.0498,99.433,128.41,141.343,0,3452,0,243,782.116,249.214,1288.794
55,Manhattan,M61-70,0.5265,0.8715,6.9902,17.0192,3.6805,1.854,-1.8264,1.8264,1,1.3,0.8,0,0.0,0.0498,114.134,126.161,137.25,0,3524,0,249,842.394,303.946,1315.716
56,Manhattan,M24-31,0.4997,0.911,8.7966,18.6291,4.3956,2.1214,-2.2742,2.2742,1,1.3,0.8,0,0.0,0.4594,115.426,135.052,158.512,0,3593,0,255,833.487,289.072,1340.218
57,Manhattan,M52-61,0.4391,0.9403,7.6622,15.1964,3.3646,1.7862,-1.5784,1.5784,1,1.3,0.8,0,0.0,0.3513,96.434,112.111,146.455,0,3658,0,260,786.236,249.886,1365.775
58,Manhattan,M31-37,0.4565,0.8869,7.9692,17.007,3.6382,1.8855,-1.7528,1.7528,1,1.3,0.8,0,0.0,0.7566,111.029,115.973,147.178,0,3724,0,265,803.536,261.762,1391.053
59,Manhattan,M24-31,0.4688,0.911,8.7866,18.6291,4.1188,2.1214,-1.9973,1.9973,1,1.3,0.8,0,0.0,0.4594,99.216,112.461,152.86,0,3791,0,270,790.18,263.722,1415.382
60,Manhattan,M45-52,0.4637,0.886,7.4637,16.0365,3.4611,1.7761,-1.6849,1.6849,1,1.3,0.8,0,0.0,0.9687,107.396,130.196,156.306,0,3858,0,275,780.095,258.959,1441.335
61,Manhattan,M70-78,0.476,0.8518,8.5263,17.9577,4.0585,1.912,-2.1465,2.1465,1,1.3,0.8,0,0.0,0.1156,100.513,125.604,141.751,0,3926,0,280,788.565,266.446,1466.033
62,Manhattan,M37-45,0.4679,0.9972,8.3192,16.6353,3.8927,2.0737,-1.819,1.819,1,1.3,0.8,0,0.0,0.3087,97.094,129.889,154.386,0,3993,0,285,811.041,268.724,1490.941
63,Manhattan,M70-78,0.43,0.8518,9.9367,17.9577,4.2724,1.912,-2.3604,2.3604,1,1.3,0.8,0,0.0,0.1156,103.463,109.635,124.418,0,4057,0,289,770.535,242.215,1513.6
64,Manhattan,M31-37,0.5156,0.8869,7.3914,17.007,3.8106,1.8855,-1.9252,1.9252,1,1.3,0.8,0,0.0,0.7566,121.323,125.197,153.521,0,4128,0,295,814.952,291.083,1539.954
65,Manhattan,M61-70,0.4278,0.8715,9.4585,17.0192,4.0463,1.854,-2.1922,2.1922,1,1.3,0.8,0,0.0,0.0498,104.514,109.851,141.268,0,4192,0,299,799.766,248.173,1563.198
66,Manhattan,M52-61,0.5206,0.9403,6.4911,15.1964,3.3795,1.7862,-1.5933,1.5933,1,1.3,0.8,0,0.0,0.3513,111.94,142.37,145.674,0,4263,0,305,859.73,306.182,1590.708
67,Manhattan,M61-70,0.485,0.8715,7.703,17.0192,3.7361,1.854,-1.8821,1.8821,1,1.3,0.8,0,0.0,0.0498,111.134,128.975,139.235,0,4331,0,310,795.569,272.227,1616.489
68,Manhattan,M37-45,0.4408,0.9972,8.2252,16.6353,3.6258,2.0737,-1.5521,1.5521,1,1.3,0.8,0,0.0,0.3087,95.151,126.866,133.746,0,4396,0,315,796.633,253.141,1641.353
69,Manhattan,M45-52,0.542,0.886,5.9803,16.0365,3.2412,1.7761,-1.465,1.465,1,1.3,0.8,0,0.0,0.9687,125.331,131.111,150.247,0,4469,0,322,878.724,321.934,1669.629
70,Manhattan,M52-61,0.5402,0.9403,5.9876,15.1964,3.2342,1.7862,-1.448,1.448,1,1.3,0.8,0,0.0,0.3513,124.859,127.438,167.033,0,4542,0,329,833.168,307.521,1697.885
71,Manhattan,M12-19,0.4601,0.8664,8.9409,17.0272,4.1141,1.844,-2.2701,2.2701,1,1.3,0.8,0,0.0,0.4439,108.334,131.299,125.298,0,4608,0,334,790.733,260.12,1721.97
72,Manhattan,M52-61,0.4692,0.9403,7.9836,15.1964,3.7462,1.7862,-1.96,1.96,1,1.3,0.8,0,0.0,0.3513,96.499,125.376,127.81,0,4675,0,339,803.959,267.488,1747.306
73,Manhattan,M19-24,0.4743,0.9232,8.0732,17.1491,3.8291,1.9791,-1.85,1.85,1,1.3,0.8,0,0.0,0.2438,99.326,134.712,152.455,0,4742,0,344,832.094,277.061,1772.56
74,Manhattan,M78-85,0.4738,0.859,7.3149,15.6085,3.4657,1.6759,-1.7898,1.7898,1,1.3,0.8,0,0.0,0.4497,100.688,114.799,131.724,0,4809,0,349,821.69,274.12,1798.759
75,Manhattan,M52-61,0.499,0.9403,7.2067,15.1964,3.5959,1.7862,-1.8097,1.8097,1,1.3,0.8,0,0.0,0.3513,104.353,137.836,140.846,0,4878,0,355,852.527,293.961,1825.245
76,Manhattan,M70-78,0.5287,0.8518,7.1873,17.9577,3.7999,1.912,-1.8879,1.8879,1,1.3,0.8,0,0.0,0.1156,117.973,139.682,167.322,0,4950,0,361,866.366,311.922,1851.933
77,Manhattan,M78-85,0.5061,0.859,7.3829,15.6085,3.7362,1.6759,-2.0602,2.0602,1,1.3,0.8,0,0.0,0.4497,106.773,140.251,142.203,0,5020,0,367,820.243,288.297,1878.241
78,Manhattan,M24-31,0.5584,0.911,7.4414,18.6291,4.1552,2.1214,-2.0338,2.0338,1,1.3,0.8,0,0.0,0.4594,120.221,131.55,147.388,0,5094,0,374,835.29,316.532,1904.789
79,Manhattan,M52-61,0.4849,0.9403,6.862,15.1964,3.3276,1.7862,-1.5414,1.5414,1,1.3,0.8,0,0.0,0.3513,109.404,117.791,129.7,0,5162,0,379,838.723,283.697,1931.621
80,Manhattan,M24-31,0.4508,0.911,9.9729,18.6291,4.4957,2.1214,-2.3742,2.3742,1,1.3,0.8,0,0.0,0.4594,110.287,110.657,152.993,0,5228,0,384,791.158,256.155,1954.36
81,Manhattan,M24-31,0.4599,0.911,9.5758,18.6291,4.4042,2.1214,-2.2828,2.2828,1,1.3,0.8,0,0.0,0.4594,97.721,128.117,154.493,0,5294,0,389,831.913,270.444,1977.65
82,Manhattan,M19-24,0.5688,0.9232,6.4388,17.1491,3.6622,1.9791,-1.6831,1.6831,1,1.3,0.8,0,0.0,0.2438,127.097,132.717,169.559,0,5369,0,396,851.626,326.406,2005.514
83,Manhattan,M12-19,0.4747,0.8664,8.0466,17.0272,3.8195,1.844,-1.9755,1.9755,1,1.3,0.8,0,0.0,0.4439,107.722,125.687,136.459,0,5436,0,401,838.1,278.801,2030.804
84,Manhattan,M24-31,0.5432,0.911,7.3818,18.6291,4.0097,2.1214,-1.8883,1.8883,1,1.3,0.8,0,0.0,0.4594,116.017,129.595,169.285,0,5509,0,408,844.25,312.223,2057.335
85,Manhattan,M78-85,0.5588,0.859,6.0398,15.6085,3.375,1.6759,-1.6991,1.6991,1,1.3,0.8,0,0.0,0.4497,130.453,131.342,152.139,0,5583,0,415,875.288,329.011,2085.638
86,Manhattan,M45-52,0.5268,0.886,6.392,16.0365,3.367,1.7761,-1.5909,1.5909,1,1.3,0.8,0,0.0,0.9687,108.496,125.285,141.254,0,5655,0,421,824.991,299.011,2113.309
87,Manhattan,M24-31,0.4948,0.911,8.9445,18.6291,4.4259,2.1214,-2.3044,2.3044,1,1.3,0.8,0,0.0,0.4594,113.616,123.846,157.232,0,5724,0,427,797.136,276.939,2137.597
88,Manhattan,M70-78,0.4828,0.8518,8.1324,17.9577,3.9266,1.912,-2.0146,2.0146,1,1.3,0.8,0,0.0,0.1156,112.16,117.737,129.915,0,5792,0,432,809.046,274.851,2162.829
89,Manhattan,M19-24,0.4866,0.9232,8.2632,17.1491,4.0206,1.9791,-2.0415,2.0415,1,1.3,0.8,0,0.0,0.2438,114.136,125.135,137.002,0,5860,0,437,831.679,282.567,2187.919
90,Manhattan,M70-78,0.4856,0.8518,8.6485,17.9577,4.2001,1.912,-2.2881,2.2881,1,1.3,0.8,0,0.0,0.1156,102.464,135.0,156.924,0,5928,0,442,827.37,280.993,2212.522
91,Manhattan,M45-52,0.578,0.886,5.5304,16.0365,3.1963,1.7761,-1.4202,1.4202,1,1.3,0.8,0,0.0,0.9687,128.305,150.548,174.362,0,6004,0,449,891.176,343.286,2241.577
92,Manhattan,M61-70,0.5746,0.8715,6.327,17.0192,3.6353,1.854,-1.7813,1.7813,1,1.3,0.8,0,0.0,0.0498,116.681,146.508,164.942,0,6079,0,456,865.357,333.466,2269.616
93,Manhattan,M19-24,0.4792,0.9232,7.9074,17.1491,3.7891,1.9791,-1.81,1.81,1,1.3,0.8,0,0.0,0.2438,110.313,132.636,124.795,0,6147,0,461,821.513,276.51,2295.107
94,Manhattan,M45-52,0.5685,0.886,6.0482,16.0365,3.4383,1.7761,-1.6621,1.6621,1,1.3,0.8,0,0.0,0.9687,116.255,145.779,141.61,0,6222,0,468,877.067,334.227,2323.457
95,Manhattan,M52-61,0.484,0.9403,6.6856,15.1964,3.2359,1.7862,-1.4497,1.4497,1,1.3,0.8,0,0.0,0.3513,105.923,132.582,138.534,0,6290,0,473,824.105,279.383,2350.504
96,Manhattan,M52-61,0.4826,0.9403,7.0388,15.1964,3.3969,1.7862,-1.6107,1.6107,1,1.3,0.8,0,0.0,0.3513,111.187,126.984,144.907,0,6358,0,478,813.755,275.996,2377.101
97,Manhattan,M31-37,0.5657,0.8869,6.4551,17.007,3.652,1.8855,-1.7665,1.7665,1,1.3,0.8,0,0.0,0.7566,122.838,140.436,143.905,0,6433,0,485,885.186,335.435,2404.927
98,Manhattan,M70-78,0.5334,0.8518,7.5624,17.9577,4.0339,1.912,-2.1219,2.1219,1,1.3,0.8,0,0.0,0.1156,112.315,143.712,144.15,0,6505,0,491,846.044,308.214,2431.174
99,Manhattan,M37-45,0.5782,0.9972,5.9989,16.6353,3.4685,2.0737,-1.3949,1.3949,1,1.3,0.8,0,0.0,0.3087,119.759,144.723,148.439,0,6581,0,498,845.443,328.857,2459.645
100,Manhattan,M52-61,0.5796,0.9403,5.4612,15.1964,3.1653,1.7862,-1.3791,1.3791,1,1.3,0.8,0,0.0,0.3513,126.193,144.735,178.583,0,6657,0,505,901.621,347.421,2488.796
101,Manhattan,M70-78,0.5465,0.8518,6.7031,17.9577,3.6634,1.912,-1.7514,1.7514,1,1.3,0.8,0,0.0,0.1156,115.085,138.631,148.054,0,6730,0,512,840.615,312.683,2516.197
102,Manhattan,M78-85,0.5701,0.859,6.1547,15.6085,3.5086,1.6759,-1.8327,1.8327,1,1.3,0.8,0,0.0,0.4497,127.692,132.566,175.44,0,6805,0,519,853.841,327.715,2544.424
103,Manhattan,M24-31,0.498,0.911,7.9332,18.6291,3.9505,2.1214,-1.829,1.829,1,1.3,0.8,0,0.0,0.4594,118.821,125.42,133.065,0,6874,0,525,803.043,279.939,2569.995
104,Manhattan,M61-70,0.5697,0.8715,6.1395,17.0192,3.4976,1.854,-1.6435,1.6435,1,1.3,0.8,0,0.0,0.0498,114.918,133.058,148.178,0,6949,0,532,864.21,330.779,2598.239
105,Manhattan,M12-19,0.4952,0.8664,7.3745,17.0272,3.652,1.844,-1.808,1.808,1,1.3,0.8,0,0.0,0.4439,115.476,118.252,157.166,0,7018,0,538,812.485,281.295,2624.492
106,Manhattan,M37-45,0.5931,0.9972,5.0557,16.6353,2.9985,2.0737,-0.9249,0.9249,1,1.3,0.8,0,0.0,0.3087,123.08,144.391,164.526,0,7095,0,546,892.486,351.13,2654.231
107,Manhattan,M37-45,0.485,0.9972,7.4371,16.6353,3.6067,2.0737,-1.5331,1.5331,1,1.3,0.8,0,0.0,0.3087,103.515,126.597,150.043,0,7163,0,551,830.571,281.538,2680.344
108,Manhattan,M61-70,0.4918,0.8715,7.8188,17.0192,3.8456,1.854,-1.9916,1.9916,1,1.3,0.8,0,0.0,0.0498,110.661,123.822,144.765,0,7232,0,557,846.672,289.036,2706.022
109,Manhattan,M31-37,0.5206,0.8869,7.7632,17.007,4.0414,1.8855,-2.156,2.156,1,1.3,0.8,0,0.0,0.7566,116.666,132.865,157.043,0,7303,0,563,854.358,304.623,2731.941
110,Manhattan,M31-37,0.5845,0.8869,5.9763,17.007,3.493,1.8855,-1.6076,1.6076,1,1.3,0.8,0,0.0,0.7566,132.229,146.56,162.108,0,7379,0,570,880.572,343.071,2760.478
111,Manhattan,M37-45,0.598,0.9972,5.5831,16.6353,3.3389,2.0737,-1.2652,1.2652,1,1.3,0.8,0,0.0,0.3087,136.636,153.847,165.83,0,7456,0,578,902.576,356.876,2789.587
112,Manhattan,M78-85,0.5546,0.859,6.4529,15.6085,3.5789,1.6759,-1.903,1.903,1,1.3,0.8,0,0.0,0.4497,121.065,146.761,147.079,0,7530,0,585,886.207,330.33,2817.349
113,Manhattan,M19-24,0.6021,0.9232,5.985,17.1491,3.6035,1.9791,-1.6244,1.6244,1,1.3,0.8,0,0.0,0.2438,126.859,153.962,170.174,0,7608,0,593,917.128,363.704,2845.98
114,Manhattan,M12-19,0.5563,0.8664,6.8231,17.0272,3.7959,1.844,-1.9519,1.9519,1,1.3,0.8,0,0.0,0.4439,123.46,148.332,167.709,0,7682,0,600,881.864,329.831,2873.289
115,Manhattan,M19-24,0.5998,0.9232,6.0838,17.1491,3.6492,1.9791,-1.6701,1.6701,1,1.3,0.8,0,0.0,0.2438,135.539,157.521,153.494,0,7759,0,608,915.957,362.178,2901.783
116,Manhattan,M31-37,0.5412,0.8869,6.44,17.007,3.4855,1.8855,-1.6,1.6,1,1.3,0.8,0,0.0,0.7566,113.889,128.838,149.501,0,7832,0,615,840.234,310.112,2929.481
117,Manhattan,M12-19,0.5585,0.8664,6.7478,17.0272,3.7683,1.844,-1.9243,1.9243,1,1.3,0.8,0,0.0,0.4439,130.055,141.989,172.854,0,7906,0,622,847.853,320.416,2956.896
118,Manhattan,M31-37,0.5451,0.8869,6.6791,17.007,3.6411,1.8855,-1.7556,1.7556,1,1.3,0.8,0,0.0,0.7566,124.563,128.235,150.799,0,7979,0,629,845.571,313.527,2984.318
119,Manhattan,M31-37,0.5937,0.8869,6.133,17.007,3.6409,1.8855,-1.7554,1.7554,1,1.3,0.8,0,0.0,0.7566,128.076,149.219,172.789,0,8056,0,637,905.875,355.777,3012.714
120,Manhattan,M24-31,0.5785,0.911,7.1655,18.6291,4.1455,2.1214,-2.024,2.024,1,1.3,0.8,0,0.0,0.4594,116.529,144.186,153.584,0,8132,0,644,875.403,338.545,3039.728
121,Manhattan,M78-85,0.5337,0.859,5.9298,15.6085,3.1649,1.6759,-1.489,1.489,1,1.3,0.8,0,0.0,0.4497,111.454,141.48,167.731,0,8204,0,650,842.962,307.453,3068.018
122,Manhattan,M61-70,0.5454,0.8715,6.2272,17.0192,3.3962,1.854,-1.5421,1.5421,1,1.3,0.8,0,0.0,0.0498,127.675,135.635,156.932,0,8277,0,657,863.007,318.866,3096.007
