# FCR baseline synthetic trace (formula-consistent template)
# Scenario=Manhattan | Seed=801 | Duration=3600s | UpdateInterval=300s | α=0.8 | β=1.3 | δ=0.5
# Generated=2026-02-14T11:34:25.811648Z
"# NOTE: This is a synthetic, equation-constrained trace for comparison formatting. Use real simulator outputs for publication claims."

Time(s),Scenario,SegmentID,K_t (density),K_max,v_t (m/s),v_max (m/s),F_t (flow),F_cap (capacity),ResidualCap,F_exc (excess),Congested(0/1),CongestionExpansion_beta,Compliance_alpha,UpdateStep(0/1),ReroutedVolume_Ek,DetourPriority_L,TravelTimeLoss_Ck_Path1,TravelTimeLoss_Ck_Path2,TravelTimeLoss_Ck_Path3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
22,Manhattan,M12-19,0.4137,0.8658,7.9879,15.2893,3.3047,1.6546,-1.65,1.65,1,1.3,0.8,0,0.0,0.5945,100.413,123.95,141.374,0,1392,0,93,761.399,233.249,518.196
23,Manhattan,M61-70,0.3966,0.8998,10.4381,17.3999,4.1402,1.957,-2.1833,2.1833,1,1.3,0.8,0,0.0,0.3553,98.292,99.469,134.252,0,1453,0,97,799.051,234.317,540.028
24,Manhattan,M24-31,0.4529,0.9701,8.7747,16.2979,3.9745,1.9764,-1.9981,1.9981,1,1.3,0.8,0,0.0,0.4967,101.349,128.625,122.699,0,1519,0,102,777.458,253.68,564.277
25,Manhattan,M37-45,0.4385,0.9245,10.3058,18.6502,4.5192,2.1552,-2.3641,2.3641,1,1.3,0.8,0,0.0,0.293,100.438,107.671,136.962,0,1584,0,107,772.722,246.368,586.526
26,Manhattan,M61-70,0.4138,0.8998,9.8593,17.3999,4.0802,1.957,-2.1233,2.1233,1,1.3,0.8,0,0.0,0.3553,102.119,103.415,133.366,0,1647,0,111,798.257,241.695,609.185
27,Manhattan,M70-78,0.4259,0.8814,9.6735,17.8948,4.1195,1.9715,-2.148,2.148,1,1.3,0.8,0,0.0,0.267,98.982,105.172,142.471,0,1711,0,115,765.008,239.18,632.148
28,Manhattan,M24-31,0.4434,0.9701,8.0384,16.2979,3.5642,1.9764,-1.5878,1.5878,1,1.3,0.8,0,0.0,0.4967,101.005,127.349,144.393,0,1776,0,120,821.538,260.347,657.26
29,Manhattan,M37-45,0.494,0.9245,8.3729,18.6502,4.1362,2.1552,-1.981,1.981,1,1.3,0.8,0,0.0,0.293,116.024,135.346,148.832,0,1845,0,126,845.491,289.719,682.258
30,Manhattan,M31-37,0.5005,0.9241,8.4214,17.9614,4.215,2.0747,-2.1403,2.1403,1,1.3,0.8,0,0.0,0.9726,118.375,135.795,162.821,0,1915,0,132,801.401,280.609,707.235
31,Manhattan,M52-61,0.4908,0.87,7.4976,16.2874,3.6798,1.7712,-1.9086,1.9086,1,1.3,0.8,0,0.0,0.5575,112.839,136.303,141.628,0,1984,0,138,847.217,288.697,733.307
32,Manhattan,M24-31,0.4572,0.9701,7.7212,16.2979,3.5304,1.9764,-1.554,1.554,1,1.3,0.8,0,0.0,0.4967,102.123,127.481,155.436,0,2050,0,143,793.099,259.444,758.899
33,Manhattan,M12-19,0.4581,0.8658,7.5914,15.2893,3.4777,1.6546,-1.8231,1.8231,1,1.3,0.8,0,0.0,0.5945,110.756,110.534,125.012,0,2116,0,148,810.377,264.185,784.659
34,Manhattan,M70-78,0.4869,0.8814,8.1422,17.8948,3.9642,1.9715,-1.9927,1.9927,1,1.3,0.8,0,0.0,0.267,104.794,116.839,154.317,0,2184,0,153,827.009,281.454,809.902
35,Manhattan,M70-78,0.4821,0.8814,8.202,17.8948,3.9542,1.9715,-1.9827,1.9827,1,1.3,0.8,0,0.0,0.267,109.589,119.7,140.55,0,2252,0,158,797.582,271.481,835.042
36,Manhattan,M45-52,0.3917,0.9708,10.2194,18.1477,4.003,2.2022,-1.8008,1.8008,1,1.3,0.8,0,0.0,0.386,84.311,103.361,142.163,0,2313,0,162,738.791,219.165,857.118
37,Manhattan,M45-52,0.4419,0.9708,10.0283,18.1477,4.4316,2.2022,-2.2294,2.2294,1,1.3,0.8,0,0.0,0.386,101.802,119.237,127.575,0,2378,0,167,806.057,255.91,879.734
38,Manhattan,M61-70,0.4507,0.8998,8.5498,17.3999,3.8534,1.957,-1.8965,1.8965,1,1.3,0.8,0,0.0,0.3553,94.591,129.758,125.385,0,2444,0,172,823.062,264.026,904.251
39,Manhattan,M52-61,0.4465,0.87,8.8485,16.2874,3.951,1.7712,-2.1798,2.1798,1,1.3,0.8,0,0.0,0.5575,96.433,116.873,145.712,0,2509,0,177,784.423,252.643,928.37
40,Manhattan,M45-52,0.427,0.9708,9.8424,18.1477,4.2025,2.2022,-2.0003,2.0003,1,1.3,0.8,0,0.0,0.386,95.582,121.492,133.841,0,2573,0,181,808.219,249.802,951.128
41,Manhattan,M19-24,0.3986,0.9033,9.4173,16.8781,3.7534,1.9057,-1.8477,1.8477,1,1.3,0.8,0,0.0,0.7137,97.495,117.965,133.668,0,2634,0,185,789.395,233.043,974.248
42,Manhattan,M70-78,0.4196,0.8814,9.7805,17.8948,4.1042,1.9715,-2.1327,2.1327,1,1.3,0.8,0,0.0,0.267,101.325,115.355,135.123,0,2697,0,189,784.182,240.986,997.04
43,Manhattan,M61-70,0.4831,0.8998,8.4837,17.3999,4.0988,1.957,-2.1418,2.1418,1,1.3,0.8,0,0.0,0.3553,108.277,129.943,148.195,0,2765,0,194,809.316,275.054,1021.834
44,Manhattan,M37-45,0.4842,0.9245,8.9931,18.6502,4.3541,2.1552,-2.1989,2.1989,1,1.3,0.8,0,0.0,0.293,99.936,128.223,134.347,0,2833,0,199,846.91,285.522,1045.998
45,Manhattan,M70-78,0.4894,0.8814,8.1238,17.8948,3.9754,1.9715,-2.0039,2.0039,1,1.3,0.8,0,0.0,0.267,114.572,122.254,151.084,0,2902,0,205,837.703,285.462,1071.279
46,Manhattan,M52-61,0.5025,0.87,6.8221,16.2874,3.4279,1.7712,-1.6567,1.6567,1,1.3,0.8,0,0.0,0.5575,117.066,129.365,161.41,0,2972,0,211,859.926,297.648,1098.267
47,Manhattan,M45-52,0.427,0.9708,10.3515,18.1477,4.4198,2.2022,-2.2176,2.2176,1,1.3,0.8,0,0.0,0.386,106.59,116.569,123.494,0,3036,0,215,797.625,247.31,1120.389
48,Manhattan,M52-61,0.4509,0.87,7.807,16.2874,3.5198,1.7712,-1.7486,1.7486,1,1.3,0.8,0,0.0,0.5575,109.805,121.949,145.626,0,3102,0,220,813.437,261.709,1145.836
49,Manhattan,M24-31,0.5002,0.9701,7.1278,16.2979,3.5656,1.9764,-1.5893,1.5893,1,1.3,0.8,0,0.0,0.4967,112.41,127.426,137.731,0,3172,0,226,816.888,284.754,1172.427
50,Manhattan,M61-70,0.496,0.8998,7.4559,17.3999,3.6979,1.957,-1.7409,1.7409,1,1.3,0.8,0,0.0,0.3553,103.644,124.595,163.627,0,3241,0,232,846.54,290.92,1198.583
51,Manhattan,M19-24,0.4662,0.9033,7.9672,16.8781,3.7142,1.9057,-1.8085,1.8085,1,1.3,0.8,0,0.0,0.7137,99.23,130.286,136.93,0,3308,0,237,831.943,273.314,1223.921
52,Manhattan,M78-85,0.4104,0.9792,9.4348,16.5279,3.8719,2.023,-1.8488,1.8488,1,1.3,0.8,0,0.0,0.6798,95.788,112.291,148.772,0,3370,0,241,778.343,235.68,1247.09
53,Manhattan,M61-70,0.4392,0.8998,9.6985,17.3999,4.2593,1.957,-2.3023,2.3023,1,1.3,0.8,0,0.0,0.3553,93.081,112.38,129.846,0,3435,0,246,775.417,247.297,1270.102
54,Manhattan,M78-85,0.4741,0.9792,8.3244,16.5279,3.9464,2.023,-1.9234,1.9234,1,1.3,0.8,0,0.0,0.6798,104.071,132.794,152.464,0,3502,0,251,791.679,266.425,1295.041
55,Manhattan,M45-52,0.5099,0.9708,7.8948,18.1477,4.0255,2.2022,-1.8233,1.8233,1,1.3,0.8,0,0.0,0.386,118.985,129.466,140.741,0,3572,0,257,835.104,294.197,1320.732
56,Manhattan,M45-52,0.4326,0.9708,9.482,18.1477,4.1017,2.2022,-1.8995,1.8995,1,1.3,0.8,0,0.0,0.386,90.744,119.449,149.521,0,3636,0,261,788.583,247.615,1343.975
57,Manhattan,M78-85,0.4336,0.9792,8.4251,16.5279,3.6534,2.023,-1.6304,1.6304,1,1.3,0.8,0,0.0,0.6798,102.803,113.419,120.234,0,3700,0,265,816.392,254.708,1368.545
58,Manhattan,M70-78,0.4653,0.8814,8.2995,17.8948,3.8616,1.9715,-1.8901,1.8901,1,1.3,0.8,0,0.0,0.267,104.521,115.328,131.157,0,3767,0,270,818.367,269.42,1393.462
59,Manhattan,M52-61,0.5242,0.87,6.9301,16.2874,3.6326,1.7712,-1.8614,1.8614,1,1.3,0.8,0,0.0,0.5575,106.583,131.4,143.062,0,3838,0,276,854.022,306.21,1420.445
60,Manhattan,M24-31,0.5194,0.9701,6.7862,16.2979,3.5249,1.9764,-1.5485,1.5485,1,1.3,0.8,0,0.0,0.4967,113.934,141.226,163.218,0,3909,0,282,863.575,306.705,1447.578
61,Manhattan,M61-70,0.5023,0.8998,8.1398,17.3999,4.0882,1.957,-2.1313,2.1313,1,1.3,0.8,0,0.0,0.3553,111.007,134.03,146.939,0,3979,0,288,830.29,289.358,1472.917
62,Manhattan,M12-19,0.5416,0.8658,6.2999,15.2893,3.4122,1.6546,-1.7576,1.7576,1,1.3,0.8,0,0.0,0.5945,117.814,143.401,141.545,0,4052,0,295,865.83,317.924,1500.792
63,Manhattan,M78-85,0.4318,0.9792,8.4071,16.5279,3.6304,2.023,-1.6074,1.6074,1,1.3,0.8,0,0.0,0.6798,95.741,114.632,140.674,0,4116,0,299,787.051,246.93,1525.374
64,Manhattan,M70-78,0.511,0.8814,8.1374,17.8948,4.1582,1.9715,-2.1868,2.1868,1,1.3,0.8,0,0.0,0.267,114.852,137.921,149.308,0,4186,0,305,838.164,295.568,1550.768
65,Manhattan,M78-85,0.5101,0.9792,7.8283,16.5279,3.9936,2.023,-1.9705,1.9705,1,1.3,0.8,0,0.0,0.6798,105.13,128.415,146.115,0,4256,0,311,814.44,288.515,1576.544
66,Manhattan,M12-19,0.5392,0.8658,5.8618,15.2893,3.1606,1.6546,-1.5059,1.5059,1,1.3,0.8,0,0.0,0.5945,118.242,143.964,138.708,0,4329,0,318,881.959,321.545,1604.952
67,Manhattan,M31-37,0.481,0.9241,8.8785,17.9614,4.2708,2.0747,-2.1961,2.1961,1,1.3,0.8,0,0.0,0.9726,113.103,119.021,152.696,0,4397,0,323,800.497,271.784,1629.24
68,Manhattan,M24-31,0.4725,0.9701,7.6647,16.2979,3.6217,1.9764,-1.6454,1.6454,1,1.3,0.8,0,0.0,0.4967,99.568,134.768,141.865,0,4464,0,328,786.275,264.343,1654.994
69,Manhattan,M19-24,0.525,0.9033,6.5553,16.8781,3.4414,1.9057,-1.5357,1.5357,1,1.3,0.8,0,0.0,0.7137,116.908,140.895,144.793,0,4535,0,334,865.863,310.007,1682.45
70,Manhattan,M37-45,0.4535,0.9245,9.3734,18.6502,4.2512,2.1552,-2.096,2.096,1,1.3,0.8,0,0.0,0.293,108.752,126.985,146.246,0,4601,0,339,775.657,253.484,1705.954
71,Manhattan,M12-19,0.541,0.8658,5.5971,15.2893,3.0278,1.6546,-1.3732,1.3732,1,1.3,0.8,0,0.0,0.5945,111.145,125.893,145.261,0,4674,0,346,836.265,308.81,1734.704
72,Manhattan,M45-52,0.4879,0.9708,8.6998,18.1477,4.2447,2.2022,-2.0425,2.0425,1,1.3,0.8,0,0.0,0.386,107.355,126.826,128.749,0,4743,0,352,818.356,279.604,1759.256
73,Manhattan,M31-37,0.4627,0.9241,8.5748,17.9614,3.9674,2.0747,-1.8928,1.8928,1,1.3,0.8,0,0.0,0.9726,109.821,119.001,133.988,0,4810,0,357,789.9,261.01,1783.814
74,Manhattan,M45-52,0.5116,0.9708,7.5271,18.1477,3.8506,2.2022,-1.6484,1.6484,1,1.3,0.8,0,0.0,0.386,118.718,126.08,146.355,0,4880,0,363,843.604,297.356,1809.975
75,Manhattan,M78-85,0.4724,0.9792,8.0507,16.5279,3.8034,2.023,-1.7804,1.7804,1,1.3,0.8,0,0.0,0.6798,104.535,134.304,155.122,0,4947,0,368,834.308,276.785,1835.246
76,Manhattan,M24-31,0.449,0.9701,8.2524,16.2979,3.7053,1.9764,-1.7289,1.7289,1,1.3,0.8,0,0.0,0.4967,94.631,120.106,152.562,0,5012,0,373,778.454,252.235,1860.124
77,Manhattan,M37-45,0.4657,0.9245,9.1711,18.6502,4.2706,2.1552,-2.1155,2.1155,1,1.3,0.8,0,0.0,0.293,111.755,125.694,148.672,0,5079,0,378,827.798,272.01,1883.954
78,Manhattan,M12-19,0.4646,0.8658,7.3311,15.2893,3.4064,1.6546,-1.7517,1.7517,1,1.3,0.8,0,0.0,0.5945,104.523,120.242,125.344,0,5146,0,383,795.29,263.239,1910.078
79,Manhattan,M19-24,0.5608,0.9033,5.9991,16.8781,3.3642,1.9057,-1.4585,1.4585,1,1.3,0.8,0,0.0,0.7137,121.874,134.14,144.066,0,5220,0,390,835.869,317.806,1938.444
80,Manhattan,M24-31,0.5469,0.9701,6.5123,16.2979,3.5617,1.9764,-1.5854,1.5854,1,1.3,0.8,0,0.0,0.4967,118.618,146.716,167.252,0,5293,0,397,869.414,321.526,1966.085
81,Manhattan,M12-19,0.4645,0.8658,7.9615,15.2893,3.6984,1.6546,-2.0438,2.0438,1,1.3,0.8,0,0.0,0.5945,111.585,114.012,121.783,0,5360,0,402,803.019,265.167,1991.42
82,Manhattan,M24-31,0.476,0.9701,7.7764,16.2979,3.7016,1.9764,-1.7252,1.7252,1,1.3,0.8,0,0.0,0.4967,113.524,124.371,133.668,0,5428,0,407,831.394,277.66,2017.056
83,Manhattan,M70-78,0.4623,0.8814,9.1783,17.8948,4.2431,1.9715,-2.2717,2.2717,1,1.3,0.8,0,0.0,0.267,98.061,119.001,148.717,0,5494,0,412,823.215,269.317,2040.857
84,Manhattan,M52-61,0.5489,0.87,6.5077,16.2874,3.5721,1.7712,-1.801,1.801,1,1.3,0.8,0,0.0,0.5575,122.525,140.897,140.807,0,5567,0,419,846.946,315.695,2068.516
85,Manhattan,M52-61,0.508,0.87,6.9416,16.2874,3.5265,1.7712,-1.7553,1.7553,1,1.3,0.8,0,0.0,0.5575,116.004,136.948,137.792,0,5637,0,425,823.783,290.173,2095.387
86,Manhattan,M19-24,0.5017,0.9033,7.7838,16.8781,3.9052,1.9057,-1.9995,1.9995,1,1.3,0.8,0,0.0,0.7137,105.719,131.706,135.178,0,5707,0,431,818.455,285.845,2121.167
87,Manhattan,M24-31,0.5136,0.9701,7.0889,16.2979,3.6411,1.9764,-1.6647,1.6647,1,1.3,0.8,0,0.0,0.4967,108.632,137.517,155.166,0,5778,0,437,827.544,293.781,2147.888
88,Manhattan,M31-37,0.5246,0.9241,7.2096,17.9614,3.7822,2.0747,-1.7076,1.7076,1,1.3,0.8,0,0.0,0.9726,108.398,132.761,139.997,0,5849,0,443,867.009,310.163,2174.524
89,Manhattan,M61-70,0.5087,0.8998,7.9669,17.3999,4.0529,1.957,-2.096,2.096,1,1.3,0.8,0,0.0,0.3553,104.176,127.281,148.542,0,5919,0,449,828.356,291.771,2200.117
90,Manhattan,M52-61,0.5287,0.87,6.7396,16.2874,3.5631,1.7712,-1.792,1.792,1,1.3,0.8,0,0.0,0.5575,119.235,138.884,155.066,0,5991,0,455,855.826,308.858,2227.365
91,Manhattan,M31-37,0.5128,0.9241,8.3208,17.9614,4.2668,2.0747,-2.1922,2.1922,1,1.3,0.8,0,0.0,0.9726,117.932,141.018,154.147,0,6062,0,461,861.532,302.982,2252.541
92,Manhattan,M45-52,0.5347,0.9708,7.4382,18.1477,3.9771,2.2022,-1.7749,1.7749,1,1.3,0.8,0,0.0,0.386,119.249,143.978,140.813,0,6134,0,467,832.772,304.898,2278.951
93,Manhattan,M61-70,0.5168,0.8998,7.4636,17.3999,3.8572,1.957,-1.9003,1.9003,1,1.3,0.8,0,0.0,0.3553,112.066,139.171,144.558,0,6205,0,473,849.676,301.514,2305.222
94,Manhattan,M78-85,0.5772,0.9792,6.4659,16.5279,3.7322,2.023,-1.7092,1.7092,1,1.3,0.8,0,0.0,0.6798,118.324,134.669,162.783,0,6281,0,480,847.282,328.986,2333.103
95,Manhattan,M31-37,0.5357,0.9241,6.7734,17.9614,3.6286,2.0747,-1.5539,1.5539,1,1.3,0.8,0,0.0,0.9726,120.391,130.841,164.78,0,6353,0,486,841.479,307.936,2360.351
96,Manhattan,M37-45,0.521,0.9245,7.6787,18.6502,4.0008,2.1552,-1.8457,1.8457,1,1.3,0.8,0,0.0,0.293,110.478,138.422,146.61,0,6424,0,492,872.014,309.89,2386.379
97,Manhattan,M70-78,0.5744,0.8814,7.0264,17.8948,4.0359,1.9715,-2.0645,2.0645,1,1.3,0.8,0,0.0,0.267,132.986,142.065,176.866,0,6499,0,499,859.922,331.664,2413.542
98,Manhattan,M52-61,0.5274,0.87,6.9478,16.2874,3.6641,1.7712,-1.8929,1.8929,1,1.3,0.8,0,0.0,0.5575,110.937,134.563,144.823,0,6571,0,505,828.65,300.353,2440.522
99,Manhattan,M31-37,0.5704,0.9241,6.9214,17.9614,3.9481,2.0747,-1.8734,1.8734,1,1.3,0.8,0,0.0,0.9726,121.178,134.633,156.534,0,6646,0,512,897.776,341.661,2467.792
100,Manhattan,M24-31,0.4963,0.9701,7.4719,16.2979,3.7082,1.9764,-1.7318,1.7318,1,1.3,0.8,0,0.0,0.4967,118.026,118.239,129.107,0,6715,0,518,834.003,287.645,2493.93
101,Manhattan,M19-24,0.5747,0.9033,5.5519,16.8781,3.1908,1.9057,-1.285,1.285,1,1.3,0.8,0,0.0,0.7137,115.456,146.294,150.607,0,6790,0,525,845.65,327.304,2522.939
102,Manhattan,M12-19,0.5815,0.8658,5.6487,15.2893,3.2848,1.6546,-1.6302,1.6302,1,1.3,0.8,0,0.0,0.5945,118.785,152.407,168.586,0,6866,0,532,863.995,336.337,2551.867
103,Manhattan,M31-37,0.5166,0.9241,7.9611,17.9614,4.1125,2.0747,-2.0378,2.0378,1,1.3,0.8,0,0.0,0.9726,118.877,136.594,149.776,0,6937,0,538,852.795,302.293,2577.515
104,Manhattan,M45-52,0.4965,0.9708,8.5579,18.1477,4.2491,2.2022,-2.0469,2.0469,1,1.3,0.8,0,0.0,0.386,106.431,119.642,153.14,0,7006,0,544,815.345,282.652,2602.296
105,Manhattan,M78-85,0.5713,0.9792,6.1852,16.5279,3.5337,2.023,-1.5107,1.5107,1,1.3,0.8,0,0.0,0.6798,127.086,140.131,164.783,0,7081,0,551,856.356,329.087,2630.493
106,Manhattan,M52-61,0.5975,0.87,5.3997,16.2874,3.2265,1.7712,-1.4553,1.4553,1,1.3,0.8,0,0.0,0.5575,123.756,154.985,168.157,0,7158,0,559,883.44,350.337,2659.828
107,Manhattan,M12-19,0.5244,0.8658,6.1061,15.2893,3.2023,1.6546,-1.5477,1.5477,1,1.3,0.8,0,0.0,0.5945,122.259,139.352,138.427,0,7229,0,565,843.288,303.241,2687.842
108,Manhattan,M45-52,0.5869,0.9708,5.9471,18.1477,3.4902,2.2022,-1.288,1.288,1,1.3,0.8,0,0.0,0.386,122.381,154.346,164.721,0,7305,0,573,900.043,350.515,2716.43
109,Manhattan,M78-85,0.5865,0.9792,5.5438,16.5279,3.2512,2.023,-1.2282,1.2282,1,1.3,0.8,0,0.0,0.6798,128.997,142.978,168.911,0,7381,0,581,860.337,337.506,2745.519
110,Manhattan,M70-78,0.5608,0.8814,6.1954,17.8948,3.4746,1.9715,-1.5031,1.5031,1,1.3,0.8,0,0.0,0.267,114.162,131.845,172.878,0,7455,0,588,851.141,322.544,2773.64
111,Manhattan,M45-52,0.4865,0.9708,8.3268,18.1477,4.0507,2.2022,-1.8485,1.8485,1,1.3,0.8,0,0.0,0.386,104.22,120.136,131.824,0,7523,0,593,794.463,272.563,2798.65
112,Manhattan,M45-52,0.5449,0.9708,7.3511,18.1477,4.0057,2.2022,-1.8035,1.8035,1,1.3,0.8,0,0.0,0.386,117.36,146.381,138.876,0,7596,0,600,874.991,322.239,2825.231
113,Manhattan,M52-61,0.5582,0.87,6.1486,16.2874,3.4321,1.7712,-1.661,1.661,1,1.3,0.8,0,0.0,0.5575,115.62,129.5,165.395,0,7670,0,607,855.212,322.559,2853.394
114,Manhattan,M12-19,0.5436,0.8658,5.8733,15.2893,3.1925,1.6546,-1.5379,1.5379,1,1.3,0.8,0,0.0,0.5945,124.245,146.427,155.425,0,7743,0,614,856.007,315.91,2881.814
115,Manhattan,M31-37,0.5782,0.9241,5.9976,17.9614,3.4678,2.0747,-1.3932,1.3932,1,1.3,0.8,0,0.0,0.9726,128.545,146.32,154.759,0,7819,0,621,871.22,337.058,2910.286
116,Manhattan,M70-78,0.5427,0.8814,7.3279,17.8948,3.9767,1.9715,-2.0053,2.0053,1,1.3,0.8,0,0.0,0.267,117.249,133.538,136.993,0,7892,0,628,879.281,322.446,2936.882
117,Manhattan,M19-24,0.5348,0.9033,7.1773,16.8781,3.8383,1.9057,-1.9325,1.9325,1,1.3,0.8,0,0.0,0.7137,115.351,133.586,169.914,0,7964,0,634,867.016,315.015,2963.619
118,Manhattan,M31-37,0.5203,0.9241,7.7871,17.9614,4.0512,2.0747,-1.9766,1.9766,1,1.3,0.8,0,0.0,0.9726,117.503,137.151,152.132,0,8035,0,640,863.691,307.135,2989.507
119,Manhattan,M24-31,0.5946,0.9701,5.2043,16.2979,3.0943,1.9764,-1.1179,1.1179,1,1.3,0.8,0,0.0,0.4967,135.24,135.789,152.558,0,8112,0,648,895.058,352.691,3019.069
120,Manhattan,M31-37,0.5202,0.9241,7.5186,17.9614,3.9112,2.0747,-1.8365,1.8365,1,1.3,0.8,0,0.0,0.9726,113.288,143.396,159.794,0,8183,0,654,845.077,301.785,3045.292
121,Manhattan,M52-61,0.5086,0.87,6.6621,16.2874,3.3881,1.7712,-1.6169,1.6169,1,1.3,0.8,0,0.0,0.5575,109.461,131.002,165.074,0,8253,0,660,856.575,299.591,3072.516
122,Manhattan,M31-37,0.6065,0.9241,5.3154,17.9614,3.2238,2.0747,-1.1492,1.1492,1,1.3,0.8,0,0.0,0.9726,138.376,144.767,176.638,0,8331,0,668,882.693,354.449,3102.011
