# FCR baseline synthetic trace (formula-consistent template)
# Scenario=Delhi | Seed=902 | Duration=3600s | UpdateInterval=300s | α=0.8 | β=1.3 | δ=0.5
# Generated=2026-02-14T11:34:26.146249Z
"# NOTE: This is a synthetic, equation-constrained trace for comparison formatting. Use real simulator outputs for publication claims."

Time(s),Scenario,SegmentID,K_t (density),K_max,v_t (m/s),v_max (m/s),F_t (flow),F_cap (capacity),ResidualCap,F_exc (excess),Congested(0/1),CongestionExpansion_beta,Compliance_alpha,UpdateStep(0/1),ReroutedVolume_Ek,DetourPriority_L,TravelTimeLoss_Ck_Path1,TravelTimeLoss_Ck_Path2,TravelTimeLoss_Ck_Path3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
77,Delhi,D37-45,0.5493,0.9883,5.771,14.982,3.1703,2.036,-1.1343,1.1343,1,1.3,0.8,0,0.0,0.8588,117.133,130.038,143.613,0,5018,0,367,855.901,318.601,2012.699
78,Delhi,D19-24,0.4943,0.947,5.8568,13.1513,2.8948,1.7125,-1.1823,1.1823,1,1.3,0.8,0,0.0,0.2105,116.182,136.16,161.409,0,5087,0,373,802.315,278.11,2040.844
79,Delhi,D52-61,0.5191,0.9298,6.8277,14.9022,3.5442,1.9052,-1.639,1.639,1,1.3,0.8,0,0.0,0.1571,109.511,139.779,134.536,0,5158,0,379,847.073,301.84,2067.924
80,Delhi,D19-24,0.5607,0.947,5.0686,13.1513,2.8419,1.7125,-1.1294,1.1294,1,1.3,0.8,0,0.0,0.2105,127.22,140.356,150.478,0,5232,0,386,843.011,319.969,2097.452
81,Delhi,D37-45,0.5481,0.9883,5.3637,14.982,2.9401,2.036,-0.9041,0.9041,1,1.3,0.8,0,0.0,0.8588,120.262,130.087,154.463,0,5305,0,393,875.355,323.901,2126.536
82,Delhi,D24-31,0.5405,0.9101,6.0592,14.0529,3.2747,1.7585,-1.5162,1.5162,1,1.3,0.8,0,0.0,0.8393,119.116,125.431,147.754,0,5378,0,400,868.947,318.296,2154.705
83,Delhi,D24-31,0.5593,0.9101,4.9198,14.0529,2.7518,1.7585,-0.9933,0.9933,1,1.3,0.8,0,0.0,0.8393,121.97,134.76,171.83,0,5452,0,407,852.294,322.196,2184.411
84,Delhi,D70-78,0.4735,0.928,6.6086,14.2374,3.1289,1.8166,-1.3122,1.3122,1,1.3,0.8,0,0.0,0.2967,100.772,120.247,146.348,0,5519,0,412,840.335,278.822,2211.491
85,Delhi,D78-85,0.4673,0.9269,6.5372,12.8421,3.0546,1.6366,-1.418,1.418,1,1.3,0.8,0,0.0,0.6058,113.806,112.819,142.028,0,5586,0,417,792.519,263.674,2238.623
86,Delhi,D37-45,0.496,0.9883,6.7837,14.982,3.3644,2.036,-1.3284,1.3284,1,1.3,0.8,0,0.0,0.8588,102.274,133.113,146.356,0,5655,0,423,817.891,283.1,2265.62
87,Delhi,D12-19,0.4648,0.9978,6.5824,14.5748,3.0597,1.9996,-1.06,1.06,1,1.3,0.8,0,0.0,0.2722,110.854,125.839,141.12,0,5722,0,428,794.946,263.231,2292.681
88,Delhi,D52-61,0.4843,0.9298,7.3199,14.9022,3.5447,1.9052,-1.6396,1.6396,1,1.3,0.8,0,0.0,0.1571,101.788,119.424,139.237,0,5790,0,433,829.676,280.979,2318.936
89,Delhi,D45-52,0.4832,0.952,5.817,13.1093,2.8109,1.716,-1.0949,1.0949,1,1.3,0.8,0,0.0,0.4563,101.0,115.954,145.283,0,5858,0,438,809.788,275.218,2347.064
90,Delhi,D24-31,0.5084,0.9101,6.5125,14.0529,3.3107,1.7585,-1.5521,1.5521,1,1.3,0.8,0,0.0,0.8393,111.918,137.626,141.016,0,5928,0,444,822.204,289.884,2374.474
91,Delhi,D12-19,0.4953,0.9978,6.3676,14.5748,3.1536,1.9996,-1.154,1.154,1,1.3,0.8,0,0.0,0.2722,107.677,123.724,140.947,0,5997,0,450,857.019,293.445,2401.986
92,Delhi,D19-24,0.559,0.947,5.3659,13.1513,2.9994,1.7125,-1.2868,1.2868,1,1.3,0.8,0,0.0,0.2105,117.434,147.281,157.671,0,6071,0,457,878.611,330.113,2431.132
93,Delhi,D31-37,0.5188,0.8599,5.9915,13.4727,3.1083,1.593,-1.5153,1.5153,1,1.3,0.8,0,0.0,0.1868,105.509,139.894,149.056,0,6142,0,463,838.782,299.33,2459.256
94,Delhi,D78-85,0.5325,0.9269,5.703,12.8421,3.0371,1.6366,-1.4005,1.4005,1,1.3,0.8,0,0.0,0.6058,119.121,125.84,143.927,0,6214,0,469,876.192,316.635,2487.822
95,Delhi,D61-70,0.5308,0.8795,6.1287,15.2472,3.2532,1.8439,-1.4092,1.4092,1,1.3,0.8,0,0.0,0.46,124.886,143.07,167.132,0,6286,0,475,862.818,311.899,2515.846
96,Delhi,D78-85,0.5402,0.9269,5.2058,12.8421,2.8121,1.6366,-1.1755,1.1755,1,1.3,0.8,0,0.0,0.6058,111.737,141.004,164.719,0,6359,0,482,824.359,304.915,2545.08
97,Delhi,D78-85,0.554,0.9269,5.2538,12.8421,2.9104,1.6366,-1.2738,1.2738,1,1.3,0.8,0,0.0,0.6058,125.662,142.01,160.547,0,6433,0,489,844.375,317.262,2574.336
98,Delhi,D45-52,0.5657,0.952,4.9868,13.1093,2.8212,1.716,-1.1052,1.1052,1,1.3,0.8,0,0.0,0.4563,127.214,132.896,147.491,0,6508,0,496,895.042,338.492,2603.997
99,Delhi,D24-31,0.474,0.9101,6.2539,14.0529,2.9646,1.7585,-1.2061,1.2061,1,1.3,0.8,0,0.0,0.8393,98.803,121.498,144.076,0,6575,0,501,790.263,266.036,2631.524
100,Delhi,D24-31,0.4956,0.9101,6.0481,14.0529,2.9974,1.7585,-1.2389,1.2389,1,1.3,0.8,0,0.0,0.8393,108.808,128.099,161.079,0,6644,0,507,808.37,280.344,2659.438
101,Delhi,D52-61,0.585,0.9298,5.7736,14.9022,3.3774,1.9052,-1.4723,1.4723,1,1.3,0.8,0,0.0,0.1571,133.088,134.643,145.271,0,6720,0,515,888.089,345.731,2688.23
102,Delhi,D78-85,0.5062,0.9269,5.1156,12.8421,2.5897,1.6366,-0.9531,0.9531,1,1.3,0.8,0,0.0,0.6058,103.948,124.193,143.654,0,6790,0,521,832.784,291.871,2717.373
103,Delhi,D31-37,0.5762,0.8599,4.8547,13.4727,2.7973,1.593,-1.2044,1.2044,1,1.3,0.8,0,0.0,0.1868,116.624,139.811,169.076,0,6866,0,528,891.191,342.432,2747.262
104,Delhi,D31-37,0.4985,0.8599,5.6212,13.4727,2.8019,1.593,-1.209,1.209,1,1.3,0.8,0,0.0,0.1868,108.957,127.731,136.979,0,6935,0,534,807.286,281.318,2775.726
105,Delhi,D52-61,0.5645,0.9298,5.7421,14.9022,3.2414,1.9052,-1.3363,1.3363,1,1.3,0.8,0,0.0,0.1571,120.951,148.736,149.445,0,7010,0,541,871.225,330.495,2804.436
106,Delhi,D45-52,0.5491,0.952,4.7748,13.1093,2.6219,1.716,-0.9059,0.9059,1,1.3,0.8,0,0.0,0.4563,121.17,145.157,158.353,0,7083,0,548,838.472,313.234,2834.262
107,Delhi,D24-31,0.4894,0.9101,6.8543,14.0529,3.3544,1.7585,-1.5958,1.5958,1,1.3,0.8,0,0.0,0.8393,109.656,128.729,157.019,0,7152,0,554,848.572,288.399,2861.13
108,Delhi,D52-61,0.5578,0.9298,5.416,14.9022,3.0209,1.9052,-1.1157,1.1157,1,1.3,0.8,0,0.0,0.1571,112.93,148.253,156.236,0,7226,0,561,868.686,326.488,2890.207
109,Delhi,D31-37,0.5279,0.8599,6.1742,13.4727,3.2594,1.593,-1.6664,1.6664,1,1.3,0.8,0,0.0,0.1868,115.645,135.773,167.054,0,7298,0,567,823.891,299.213,2918.157
110,Delhi,D37-45,0.555,0.9883,5.4631,14.982,3.0319,2.036,-0.9959,0.9959,1,1.3,0.8,0,0.0,0.8588,120.086,143.416,139.609,0,7372,0,574,865.029,324.04,2947.158
111,Delhi,D24-31,0.5574,0.9101,5.0145,14.0529,2.7952,1.7585,-1.0366,1.0366,1,1.3,0.8,0,0.0,0.8393,122.25,136.981,156.501,0,7446,0,581,871.882,327.301,2976.734
112,Delhi,D37-45,0.5406,0.9883,5.745,14.982,3.1059,2.036,-1.07,1.07,1,1.3,0.8,0,0.0,0.8588,118.801,142.879,157.069,0,7519,0,588,852.859,313.595,3005.297
113,Delhi,D31-37,0.588,0.8599,4.8431,13.4727,2.8476,1.593,-1.2546,1.2546,1,1.3,0.8,0,0.0,0.1868,125.985,149.036,170.112,0,7596,0,596,871.142,341.711,3035.27
114,Delhi,D45-52,0.5201,0.952,5.0419,13.1093,2.6221,1.716,-0.9061,0.9061,1,1.3,0.8,0,0.0,0.4563,119.804,124.162,165.858,0,7667,0,602,847.359,302.371,3064.588
115,Delhi,D45-52,0.5311,0.952,6.0017,13.1093,3.1873,1.716,-1.4713,1.4713,1,1.3,0.8,0,0.0,0.4563,125.028,139.707,134.26,0,7739,0,608,851.842,308.814,3092.773
116,Delhi,D52-61,0.5504,0.9298,5.4685,14.9022,3.0101,1.9052,-1.1049,1.1049,1,1.3,0.8,0,0.0,0.1571,121.24,139.191,160.532,0,7813,0,615,867.417,322.6,3121.74
117,Delhi,D19-24,0.53,0.947,5.015,13.1513,2.6579,1.7125,-0.9453,0.9453,1,1.3,0.8,0,0.0,0.2105,110.742,137.942,165.071,0,7885,0,621,856.083,309.542,3151.151
118,Delhi,D52-61,0.4933,0.9298,6.8068,14.9022,3.3579,1.9052,-1.4527,1.4527,1,1.3,0.8,0,0.0,0.1571,107.001,132.323,161.764,0,7954,0,627,824.367,283.666,3178.102
119,Delhi,D52-61,0.5506,0.9298,5.9772,14.9022,3.291,1.9052,-1.3858,1.3858,1,1.3,0.8,0,0.0,0.1571,120.637,127.486,149.442,0,8028,0,634,831.641,311.84,3206.434
120,Delhi,D37-45,0.5847,0.9883,5.2425,14.982,3.0652,2.036,-1.0293,1.0293,1,1.3,0.8,0,0.0,0.8588,128.749,134.08,150.145,0,8104,0,641,907.852,351.947,3235.889
121,Delhi,D78-85,0.5179,0.9269,5.8543,12.8421,3.0321,1.6366,-1.3955,1.3955,1,1.3,0.8,0,0.0,0.6058,121.878,126.207,138.683,0,8175,0,647,863.651,306.022,3264.179
122,Delhi,D78-85,0.5934,0.9269,4.7949,12.8421,2.8452,1.6366,-1.2086,1.2086,1,1.3,0.8,0,0.0,0.6058,127.327,135.088,160.413,0,8252,0,655,888.455,349.96,3294.246
123,Delhi,D19-24,0.6032,0.947,4.3086,13.1513,2.5991,1.7125,-0.8866,0.8866,1,1.3,0.8,0,0.0,0.2105,126.796,137.039,166.596,0,8330,0,663,863.278,346.421,3324.979
