# ICDDR NO-REROUTE baseline trace (formula-consistent template)
# Scenario=Manhattan | Seed=1201 | Duration=3600s | RSU_Distance=1000m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:59:41.652054Z
"# NOTE: Congestion detection + dissemination active, but rerouting is DISABLED (all reroute flags = 0)."

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,CAM_ID,Ms_slope,Mr_slope,Theta_deg,DeltaC,Relevance_R,Urgency_U,TimeFactor_T,rho,gamma,Dnorm,SuitabilityIndex_Si,ForwarderSelected(0/1),w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
16,1,210,M31-37,380,18,54,15.627,10.299,0.659,0.333,0.334,0,2,,1.641,-0.577,88.63,0.674,0.492,0.566,0.674,0.618,0.382,0.104,0.344,0,21.4875,43.2297,1.0119,1,0,260.017,284.672,297.377,0,1019,20,92,549.995,231.653,186.561
17,1,216,M70-78,380,22,54,20.147,11.401,0.566,0.407,0.41,0,3,,-0.569,-0.489,3.559,4.563,1.0,0.626,0.592,0.609,0.391,0.736,0.897,0,22.2006,37.3596,0.6828,1,0,294.727,319.63,361.242,0,1077,22,97,578.327,270.51,197.662
18,1,327,M12-19,420,22,60,17.137,11.235,0.656,0.367,0.364,0,2,,-1.627,-1.841,3.067,5.992,1.0,0.607,0.601,0.614,0.386,0.886,0.956,0,54.2625,45.7771,0.1564,0,0,289.294,304.174,335.343,0,1140,22,102,558.131,251.275,208.684
19,1,339,M61-70,180,10,26,18.527,11.709,0.632,0.385,0.383,0,2,,0.712,-0.825,74.978,5.188,0.917,0.669,0.524,0.624,0.376,0.862,0.896,0,50.5906,18.6258,0.6318,1,0,290.783,329.397,355.256,0,1201,23,108,584.383,264.595,219.24
20,1,113,M31-37,460,27,66,16.295,9.472,0.581,0.409,0.41,0,3,,-1.774,-1.407,5.996,4.026,1.0,0.623,0.611,0.611,0.389,0.353,0.749,0,43.2297,56.0503,0.2966,1,0,290.269,327.213,327.908,0,1262,24,115,602.787,275.248,232.764
21,1,107,M12-19,220,11,31,18.54,12.23,0.66,0.355,0.353,0,2,,1.548,-1.377,68.862,8.101,0.383,0.663,0.564,0.638,0.362,0.228,0.327,0,54.2625,21.782,0.5986,1,0,293.999,316.695,348.906,0,1319,25,120,574.763,263.234,242.46
22,1,329,M45-52,260,12,37,14.8,10.176,0.688,0.324,0.323,0,2,,0.747,0.809,2.214,0.493,1.0,0.629,0.623,0.642,0.358,0.25,0.731,0,28.1963,30.8098,0.0927,0,0,282.095,311.706,308.692,0,1387,27,126,519.753,219.033,254.51
23,1,346,M31-37,420,26,60,18.263,9.954,0.545,0.433,0.435,0,3,,-0.286,1.268,67.706,2.287,0.876,0.719,0.54,0.637,0.363,0.342,0.683,0,56.0503,47.2454,0.1571,0,0,313.561,339.191,357.508,0,1463,28,133,604.066,291.083,267.602
24,1,284,M37-45,220,13,31,18.111,10.775,0.595,0.419,0.418,0,3,,1.015,0.589,14.925,8.013,0.583,0.62,0.654,0.615,0.385,0.438,0.527,0,27.0079,24.4722,0.0939,0,0,289.508,323.91,328.488,0,1531,29,139,589.22,274.081,279.568
25,1,366,M45-52,460,22,66,14.649,10.306,0.704,0.333,0.33,0,2,,1.304,0.884,11.026,8.586,0.061,0.571,0.529,0.591,0.409,0.457,0.223,0,28.1963,55.8254,0.9799,1,0,284.997,302.75,351.608,0,1583,30,144,525.797,243.949,291.519
26,1,274,M45-52,180,11,26,19.863,11.575,0.583,0.423,0.422,0,3,,1.751,1.084,12.956,5.478,0.072,0.628,0.514,0.59,0.41,0.995,0.451,0,55.8254,18.352,0.6713,1,0,298.405,324.091,358.209,0,1655,31,151,583.083,284.182,302.512
27,1,168,M12-19,380,19,54,17.259,11.594,0.672,0.352,0.349,0,2,,0.743,-1.363,89.665,3.412,0.498,0.574,0.694,0.62,0.38,0.107,0.35,0,21.782,40.2367,0.8472,1,0,259.448,280.747,311.507,0,1719,32,156,567.603,268.066,312.982
28,1,350,M37-45,300,15,43,16.69,10.579,0.634,0.349,0.351,0,2,,-0.031,1.596,59.696,6.517,0.332,0.62,0.552,0.616,0.384,0.817,0.518,0,27.0079,32.7032,0.2109,1,0,275.394,290.118,335.22,0,1781,33,161,577.304,266.789,324.7
29,1,322,M52-61,300,16,43,16.144,10.557,0.654,0.372,0.369,0,2,,0.891,-0.996,86.599,5.333,0.981,0.591,0.625,0.609,0.391,0.075,0.627,0,37.1909,34.9844,0.0593,0,0,282.427,304.679,348.722,0,1847,34,167,576.152,250.797,336.608
30,1,215,M19-24,500,29,71,16.861,10.383,0.616,0.408,0.406,0,3,,1.421,0.755,17.807,4.518,0.599,0.7,0.607,0.649,0.351,0.42,0.536,0,32.2039,58.8277,0.8267,1,0,286.815,299.381,354.22,0,1907,36,173,593.005,272.994,348.989
31,1,352,M19-24,260,14,37,16.743,10.599,0.633,0.378,0.377,0,2,,-1.467,0.455,80.16,4.92,0.945,0.629,0.679,0.637,0.363,0.17,0.664,0,58.8277,29.5036,0.4985,1,0,292.965,320.796,345.491,0,1975,37,180,575.63,271.192,360.889
32,1,260,M45-52,420,22,60,16.226,10.481,0.646,0.367,0.365,0,2,,-0.589,1.305,83.017,0.594,0.961,0.669,0.565,0.637,0.363,0.248,0.703,0,18.352,48.3468,1.6344,1,0,297.89,326.883,337.567,0,2033,38,185,567.768,257.468,372.854
33,1,146,M37-45,420,23,60,17.195,10.663,0.62,0.383,0.383,0,2,,-1.202,0.633,82.561,2.065,0.959,0.68,0.671,0.659,0.341,0.764,0.892,0,32.7032,46.7404,0.4292,1,0,294.849,326.337,344.237,0,2089,39,190,597.044,280.1,384.708
34,1,183,M12-19,500,29,71,13.803,8.308,0.602,0.408,0.407,0,3,,1.403,-0.572,84.271,2.671,0.468,0.667,0.514,0.614,0.386,0.459,0.465,0,40.2367,71.8573,0.7859,1,0,307.091,345.894,371.225,0,2159,40,196,586.397,276.522,399.682
35,1,128,M37-45,220,11,31,17.852,11.629,0.651,0.355,0.354,0,2,,0.224,-1.347,66.057,3.024,0.367,0.574,0.61,0.603,0.397,0.656,0.482,0,46.7404,22.6211,0.516,1,0,282.036,303.37,328.062,0,2213,42,201,539.152,260.146,410.129
36,1,279,M19-24,460,28,66,16.186,8.558,0.529,0.424,0.429,0,3,,0.155,1.142,39.971,0.074,0.722,0.661,0.57,0.617,0.383,0.43,0.61,0,29.5036,57.6495,0.954,1,0,308.096,318.473,351.767,0,2286,44,208,600.189,265.132,424.901
37,1,129,M78-85,420,24,60,16.493,10.28,0.623,0.4,0.398,0,2,,1.075,-0.365,67.145,5.26,0.373,0.601,0.645,0.609,0.391,0.112,0.271,0,42.8795,49.9119,0.164,0,0,275.765,286.08,326.35,0,2354,46,214,560.547,261.256,437.351
38,1,174,M78-85,340,18,49,15.117,9.449,0.625,0.367,0.368,0,2,,-1.873,0.995,73.233,3.692,0.407,0.66,0.625,0.645,0.355,0.505,0.442,0,42.8795,42.0509,0.0193,0,0,299.488,312.993,339.268,0,2413,48,220,574.814,251.594,450.611
39,1,369,M19-24,300,19,43,14.906,8.311,0.558,0.442,0.442,0,3,,-0.944,1.819,75.464,7.148,0.919,0.674,0.667,0.638,0.362,0.891,0.909,0,57.6495,41.8417,0.2742,1,0,322.786,338.249,353.077,0,2491,49,227,628.914,303.938,465.815
40,1,186,M19-24,220,13,31,15.838,9.425,0.595,0.419,0.418,0,3,,1.186,1.777,10.769,3.931,0.06,0.678,0.511,0.615,0.385,0.594,0.265,0,41.8417,27.9844,0.3312,1,0,288.517,323.013,345.31,0,2557,50,234,612.641,282.715,479.468
41,1,104,M24-31,420,23,60,16.323,10.421,0.638,0.383,0.381,0,2,,-0.985,-0.059,41.218,0.451,0.729,0.628,0.574,0.614,0.386,0.925,0.805,0,28.3275,49.237,0.7381,1,0,268.488,289.74,307.228,0,2623,50,240,556.198,242.783,491.626
42,1,131,M19-24,260,14,37,16.581,10.715,0.646,0.378,0.376,0,2,,1.88,-0.562,88.676,3.848,0.493,0.648,0.583,0.627,0.373,0.556,0.516,0,27.9844,29.7916,0.0646,0,0,302.378,318.806,364.099,0,2692,52,246,561.223,261.264,503.38
43,1,299,M78-85,420,23,60,14.988,9.14,0.61,0.383,0.384,0,2,,1.459,1.402,1.064,0.611,1.0,0.612,0.613,0.614,0.386,0.228,0.702,0,42.8795,53.6245,0.2506,1,0,284.24,304.94,336.113,0,2757,53,251,580.422,267.117,517.138
44,1,193,M52-61,500,31,71,16.37,8.871,0.542,0.437,0.439,0,3,,-0.716,-1.244,15.614,2.415,0.087,0.696,0.688,0.654,0.346,0.669,0.288,0,37.1909,63.0389,0.695,1,0,321.045,342.297,362.189,0,2826,54,258,618.75,293.76,531.606
45,1,109,M19-24,340,22,49,16.093,8.212,0.51,0.449,0.453,0,3,,-0.018,0.913,43.429,3.892,0.741,0.735,0.591,0.651,0.349,0.574,0.683,0,27.9844,44.3583,0.5851,1,0,286.185,317.258,351.405,0,2892,56,264,587.17,280.91,546.983
46,1,223,M45-52,220,12,31,16.335,9.837,0.602,0.387,0.388,0,2,,-1.457,0.488,81.569,4.184,0.953,0.683,0.659,0.657,0.343,0.318,0.736,0,48.3468,25.9133,0.464,1,0,285.629,295.633,347.334,0,2950,57,270,584.085,260.422,559.897
47,1,107,M52-61,220,13,31,19.034,10.653,0.56,0.419,0.421,0,3,,1.964,1.699,3.493,4.692,1.0,0.687,0.641,0.646,0.354,0.495,0.821,0,63.0389,23.2848,0.6306,1,0,294.083,332.73,357.301,0,3009,59,277,613.912,291.056,572.016
48,1,195,M70-78,340,19,49,16.378,9.693,0.592,0.388,0.39,0,2,,1.135,-1.86,69.662,4.921,0.387,0.602,0.538,0.592,0.408,0.162,0.295,0,37.3596,39.9812,0.0702,0,0,288.426,312.131,326.38,0,3067,61,283,552.96,254.143,585.113
49,1,162,M70-78,460,27,66,17.454,10.128,0.58,0.409,0.41,0,3,,1.561,-1.68,63.4,5.211,0.352,0.651,0.522,0.607,0.393,0.966,0.594,0,37.3596,52.3301,0.4007,1,0,303.087,337.945,368.893,0,3133,62,289,575.57,257.469,597.816
50,1,257,M24-31,420,24,60,16.26,10.085,0.62,0.4,0.398,0,2,,-0.31,-1.824,44.031,5.278,0.745,0.688,0.58,0.64,0.36,0.207,0.551,0,49.237,50.6271,0.0282,0,0,275.756,311.212,330.438,0,3189,64,295,588.478,261.886,610.51
51,1,192,M61-70,460,29,66,17.401,10.066,0.578,0.439,0.438,0,3,,1.627,-1.969,58.5,0.909,0.825,0.67,0.665,0.636,0.364,0.771,0.806,0,18.6258,54.7686,1.9405,1,0,296.136,324.47,355.701,0,3250,65,302,628.612,282.244,623.504
52,1,387,M12-19,500,33,71,14.994,8.083,0.539,0.465,0.464,0,3,,1.568,0.81,18.451,3.653,0.603,0.722,0.681,0.658,0.342,0.933,0.716,0,71.8573,71.5475,0.0043,0,0,317.715,331.862,350.243,0,3317,66,310,606.944,290.875,639.154
53,1,258,M61-70,260,17,37,15.55,8.35,0.537,0.459,0.46,0,3,,-1.141,-1.995,14.617,1.288,0.581,0.732,0.506,0.629,0.371,0.888,0.695,0,54.7686,35.6139,0.3497,1,0,328.125,357.54,370.868,0,3397,67,318,630.726,284.715,654.433
54,1,345,M70-78,380,25,54,16.308,7.908,0.485,0.463,0.468,0,3,,0.352,0.553,9.548,5.183,1.0,0.692,0.646,0.637,0.363,0.348,0.763,0,52.3301,49.8706,0.047,0,0,308.22,321.447,377.791,0,3472,69,326,637.484,294.831,670.289
55,1,251,M24-31,180,10,26,17.276,10.593,0.613,0.385,0.385,0,2,,-1.442,-0.726,19.268,0.25,0.107,0.632,0.513,0.603,0.397,0.88,0.414,0,49.237,19.975,0.5943,1,0,306.42,318.655,340.069,0,3538,70,332,596.933,256.805,682.239
56,1,142,M31-37,380,21,54,17.204,10.695,0.622,0.389,0.388,0,2,,-1.166,0.606,80.571,4.427,0.948,0.643,0.617,0.628,0.372,0.212,0.674,0,56.0503,42.609,0.2398,1,0,304.323,318.35,360.924,0,3601,72,338,598.729,263.527,694.093
57,1,345,M12-19,220,12,31,17.539,10.704,0.61,0.387,0.387,0,2,,-1.148,-0.524,21.31,2.938,0.118,0.645,0.627,0.632,0.368,0.366,0.209,0,71.8573,24.1336,0.6641,1,0,291.856,318.758,329.011,0,3667,73,344,554.566,252.627,705.923
58,1,166,M31-37,500,31,71,17.387,9.84,0.566,0.437,0.436,0,3,,-0.703,-1.614,23.121,8.113,0.628,0.632,0.616,0.608,0.392,0.653,0.638,0,42.609,59.3498,0.3929,1,0,295.128,330.114,336.283,0,3732,74,350,614.385,294.054,719.179
59,1,136,M12-19,340,19,49,18.253,11.048,0.605,0.388,0.388,0,2,,0.013,0.621,31.102,1.227,0.173,0.675,0.634,0.648,0.352,0.816,0.399,0,24.1336,35.8741,0.4865,1,0,289.789,318.083,325.09,0,3797,76,355,575.459,259.733,730.583
60,1,282,M19-24,340,19,49,14.213,8.747,0.615,0.388,0.387,0,2,,0.872,0.609,9.758,4.675,1.0,0.629,0.652,0.628,0.372,0.101,0.666,0,44.3583,46.0688,0.0386,0,0,289.856,317.723,326.992,0,3861,77,362,598.16,276.827,744.863
61,1,325,M31-37,380,24,54,15.478,8.663,0.56,0.444,0.444,0,3,,0.28,1.226,35.171,5.374,0.695,0.672,0.639,0.63,0.37,0.601,0.661,0,59.3498,51.2252,0.1369,0,0,307.383,330.633,361.998,0,3924,78,368,626.232,294.811,759.646
62,1,397,M19-24,180,11,26,15.783,8.637,0.547,0.423,0.426,0,3,,-1.339,1.608,68.626,3.022,0.881,0.655,0.528,0.606,0.394,0.564,0.756,0,44.3583,23.0961,0.4793,1,0,287.747,321.59,341.265,0,4000,79,375,595.101,282.907,774.311
63,1,246,M70-78,260,15,37,15.482,8.817,0.57,0.405,0.408,0,3,,1.403,-1.937,62.785,8.773,0.349,0.62,0.56,0.6,0.4,0.414,0.375,0,52.3301,33.1693,0.3662,1,0,312.578,343.038,382.552,0,4060,81,381,603.877,273.509,788.628
64,1,322,M12-19,420,27,60,14.957,7.874,0.526,0.45,0.452,0,3,,-1.626,-0.036,56.35,4.7,0.313,0.737,0.631,0.66,0.34,0.379,0.336,0,35.8741,59.039,0.6457,1,0,304.496,343.796,333.725,0,4121,83,388,590.298,286.594,804.435
65,1,146,M61-70,300,18,43,15.315,8.684,0.567,0.419,0.42,0,3,,0.19,-1.072,57.725,7.067,0.821,0.627,0.66,0.62,0.38,0.715,0.78,0,35.6139,39.4219,0.1069,0,0,285.947,304.748,328.183,0,4193,85,396,590.729,280.769,819.011
66,1,314,M24-31,460,28,66,14.915,8.841,0.593,0.424,0.423,0,3,,-0.364,-0.324,2.082,0.573,1.0,0.715,0.61,0.652,0.348,0.109,0.69,0,19.975,62.5626,2.1321,1,0,299.0,337.091,328.008,0,4270,87,403,609.104,291.63,833.429
67,1,383,M12-19,340,22,49,16.893,9.019,0.534,0.449,0.451,0,3,,-0.016,-0.015,0.039,6.113,1.0,0.726,0.511,0.631,0.369,0.909,0.967,0,59.039,42.258,0.2842,1,0,324.659,338.265,378.17,0,4346,89,410,587.651,283.893,847.798
68,1,386,M12-19,420,28,60,15.904,8.474,0.533,0.467,0.467,0,3,,1.817,-0.656,85.553,2.785,0.475,0.731,0.568,0.639,0.361,0.174,0.367,0,42.258,56.806,0.3443,1,0,311.577,325.02,339.489,0,4411,90,416,634.66,310.801,862.973
69,1,213,M31-37,380,26,54,14.265,7.034,0.493,0.481,0.484,0,3,,-1.118,0.715,83.76,6.026,0.465,0.758,0.563,0.647,0.353,0.276,0.399,0,59.3498,58.4677,0.0149,0,0,332.975,352.013,375.28,0,4492,91,425,609.442,287.23,880.051
70,1,321,M52-61,260,16,37,15.38,9.07,0.59,0.432,0.43,0,3,,-1.112,-0.458,23.415,2.754,0.63,0.687,0.506,0.615,0.385,0.987,0.767,0,23.2848,34.6871,0.4897,1,0,301.785,339.968,334.972,0,4566,93,432,624.839,289.251,894.24
71,1,352,M52-61,500,29,71,14.428,8.021,0.556,0.408,0.412,0,3,,1.868,1.45,6.419,8.254,0.536,0.616,0.56,0.598,0.402,0.276,0.431,0,34.6871,68.7474,0.9819,1,0,305.414,339.371,363.759,0,4628,95,438,605.622,276.414,909.573
72,1,367,M31-37,500,33,71,15.787,8.337,0.528,0.465,0.466,0,3,,-1.582,0.185,68.2,8.318,0.379,0.652,0.588,0.604,0.396,0.835,0.559,0,59.3498,67.9554,0.145,0,0,325.205,359.204,368.741,0,4699,96,445,631.406,298.263,924.905
73,1,324,M19-24,180,11,26,18.08,10.737,0.594,0.423,0.421,0,3,,0.099,-1.054,52.131,7.534,0.79,0.662,0.639,0.632,0.368,0.145,0.552,0,23.0961,20.1614,0.1271,0,0,317.707,352.395,363.474,0,4776,97,453,585.896,268.915,936.945
74,1,367,M61-70,300,19,43,17.485,9.647,0.552,0.442,0.443,0,3,,1.316,-1.017,81.745,5.299,0.954,0.709,0.543,0.631,0.369,0.468,0.774,0,35.6139,35.6694,0.0016,0,0,287.011,319.353,326.291,0,4841,98,460,628.77,297.075,950.48
75,1,339,M37-45,420,26,60,16.125,9.034,0.56,0.433,0.434,0,3,,1.41,-0.29,70.84,5.585,0.894,0.653,0.508,0.598,0.402,0.419,0.703,0,22.6211,53.5127,1.3656,1,0,291.43,302.243,347.223,0,4905,99,466,614.592,278.492,964.721
76,1,197,M19-24,500,32,71,18.025,9.24,0.513,0.451,0.454,0,3,,1.321,1.083,5.581,3.366,1.0,0.731,0.696,0.67,0.33,0.512,0.839,0,23.0961,58.379,1.5277,1,0,309.629,321.282,372.453,0,4971,100,473,629.29,291.623,978.826
77,1,160,M78-85,340,24,49,15.687,7.693,0.49,0.49,0.492,0,3,,0.595,-0.946,74.159,6.859,0.912,0.671,0.576,0.604,0.396,0.765,0.854,0,53.6245,48.1045,0.1029,0,0,326.199,357.888,358.522,0,5051,102,481,632.561,295.269,995.138
78,1,343,M19-24,420,26,60,17.06,9.172,0.538,0.433,0.436,0,3,,0.605,1.104,16.667,4.696,0.593,0.669,0.583,0.621,0.379,0.803,0.672,0,58.379,50.5773,0.1336,0,0,313.808,345.73,354.226,0,5113,103,486,611.308,294.968,1009.206
79,1,356,M78-85,380,25,54,18.331,9.794,0.534,0.463,0.463,0,3,,0.917,-0.901,84.546,0.661,0.47,0.699,0.545,0.62,0.38,0.535,0.495,0,53.6245,44.3684,0.1726,0,0,294.518,322.946,328.955,0,5176,105,493,614.198,294.502,1022.705
80,1,272,M19-24,340,23,49,17.955,8.946,0.498,0.469,0.473,0,3,,1.967,0.493,36.8,3.958,0.704,0.701,0.548,0.619,0.381,0.264,0.536,0,58.379,40.8843,0.2997,1,0,309.889,334.523,374.536,0,5252,107,501,622.243,280.58,1037.309
81,1,371,M70-78,260,15,37,17.966,10.822,0.602,0.405,0.405,0,3,,0.224,-1.036,58.619,11.038,0.826,0.692,0.556,0.635,0.365,0.796,0.815,0,33.1693,28.5839,0.1382,0,0,273.719,289.683,333.984,0,5316,108,506,610.603,266.867,1049.118
82,1,347,M78-85,220,14,31,13.258,6.922,0.522,0.452,0.454,0,3,,0.433,1.458,32.133,0.208,0.179,0.651,0.54,0.598,0.402,0.604,0.35,0,53.6245,34.9665,0.3479,1,0,290.276,306.792,324.129,0,5387,109,514,635.903,307.879,1066.128
83,1,226,M31-37,180,12,26,16.662,9.095,0.546,0.462,0.461,0,3,,-1.55,0.516,84.452,1.691,0.469,0.708,0.695,0.655,0.345,0.143,0.357,0,59.3498,23.0757,0.6112,1,0,310.054,328.723,371.655,0,5449,111,520,616.487,283.458,1080.49
84,1,225,M61-70,260,15,37,17.343,10.001,0.577,0.405,0.407,0,3,,-0.667,-1.038,12.392,4.312,0.569,0.699,0.573,0.643,0.357,0.632,0.591,0,35.6139,29.6105,0.1686,0,0,277.56,293.843,346.742,0,5513,112,527,610.094,265.416,1093.327
85,1,146,M12-19,500,36,71,13.158,6.253,0.475,0.507,0.509,0,3,,0.969,-0.272,59.306,3.242,0.329,0.77,0.503,0.634,0.366,0.691,0.462,0,56.806,86.3066,0.5193,1,0,329.67,357.465,388.569,0,5596,114,536,628.317,293.919,1111.56
86,1,373,M61-70,420,28,60,16.582,8.119,0.49,0.467,0.471,0,3,,-1.034,1.007,88.851,4.305,0.494,0.73,0.638,0.653,0.347,0.849,0.617,0,35.6139,54.4845,0.5299,1,0,319.203,340.234,376.52,0,5677,116,545,606.71,293.844,1127.179
87,1,293,M24-31,340,23,49,17.388,8.515,0.49,0.469,0.473,0,3,,-1.841,-1.481,5.518,4.395,1.0,0.747,0.608,0.654,0.346,0.192,0.721,0,62.5626,42.219,0.3252,1,0,302.623,317.937,350.421,0,5758,118,554,631.914,307.716,1142.32
88,1,102,M61-70,380,27,54,14.85,7.002,0.472,0.5,0.503,0,3,,-1.227,-0.804,12.002,1.602,0.567,0.774,0.559,0.649,0.351,0.89,0.68,0,54.4845,57.5742,0.0567,0,0,309.98,335.547,353.337,0,5824,119,561,650.462,319.42,1159.567
89,1,193,M12-19,340,21,49,15.63,9.242,0.591,0.429,0.427,0,3,,1.479,1.454,0.459,7.249,1.0,0.622,0.573,0.597,0.403,0.115,0.644,0,86.3066,44.3934,0.4856,1,0,297.599,317.057,323.528,0,5902,120,570,580.698,263.492,1173.515
90,1,181,M19-24,300,19,43,17.107,8.973,0.524,0.442,0.445,0,3,,1.594,-0.453,82.252,2.439,0.957,0.724,0.588,0.647,0.353,0.301,0.726,0,40.8843,36.4583,0.1083,0,0,296.607,318.089,366.448,0,5979,121,578,622.299,277.361,1187.892
91,1,135,M12-19,460,28,66,18.477,10.977,0.594,0.424,0.422,0,3,,-0.915,-1.239,8.634,7.174,1.0,0.661,0.545,0.612,0.388,0.471,0.795,0,44.3934,50.4992,0.1375,0,0,311.09,330.005,371.609,0,6054,122,584,581.155,257.08,1199.641
92,1,257,M24-31,380,27,54,15.941,7.245,0.455,0.5,0.505,0,3,,-1.028,1.45,78.813,8.021,0.438,0.692,0.66,0.628,0.372,0.802,0.573,0,42.219,53.6362,0.2704,1,0,334.284,349.067,369.564,0,6133,124,593,641.988,307.217,1216.584
