# ICDDR NO-REROUTE baseline trace (formula-consistent template)
# Scenario=Manhattan | Seed=1203 | Duration=3600s | RSU_Distance=1000m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:59:41.882637Z
"# NOTE: Congestion detection + dissemination active, but rerouting is DISABLED (all reroute flags = 0)."

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,CAM_ID,Ms_slope,Mr_slope,Theta_deg,DeltaC,Relevance_R,Urgency_U,TimeFactor_T,rho,gamma,Dnorm,SuitabilityIndex_Si,ForwarderSelected(0/1),w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
78,1,157,M37-45,220,13,31,16.059,8.968,0.558,0.419,0.422,0,3,,-1.208,0.129,57.738,5.887,0.821,0.711,0.62,0.653,0.347,0.712,0.783,0,36.5908,27.5981,0.2458,1,0,304.197,343.338,351.351,0,5238,97,496,604.566,277.293,1021.378
79,1,363,M52-61,300,18,43,16.126,9.766,0.606,0.419,0.416,0,3,,-0.958,0.897,85.677,3.746,0.476,0.617,0.629,0.609,0.391,0.994,0.679,0,25.5346,37.4374,0.4661,1,0,281.698,317.559,310.245,0,5306,99,502,604.02,264.0,1034.601
80,1,303,M31-37,340,22,49,17.223,8.836,0.513,0.449,0.453,0,3,,0.963,0.507,17.032,6.624,0.095,0.705,0.651,0.648,0.352,0.377,0.194,0,77.6973,41.4464,0.4666,1,0,315.025,342.923,366.987,0,5377,100,509,625.107,280.943,1049.198
81,1,202,M24-31,180,11,26,16.619,9.283,0.559,0.423,0.425,0,3,,1.517,0.413,34.195,4.659,0.69,0.686,0.636,0.643,0.357,0.787,0.725,0,48.2167,21.9337,0.5451,1,0,286.93,315.918,355.666,0,5443,102,515,609.495,291.099,1063.056
82,1,120,M37-45,260,18,37,17.027,8.872,0.521,0.486,0.486,0,3,,0.81,-0.477,64.505,5.119,0.858,0.69,0.59,0.617,0.383,0.918,0.881,0,27.5981,33.7402,0.2226,1,0,296.395,313.612,357.291,0,5511,104,522,646.854,318.922,1077.872
83,1,177,M31-37,340,22,49,14.815,7.847,0.53,0.449,0.451,0,3,,-0.465,-0.134,17.315,0.092,0.596,0.693,0.611,0.634,0.366,0.351,0.507,0,41.4464,48.1848,0.1626,0,0,311.723,333.447,360.661,0,5588,106,531,635.414,286.405,1093.705
84,1,248,M52-61,260,17,37,18.408,9.31,0.506,0.459,0.463,0,3,,-1.091,1.949,69.673,1.884,0.387,0.729,0.507,0.628,0.372,0.114,0.286,0,37.4374,30.0846,0.1964,0,0,306.738,317.007,339.813,0,5652,108,539,593.625,282.333,1107.784
85,1,187,M24-31,340,25,49,17.419,8.503,0.488,0.51,0.51,0,3,,0.819,-0.893,81.06,0.932,0.45,0.742,0.653,0.649,0.351,0.33,0.408,0,21.9337,44.5182,1.0297,1,0,307.88,322.002,376.197,0,5729,110,548,629.692,290.484,1123.227
86,1,149,M31-37,220,14,31,16.055,8.512,0.53,0.452,0.453,0,3,,0.069,0.179,6.193,2.78,1.0,0.721,0.586,0.642,0.358,0.25,0.732,0,41.4464,28.8746,0.3033,1,0,294.972,324.02,331.52,0,5791,112,555,609.544,291.963,1138.248
87,1,206,M31-37,300,19,43,18.603,9.575,0.515,0.442,0.446,0,3,,-1.866,1.773,57.605,2.087,0.82,0.72,0.625,0.652,0.348,0.693,0.776,0,28.8746,33.5257,0.1611,0,0,294.378,329.793,331.673,0,5854,113,562,614.751,292.468,1151.873
88,1,232,M61-70,180,13,26,15.668,7.624,0.487,0.5,0.501,0,3,,-0.066,-1.225,47.007,6.528,0.261,0.68,0.612,0.612,0.388,0.976,0.538,0,61.0562,25.8488,0.5766,1,0,329.837,346.281,399.215,0,5921,115,570,644.5,314.067,1168.343
89,1,120,M31-37,180,12,26,15.798,7.835,0.496,0.462,0.466,0,3,,-0.363,1.012,65.311,1.196,0.863,0.688,0.653,0.636,0.364,0.692,0.801,0,28.8746,24.3387,0.1571,0,0,327.885,347.603,358.608,0,5985,116,578,627.764,288.886,1184.281
90,1,108,M70-78,300,20,43,15.199,7.892,0.519,0.465,0.467,0,3,,1.889,1.074,15.052,4.499,0.584,0.661,0.506,0.592,0.408,0.667,0.618,0,32.8279,42.3679,0.2906,1,0,305.058,344.984,342.136,0,6067,118,587,602.03,284.88,1200.171
91,1,316,M19-24,420,25,60,18.03,10.844,0.601,0.417,0.415,0,3,,1.042,0.872,5.104,1.434,1.0,0.707,0.598,0.648,0.352,0.095,0.681,0,62.4337,46.7513,0.2512,1,0,281.496,319.402,314.572,0,6142,120,595,581.037,280.986,1212.033
92,1,250,M78-85,380,23,54,17.376,9.641,0.555,0.426,0.428,0,3,,-1.874,-1.534,5.014,1.936,1.0,0.642,0.596,0.613,0.387,0.924,0.971,0,62.9952,44.4655,0.2941,1,0,284.829,316.901,340.881,0,6218,121,603,592.697,262.794,1225.463
