# ICDDR NO-REROUTE baseline trace (formula-consistent template)
# Scenario=Delhi | Seed=1301 | Duration=3600s | RSU_Distance=800m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:59:42.197613Z
"# NOTE: Congestion detection + dissemination active, but rerouting is DISABLED (all reroute flags = 0)."

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,CAM_ID,Ms_slope,Mr_slope,Theta_deg,DeltaC,Relevance_R,Urgency_U,TimeFactor_T,rho,gamma,Dnorm,SuitabilityIndex_Si,ForwarderSelected(0/1),w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
11,1,1295,D12-19,460,28,66,12.732,7.003,0.55,0.424,0.427,0,3,,-0.531,0.667,61.704,0.675,0.843,0.716,0.884,0.707,0.293,0.712,0.805,0,51.9003,73.2856,0.412,1,0,310.974,322.567,352.303,0,742,13,71,579.623,261.493,164.69
12,1,1069,D78-85,420,27,60,15.017,8.202,0.546,0.45,0.45,0,3,,-1.859,0.001,61.759,9.958,0.343,0.704,0.782,0.673,0.327,0.107,0.266,0,56.3671,58.8053,0.0433,0,0,325.524,337.88,381.442,0,803,15,78,588.011,280.044,180.088
13,1,1245,D31-37,460,29,66,14.823,8.436,0.569,0.439,0.439,0,3,,0.902,1.708,17.6,1.82,0.598,0.651,0.733,0.64,0.36,0.924,0.715,0,26.7726,64.2938,1.4015,1,0,293.462,323.07,341.557,0,866,16,84,610.934,294.972,195.119
14,1,1319,D19-24,380,24,54,15.084,8.5,0.564,0.444,0.444,0,3,,-1.516,-0.946,13.182,2.153,0.573,0.64,0.896,0.666,0.334,0.688,0.612,0,27.2249,52.5605,0.9306,1,0,321.368,347.841,364.75,0,930,17,91,599.704,273.45,210.105
15,1,1227,D52-61,460,26,66,13.591,7.97,0.586,0.394,0.396,0,2,,1.0,1.768,15.51,4.057,0.586,0.609,0.849,0.656,0.344,0.154,0.437,0,22.4936,65.7651,1.9237,1,0,291.142,328.985,326.511,0,1000,17,97,591.11,260.729,225.4
16,1,1275,D24-31,380,22,54,13.322,7.4,0.555,0.407,0.411,0,3,,0.075,0.887,37.268,2.344,0.707,0.68,0.868,0.691,0.309,0.975,0.79,0,50.9737,56.4992,0.1084,0,0,310.433,329.746,343.384,0,1074,18,104,572.34,255.41,241.502
17,1,1066,D52-61,340,19,49,12.929,8.333,0.645,0.388,0.385,0,2,,-0.285,0.705,51.112,9.608,0.784,0.621,0.888,0.672,0.328,0.472,0.682,0,65.7651,50.6461,0.2299,1,0,299.562,336.618,366.291,0,1145,18,110,553.933,250.488,256.3
18,1,1341,D52-61,460,31,66,16.202,8.744,0.54,0.47,0.469,0,3,,-1.924,1.627,59.039,0.703,0.828,0.734,0.84,0.694,0.306,0.724,0.796,0,50.6461,61.3272,0.2109,1,0,311.186,344.338,344.871,0,1209,19,117,627.758,296.53,271.158
19,1,1213,D70-78,260,16,37,14.713,8.382,0.57,0.432,0.432,0,3,,0.423,-0.333,41.344,4.4,0.73,0.718,0.805,0.69,0.31,0.732,0.73,0,23.3767,36.2602,0.5511,1,0,312.862,348.242,355.285,0,1284,20,124,580.783,268.694,286.207
20,1,1193,D31-37,260,15,37,14.474,7.936,0.548,0.405,0.41,0,3,,1.959,-0.357,82.585,3.046,0.959,0.631,0.78,0.65,0.35,0.162,0.68,0,64.2938,35.4795,0.4482,1,0,281.205,297.264,327.83,0,1352,21,131,595.676,275.828,301.626
21,1,1342,D19-24,460,31,66,15.524,8.419,0.542,0.47,0.468,0,3,,-1.247,1.845,67.186,2.398,0.873,0.687,0.769,0.657,0.343,0.719,0.82,0,52.5605,64.0047,0.2177,1,0,298.336,316.462,357.484,0,1415,21,137,625.771,283.805,316.889
22,1,1280,D31-37,380,21,54,13.024,8.004,0.615,0.389,0.389,0,2,,0.926,-1.057,89.377,3.635,0.997,0.665,0.882,0.692,0.308,0.456,0.83,0,35.4795,56.2836,0.5864,1,0,273.452,289.059,301.192,0,1483,23,144,590.921,267.484,332.106
23,1,1062,D78-85,420,26,60,15.404,8.418,0.546,0.433,0.435,0,3,,1.467,0.556,26.657,1.547,0.648,0.654,0.857,0.668,0.332,0.577,0.624,0,56.3671,56.0167,0.0062,0,0,304.101,339.736,355.698,0,1558,24,151,590.975,267.869,347.118
24,1,1062,D31-37,460,26,66,12.298,6.772,0.551,0.394,0.399,0,2,,0.127,-1.549,64.38,0.929,0.358,0.651,0.735,0.654,0.346,0.631,0.452,0,56.2836,72.6773,0.2913,1,0,270.446,294.397,297.097,0,1618,25,156,570.767,261.926,363.911
25,1,1044,D61-70,460,29,66,14.547,7.362,0.506,0.439,0.445,0,3,,1.191,1.261,1.587,3.231,1.0,0.683,0.783,0.666,0.334,0.145,0.715,0,47.5205,65.5151,0.3787,1,0,321.864,341.196,385.641,0,1679,27,162,587.455,289.2,380.284
26,1,1353,D52-61,260,17,37,15.29,7.919,0.518,0.459,0.462,0,3,,0.639,-1.165,81.939,4.056,0.955,0.681,0.778,0.658,0.342,0.966,0.959,0,61.3272,36.2199,0.4094,1,0,308.752,348.741,356.511,0,1747,28,169,627.443,307.983,396.102
27,1,1387,D52-61,420,28,60,14.764,7.901,0.535,0.467,0.466,0,3,,-1.993,-0.845,23.159,5.319,0.129,0.737,0.856,0.7,0.3,0.172,0.142,0,36.2199,61.1947,0.6895,1,0,306.547,335.261,340.936,0,1829,29,178,629.853,304.278,411.992
28,1,1064,D70-78,340,20,49,12.091,6.794,0.562,0.408,0.411,0,3,,0.706,1.981,27.991,0.067,0.656,0.676,0.81,0.678,0.322,0.45,0.589,0,36.2602,55.7613,0.5378,1,0,301.848,330.577,340.296,0,1890,30,184,584.844,263.218,428.858
29,1,1101,D19-24,460,30,66,14.395,8.181,0.568,0.455,0.452,0,3,,0.571,-1.106,77.616,3.077,0.431,0.707,0.767,0.67,0.33,0.931,0.596,0,64.0047,67.6091,0.0563,0,0,294.548,328.37,363.315,0,1970,31,191,611.666,287.07,444.314
30,1,1384,D78-85,380,23,54,16.894,10.041,0.594,0.426,0.424,0,3,,0.044,-1.365,56.27,1.383,0.813,0.667,0.737,0.653,0.347,0.823,0.816,0,56.3671,45.7336,0.1886,0,0,305.052,318.598,354.694,0,2043,32,197,591.135,279.612,457.244
31,1,1100,D52-61,300,18,43,14.542,8.208,0.564,0.419,0.42,0,3,,1.372,1.661,5.031,5.334,1.0,0.671,0.889,0.688,0.312,0.168,0.74,0,61.1947,41.515,0.3216,1,0,302.783,315.318,331.972,0,2115,33,204,589.583,281.324,472.414
32,1,1342,D37-45,380,27,54,15.326,6.842,0.446,0.5,0.505,0,3,,-1.851,-1.941,1.123,8.898,0.006,0.736,0.868,0.692,0.308,0.448,0.142,0,27.6585,55.786,1.017,1,0,331.487,368.273,397.901,0,2196,34,214,657.639,302.2,489.861
33,1,1223,D61-70,220,13,31,15.226,8.408,0.552,0.419,0.422,0,3,,1.286,1.741,8.012,5.07,1.0,0.657,0.862,0.675,0.325,0.238,0.753,0,65.5151,29.109,0.5557,1,0,290.207,325.602,346.556,0,2262,35,221,586.989,282.87,504.786
34,1,1044,D61-70,340,22,49,12.38,6.794,0.549,0.449,0.449,0,3,,-1.091,0.471,72.746,3.678,0.904,0.7,0.706,0.656,0.344,0.543,0.78,0,29.109,57.6628,0.9809,1,0,311.735,332.409,377.805,0,2324,37,228,596.283,286.303,521.937
35,1,1394,D78-85,340,22,49,14.254,7.9,0.554,0.449,0.449,0,3,,0.594,-1.73,89.328,5.495,0.496,0.649,0.818,0.653,0.347,0.46,0.484,0,56.3671,50.0793,0.1116,0,0,294.144,324.814,363.32,0,2396,38,235,604.691,290.636,537.704
36,1,1332,D78-85,420,27,60,17.704,9.859,0.557,0.45,0.449,0,3,,1.175,0.742,13.017,13.585,0.572,0.705,0.787,0.675,0.325,0.8,0.646,0,56.3671,49.8796,0.1151,0,0,303.461,337.71,333.266,0,2472,39,244,618.465,279.305,551.03
37,1,1399,D45-52,380,26,54,13.141,6.434,0.49,0.481,0.484,0,3,,-1.121,-1.275,3.62,0.3,1.0,0.685,0.87,0.672,0.328,0.403,0.804,0,58.5498,63.469,0.084,0,0,327.643,338.582,384.877,0,2545,41,253,616.574,285.004,568.858
38,1,1327,D52-61,300,21,43,17.302,8.203,0.474,0.488,0.492,0,3,,0.039,-0.277,17.693,2.657,0.098,0.752,0.785,0.687,0.313,0.487,0.22,0,41.515,38.4105,0.0748,0,0,301.209,337.201,342.45,0,2621,42,261,611.056,290.282,584.523
39,1,1121,D31-37,460,33,66,15.099,6.979,0.462,0.5,0.504,0,3,,0.552,-0.516,56.232,5.306,0.812,0.701,0.766,0.654,0.346,0.694,0.771,0,72.6773,68.5479,0.0568,0,0,303.316,341.534,360.012,0,2697,43,269,643.249,314.934,601.8
40,1,1072,D37-45,340,21,49,14.524,8.441,0.581,0.429,0.428,0,3,,0.568,1.445,25.736,4.478,0.643,0.663,0.789,0.661,0.339,0.85,0.713,0,55.786,47.7754,0.1436,0,0,288.727,304.667,348.226,0,2770,45,277,576.802,270.135,616.748
41,1,1238,D52-61,340,20,49,17.046,9.562,0.561,0.408,0.411,0,3,,-0.843,-1.797,20.777,0.726,0.115,0.64,0.879,0.673,0.327,0.259,0.162,0,41.515,39.5514,0.0473,0,0,278.602,314.249,310.226,0,2841,47,285,584.082,274.299,630.153
42,1,1224,D12-19,340,24,49,11.455,5.064,0.442,0.49,0.497,0,3,,0.374,1.726,39.389,6.543,0.219,0.724,0.855,0.686,0.314,0.655,0.356,0,73.2856,65.8784,0.1011,0,0,312.386,350.91,350.663,0,2915,48,293,652.76,293.747,649.751
43,1,1176,D24-31,460,33,66,10.9,4.918,0.451,0.5,0.505,0,3,,1.785,-1.131,70.746,3.84,0.393,0.733,0.821,0.681,0.319,0.504,0.428,0,50.9737,94.9566,0.8629,1,0,337.652,367.182,384.509,0,2994,50,302,627.11,302.136,669.603
44,1,1186,D37-45,220,15,31,14.974,7.937,0.53,0.484,0.482,0,3,,0.831,-0.992,84.48,7.682,0.969,0.694,0.771,0.656,0.344,0.919,0.952,0,55.786,32.3496,0.4201,1,0,333.842,359.465,373.991,0,3073,51,310,633.796,291.051,685.569
45,1,1050,D45-52,340,23,49,14.877,8.131,0.547,0.469,0.468,0,3,,0.872,1.209,9.302,6.38,1.0,0.74,0.83,0.695,0.305,0.426,0.825,0,58.5498,49.3449,0.1572,0,0,315.506,338.591,350.718,0,3142,53,317,641.906,300.034,701.191
46,1,1294,D31-37,260,19,37,16.448,7.338,0.446,0.514,0.518,0,3,,0.814,0.736,2.796,0.622,1.0,0.727,0.793,0.668,0.332,0.868,0.956,0,72.6773,36.2097,0.5018,1,0,333.315,369.665,365.325,0,3211,55,325,629.054,288.823,718.112
47,1,1156,D78-85,380,23,54,13.939,7.268,0.521,0.426,0.431,0,3,,-0.353,0.848,59.718,6.21,0.832,0.696,0.857,0.692,0.308,0.455,0.716,0,56.3671,55.4284,0.0167,0,0,286.223,319.773,336.799,0,3280,55,331,591.267,264.846,734.509
48,1,1172,D19-24,460,32,66,17.103,8.254,0.483,0.485,0.488,0,3,,-1.949,0.571,87.441,1.206,0.486,0.674,0.796,0.651,0.349,0.959,0.651,0,64.0047,59.2988,0.0735,0,0,306.636,346.309,332.477,0,3346,56,338,640.639,302.022,750.085
49,1,1030,D70-78,420,29,60,15.658,8.153,0.521,0.483,0.483,0,3,,0.509,-0.492,53.155,4.626,0.795,0.683,0.742,0.645,0.355,0.202,0.585,0,55.7613,59.0176,0.0584,0,0,321.854,335.264,379.721,0,3414,57,345,629.38,310.455,765.777
50,1,1244,D78-85,340,25,49,14.595,7.304,0.5,0.51,0.509,0,3,,1.632,1.436,3.351,4.355,1.0,0.717,0.777,0.661,0.339,0.525,0.839,0,56.3671,53.129,0.0574,0,0,341.536,358.259,410.676,0,3480,58,353,630.859,309.573,782.718
51,1,1201,D70-78,420,31,60,14.37,7.118,0.495,0.517,0.515,0,3,,0.989,-1.392,81.001,7.205,0.45,0.749,0.707,0.661,0.339,0.44,0.447,0,55.7613,67.2313,0.2057,1,0,325.654,361.25,359.607,0,3553,58,362,670.392,318.404,799.937
52,1,1372,D61-70,220,16,31,12.029,4.947,0.411,0.516,0.523,0,3,,1.178,0.52,22.189,6.967,0.623,0.708,0.784,0.656,0.344,0.656,0.634,0,57.6628,42.0416,0.2709,1,0,305.977,322.482,352.854,0,3630,59,371,641.649,301.604,819.867
53,1,1380,D37-45,260,19,37,14.685,6.596,0.449,0.514,0.517,0,3,,1.908,0.18,52.152,6.832,0.79,0.725,0.76,0.661,0.339,0.643,0.74,0,32.3496,40.5589,0.2538,1,0,332.088,342.376,378.838,0,3702,60,379,641.006,294.965,837.716
54,1,1110,D45-52,260,17,37,14.547,7.467,0.513,0.459,0.462,0,3,,-1.74,-1.211,9.665,2.046,1.0,0.691,0.789,0.665,0.335,0.862,0.954,0,58.5498,38.0688,0.3498,1,0,304.96,323.609,342.927,0,3778,61,387,632.205,293.109,854.099
55,1,1075,D37-45,340,23,49,15.707,7.819,0.498,0.469,0.473,0,3,,-1.068,-0.758,9.701,3.1,1.0,0.68,0.829,0.665,0.335,0.959,0.986,0,40.5589,46.7369,0.1523,0,0,322.3,332.326,367.517,0,3846,62,395,601.855,290.809,870.111
56,1,1222,D31-37,340,23,49,14.837,7.439,0.501,0.469,0.472,0,3,,1.65,-1.123,72.91,8.375,0.905,0.72,0.708,0.661,0.339,0.997,0.936,0,36.2097,49.4763,0.3664,1,0,327.122,346.045,363.988,0,3927,63,404,626.78,299.791,886.598
57,1,1306,D31-37,300,21,43,14.245,6.673,0.468,0.488,0.493,0,3,,-1.585,0.97,78.119,2.98,0.934,0.673,0.771,0.644,0.356,0.847,0.903,0,49.4763,46.6536,0.0571,0,0,299.869,310.186,326.572,0,4008,64,414,615.815,295.689,904.175
58,1,1277,D12-19,420,30,60,13.626,6.851,0.503,0.5,0.5,0,3,,-0.985,0.228,57.41,3.452,0.819,0.731,0.867,0.689,0.311,0.235,0.637,0,73.2856,69.3511,0.0537,0,0,338.438,350.186,383.082,0,4090,65,423,625.022,284.711,921.611
59,1,1376,D31-37,260,16,37,13.331,7.921,0.594,0.432,0.43,0,3,,-1.361,-1.245,2.472,4.672,1.0,0.627,0.705,0.625,0.375,0.297,0.736,0,49.4763,40.0192,0.1911,0,0,283.74,318.565,332.374,0,4161,66,429,627.118,296.516,937.237
60,1,1109,D37-45,220,13,31,14.812,8.369,0.565,0.419,0.421,0,3,,-0.568,0.766,67.03,5.709,0.372,0.635,0.706,0.633,0.367,0.284,0.34,0,40.5589,29.9224,0.2622,1,0,297.645,317.284,323.736,0,4227,67,435,581.514,259.967,952.212
61,1,1068,D31-37,340,26,49,17.903,7.697,0.43,0.531,0.535,0,3,,1.308,0.331,34.278,5.739,0.19,0.754,0.742,0.666,0.334,0.294,0.225,0,49.4763,44.4924,0.1007,0,0,334.488,355.912,397.626,0,4297,69,443,632.53,294.065,968.806
62,1,1242,D37-45,340,24,49,14.217,7.143,0.502,0.49,0.491,0,3,,1.972,0.192,52.26,2.382,0.79,0.695,0.889,0.678,0.322,0.539,0.709,0,29.9224,53.0778,0.7738,1,0,331.136,356.702,394.454,0,4379,71,452,632.339,310.605,985.806
63,1,1251,D70-78,300,23,43,15.42,7.219,0.468,0.535,0.535,0,3,,0.781,-0.051,40.869,5.275,0.727,0.723,0.749,0.651,0.349,0.714,0.723,0,67.2313,45.8351,0.3182,1,0,324.375,359.864,383.009,0,4454,73,461,659.236,329.093,1003.026
64,1,1325,D45-52,380,29,54,13.046,5.404,0.414,0.537,0.542,0,3,,-1.739,0.232,73.143,1.906,0.406,0.783,0.744,0.679,0.321,0.968,0.586,0,38.0688,68.812,0.8076,1,0,345.578,382.397,396.204,0,4537,75,470,682.259,320.647,1022.53
65,1,1267,D52-61,300,19,43,14.833,8.312,0.56,0.442,0.442,0,3,,-1.263,1.682,69.091,6.446,0.384,0.682,0.765,0.662,0.338,0.307,0.358,0,41.515,42.0468,0.0128,0,0,321.165,342.197,357.339,0,4608,76,477,591.579,291.514,1037.733
66,1,1200,D61-70,220,15,31,13.158,6.703,0.509,0.484,0.485,0,3,,-1.399,-1.921,8.053,6.296,1.0,0.707,0.818,0.672,0.328,0.498,0.835,0,42.0416,36.8153,0.1243,0,0,328.496,356.64,365.364,0,4675,77,484,630.256,301.843,1055.242
67,1,1157,D61-70,220,17,31,12.977,5.078,0.391,0.548,0.554,0,3,,-1.66,-1.139,10.23,5.819,0.557,0.798,0.755,0.685,0.315,0.16,0.432,0,42.0416,40.6458,0.0332,0,0,347.4,385.589,374.811,0,4758,78,494,669.959,319.285,1075.233
68,1,1230,D70-78,340,24,49,14.449,7.37,0.51,0.49,0.49,0,3,,0.25,-1.995,77.402,4.425,0.43,0.766,0.847,0.706,0.294,0.974,0.59,0,45.8351,52.227,0.1395,0,0,328.53,339.687,367.979,0,4823,80,501,609.798,279.922,1091.949
69,1,1123,D70-78,260,19,37,13.281,6.546,0.493,0.514,0.513,0,3,,-0.399,1.55,78.905,2.443,0.438,0.723,0.838,0.675,0.325,0.548,0.474,0,45.8351,44.8436,0.0216,0,0,324.732,360.923,383.816,0,4899,82,510,672.428,309.718,1109.861
70,1,1130,D37-45,460,32,66,13.447,6.134,0.456,0.485,0.491,0,3,,-1.344,-1.775,7.255,0.76,1.0,0.709,0.761,0.661,0.339,0.404,0.798,0,53.0778,75.4209,0.421,1,0,298.367,310.818,361.212,0,4981,83,519,626.685,282.442,1128.088
71,1,1258,D12-19,260,17,37,15.578,7.818,0.502,0.459,0.463,0,3,,-1.08,0.924,89.945,11.962,1.0,0.706,0.778,0.671,0.329,0.87,0.957,0,73.2856,35.5509,0.5149,1,0,317.789,352.503,361.735,0,5044,84,526,626.504,286.334,1144.031
72,1,1046,D31-37,380,25,54,14.776,8.09,0.548,0.463,0.462,0,3,,0.556,1.522,27.645,7.614,0.154,0.66,0.888,0.669,0.331,0.521,0.275,0,49.4763,55.043,0.1125,0,0,300.702,312.149,347.776,0,5125,86,534,643.901,293.628,1159.659
73,1,1006,D70-78,340,24,49,15.157,7.403,0.488,0.49,0.492,0,3,,1.93,-1.394,63.042,12.341,0.35,0.738,0.835,0.689,0.311,0.875,0.513,0,45.8351,49.7869,0.0862,0,0,301.348,316.487,351.941,0,5208,87,544,617.355,291.492,1176.334
74,1,1296,D78-85,380,29,54,13.241,5.734,0.433,0.537,0.54,0,3,,-0.675,0.4,55.798,0.367,0.31,0.769,0.791,0.682,0.318,0.46,0.358,0,56.3671,67.8002,0.2028,1,0,322.814,358.093,364.769,0,5296,89,554,655.621,301.614,1195.425
75,1,1270,D37-45,220,15,31,16.08,7.616,0.474,0.484,0.488,0,3,,-0.763,-1.474,18.495,1.393,0.603,0.68,0.817,0.658,0.342,0.177,0.457,0,75.4209,30.1245,0.6006,1,0,318.28,353.083,345.046,0,5366,91,561,630.652,292.983,1211.793
76,1,1035,D45-52,300,23,43,14.577,6.346,0.435,0.535,0.538,0,3,,-0.538,-1.484,27.742,3.849,0.654,0.744,0.717,0.655,0.345,0.228,0.507,0,68.812,48.4858,0.2954,1,0,325.28,335.891,368.276,0,5451,93,570,649.202,302.314,1230.105
77,1,1340,D70-78,340,25,49,16.864,8.055,0.478,0.51,0.511,0,3,,-1.613,-1.652,0.608,4.089,1.0,0.697,0.838,0.663,0.337,0.974,0.991,0,45.8351,45.9833,0.0032,0,0,341.869,369.134,385.091,0,5520,95,578,660.936,309.614,1246.108
78,1,1015,D52-61,380,29,54,15.781,6.963,0.441,0.537,0.539,0,3,,1.878,-0.09,67.114,0.357,0.873,0.781,0.882,0.706,0.294,0.935,0.891,0,41.515,56.8867,0.3703,1,0,322.821,341.226,392.65,0,5600,96,588,649.619,307.772,1263.663
79,1,1371,D24-31,220,16,31,14.116,7.0,0.496,0.516,0.515,0,3,,0.799,0.427,15.498,0.745,0.086,0.75,0.823,0.685,0.315,0.165,0.111,0,94.9566,35.8251,0.6227,1,0,313.722,337.639,361.277,0,5669,97,596,627.696,292.599,1281.026
80,1,1276,D78-85,220,15,31,14.094,7.146,0.507,0.484,0.485,0,3,,-0.153,0.909,51.004,3.357,0.283,0.744,0.823,0.691,0.309,0.83,0.452,0,67.8002,34.3693,0.4931,1,0,301.669,323.538,354.412,0,5734,98,602,652.003,314.19,1297.981
81,1,1387,D52-61,460,32,66,16.988,8.932,0.526,0.485,0.484,0,3,,-0.704,-1.7,24.372,3.871,0.135,0.675,0.736,0.639,0.361,0.608,0.306,0,56.8867,59.6994,0.0494,0,0,299.654,313.337,351.333,0,5802,100,610,623.118,299.383,1312.71
82,1,1093,D61-70,380,28,54,15.885,6.644,0.418,0.519,0.525,0,3,,-1.761,1.161,70.321,4.182,0.391,0.748,0.746,0.668,0.332,0.759,0.513,0,42.0416,55.1611,0.3121,1,0,329.715,347.744,391.847,0,5886,102,620,654.735,324.219,1330.534
83,1,1094,D12-19,340,26,49,14.15,5.695,0.402,0.531,0.537,0,3,,0.467,-1.812,86.16,3.833,0.479,0.723,0.709,0.644,0.356,0.94,0.643,0,35.5509,56.2926,0.5834,1,0,323.418,336.913,360.398,0,5963,103,628,663.272,326.347,1349.63
84,1,1152,D52-61,260,20,37,17.446,7.223,0.414,0.541,0.545,0,3,,0.755,-1.14,85.797,4.601,0.477,0.746,0.811,0.673,0.327,0.78,0.576,0,56.8867,35.3695,0.3782,1,0,325.97,359.666,351.312,0,6048,105,638,656.306,305.665,1366.885
85,1,1384,D12-19,460,35,66,12.701,5.993,0.472,0.53,0.53,0,3,,-1.661,-1.399,4.513,1.058,1.0,0.699,0.814,0.653,0.347,0.585,0.856,0,56.2926,84.8151,0.5067,1,0,315.863,354.747,360.088,0,6122,105,646,678.083,334.982,1385.605
86,1,1174,D70-78,220,16,31,15.056,7.278,0.483,0.516,0.516,0,3,,1.174,1.656,9.303,5.648,1.0,0.693,0.888,0.669,0.331,0.869,0.957,0,45.8351,33.588,0.2672,1,0,336.619,365.49,396.005,0,6203,107,656,649.799,306.884,1402.621
87,1,1187,D61-70,220,15,31,14.586,7.589,0.52,0.484,0.483,0,3,,-0.355,1.344,72.872,7.796,0.905,0.698,0.738,0.651,0.349,0.131,0.635,0,55.1611,33.2109,0.3979,1,0,311.69,350.275,338.391,0,6283,108,665,624.48,309.87,1419.022
88,1,1048,D19-24,220,15,31,14.341,6.811,0.475,0.484,0.488,0,3,,-0.726,-1.195,14.099,2.072,0.078,0.717,0.853,0.684,0.316,0.92,0.344,0,64.0047,33.7787,0.4722,1,0,319.85,332.185,389.154,0,6356,109,673,651.64,301.21,1436.395
89,1,1250,D19-24,420,31,60,12.862,5.639,0.438,0.517,0.521,0,3,,0.584,-1.142,79.093,4.179,0.939,0.692,0.772,0.645,0.355,0.912,0.93,0,33.7787,75.113,1.2237,1,0,318.725,337.602,359.772,0,6437,110,682,671.916,309.225,1455.463
90,1,1367,D61-70,260,19,37,15.289,6.654,0.435,0.514,0.519,0,3,,-0.795,-0.073,34.304,1.27,0.691,0.71,0.827,0.666,0.334,0.647,0.676,0,33.2109,38.9546,0.1729,0,0,331.434,367.384,370.611,0,6508,111,690,656.038,322.391,1473.241
91,1,1198,D19-24,380,26,54,12.971,6.657,0.513,0.481,0.482,0,3,,-1.375,0.661,87.424,5.363,0.486,0.685,0.8,0.658,0.342,0.557,0.51,0,75.113,64.2992,0.144,0,0,307.89,327.049,362.658,0,6591,113,699,634.9,293.451,1490.79
