# ICDDR NO-REROUTE baseline trace (formula-consistent template)
# Scenario=Delhi | Seed=1305 | Duration=3600s | RSU_Distance=800m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:59:42.679798Z
"# NOTE: Congestion detection + dissemination active, but rerouting is DISABLED (all reroute flags = 0)."

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,CAM_ID,Ms_slope,Mr_slope,Theta_deg,DeltaC,Relevance_R,Urgency_U,TimeFactor_T,rho,gamma,Dnorm,SuitabilityIndex_Si,ForwarderSelected(0/1),w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
12,1,1154,D78-85,300,16,43,14.644,9.171,0.626,0.372,0.372,0,2,,-0.637,0.291,48.73,3.494,0.271,0.645,0.877,0.686,0.314,0.464,0.331,0,30.2998,38.5681,0.2729,1,0,283.185,298.445,316.312,0,816,14,78,568.322,270.937,175.52
13,1,1286,D52-61,380,23,54,14.577,8.184,0.561,0.426,0.427,0,3,,-0.186,-0.971,33.62,7.008,0.687,0.652,0.712,0.641,0.359,0.931,0.775,0,38.6268,53.0033,0.3722,1,0,307.147,345.764,334.028,0,888,15,84,574.208,260.172,190.771
14,1,1088,D31-37,260,17,37,13.908,7.567,0.544,0.459,0.459,0,3,,1.227,1.189,0.88,0.424,1.0,0.662,0.824,0.658,0.342,0.851,0.949,0,22.2104,39.8196,0.7928,1,0,289.505,328.088,349.317,0,954,15,90,594.237,285.984,207.028
15,1,1118,D19-24,300,18,43,13.137,7.101,0.541,0.419,0.423,0,3,,1.261,1.38,2.48,9.026,0.514,0.661,0.799,0.665,0.335,0.457,0.495,0,54.4603,45.9563,0.1561,0,0,289.247,320.728,355.074,0,1031,16,98,617.592,274.087,223.582
16,1,1133,D12-19,300,19,43,13.873,7.882,0.568,0.442,0.441,0,3,,0.843,-0.873,81.24,0.838,0.451,0.718,0.706,0.668,0.332,0.792,0.564,0,28.3647,44.9569,0.585,1,0,297.195,313.446,329.146,0,1091,17,105,621.273,287.836,239.323
17,1,1140,D24-31,420,26,60,14.327,8.222,0.574,0.433,0.433,0,3,,1.277,-1.128,79.61,7.229,0.942,0.694,0.823,0.682,0.318,0.402,0.77,0,38.6458,60.2273,0.5584,1,0,319.575,347.102,366.288,0,1161,18,112,610.412,292.503,254.578
18,1,1216,D52-61,260,16,37,14.939,8.256,0.553,0.432,0.434,0,3,,1.696,-1.326,67.546,1.783,0.375,0.693,0.828,0.682,0.318,0.199,0.319,0,53.0033,35.7113,0.3262,1,0,289.499,305.434,338.05,0,1237,20,120,618.07,272.826,269.786
19,1,1219,D45-52,460,31,66,12.784,6.334,0.495,0.47,0.473,0,3,,-1.727,1.013,74.699,6.221,0.915,0.708,0.717,0.656,0.344,0.062,0.622,0,72.3705,77.7226,0.074,0,0,328.726,354.607,379.091,0,1300,21,128,647.995,314.276,287.656
20,1,1274,D52-61,300,20,43,14.696,7.559,0.514,0.465,0.467,0,3,,-0.157,-1.975,54.231,1.323,0.801,0.669,0.875,0.67,0.33,0.334,0.647,0,35.7113,43.8192,0.227,1,0,319.514,348.452,378.905,0,1371,22,136,636.341,304.289,303.963
21,1,1296,D45-52,340,22,49,13.414,7.349,0.548,0.449,0.449,0,3,,-0.409,-0.427,0.842,7.928,1.0,0.719,0.858,0.697,0.303,0.761,0.928,0,72.3705,53.2153,0.2647,1,0,305.397,339.416,364.806,0,1437,23,144,589.19,288.672,320.42
22,1,1034,D61-70,220,13,31,17.06,10.163,0.596,0.419,0.418,0,3,,0.434,-1.721,83.298,5.513,0.963,0.663,0.853,0.676,0.324,0.784,0.905,0,34.4147,25.9792,0.2451,1,0,317.329,354.708,380.211,0,1510,24,152,572.717,261.78,333.152
23,1,1130,D12-19,220,12,31,15.83,9.453,0.597,0.387,0.389,0,2,,1.728,-1.088,72.632,2.098,0.904,0.666,0.855,0.688,0.312,0.524,0.785,0,44.9569,26.7388,0.4052,1,0,298.422,334.097,356.325,0,1567,26,157,576.35,277.146,346.545
24,1,1046,D61-70,420,26,60,16.884,8.92,0.528,0.433,0.437,0,3,,1.314,1.171,3.228,10.104,0.518,0.632,0.83,0.652,0.348,0.352,0.46,0,25.9792,51.106,0.9672,1,0,320.853,338.702,348.588,0,1631,27,164,611.99,273.94,360.928
25,1,1073,D61-70,300,18,43,12.969,6.962,0.537,0.419,0.423,0,3,,0.638,0.103,26.664,5.308,0.648,0.708,0.869,0.702,0.298,0.567,0.624,0,51.106,46.5528,0.0891,0,0,306.628,327.405,344.065,0,1697,29,171,578.649,284.338,377.656
26,1,1378,D52-61,340,24,49,14.773,7.167,0.485,0.49,0.492,0,3,,1.434,0.2,43.82,10.521,0.243,0.7,0.87,0.677,0.323,0.616,0.364,0,43.8192,51.0813,0.1657,0,0,324.993,362.1,351.129,0,1775,31,181,613.554,305.136,394.626
27,1,1047,D61-70,340,23,49,14.143,7.35,0.52,0.469,0.47,0,3,,-0.303,1.325,69.818,8.156,0.888,0.72,0.855,0.69,0.31,0.476,0.76,0,51.106,51.9059,0.0157,0,0,316.179,346.236,352.868,0,1854,32,189,645.276,309.639,411.224
28,1,1048,D70-78,460,30,66,15.373,8.056,0.524,0.455,0.457,0,3,,0.969,-0.074,48.366,4.326,0.269,0.657,0.826,0.657,0.343,0.564,0.37,0,18.3264,63.3063,2.4544,1,0,288.963,311.188,324.948,0,1933,34,198,617.638,286.664,426.836
29,1,1081,D19-24,300,17,43,12.422,7.543,0.607,0.395,0.395,0,2,,-0.934,-0.619,11.304,6.611,0.063,0.652,0.774,0.662,0.338,0.166,0.098,0,54.4603,47.0212,0.1366,0,0,295.186,333.795,355.852,0,1990,36,203,589.737,278.897,442.674
30,1,1031,D70-78,460,30,66,15.198,8.336,0.548,0.455,0.454,0,3,,-0.654,-1.921,29.33,9.004,0.163,0.659,0.811,0.656,0.344,0.968,0.44,0,63.3063,64.035,0.0115,0,0,311.659,339.37,360.703,0,2052,38,209,600.567,279.388,457.936
31,1,1191,D45-52,420,28,60,13.894,6.726,0.484,0.467,0.472,0,3,,-0.791,0.931,81.282,1.574,0.952,0.704,0.754,0.663,0.337,0.131,0.675,0,53.2153,65.0247,0.2219,1,0,314.063,325.124,372.698,0,2126,40,216,624.292,307.816,475.296
32,1,1077,D12-19,380,25,54,16.682,9.051,0.543,0.463,0.462,0,3,,1.856,-1.13,69.833,4.709,0.888,0.717,0.712,0.662,0.338,0.902,0.893,0,26.7388,48.7545,0.8234,1,0,318.96,352.697,385.325,0,2207,42,225,621.188,289.648,489.723
33,1,1076,D19-24,460,28,66,14.848,8.002,0.539,0.424,0.428,0,3,,1.734,1.77,0.503,3.301,1.0,0.672,0.824,0.673,0.327,0.876,0.959,0,54.4603,62.8452,0.154,0,0,307.08,322.868,371.453,0,2269,44,232,614.07,269.111,505.19
34,1,1016,D31-37,460,26,66,13.079,7.846,0.6,0.394,0.395,0,2,,0.302,-1.268,68.555,2.456,0.881,0.692,0.723,0.673,0.327,0.122,0.632,0,39.8196,68.3413,0.7163,1,0,298.304,332.99,327.737,0,2331,46,238,592.637,264.004,520.64
35,1,1044,D70-78,380,26,54,14.406,6.563,0.456,0.481,0.488,0,3,,1.97,0.987,18.468,2.65,0.103,0.722,0.878,0.692,0.308,0.125,0.109,0,63.3063,57.8919,0.0855,0,0,309.62,334.663,344.436,0,2404,46,245,627.714,297.82,538.306
36,1,1136,D52-61,220,15,31,13.511,7.055,0.522,0.484,0.483,0,3,,1.479,-1.354,70.513,1.868,0.892,0.681,0.835,0.662,0.338,0.125,0.633,0,43.8192,35.8529,0.1818,0,0,316.785,331.839,380.936,0,2476,48,254,634.826,298.927,555.374
37,1,1287,D12-19,380,24,54,13.677,7.893,0.577,0.444,0.442,0,3,,-0.72,0.646,68.613,2.181,0.381,0.642,0.827,0.653,0.347,0.664,0.479,0,48.7545,57.9672,0.189,0,0,285.912,321.386,319.081,0,2554,50,261,588.082,284.798,571.119
38,1,1262,D52-61,260,16,37,16.282,8.635,0.53,0.432,0.436,0,3,,0.099,-1.287,57.786,6.506,0.321,0.648,0.743,0.643,0.357,0.158,0.263,0,43.8192,32.7647,0.2523,1,0,317.582,336.562,356.358,0,2627,52,268,608.81,286.113,585.853
39,1,1123,D70-78,300,20,43,15.343,7.674,0.5,0.465,0.469,0,3,,0.876,-1.532,81.925,8.922,0.955,0.692,0.842,0.675,0.325,0.956,0.956,0,63.3063,41.9719,0.337,1,0,310.962,324.111,350.775,0,2697,54,276,634.591,289.044,602.017
40,1,1257,D37-45,380,27,54,14.586,6.897,0.473,0.5,0.503,0,3,,1.736,-0.37,80.379,1.474,0.947,0.754,0.89,0.705,0.295,0.226,0.734,0,46.2185,58.6174,0.2683,1,0,333.08,352.634,397.769,0,2779,56,284,637.476,316.038,619.395
41,1,1375,D70-78,460,27,66,13.466,7.358,0.546,0.409,0.414,0,3,,0.877,-1.111,89.264,3.223,0.496,0.692,0.87,0.697,0.303,0.503,0.498,0,41.9719,67.8241,0.6159,1,0,282.686,307.698,314.886,0,2842,57,290,578.609,276.357,635.562
42,1,1185,D24-31,420,25,60,13.412,8.175,0.61,0.417,0.414,0,3,,-0.765,1.134,86.008,0.323,0.478,0.679,0.833,0.681,0.319,0.212,0.393,0,60.2273,62.8483,0.0435,0,0,276.935,296.138,332.452,0,2904,58,297,590.576,285.008,650.759
43,1,1135,D12-19,300,19,43,14.785,7.988,0.54,0.442,0.444,0,3,,1.86,-1.823,57.014,1.384,0.317,0.699,0.836,0.684,0.316,0.37,0.334,0,48.7545,42.1829,0.1348,0,0,293.01,303.971,328.419,0,2968,59,304,627.518,286.668,666.367
44,1,1160,D24-31,220,14,31,13.63,7.554,0.554,0.452,0.451,0,3,,1.907,-1.302,65.212,5.534,0.362,0.736,0.779,0.688,0.312,0.205,0.313,0,60.2273,34.0121,0.4353,1,0,297.403,314.007,342.033,0,3045,61,312,603.364,283.972,682.586
45,1,1023,D12-19,420,26,60,14.309,7.512,0.525,0.433,0.437,0,3,,1.053,-0.063,50.094,12.619,0.778,0.657,0.853,0.669,0.331,0.934,0.83,0,48.7545,60.3017,0.2368,1,0,307.495,330.867,343.85,0,3112,63,318,599.87,277.105,698.729
46,1,1030,D24-31,260,19,37,14.377,6.799,0.473,0.514,0.515,0,3,,1.796,-0.681,84.858,0.261,0.971,0.733,0.817,0.676,0.324,0.334,0.765,0,34.0121,41.4269,0.218,1,0,314.833,329.112,377.41,0,3193,64,327,651.864,301.443,716.324
47,1,1305,D61-70,220,15,31,14.316,7.34,0.513,0.484,0.484,0,3,,1.921,-0.696,82.664,4.955,0.459,0.67,0.88,0.666,0.334,0.987,0.636,0,51.106,33.8364,0.3379,1,0,323.276,343.108,360.02,0,3273,66,335,648.122,312.497,733.036
48,1,1028,D19-24,380,25,54,12.968,7.306,0.563,0.463,0.46,0,3,,0.979,0.079,39.884,4.255,0.722,0.729,0.822,0.69,0.31,0.807,0.748,0,54.4603,62.7168,0.1516,0,0,314.111,345.598,345.468,0,3353,67,344,595.874,278.726,749.645
49,1,1231,D31-37,260,16,37,11.892,6.545,0.55,0.432,0.434,0,3,,-0.656,0.433,56.677,0.761,0.315,0.714,0.851,0.698,0.302,0.176,0.273,0,68.3413,44.8614,0.3436,1,0,284.071,306.486,345.311,0,3413,69,350,611.494,288.174,766.991
50,1,1144,D61-70,220,15,31,14.497,6.981,0.482,0.484,0.487,0,3,,0.968,-0.726,80.048,3.658,0.445,0.707,0.821,0.673,0.327,0.412,0.434,0,33.8364,33.4147,0.0125,0,0,322.524,360.56,352.883,0,3485,69,358,612.767,281.133,784.151
51,1,1030,D37-45,260,19,37,14.283,7.128,0.499,0.514,0.512,0,3,,-0.443,0.617,55.588,5.491,0.809,0.769,0.891,0.709,0.291,0.636,0.758,0,58.6174,41.6982,0.2886,1,0,304.415,336.801,351.298,0,3561,70,367,640.134,298.625,801.336
52,1,1228,D31-37,460,34,66,14.026,6.031,0.43,0.515,0.521,0,3,,1.544,0.924,14.342,1.158,0.08,0.763,0.831,0.693,0.307,0.365,0.167,0,44.8614,75.2884,0.6782,1,0,330.147,341.664,368.846,0,3640,71,377,658.674,309.941,819.903
53,1,1012,D52-61,220,16,31,13.485,6.329,0.469,0.516,0.518,0,3,,0.899,-0.476,67.42,2.877,0.875,0.745,0.774,0.672,0.328,0.288,0.682,0,32.7647,37.4998,0.1445,0,0,319.896,354.491,360.694,0,3720,72,385,635.457,297.642,838.104
54,1,1318,D31-37,340,25,49,13.781,6.56,0.476,0.51,0.512,0,3,,1.969,-1.742,56.777,7.576,0.815,0.783,0.86,0.711,0.289,0.259,0.655,0,75.2884,56.2708,0.2526,1,0,332.911,364.397,377.224,0,3794,74,394,653.897,301.54,855.976
55,1,1251,D24-31,340,25,49,16.257,7.246,0.446,0.51,0.515,0,3,,0.794,1.604,19.59,4.393,0.109,0.736,0.865,0.688,0.312,0.855,0.342,0,41.4269,47.6986,0.1514,0,0,334.129,344.477,379.338,0,3874,75,403,628.405,314.434,872.989
56,1,1076,D45-52,220,14,31,12.911,6.804,0.527,0.452,0.454,0,3,,0.448,1.304,28.365,5.241,0.658,0.641,0.759,0.637,0.363,0.374,0.555,0,65.0247,35.9065,0.4478,1,0,310.505,332.562,368.32,0,3941,76,410,606.546,299.425,890.146
57,1,1287,D45-52,380,24,54,14.375,7.563,0.526,0.444,0.447,0,3,,0.681,-0.368,54.436,5.85,0.802,0.69,0.747,0.661,0.339,0.639,0.747,0,35.9065,55.154,0.536,1,0,317.377,353.541,377.557,0,4014,78,417,607.517,271.067,906.304
58,1,1087,D37-45,220,16,31,14.329,6.949,0.485,0.516,0.516,0,3,,0.793,-0.632,70.725,4.053,0.393,0.782,0.741,0.685,0.315,0.284,0.358,0,41.6982,35.2911,0.1537,0,0,343.434,359.238,404.248,0,4081,80,424,647.529,300.89,923.731
59,1,1200,D78-85,380,28,54,12.639,5.577,0.441,0.519,0.523,0,3,,1.109,0.885,6.43,7.329,1.0,0.761,0.77,0.679,0.321,0.731,0.914,0,38.5681,69.3273,0.7975,1,0,344.735,378.275,371.59,0,4164,82,434,646.24,315.674,942.89
60,1,1254,D61-70,420,26,60,14.07,7.725,0.549,0.433,0.435,0,3,,-0.159,-0.097,3.494,1.35,1.0,0.697,0.765,0.671,0.329,0.664,0.889,0,33.8364,61.3248,0.8124,1,0,290.67,313.645,323.201,0,4236,82,442,604.574,294.122,958.767
61,1,1222,D45-52,420,28,60,16.138,7.95,0.493,0.467,0.471,0,3,,1.319,0.68,18.616,0.786,0.103,0.686,0.77,0.657,0.343,0.346,0.186,0,55.154,55.9848,0.0151,0,0,297.775,334.782,327.81,0,4316,84,450,603.056,273.508,974.597
62,1,1101,D37-45,460,30,66,15.038,7.573,0.504,0.455,0.459,0,3,,0.027,0.435,21.958,0.325,0.622,0.731,0.808,0.691,0.309,0.951,0.724,0,41.6982,64.7188,0.5521,1,0,293.871,327.004,347.67,0,4392,85,458,591.31,291.45,990.812
63,1,1147,D37-45,460,34,66,13.536,5.809,0.429,0.515,0.521,0,3,,-0.06,-1.35,50.04,4.6,0.778,0.744,0.823,0.682,0.318,0.234,0.605,0,64.7188,78.0148,0.2054,1,0,336.842,364.673,384.597,0,4473,86,467,659.365,321.559,1009.658
64,1,1299,D70-78,260,16,37,13.79,8.02,0.582,0.432,0.431,0,3,,0.186,-1.437,65.713,4.375,0.865,0.68,0.736,0.657,0.343,0.998,0.911,0,67.8241,38.6865,0.4296,1,0,295.466,309.966,324.848,0,4534,87,474,585.55,267.264,1025.16
65,1,1386,D61-70,300,20,43,13.185,6.336,0.481,0.465,0.471,0,3,,-1.241,-0.29,34.989,5.599,0.194,0.688,0.879,0.68,0.32,0.99,0.449,0,61.3248,48.8421,0.2035,1,0,300.458,320.037,345.602,0,4606,89,482,624.969,288.787,1042.996
66,1,1097,D45-52,460,33,66,13.155,6.55,0.498,0.5,0.5,0,3,,0.374,1.093,27.051,5.468,0.65,0.681,0.701,0.63,0.37,0.289,0.517,0,55.154,78.6781,0.4265,1,0,315.637,352.683,374.137,0,4671,90,490,655.835,300.495,1060.808
67,1,1291,D31-37,420,28,60,16.035,8.282,0.516,0.467,0.468,0,3,,-1.55,1.709,63.171,4.969,0.851,0.747,0.767,0.687,0.313,0.602,0.773,0,56.2708,56.3446,0.0013,0,0,320.501,348.16,387.488,0,4737,91,497,635.468,292.94,1076.223
68,1,1033,D31-37,260,19,37,12.563,5.615,0.447,0.514,0.517,0,3,,1.415,0.903,12.663,1.843,0.57,0.759,0.776,0.68,0.32,0.296,0.483,0,56.2708,47.4092,0.1575,0,0,329.576,343.728,381.498,0,4818,92,506,642.903,312.137,1095.299
69,1,1255,D45-52,380,26,54,13.009,6.648,0.511,0.481,0.482,0,3,,-0.276,-0.697,19.481,2.435,0.608,0.746,0.71,0.67,0.33,0.307,0.509,0,78.6781,64.1123,0.1851,0,0,313.309,337.137,382.54,0,4883,93,513,646.884,310.652,1112.859
70,1,1229,D37-45,460,34,66,14.217,6.157,0.433,0.515,0.52,0,3,,1.273,-1.052,81.706,2.088,0.454,0.698,0.78,0.651,0.349,0.859,0.596,0,78.0148,74.2762,0.0479,0,0,308.84,342.097,341.554,0,4961,95,523,634.069,293.992,1131.269
71,1,1374,D37-45,300,23,43,13.094,5.689,0.435,0.535,0.538,0,3,,-0.195,-0.857,29.589,1.153,0.164,0.783,0.883,0.708,0.292,0.709,0.324,0,78.0148,53.9761,0.3081,1,0,324.598,348.25,366.444,0,5042,96,533,651.961,310.207,1150.402
72,1,1306,D78-85,300,23,43,13.905,6.426,0.462,0.535,0.535,0,3,,-0.909,-0.732,6.065,3.392,1.0,0.784,0.846,0.701,0.299,0.701,0.91,0,69.3273,50.8288,0.2668,1,0,325.345,339.021,361.284,0,5124,97,543,650.815,304.8,1168.613
73,1,1207,D24-31,260,18,37,15.362,8.108,0.528,0.486,0.485,0,3,,-1.344,-0.213,41.327,0.395,0.23,0.67,0.818,0.653,0.347,0.984,0.492,0,41.4269,37.3976,0.0973,0,0,299.912,323.657,353.869,0,5188,98,550,637.593,296.149,1184.384
74,1,1190,D31-37,220,14,31,13.234,6.451,0.487,0.452,0.458,0,3,,-0.623,-1.055,14.621,3.633,0.581,0.673,0.813,0.663,0.337,0.19,0.449,0,56.2708,35.0283,0.3775,1,0,306.049,323.155,355.809,0,5263,100,558,633.168,296.108,1201.982
75,1,1206,D12-19,300,23,43,14.241,6.279,0.441,0.535,0.537,0,3,,-0.085,0.454,29.286,0.598,0.163,0.774,0.861,0.699,0.301,0.165,0.163,0,60.3017,49.6276,0.177,0,0,331.672,343.519,392.4,0,5343,101,567,677.281,311.166,1220.377
76,1,1123,D19-24,300,20,43,14.718,7.737,0.526,0.465,0.466,0,3,,1.457,0.818,16.258,8.564,0.09,0.714,0.891,0.696,0.304,0.425,0.192,0,54.4603,43.754,0.1966,0,0,295.408,322.329,334.124,0,5423,102,575,616.41,288.398,1236.461
77,1,1159,D19-24,420,29,60,15.308,8.12,0.53,0.483,0.482,0,3,,1.023,-0.147,54.022,3.0,0.3,0.673,0.736,0.639,0.361,0.672,0.434,0,54.4603,60.367,0.1085,0,0,335.166,372.568,395.315,0,5495,103,583,647.366,305.527,1252.194
78,1,1108,D52-61,300,23,43,13.333,5.698,0.427,0.535,0.539,0,3,,1.853,1.943,1.124,0.685,1.0,0.791,0.779,0.691,0.309,0.152,0.738,0,32.7647,53.0086,0.6179,1,0,321.939,358.527,357.111,0,5580,104,593,667.75,318.576,1271.316
79,1,1181,D12-19,220,14,31,14.321,7.848,0.548,0.452,0.452,0,3,,-0.556,1.355,82.649,0.639,0.959,0.706,0.708,0.659,0.341,0.177,0.693,0,60.3017,32.3698,0.4632,1,0,299.811,311.911,352.643,0,5652,105,600,614.574,293.716,1287.167
80,1,1188,D70-78,300,20,43,14.85,7.425,0.5,0.465,0.469,0,3,,1.109,0.753,10.968,6.056,0.061,0.732,0.879,0.702,0.298,0.862,0.299,0,38.6865,43.3635,0.1209,0,0,319.053,333.757,344.9,0,5717,107,607,644.574,296.224,1303.643
81,1,1241,D45-52,260,20,37,14.042,6.566,0.468,0.541,0.54,0,3,,1.646,-0.273,74.01,11.243,0.911,0.777,0.742,0.675,0.325,0.188,0.676,0,78.6781,43.9442,0.4415,1,0,323.584,348.102,354.982,0,5788,109,616,685.007,341.192,1321.719
82,1,1337,D45-52,300,22,43,16.081,7.493,0.466,0.512,0.514,0,3,,-0.743,1.344,89.94,11.304,1.0,0.718,0.717,0.649,0.351,0.146,0.7,0,43.9442,42.6276,0.03,0,0,326.185,355.961,367.595,0,5859,111,624,638.586,299.903,1338.434
83,1,1362,D70-78,220,16,31,15.77,7.663,0.486,0.516,0.516,0,3,,-0.807,0.747,75.666,5.092,0.92,0.769,0.864,0.702,0.298,0.822,0.891,0,38.6865,32.0678,0.1711,0,0,337.408,363.422,380.002,0,5945,113,633,667.159,306.146,1354.968
84,1,1063,D31-37,380,28,54,12.271,6.068,0.495,0.519,0.517,0,3,,-1.282,-0.687,17.539,1.385,0.597,0.708,0.742,0.647,0.353,0.152,0.44,0,35.0283,71.4078,1.0386,1,0,322.834,358.639,369.221,0,6030,115,644,656.567,324.436,1373.513
85,1,1102,D12-19,460,35,66,15.093,6.825,0.452,0.53,0.532,0,3,,-0.164,0.067,13.139,7.036,0.573,0.751,0.773,0.671,0.329,0.411,0.52,0,32.3698,71.3751,1.205,1,0,312.025,323.777,369.84,0,6106,117,653,650.031,315.315,1391.194
86,1,1262,D61-70,340,23,49,14.505,7.334,0.506,0.469,0.472,0,3,,0.456,1.743,35.644,3.049,0.698,0.662,0.852,0.661,0.339,0.104,0.496,0,48.8421,50.6092,0.0362,0,0,320.69,347.113,351.149,0,6186,119,661,621.429,306.819,1407.811
87,1,1047,D37-45,420,29,60,12.919,6.225,0.482,0.483,0.487,0,3,,1.066,-1.777,72.533,0.698,0.903,0.743,0.837,0.694,0.306,0.972,0.924,0,53.9761,71.5295,0.3252,1,0,300.03,333.077,349.052,0,6269,120,670,630.304,289.473,1425.913
88,1,1020,D12-19,220,15,31,15.244,7.019,0.46,0.484,0.489,0,3,,0.745,0.484,10.88,1.238,0.56,0.736,0.807,0.684,0.316,0.719,0.611,0,71.3751,31.7762,0.5548,1,0,309.131,337.205,353.649,0,6343,121,679,615.771,302.404,1443.027
89,1,1091,D12-19,260,20,37,15.801,7.019,0.444,0.541,0.542,0,3,,0.262,-1.341,67.984,9.152,0.878,0.778,0.725,0.672,0.328,0.179,0.649,0,31.7762,39.0509,0.2289,1,0,329.606,344.384,389.282,0,6418,122,688,655.664,320.976,1460.536
90,1,1098,D78-85,420,32,60,12.782,6.052,0.473,0.533,0.533,0,3,,-0.448,-1.038,21.923,7.504,0.622,0.746,0.775,0.668,0.332,0.62,0.621,0,50.8288,77.2551,0.5199,1,0,318.586,328.853,382.677,0,6506,123,698,658.97,323.811,1479.205
91,1,1001,D70-78,420,29,60,12.085,5.449,0.451,0.483,0.49,0,3,,-0.805,-1.173,10.726,3.667,0.06,0.767,0.834,0.705,0.295,0.404,0.161,0,38.6865,76.4651,0.9765,1,0,320.126,347.924,387.133,0,6578,124,705,627.026,300.637,1498.277
