# ICDDR NO-REROUTE baseline trace (formula-consistent template)
# Scenario=Manhattan | Seed=1204 | Duration=3600s | RSU_Distance=1000m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:59:41.984325Z
"# NOTE: Congestion detection + dissemination active, but rerouting is DISABLED (all reroute flags = 0)."

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,CAM_ID,Ms_slope,Mr_slope,Theta_deg,DeltaC,Relevance_R,Urgency_U,TimeFactor_T,rho,gamma,Dnorm,SuitabilityIndex_Si,ForwarderSelected(0/1),w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
15,1,344,M24-31,260,14,37,17.932,10.674,0.595,0.378,0.381,0,2,,-0.893,-0.09,36.589,1.397,0.703,0.601,0.575,0.602,0.398,0.112,0.468,0,22.9043,27.5476,0.2027,1,0,277.664,301.863,331.469,0,961,21,90,565.431,246.191,166.37
16,1,283,M31-37,180,9,26,17.448,11.356,0.651,0.346,0.346,0,2,,-1.533,0.69,88.496,7.857,0.492,0.563,0.62,0.602,0.398,0.532,0.508,0,29.2243,18.6949,0.3603,1,0,276.776,306.751,335.865,0,1020,22,94,537.347,247.59,177.097
17,1,175,M12-19,300,17,43,15.893,8.947,0.563,0.395,0.4,0,2,,-1.175,-0.292,33.342,12.689,0.185,0.62,0.617,0.615,0.385,0.893,0.458,0,19.6484,36.7514,0.8705,1,0,295.887,326.351,362.628,0,1077,23,100,575.211,250.002,191.181
18,1,328,M78-85,340,16,49,15.229,10.313,0.677,0.327,0.326,0,2,,-1.276,-1.636,6.65,3.637,1.0,0.561,0.528,0.588,0.412,0.265,0.697,0,28.7172,39.2859,0.368,1,0,269.525,307.98,303.047,0,1144,25,105,561.522,257.853,203.075
19,1,214,M52-61,500,24,71,17.051,11.338,0.665,0.338,0.338,0,2,,0.364,1.111,27.985,5.399,0.655,0.56,0.661,0.611,0.389,0.54,0.611,0,26.5366,52.4998,0.9784,1,0,283.043,304.443,309.324,0,1209,27,111,573.734,254.816,213.768
20,1,391,M52-61,460,25,66,16.113,9.328,0.579,0.379,0.383,0,2,,-1.675,1.539,63.863,10.217,0.855,0.659,0.664,0.649,0.351,0.775,0.827,0,52.4998,54.2727,0.0338,0,0,266.403,282.68,326.223,0,1276,29,116,587.619,281.219,227.26
21,1,103,M24-31,380,21,54,17.628,10.795,0.612,0.389,0.389,0,2,,-1.853,1.448,62.98,5.979,0.35,0.69,0.679,0.664,0.336,0.77,0.491,0,27.5476,41.5823,0.5095,1,0,270.262,304.632,334.893,0,1347,30,123,590.762,273.774,238.989
22,1,399,M19-24,500,24,71,19.755,12.944,0.655,0.338,0.339,0,2,,-1.141,0.404,70.767,0.329,0.393,0.624,0.64,0.638,0.362,0.331,0.371,0,10.5932,45.3133,3.2776,1,0,274.934,303.764,307.559,0,1401,31,127,562.545,253.17,247.674
23,1,288,M45-52,300,14,43,17.536,12.439,0.709,0.326,0.322,0,2,,-1.032,-1.971,17.209,3.97,0.096,0.601,0.593,0.621,0.379,0.697,0.323,0,34.5314,30.0607,0.1295,0,0,279.771,290.388,337.063,0,1468,31,133,525.065,224.611,256.904
24,1,252,M19-24,380,20,54,17.818,11.264,0.632,0.37,0.37,0,2,,1.483,0.266,41.108,7.884,0.728,0.648,0.513,0.616,0.384,0.687,0.712,0,45.3133,40.0498,0.1162,0,0,285.587,311.357,343.171,0,1527,33,138,561.27,255.841,267.917
25,1,340,M37-45,220,12,31,17.674,10.471,0.592,0.387,0.389,0,2,,0.177,1.788,50.755,5.446,0.282,0.598,0.619,0.606,0.394,0.384,0.322,0,38.5524,23.9495,0.3788,1,0,275.907,292.054,305.206,0,1601,34,145,573.585,271.921,280.038
26,1,294,M52-61,220,13,31,17.621,9.789,0.556,0.419,0.422,0,3,,1.395,1.396,0.023,2.475,1.0,0.655,0.683,0.638,0.362,0.909,0.967,0,52.4998,25.1518,0.5209,1,0,303.402,315.425,359.086,0,1665,35,152,580.089,280.511,293.237
27,1,246,M24-31,420,24,60,18.156,10.448,0.575,0.4,0.402,0,3,,0.772,1.38,16.402,4.312,0.591,0.682,0.52,0.625,0.375,0.8,0.67,0,41.5823,45.3397,0.0904,0,0,285.073,320.153,315.006,0,1730,37,158,577.367,270.8,305.477
28,1,163,M12-19,340,18,49,18.261,10.95,0.6,0.367,0.371,0,2,,-0.242,1.66,72.559,2.964,0.403,0.606,0.613,0.615,0.385,0.952,0.614,0,36.7514,34.8114,0.0528,0,0,281.352,308.897,340.147,0,1786,39,162,543.089,239.316,316.86
29,1,289,M19-24,300,16,43,17.286,10.915,0.631,0.372,0.372,0,2,,1.568,0.021,56.259,5.651,0.813,0.664,0.687,0.658,0.342,0.964,0.864,0,45.3133,32.6726,0.279,1,0,291.243,314.087,322.57,0,1849,40,168,588.587,272.823,328.321
30,1,207,M70-78,300,15,43,15.815,10.263,0.649,0.349,0.349,0,2,,-0.086,1.703,64.503,0.011,0.858,0.646,0.598,0.638,0.362,0.423,0.701,0,29.4007,34.5126,0.1739,0,0,290.98,330.721,338.612,0,1902,41,173,552.551,249.443,340.434
31,1,340,M31-37,220,12,31,15.889,9.028,0.568,0.387,0.392,0,2,,-0.003,0.124,7.206,11.477,0.04,0.649,0.636,0.635,0.365,0.902,0.354,0,18.6949,26.6408,0.425,1,0,269.841,304.561,331.042,0,1962,42,179,557.623,248.964,354.359
32,1,130,M37-45,380,23,54,17.332,10.03,0.579,0.426,0.425,0,3,,-0.897,0.059,45.282,4.463,0.752,0.664,0.557,0.616,0.384,0.709,0.735,0,23.9495,44.5778,0.8613,1,0,308.627,320.296,349.865,0,2036,43,186,590.018,282.526,367.303
33,1,222,M19-24,260,14,37,16.676,10.357,0.621,0.378,0.378,0,2,,-0.975,1.067,88.874,2.025,0.994,0.656,0.507,0.616,0.384,0.076,0.641,0,32.6726,29.6228,0.0933,0,0,301.47,325.657,358.391,0,2108,45,193,558.562,261.113,379.505
34,1,340,M78-85,500,27,71,16.128,9.989,0.619,0.38,0.38,0,2,,-1.585,-1.502,1.408,0.498,1.0,0.683,0.616,0.65,0.35,0.135,0.698,0,39.2859,59.0643,0.5034,1,0,292.649,322.938,338.608,0,2180,45,199,583.22,276.571,392.181
35,1,264,M52-61,220,13,31,16.672,9.714,0.583,0.419,0.419,0,3,,-0.533,1.679,87.294,3.131,0.985,0.673,0.507,0.612,0.388,0.693,0.872,0,25.1518,26.5837,0.0569,0,0,286.425,303.758,338.406,0,2243,47,206,583.416,273.693,405.474
36,1,368,M45-52,460,23,66,16.335,10.489,0.642,0.348,0.349,0,2,,0.093,-0.44,29.091,8.765,0.662,0.573,0.694,0.621,0.379,0.978,0.782,0,34.5314,51.207,0.4829,1,0,288.835,318.742,349.533,0,2301,48,212,574.922,258.933,417.302
37,1,340,M70-78,460,25,66,18.467,11.874,0.643,0.379,0.377,0,2,,-1.303,-0.566,22.971,1.681,0.628,0.655,0.606,0.635,0.365,0.268,0.496,0,29.4007,47.3536,0.6106,1,0,282.427,300.599,335.63,0,2362,50,217,561.598,269.146,427.61
38,1,314,M31-37,260,14,37,16.486,9.97,0.605,0.378,0.38,0,2,,-1.495,1.975,60.628,2.378,0.337,0.671,0.642,0.651,0.349,0.974,0.56,0,26.6408,29.9641,0.1247,0,0,268.897,301.355,312.543,0,2422,51,222,551.143,254.826,440.297
39,1,167,M61-70,500,31,71,14.926,8.667,0.581,0.437,0.435,0,3,,-1.889,-1.579,4.442,3.805,1.0,0.641,0.631,0.616,0.384,0.283,0.724,0,29.2245,69.139,1.3658,1,0,296.125,315.758,355.664,0,2489,51,228,592.775,264.208,455.019
40,1,325,M12-19,380,20,54,15.169,8.996,0.593,0.37,0.374,0,2,,1.892,-1.494,61.644,4.584,0.842,0.598,0.578,0.604,0.396,0.414,0.673,0,36.7514,47.0448,0.2801,1,0,301.142,339.556,353.902,0,2544,52,232,573.752,250.822,468.867
41,1,161,M19-24,380,22,54,14.154,8.123,0.574,0.407,0.409,0,3,,-1.668,-1.883,2.973,2.795,1.0,0.612,0.532,0.59,0.41,0.614,0.842,0,32.6726,53.1791,0.6276,1,0,306.399,336.588,355.067,0,2606,54,238,587.625,266.937,484.066
42,1,109,M31-37,220,11,31,14.819,10.01,0.675,0.355,0.352,0,2,,0.686,1.129,14.015,0.697,0.078,0.645,0.692,0.654,0.346,0.107,0.088,0,26.6408,27.2513,0.0229,0,0,287.626,314.076,326.075,0,2670,56,244,540.477,232.479,496.537
43,1,390,M19-24,380,21,54,17.517,10.025,0.572,0.389,0.393,0,2,,-0.744,1.446,88.029,2.236,0.489,0.676,0.659,0.653,0.347,0.829,0.607,0,53.1791,41.8475,0.2131,1,0,281.733,299.814,325.734,0,2734,58,250,554.909,269.44,509.228
44,1,270,M61-70,260,13,37,17.29,11.305,0.654,0.351,0.351,0,2,,-0.417,1.609,80.765,4.651,0.449,0.653,0.579,0.637,0.363,0.974,0.639,0,69.139,27.4606,0.6028,1,0,289.123,312.838,358.102,0,2796,59,255,553.543,246.868,520.056
45,1,347,M19-24,300,16,43,17.875,11.19,0.626,0.372,0.372,0,2,,0.439,0.336,5.17,0.802,1.0,0.598,0.501,0.588,0.412,0.955,0.982,0,41.8475,31.5969,0.245,1,0,293.083,310.131,320.449,0,2858,61,261,579.739,254.787,531.174
46,1,157,M70-78,180,11,26,14.204,8.165,0.575,0.423,0.423,0,3,,1.589,0.258,43.332,3.104,0.741,0.651,0.534,0.605,0.395,0.669,0.712,0,47.3536,25.6638,0.458,1,0,294.426,329.557,330.773,0,2930,62,269,601.741,277.839,546.429
47,1,107,M19-24,220,11,31,17.394,11.107,0.639,0.355,0.355,0,2,,1.446,-0.788,86.422,4.521,0.48,0.589,0.64,0.616,0.384,0.736,0.578,0,31.5969,23.2171,0.2652,1,0,297.891,311.131,355.953,0,2986,63,275,570.138,253.834,557.529
48,1,150,M78-85,380,20,54,15.07,9.51,0.631,0.37,0.37,0,2,,-0.478,1.16,74.792,1.576,0.916,0.597,0.629,0.613,0.387,0.2,0.638,0,59.0643,47.3518,0.1983,0,0,273.392,302.533,305.018,0,3046,64,281,556.996,265.301,570.734
49,1,204,M12-19,420,26,60,15.19,8.83,0.581,0.433,0.432,0,3,,-0.457,0.118,31.257,0.2,0.674,0.702,0.577,0.636,0.364,0.895,0.754,0,47.0448,56.8041,0.2074,1,0,313.097,347.212,340.661,0,3118,66,288,603.602,285.358,585.231
50,1,286,M52-61,180,11,26,16.628,8.866,0.533,0.423,0.427,0,3,,-0.018,1.932,63.686,2.749,0.354,0.707,0.562,0.639,0.361,0.172,0.288,0,25.1518,21.9231,0.1284,0,0,279.395,309.118,305.564,0,3186,67,294,601.78,264.74,599.61
51,1,134,M37-45,300,16,43,15.186,9.072,0.597,0.372,0.375,0,2,,-0.8,-1.337,14.562,8.379,0.081,0.626,0.693,0.64,0.36,0.766,0.328,0,44.5778,37.1904,0.1657,0,0,277.609,295.597,319.444,0,3253,69,300,553.008,247.261,613.375
52,1,234,M52-61,340,19,49,17.04,10.86,0.637,0.388,0.385,0,2,,-1.521,0.907,81.117,1.745,0.951,0.652,0.505,0.611,0.389,0.107,0.622,0,25.1518,38.4278,0.5278,1,0,301.094,316.882,359.594,0,3308,69,305,587.294,279.828,625.014
53,1,229,M12-19,300,18,43,17.029,9.781,0.574,0.419,0.419,0,3,,1.654,-0.83,81.45,0.676,0.952,0.617,0.64,0.611,0.389,0.859,0.916,0,56.8041,35.4523,0.3759,1,0,291.444,318.422,330.668,0,3385,70,313,581.77,284.634,638.218
54,1,358,M24-31,420,23,60,15.65,9.231,0.59,0.383,0.386,0,2,,-0.645,0.611,64.231,1.382,0.357,0.609,0.509,0.591,0.409,0.823,0.547,0,41.5823,51.3543,0.235,1,0,271.743,284.542,305.893,0,3442,72,319,580.825,251.282,651.862
55,1,225,M12-19,180,10,26,15.169,9.332,0.615,0.385,0.385,0,2,,-1.751,-1.405,5.708,4.238,1.0,0.665,0.53,0.623,0.377,0.592,0.846,0,35.4523,22.7492,0.3583,1,0,290.904,327.899,338.831,0,3516,73,326,556.771,255.365,665.389
56,1,115,M52-61,180,11,26,16.326,8.714,0.534,0.423,0.427,0,3,,0.072,-0.835,43.996,9.058,0.744,0.707,0.659,0.659,0.341,0.285,0.588,0,38.4278,22.3281,0.419,1,0,279.758,313.054,335.973,0,3594,73,334,617.573,272.561,679.958
57,1,225,M52-61,340,20,49,15.609,8.737,0.56,0.408,0.411,0,3,,1.803,1.61,2.823,5.644,1.0,0.677,0.673,0.651,0.349,0.685,0.89,0,22.3281,43.1913,0.9344,1,0,291.946,314.056,317.548,0,3658,75,340,584.538,283.791,694.393
58,1,243,M45-52,220,12,31,18.015,10.441,0.58,0.387,0.39,0,2,,-1.694,1.952,57.684,6.92,0.82,0.646,0.556,0.618,0.382,0.558,0.72,0,51.207,23.4968,0.5411,1,0,275.947,300.838,314.903,0,3729,76,347,574.674,260.541,706.551
59,1,197,M52-61,340,20,49,17.597,10.551,0.6,0.408,0.407,0,3,,0.369,0.03,18.515,4.642,0.103,0.699,0.551,0.637,0.363,0.093,0.099,0,43.1913,38.3125,0.113,0,0,276.678,307.162,306.34,0,3796,77,354,600.541,277.422,718.72
60,1,157,M45-52,500,31,71,13.305,6.874,0.517,0.437,0.441,0,3,,-1.319,-1.68,6.396,4.812,1.0,0.666,0.671,0.637,0.363,0.609,0.858,0,23.4968,77.5623,2.301,1,0,285.534,302.366,337.591,0,3872,78,362,590.029,281.497,735.684
61,1,187,M61-70,220,15,31,15.19,7.294,0.48,0.484,0.487,0,3,,-1.819,0.564,89.372,5.777,0.997,0.753,0.559,0.643,0.357,0.283,0.742,0,27.4606,31.8904,0.1613,0,0,320.351,337.983,369.879,0,3937,80,370,619.186,293.484,752.454
62,1,390,M31-37,420,26,60,16.701,9.788,0.586,0.433,0.431,0,3,,-0.223,-0.012,11.849,5.417,0.066,0.641,0.695,0.629,0.371,0.883,0.369,0,26.6408,51.6667,0.9394,1,0,316.354,336.569,375.292,0,3998,81,377,616.613,299.502,765.752
63,1,371,M31-37,260,15,37,16.137,9.573,0.593,0.405,0.406,0,3,,1.797,-1.733,59.08,7.285,0.328,0.666,0.57,0.626,0.374,0.256,0.301,0,51.6667,31.8248,0.384,1,0,288.192,326.307,322.37,0,4062,83,384,566.325,267.959,779.123
64,1,308,M31-37,460,29,66,13.285,6.97,0.525,0.439,0.443,0,3,,-0.508,-0.597,3.886,0.806,1.0,0.684,0.543,0.619,0.381,0.549,0.828,0,31.8248,71.7414,1.2543,1,0,312.161,330.721,344.025,0,4131,84,390,619.36,301.535,795.986
65,1,322,M78-85,300,19,43,15.88,8.905,0.561,0.442,0.442,0,3,,-0.287,-1.528,40.763,6.733,0.726,0.729,0.663,0.665,0.335,0.405,0.619,0,59.0643,39.2753,0.335,1,0,295.392,322.37,330.17,0,4197,85,398,611.594,292.186,810.448
66,1,396,M70-78,340,22,49,17.426,9.721,0.558,0.449,0.448,0,3,,-0.264,1.967,77.822,3.559,0.932,0.712,0.665,0.654,0.346,0.896,0.92,0,25.6638,40.9634,0.5962,1,0,307.601,329.602,336.073,0,4258,85,405,613.457,274.06,823.94
67,1,270,M31-37,260,17,37,17.763,8.906,0.501,0.459,0.463,0,3,,0.17,1.722,50.194,2.909,0.279,0.717,0.62,0.645,0.355,0.348,0.303,0,71.7414,31.1771,0.5654,1,0,317.578,344.736,363.637,0,4320,86,411,621.686,279.41,838.524
68,1,375,M52-61,220,15,31,18.028,8.584,0.476,0.484,0.488,0,3,,-0.499,1.094,74.086,3.269,0.412,0.679,0.571,0.608,0.392,0.336,0.382,0,43.1913,26.8702,0.3779,1,0,328.028,365.281,383.048,0,4400,87,419,629.929,293.374,853.681
69,1,137,M61-70,340,21,49,15.599,8.913,0.571,0.429,0.429,0,3,,0.58,1.719,29.686,0.051,0.665,0.681,0.6,0.632,0.368,0.771,0.704,0,27.4606,44.481,0.6198,1,0,313.501,343.01,362.56,0,4476,89,426,612.229,278.814,868.04
70,1,379,M37-45,500,32,71,18.892,10.35,0.548,0.451,0.451,0,3,,-0.125,0.655,40.346,3.892,0.724,0.718,0.594,0.642,0.358,0.754,0.735,0,44.5778,55.7003,0.2495,1,0,311.008,348.335,362.842,0,4544,90,433,594.568,272.848,880.758
71,1,268,M45-52,500,28,71,17.478,10.576,0.605,0.394,0.394,0,2,,1.673,0.652,26.044,5.225,0.645,0.638,0.645,0.63,0.37,0.762,0.688,0,77.5623,55.6196,0.2829,1,0,300.777,339.207,333.697,0,4619,92,439,603.367,279.933,892.798
72,1,265,M12-19,220,15,31,16.361,7.834,0.479,0.484,0.488,0,3,,-0.422,1.955,85.796,7.976,0.477,0.681,0.621,0.619,0.381,0.553,0.506,0,22.7492,29.6082,0.3015,1,0,314.923,339.609,371.47,0,4695,93,448,628.549,282.537,908.893
73,1,369,M61-70,180,13,26,14.141,7.11,0.503,0.5,0.5,0,3,,1.787,-0.108,66.919,2.922,0.872,0.749,0.551,0.634,0.366,0.111,0.594,0,44.481,28.6401,0.3561,1,0,338.394,371.448,392.497,0,4765,94,456,639.63,296.638,926.006
74,1,188,M31-37,340,21,49,17.974,10.082,0.561,0.429,0.43,0,3,,1.988,-1.857,55.004,5.278,0.306,0.662,0.502,0.603,0.397,0.982,0.574,0,31.1771,38.6038,0.2382,1,0,283.996,294.067,330.781,0,4832,94,463,576.732,259.79,938.903
75,1,234,M12-19,500,32,71,17.6,9.09,0.516,0.451,0.454,0,3,,1.195,1.623,8.275,9.688,0.546,0.729,0.628,0.655,0.345,0.291,0.458,0,29.6082,59.7886,1.0193,1,0,325.17,359.823,371.073,0,4907,96,470,608.205,294.047,953.196
76,1,122,M61-70,180,12,26,17.277,8.783,0.508,0.462,0.465,0,3,,0.571,-0.113,36.164,7.531,0.701,0.705,0.591,0.632,0.368,0.178,0.509,0,28.6401,22.2544,0.223,1,0,294.779,330.631,324.013,0,4977,98,477,597.529,273.147,967.947
77,1,223,M70-78,220,14,31,19.346,9.895,0.511,0.452,0.455,0,3,,0.944,-1.617,78.399,5.98,0.436,0.697,0.654,0.644,0.356,0.626,0.503,0,40.9634,23.9627,0.415,1,0,323.448,354.385,384.111,0,5054,99,484,613.173,280.595,981.241
78,1,357,M24-31,380,24,54,16.078,8.723,0.543,0.444,0.446,0,3,,0.881,-0.377,62.036,2.13,0.345,0.685,0.636,0.636,0.364,0.419,0.372,0,51.3543,49.3128,0.0398,0,0,299.938,324.631,365.188,0,5125,100,490,598.654,267.389,995.948
79,1,216,M19-24,420,27,60,15.44,7.667,0.497,0.45,0.455,0,3,,-0.383,1.897,83.147,3.448,0.462,0.65,0.649,0.62,0.38,0.126,0.334,0,23.2171,57.1912,1.4633,1,0,288.737,325.117,336.336,0,5199,102,497,622.448,278.125,1012.014
80,1,267,M70-78,500,33,71,17.943,8.836,0.492,0.465,0.469,0,3,,1.812,1.136,12.464,5.548,0.569,0.704,0.51,0.614,0.386,0.83,0.67,0,23.9627,59.7906,1.4952,1,0,298.041,315.842,350.596,0,5262,103,503,622.802,284.075,1026.723
81,1,360,M12-19,380,22,54,17.449,10.481,0.601,0.407,0.407,0,3,,0.774,0.479,12.135,9.364,0.067,0.606,0.518,0.585,0.415,0.473,0.236,0,59.7886,43.1381,0.2785,1,0,313.072,330.713,348.356,0,5322,104,509,571.265,268.837,1038.973
82,1,259,M12-19,460,31,66,18.269,9.469,0.518,0.47,0.471,0,3,,-0.8,-1.328,14.356,2.017,0.58,0.696,0.672,0.642,0.358,0.204,0.445,0,43.1381,54.3879,0.2608,1,0,319.94,332.993,352.1,0,5394,105,517,619.976,278.17,1052.925
83,1,386,M24-31,460,30,66,17.087,9.295,0.544,0.455,0.455,0,3,,-0.599,0.623,62.862,4.393,0.849,0.731,0.673,0.664,0.336,0.792,0.83,0,51.3543,56.9586,0.1091,0,0,304.274,318.64,362.397,0,5470,105,524,623.389,291.491,1066.988
84,1,182,M24-31,300,20,43,16.576,8.941,0.539,0.465,0.465,0,3,,1.477,-0.518,83.277,6.605,0.963,0.74,0.624,0.655,0.345,0.535,0.815,0,51.3543,38.8503,0.2435,1,0,302.484,325.323,343.338,0,5539,107,531,595.88,284.643,1081.567
85,1,326,M12-19,460,32,66,17.407,8.845,0.508,0.485,0.486,0,3,,-1.916,-0.737,26.042,3.486,0.145,0.665,0.583,0.604,0.396,0.507,0.288,0,54.3879,58.2649,0.0713,0,0,304.167,331.102,360.026,0,5621,109,541,645.292,307.328,1096.405
86,1,241,M61-70,260,17,37,18.473,9.818,0.531,0.459,0.46,0,3,,1.552,0.235,43.952,5.811,0.744,0.736,0.635,0.657,0.343,0.414,0.631,0,22.2544,29.9793,0.3471,1,0,295.101,326.797,348.936,0,5684,110,548,600.302,273.743,1109.848
87,1,381,M31-37,420,27,60,16.059,8.307,0.517,0.45,0.453,0,3,,1.349,-1.444,71.245,4.014,0.396,0.647,0.697,0.628,0.372,0.341,0.375,0,38.6038,54.9868,0.4244,1,0,317.755,347.55,375.566,0,5753,112,555,624.741,297.695,1125.115
88,1,146,M19-24,460,29,66,14.93,8.252,0.553,0.439,0.44,0,3,,0.424,0.877,18.269,7.674,0.601,0.706,0.517,0.624,0.376,0.482,0.557,0,57.1912,63.8356,0.1162,0,0,300.117,316.845,330.361,0,5818,113,563,618.104,281.289,1140.376
89,1,222,M78-85,460,34,66,15.863,6.913,0.436,0.515,0.52,0,3,,-0.249,1.345,67.367,3.411,0.874,0.735,0.654,0.644,0.356,0.743,0.827,0,39.2753,66.5701,0.695,1,0,325.805,364.455,384.35,0,5894,115,572,641.199,297.576,1157.841
90,1,160,M52-61,180,13,26,18.077,8.879,0.491,0.5,0.501,0,3,,-0.765,0.764,74.809,7.625,0.916,0.72,0.54,0.618,0.382,0.715,0.839,0,26.8702,22.4039,0.1662,0,0,317.771,350.042,359.835,0,5968,117,581,621.168,311.129,1172.742
91,1,286,M61-70,340,24,49,16.896,7.903,0.468,0.49,0.494,0,3,,-0.236,-0.247,0.625,3.535,1.0,0.694,0.692,0.638,0.362,0.975,0.991,0,29.9793,44.6638,0.4898,1,0,327.394,344.033,361.604,0,6036,119,589,614.755,287.78,1188.792
92,1,364,M78-85,420,31,60,18.544,8.501,0.458,0.517,0.519,0,3,,-0.336,1.569,76.055,7.045,0.923,0.711,0.534,0.607,0.393,0.076,0.59,0,66.5701,52.0984,0.2174,1,0,317.227,355.165,361.678,0,6120,120,600,655.596,301.886,1204.283
