# ICDDR NO-REROUTE baseline trace (formula-consistent template)
# Scenario=Delhi | Seed=1303 | Duration=3600s | RSU_Distance=800m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:59:42.443854Z
"# NOTE: Congestion detection + dissemination active, but rerouting is DISABLED (all reroute flags = 0)."

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,CAM_ID,Ms_slope,Mr_slope,Theta_deg,DeltaC,Relevance_R,Urgency_U,TimeFactor_T,rho,gamma,Dnorm,SuitabilityIndex_Si,ForwarderSelected(0/1),w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
12,1,1131,D78-85,420,22,60,15.171,8.939,0.589,0.367,0.371,0,2,,1.789,-1.168,69.79,5.185,0.888,0.645,0.841,0.681,0.319,0.584,0.791,0,33.0078,51.7087,0.5666,1,0,289.883,306.029,342.409,0,775,17,71,583.892,248.801,181.035
13,1,1204,D70-78,340,21,49,15.868,8.683,0.547,0.429,0.431,0,3,,-0.838,-0.025,38.518,6.49,0.714,0.697,0.9,0.7,0.3,0.874,0.762,0,26.7651,43.7271,0.6337,1,0,281.934,296.938,313.606,0,847,18,78,608.339,268.104,195.681
14,1,1285,D24-31,380,22,54,15.143,9.197,0.607,0.407,0.406,0,3,,0.203,0.705,23.72,4.011,0.632,0.656,0.816,0.669,0.331,0.143,0.47,0,30.445,49.7069,0.6327,1,0,285.804,314.696,347.93,0,909,19,83,605.404,290.245,209.537
15,1,1008,D37-45,220,12,31,15.313,9.283,0.606,0.387,0.388,0,2,,-1.125,-1.829,12.958,2.736,0.572,0.643,0.891,0.684,0.316,0.457,0.536,0,66.4234,27.6419,0.5839,1,0,306.414,339.495,374.565,0,974,21,89,593.314,283.366,223.143
16,1,1114,D78-85,300,17,43,14.26,8.213,0.576,0.395,0.398,0,2,,-1.203,1.121,81.455,7.717,0.453,0.623,0.738,0.641,0.359,0.207,0.364,0,51.7087,40.9604,0.2079,1,0,302.222,337.573,358.478,0,1037,22,95,562.594,269.357,238.145
17,1,1263,D12-19,460,26,66,14.443,8.272,0.573,0.394,0.397,0,2,,0.142,0.279,7.504,3.194,1.0,0.681,0.755,0.673,0.327,0.424,0.812,0,66.1817,61.8873,0.0649,0,0,275.964,315.103,303.067,0,1103,23,101,573.383,250.126,253.062
18,1,1208,D37-45,260,17,37,15.788,8.485,0.537,0.459,0.46,0,3,,1.747,-1.327,66.784,5.784,0.871,0.661,0.85,0.663,0.337,0.875,0.872,0,27.6419,35.0774,0.269,1,0,302.855,334.74,372.844,0,1179,24,110,631.223,286.761,268.172
19,1,1232,D61-70,340,19,49,16.978,10.547,0.621,0.388,0.387,0,2,,-0.722,0.039,38.033,0.396,0.711,0.635,0.705,0.642,0.358,0.215,0.534,0,73.7772,38.5664,0.4773,1,0,274.337,293.204,337.839,0,1246,26,115,585.105,268.33,280.203
20,1,1048,D24-31,260,15,37,16.006,9.42,0.589,0.405,0.406,0,3,,1.218,1.17,1.137,4.711,1.0,0.614,0.755,0.637,0.363,0.411,0.786,0,49.7069,32.0851,0.3545,1,0,313.007,324.242,367.541,0,1321,27,121,567.025,266.789,293.765
21,1,1349,D31-37,380,21,54,15.269,8.692,0.569,0.389,0.393,0,2,,-0.961,-0.216,31.684,3.007,0.676,0.659,0.756,0.664,0.336,0.421,0.59,0,26.6984,48.007,0.7981,1,0,302.068,340.119,339.745,0,1381,28,128,564.873,249.338,308.122
22,1,1083,D24-31,420,28,60,14.587,7.123,0.488,0.467,0.471,0,3,,1.476,1.848,5.705,2.425,1.0,0.66,0.84,0.658,0.342,0.676,0.889,0,32.0851,61.935,0.9303,1,0,297.184,311.94,365.693,0,1455,30,136,625.215,278.589,324.985
23,1,1185,D19-24,300,17,43,15.495,8.936,0.577,0.395,0.398,0,2,,1.464,-1.705,64.723,5.969,0.86,0.64,0.896,0.681,0.319,0.741,0.822,0,13.7208,37.6948,1.7473,1,0,310.308,345.726,348.378,0,1515,32,141,586.116,257.816,339.082
24,1,1053,D70-78,300,16,43,13.93,8.24,0.592,0.372,0.376,0,2,,-0.183,-0.85,30.004,2.702,0.167,0.591,0.843,0.652,0.348,0.505,0.284,0,43.7271,40.5456,0.0728,0,0,277.718,289.444,310.796,0,1586,33,148,558.56,259.883,353.886
25,1,1267,D61-70,300,20,43,14.85,7.169,0.483,0.465,0.47,0,3,,-1.457,-1.54,1.468,0.407,1.0,0.737,0.804,0.69,0.31,0.472,0.836,0,38.5664,43.365,0.1244,0,0,300.671,317.035,369.43,0,1659,35,156,642.048,312.654,370.681
26,1,1032,D52-61,260,18,37,16.086,7.405,0.46,0.486,0.492,0,3,,-0.137,1.662,66.745,1.434,0.871,0.672,0.89,0.668,0.332,0.247,0.664,0,40.0533,35.7143,0.1083,0,0,321.143,347.927,346.509,0,1728,37,164,641.168,309.419,387.33
27,1,1077,D37-45,340,22,49,11.531,6.733,0.584,0.449,0.446,0,3,,0.537,-1.601,86.239,3.106,0.979,0.722,0.867,0.7,0.3,0.287,0.771,0,35.0774,61.907,0.7649,1,0,304.767,338.938,363.878,0,1789,39,170,633.299,307.63,404.557
28,1,1169,D52-61,340,23,49,15.948,7.76,0.487,0.469,0.474,0,3,,-1.404,-1.388,0.316,1.108,1.0,0.749,0.805,0.695,0.305,0.947,0.984,0,40.0533,46.0301,0.1492,0,0,317.269,351.629,349.695,0,1863,41,177,605.196,289.384,420.643
29,1,1073,D78-85,260,17,37,12.174,6.762,0.555,0.459,0.458,0,3,,0.471,0.951,18.33,2.138,0.602,0.725,0.824,0.69,0.31,0.085,0.441,0,40.9604,45.4899,0.1106,0,0,311.407,330.738,342.303,0,1939,43,184,616.419,278.638,437.906
30,1,1101,D52-61,220,13,31,14.231,8.12,0.571,0.419,0.42,0,3,,-1.638,-0.105,52.591,0.246,0.792,0.659,0.859,0.676,0.324,0.758,0.781,0,40.0533,31.1437,0.2224,1,0,305.78,319.395,354.044,0,2002,44,191,613.079,275.911,453.192
31,1,1255,D78-85,220,14,31,15.199,8.493,0.559,0.452,0.451,0,3,,0.032,-0.375,22.373,2.78,0.624,0.734,0.8,0.692,0.308,0.499,0.586,0,40.9604,30.4997,0.2554,1,0,302.678,319.45,349.334,0,2065,45,198,590.824,277.481,468.236
32,1,1280,D31-37,300,21,43,14.327,6.692,0.467,0.488,0.493,0,3,,-1.418,-1.533,2.073,2.436,1.0,0.679,0.753,0.644,0.356,0.558,0.842,0,48.007,46.3875,0.0337,0,0,306.936,334.951,338.93,0,2145,46,206,619.308,284.271,485.79
33,1,1215,D52-61,300,18,43,12.821,7.054,0.55,0.419,0.422,0,3,,1.7,-0.709,85.13,3.274,0.973,0.641,0.827,0.661,0.339,0.652,0.864,0,31.1437,47.0882,0.512,1,0,300.149,334.56,359.82,0,2208,47,212,575.601,257.972,502.403
34,1,1348,D45-52,380,24,54,13.744,7.278,0.53,0.444,0.447,0,3,,0.202,-1.547,68.543,1.055,0.381,0.661,0.773,0.652,0.348,0.811,0.53,0,38.1047,57.6859,0.5139,1,0,305.632,321.911,331.232,0,2273,49,219,632.92,297.297,518.916
35,1,1081,D24-31,380,24,54,13.946,7.832,0.562,0.444,0.444,0,3,,0.989,0.476,19.241,4.083,0.607,0.72,0.739,0.674,0.326,0.288,0.503,0,61.935,56.85,0.0821,0,0,310.856,340.252,362.89,0,2339,50,225,627.271,297.775,534.737
36,1,1108,D31-37,380,25,54,13.245,7.006,0.529,0.463,0.464,0,3,,-0.701,1.817,83.791,3.489,0.466,0.745,0.794,0.692,0.308,0.997,0.629,0,48.007,61.4062,0.2791,1,0,298.148,327.964,347.756,0,2405,50,232,601.974,272.388,551.721
37,1,1257,D31-37,300,18,43,10.69,6.0,0.561,0.419,0.421,0,3,,1.467,1.94,7.012,1.761,1.0,0.63,0.763,0.642,0.358,0.42,0.792,0,61.4062,56.4774,0.0803,0,0,301.236,321.34,369.513,0,2468,51,238,589.748,287.415,569.651
38,1,1280,D24-31,380,26,54,12.971,6.749,0.52,0.481,0.481,0,3,,1.782,-0.869,78.314,4.82,0.935,0.672,0.704,0.632,0.368,0.884,0.916,0,61.935,64.2974,0.0381,0,0,323.014,359.68,361.071,0,2551,52,248,618.963,290.803,587.085
39,1,1142,D12-19,260,16,37,12.918,7.115,0.551,0.432,0.434,0,3,,1.774,1.766,0.108,10.111,0.501,0.643,0.7,0.632,0.368,0.083,0.347,0,66.1817,41.2979,0.376,1,0,306.272,326.246,355.845,0,2614,53,254,588.665,285.261,603.718
40,1,1228,D45-52,300,19,43,12.907,7.209,0.559,0.442,0.442,0,3,,1.086,-0.879,88.671,3.267,0.493,0.66,0.835,0.664,0.336,0.348,0.444,0,57.6859,48.3216,0.1623,0,0,284.836,310.402,349.098,0,2684,55,261,617.159,275.65,620.299
41,1,1227,D78-85,340,21,49,14.5,7.814,0.539,0.429,0.432,0,3,,1.455,-1.116,76.358,3.96,0.924,0.722,0.837,0.7,0.3,0.672,0.849,0,30.4997,47.8534,0.569,1,0,316.401,338.752,362.204,0,2753,57,268,575.276,277.094,636.032
42,1,1144,D24-31,460,33,66,13.904,6.752,0.486,0.5,0.501,0,3,,-1.169,-1.682,9.823,1.97,1.0,0.762,0.856,0.702,0.298,0.394,0.82,0,61.935,74.4413,0.2019,1,0,335.464,354.98,393.746,0,2820,57,275,663.959,324.173,653.592
43,1,1084,D31-37,340,22,49,13.659,6.794,0.497,0.449,0.454,0,3,,1.439,1.758,5.169,3.384,1.0,0.727,0.794,0.688,0.312,0.817,0.943,0,61.4062,52.2616,0.1489,0,0,301.732,335.605,346.105,0,2896,59,283,606.707,278.895,670.743
44,1,1299,D78-85,340,23,49,15.485,8.376,0.541,0.469,0.468,0,3,,-0.539,-1.126,20.056,1.572,0.111,0.692,0.876,0.68,0.32,0.308,0.174,0,47.8534,47.4076,0.0093,0,0,319.737,358.509,359.355,0,2969,60,291,642.144,287.079,686.058
45,1,1241,D37-45,380,25,54,13.54,7.495,0.554,0.463,0.461,0,3,,-1.092,-0.73,11.38,1.656,0.563,0.733,0.761,0.68,0.32,0.658,0.594,0,61.907,60.0682,0.0297,0,0,310.591,321.998,342.639,0,3035,62,298,637.934,301.983,702.43
46,1,1188,D12-19,460,32,66,15.407,6.999,0.454,0.485,0.491,0,3,,-1.669,0.079,63.556,7.731,0.353,0.67,0.857,0.661,0.339,0.352,0.353,0,41.2979,65.8283,0.594,1,0,309.72,335.256,335.756,0,3109,63,307,646.953,300.145,719.575
47,1,1073,D45-52,380,25,54,15.327,7.953,0.519,0.463,0.465,0,3,,0.479,-0.444,49.559,0.671,0.775,0.723,0.744,0.671,0.329,0.685,0.746,0,57.6859,53.0644,0.0801,0,0,305.64,321.863,352.641,0,3181,65,316,622.353,298.245,735.375
48,1,1013,D78-85,460,32,66,13.965,6.925,0.496,0.485,0.487,0,3,,-0.339,0.127,25.955,3.496,0.644,0.687,0.801,0.658,0.342,0.309,0.53,0,47.8534,72.6238,0.5176,1,0,309.428,321.028,370.546,0,3251,66,323,645.833,303.902,752.613
49,1,1187,D52-61,380,26,54,14.661,7.697,0.525,0.481,0.481,0,3,,-1.719,0.529,87.713,2.153,0.987,0.665,0.827,0.653,0.347,0.179,0.707,0,47.0882,56.8888,0.2081,1,0,328.161,349.27,355.641,0,3324,68,331,626.292,306.34,768.862
50,1,1293,D45-52,340,23,49,14.657,7.346,0.501,0.469,0.472,0,3,,1.842,-0.096,67.005,3.468,0.372,0.693,0.81,0.668,0.332,0.454,0.399,0,57.6859,50.0856,0.1318,0,0,307.446,321.293,371.223,0,3395,69,339,611.591,303.31,785.465
51,1,1231,D37-45,420,27,60,16.451,8.965,0.545,0.45,0.451,0,3,,-1.012,-0.8,6.688,3.554,1.0,0.681,0.835,0.673,0.327,0.314,0.776,0,61.907,53.678,0.1329,0,0,320.58,352.064,381.969,0,3465,70,346,590.815,271.294,799.909
52,1,1099,D70-78,380,26,54,12.548,6.261,0.499,0.481,0.483,0,3,,0.625,0.685,2.402,5.532,1.0,0.685,0.837,0.666,0.334,0.195,0.731,0,43.7271,66.4651,0.52,1,0,321.219,343.568,347.064,0,3548,71,354,633.109,305.16,817.953
53,1,1203,D78-85,420,31,60,17.13,8.05,0.47,0.517,0.518,0,3,,0.152,0.166,0.779,5.917,1.0,0.788,0.845,0.708,0.292,0.129,0.746,0,72.6238,56.3975,0.2234,1,0,320.253,345.325,364.603,0,3617,73,363,666.97,313.849,834.008
54,1,1211,D61-70,460,34,66,14.192,7.028,0.495,0.515,0.514,0,3,,-0.794,-0.165,29.075,4.755,0.662,0.765,0.845,0.697,0.303,0.546,0.627,0,38.5664,74.4117,0.9294,1,0,321.517,332.516,362.042,0,3684,74,371,669.784,322.583,851.329
55,1,1071,D24-31,380,24,54,12.545,6.481,0.517,0.444,0.448,0,3,,-0.436,-1.926,38.989,0.643,0.717,0.677,0.885,0.682,0.318,0.976,0.799,0,74.4413,63.1991,0.151,0,0,302.869,326.813,334.208,0,3752,76,378,591.664,268.427,868.839
56,1,1008,D78-85,220,14,31,14.497,7.533,0.52,0.452,0.454,0,3,,-1.313,0.977,82.964,5.659,0.461,0.699,0.705,0.655,0.345,0.393,0.437,0,56.3975,31.9776,0.433,1,0,323.894,360.768,366.436,0,3832,77,387,594.98,288.804,885.084
57,1,1296,D24-31,260,19,37,16.703,7.936,0.475,0.514,0.515,0,3,,-0.717,1.655,85.523,0.121,0.475,0.763,0.836,0.695,0.305,0.594,0.511,0,74.4413,35.6576,0.521,1,0,311.762,341.549,374.05,0,3913,79,396,636.739,296.393,901.259
58,1,1101,D52-61,220,15,31,14.672,7.343,0.5,0.484,0.485,0,3,,-1.937,-0.547,34.03,1.88,0.189,0.752,0.814,0.694,0.306,0.249,0.208,0,56.8888,33.0161,0.4196,1,0,331.488,360.514,377.092,0,3990,81,405,612.372,280.76,917.967
59,1,1180,D45-52,260,18,37,14.412,6.711,0.466,0.486,0.491,0,3,,1.632,0.135,50.818,7.122,0.782,0.683,0.8,0.655,0.345,0.069,0.537,0,57.6859,39.864,0.3089,1,0,318.471,347.21,378.635,0,4071,82,414,632.147,308.025,935.483
60,1,1154,D70-78,260,18,37,11.853,6.399,0.54,0.486,0.484,0,3,,0.156,-0.809,47.825,6.572,0.766,0.664,0.731,0.632,0.368,0.537,0.682,0,66.4651,48.4706,0.2707,1,0,314.316,331.807,362.586,0,4153,83,424,629.339,303.775,953.39
61,1,1187,D61-70,300,20,43,14.419,7.24,0.502,0.465,0.468,0,3,,-1.282,0.696,86.858,3.942,0.983,0.703,0.734,0.659,0.341,0.49,0.815,0,74.4117,44.662,0.3998,1,0,292.954,327.719,337.664,0,4222,84,431,595.934,278.12,970.096
62,1,1096,D78-85,340,24,49,12.497,5.529,0.442,0.49,0.497,0,3,,1.627,-1.246,70.338,0.951,0.391,0.722,0.821,0.678,0.322,0.443,0.408,0,31.9776,60.3856,0.8884,1,0,322.399,350.696,381.902,0,4287,85,438,613.755,292.569,989.114
63,1,1253,D31-37,380,24,54,13.373,7.683,0.575,0.444,0.443,0,3,,-1.458,-0.188,44.905,3.675,0.249,0.7,0.827,0.682,0.318,0.72,0.399,0,61.4062,59.2853,0.0345,0,0,308.438,319.878,363.97,0,4353,85,444,627.594,278.856,1005.12
64,1,1362,D45-52,380,27,54,15.975,7.416,0.464,0.5,0.504,0,3,,-0.676,-0.262,19.384,2.776,0.608,0.726,0.827,0.678,0.322,0.445,0.555,0,39.864,53.5209,0.3426,1,0,308.633,321.451,356.694,0,4437,86,453,628.791,288.001,1021.851
65,1,1058,D61-70,380,27,54,16.359,8.195,0.501,0.5,0.5,0,3,,0.771,0.103,31.76,7.726,0.676,0.678,0.701,0.629,0.371,0.125,0.472,0,44.662,52.2636,0.1702,0,0,324.055,349.824,391.163,0,4520,87,462,663.63,321.926,1037.606
66,1,1354,D52-61,420,30,60,11.435,5.873,0.514,0.5,0.499,0,3,,0.718,1.397,18.698,7.51,0.104,0.758,0.852,0.699,0.301,0.28,0.157,0,33.0161,82.6394,1.503,1,0,326.677,359.799,373.096,0,4588,89,469,662.082,319.925,1056.265
67,1,1333,D78-85,340,22,49,13.103,7.056,0.539,0.449,0.45,0,3,,0.07,-1.654,62.825,1.088,0.349,0.717,0.776,0.679,0.321,0.348,0.349,0,60.3856,54.4806,0.0978,0,0,291.017,325.858,347.718,0,4650,90,475,599.548,269.462,1073.088
68,1,1075,D31-37,380,27,54,13.661,6.497,0.476,0.5,0.502,0,3,,-0.949,1.285,84.374,5.898,0.469,0.739,0.792,0.678,0.322,0.572,0.502,0,61.4062,62.5881,0.0192,0,0,334.319,349.717,374.441,0,4728,92,483,654.832,303.162,1090.967
69,1,1153,D78-85,460,33,66,14.313,6.382,0.446,0.5,0.505,0,3,,-0.183,-0.961,33.501,6.991,0.186,0.709,0.85,0.674,0.326,0.766,0.375,0,60.3856,72.3107,0.1975,0,0,320.528,337.249,387.793,0,4805,94,491,642.865,296.177,1108.989
70,1,1250,D70-78,380,25,54,12.446,6.55,0.526,0.463,0.464,0,3,,-0.753,1.906,80.719,0.008,0.448,0.664,0.864,0.666,0.334,0.963,0.62,0,48.4706,65.3473,0.3482,1,0,298.596,309.045,345.906,0,4871,95,499,633.532,281.751,1126.541
71,1,1192,D61-70,380,28,54,12.789,5.764,0.451,0.519,0.522,0,3,,0.621,0.986,12.751,3.532,0.571,0.722,0.772,0.66,0.34,0.999,0.716,0,44.662,68.5176,0.5341,1,0,321.158,344.446,361.645,0,4948,96,508,675.289,311.09,1145.466
72,1,1194,D45-52,340,25,49,16.504,7.894,0.478,0.51,0.511,0,3,,-0.842,-1.803,20.896,3.573,0.116,0.741,0.853,0.688,0.312,0.566,0.256,0,53.5209,46.9865,0.1221,0,0,304.659,319.388,340.262,0,5022,97,517,644.752,320.45,1161.67
73,1,1294,D12-19,340,22,49,16.115,8.586,0.533,0.449,0.451,0,3,,-1.117,0.327,66.276,9.385,0.868,0.687,0.738,0.656,0.344,0.52,0.748,0,65.8283,44.2975,0.3271,1,0,293.872,320.345,351.668,0,5083,99,524,631.195,302.437,1176.581
74,1,1208,D45-52,420,30,60,13.722,5.996,0.437,0.5,0.506,0,3,,-1.775,-1.037,14.57,3.535,0.081,0.756,0.771,0.682,0.318,0.903,0.342,0,53.5209,68.8682,0.2868,1,0,336.996,372.465,401.225,0,5157,101,532,659.826,319.344,1195.086
75,1,1040,D45-52,380,26,54,14.263,7.17,0.503,0.481,0.483,0,3,,0.705,1.01,10.111,2.974,0.556,0.758,0.84,0.703,0.297,0.696,0.598,0,68.8682,58.4754,0.1509,0,0,332.988,352.721,369.521,0,5223,103,539,616.426,295.942,1211.994
76,1,1024,D70-78,220,16,31,13.524,6.611,0.489,0.516,0.516,0,3,,1.936,1.07,15.75,2.332,0.087,0.779,0.709,0.676,0.324,0.313,0.16,0,65.3473,37.3929,0.4278,1,0,331.306,369.734,385.503,0,5290,104,547,647.361,308.62,1229.843
77,1,1383,D45-52,260,18,37,16.05,7.925,0.494,0.486,0.488,0,3,,0.021,-0.3,17.954,1.336,0.6,0.726,0.788,0.675,0.325,0.252,0.487,0,68.8682,35.795,0.4802,1,0,314.606,325.11,355.297,0,5356,105,554,624.605,302.544,1245.842
78,1,1112,D31-37,420,28,60,15.55,8.005,0.515,0.467,0.469,0,3,,0.491,1.805,34.853,2.468,0.194,0.685,0.74,0.65,0.35,0.886,0.436,0,61.4062,58.1001,0.0538,0,0,299.717,322.747,353.939,0,5419,107,561,617.286,296.185,1261.602
79,1,1016,D45-52,460,34,66,15.894,7.439,0.468,0.515,0.517,0,3,,-0.752,1.125,85.318,2.161,0.474,0.75,0.818,0.684,0.316,0.12,0.362,0,35.795,66.44,0.8561,1,0,321.313,333.557,375.319,0,5493,109,569,652.615,323.56,1278.41
80,1,1128,D19-24,380,28,54,14.274,6.472,0.453,0.519,0.521,0,3,,-0.719,-1.411,18.94,0.044,0.605,0.724,0.716,0.65,0.35,0.511,0.572,0,37.6948,61.3862,0.6285,1,0,331.507,367.918,393.213,0,5578,110,579,657.445,322.279,1296.449
81,1,1082,D12-19,300,23,43,15.617,6.929,0.444,0.535,0.537,0,3,,-1.033,-1.485,10.095,2.728,0.556,0.748,0.772,0.668,0.332,0.093,0.402,0,44.2975,45.2571,0.0217,0,0,320.537,343.574,382.136,0,5660,112,589,679.195,324.929,1314.032
82,1,1030,D31-37,340,23,49,13.614,7.233,0.531,0.469,0.469,0,3,,-1.964,-1.066,16.186,5.945,0.59,0.694,0.821,0.67,0.33,0.443,0.541,0,61.4062,53.9229,0.1219,0,0,326.176,365.573,352.472,0,5731,114,596,626.421,299.489,1330.776
83,1,1289,D78-85,380,25,54,15.838,8.066,0.509,0.463,0.466,0,3,,-0.384,0.828,60.665,5.708,0.337,0.742,0.83,0.698,0.302,0.915,0.512,0,60.3856,51.3506,0.1496,0,0,329.452,354.28,359.423,0,5802,116,603,620.298,301.538,1346.435
84,1,1303,D24-31,340,26,49,13.233,5.9,0.446,0.531,0.533,0,3,,1.606,-1.885,59.858,1.406,0.833,0.704,0.811,0.655,0.345,0.145,0.596,0,35.6576,60.1923,0.6881,1,0,315.18,334.089,382.584,0,5879,117,612,658.515,306.895,1365.273
85,1,1329,D61-70,460,34,66,15.602,7.635,0.489,0.515,0.515,0,3,,0.806,-0.445,62.851,2.624,0.349,0.698,0.856,0.666,0.334,0.69,0.463,0,68.5176,67.6867,0.0121,0,0,317.282,330.124,353.344,0,5946,118,621,646.337,309.303,1381.836
86,1,1289,D61-70,340,25,49,12.592,5.468,0.434,0.51,0.516,0,3,,-0.894,-0.505,15.026,5.485,0.583,0.73,0.828,0.677,0.323,0.985,0.713,0,68.5176,61.5831,0.1012,0,0,324.109,355.488,392.06,0,6014,119,629,627.422,297.194,1401.072
87,1,1205,D70-78,340,24,49,17.384,8.644,0.497,0.49,0.491,0,3,,1.288,1.655,6.692,3.638,1.0,0.753,0.882,0.706,0.294,0.164,0.754,0,37.3929,43.4089,0.1609,0,0,304.46,325.724,347.476,0,6082,121,636,654.473,298.655,1416.195
88,1,1361,D70-78,340,26,49,13.72,5.648,0.412,0.531,0.536,0,3,,0.331,1.286,33.822,5.829,0.188,0.708,0.717,0.638,0.362,0.823,0.418,0,37.3929,58.0568,0.5526,1,0,334.324,354.722,377.344,0,6163,122,646,674.435,314.943,1435.35
89,1,1157,D12-19,340,23,49,12.566,6.578,0.523,0.469,0.47,0,3,,-0.536,-1.604,29.859,1.958,0.666,0.742,0.736,0.678,0.322,0.32,0.554,0,44.2975,58.4194,0.3188,1,0,317.492,351.298,351.024,0,6232,124,654,636.049,294.457,1452.914
90,1,1053,D70-78,460,37,66,12.8,4.877,0.381,0.561,0.566,0,3,,1.904,0.371,41.948,3.617,0.233,0.8,0.842,0.7,0.3,0.183,0.218,0,58.0568,87.5247,0.5076,1,0,339.289,370.259,374.772,0,6317,126,665,649.258,308.841,1473.242
91,1,1023,D61-70,380,29,54,12.6,5.677,0.451,0.537,0.538,0,3,,1.061,-1.857,71.595,3.008,0.898,0.762,0.892,0.698,0.302,0.211,0.69,0,68.5176,71.2499,0.0399,0,0,338.15,366.97,403.344,0,6399,127,675,660.402,314.527,1492.405
