# ICDDR NO-REROUTE baseline trace (formula-consistent template)
# Scenario=Manhattan | Seed=1205 | Duration=3600s | RSU_Distance=1000m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:59:42.088588Z
"# NOTE: Congestion detection + dissemination active, but rerouting is DISABLED (all reroute flags = 0)."

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,CAM_ID,Ms_slope,Mr_slope,Theta_deg,DeltaC,Relevance_R,Urgency_U,TimeFactor_T,rho,gamma,Dnorm,SuitabilityIndex_Si,ForwarderSelected(0/1),w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
11,1,257,M78-85,460,21,66,17.854,11.832,0.663,0.318,0.32,0,2,,-0.873,1.34,85.588,3.448,0.975,0.613,0.662,0.644,0.356,0.812,0.917,0,24.8103,44.7676,0.8044,1,0,259.023,273.333,318.848,0,664,14,58,537.052,231.752,122.47
12,1,268,M24-31,300,18,43,16.605,9.656,0.581,0.419,0.419,0,3,,-1.475,0.195,66.903,6.619,0.872,0.615,0.654,0.613,0.387,0.953,0.903,0,38.7134,36.358,0.0608,0,0,299.893,313.877,352.372,0,722,16,64,587.613,272.138,135.831
13,1,173,M52-61,220,10,31,17.402,11.514,0.662,0.323,0.324,0,2,,0.026,-1.18,51.228,8.909,0.285,0.62,0.602,0.633,0.367,0.584,0.394,0,48.8492,22.1135,0.5473,1,0,289.509,314.189,356.214,0,785,17,70,534.526,248.339,146.196
14,1,237,M45-52,260,14,37,15.865,9.343,0.589,0.378,0.382,0,2,,0.447,0.679,10.05,1.7,0.556,0.63,0.515,0.605,0.395,0.39,0.49,0,37.4949,31.1364,0.1696,0,0,273.145,300.096,313.294,0,847,17,76,590.179,278.133,159.666
15,1,330,M37-45,420,25,60,16.246,9.843,0.606,0.417,0.414,0,3,,-1.296,-1.681,6.899,3.976,1.0,0.646,0.652,0.629,0.371,0.214,0.708,0,45.8643,51.8844,0.1313,0,0,290.031,306.471,323.378,0,913,18,82,582.784,261.945,172.778
16,1,132,M61-70,340,17,49,17.075,10.974,0.643,0.347,0.348,0,2,,0.953,-0.117,50.269,1.57,0.779,0.65,0.666,0.654,0.346,0.354,0.632,0,20.07,36.1248,0.7999,1,0,274.074,294.469,325.521,0,974,19,87,578.766,265.304,183.99
17,1,341,M31-37,340,19,49,17.255,10.762,0.624,0.388,0.387,0,2,,-0.312,-0.421,5.516,3.813,1.0,0.666,0.694,0.656,0.344,0.504,0.829,0,34.1146,37.9481,0.1124,0,0,291.666,304.267,328.686,0,1035,21,93,562.068,269.813,195.752
18,1,339,M31-37,260,15,37,16.662,9.698,0.582,0.405,0.407,0,3,,0.144,-0.172,17.969,6.36,0.1,0.695,0.55,0.636,0.364,0.779,0.347,0,34.1146,30.8221,0.0965,0,0,289.806,320.773,345.698,0,1098,21,100,586.687,277.709,208.968
19,1,286,M31-37,460,23,66,14.684,9.953,0.678,0.348,0.346,0,2,,0.338,-1.981,81.903,2.827,0.955,0.619,0.562,0.617,0.383,0.622,0.827,0,34.1146,56.9637,0.6698,1,0,270.545,297.754,326.714,0,1154,21,104,573.845,241.794,221.466
20,1,196,M45-52,340,20,49,17.416,10.642,0.611,0.408,0.406,0,3,,-1.886,-1.182,12.29,1.47,0.568,0.636,0.504,0.596,0.404,0.234,0.433,0,37.4949,38.7119,0.0325,0,0,297.485,337.448,329.009,0,1230,22,112,567.466,263.136,233.521
21,1,273,M31-37,380,18,54,14.859,9.692,0.652,0.333,0.335,0,2,,-0.398,-1.297,30.671,4.489,0.67,0.586,0.549,0.603,0.397,0.988,0.797,0,56.9637,45.4659,0.2018,1,0,275.052,294.309,307.401,0,1300,22,118,555.657,237.407,246.24
22,1,113,M24-31,460,26,66,17.626,10.312,0.585,0.394,0.396,0,2,,-1.302,0.521,79.976,4.257,0.944,0.679,0.592,0.64,0.36,0.128,0.65,0,38.7134,50.7094,0.3099,1,0,284.566,307.929,326.595,0,1367,24,125,601.157,265.01,258.608
23,1,325,M61-70,260,15,37,14.457,8.24,0.57,0.405,0.408,0,3,,1.2,0.194,39.224,4.431,0.718,0.657,0.684,0.644,0.356,0.491,0.637,0,36.1248,35.5213,0.0167,0,0,286.858,297.82,338.757,0,1435,25,132,583.123,275.74,273.646
24,1,354,M19-24,340,17,49,16.931,11.291,0.667,0.347,0.346,0,2,,-1.222,0.505,77.516,2.531,0.931,0.658,0.516,0.628,0.372,0.187,0.654,0,20.1361,36.4335,0.8094,1,0,259.683,282.554,304.011,0,1500,27,138,570.518,268.667,284.461
25,1,325,M31-37,300,15,43,17.061,11.538,0.676,0.349,0.346,0,2,,1.575,0.053,54.531,4.231,0.303,0.608,0.618,0.623,0.377,0.659,0.437,0,45.4659,31.9908,0.2964,1,0,260.517,274.845,310.6,0,1557,29,143,552.33,237.384,294.981
26,1,282,M61-70,460,28,66,17.942,9.597,0.535,0.424,0.428,0,3,,0.181,-1.79,71.054,2.232,0.395,0.685,0.564,0.628,0.372,0.309,0.363,0,36.1248,52.0068,0.4396,1,0,290.27,300.656,354.202,0,1616,31,149,580.028,284.931,308.455
27,1,360,M45-52,220,11,31,18.865,12.652,0.671,0.355,0.352,0,2,,-1.562,-1.428,2.365,2.724,1.0,0.595,0.607,0.613,0.387,0.576,0.836,0,37.4949,21.4063,0.4291,1,0,261.026,298.454,306.101,0,1680,32,154,543.727,252.646,317.623
28,1,272,M12-19,220,14,31,16.772,9.153,0.546,0.452,0.452,0,3,,-1.112,0.604,79.179,6.626,0.94,0.685,0.66,0.639,0.361,0.684,0.848,0,12.2224,27.6394,1.2614,1,0,317.959,352.625,386.499,0,1748,33,160,626.507,279.753,331.844
29,1,122,M45-52,180,9,26,17.998,11.425,0.635,0.346,0.348,0,2,,-0.167,-0.058,6.147,0.244,1.0,0.635,0.521,0.618,0.382,0.675,0.876,0,21.4063,18.1231,0.1534,0,0,293.432,313.666,339.089,0,1818,34,166,536.712,232.861,342.485
30,1,394,M12-19,180,10,26,16.454,10.455,0.635,0.385,0.383,0,2,,-0.592,1.882,87.35,0.311,0.985,0.593,0.657,0.612,0.388,0.09,0.638,0,27.6394,20.973,0.2412,1,0,290.912,302.819,317.427,0,1892,36,173,558.365,267.149,354.608
31,1,166,M37-45,300,16,43,17.382,10.397,0.598,0.372,0.375,0,2,,-0.427,-0.191,12.313,0.606,0.068,0.64,0.688,0.646,0.354,0.201,0.115,0,45.8643,32.493,0.2915,1,0,264.922,301.0,315.879,0,1954,37,178,547.711,238.692,366.717
32,1,108,M61-70,180,10,26,15.665,9.858,0.629,0.385,0.383,0,2,,-0.638,-0.497,6.093,2.857,1.0,0.677,0.549,0.633,0.367,0.346,0.76,0,52.0068,22.03,0.5764,1,0,304.492,328.81,371.234,0,2014,38,183,586.625,273.011,379.587
33,1,399,M45-52,180,9,26,16.41,11.198,0.682,0.346,0.343,0,2,,1.661,-1.988,57.765,1.942,0.321,0.58,0.682,0.622,0.378,0.471,0.378,0,21.4063,19.8766,0.0715,0,0,269.873,297.919,302.811,0,2072,40,189,532.56,232.416,390.513
34,1,356,M45-52,260,15,37,17.969,10.842,0.603,0.405,0.405,0,3,,0.587,0.878,10.878,7.728,0.56,0.666,0.652,0.642,0.358,0.394,0.501,0,21.4063,28.5789,0.3351,1,0,297.905,322.583,366.397,0,2130,41,195,574.48,256.654,402.299
35,1,298,M78-85,220,11,31,17.615,11.274,0.64,0.355,0.355,0,2,,1.734,-0.458,84.645,1.252,0.97,0.624,0.568,0.619,0.381,0.088,0.634,0,44.7676,22.925,0.4879,1,0,275.321,309.274,307.514,0,2194,42,201,533.736,232.215,413.19
36,1,122,M45-52,300,19,43,17.183,9.146,0.532,0.442,0.444,0,3,,-0.391,0.576,51.304,0.615,0.285,0.693,0.523,0.618,0.382,0.305,0.293,0,28.5789,36.2975,0.2701,1,0,318.171,356.096,346.93,0,2255,43,208,613.797,278.239,427.35
37,1,160,M24-31,460,27,66,16.943,10.024,0.592,0.409,0.409,0,3,,-1.133,-1.246,2.697,2.225,1.0,0.66,0.541,0.616,0.384,0.833,0.936,0,50.7094,53.9065,0.063,0,0,313.02,335.683,373.693,0,2330,44,215,571.23,265.745,440.184
38,1,246,M12-19,380,20,54,15.156,9.163,0.605,0.37,0.373,0,2,,0.492,-0.7,61.187,3.904,0.34,0.619,0.665,0.632,0.368,0.157,0.273,0,20.973,47.0831,1.2449,1,0,290.003,300.837,341.157,0,2385,44,220,560.222,264.833,453.823
39,1,393,M78-85,420,24,60,17.304,10.77,0.622,0.4,0.398,0,2,,0.955,1.733,16.334,6.16,0.591,0.645,0.538,0.61,0.39,0.145,0.417,0,22.925,47.574,1.0752,1,0,274.809,291.508,313.848,0,2461,46,227,597.482,286.327,465.66
40,1,306,M52-61,420,24,60,17.801,10.008,0.562,0.4,0.404,0,3,,-0.274,-1.586,42.464,3.638,0.736,0.625,0.58,0.609,0.391,0.672,0.711,0,22.1135,46.2449,1.0913,1,0,308.869,347.942,360.502,0,2536,48,234,591.934,268.255,478.45
41,1,157,M45-52,300,16,43,14.931,9.194,0.616,0.372,0.373,0,2,,1.345,-0.991,81.873,0.161,0.955,0.662,0.66,0.652,0.348,0.319,0.733,0,36.2975,37.8271,0.0421,0,0,297.198,319.883,331.597,0,2594,50,240,585.542,249.764,492.061
42,1,203,M19-24,420,26,60,15.041,8.064,0.536,0.433,0.436,0,3,,0.101,-0.484,31.598,16.031,0.176,0.703,0.567,0.635,0.365,0.199,0.184,0,36.4335,57.3693,0.5746,1,0,308.228,347.166,369.397,0,2666,51,248,585.529,277.216,507.515
43,1,166,M70-78,300,18,43,17.372,10.181,0.586,0.419,0.418,0,3,,-1.875,-1.966,1.112,4.778,1.0,0.657,0.663,0.635,0.365,0.827,0.937,0,20.7954,34.7537,0.6712,1,0,309.365,343.066,334.889,0,2724,52,254,595.068,268.133,520.219
44,1,305,M52-61,180,10,26,16.213,9.459,0.583,0.385,0.388,0,2,,1.676,-1.973,57.704,7.555,0.821,0.606,0.571,0.602,0.398,0.748,0.792,0,46.2449,21.2845,0.5397,1,0,285.485,303.426,318.511,0,2791,53,260,555.378,270.647,533.587
45,1,114,M52-61,300,17,43,15.032,8.906,0.592,0.395,0.397,0,2,,0.071,1.575,53.508,6.908,0.797,0.697,0.597,0.649,0.351,0.24,0.602,0,21.2845,38.8576,0.8256,1,0,276.195,315.735,330.267,0,2854,55,267,576.128,252.955,547.722
46,1,285,M52-61,300,17,43,17.072,10.062,0.589,0.395,0.397,0,2,,0.503,1.421,28.171,5.986,0.157,0.647,0.581,0.621,0.379,0.695,0.361,0,38.8576,34.2136,0.1195,0,0,295.876,335.645,353.745,0,2925,55,274,565.56,250.223,560.412
47,1,141,M19-24,220,12,31,15.479,9.273,0.599,0.387,0.388,0,2,,-0.923,0.044,45.242,0.122,0.751,0.653,0.531,0.617,0.383,0.396,0.615,0,57.3693,27.3454,0.5233,1,0,274.481,313.868,328.864,0,2985,56,279,598.955,276.671,574.03
48,1,329,M37-45,220,14,31,18.758,10.358,0.552,0.452,0.451,0,3,,0.339,-1.968,81.801,4.487,0.454,0.648,0.665,0.622,0.378,0.461,0.457,0,32.493,24.7131,0.2394,1,0,315.06,351.741,365.178,0,3049,57,286,604.414,294.954,586.744
49,1,344,M61-70,340,20,49,16.669,10.066,0.604,0.408,0.407,0,3,,1.319,1.488,3.267,4.147,1.0,0.646,0.64,0.628,0.372,0.881,0.956,0,22.03,40.445,0.8359,1,0,282.454,299.291,324.823,0,3122,59,294,566.164,274.498,599.518
50,1,286,M24-31,420,27,60,15.14,8.142,0.538,0.45,0.451,0,3,,0.711,1.922,27.116,2.772,0.651,0.658,0.606,0.615,0.385,0.267,0.503,0,50.7094,58.3275,0.1502,0,0,303.56,336.983,333.881,0,3188,61,301,588.448,279.159,614.991
51,1,109,M78-85,180,12,26,16.193,7.823,0.483,0.462,0.467,0,3,,-0.133,1.728,67.521,4.234,0.875,0.711,0.541,0.625,0.375,0.738,0.824,0,47.574,23.7442,0.5009,1,0,321.662,351.115,378.666,0,3267,63,308,603.85,296.634,630.943
52,1,282,M78-85,260,15,37,16.571,9.43,0.569,0.405,0.408,0,3,,0.717,-0.816,74.87,2.171,0.916,0.626,0.653,0.622,0.378,0.501,0.759,0,23.7442,30.9907,0.3052,1,0,286.042,310.916,350.289,0,3326,65,313,564.593,265.7,644.492
53,1,287,M19-24,340,22,49,16.104,8.058,0.5,0.449,0.454,0,3,,1.765,0.661,26.992,9.149,0.65,0.695,0.662,0.645,0.355,0.83,0.714,0,27.3454,44.3265,0.621,1,0,311.718,351.235,351.921,0,3398,67,320,598.086,278.826,660.063
54,1,364,M24-31,300,16,43,19.467,11.919,0.612,0.372,0.374,0,2,,1.407,0.551,25.724,1.079,0.143,0.644,0.662,0.643,0.357,0.444,0.25,0,50.7094,29.0122,0.4279,1,0,280.86,296.095,345.895,0,3464,69,326,559.597,245.625,670.269
55,1,330,M45-52,340,21,49,16.178,8.983,0.555,0.429,0.43,0,3,,0.023,1.451,54.089,3.823,0.3,0.712,0.691,0.666,0.334,0.459,0.354,0,36.2975,42.889,0.1816,0,0,309.366,327.487,355.612,0,3537,71,334,620.918,293.947,684.54
56,1,177,M45-52,300,17,43,15.83,9.984,0.631,0.395,0.393,0,2,,0.109,1.077,40.891,3.574,0.727,0.655,0.545,0.618,0.382,0.824,0.764,0,36.2975,36.8989,0.0166,0,0,282.648,302.541,313.029,0,3606,73,340,594.549,265.254,697.327
57,1,166,M70-78,180,10,26,17.652,10.962,0.621,0.385,0.384,0,2,,1.999,0.074,59.196,3.725,0.329,0.643,0.627,0.632,0.368,0.987,0.571,0,34.7537,19.5496,0.4375,1,0,306.58,319.617,354.627,0,3661,75,346,553.524,268.485,708.817
58,1,260,M52-61,340,21,49,17.797,9.464,0.532,0.429,0.433,0,3,,-1.081,1.047,86.454,6.385,0.98,0.687,0.577,0.63,0.37,0.746,0.894,0,38.8576,38.9887,0.0034,0,0,310.859,341.466,357.66,0,3722,75,353,581.826,266.093,722.487
59,1,112,M19-24,180,10,26,19.479,11.427,0.587,0.385,0.387,0,2,,-0.196,-1.46,44.519,4.866,0.247,0.663,0.65,0.646,0.354,0.185,0.225,0,44.3265,17.716,0.6003,1,0,289.419,307.911,333.093,0,3785,76,358,558.993,251.945,733.396
60,1,169,M45-52,420,23,60,15.789,9.61,0.609,0.383,0.384,0,2,,-0.044,1.982,65.742,0.762,0.865,0.63,0.666,0.633,0.367,0.192,0.618,0,36.2975,50.9023,0.4024,1,0,307.203,346.197,367.843,0,3840,77,363,598.82,267.055,746.567
61,1,228,M19-24,460,30,66,17.198,8.596,0.5,0.455,0.459,0,3,,-1.611,0.37,78.467,6.706,0.436,0.654,0.583,0.607,0.393,0.742,0.556,0,17.716,56.5896,2.1943,1,0,317.254,352.095,348.08,0,3917,77,370,611.442,288.913,761.504
62,1,288,M78-85,380,24,54,18.348,9.441,0.515,0.444,0.449,0,3,,-0.97,0.059,47.519,6.534,0.264,0.668,0.569,0.614,0.386,0.93,0.521,0,30.9907,43.2122,0.3944,1,0,300.029,314.816,364.95,0,3979,79,376,598.982,266.345,775.314
63,1,274,M19-24,380,24,54,16.361,9.213,0.563,0.444,0.444,0,3,,-1.123,-0.409,26.074,2.956,0.645,0.676,0.636,0.632,0.368,0.712,0.67,0,56.5896,48.4577,0.1437,0,0,312.283,351.378,378.384,0,4042,81,383,630.13,306.03,789.409
64,1,200,M31-37,260,17,37,16.601,9.102,0.548,0.459,0.459,0,3,,0.971,1.444,11.117,2.737,0.562,0.714,0.611,0.641,0.359,0.108,0.399,0,31.9908,33.3597,0.0428,0,0,308.648,334.835,350.803,0,4118,83,390,615.916,290.313,803.748
65,1,102,M37-45,180,10,26,16.639,9.649,0.58,0.385,0.388,0,2,,0.863,0.177,30.759,6.215,0.671,0.642,0.617,0.629,0.371,0.893,0.753,0,24.7131,20.7403,0.1608,0,0,277.649,292.824,343.121,0,4174,84,395,574.979,262.554,816.88
66,1,358,M19-24,300,19,43,14.744,8.385,0.569,0.442,0.441,0,3,,1.567,1.674,1.691,3.269,1.0,0.655,0.63,0.621,0.379,0.388,0.768,0,56.5896,42.3018,0.2525,1,0,308.667,341.224,337.998,0,4240,85,403,596.133,293.515,831.992
67,1,337,M70-78,500,31,71,15.454,9.031,0.584,0.437,0.435,0,3,,-0.77,-0.24,24.113,5.544,0.634,0.632,0.597,0.604,0.396,0.43,0.553,0,19.5496,66.7743,2.4156,1,0,304.034,332.672,332.179,0,4316,87,410,596.277,270.87,846.26
68,1,302,M45-52,460,31,66,19.171,9.705,0.506,0.47,0.472,0,3,,1.774,-0.905,77.263,6.693,0.929,0.664,0.502,0.591,0.409,0.122,0.6,0,50.9023,51.8279,0.0182,0,0,303.787,334.461,371.05,0,4379,88,418,613.981,299.912,859.916
69,1,387,M52-61,460,28,66,16.492,9.531,0.578,0.424,0.424,0,3,,-1.478,-0.593,25.255,5.841,0.64,0.644,0.667,0.628,0.372,0.509,0.592,0,38.8576,56.5783,0.456,1,0,292.697,320.072,323.613,0,4454,90,424,616.773,268.837,873.472
70,1,211,M12-19,500,33,71,17.564,9.208,0.524,0.465,0.466,0,3,,0.641,1.997,30.724,3.438,0.671,0.725,0.549,0.633,0.367,0.927,0.765,0,47.0831,61.0801,0.2973,1,0,306.042,336.708,353.113,0,4534,91,433,604.087,285.434,887.716
71,1,362,M70-78,220,14,31,16.872,9.254,0.548,0.452,0.452,0,3,,1.899,0.454,37.795,4.005,0.71,0.736,0.689,0.67,0.33,0.872,0.763,0,66.7743,27.4768,0.5885,1,0,302.035,336.101,364.545,0,4605,92,441,634.526,297.955,901.81
72,1,209,M31-37,220,15,31,15.371,8.056,0.524,0.484,0.483,0,3,,0.425,-1.105,70.876,4.595,0.394,0.714,0.671,0.646,0.354,0.503,0.432,0,31.9908,31.5144,0.0149,0,0,316.619,352.781,386.315,0,4686,92,450,643.208,308.906,917.626
73,1,226,M19-24,220,15,31,17.194,8.024,0.467,0.484,0.489,0,3,,1.913,0.951,18.841,2.743,0.105,0.669,0.596,0.609,0.391,0.552,0.28,0,42.3018,28.1729,0.334,1,0,331.729,354.656,390.748,0,4757,94,457,617.813,286.446,933.484
74,1,291,M37-45,460,33,66,16.746,7.739,0.462,0.5,0.504,0,3,,-1.426,-0.995,10.094,6.849,0.056,0.706,0.668,0.636,0.364,0.828,0.337,0,24.7131,61.8071,1.501,1,0,320.457,338.156,361.408,0,4841,96,466,620.693,299.053,949.81
75,1,121,M45-52,340,22,49,17.41,9.808,0.563,0.449,0.448,0,3,,1.062,0.625,14.717,5.308,0.582,0.735,0.525,0.638,0.362,0.582,0.582,0,50.9023,41.0016,0.1945,0,0,300.49,315.218,328.899,0,4913,98,473,615.887,294.882,963.192
76,1,213,M31-37,340,22,49,13.875,6.991,0.504,0.449,0.454,0,3,,1.772,1.983,2.677,2.892,1.0,0.672,0.539,0.609,0.391,0.621,0.852,0,31.9908,51.4469,0.6082,1,0,294.25,326.201,364.015,0,4984,100,481,589.662,273.043,980.097
77,1,376,M37-45,180,13,26,16.262,7.96,0.489,0.5,0.501,0,3,,-1.373,-0.21,42.079,4.033,0.734,0.755,0.616,0.651,0.349,0.065,0.5,0,61.8071,24.9041,0.5971,1,0,304.184,334.687,341.865,0,5062,102,491,662.966,322.003,996.147
78,1,232,M24-31,340,21,49,16.864,9.657,0.573,0.429,0.428,0,3,,-1.7,-1.974,3.599,1.198,1.0,0.676,0.606,0.631,0.369,0.726,0.899,0,29.0122,41.1449,0.4182,1,0,287.597,298.638,324.872,0,5137,104,499,579.827,266.619,1009.575
79,1,269,M61-70,300,18,43,18.516,10.377,0.56,0.419,0.421,0,3,,-1.942,0.21,74.625,0.05,0.915,0.65,0.57,0.613,0.387,0.526,0.764,0,40.445,32.6053,0.1938,0,0,316.037,352.048,369.301,0,5201,106,505,584.121,263.539,1022.034
80,1,167,M31-37,300,22,43,17.297,8.47,0.49,0.512,0.511,0,3,,-1.025,0.399,67.433,4.434,0.875,0.693,0.519,0.597,0.403,0.152,0.583,0,51.4469,39.6324,0.2296,1,0,341.295,370.209,397.558,0,5273,108,514,666.439,317.341,1037.528
81,1,200,M78-85,460,29,66,14.538,8.176,0.562,0.439,0.439,0,3,,-0.034,0.77,39.575,1.798,0.22,0.721,0.675,0.664,0.336,0.991,0.479,0,43.2122,65.5562,0.5171,1,0,291.131,305.035,331.875,0,5346,109,522,613.371,272.766,1052.884
82,1,137,M61-70,500,29,71,15.645,9.545,0.61,0.408,0.407,0,3,,0.007,-0.299,17.018,6.409,0.095,0.612,0.521,0.588,0.412,0.729,0.356,0,40.445,63.3963,0.5675,1,0,299.747,327.084,348.504,0,5403,111,527,591.384,262.344,1066.312
83,1,113,M37-45,460,32,66,16.681,8.74,0.524,0.485,0.484,0,3,,1.874,0.143,53.763,2.354,0.299,0.715,0.683,0.649,0.351,0.929,0.52,0,24.9041,60.801,1.4414,1,0,312.244,344.528,354.869,0,5469,112,534,650.514,319.356,1081.282
84,1,155,M70-78,420,28,60,16.464,8.674,0.527,0.467,0.467,0,3,,-0.361,0.839,59.849,1.69,0.332,0.682,0.615,0.624,0.376,0.91,0.549,0,27.4768,54.8748,0.9971,1,0,299.31,330.143,328.973,0,5550,113,542,613.249,280.208,1096.206
85,1,111,M52-61,340,21,49,15.507,8.58,0.553,0.429,0.43,0,3,,0.304,-1.973,80.02,3.543,0.445,0.628,0.621,0.61,0.39,0.524,0.475,0,56.5783,44.7456,0.2091,1,0,310.095,344.359,379.403,0,5628,114,550,611.575,291.89,1110.981
86,1,340,M52-61,180,11,26,16.778,9.784,0.583,0.423,0.422,0,3,,1.939,-1.084,69.987,0.933,0.889,0.675,0.643,0.639,0.361,0.366,0.7,0,44.7456,21.7271,0.5144,1,0,298.361,333.956,347.692,0,5701,116,558,583.31,276.096,1124.212
87,1,320,M70-78,500,32,71,14.115,7.205,0.51,0.451,0.455,0,3,,-1.632,-1.143,9.668,7.27,1.0,0.729,0.634,0.656,0.344,0.475,0.82,0,54.8748,74.5493,0.3585,1,0,298.809,318.282,336.59,0,5773,117,566,599.531,267.292,1140.862
88,1,120,M70-78,340,22,49,15.625,7.976,0.51,0.449,0.453,0,3,,1.906,-1.785,56.937,8.788,0.816,0.645,0.662,0.62,0.38,0.28,0.613,0,74.5493,45.6874,0.3872,1,0,288.672,315.001,320.062,0,5847,118,574,607.778,282.865,1156.535
89,1,223,M78-85,260,16,37,15.556,9.127,0.587,0.432,0.431,0,3,,-0.502,-1.535,30.269,0.038,0.168,0.662,0.569,0.615,0.385,0.964,0.474,0,65.5562,34.2952,0.4769,1,0,308.629,325.835,338.227,0,5919,119,581,583.466,270.366,1170.653
90,1,307,M70-78,340,23,49,14.362,6.732,0.469,0.469,0.476,0,3,,0.993,0.386,23.691,0.961,0.632,0.697,0.517,0.611,0.389,0.929,0.747,0,45.6874,51.114,0.1188,0,0,304.24,339.274,366.173,0,5989,120,588,614.535,285.625,1188.024
91,1,247,M19-24,220,16,31,17.195,8.358,0.486,0.516,0.516,0,3,,1.891,0.26,47.552,5.181,0.764,0.757,0.525,0.628,0.372,0.148,0.535,0,28.1729,29.4106,0.0439,0,0,330.313,353.831,371.938,0,6072,122,597,646.387,309.152,1203.69
92,1,369,M52-61,220,15,31,15.559,7.472,0.48,0.484,0.487,0,3,,-0.667,0.525,61.436,8.294,0.341,0.738,0.521,0.628,0.372,0.904,0.551,0,21.7271,31.1348,0.433,1,0,300.772,313.556,365.367,0,6151,123,606,636.946,308.654,1220.237
