# ICDDR NO-REROUTE baseline trace (formula-consistent template)
# Scenario=Manhattan | Seed=1202 | Duration=3600s | RSU_Distance=1000m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:59:41.773056Z
"# NOTE: Congestion detection + dissemination active, but rerouting is DISABLED (all reroute flags = 0)."

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,CAM_ID,Ms_slope,Mr_slope,Theta_deg,DeltaC,Relevance_R,Urgency_U,TimeFactor_T,rho,gamma,Dnorm,SuitabilityIndex_Si,ForwarderSelected(0/1),w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
11,1,163,M31-37,180,11,26,16.369,8.645,0.528,0.423,0.428,0,3,,-0.419,1.339,75.968,0.889,0.422,0.694,0.52,0.624,0.376,0.978,0.631,0,50.1192,22.2692,0.5557,1,0,306.129,346.113,367.283,0,699,17,65,608.664,287.786,130.019
12,1,112,M78-85,380,19,54,15.494,10.376,0.67,0.352,0.35,0,2,,-1.841,-0.703,26.375,0.346,0.147,0.651,0.67,0.654,0.346,0.662,0.325,0,45.9616,44.8195,0.0249,0,0,294.837,307.614,336.046,0,761,18,71,545.447,257.8,142.012
13,1,117,M52-61,380,22,54,15.263,8.407,0.551,0.407,0.412,0,3,,-0.624,1.203,82.25,3.185,0.957,0.707,0.57,0.645,0.355,0.548,0.812,0,42.1198,49.3158,0.1708,0,0,313.098,331.678,365.312,0,827,19,76,568.299,275.194,156.856
14,1,190,M24-31,500,25,71,16.91,10.548,0.624,0.352,0.355,0,2,,-1.572,0.385,78.582,6.193,0.437,0.577,0.662,0.615,0.385,0.652,0.519,0,13.5678,54.0571,2.9842,1,0,262.844,291.417,331.796,0,880,20,81,567.225,255.224,168.636
15,1,183,M70-78,420,21,60,15.652,10.032,0.641,0.35,0.351,0,2,,0.321,-1.499,74.102,2.32,0.912,0.6,0.604,0.616,0.384,0.29,0.673,0,35.153,48.9048,0.3912,1,0,264.897,285.347,329.685,0,947,21,86,536.941,250.475,181.046
16,1,312,M31-37,500,26,71,14.542,8.866,0.61,0.366,0.369,0,2,,-1.158,-1.928,13.389,12.136,0.574,0.582,0.57,0.595,0.405,0.678,0.616,0,22.2692,64.1774,1.8819,1,0,291.11,313.464,350.857,0,1014,22,92,559.081,257.5,195.027
17,1,253,M31-37,340,16,49,17.243,11.545,0.67,0.327,0.327,0,2,,0.233,-1.739,73.218,8.449,0.407,0.614,0.582,0.626,0.374,0.291,0.363,0,64.1774,34.6978,0.4593,1,0,255.048,290.233,309.585,0,1071,24,98,547.916,241.496,205.381
18,1,377,M12-19,500,29,71,16.054,9.091,0.566,0.408,0.411,0,3,,-0.861,-1.403,13.777,7.583,0.077,0.648,0.581,0.617,0.383,0.182,0.117,0,33.8635,61.7838,0.8245,1,0,294.359,328.405,352.091,0,1139,26,105,590.235,269.336,219.376
19,1,204,M61-70,340,17,49,14.055,8.873,0.631,0.347,0.349,0,2,,-1.802,1.909,56.681,0.241,0.815,0.644,0.622,0.642,0.358,0.945,0.861,0,45.0588,43.8868,0.026,0,0,292.816,306.539,345.119,0,1202,28,111,539.386,231.612,233.214
20,1,233,M19-24,260,15,37,15.893,9.247,0.582,0.405,0.407,0,3,,0.905,0.879,0.838,0.636,1.0,0.69,0.591,0.641,0.359,0.501,0.821,0,24.3198,32.3122,0.3286,1,0,299.475,315.572,363.973,0,1264,30,118,609.552,281.435,246.993
21,1,122,M52-61,380,21,54,17.736,10.523,0.593,0.389,0.391,0,2,,-0.082,1.336,57.871,9.424,0.822,0.67,0.554,0.629,0.371,0.2,0.591,0,42.1198,41.3309,0.0187,0,0,298.531,334.802,331.124,0,1320,32,124,554.58,247.129,259.062
22,1,259,M19-24,500,28,71,15.185,9.629,0.634,0.394,0.392,0,2,,-0.583,0.914,72.66,3.353,0.404,0.664,0.501,0.614,0.386,0.426,0.412,0,32.3122,64.0171,0.9812,1,0,276.115,315.836,338.069,0,1392,33,130,558.365,262.845,272.287
23,1,301,M70-78,500,29,71,16.223,8.82,0.544,0.408,0.413,0,3,,1.773,-0.102,66.385,4.201,0.369,0.61,0.548,0.592,0.408,0.541,0.439,0,48.9048,61.1381,0.2501,1,0,295.897,312.406,343.845,0,1457,34,136,612.678,274.467,286.621
24,1,300,M12-19,460,25,66,18.395,11.015,0.599,0.379,0.381,0,2,,-1.148,0.234,62.086,0.824,0.345,0.681,0.537,0.634,0.366,0.736,0.488,0,61.7838,47.5396,0.2305,1,0,285.655,307.909,316.831,0,1521,35,142,572.81,268.865,298.003
25,1,205,M31-37,420,22,60,16.373,10.726,0.655,0.367,0.364,0,2,,-1.948,-1.305,10.29,4.083,0.057,0.575,0.548,0.587,0.413,0.962,0.431,0,34.6978,47.9126,0.3809,1,0,273.638,288.551,330.382,0,1576,36,147,577.571,254.259,309.662
26,1,175,M61-70,180,10,26,16.0,9.307,0.582,0.385,0.388,0,2,,1.764,1.468,4.711,1.508,1.0,0.597,0.565,0.596,0.404,0.545,0.816,0,45.0588,21.5679,0.5213,1,0,307.231,318.758,356.951,0,1634,38,153,556.049,254.006,323.221
27,1,242,M61-70,420,23,60,16.833,9.69,0.576,0.383,0.387,0,2,,-1.944,-0.098,57.179,2.742,0.818,0.686,0.679,0.664,0.336,0.975,0.871,0,21.5679,47.7456,1.2137,1,0,293.99,307.522,359.757,0,1699,39,159,552.835,267.315,336.292
28,1,398,M70-78,180,10,26,16.105,9.843,0.611,0.385,0.385,0,2,,-0.539,-1.435,26.789,0.748,0.149,0.617,0.591,0.611,0.389,0.487,0.28,0,61.1381,21.428,0.6495,1,0,282.759,319.18,316.414,0,1759,41,164,573.054,257.922,349.18
29,1,197,M19-24,300,15,43,16.162,10.49,0.649,0.349,0.349,0,2,,1.184,0.924,7.079,6.24,1.0,0.582,0.597,0.606,0.394,0.186,0.679,0,64.0171,33.7718,0.4725,1,0,275.551,300.491,337.388,0,1812,42,169,551.42,253.866,361.009
30,1,388,M31-37,180,10,26,19.546,11.497,0.588,0.385,0.387,0,2,,1.045,-1.147,84.831,4.361,0.471,0.685,0.543,0.636,0.364,0.665,0.542,0,47.9126,17.6556,0.6315,1,0,286.302,304.145,317.659,0,1868,43,174,571.435,271.702,371.83
31,1,279,M31-37,180,9,26,16.973,10.566,0.622,0.346,0.349,0,2,,0.591,-0.774,68.315,8.251,0.88,0.612,0.612,0.625,0.375,0.17,0.613,0,17.6556,19.2177,0.0885,0,0,269.288,283.71,298.473,0,1928,44,179,546.335,258.483,383.546
32,1,164,M12-19,220,13,31,16.738,9.006,0.538,0.419,0.424,0,3,,-0.322,-0.771,19.782,3.96,0.11,0.633,0.554,0.601,0.399,0.252,0.167,0,47.5396,26.4786,0.443,1,0,314.637,352.848,343.161,0,1994,45,186,570.89,268.198,397.725
33,1,197,M12-19,260,15,37,16.661,10.182,0.611,0.405,0.404,0,3,,-0.813,1.713,81.158,2.626,0.951,0.609,0.611,0.605,0.395,0.404,0.735,0,26.4786,30.8236,0.1641,0,0,308.007,343.796,343.721,0,2066,47,192,580.505,264.895,410.335
34,1,189,M12-19,380,20,54,16.721,10.552,0.631,0.37,0.37,0,2,,-0.738,-0.083,31.675,2.333,0.176,0.635,0.554,0.617,0.383,0.287,0.218,0,26.4786,42.6762,0.6117,1,0,282.211,305.405,336.952,0,2136,49,199,585.277,260.646,422.237
35,1,261,M37-45,500,29,71,19.25,10.791,0.561,0.408,0.412,0,3,,1.029,-0.229,58.73,2.879,0.826,0.7,0.559,0.639,0.361,0.918,0.859,0,67.2616,51.5258,0.2339,1,0,289.361,300.362,330.217,0,2198,50,205,612.057,271.9,434.107
36,1,131,M45-52,500,28,71,14.341,8.658,0.604,0.394,0.395,0,2,,0.595,0.273,15.465,6.027,0.086,0.598,0.661,0.613,0.387,0.857,0.385,0,29.9651,67.7881,1.2622,1,0,306.055,335.518,333.563,0,2268,52,211,570.075,273.963,448.545
37,1,295,M45-52,300,15,43,15.669,10.543,0.673,0.349,0.347,0,2,,0.323,1.27,33.899,6.094,0.688,0.589,0.51,0.592,0.408,0.713,0.698,0,67.7881,34.8337,0.4861,1,0,266.356,278.779,310.727,0,2339,53,218,541.395,255.146,460.308
38,1,259,M37-45,260,17,37,16.911,8.391,0.496,0.459,0.464,0,3,,-0.429,-1.181,26.525,7.481,0.147,0.699,0.547,0.621,0.379,0.447,0.261,0,51.5258,32.7489,0.3644,1,0,314.031,343.028,351.59,0,2403,54,225,639.977,294.257,475.535
39,1,348,M19-24,220,11,31,14.007,9.392,0.671,0.355,0.352,0,2,,0.942,-1.248,85.414,13.814,0.975,0.648,0.527,0.623,0.377,0.156,0.666,0,33.7718,28.8297,0.1463,0,0,282.405,320.51,322.619,0,2466,55,230,579.462,258.071,488.779
40,1,202,M61-70,420,26,60,18.541,10.652,0.575,0.433,0.433,0,3,,1.273,1.222,1.128,8.802,0.506,0.719,0.584,0.646,0.354,0.476,0.495,0,47.7456,46.5388,0.0253,0,0,308.39,342.0,361.62,0,2540,56,237,617.104,297.655,500.997
41,1,300,M19-24,380,24,54,16.718,9.385,0.561,0.444,0.444,0,3,,1.13,-0.785,86.629,4.835,0.481,0.705,0.684,0.656,0.344,0.206,0.386,0,33.7718,47.4238,0.4042,1,0,304.576,338.41,369.089,0,2604,57,244,584.258,278.224,514.876
42,1,263,M12-19,500,27,71,16.243,9.412,0.579,0.38,0.384,0,2,,-1.642,1.189,71.415,7.38,0.897,0.615,0.616,0.616,0.384,0.346,0.686,0,42.6762,58.6471,0.3742,1,0,276.872,294.815,318.001,0,2674,58,250,594.441,262.07,528.274
43,1,128,M37-45,420,26,60,16.715,9.191,0.55,0.433,0.435,0,3,,-0.883,0.055,44.589,8.277,0.748,0.725,0.52,0.637,0.363,0.773,0.757,0,32.7489,51.6237,0.5763,1,0,297.265,319.975,354.705,0,2734,59,256,578.78,257.237,542.319
44,1,251,M12-19,460,27,66,16.235,9.249,0.57,0.409,0.411,0,3,,1.736,1.396,5.668,3.739,1.0,0.701,0.581,0.644,0.356,0.41,0.79,0,58.6471,56.2589,0.0407,0,0,294.431,329.065,340.014,0,2799,61,262,598.093,276.787,556.121
45,1,131,M24-31,220,13,31,17.469,10.143,0.581,0.419,0.419,0,3,,-1.349,1.81,65.467,2.66,0.864,0.629,0.563,0.601,0.399,0.141,0.575,0,54.0571,25.3709,0.5307,1,0,296.793,327.655,355.423,0,2858,63,268,570.334,269.422,568.878
46,1,201,M61-70,500,29,71,18.072,10.321,0.571,0.408,0.41,0,3,,-0.722,1.986,80.891,5.593,0.449,0.632,0.602,0.614,0.386,0.549,0.488,0,47.7456,54.8833,0.1495,0,0,298.328,315.287,331.508,0,2930,65,275,582.883,259.173,581.336
47,1,298,M12-19,300,17,43,17.513,10.065,0.575,0.395,0.398,0,2,,1.233,0.626,18.914,8.933,0.605,0.698,0.519,0.634,0.366,0.175,0.448,0,58.6471,33.3529,0.4313,1,0,281.657,312.768,335.343,0,2997,65,281,571.068,255.162,594.023
48,1,303,M31-37,180,12,26,16.573,9.011,0.544,0.462,0.461,0,3,,-0.919,1.457,81.883,0.441,0.955,0.721,0.617,0.645,0.355,0.136,0.665,0,17.6556,23.1997,0.314,1,0,310.957,323.262,353.061,0,3073,67,289,602.185,290.297,608.489
49,1,214,M19-24,260,17,37,14.304,7.219,0.505,0.459,0.463,0,3,,0.04,-1.673,61.422,4.92,0.341,0.668,0.696,0.635,0.365,0.18,0.283,0,47.4238,38.7178,0.1836,0,0,308.159,320.301,375.31,0,3143,69,296,623.09,290.04,625.182
50,1,110,M24-31,260,15,37,16.448,9.817,0.597,0.405,0.405,0,3,,0.367,1.99,43.18,7.035,0.74,0.612,0.64,0.612,0.388,0.433,0.621,0,25.3709,31.2221,0.2306,1,0,297.683,329.257,335.803,0,3206,71,303,567.898,257.062,638.249
51,1,253,M70-78,380,23,54,18.829,10.867,0.577,0.426,0.426,0,3,,1.403,-0.753,88.508,5.669,0.492,0.704,0.577,0.64,0.36,0.69,0.563,0,21.428,41.0349,0.915,1,0,294.583,330.493,328.174,0,3266,73,309,586.646,278.194,650.147
52,1,367,M70-78,180,12,26,17.456,9.614,0.551,0.462,0.46,0,3,,1.332,-0.851,86.519,4.311,0.981,0.722,0.646,0.652,0.348,0.808,0.921,0,41.0349,22.0264,0.4632,1,0,300.721,329.273,347.223,0,3345,75,317,618.077,296.096,663.86
53,1,386,M52-61,380,25,54,14.969,7.423,0.496,0.463,0.467,0,3,,1.176,0.511,22.579,0.237,0.125,0.741,0.511,0.634,0.366,0.078,0.108,0,42.1198,54.3305,0.2899,1,0,321.238,357.601,388.489,0,3427,76,325,618.521,299.02,680.322
54,1,232,M24-31,300,19,43,17.087,8.676,0.508,0.442,0.447,0,3,,1.759,-1.107,71.714,5.023,0.898,0.673,0.691,0.642,0.358,0.068,0.601,0,31.2221,36.4999,0.169,0,0,295.326,316.67,321.064,0,3507,77,332,607.476,280.15,695.07
55,1,111,M19-24,180,10,26,18.039,10.889,0.604,0.385,0.386,0,2,,-1.099,-1.196,2.4,4.351,1.0,0.598,0.688,0.621,0.379,0.269,0.723,0,47.4238,19.1299,0.5966,1,0,283.609,299.047,338.173,0,3562,78,336,600.327,283.663,706.65
56,1,268,M37-45,420,26,60,19.192,10.225,0.533,0.433,0.437,0,3,,-1.217,-1.496,5.65,0.386,1.0,0.71,0.559,0.637,0.363,0.422,0.79,0,51.6237,44.9589,0.1291,0,0,296.424,330.304,348.244,0,3631,80,342,577.818,261.147,719.403
57,1,362,M52-61,500,30,71,13.102,7.243,0.553,0.423,0.425,0,3,,-0.825,1.672,81.36,1.744,0.952,0.628,0.641,0.616,0.384,0.884,0.926,0,54.3305,77.2268,0.4214,1,0,297.436,320.026,338.488,0,3694,81,348,614.666,269.821,735.807
58,1,256,M12-19,260,16,37,17.361,9.926,0.572,0.432,0.432,0,3,,-1.186,-0.916,7.378,1.909,1.0,0.643,0.508,0.593,0.407,0.857,0.942,0,33.3529,30.7289,0.0787,0,0,317.208,340.486,343.71,0,3762,83,354,626.365,279.68,748.927
59,1,274,M37-45,380,23,54,16.334,9.492,0.581,0.426,0.425,0,3,,0.803,-1.304,88.714,1.924,0.993,0.624,0.639,0.612,0.388,0.893,0.954,0,51.6237,47.3028,0.0837,0,0,306.73,332.761,357.568,0,3828,84,361,612.742,273.101,762.543
60,1,163,M45-52,220,15,31,16.155,8.125,0.503,0.484,0.485,0,3,,-1.168,0.248,63.34,2.703,0.852,0.744,0.668,0.661,0.339,0.241,0.644,0,34.8337,29.9852,0.1392,0,0,334.351,361.74,383.756,0,3903,86,369,611.307,286.756,778.275
61,1,162,M61-70,220,14,31,15.778,8.314,0.527,0.452,0.454,0,3,,-1.845,-1.807,0.502,4.475,1.0,0.653,0.524,0.596,0.404,0.987,0.995,0,47.7456,29.3819,0.3846,1,0,312.483,329.928,376.777,0,3966,88,376,620.156,280.209,793.544
62,1,119,M70-78,420,24,60,16.51,9.142,0.554,0.4,0.405,0,3,,1.746,-1.366,66.01,2.362,0.867,0.667,0.678,0.649,0.351,0.464,0.725,0,22.0264,49.8613,1.2637,1,0,303.324,338.077,354.276,0,4031,90,383,595.81,274.785,807.416
63,1,299,M78-85,380,23,54,14.588,8.515,0.584,0.426,0.425,0,3,,-0.486,-0.718,9.751,2.931,1.0,0.651,0.682,0.634,0.366,0.243,0.723,0,45.9616,52.9642,0.1524,0,0,291.733,323.61,332.721,0,4108,92,390,618.259,285.542,822.253
64,1,280,M78-85,460,29,66,17.573,9.886,0.563,0.439,0.439,0,3,,1.736,-1.918,57.482,1.282,0.819,0.678,0.637,0.634,0.366,0.541,0.718,0,45.9616,54.2346,0.18,0,0,305.245,330.984,345.794,0,4174,94,396,585.358,271.402,835.472
65,1,180,M70-78,500,33,71,14.866,7.645,0.514,0.465,0.467,0,3,,0.095,-1.608,63.534,7.841,0.853,0.679,0.575,0.615,0.385,0.792,0.83,0,49.8613,72.1637,0.4473,1,0,291.019,318.074,338.294,0,4253,96,403,616.462,283.151,851.67
66,1,319,M52-61,380,24,54,15.868,8.705,0.549,0.444,0.445,0,3,,-1.812,1.03,73.051,8.572,0.906,0.663,0.657,0.63,0.37,0.679,0.822,0,77.2268,49.9654,0.353,1,0,322.354,336.242,350.659,0,4320,98,411,587.033,282.555,866.4
67,1,351,M52-61,180,12,26,18.145,9.823,0.541,0.462,0.461,0,3,,0.294,-1.316,69.132,11.076,0.884,0.737,0.69,0.668,0.332,0.701,0.823,0,49.9654,21.19,0.5759,1,0,301.858,326.058,349.805,0,4395,99,418,604.467,276.621,879.851
68,1,306,M78-85,180,12,26,18.419,9.366,0.509,0.462,0.465,0,3,,-0.117,1.939,69.42,3.179,0.386,0.683,0.661,0.635,0.365,0.274,0.345,0,45.9616,20.8751,0.5458,1,0,299.143,333.39,347.804,0,4471,101,427,613.219,279.247,893.874
69,1,234,M24-31,340,22,49,17.536,9.567,0.546,0.449,0.45,0,3,,-1.323,-1.267,1.212,1.621,1.0,0.68,0.613,0.628,0.372,0.669,0.877,0,31.2221,40.7084,0.3038,1,0,315.559,345.58,346.361,0,4537,101,433,618.522,298.43,907.559
70,1,165,M19-24,260,18,37,15.256,7.419,0.486,0.486,0.489,0,3,,-0.451,0.612,55.775,7.424,0.81,0.748,0.544,0.637,0.363,0.834,0.819,0,19.1299,37.657,0.9685,1,0,297.822,317.074,339.472,0,4619,102,443,649.528,319.411,924.19
71,1,116,M24-31,420,28,60,18.198,9.078,0.499,0.467,0.47,0,3,,-1.05,0.842,86.492,8.156,0.481,0.722,0.63,0.647,0.353,0.636,0.535,0,40.7084,49.6457,0.2195,1,0,305.992,345.803,364.506,0,4700,103,452,641.106,300.74,938.609
72,1,107,M45-52,340,22,49,19.387,10.131,0.523,0.449,0.452,0,3,,-1.216,1.692,70.019,1.997,0.389,0.673,0.553,0.612,0.388,0.064,0.263,0,34.8337,36.8215,0.0571,0,0,292.433,302.733,351.582,0,4779,105,459,620.379,287.234,951.589
73,1,202,M12-19,460,31,66,17.21,8.63,0.501,0.47,0.473,0,3,,-0.119,-1.499,49.511,5.504,0.775,0.695,0.684,0.643,0.357,0.278,0.598,0,33.3529,57.7335,0.731,1,0,320.158,341.659,372.287,0,4847,106,467,611.213,299.947,966.59
74,1,380,M61-70,180,13,26,17.642,8.729,0.495,0.5,0.501,0,3,,-0.125,0.501,33.752,4.457,0.188,0.703,0.662,0.634,0.366,0.948,0.466,0,29.3819,22.9566,0.2187,1,0,312.838,342.457,361.65,0,4917,108,475,635.399,298.124,981.678
75,1,312,M37-45,300,17,43,15.849,8.852,0.558,0.395,0.4,0,2,,-0.369,0.388,41.443,8.88,0.73,0.604,0.551,0.594,0.406,0.94,0.815,0,51.6237,36.8529,0.2861,1,0,284.526,300.32,322.792,0,4985,110,481,600.414,272.433,995.88
76,1,329,M19-24,340,20,49,18.567,11.15,0.601,0.408,0.407,0,3,,0.113,-0.253,20.651,4.427,0.115,0.686,0.588,0.638,0.362,0.315,0.187,0,37.657,36.3108,0.0357,0,0,302.624,333.93,353.767,0,5045,112,487,600.577,268.852,1007.3
77,1,295,M19-24,340,21,49,15.018,8.452,0.563,0.429,0.429,0,3,,0.499,1.975,36.63,4.154,0.703,0.64,0.618,0.615,0.385,0.847,0.759,0,37.657,46.2026,0.2269,1,0,308.264,340.363,342.915,0,5104,112,493,614.445,274.115,1022.235
78,1,167,M52-61,460,27,66,20.515,12.134,0.591,0.409,0.409,0,3,,-1.687,-0.184,48.885,2.622,0.772,0.696,0.536,0.633,0.367,0.464,0.659,0,21.19,44.5214,1.1011,1,0,284.905,300.014,314.55,0,5172,113,500,568.102,260.329,1032.432
79,1,121,M31-37,220,13,31,15.699,8.576,0.546,0.419,0.423,0,3,,-0.064,0.541,32.058,2.374,0.178,0.679,0.503,0.615,0.385,0.804,0.419,0,23.1997,28.2308,0.2169,1,0,279.668,314.837,331.022,0,5248,114,506,609.626,295.263,1047.148
80,1,222,M45-52,180,13,26,14.979,6.663,0.445,0.5,0.506,0,3,,0.275,1.7,44.18,1.881,0.245,0.705,0.656,0.634,0.366,0.895,0.483,0,34.8337,27.0381,0.2238,1,0,319.921,335.745,354.018,0,5331,116,514,618.638,297.883,1064.818
81,1,189,M52-61,220,14,31,17.062,8.722,0.511,0.452,0.455,0,3,,0.909,-0.734,78.574,5.22,0.937,0.65,0.66,0.622,0.378,0.557,0.793,0,44.5214,27.1706,0.3897,1,0,291.178,326.653,332.807,0,5404,117,521,626.984,291.897,1079.578
82,1,265,M78-85,420,29,60,16.214,8.569,0.528,0.483,0.482,0,3,,-0.22,-1.294,39.891,7.51,0.222,0.681,0.693,0.634,0.366,0.995,0.504,0,20.8751,56.9939,1.7302,1,0,318.487,339.284,357.765,0,5481,118,530,636.398,308.277,1094.749
83,1,177,M31-37,500,35,71,16.907,8.755,0.518,0.493,0.492,0,3,,1.806,-1.442,63.724,2.416,0.354,0.759,0.564,0.644,0.356,0.237,0.312,0,28.2308,65.9173,1.3349,1,0,335.9,354.876,368.696,0,5552,119,538,645.863,298.956,1109.756
84,1,337,M19-24,220,15,31,15.111,7.082,0.469,0.484,0.489,0,3,,-1.457,-0.539,27.226,4.736,0.651,0.735,0.593,0.641,0.359,0.654,0.652,0,46.2026,32.0578,0.3061,1,0,314.71,332.091,374.645,0,5626,121,546,615.743,286.919,1126.791
85,1,210,M45-52,340,25,49,16.898,7.874,0.466,0.51,0.513,0,3,,0.57,-1.882,88.306,5.416,0.991,0.781,0.619,0.661,0.339,0.482,0.818,0,27.0381,45.8888,0.6972,1,0,306.1,326.63,356.951,0,5697,123,555,648.239,293.939,1143.02
86,1,374,M31-37,420,28,60,17.566,9.507,0.541,0.467,0.466,0,3,,0.294,-1.72,76.185,3.537,0.423,0.66,0.594,0.609,0.391,0.086,0.291,0,65.9173,51.4322,0.2197,1,0,304.481,334.176,370.461,0,5769,124,562,644.902,291.26,1156.903
87,1,209,M24-31,220,13,31,17.52,10.256,0.585,0.419,0.419,0,3,,-1.953,0.754,80.1,4.291,0.445,0.648,0.626,0.623,0.377,0.626,0.513,0,49.6457,25.297,0.4904,1,0,295.698,324.729,329.511,0,5831,126,568,598.15,272.08,1169.519
88,1,363,M19-24,500,33,71,17.594,9.651,0.549,0.465,0.463,0,3,,-0.867,1.459,83.49,8.894,0.964,0.689,0.698,0.645,0.355,0.102,0.658,0,32.0578,60.9768,0.9021,1,0,326.121,354.125,362.14,0,5906,127,577,643.154,289.077,1183.208
89,1,300,M24-31,180,11,26,18.494,9.935,0.537,0.423,0.427,0,3,,-0.561,-1.951,33.555,4.659,0.186,0.71,0.586,0.645,0.355,0.796,0.403,0,25.297,19.7109,0.2208,1,0,317.711,343.847,358.828,0,5970,128,584,587.486,286.208,1196.251
90,1,215,M61-70,260,16,37,17.552,9.327,0.531,0.432,0.436,0,3,,-0.541,0.84,68.456,4.136,0.38,0.685,0.586,0.63,0.37,0.882,0.566,0,22.9566,30.3951,0.324,1,0,302.529,323.37,350.281,0,6044,129,592,578.786,282.054,1210.119
91,1,278,M37-45,260,16,37,18.63,10.027,0.538,0.432,0.435,0,3,,1.323,1.218,2.31,6.084,1.0,0.698,0.505,0.62,0.38,0.186,0.691,0,36.8529,28.6356,0.223,1,0,314.273,328.786,340.607,0,6114,130,599,608.978,291.002,1223.112
92,1,270,M78-85,180,13,26,17.482,7.844,0.449,0.5,0.505,0,3,,-0.184,-0.063,6.797,1.394,1.0,0.776,0.656,0.669,0.331,0.599,0.867,0,56.9939,23.1669,0.5935,1,0,314.731,329.448,370.066,0,6184,132,608,643.59,316.994,1239.307
