# ICDDR paper-aligned synthetic trace (formula-consistent template)
# Seed: 202
# Generated: 2026-02-14T10:52:44.152569Z
# Scenario: Manhattan | Duration: 3600s | k=3 | w_th=0.2 | λ=0.1 | V2V range=500m | Max hops=4 | RSU interval=1000m
# NOTE: Values are synthetically generated but constrained by the paper’s equations and parameter ranges; replace with real simulator outputs for publication.

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,CAM_ID,Ms_slope,Mr_slope,Theta_deg,DeltaC,Relevance_R,Urgency_U,TimeFactor_T,rho,gamma,Dnorm,SuitabilityIndex_Si,ForwarderSelected(0/1),w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
41,1,283,v78-v85,500,26,71,16.427,10.591,0.645,0.366,0.365,0,2,,-0.411,1.379,76.37,5.676,0.924,0.609,0.599,0.615,0.385,0.606,0.802,0,38.1582,56.8118,0.4888,1,0,273.064,296.138,315.548,0,2646,54,245,541.634,232.734,470.959
42,1,259,v70-v78,380,20,54,16.317,10.782,0.661,0.37,0.367,0,2,,0.091,-1.778,65.862,10.511,0.366,0.64,0.521,0.613,0.387,0.117,0.27,0,17.6303,43.733,1.4806,1,0,298.071,308.245,340.633,0,2705,54,250,575.057,231.092,481.842
43,1,322,v78-v85,300,17,43,16.673,10.226,0.613,0.395,0.394,0,2,,0.162,-1.91,71.59,4.62,0.898,0.617,0.635,0.617,0.383,0.88,0.891,0,56.8118,35.0317,0.3834,1,0,306.303,334.718,356.729,0,2773,55,255,553.725,232.66,493.543
44,1,123,v61-v70,420,27,60,15.441,7.622,0.494,0.45,0.456,0,3,,0.568,-0.561,58.885,8.185,0.827,0.72,0.537,0.633,0.367,0.178,0.589,0,37.0754,57.19,0.5425,1,0,286.347,308.346,348.533,0,2851,57,262,572.756,254.896,508.697
45,1,135,v52-v61,220,13,31,16.614,9.79,0.589,0.419,0.418,0,3,,1.719,1.056,13.252,0.714,0.074,0.658,0.571,0.617,0.383,0.782,0.344,0,52.1273,26.6768,0.4882,1,0,302.995,318.403,349.859,0,2919,59,269,582.001,249.303,521.065
46,1,117,v52-v61,180,10,26,17.909,10.703,0.598,0.385,0.386,0,2,,1.063,0.333,28.333,2.856,0.657,0.632,0.62,0.624,0.376,0.063,0.434,0,26.6768,19.2692,0.2777,1,0,276.004,295.91,341.558,0,2988,59,275,551.681,222.078,532.129
47,1,326,v78-v85,460,28,66,14.381,7.994,0.556,0.424,0.426,0,3,,-1.917,0.366,82.563,2.448,0.959,0.671,0.667,0.641,0.359,0.947,0.954,0,35.0317,64.8858,0.8522,1,0,310.459,327.27,356.261,0,3060,60,283,578.4,225.53,546.681
48,1,175,v61-v70,380,23,54,14.001,8.03,0.574,0.426,0.426,0,3,,-0.118,0.873,47.861,4.786,0.766,0.708,0.665,0.659,0.341,0.711,0.747,0,57.19,55.1849,0.0351,0,0,291.974,312.336,349.026,0,3123,61,289,577.941,248.734,561.201
49,1,335,v24-v31,220,12,31,16.164,10.004,0.619,0.387,0.387,0,2,,0.004,-0.334,18.649,2.478,0.604,0.641,0.635,0.631,0.369,0.63,0.613,0,20.6577,26.1864,0.2676,1,0,292.493,311.347,327.871,0,3185,62,295,581.897,235.905,573.119
50,1,181,v70-v78,380,23,54,15.916,8.588,0.54,0.426,0.429,0,3,,0.983,-1.383,81.348,4.88,0.952,0.631,0.641,0.616,0.384,0.36,0.725,0,43.733,48.5451,0.11,0,0,294.253,308.387,339.842,0,3257,63,302,598.438,236.891,586.969
51,1,144,v37-v45,180,11,26,16.746,9.873,0.59,0.423,0.422,0,3,,0.72,1.222,14.937,3.709,0.583,0.68,0.658,0.645,0.355,0.642,0.604,0,39.8216,21.7677,0.4534,1,0,313.118,342.218,345.88,0,3322,65,309,585.451,233.751,599.261
52,1,104,v37-v45,420,25,60,18.36,10.546,0.574,0.417,0.418,0,3,,1.158,1.421,5.678,3.238,1.0,0.689,0.694,0.658,0.342,0.637,0.876,0,21.7677,45.9111,1.1091,1,0,283.106,318.299,309.818,0,3389,67,317,573.836,233.081,610.706
53,1,262,v45-v52,300,18,43,18.485,10.946,0.592,0.419,0.418,0,3,,1.023,1.449,9.736,7.656,1.0,0.641,0.682,0.631,0.369,0.382,0.772,0,38.3483,32.6611,0.1483,0,0,284.611,313.777,339.6,0,3450,68,324,571.248,235.602,621.682
54,1,236,v24-v31,180,12,26,17.256,8.967,0.52,0.462,0.463,0,3,,-1.836,-1.973,1.695,6.091,1.0,0.673,0.501,0.598,0.402,0.953,0.981,0,26.1864,22.2817,0.1491,0,0,322.819,355.366,381.562,0,3521,69,332,598.801,250.732,635.291
55,1,265,v31-v37,380,22,54,16.539,9.516,0.575,0.407,0.409,0,3,,-0.512,-1.007,18.11,6.804,0.601,0.659,0.561,0.62,0.38,0.925,0.724,0,20.7666,45.5096,1.1915,1,0,293.044,308.858,356.943,0,3583,71,337,595.383,232.43,647.916
56,1,164,v12-v19,260,16,37,16.737,9.322,0.557,0.432,0.433,0,3,,0.903,0.977,2.261,3.582,1.0,0.709,0.503,0.625,0.375,0.434,0.788,0,47.6413,31.8749,0.3309,1,0,286.768,323.076,336.168,0,3653,73,344,599.393,240.203,660.924
57,1,264,v70-v78,380,23,54,16.398,9.638,0.588,0.426,0.425,0,3,,-1.078,-0.552,18.249,2.383,0.101,0.653,0.627,0.624,0.376,0.406,0.216,0,43.733,47.1168,0.0774,0,0,317.483,328.384,381.865,0,3715,75,350,567.984,241.691,673.514
58,1,342,v24-v31,340,22,49,15.689,8.822,0.562,0.449,0.448,0,3,,1.75,-1.977,56.568,6.067,0.314,0.699,0.543,0.624,0.376,0.072,0.223,0,26.1864,45.5003,0.7376,1,0,317.054,355.691,343.357,0,3788,76,358,573.82,235.029,687.221
59,1,282,v45-v52,180,12,26,16.383,8.861,0.541,0.462,0.461,0,3,,1.447,0.879,14.037,2.9,0.578,0.679,0.664,0.634,0.366,0.851,0.678,0,38.3483,23.4692,0.388,1,0,296.34,331.838,321.354,0,3851,77,364,579.951,247.129,700.958
60,1,386,v70-v78,380,23,54,16.731,9.039,0.54,0.426,0.429,0,3,,-1.1,-1.881,14.274,2.105,0.079,0.641,0.513,0.596,0.404,0.305,0.17,0,43.733,46.1796,0.0559,0,0,308.761,332.778,337.961,0,3925,77,370,586.117,250.934,714.266
61,1,331,v61-v70,420,25,60,14.843,7.99,0.538,0.417,0.421,0,3,,1.3,0.67,18.603,2.543,0.603,0.71,0.673,0.664,0.336,0.846,0.685,0,57.19,56.7877,0.007,0,0,304.387,334.217,363.973,0,4001,78,377,559.99,244.383,728.779
62,1,264,v45-v52,300,18,43,16.269,9.297,0.571,0.419,0.42,0,3,,-1.229,1.286,77.0,5.077,0.928,0.679,0.547,0.623,0.377,0.954,0.938,0,23.4692,37.1098,0.5812,1,0,289.456,313.943,328.605,0,4073,80,384,566.612,226.402,741.733
63,1,298,v78-v85,460,26,66,14.854,8.61,0.58,0.394,0.397,0,2,,-0.607,0.782,69.27,1.115,0.385,0.689,0.635,0.654,0.346,0.16,0.307,0,64.8858,60.1728,0.0726,0,0,302.768,322.283,346.975,0,4139,81,390,558.248,242.48,755.365
64,1,239,v19-v24,340,20,49,16.614,9.385,0.565,0.408,0.411,0,3,,-0.632,0.794,70.759,6.273,0.893,0.625,0.596,0.609,0.391,0.362,0.686,0,21.6452,40.58,0.8748,1,0,287.12,300.915,318.191,0,4210,83,398,575.556,231.88,768.153
65,1,167,v78-v85,340,23,49,17.647,8.488,0.481,0.469,0.474,0,3,,-0.066,-0.376,16.841,3.415,0.594,0.671,0.545,0.604,0.396,0.529,0.568,0,64.8858,41.5987,0.3589,1,0,323.083,357.221,370.334,0,4274,85,406,615.055,268.307,782.383
66,1,377,v19-v24,340,21,49,14.798,8.502,0.575,0.429,0.428,0,3,,-1.087,-0.933,4.355,1.11,1.0,0.697,0.656,0.651,0.349,0.845,0.946,0,40.58,46.8914,0.1555,0,0,285.468,318.689,330.764,0,4340,87,413,605.434,262.977,796.352
67,1,249,v19-v24,300,20,43,17.839,8.781,0.492,0.465,0.469,0,3,,-1.586,1.465,66.543,1.306,0.37,0.736,0.659,0.66,0.34,0.384,0.374,0,40.58,36.0986,0.1104,0,0,323.685,352.747,375.89,0,4410,89,420,625.092,269.473,810.206
68,1,340,v52-v61,300,18,43,14.806,8.698,0.587,0.419,0.418,0,3,,-0.823,1.035,85.457,5.366,0.475,0.696,0.678,0.658,0.342,0.373,0.44,0,19.2692,40.777,1.1162,1,0,316.538,344.09,349.069,0,4479,91,427,563.14,225.005,823.88
69,1,112,v45-v52,260,16,37,17.917,9.775,0.546,0.432,0.435,0,3,,1.087,-1.706,72.992,4.953,0.406,0.651,0.583,0.612,0.388,0.56,0.465,0,37.1098,29.7755,0.1976,0,0,311.176,322.94,360.254,0,4547,93,435,600.347,241.12,836.344
70,1,236,v37-v45,380,26,54,14.822,7.015,0.473,0.481,0.486,0,3,,0.449,0.185,13.691,4.836,0.076,0.753,0.695,0.671,0.329,0.247,0.132,0,45.9111,56.2682,0.2256,1,0,310.207,347.11,371.34,0,4617,93,443,614.132,270.151,852.415
71,1,300,v45-v52,180,12,26,15.676,7.842,0.5,0.462,0.465,0,3,,-0.952,1.586,78.641,5.867,0.437,0.674,0.521,0.603,0.397,0.451,0.442,0,37.1098,24.5282,0.339,1,0,321.857,346.447,386.99,0,4679,95,450,598.461,242.733,867.375
72,1,191,v70-v78,180,12,26,19.233,10.105,0.525,0.462,0.463,0,3,,0.087,-1.226,55.753,1.008,0.31,0.701,0.637,0.639,0.361,0.403,0.343,0,43.733,19.9911,0.5429,1,0,300.093,323.194,368.727,0,4752,96,457,614.658,270.425,879.617
73,1,192,v61-v70,260,15,37,18.246,11.026,0.604,0.405,0.404,0,3,,0.512,0.377,6.451,4.629,1.0,0.603,0.601,0.6,0.4,0.138,0.655,0,57.19,28.1458,0.5079,1,0,299.937,328.728,327.411,0,4823,97,465,568.173,227.81,890.419
74,1,397,v31-v37,420,25,60,16.154,9.793,0.606,0.417,0.414,0,3,,-0.73,-0.834,3.67,4.681,1.0,0.633,0.591,0.609,0.391,0.639,0.859,0,45.5096,52.1792,0.1466,0,0,306.085,323.52,341.11,0,4894,98,473,600.044,251.473,902.767
75,1,395,v52-v61,220,13,31,18.585,10.453,0.562,0.419,0.421,0,3,,-1.465,1.858,62.616,0.966,0.848,0.644,0.514,0.599,0.401,0.117,0.555,0,40.777,23.8479,0.4152,1,0,315.322,338.329,341.565,0,4962,100,479,594.882,247.269,914.34
76,1,276,v61-v70,460,31,66,15.79,8.524,0.54,0.47,0.469,0,3,,-0.492,-1.994,37.154,1.636,0.706,0.658,0.649,0.618,0.382,0.211,0.517,0,28.1458,62.9252,1.2357,1,0,327.175,338.895,373.628,0,5029,102,486,583.336,240.087,928.529
77,1,336,v61-v70,300,18,43,19.236,11.22,0.583,0.419,0.418,0,3,,-0.687,-1.714,25.244,11.486,0.64,0.652,0.674,0.635,0.365,0.68,0.655,0,62.9252,31.3851,0.5012,1,0,290.121,327.315,325.147,0,5101,103,492,587.062,236.69,939.177
78,1,125,v70-v78,500,32,71,15.852,8.453,0.533,0.451,0.452,0,3,,1.681,-1.371,66.862,0.109,0.871,0.734,0.596,0.651,0.349,0.495,0.74,0,19.9911,66.3802,2.3205,1,0,302.44,314.073,343.128,0,5177,104,499,585.756,250.533,953.337
79,1,183,v45-v52,420,25,60,17.456,9.449,0.541,0.417,0.421,0,3,,-1.982,0.518,89.373,6.716,0.497,0.712,0.559,0.643,0.357,0.32,0.433,0,24.5282,48.2885,0.9687,1,0,311.177,321.865,356.222,0,5243,106,506,571.685,235.77,966.098
80,1,147,v31-v37,260,18,37,16.397,8.464,0.516,0.486,0.486,0,3,,-1.786,1.803,58.258,5.384,0.324,0.705,0.61,0.629,0.371,0.404,0.353,0,45.5096,35.0369,0.2301,1,0,318.79,350.849,384.761,0,5321,107,514,595.638,266.664,980.461
81,1,395,v19-v24,500,29,71,18.184,10.854,0.597,0.408,0.408,0,3,,1.638,-0.075,62.898,4.541,0.849,0.683,0.56,0.631,0.369,0.874,0.858,0,40.58,54.547,0.3442,1,0,306.458,327.316,357.981,0,5394,108,521,570.074,228.954,991.487
82,1,149,v45-v52,180,12,26,17.047,8.325,0.488,0.462,0.467,0,3,,0.846,-1.114,88.33,4.664,0.991,0.706,0.695,0.653,0.347,0.35,0.769,0,48.2885,22.5548,0.5329,1,0,320.917,359.036,361.575,0,5463,109,527,614.66,268.266,1005.866
83,1,102,v52-v61,420,28,60,14.983,7.456,0.498,0.467,0.47,0,3,,1.649,-1.053,74.743,0.063,0.415,0.672,0.641,0.624,0.376,0.179,0.326,0,23.8479,60.299,1.5285,1,0,291.183,304.116,341.737,0,5544,111,535,613.616,270.832,1021.318
84,1,242,v78-v85,180,12,26,17.39,9.339,0.537,0.462,0.462,0,3,,-1.444,-1.777,5.336,1.896,1.0,0.688,0.629,0.632,0.368,0.456,0.799,0,41.5987,22.1107,0.4685,1,0,315.949,350.572,385.463,0,5610,112,542,620.262,269.037,1034.481
85,1,263,v24-v31,300,20,43,15.934,8.139,0.511,0.465,0.468,0,3,,-1.201,1.039,83.673,5.219,0.965,0.726,0.551,0.634,0.366,0.709,0.871,0,45.5003,40.415,0.1118,0,0,309.553,324.796,357.656,0,5691,114,550,585.188,242.903,1049.104
86,1,251,v78-v85,420,30,60,18.518,8.897,0.48,0.5,0.502,0,3,,-0.791,1.947,78.857,4.468,0.438,0.739,0.637,0.647,0.353,0.515,0.465,0,22.1107,51.0322,1.308,1,0,330.919,348.891,366.445,0,5774,115,560,597.008,251.494,1063.027
87,1,361,v78-v85,340,22,49,18.354,10.054,0.548,0.449,0.449,0,3,,-0.284,0.078,20.351,3.529,0.113,0.686,0.563,0.621,0.379,0.228,0.157,0,51.0322,38.8932,0.2379,1,0,315.102,339.429,369.666,0,5836,117,567,614.221,259.771,1075.256
88,1,111,v37-v45,340,25,49,13.365,6.139,0.459,0.51,0.513,0,3,,1.455,-1.941,61.749,1.407,0.343,0.752,0.662,0.655,0.345,0.742,0.481,0,56.2682,58.0222,0.0312,0,0,314.204,330.422,371.694,0,5906,118,575,604.225,247.972,1092.551
89,1,208,v61-v70,300,19,43,17.034,9.827,0.577,0.442,0.44,0,3,,-0.289,-1.854,45.528,6.925,0.253,0.695,0.512,0.617,0.383,0.994,0.536,0,31.3851,36.6139,0.1666,0,0,290.758,300.934,344.739,0,5983,120,582,585.411,248.772,1105.01
90,1,245,v45-v52,500,34,71,16.131,8.607,0.534,0.479,0.478,0,3,,-1.144,1.556,73.885,5.969,0.41,0.704,0.642,0.637,0.363,0.84,0.567,0,22.5548,67.7894,2.0055,1,0,318.898,349.471,377.876,0,6061,121,591,629.446,273.872,1119.155
91,1,221,v37-v45,460,33,66,17.259,8.523,0.494,0.5,0.501,0,3,,0.925,-1.016,88.25,7.043,0.99,0.716,0.56,0.62,0.38,0.397,0.765,0,56.2682,59.9675,0.0657,0,0,329.672,360.466,356.937,0,6139,122,599,599.907,253.134,1133.527
