# ICDDR paper-aligned synthetic trace (formula-consistent template)
# Generated: 2026-02-14T10:49:20.299281Z
# Scenario: Manhattan | Duration: 3600s | k=3 | w_th=0.2 | λ=0.1 | V2V range=500m | Max hops=4 | RSU interval=1000m
# NOTE: Values are synthetically generated but constrained by the paper’s equations and parameter ranges; replace with real simulator outputs for publication.

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,CAM_ID,Ms_slope,Mr_slope,Theta_deg,DeltaC,Relevance_R,Urgency_U,TimeFactor_T,rho,gamma,Dnorm,SuitabilityIndex_Si,ForwarderSelected(0/1),w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,SelectedPathIndex(1..3),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
18,1,201,v45-v52,420,20,60,16.149,10.542,0.653,0.333,0.335,0,2,,1.392,0.879,12.992,1.695,0.572,0.582,0.582,0.607,0.393,0.438,0.52,0,18.7035,46.237,1.4721,1,0,265.16,278.978,309.08,0,1129,20,104,539.109,208.601,197.069
19,1,381,v12-v19,340,17,49,15.27,10.127,0.663,0.347,0.346,0,2,,-0.14,-0.231,5.055,5.685,1.0,0.607,0.68,0.635,0.365,0.808,0.93,0,17.1837,40.3949,1.3508,1,0,263.931,276.474,312.126,0,1193,22,109,552.965,226.234,208.599
20,1,216,v31-v37,260,12,37,16.744,11.756,0.702,0.324,0.322,0,2,,-1.709,-0.342,40.769,7.405,0.226,0.561,0.639,0.611,0.389,0.525,0.343,0,33.9907,27.2332,0.1988,0,0,260.57,290.252,285.82,0,1257,23,115,524.906,198.901,218.037
21,1,366,v61-v70,180,10,26,17.23,10.031,0.582,0.385,0.388,0,2,,-0.141,0.125,15.148,3.244,0.084,0.623,0.651,0.626,0.374,0.476,0.231,0,34.6791,20.0282,0.4225,1,0,300.293,337.053,344.496,0,1330,24,122,578.075,233.113,229.908
22,1,227,v37-v45,500,27,71,16.787,10.541,0.628,0.38,0.379,0,2,,-1.062,-0.657,13.434,7.223,0.075,0.593,0.53,0.588,0.412,0.42,0.217,0,27.2283,56.7448,1.084,1,0,272.591,289.01,316.26,0,1391,24,128,574.391,229.473,241.14
23,1,400,v12-v19,420,23,60,17.646,10.617,0.602,0.383,0.385,0,2,,1.567,1.343,4.122,3.11,1.0,0.662,0.66,0.648,0.352,0.904,0.966,0,40.3949,45.5467,0.1275,0,0,286.863,305.051,333.716,0,1453,26,134,570.542,242.161,252.299
24,1,166,v78-v85,500,24,71,15.483,9.671,0.625,0.338,0.342,0,2,,0.571,-1.457,85.267,6.389,0.974,0.561,0.576,0.594,0.406,0.259,0.684,0,30.9442,57.8139,0.8683,1,0,267.722,300.559,309.782,0,1518,27,140,514.87,192.813,264.322
25,1,377,v12-v19,380,19,54,19.438,11.993,0.617,0.352,0.355,0,2,,-1.876,-1.011,16.629,7.148,0.092,0.628,0.548,0.618,0.382,0.505,0.25,0,40.3949,35.7269,0.1156,0,0,263.094,301.527,309.021,0,1575,28,145,566.15,232.639,273.642
26,1,184,v37-v45,220,12,31,18.117,11.448,0.632,0.387,0.385,0,2,,-0.499,1.766,86.986,2.302,0.983,0.648,0.666,0.641,0.359,0.288,0.734,0,56.7448,23.3638,0.5883,1,0,296.275,315.322,352.066,0,1646,29,152,538.344,222.829,283.827
27,1,290,v19-v24,500,29,71,17.949,10.404,0.58,0.408,0.41,0,3,,-0.266,-0.551,13.975,4.249,0.078,0.653,0.531,0.61,0.39,0.226,0.135,0,15.9651,55.2613,2.4614,1,0,295.236,324.75,347.952,0,1721,30,160,588.681,244.222,295.394
28,1,266,v31-v37,220,11,31,14.795,9.581,0.648,0.355,0.355,0,2,,0.673,-0.654,67.132,5.521,0.873,0.598,0.598,0.612,0.388,0.394,0.687,0,33.9907,27.2945,0.197,0,0,269.689,288.079,321.516,0,1791,31,166,529.069,206.511,307.625
29,1,309,v61-v70,500,30,71,16.07,9.054,0.563,0.423,0.424,0,3,,1.172,-1.628,72.042,0.025,0.9,0.687,0.561,0.629,0.371,0.607,0.791,0,20.0282,62.9637,2.1438,1,0,297.24,323.168,341.388,0,1864,33,173,568.264,229.224,320.896
30,1,162,v31-v37,380,19,54,14.718,9.12,0.62,0.352,0.355,0,2,,-1.134,-0.063,44.988,2.864,0.25,0.664,0.605,0.647,0.353,0.326,0.277,0,33.9907,47.1851,0.3882,1,0,262.54,278.363,297.776,0,1919,34,177,531.679,228.942,333.662
31,1,384,v37-v45,260,15,37,16.71,9.17,0.549,0.405,0.41,0,3,,-0.863,-0.085,35.916,2.604,0.7,0.704,0.55,0.64,0.36,0.87,0.761,0,23.3638,30.733,0.3154,1,0,278.077,290.037,325.206,0,1987,35,184,586.368,253.732,346.691
32,1,144,v31-v37,220,12,31,15.303,9.398,0.614,0.387,0.387,0,2,,1.103,-0.478,73.369,6.031,0.408,0.62,0.618,0.617,0.383,0.463,0.429,0,47.1851,27.6603,0.4138,1,0,291.132,302.939,359.337,0,2044,37,190,549.523,212.972,359.336
33,1,223,v24-v31,500,25,71,18.013,11.732,0.651,0.352,0.352,0,2,,-0.835,-1.074,7.185,4.055,1.0,0.634,0.591,0.63,0.37,0.706,0.891,0,29.4965,50.747,0.7204,1,0,295.548,329.183,348.676,0,2109,38,196,545.327,223.683,368.97
34,1,237,v24-v31,220,11,31,17.127,11.384,0.665,0.355,0.353,0,2,,1.685,-0.243,72.988,0.11,0.905,0.595,0.581,0.607,0.393,0.316,0.674,0,50.747,23.5785,0.5354,1,0,280.954,304.087,332.866,0,2179,40,202,520.809,203.412,379.039
35,1,395,v78-v85,180,12,26,16.254,7.888,0.485,0.462,0.467,0,3,,1.025,-0.118,52.439,1.9,0.291,0.742,0.536,0.64,0.36,0.61,0.406,0,57.8139,23.6558,0.5908,1,0,314.622,339.374,343.728,0,2247,42,209,617.887,253.412,393.943
36,1,354,v37-v45,420,26,60,15.443,8.297,0.537,0.433,0.436,0,3,,-0.707,1.881,82.743,2.977,0.96,0.679,0.698,0.649,0.351,0.678,0.861,0,30.733,55.8738,0.818,1,0,303.037,325.435,336.478,0,2313,44,216,598.333,239.223,408.187
37,1,382,v24-v31,340,19,49,16.505,10.538,0.638,0.388,0.385,0,2,,0.435,-1.043,69.733,2.553,0.887,0.644,0.61,0.628,0.372,0.148,0.612,0,23.5785,39.6726,0.6826,1,0,308.262,345.65,354.027,0,2370,45,222,572.463,233.465,419.468
38,1,240,v52-v61,460,30,66,16.76,8.697,0.519,0.455,0.457,0,3,,1.687,0.033,57.461,7.795,0.319,0.729,0.555,0.639,0.361,0.803,0.494,0,34.2829,58.0688,0.6938,1,0,303.87,341.898,351.719,0,2447,46,230,600.711,266.838,433.358
39,1,351,v24-v31,460,27,66,15.844,9.235,0.583,0.409,0.41,0,3,,-0.179,-0.713,25.357,7.142,0.641,0.677,0.614,0.639,0.361,0.28,0.51,0,39.6726,57.6449,0.453,1,0,305.567,316.877,364.079,0,2518,47,237,580.912,248.596,446.331
40,1,178,v61-v70,180,10,26,17.753,10.308,0.581,0.385,0.388,0,2,,1.38,-1.601,67.912,3.418,0.377,0.593,0.529,0.587,0.413,0.879,0.585,0,62.9637,19.4389,0.6913,1,0,306.491,318.735,366.659,0,2578,48,243,539.016,216.578,457.869
41,1,374,v52-v61,380,23,54,17.755,9.996,0.563,0.426,0.427,0,3,,0.47,-1.061,71.859,1.745,0.399,0.649,0.545,0.606,0.394,0.145,0.299,0,58.0688,43.5158,0.2506,1,0,318.393,351.204,375.068,0,2638,49,248,557.929,228.477,470.029
42,1,129,v37-v45,380,21,54,17.601,10.689,0.607,0.389,0.389,0,2,,1.17,-1.32,77.664,6.926,0.931,0.679,0.624,0.648,0.352,0.286,0.704,0,55.8738,41.6465,0.2546,1,0,305.402,319.696,351.154,0,2698,49,253,577.454,247.041,481.136
43,1,380,v24-v31,220,13,31,15.798,9.136,0.578,0.419,0.42,0,3,,-0.303,-1.0,28.144,7.294,0.156,0.635,0.577,0.607,0.393,0.514,0.297,0,57.6449,28.0552,0.5133,1,0,286.908,314.065,337.774,0,2776,51,260,585.976,235.316,494.29
44,1,390,v12-v19,460,29,66,18.401,9.699,0.527,0.439,0.443,0,3,,1.208,-1.124,81.284,1.029,0.952,0.657,0.651,0.627,0.373,0.781,0.888,0,40.3949,51.7939,0.2822,1,0,310.265,324.368,339.637,0,2848,53,266,565.153,233.962,506.887
45,1,168,v19-v24,340,19,49,16.007,10.013,0.626,0.388,0.386,0,2,,1.506,-0.537,84.629,5.017,0.97,0.617,0.533,0.599,0.401,0.919,0.95,0,55.2613,40.9063,0.2598,1,0,306.339,345.36,344.62,0,2920,54,273,540.398,230.241,518.798
46,1,216,v52-v61,500,28,71,16.751,10.035,0.599,0.394,0.395,0,2,,-0.181,0.691,44.908,3.514,0.249,0.655,0.664,0.642,0.358,0.944,0.498,0,43.5158,58.0348,0.3336,1,0,274.756,291.771,300.882,0,2993,56,280,551.139,213.984,530.721
47,1,338,v37-v45,420,23,60,17.017,10.961,0.644,0.383,0.381,0,2,,-1.536,-1.061,10.236,4.232,0.557,0.624,0.574,0.612,0.388,0.952,0.71,0,41.6465,47.2298,0.1341,0,0,295.193,321.398,346.623,0,3062,58,287,576.018,237.222,541.468
48,1,244,v12-v19,380,21,54,15.872,9.402,0.592,0.389,0.391,0,2,,1.924,-0.531,89.514,4.75,0.497,0.658,0.512,0.615,0.385,0.319,0.429,0,51.7939,46.1838,0.1083,0,0,307.617,346.087,369.706,0,3119,60,292,585.777,224.268,554.118
49,1,271,v31-v37,260,16,37,17.327,9.642,0.556,0.432,0.434,0,3,,0.346,1.252,32.328,9.424,0.68,0.703,0.658,0.653,0.347,0.62,0.659,0,27.6603,30.7887,0.1131,0,0,292.172,331.693,361.611,0,3189,61,300,603.187,238.546,566.742
50,1,284,v31-v37,380,20,54,16.64,10.29,0.618,0.37,0.371,0,2,,-1.545,-1.746,3.101,5.555,1.0,0.615,0.619,0.62,0.38,0.485,0.804,0,27.6603,42.8857,0.5504,1,0,272.566,301.019,330.292,0,3261,62,307,559.76,212.507,578.217
51,1,346,v52-v61,420,26,60,14.073,7.252,0.515,0.433,0.438,0,3,,-1.677,0.433,82.612,4.402,0.959,0.656,0.627,0.624,0.376,0.575,0.815,0,58.0348,61.3122,0.0565,0,0,294.341,334.18,343.216,0,3329,63,314,595.422,257.74,593.715
52,1,383,v31-v37,420,25,60,16.847,9.561,0.568,0.417,0.418,0,3,,-0.336,-1.62,39.734,6.705,0.721,0.68,0.575,0.63,0.37,0.203,0.529,0,42.8857,50.0334,0.1667,0,0,313.586,325.6,376.016,0,3388,65,319,592.255,245.469,606.341
53,1,388,v70-v78,380,24,54,14.633,8.415,0.575,0.444,0.442,0,3,,-0.308,1.663,76.118,7.243,0.923,0.661,0.562,0.609,0.391,0.157,0.624,0,34.1746,54.1829,0.5855,1,0,304.741,319.383,351.439,0,3465,67,327,571.855,234.292,620.51
54,1,216,v52-v61,500,33,71,17.39,9.136,0.525,0.465,0.466,0,3,,-1.895,1.716,58.048,0.24,0.322,0.676,0.536,0.606,0.394,0.721,0.479,0,58.0348,61.6917,0.063,0,0,302.5,322.695,327.775,0,3544,68,335,583.784,251.714,633.937
55,1,116,v19-v24,500,28,71,15.74,9.233,0.587,0.394,0.396,0,2,,0.886,1.107,6.363,5.322,1.0,0.606,0.511,0.587,0.413,0.208,0.673,0,40.9063,61.7602,0.5098,1,0,295.136,325.355,332.381,0,3613,69,341,553.729,235.59,646.823
56,1,159,v45-v52,420,23,60,15.999,9.778,0.611,0.383,0.384,0,2,,-0.766,-1.118,10.723,0.379,0.06,0.593,0.541,0.59,0.41,0.949,0.424,0,46.237,50.2369,0.0865,0,0,298.027,330.952,336.052,0,3670,70,346,540.793,223.106,658.99
57,1,218,v70-v78,500,33,71,16.861,9.126,0.541,0.465,0.464,0,3,,-1.831,-1.925,1.193,2.911,1.0,0.734,0.615,0.651,0.349,0.599,0.86,0,54.1829,63.6281,0.1743,0,0,318.521,341.052,348.704,0,3732,72,352,607.596,265.538,672.428
58,1,286,v19-v24,420,28,60,16.767,8.636,0.515,0.467,0.468,0,3,,-0.417,-0.759,14.562,7.996,0.581,0.685,0.534,0.609,0.391,0.54,0.565,0,61.7602,53.8831,0.1275,0,0,295.228,320.526,360.994,0,3801,74,360,618.419,251.5,686.465
59,1,175,v37-v45,300,17,43,17.86,10.124,0.567,0.395,0.399,0,2,,1.805,0.512,33.912,8.148,0.688,0.656,0.616,0.632,0.368,0.7,0.693,0,41.6465,32.7035,0.2147,1,0,305.98,335.269,375.374,0,3863,75,367,562.57,230.064,698.288
60,1,256,v37-v45,180,11,26,17.893,9.527,0.532,0.423,0.428,0,3,,-0.525,-0.852,12.719,5.501,0.071,0.718,0.518,0.636,0.364,0.618,0.27,0,32.7035,20.3724,0.3771,1,0,293.841,321.251,361.781,0,3936,77,373,583.583,232.46,710.994
61,1,344,v70-v78,260,18,37,14.615,7.574,0.518,0.486,0.486,0,3,,1.93,-1.663,58.42,5.675,0.325,0.668,0.642,0.617,0.383,0.992,0.58,0,54.1829,39.3104,0.2745,1,0,317.179,345.473,358.554,0,4018,79,382,621.918,249.912,726.424
62,1,272,v19-v24,380,21,54,16.273,10.078,0.619,0.389,0.388,0,2,,0.626,1.625,26.341,1.791,0.146,0.624,0.617,0.619,0.381,0.193,0.164,0,61.7602,45.0449,0.2706,1,0,282.882,321.913,339.313,0,4081,81,388,552.701,223.136,738.265
63,1,269,v24-v31,500,28,71,16.015,8.974,0.56,0.394,0.399,0,2,,-0.765,1.805,81.592,0.862,0.953,0.676,0.538,0.627,0.373,1.0,0.971,0,28.0552,60.7027,1.1637,1,0,276.62,295.494,337.086,0,4147,83,394,566.397,236.98,751.462
64,1,168,v78-v85,420,24,60,17.476,10.461,0.599,0.4,0.4,0,3,,1.611,0.885,16.665,8.181,0.593,0.637,0.644,0.627,0.373,0.971,0.734,0,23.6558,47.1041,0.9912,1,0,296.424,328.996,356.695,0,4208,85,399,582.219,250.251,762.909
65,1,200,v45-v52,460,29,66,16.467,9.002,0.547,0.439,0.441,0,3,,1.865,1.268,10.071,6.884,0.056,0.644,0.55,0.6,0.4,0.663,0.298,0,46.237,57.878,0.2518,1,0,317.995,344.631,347.612,0,4284,86,407,601.641,243.24,776.343
66,1,363,v24-v31,420,24,60,18.57,11.418,0.615,0.4,0.399,0,2,,1.722,-0.34,78.653,1.054,0.937,0.636,0.577,0.614,0.386,0.137,0.628,0,60.7027,44.3292,0.2697,1,0,280.982,300.542,310.44,0,4354,87,413,544.915,238.344,786.641
67,1,342,v24-v31,460,29,66,17.187,9.069,0.528,0.439,0.443,0,3,,1.34,0.195,42.218,4.04,0.235,0.685,0.522,0.615,0.385,0.331,0.272,0,44.3292,55.451,0.2509,1,0,295.076,306.509,338.969,0,4429,88,421,608.742,255.302,799.995
68,1,109,v70-v78,300,20,43,16.683,8.417,0.505,0.465,0.468,0,3,,0.283,-1.251,67.14,4.162,0.373,0.703,0.572,0.627,0.373,0.956,0.591,0,39.3104,38.6009,0.018,0,0,311.996,345.588,359.839,0,4491,88,429,596.205,248.063,814.285
69,1,109,v45-v52,220,13,31,16.519,9.705,0.587,0.419,0.419,0,3,,0.941,-0.67,77.07,0.196,0.928,0.669,0.663,0.641,0.359,0.225,0.676,0,57.878,26.8294,0.5364,1,0,308.585,332.524,364.878,0,4561,88,436,591.874,242.758,826.756
70,1,251,v31-v37,180,12,26,17.487,8.852,0.506,0.462,0.465,0,3,,-0.407,1.262,73.75,2.282,0.91,0.652,0.629,0.614,0.386,0.329,0.685,0,42.8857,21.9872,0.4873,1,0,323.716,335.15,378.224,0,4628,89,444,595.001,249.158,840.502
71,1,298,v45-v52,260,16,37,13.974,7.747,0.554,0.432,0.434,0,3,,1.205,0.908,8.052,4.106,1.0,0.686,0.664,0.646,0.354,0.573,0.849,0,26.8294,38.1773,0.423,1,0,293.93,306.332,348.671,0,4693,90,451,594.353,242.223,855.401
72,1,122,v45-v52,420,25,60,19.594,10.675,0.545,0.417,0.421,0,3,,0.55,-0.547,57.481,3.087,0.319,0.683,0.691,0.655,0.345,0.194,0.276,0,38.1773,43.0188,0.1268,0,0,300.97,334.409,327.536,0,4752,91,457,570.809,238.718,866.691
73,1,179,v61-v70,380,24,54,16.829,9.104,0.541,0.444,0.446,0,3,,-0.408,0.598,53.078,0.095,0.795,0.646,0.647,0.619,0.381,0.529,0.694,0,19.4389,47.1123,1.4236,1,0,299.924,326.774,336.704,0,4817,93,464,580.39,256.245,880.033
74,1,352,v31-v37,220,13,31,17.36,10.112,0.582,0.419,0.419,0,3,,1.989,1.242,12.147,4.829,0.067,0.713,0.634,0.657,0.343,0.727,0.293,0,21.9872,25.5298,0.1611,0,0,299.419,318.13,337.917,0,4878,95,471,561.769,229.938,892.014
75,1,215,v19-v24,300,21,43,16.817,8.046,0.478,0.488,0.492,0,3,,0.289,-0.13,23.553,7.49,0.131,0.682,0.677,0.63,0.37,0.122,0.128,0,45.0449,39.519,0.1227,0,0,312.671,344.179,359.211,0,4950,97,479,595.22,249.305,906.89
76,1,138,v61-v70,460,31,66,15.323,8.149,0.532,0.47,0.47,0,3,,0.559,-1.272,81.043,9.1,0.45,0.695,0.682,0.643,0.357,0.112,0.33,0,47.1123,64.8449,0.3764,1,0,296.482,311.072,328.891,0,5019,98,487,626.288,274.28,921.529
77,1,141,v37-v45,300,20,43,16.111,8.062,0.5,0.465,0.469,0,3,,0.134,0.01,7.038,3.513,1.0,0.746,0.531,0.639,0.361,0.679,0.884,0,20.3724,39.9713,0.962,1,0,319.058,347.212,381.972,0,5092,98,495,579.134,250.474,936.245
78,1,396,v37-v45,300,21,43,15.217,7.429,0.488,0.488,0.491,0,3,,0.509,-0.841,67.035,6.143,0.372,0.716,0.661,0.644,0.356,0.704,0.49,0,39.9713,43.6734,0.0926,0,0,308.642,320.831,336.338,0,5165,99,503,619.287,257.114,951.86
79,1,264,v45-v52,420,25,60,15.641,8.711,0.557,0.417,0.419,0,3,,-0.134,-0.93,35.288,6.8,0.696,0.624,0.558,0.599,0.401,0.421,0.586,0,38.1773,53.8909,0.4116,1,0,301.282,318.73,365.221,0,5226,100,509,567.302,243.437,965.507
80,1,356,v70-v78,460,30,66,16.607,9.29,0.559,0.455,0.453,0,3,,0.022,1.867,60.575,4.606,0.837,0.675,0.51,0.603,0.397,0.525,0.713,0,39.3104,58.6048,0.4908,1,0,322.566,352.194,368.743,0,5298,101,517,615.486,263.572,978.685
81,1,307,v45-v52,180,12,26,15.986,8.364,0.523,0.462,0.463,0,3,,-1.706,0.017,60.596,3.156,0.337,0.675,0.698,0.639,0.361,0.7,0.468,0,53.8909,24.0519,0.5537,1,0,293.983,333.236,336.709,0,5375,103,525,612.748,247.794,993.017
82,1,361,v52-v61,500,29,71,18.541,11.124,0.6,0.408,0.408,0,3,,0.077,-1.404,58.966,5.148,0.328,0.62,0.686,0.625,0.375,0.359,0.34,0,58.0348,53.4953,0.0782,0,0,290.084,318.579,353.001,0,5444,104,532,571.887,237.793,1003.72
83,1,344,v12-v19,380,24,54,17.662,9.287,0.526,0.444,0.447,0,3,,1.595,1.488,1.811,5.979,1.0,0.695,0.553,0.625,0.375,0.676,0.879,0,51.7939,44.8901,0.1333,0,0,323.327,350.681,358.566,0,5505,105,538,602.17,259.177,1016.842
84,1,295,v24-v31,300,18,43,17.249,9.23,0.535,0.419,0.423,0,3,,-0.745,-1.394,17.657,3.537,0.098,0.658,0.655,0.635,0.365,0.925,0.4,0,55.451,35.0017,0.3688,1,0,312.122,344.197,339.925,0,5565,106,543,585.786,242.678,1029.877
85,1,261,v24-v31,460,33,66,16.085,7.967,0.495,0.5,0.5,0,3,,0.884,0.573,11.644,6.347,0.065,0.736,0.538,0.626,0.374,0.292,0.15,0,35.0017,64.3464,0.8384,1,0,322.323,339.069,391.104,0,5636,107,551,630.249,262.494,1044.917
86,1,279,v70-v78,340,22,49,15.355,8.67,0.565,0.449,0.448,0,3,,-0.422,-0.619,8.903,2.327,1.0,0.65,0.508,0.592,0.408,0.958,0.983,0,58.6048,46.489,0.2067,1,0,288.875,326.596,343.394,0,5711,109,558,582.026,246.786,1058.807
87,1,240,v24-v31,220,15,31,15.936,8.069,0.506,0.484,0.485,0,3,,0.124,0.552,21.811,2.84,0.621,0.705,0.643,0.636,0.364,0.155,0.451,0,64.3464,30.3982,0.5276,1,0,326.315,336.47,376.08,0,5793,111,567,630.533,265.141,1073.628
88,1,203,v37-v45,380,24,54,18.613,10.213,0.549,0.444,0.445,0,3,,-1.071,0.955,89.36,5.865,0.496,0.638,0.684,0.622,0.378,0.453,0.48,0,39.9713,42.5955,0.0657,0,0,317.949,355.966,344.584,0,5870,112,575,603.561,262.566,1085.639
89,1,249,v12-v19,180,12,26,14.499,7.33,0.506,0.462,0.465,0,3,,-0.183,0.565,39.826,0.147,0.721,0.738,0.527,0.636,0.364,0.534,0.653,0,51.7939,26.5189,0.488,1,0,300.144,334.409,340.025,0,5946,114,583,575.704,239.711,1101.212
90,1,252,v78-v85,300,19,43,18.283,10.299,0.563,0.442,0.441,0,3,,0.061,-1.653,62.326,1.026,0.346,0.649,0.528,0.598,0.402,0.364,0.353,0,47.1041,34.1133,0.2758,1,0,293.643,311.466,329.241,0,6021,115,592,600.912,235.504,1113.104
91,1,285,v31-v37,180,13,26,16.009,7.827,0.489,0.5,0.501,0,3,,1.692,1.551,2.231,4.382,1.0,0.745,0.628,0.648,0.352,0.944,0.98,0,21.9872,25.2987,0.1506,0,0,314.702,331.327,382.783,0,6096,117,600,613.681,268.573,1128.311
