# ICDDR Delhi Scenario Trace (Formula-Aligned Synthetic Dataset)
# Seed=501 | Duration=3600s | RSU_Distance=800m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:03:25.225782Z

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,Relevance_R,rho,gamma,SuitabilityIndex_Si,w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
11,1,1058,D47-58,420,21,60,16.288,9.833,0.604,0.35,0.355,0,2,0.433,0.684,0.316,0.535,25.0936,46.9934,0.8727,1,0,296.557,329.051,358.358,827,0,63,629.544,272.841,166.718
12,1,1287,D94-105,460,27,66,12.412,7.395,0.596,0.409,0.409,0,3,0.307,0.684,0.316,0.432,28.7771,73.5876,1.5572,1,0,343.893,387.121,421.824,902,0,69,656.362,291.09,182.959
13,1,1184,D26-35,380,26,54,13.984,6.203,0.444,0.481,0.489,0,3,0.402,0.704,0.296,0.452,60.3324,59.6392,0.0115,0,0,330.651,349.144,389.857,985,0,76,733.967,329.111,201.183
14,1,1251,D58-69,420,25,60,17.031,9.844,0.578,0.417,0.417,0,3,0.156,0.677,0.323,0.42,45.2646,49.4937,0.0934,0,0,323.701,370.647,393.887,1061,0,82,663.042,294.565,214.286
15,1,1164,D77-86,220,13,31,15.863,8.629,0.544,0.419,0.423,0,3,0.24,0.681,0.319,0.308,33.1507,27.9403,0.1572,0,0,303.196,324.7,358.21,1137,0,88,645.225,288.732,228.984
16,1,1374,D58-69,220,12,31,13.342,7.424,0.556,0.387,0.393,0,2,0.104,0.667,0.333,0.192,45.2646,31.7271,0.2991,1,0,296.145,321.595,341.806,1210,0,93,674.901,294.28,245.056
17,1,1042,D35-47,220,14,31,16.386,8.566,0.523,0.452,0.454,0,3,0.472,0.696,0.304,0.475,39.2037,28.2918,0.2783,1,0,353.136,379.099,394.113,1290,0,100,675.229,304.072,260.029
18,1,1045,D69-77,260,13,37,12.802,7.649,0.598,0.351,0.356,0,2,0.406,0.706,0.294,0.489,51.0668,37.0891,0.2737,1,0,286.005,303.503,332.669,1360,0,104,646.203,278.874,275.593
19,1,1250,D86-94,260,14,37,13.869,8.049,0.58,0.378,0.383,0,2,0.171,0.694,0.306,0.399,33.8336,35.6186,0.0528,0,0,291.373,318.342,326.552,1432,0,109,617.702,272.952,290.8
20,1,1047,D18-26,260,15,37,12.261,6.857,0.559,0.405,0.409,0,3,0.138,0.678,0.322,0.287,55.1149,41.8851,0.24,1,0,345.73,362.215,408.733,1507,0,115,651.33,288.776,307.718
21,1,1171,D69-77,340,18,49,15.325,9.489,0.619,0.367,0.369,0,2,0.403,0.682,0.318,0.521,37.0891,41.4801,0.1184,0,0,332.655,363.848,369.898,1578,0,120,632.674,276.538,320.987
22,1,1267,D58-69,300,18,43,14.317,8.253,0.576,0.419,0.419,0,3,0.126,0.695,0.305,0.36,31.7271,42.1693,0.3291,1,0,345.391,385.65,384.672,1654,0,126,674.464,298.853,336.169
23,1,1125,D26-35,260,14,37,16.184,9.94,0.614,0.378,0.379,0,2,0.366,0.701,0.299,0.402,60.3324,30.5236,0.4941,1,0,290.922,327.912,365.763,1726,0,131,618.12,273.099,348.918
24,1,1060,D77-86,300,21,43,15.895,7.321,0.461,0.488,0.493,0,3,0.182,0.673,0.327,0.191,33.1507,41.8107,0.2612,1,0,344.684,373.184,391.901,1809,0,139,714.549,323.348,365.731
25,1,1273,D47-58,340,24,49,13.734,6.63,0.483,0.49,0.493,0,3,0.463,0.671,0.329,0.556,46.9934,54.9446,0.1692,0,0,332.684,352.445,399.087,1892,0,147,687.002,313.92,383.451
26,1,1145,D10-18,340,21,49,14.247,7.827,0.549,0.429,0.431,0,3,0.314,0.655,0.345,0.409,46.4172,48.7035,0.0493,0,0,299.894,315.205,344.701,1969,0,153,662.697,296.23,399.247
27,1,1280,D10-18,260,15,37,13.347,7.752,0.581,0.405,0.407,0,3,0.255,0.689,0.311,0.395,46.4172,38.4765,0.1711,0,0,322.0,353.599,389.263,2044,0,159,679.395,298.599,415.001
28,1,1118,D47-58,260,18,37,13.771,6.573,0.477,0.486,0.49,0,3,0.464,0.68,0.32,0.615,46.9934,41.719,0.1122,0,0,358.981,396.393,438.282,2127,0,167,732.007,329.175,432.775
29,1,1259,D58-69,260,17,37,14.318,7.387,0.516,0.459,0.462,0,3,0.203,0.664,0.336,0.399,42.1693,38.6794,0.0828,0,0,361.81,411.594,436.552,2207,0,174,692.158,311.174,449.329
30,1,1215,D47-58,300,17,43,16.247,9.501,0.585,0.395,0.397,0,2,0.126,0.689,0.311,0.304,46.9934,35.9519,0.235,1,0,322.35,353.954,390.986,2281,0,179,676.397,296.041,462.749
31,1,1343,D94-105,260,17,37,14.828,7.037,0.475,0.459,0.466,0,3,0.085,0.669,0.331,0.362,73.5876,37.3494,0.4925,1,0,354.925,395.418,400.714,2361,0,186,690.653,310.647,479.758
32,1,1236,D86-94,260,15,37,14.576,8.222,0.564,0.405,0.408,0,3,0.14,0.675,0.325,0.348,33.8336,35.2309,0.0413,0,0,307.427,335.364,355.206,2436,0,192,639.632,284.682,494.902
33,1,1239,D26-35,380,25,54,14.326,7.036,0.491,0.463,0.468,0,3,0.299,0.699,0.301,0.344,30.5236,56.7725,0.86,1,0,333.762,361.593,405.667,2517,0,199,716.077,320.071,511.933
34,1,1261,D26-35,460,33,66,14.626,6.32,0.432,0.5,0.507,0,3,0.419,0.664,0.336,0.587,56.7725,70.7665,0.2465,1,0,322.976,346.208,373.497,2602,0,207,707.852,322.748,530.117
35,1,1275,D94-105,420,28,60,15.253,7.67,0.503,0.467,0.47,0,3,0.182,0.679,0.321,0.402,37.3494,59.2328,0.5859,1,0,348.471,363.595,428.291,2683,0,214,677.765,307.218,546.346
36,1,1318,D47-58,300,21,43,14.73,7.201,0.489,0.488,0.491,0,3,0.209,0.671,0.329,0.367,35.9519,45.1177,0.2549,1,0,323.162,360.049,381.797,2766,0,222,699.882,318.215,563.316
37,1,1360,D86-94,340,25,49,13.831,6.514,0.471,0.51,0.512,0,3,0.142,0.649,0.351,0.39,33.8336,56.0657,0.6571,1,0,379.89,399.874,425.878,2852,0,230,745.048,337.297,581.309
38,1,1339,D35-47,460,33,66,13.451,6.307,0.469,0.5,0.503,0,3,0.416,0.685,0.315,0.436,28.2918,76.9453,1.7197,1,0,321.171,363.475,399.383,2937,0,238,691.808,317.133,599.509
39,1,1004,D58-69,220,15,31,16.607,7.792,0.469,0.484,0.489,0,3,0.356,0.655,0.345,0.37,42.1693,29.1696,0.3083,1,0,321.349,353.83,358.225,3020,0,246,717.85,323.828,615.684
40,1,1255,D18-26,460,29,66,13.72,7.278,0.53,0.439,0.442,0,3,0.433,0.686,0.314,0.45,41.8851,69.465,0.6585,1,0,329.775,370.797,384.357,3098,0,252,657.518,296.04,632.259
41,1,1329,D94-105,260,16,37,13.931,7.348,0.527,0.432,0.436,0,3,0.496,0.664,0.336,0.626,59.2328,38.2957,0.3535,1,0,320.723,346.549,359.937,3176,0,258,697.522,308.998,648.701
42,1,1359,D58-69,260,16,37,10.231,5.046,0.493,0.432,0.44,0,3,0.116,0.695,0.305,0.224,29.1696,52.1421,0.7875,1,0,302.716,344.96,380.839,3254,0,264,674.362,300.892,668.136
43,1,1285,D94-105,260,18,37,14.11,6.443,0.457,0.486,0.492,0,3,0.157,0.723,0.277,0.387,38.2957,40.7167,0.0632,0,0,368.112,393.288,425.234,3337,0,272,686.537,313.261,686.078
44,1,1245,D47-58,300,18,43,13.409,7.023,0.524,0.419,0.424,0,3,0.387,0.645,0.355,0.432,45.1177,45.0244,0.0021,0,0,334.85,381.103,402.563,3413,0,278,651.589,290.847,702.86
45,1,1117,D26-35,340,21,49,14.376,7.253,0.505,0.429,0.435,0,3,0.232,0.644,0.356,0.231,70.7665,48.2651,0.318,1,0,310.472,343.591,384.2,3490,0,284,654.976,293.527,719.402
46,1,1377,D94-105,260,19,37,14.379,6.272,0.436,0.514,0.519,0,3,0.068,0.689,0.311,0.216,38.2957,41.4195,0.0816,0,0,325.803,344.68,376.492,3576,0,292,754.638,341.15,737.729
47,1,1056,D94-105,220,15,31,10.067,4.815,0.478,0.484,0.488,0,3,0.259,0.713,0.287,0.419,38.2957,48.1175,0.2565,1,0,339.924,361.028,392.026,3659,0,300,714.836,322.773,757.773
48,1,1335,D94-105,420,28,60,15.51,7.264,0.468,0.467,0.473,0,3,0.426,0.681,0.319,0.478,48.1175,58.251,0.2106,1,0,336.836,378.01,413.531,3740,0,307,721.996,322.699,774.531
49,1,1015,D10-18,460,32,66,15.556,7.263,0.467,0.485,0.49,0,3,0.368,0.693,0.307,0.558,46.4172,65.197,0.4046,1,0,349.188,376.325,428.684,3823,0,315,698.865,317.33,791.397
50,1,1068,D18-26,340,21,49,15.899,8.827,0.555,0.429,0.43,0,3,0.234,0.652,0.348,0.353,69.465,43.6431,0.3717,1,0,356.41,403.351,418.446,3900,0,321,660.296,295.389,805.893
51,1,1076,D35-47,340,22,49,15.885,7.984,0.503,0.449,0.454,0,3,0.411,0.689,0.311,0.398,76.9453,44.9375,0.416,1,0,332.225,365.322,377.963,3979,0,328,691.704,309.443,821.608
52,1,1344,D47-58,420,30,60,15.071,7.071,0.469,0.5,0.503,0,3,0.069,0.668,0.332,0.288,45.1177,62.7043,0.3898,1,0,346.227,385.999,383.227,4064,0,336,743.102,335.086,838.815
53,1,1057,D35-47,220,15,31,13.287,6.291,0.473,0.484,0.488,0,3,0.127,0.674,0.326,0.368,44.9375,36.458,0.1887,0,0,327.74,366.26,389.301,4147,0,344,720.859,324.881,856.94
54,1,1071,D35-47,460,30,66,12.847,6.531,0.508,0.455,0.458,0,3,0.075,0.672,0.328,0.226,44.9375,75.7549,0.6858,1,0,313.859,346.663,356.984,4227,0,351,698.073,312.507,874.577
55,1,1269,D58-69,380,25,54,14.794,7.215,0.488,0.463,0.468,0,3,0.105,0.675,0.325,0.363,52.1421,54.9748,0.0543,0,0,323.965,368.41,361.702,4308,0,358,705.897,316.508,891.376
56,1,1256,D77-86,260,16,37,14.297,7.356,0.514,0.432,0.438,0,3,0.48,0.673,0.327,0.517,41.8107,37.3153,0.1075,0,0,332.822,356.315,379.696,4386,0,364,702.185,310.63,907.808
57,1,1025,D58-69,380,26,54,14.627,6.878,0.47,0.481,0.486,0,3,0.173,0.677,0.323,0.202,52.1421,57.0198,0.0935,0,0,332.468,360.555,389.543,4469,0,371,722.498,325.097,925.155
58,1,1211,D94-105,300,22,43,15.286,6.921,0.453,0.512,0.515,0,3,0.087,0.69,0.31,0.171,58.251,44.8461,0.2301,1,0,340.766,372.63,386.888,4555,0,379,740.825,336.033,942.628
59,1,1042,D86-94,260,18,37,14.19,6.92,0.488,0.486,0.489,0,3,0.276,0.676,0.324,0.255,56.0657,40.4866,0.2779,1,0,324.549,369.98,385.327,4638,0,387,722.916,325.994,959.951
60,1,1048,D26-35,420,26,60,14.993,7.628,0.509,0.433,0.439,0,3,0.313,0.658,0.342,0.315,48.2651,57.5526,0.1924,0,0,314.302,357.198,390.763,4716,0,393,689.945,306.481,976.034
61,1,1103,D94-105,220,13,31,14.799,8.217,0.555,0.419,0.422,0,3,0.105,0.685,0.315,0.237,44.8461,29.9474,0.3322,1,0,318.192,364.046,375.286,4792,0,399,679.168,300.612,991.268
62,1,1213,D69-77,380,28,54,14.185,5.828,0.411,0.519,0.526,0,3,0.254,0.684,0.316,0.402,37.0891,61.7706,0.6655,1,0,349.353,382.743,404.738,4878,0,407,757.256,342.818,1010.203
63,1,1226,D94-105,260,16,37,15.837,8.01,0.506,0.432,0.439,0,3,0.161,0.686,0.314,0.25,29.9474,33.685,0.1248,0,0,338.852,387.892,409.855,4956,0,413,688.304,305.771,1025.785
64,1,1376,D94-105,340,25,49,15.164,6.504,0.429,0.51,0.516,0,3,0.074,0.703,0.297,0.28,29.9474,51.1357,0.7075,1,0,379.036,416.152,441.578,5042,0,421,706.88,323.938,1043.792
65,1,1172,D58-69,220,16,31,13.619,6.294,0.462,0.516,0.518,0,3,0.124,0.68,0.32,0.247,52.1421,37.132,0.2879,1,0,349.984,374.931,403.328,5128,0,429,720.406,329.562,1062.106
66,1,1377,D77-86,460,32,66,14.211,6.291,0.443,0.485,0.492,0,3,0.227,0.668,0.332,0.317,41.8107,71.3683,0.7069,1,0,368.045,388.76,438.522,5211,0,437,732.594,329.135,1080.237
67,1,1085,D35-47,220,15,31,13.062,6.183,0.473,0.484,0.488,0,3,0.298,0.701,0.299,0.371,75.7549,37.0865,0.5104,1,0,354.144,389.385,429.123,5294,0,445,713.106,322.168,1098.503
68,1,1102,D47-58,220,15,31,15.77,7.027,0.446,0.484,0.491,0,3,0.303,0.671,0.329,0.351,62.7043,30.7178,0.5101,1,0,354.391,398.311,408.351,5377,0,453,690.251,314.169,1115.671
69,1,1058,D94-105,420,31,60,16.458,6.775,0.412,0.517,0.524,0,3,0.481,0.68,0.32,0.528,51.1357,58.7028,0.148,0,0,342.343,368.062,407.72,5463,0,461,731.172,333.41,1133.364
70,1,1345,D77-86,460,35,66,16.203,6.542,0.404,0.53,0.537,0,3,0.242,0.684,0.316,0.477,71.3683,66.484,0.0684,0,0,358.512,405.773,414.385,5551,0,470,738.941,338.175,1151.441
71,1,1249,D10-18,380,24,54,13.236,6.99,0.528,0.444,0.447,0,3,0.194,0.654,0.346,0.262,65.197,59.8997,0.0813,0,0,326.576,344.288,394.805,5630,0,477,687.72,307.369,1168.42
72,1,1245,D26-35,460,31,66,14.239,6.61,0.464,0.47,0.476,0,3,0.425,0.71,0.29,0.584,48.2651,69.7813,0.4458,1,0,354.611,404.535,417.833,5711,0,484,697.421,314.552,1186.046
73,1,1264,D18-26,380,29,54,15.743,6.622,0.421,0.537,0.541,0,3,0.412,0.656,0.344,0.423,43.6431,57.026,0.3066,1,0,364.838,406.759,407.642,5799,0,493,724.4,334.096,1204.059
74,1,1149,D77-86,460,31,66,14.814,7.406,0.5,0.47,0.473,0,3,0.497,0.675,0.325,0.533,71.3683,67.0719,0.0602,0,0,330.147,368.232,367.205,5880,0,500,723.153,323.558,1220.65
75,1,1308,D69-77,460,36,66,15.459,5.696,0.368,0.545,0.554,0,3,0.291,0.71,0.29,0.484,61.7706,71.0709,0.1506,0,0,343.186,375.88,417.419,5969,0,509,767.055,350.287,1239.918
76,1,1253,D58-69,420,32,60,15.55,6.801,0.437,0.533,0.536,0,3,0.421,0.686,0.314,0.36,37.132,63.5043,0.7102,1,0,388.914,419.296,431.698,6057,0,518,732.667,336.434,1257.677
77,1,1385,D69-77,300,23,43,14.868,6.095,0.41,0.535,0.54,0,3,0.097,0.689,0.311,0.152,61.7706,47.5346,0.2305,1,0,368.0,396.079,426.828,6145,0,527,725.852,334.281,1276.363
78,1,1378,D10-18,220,14,31,13.52,6.598,0.488,0.452,0.458,0,3,0.188,0.698,0.302,0.361,65.197,34.2891,0.4741,1,0,350.192,389.906,411.149,6225,0,534,684.171,307.202,1293.896
79,1,1161,D35-47,460,36,66,13.521,5.39,0.399,0.545,0.551,0,3,0.375,0.695,0.305,0.497,37.0865,81.255,1.191,1,0,351.304,367.026,408.088,6314,0,543,762.632,348.739,1313.562
80,1,1068,D18-26,220,16,31,11.646,4.755,0.408,0.516,0.524,0,3,0.075,0.702,0.298,0.347,57.026,43.4234,0.2385,1,0,340.643,375.173,399.343,6400,0,551,735.65,334.897,1333.877
81,1,1124,D18-26,340,28,49,13.693,5.035,0.368,0.571,0.578,0,3,0.05,0.717,0.283,0.222,43.4234,61.3171,0.4121,1,0,349.152,379.302,391.787,6492,0,561,791.235,362.647,1354.161
82,1,1019,D77-86,460,37,66,15.725,5.957,0.379,0.561,0.567,0,3,0.115,0.698,0.302,0.343,71.3683,71.245,0.0017,0,0,373.628,392.941,421.581,6583,0,571,780.867,357.394,1373.18
83,1,1073,D47-58,340,25,49,12.208,4.864,0.398,0.51,0.519,0,3,0.045,0.697,0.303,0.321,30.7178,63.5173,1.0678,1,0,345.713,384.482,410.852,6669,0,579,751.45,339.538,1393.318
84,1,1353,D94-105,460,35,66,12.131,4.98,0.411,0.53,0.536,0,3,0.162,0.701,0.299,0.349,51.1357,88.797,0.7365,1,0,355.853,404.574,432.694,6757,0,588,738.459,338.006,1413.425
85,1,1231,D26-35,380,26,54,14.413,6.319,0.438,0.481,0.489,0,3,0.068,0.716,0.284,0.127,69.7813,57.8649,0.1708,0,0,321.222,367.322,354.037,6840,0,595,732.592,328.629,1431.499
86,1,1190,D77-86,460,30,66,16.312,8.652,0.53,0.455,0.456,0,3,0.465,0.708,0.292,0.463,71.3683,59.6615,0.164,0,0,362.727,393.934,430.313,6920,0,602,706.123,315.325,1446.378
87,1,1334,D35-47,340,27,49,12.927,5.241,0.405,0.551,0.555,0,3,0.278,0.696,0.304,0.406,81.255,63.2736,0.2213,1,0,345.62,394.739,388.743,7010,0,611,726.213,336.827,1466.271
88,1,1215,D77-86,420,32,60,13.858,6.156,0.444,0.533,0.536,0,3,0.412,0.701,0.299,0.53,71.3683,71.2544,0.0016,0,0,360.334,394.217,439.768,7098,0,620,736.581,337.803,1484.869
89,1,1099,D69-77,460,32,66,14.291,6.253,0.438,0.485,0.493,0,3,0.189,0.719,0.281,0.292,47.5346,70.9675,0.493,1,0,365.643,414.839,413.654,7181,0,628,721.792,325.354,1503.049
90,1,1325,D77-86,380,27,54,13.69,6.039,0.441,0.5,0.506,0,3,0.329,0.664,0.336,0.337,71.3683,62.4537,0.1249,0,0,349.598,371.567,410.694,7266,0,636,737.853,333.249,1521.599
91,1,1046,D47-58,340,28,49,17.655,6.5,0.368,0.571,0.577,0,3,0.206,0.675,0.325,0.303,63.5173,47.5543,0.2513,1,0,366.551,388.081,427.13,7358,0,646,763.291,352.866,1539.977
92,1,1008,D77-86,260,19,37,15.454,6.846,0.443,0.514,0.518,0,3,0.461,0.68,0.32,0.474,71.3683,38.539,0.46,1,0,333.124,378.108,405.466,7444,0,654,751.297,339.981,1557.559
93,1,1108,D47-58,220,17,31,14.706,5.398,0.367,0.548,0.557,0,3,0.084,0.678,0.322,0.198,47.5543,35.8673,0.2458,1,0,362.427,395.758,415.351,7533,0,663,764.486,349.828,1577.232
94,1,1358,D58-69,420,30,60,13.081,5.711,0.437,0.5,0.506,0,3,0.138,0.691,0.309,0.17,63.5043,72.2423,0.1376,0,0,351.715,384.001,413.111,7618,0,671,713.705,324.797,1596.207
95,1,1022,D69-77,260,20,37,12.711,5.348,0.421,0.541,0.544,0,3,0.309,0.694,0.306,0.369,70.9675,48.5441,0.316,1,0,363.019,383.627,431.168,7707,0,680,735.013,338.335,1615.898
96,1,1304,D26-35,380,29,54,14.47,6.1,0.422,0.537,0.541,0,3,0.488,0.68,0.32,0.639,69.7813,62.0406,0.1109,0,0,334.472,360.61,396.823,7795,0,689,735.305,337.912,1634.591
97,1,1374,D94-105,380,26,54,14.973,7.013,0.468,0.481,0.486,0,3,0.415,0.655,0.345,0.475,88.797,55.7022,0.3727,1,0,319.813,361.111,354.422,7878,0,696,729.298,327.476,1651.763
98,1,1247,D69-77,380,26,54,14.39,6.352,0.441,0.481,0.489,0,3,0.14,0.678,0.322,0.27,48.5441,57.9585,0.1939,0,0,356.058,396.319,413.255,7961,0,703,727.491,326.844,1669.794
99,1,1259,D35-47,340,26,49,15.983,6.253,0.391,0.531,0.538,0,3,0.39,0.666,0.334,0.557,63.2736,49.8367,0.2124,1,0,331.51,359.774,371.442,8049,0,712,718.243,330.977,1688.249
100,1,1046,D18-26,260,21,37,15.207,5.897,0.388,0.568,0.572,0,3,0.14,0.692,0.308,0.302,61.3171,42.0139,0.3148,1,0,370.126,412.984,424.037,8140,0,722,740.474,344.301,1707.388
101,1,1358,D77-86,300,24,43,16.391,6.663,0.406,0.558,0.562,0,3,0.338,0.691,0.309,0.436,38.539,44.4342,0.153,0,0,367.605,392.399,400.441,8230,0,732,761.306,350.178,1725.476
102,1,1067,D18-26,420,35,60,13.37,4.273,0.32,0.583,0.593,0,3,0.228,0.723,0.277,0.271,42.0139,78.7496,0.8744,1,0,390.884,413.613,429.534,8323,0,742,743.083,347.579,1746.82
103,1,1033,D47-58,220,16,31,12.614,5.231,0.415,0.516,0.523,0,3,0.272,0.675,0.325,0.332,35.8673,40.0911,0.1178,0,0,334.963,370.489,391.946,8409,0,750,717.709,328.618,1766.517
104,1,1324,D26-35,340,26,49,15.2,5.993,0.394,0.531,0.538,0,3,0.241,0.694,0.306,0.303,69.7813,52.4052,0.249,1,0,347.737,382.85,406.404,8497,0,759,734.617,336.708,1785.31
105,1,1190,D77-86,220,16,31,17.674,7.716,0.437,0.516,0.521,0,3,0.103,0.701,0.299,0.171,38.539,28.6126,0.2576,1,0,359.673,396.461,412.006,8583,0,767,725.28,331.268,1801.775
106,1,1239,D77-86,340,26,49,13.65,5.436,0.398,0.531,0.538,0,3,0.402,0.701,0.299,0.553,28.6126,58.3555,1.0395,1,0,329.622,359.622,376.687,8671,0,776,765.605,347.554,1821.292
107,1,1006,D18-26,380,29,54,15.663,6.613,0.422,0.537,0.541,0,3,0.351,0.705,0.295,0.455,78.7496,57.3172,0.2722,1,0,340.982,388.52,406.256,8759,0,785,770.588,350.261,1839.318
108,1,1184,D26-35,420,36,60,14.225,4.71,0.331,0.6,0.607,1,3,0.989,0.719,0.281,0.903,52.4052,75.5837,0.4423,1,1,378.152,426.739,444.111,8894,0,801,781.59,363.556,1860.195
109,1,1236,D10-18,380,30,54,14.663,6.014,0.41,0.556,0.559,0,3,0.065,0.679,0.321,0.33,34.2891,62.7091,0.8288,1,0,395.023,433.849,466.748,8984,0,811,751.582,346.387,1879.11
110,1,1369,D58-69,300,21,43,16.777,7.378,0.44,0.488,0.496,0,3,0.498,0.672,0.328,0.535,63.5043,39.6126,0.3762,1,0,364.691,414.44,397.225,9067,0,819,736.488,331.027,1895.85
111,1,1207,D35-47,420,34,60,13.971,5.291,0.379,0.567,0.572,0,3,0.24,0.718,0.282,0.372,49.8367,73.7876,0.4806,1,0,353.662,391.316,413.419,9158,0,829,746.896,346.414,1915.771
112,1,1309,D47-58,220,16,31,15.383,6.314,0.41,0.516,0.523,0,3,0.347,0.655,0.345,0.381,35.8673,32.8742,0.0835,0,0,366.634,405.207,444.061,9244,0,837,721.326,329.883,1934.059
113,1,1372,D18-26,300,22,43,12.778,5.829,0.456,0.512,0.515,0,3,0.133,0.68,0.32,0.281,57.3172,53.6464,0.064,0,0,347.128,380.089,392.152,9330,0,845,732.2,333.014,1952.952
114,1,1221,D58-69,300,24,43,15.686,5.892,0.376,0.558,0.565,0,3,0.419,0.7,0.3,0.433,39.6126,46.4317,0.1721,0,0,356.173,396.481,411.788,9420,0,855,756.614,348.536,1972.041
115,1,1337,D10-18,380,30,54,14.162,5.074,0.358,0.556,0.564,0,3,0.123,0.72,0.28,0.147,62.7091,64.9268,0.0354,0,0,356.411,398.426,394.778,9510,0,865,729.177,338.545,1992.179
116,1,1008,D35-47,460,39,66,12.573,4.229,0.336,0.591,0.598,0,3,0.128,0.658,0.342,0.21,73.7876,92.6,0.255,1,0,351.101,371.933,405.465,9604,0,876,755.685,353.126,2013.626
117,1,1213,D69-77,340,29,49,14.652,4.993,0.341,0.592,0.599,0,3,0.278,0.673,0.327,0.468,48.5441,58.8,0.2113,1,0,371.131,420.796,416.63,9698,0,887,775.852,360.324,2034.086
118,1,1288,D58-69,420,32,60,14.851,5.903,0.397,0.533,0.54,0,3,0.41,0.683,0.317,0.465,39.6126,66.4925,0.6786,1,0,360.352,406.269,421.508,9786,0,896,722.337,332.818,2053.012
119,1,1103,D58-69,460,35,66,14.712,5.655,0.384,0.53,0.539,0,3,0.132,0.687,0.313,0.306,66.4925,73.2216,0.1012,0,0,338.544,372.136,375.671,9874,0,905,729.05,334.713,2072.242
120,1,1263,D18-26,380,33,54,15.298,4.98,0.326,0.611,0.617,1,3,0.973,0.734,0.266,0.937,57.3172,64.4763,0.1249,0,0,371.473,400.09,445.769,10010,0,921,787.148,367.169,2092.836
121,1,1132,D94-105,460,39,66,14.866,4.766,0.321,0.591,0.6,0,3,0.378,0.701,0.299,0.488,55.7022,78.3191,0.406,1,0,358.38,405.907,416.102,10104,0,932,802.083,369.366,2113.585
122,1,1330,D10-18,340,27,49,14.496,5.367,0.37,0.551,0.559,0,3,0.32,0.693,0.307,0.52,62.7091,56.4236,0.1002,0,0,363.335,398.707,443.325,10194,0,941,730.622,338.371,2133.314
