# ICDDR Delhi Scenario Trace (Formula-Aligned Synthetic Dataset)
# Seed=503 | Duration=3600s | RSU_Distance=800m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:03:25.368237Z

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,Relevance_R,rho,gamma,SuitabilityIndex_Si,w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
21,1,1036,D58-69,260,14,37,14.079,8.769,0.623,0.378,0.378,0,2,0.42,0.648,0.352,0.408,24.4632,35.0863,0.4342,1,0,330.131,363.976,388.497,1590,0,122,620.036,273.769,325.896
22,1,1088,D86-94,300,18,43,13.586,7.437,0.547,0.419,0.422,0,3,0.263,0.708,0.292,0.253,55.1641,44.4386,0.1944,0,0,304.386,337.222,358.793,1666,0,128,650.155,290.345,342.139
23,1,1102,D18-26,260,17,37,15.028,7.937,0.528,0.459,0.461,0,3,0.193,0.651,0.349,0.36,25.6186,36.8516,0.4385,1,0,357.892,390.479,391.725,1746,0,135,705.626,315.888,357.979
24,1,1358,D47-58,380,25,54,16.451,8.008,0.487,0.463,0.468,0,3,0.292,0.702,0.298,0.404,41.8302,49.4362,0.1818,0,0,359.177,375.916,399.954,1827,0,142,708.224,317.323,373.746
25,1,1227,D69-77,260,15,37,14.432,8.072,0.559,0.405,0.409,0,3,0.23,0.689,0.311,0.227,28.8141,35.5843,0.235,1,0,342.63,389.048,412.533,1902,0,148,654.135,289.758,389.085
26,1,1329,D69-77,260,15,37,14.769,8.082,0.547,0.405,0.41,0,3,0.452,0.712,0.288,0.604,35.5843,34.7727,0.0228,0,0,341.366,380.259,381.309,1977,0,154,661.309,292.269,404.411
27,1,1197,D35-47,340,23,49,13.527,6.927,0.512,0.469,0.471,0,3,0.353,0.665,0.335,0.356,64.7931,54.2672,0.1625,0,0,313.994,363.723,370.915,2058,0,161,709.396,318.697,421.622
28,1,1028,D35-47,260,18,37,15.118,7.001,0.463,0.486,0.492,0,3,0.146,0.66,0.34,0.313,64.7931,38.0025,0.4135,1,0,362.607,398.211,403.874,2141,0,169,733.786,329.798,438.839
29,1,1161,D86-94,340,19,49,15.464,9.377,0.606,0.388,0.388,0,2,0.254,0.709,0.291,0.423,55.1641,42.3441,0.2324,1,0,323.629,342.968,363.286,2214,0,174,673.967,294.052,452.375
30,1,1017,D26-35,260,15,37,12.033,6.51,0.541,0.405,0.411,0,3,0.182,0.72,0.28,0.294,69.3883,42.6795,0.3849,1,0,348.267,371.735,401.994,2289,0,180,640.377,284.943,469.744
31,1,1272,D77-86,300,19,43,15.827,8.236,0.52,0.442,0.446,0,3,0.257,0.71,0.29,0.421,47.3305,39.4066,0.1674,0,0,324.294,345.819,360.868,2368,0,186,697.049,310.246,485.089
32,1,1233,D77-86,420,23,60,15.022,8.409,0.56,0.383,0.389,0,2,0.126,0.69,0.31,0.2,47.3305,53.5014,0.1304,0,0,288.407,329.163,344.833,2441,0,191,667.025,290.959,499.857
33,1,1107,D18-26,420,24,60,15.279,8.277,0.542,0.4,0.406,0,3,0.459,0.715,0.285,0.525,36.8516,53.8791,0.4621,1,0,348.765,387.327,406.207,2516,0,197,681.961,298.686,514.897
34,1,1357,D47-58,300,17,43,15.578,8.48,0.544,0.395,0.401,0,3,0.324,0.657,0.343,0.385,41.8302,37.4947,0.1036,0,0,335.146,352.982,399.572,2590,0,202,642.74,284.261,529.646
35,1,1056,D18-26,260,18,37,12.297,5.581,0.454,0.486,0.492,0,3,0.355,0.668,0.332,0.324,53.8791,46.7194,0.1329,0,0,346.962,394.635,383.23,2673,0,210,694.376,316.005,548.709
36,1,1089,D77-86,260,18,37,15.88,7.089,0.446,0.486,0.493,0,3,0.003,0.648,0.352,0.137,47.3305,36.1782,0.2356,1,0,343.747,381.662,399.243,2756,0,218,729.739,328.382,565.813
37,1,1152,D94-105,300,17,43,15.693,9.395,0.599,0.395,0.396,0,2,0.367,0.691,0.309,0.545,68.8242,37.2202,0.4592,1,0,334.74,356.228,379.068,2830,0,223,674.646,295.428,579.371
38,1,1252,D77-86,260,15,37,14.073,7.795,0.554,0.405,0.409,0,3,0.231,0.692,0.308,0.434,36.1782,36.4921,0.0087,0,0,305.671,335.981,363.081,2905,0,229,639.128,284.506,595.071
39,1,1279,D58-69,420,26,60,12.971,6.673,0.514,0.433,0.439,0,3,0.116,0.667,0.333,0.21,35.0863,66.5207,0.8959,1,0,335.999,353.575,371.039,2983,0,235,664.855,297.699,612.396
40,1,1015,D35-47,420,27,60,13.826,7.482,0.541,0.45,0.451,0,3,0.272,0.679,0.321,0.485,38.0025,63.8694,0.6807,1,0,347.964,382.636,380.956,3063,0,242,691.943,309.68,628.77
41,1,1204,D94-105,420,26,60,14.701,7.991,0.544,0.433,0.436,0,3,0.209,0.645,0.355,0.368,37.2202,58.6954,0.577,1,0,357.493,381.608,392.761,3141,0,248,673.471,300.715,644.381
42,1,1218,D94-105,220,16,31,15.014,6.45,0.43,0.516,0.522,0,3,0.205,0.666,0.334,0.418,58.6954,33.682,0.4262,1,0,342.903,384.3,385.217,3227,0,256,709.929,325.895,662.494
43,1,1192,D58-69,420,28,60,13.725,6.7,0.488,0.467,0.471,0,3,0.411,0.677,0.323,0.409,66.5207,65.8277,0.0104,0,0,355.332,382.312,427.747,3308,0,263,697.515,314.13,679.983
44,1,1219,D10-18,220,15,31,14.088,6.482,0.46,0.484,0.489,0,3,0.29,0.719,0.281,0.465,34.1369,34.3837,0.0072,0,0,315.56,339.374,362.056,3391,0,271,690.019,314.087,697.859
45,1,1017,D18-26,380,25,54,16.339,8.455,0.517,0.463,0.465,0,3,0.341,0.689,0.311,0.315,53.8791,49.7773,0.0761,0,0,317.273,350.808,369.181,3472,0,278,675.736,305.952,713.045
46,1,1151,D86-94,380,28,54,12.98,5.441,0.419,0.519,0.525,0,3,0.162,0.664,0.336,0.382,42.3441,67.5059,0.5942,1,0,375.737,421.517,439.133,3558,0,286,722.456,330.637,732.483
47,1,1048,D26-35,260,19,37,14.584,6.129,0.42,0.514,0.52,0,3,0.5,0.715,0.285,0.458,42.6795,40.8397,0.0431,0,0,360.505,377.168,439.467,3644,0,294,731.208,332.95,750.997
48,1,1302,D77-86,460,29,66,15.639,7.884,0.504,0.439,0.445,0,3,0.347,0.675,0.325,0.337,36.1782,60.9389,0.6844,1,0,346.424,396.29,423.667,3722,0,300,654.284,294.909,766.784
49,1,1348,D77-86,460,31,66,13.797,7.114,0.516,0.47,0.471,0,3,0.348,0.687,0.313,0.389,60.9389,72.0146,0.1818,0,0,316.067,343.736,346.73,3803,0,307,692.876,312.961,783.753
50,1,1364,D47-58,340,22,49,13.476,6.868,0.51,0.449,0.453,0,3,0.216,0.697,0.303,0.379,41.8302,52.9708,0.2663,1,0,343.302,375.135,408.679,3882,0,314,715.787,317.872,800.919
51,1,1034,D69-77,220,13,31,11.888,6.268,0.527,0.419,0.425,0,3,0.069,0.645,0.355,0.395,35.5843,37.2804,0.0477,0,0,299.688,322.004,373.47,3958,0,320,659.023,293.561,818.687
52,1,1057,D69-77,380,24,54,14.72,7.365,0.5,0.444,0.45,0,3,0.3,0.654,0.346,0.474,35.5843,53.863,0.5137,1,0,324.99,346.936,366.074,4037,0,327,686.147,306.818,835.178
53,1,1251,D26-35,300,22,43,14.33,5.809,0.405,0.512,0.52,0,3,0.222,0.681,0.319,0.317,42.6795,47.838,0.1209,0,0,357.288,399.44,413.8,4123,0,335,735.484,334.164,854.096
54,1,1276,D10-18,260,17,37,16.001,7.547,0.472,0.459,0.466,0,3,0.497,0.712,0.288,0.549,34.1369,34.6103,0.0139,0,0,343.627,363.625,398.537,4203,0,342,672.083,304.148,870.441
55,1,1013,D86-94,420,31,60,17.055,7.493,0.439,0.517,0.521,0,3,0.164,0.691,0.309,0.176,67.5059,56.6474,0.1609,0,0,378.832,420.252,419.882,4289,0,350,717.139,328.499,887.201
56,1,1054,D47-58,260,17,37,15.768,7.48,0.474,0.459,0.466,0,3,0.309,0.675,0.325,0.343,52.9708,35.1227,0.3369,1,0,321.342,367.396,387.061,4369,0,357,725.4,322.809,903.634
57,1,1245,D58-69,460,33,66,15.786,7.18,0.455,0.5,0.505,0,3,0.004,0.672,0.328,0.107,66.5207,65.5647,0.0144,0,0,357.423,394.871,414.856,4454,0,365,741.59,334.557,920.699
58,1,1115,D58-69,220,13,31,16.179,8.562,0.529,0.419,0.424,0,3,0.129,0.695,0.305,0.378,66.5207,27.3937,0.5882,1,0,354.29,382.078,402.168,4530,0,371,666.02,296.01,935.484
59,1,1275,D77-86,460,28,66,15.495,8.04,0.519,0.424,0.43,0,3,0.411,0.65,0.35,0.462,60.9389,60.2199,0.0118,0,0,309.14,343.526,363.342,4607,0,377,655.572,293.086,950.978
60,1,1212,D47-58,300,21,43,14.255,6.558,0.46,0.488,0.494,0,3,0.084,0.683,0.317,0.292,35.1227,46.6203,0.3274,1,0,345.147,383.593,382.673,4690,0,385,686.088,313.387,968.783
61,1,1308,D35-47,340,23,49,12.207,6.263,0.513,0.469,0.471,0,3,0.433,0.644,0.356,0.489,63.8694,60.1378,0.0584,0,0,365.726,399.079,426.524,4771,0,392,704.632,317.029,986.857
62,1,1177,D58-69,420,29,60,16.799,8.154,0.485,0.483,0.486,0,3,0.034,0.69,0.31,0.177,27.3937,55.0098,1.0081,1,0,339.609,388.883,408.059,4854,0,400,689.855,313.949,1002.557
63,1,1018,D58-69,420,31,60,15.877,6.755,0.425,0.517,0.522,0,3,0.01,0.717,0.283,0.278,55.0098,60.8513,0.1062,0,0,334.112,360.564,395.193,4940,0,408,731.181,333.414,1020.275
64,1,1326,D69-77,260,17,37,16.166,8.17,0.505,0.459,0.463,0,3,0.224,0.669,0.331,0.357,53.863,34.2569,0.364,1,0,333.026,352.725,401.115,5020,0,415,676.321,305.631,1035.81
65,1,1264,D18-26,420,28,60,14.162,6.901,0.487,0.467,0.471,0,3,0.387,0.676,0.324,0.579,53.8791,63.7935,0.184,0,0,363.885,402.296,434.584,5101,0,422,700.084,315.029,1053.039
66,1,1134,D18-26,220,16,31,13.236,5.574,0.421,0.516,0.522,0,3,0.112,0.723,0.277,0.288,53.8791,38.2061,0.2909,1,0,369.277,407.24,406.041,5187,0,430,758.134,342.766,1072.29
67,1,1348,D10-18,220,16,31,16.014,6.615,0.413,0.516,0.523,0,3,0.349,0.693,0.307,0.305,34.1369,31.5794,0.0749,0,0,381.297,430.91,435.844,5273,0,438,723.862,330.771,1090.187
68,1,1358,D58-69,380,27,54,15.472,7.182,0.464,0.5,0.504,0,3,0.063,0.678,0.322,0.175,55.0098,55.2616,0.0046,0,0,346.74,382.706,419.783,5358,0,446,740.293,334.103,1107.25
69,1,1222,D35-47,460,29,66,14.452,7.732,0.535,0.439,0.442,0,3,0.358,0.698,0.302,0.527,63.8694,65.9447,0.0325,0,0,354.101,399.881,429.679,5436,0,452,675.981,302.502,1123.235
70,1,1265,D35-47,260,19,37,13.174,5.902,0.448,0.514,0.517,0,3,0.182,0.68,0.32,0.355,63.8694,45.2094,0.2922,1,0,351.393,377.201,419.467,5522,0,460,750.801,339.807,1142.043
71,1,1087,D77-86,460,30,66,14.669,7.153,0.488,0.455,0.46,0,3,0.418,0.718,0.282,0.556,60.9389,66.3476,0.0888,0,0,351.552,392.182,382.906,5602,0,467,713.431,317.883,1158.871
72,1,1064,D35-47,420,30,60,15.654,6.6,0.422,0.5,0.508,0,3,0.2,0.712,0.288,0.315,45.2094,60.3691,0.3353,1,0,335.504,365.407,377.712,5687,0,475,744.365,335.528,1176.691
73,1,1169,D94-105,460,30,66,15.798,7.88,0.499,0.455,0.459,0,3,0.125,0.711,0.289,0.359,33.682,61.6046,0.829,1,0,334.431,382.417,390.461,5767,0,482,720.888,320.493,1192.574
74,1,1379,D77-86,460,30,66,14.899,7.594,0.51,0.455,0.458,0,3,0.497,0.659,0.341,0.411,60.9389,65.3221,0.0719,0,0,317.3,342.97,388.282,5847,0,489,685.504,308.108,1208.83
75,1,1012,D26-35,380,29,54,13.589,5.932,0.437,0.537,0.54,0,3,0.005,0.664,0.336,0.104,42.6795,66.0649,0.5479,1,0,381.233,409.261,453.034,5935,0,498,768.535,349.543,1227.74
76,1,1289,D94-105,220,16,31,14.97,6.416,0.429,0.516,0.522,0,3,0.468,0.723,0.277,0.477,61.6046,33.7799,0.4517,1,0,347.22,368.804,399.701,6021,0,506,722.823,330.407,1245.896
77,1,1216,D94-105,420,30,60,13.159,5.988,0.455,0.5,0.504,0,3,0.086,0.685,0.315,0.187,33.7799,71.8139,1.1259,1,0,353.488,370.37,393.703,6106,0,514,719.246,326.736,1264.511
78,1,1153,D94-105,260,19,37,14.194,6.162,0.434,0.514,0.519,0,3,0.138,0.703,0.297,0.204,71.8139,41.9615,0.4157,1,0,382.663,402.576,422.185,6192,0,522,705.281,323.875,1282.981
79,1,1259,D47-58,460,33,66,13.863,6.117,0.441,0.5,0.506,0,3,0.205,0.704,0.296,0.312,46.6203,74.6604,0.6015,1,0,361.491,409.365,433.541,6277,0,530,703.639,321.274,1301.429
80,1,1210,D35-47,300,21,43,13.506,6.74,0.499,0.488,0.49,0,3,0.086,0.676,0.324,0.23,60.3691,49.2068,0.1849,0,0,359.089,400.111,423.896,6360,0,538,693.509,315.984,1318.997
81,1,1306,D86-94,420,29,60,15.725,7.645,0.486,0.483,0.486,0,3,0.324,0.696,0.304,0.516,67.5059,58.769,0.1294,0,0,368.633,391.073,438.345,6443,0,546,721.03,324.861,1335.358
82,1,1274,D94-105,460,31,66,14.516,6.678,0.46,0.47,0.477,0,3,0.158,0.688,0.312,0.411,41.9615,68.4501,0.6313,1,0,317.503,359.716,370.456,6524,0,553,708.132,318.301,1352.895
83,1,1193,D26-35,420,34,60,12.296,4.553,0.37,0.567,0.573,0,3,0.1,0.704,0.296,0.15,66.0649,83.8385,0.269,1,0,345.88,381.05,378.487,6615,0,563,771.605,355.062,1373.776
84,1,1099,D86-94,420,28,60,14.371,7.528,0.524,0.467,0.468,0,3,0.386,0.682,0.318,0.523,67.5059,62.8695,0.0687,0,0,326.65,352.905,357.827,6696,0,570,693.879,312.858,1390.19
85,1,1301,D26-35,380,30,54,14.287,5.034,0.352,0.556,0.565,0,3,0.302,0.687,0.313,0.39,83.8385,64.3576,0.2324,1,0,393.324,437.043,468.424,6786,0,580,767.029,351.794,1410.38
86,1,1270,D58-69,420,30,60,15.468,6.532,0.422,0.5,0.508,0,3,0.126,0.682,0.318,0.384,55.0098,61.0951,0.1106,0,0,368.276,393.45,409.598,6871,0,588,696.414,318.745,1428.288
87,1,1394,D58-69,260,19,37,12.898,5.679,0.44,0.514,0.518,0,3,0.291,0.694,0.306,0.437,55.0098,46.177,0.1606,0,0,367.537,390.707,437.183,6957,0,596,733.5,333.752,1447.387
88,1,1059,D58-69,420,35,60,15.558,5.041,0.324,0.583,0.593,0,3,0.26,0.694,0.306,0.463,55.0098,67.6766,0.2303,1,0,403.986,439.882,452.962,7050,0,606,775.333,358.867,1467.734
89,1,1283,D58-69,460,37,66,15.411,5.528,0.359,0.561,0.569,0,3,0.194,0.692,0.308,0.356,67.6766,72.6985,0.0742,0,0,393.504,412.405,424.938,7141,0,616,732.496,340.464,1487.311
90,1,1215,D94-105,380,31,54,14.852,5.498,0.37,0.574,0.58,0,3,0.29,0.658,0.342,0.384,68.4501,63.3935,0.0739,0,0,360.139,405.518,398.355,7233,0,626,780.665,359.344,1507.009
91,1,1259,D58-69,380,29,54,13.821,5.148,0.372,0.537,0.546,0,3,0.178,0.683,0.317,0.194,67.6766,64.9529,0.0402,0,0,362.975,401.928,441.221,7321,0,635,722.458,333.416,1526.939
92,1,1047,D58-69,380,28,54,15.407,6.379,0.414,0.519,0.525,0,3,0.262,0.702,0.298,0.38,67.6766,56.8748,0.1596,0,0,359.61,375.714,414.104,7407,0,643,719.036,329.44,1545.158
93,1,1225,D18-26,460,32,66,13.653,6.392,0.468,0.485,0.49,0,3,0.412,0.688,0.312,0.511,38.2061,74.2813,0.9442,1,0,320.448,335.533,365.733,7490,0,651,715.046,322.993,1563.157
94,1,1200,D69-77,380,30,54,12.82,4.735,0.369,0.556,0.563,0,3,0.336,0.71,0.29,0.405,34.2569,71.7254,1.0937,1,0,381.06,416.558,415.233,7580,0,661,731.897,339.497,1583.735
95,1,1276,D77-86,340,24,49,14.854,7.295,0.491,0.49,0.492,0,3,0.465,0.71,0.29,0.612,60.9389,50.8015,0.1664,0,0,329.298,372.764,389.117,7663,0,669,728.875,328.576,1600.59
96,1,1084,D94-105,300,20,43,13.934,6.935,0.498,0.465,0.469,0,3,0.396,0.704,0.296,0.388,68.4501,46.215,0.3248,1,0,332.327,361.91,392.475,7744,0,676,692.347,312.089,1617.765
97,1,1051,D69-77,420,29,60,17.96,8.516,0.474,0.483,0.488,0,3,0.097,0.676,0.324,0.152,71.7254,51.4535,0.2826,1,0,320.427,354.756,371.25,7827,0,684,685.177,312.312,1632.995
98,1,1281,D69-77,220,15,31,14.131,6.787,0.48,0.484,0.487,0,3,0.172,0.692,0.308,0.414,51.4535,34.2791,0.3338,1,0,367.68,396.119,401.31,7910,0,692,687.516,313.211,1650.475
99,1,1285,D18-26,300,21,43,11.415,5.552,0.486,0.488,0.491,0,3,0.07,0.667,0.333,0.343,74.2813,58.2186,0.2162,1,0,358.551,381.803,435.445,7993,0,700,694.361,316.282,1669.588
100,1,1194,D94-105,460,37,66,17.144,6.236,0.364,0.561,0.568,0,3,0.242,0.724,0.276,0.405,46.215,65.348,0.414,1,0,370.285,389.992,435.005,8084,0,710,750.236,346.674,1688.245
101,1,1372,D47-58,220,15,31,14.088,7.082,0.503,0.484,0.485,0,3,0.366,0.673,0.327,0.566,74.6604,34.3852,0.5394,1,0,328.118,365.286,389.415,8167,0,718,730.338,328.199,1705.341
102,1,1091,D35-47,460,32,66,13.119,5.704,0.435,0.485,0.493,0,3,0.394,0.689,0.311,0.48,60.3691,77.3048,0.2805,1,0,372.268,414.305,417.686,8250,0,726,735.284,330.077,1724.235
103,1,1054,D47-58,460,32,66,12.976,6.147,0.474,0.485,0.489,0,3,0.09,0.668,0.332,0.392,34.3852,78.1595,1.2731,1,0,354.659,371.615,430.903,8333,0,734,701.032,318.089,1742.553
104,1,1267,D26-35,420,31,60,15.102,6.296,0.417,0.517,0.523,0,3,0.439,0.703,0.297,0.591,64.3576,63.9741,0.006,0,0,335.726,360.291,372.612,8419,0,742,751.035,340.362,1760.869
105,1,1295,D94-105,300,24,43,14.763,5.388,0.365,0.558,0.566,0,3,0.407,0.71,0.29,0.487,65.348,49.3365,0.245,1,0,375.036,415.293,434.721,8509,0,752,737.201,341.741,1780.613
106,1,1162,D47-58,460,37,66,14.737,5.169,0.351,0.561,0.569,0,3,0.474,0.704,0.296,0.521,78.1595,76.0219,0.0273,0,0,397.437,434.514,432.085,8600,0,762,771.779,354.213,1800.658
107,1,1327,D94-105,260,18,37,15.26,6.863,0.45,0.486,0.493,0,3,0.431,0.674,0.326,0.489,49.3365,37.6478,0.2369,1,0,334.034,378.562,400.268,8683,0,770,710.202,321.544,1818.055
108,1,1082,D10-18,260,21,37,14.675,5.369,0.366,0.568,0.574,0,3,0.274,0.682,0.318,0.353,34.1369,43.5359,0.2753,1,0,378.679,403.826,437.098,8774,0,780,734.372,342.165,1837.881
109,1,1251,D47-58,460,40,66,15.319,4.825,0.315,0.606,0.614,1,3,0.566,0.69,0.31,0.502,78.1595,77.4551,0.009,0,0,353.816,374.142,387.332,8909,0,796,795.035,369.172,1858.645
110,1,1352,D86-94,300,22,43,17.175,7.094,0.413,0.512,0.519,0,3,0.487,0.695,0.305,0.611,67.5059,39.9118,0.4088,1,0,378.236,420.194,430.658,8995,0,804,726.573,331.045,1875.892
111,1,1156,D47-58,420,30,60,12.853,5.437,0.423,0.5,0.508,0,3,0.059,0.677,0.323,0.215,78.1595,73.5229,0.0593,0,0,327.791,367.209,404.175,9080,0,812,698.271,319.395,1895.224
112,1,1304,D58-69,300,25,43,15.0,5.047,0.336,0.581,0.59,0,3,0.078,0.67,0.33,0.298,67.6766,50.0178,0.2609,1,0,369.357,390.297,433.313,9173,0,822,791.745,364.32,1915.552
113,1,1085,D94-105,460,35,66,14.497,6.186,0.427,0.53,0.535,0,3,0.263,0.704,0.296,0.367,37.6478,74.3084,0.9738,1,0,383.301,418.002,434.009,9261,0,831,762.36,346.371,1934.091
114,1,1251,D86-94,380,32,54,12.959,4.006,0.309,0.593,0.602,1,3,0.524,0.72,0.28,0.532,39.9118,74.3732,0.8634,1,1,395.355,422.92,451.281,9395,0,846,762.208,355.662,1955.839
115,1,1247,D35-47,300,21,43,11.762,5.295,0.45,0.488,0.495,0,3,0.165,0.689,0.311,0.216,77.3048,56.5043,0.2691,1,0,328.243,356.969,383.059,9478,0,854,684.174,312.717,1975.285
116,1,1052,D77-86,460,35,66,16.734,6.58,0.393,0.53,0.538,0,3,0.345,0.679,0.321,0.322,60.9389,64.3731,0.0564,0,0,358.383,386.0,410.454,9566,0,863,710.808,328.328,1993.313
117,1,1155,D18-26,220,16,31,14.008,5.924,0.423,0.516,0.522,0,3,0.363,0.725,0.275,0.475,58.2186,36.1011,0.3799,1,0,354.022,371.11,420.481,9652,0,871,757.577,342.571,2012.108
118,1,1302,D47-58,260,20,37,12.499,4.641,0.371,0.541,0.549,0,3,0.379,0.705,0.295,0.446,78.1595,49.3679,0.3684,1,0,356.867,395.547,431.762,9741,0,880,749.785,343.506,2032.719
119,1,1089,D18-26,460,38,66,12.362,4.853,0.393,0.576,0.579,0,3,0.148,0.675,0.325,0.393,36.1011,92.3914,1.5592,1,0,382.001,410.152,417.503,9833,0,890,789.394,362.652,2053.264
120,1,1247,D58-69,460,38,66,13.416,5.275,0.393,0.576,0.579,0,3,0.004,0.716,0.284,0.266,50.0178,85.1349,0.7021,1,0,380.515,400.349,437.526,9925,0,900,786.168,361.523,2073.261
121,1,1346,D86-94,420,33,60,15.459,5.57,0.36,0.55,0.559,0,3,0.321,0.7,0.3,0.457,74.3732,65.2712,0.1224,0,0,343.239,389.18,399.798,10015,0,909,723.458,335.71,2092.72
122,1,1249,D77-86,380,30,54,15.236,5.366,0.352,0.556,0.565,0,3,0.496,0.683,0.317,0.449,60.9389,60.3511,0.0096,0,0,387.425,422.203,419.508,10105,0,919,734.475,340.399,2112.478
